SSC_NAME16	MaxSchoolingCompleted	adults
Winnindoo	Year 11	17
Winnindoo	Year 12	17
Winslow	Year 8	12
Winslow	Year 9	17
Winslow	Year 10	63
Winslow	Year 11	49
Winslow	Year 12	131
Winton (Vic.)	Year 8	9
Winton (Vic.)	Year 9	14
Winton (Vic.)	Year 10	22
Winton (Vic.)	Year 11	11
Winton (Vic.)	Year 12	29
Winton North	Year 10	3
Winton North	Year 11	3
Wirrate	Year 12	4
Wiseleigh	Year 8	5
Wiseleigh	Year 9	14
Wiseleigh	Year 10	26
Wiseleigh	Year 11	30
Wiseleigh	Year 12	40
Wodonga	Did not go to school	108
Wodonga	Year 8	900
Wodonga	Year 9	1216
Wodonga	Year 10	3529
Wodonga	Year 11	2264
Wodonga	Year 12	5805
Wollert	Did not go to school	96
Wollert	Year 8	240
Wollert	Year 9	265
Wollert	Year 10	626
Wollert	Year 11	468
Wollert	Year 12	4322
Wombat Creek (Vic.)	Year 9	3
Wombat Creek (Vic.)	Year 10	4
Wombat Creek (Vic.)	Year 11	7
Wombat Creek (Vic.)	Year 12	11
Wombelano	Year 8	6
Wombelano	Year 9	3
Wombelano	Year 10	10
Wombelano	Year 11	11
Wombelano	Year 12	14
Won Wron	Year 8	8
Won Wron	Year 9	14
Won Wron	Year 10	37
Won Wron	Year 11	31
Won Wron	Year 12	62
Wonga	Year 8	3
Wonga	Year 9	3
Wonga	Year 10	3
Wonga	Year 11	4
Wonga	Year 12	13
Wonga Park	Did not go to school	3
Wonga Park	Year 8	86
Wonga Park	Year 9	163
Wonga Park	Year 10	473
Wonga Park	Year 11	536
Wonga Park	Year 12	1732
Wongarra	Year 9	3
Wongarra	Year 10	7
Wongarra	Year 11	5
Wongarra	Year 12	21
Wonthaggi	Did not go to school	22
Wonthaggi	Year 8	427
Wonthaggi	Year 9	458
Wonthaggi	Year 10	893
Wonthaggi	Year 11	667
Wonthaggi	Year 12	1178
Wonwondah	Year 8	7
Wonwondah	Year 9	8
Wonwondah	Year 10	17
Wonwondah	Year 11	22
Wonwondah	Year 12	25
Wonyip	Year 8	3
Wonyip	Year 10	5
Wonyip	Year 11	8
Wonyip	Year 12	15
Wood Wood	Year 8	4
Wood Wood	Year 9	9
Wood Wood	Year 10	12
Wood Wood	Year 11	14
Wood Wood	Year 12	17
Woodend (Vic.)	Did not go to school	10
Woodend (Vic.)	Year 8	151
Woodend (Vic.)	Year 9	216
Woodend (Vic.)	Year 10	572
Woodend (Vic.)	Year 11	608
Woodend (Vic.)	Year 12	2549
Woodend North	Year 8	6
Woodend North	Year 9	19
Woodend North	Year 10	25
Woodend North	Year 11	29
Woodend North	Year 12	117
Woodfield	Year 9	4
Woodfield	Year 10	9
Woodfield	Year 11	3
Woodfield	Year 12	14
Woodford (Vic.)	Year 8	6
Woodford (Vic.)	Year 9	15
Woodford (Vic.)	Year 10	33
Woodford (Vic.)	Year 11	56
Woodford (Vic.)	Year 12	124
Woodglen	Did not go to school	3
Woodglen	Year 8	5
Woodglen	Year 9	3
Woodglen	Year 10	7
Woodglen	Year 11	3
Woodglen	Year 12	7
Woodhouse	Year 9	3
Woodhouse	Year 10	3
Woodhouse	Year 11	7
Woodhouse	Year 12	16
Woodleigh (Vic.)	Year 8	9
Woodleigh (Vic.)	Year 9	17
Woodleigh (Vic.)	Year 10	25
Woodleigh (Vic.)	Year 11	19
Woodleigh (Vic.)	Year 12	26
Woods Point (Vic.)	Year 8	3
Woods Point (Vic.)	Year 9	6
Woods Point (Vic.)	Year 10	4
Woods Point (Vic.)	Year 11	6
Woods Point (Vic.)	Year 12	5
Woodside (Vic.)	Year 8	23
Woodside (Vic.)	Year 9	34
Woodside (Vic.)	Year 10	77
Woodside (Vic.)	Year 11	51
Woodside (Vic.)	Year 12	101
Woodside Beach	Year 8	4
Woodside Beach	Year 9	12
Woodside Beach	Year 10	17
Woodside Beach	Year 11	12
Woodside Beach	Year 12	18
Woodstock (Vic.)	Did not go to school	4
Woodstock (Vic.)	Year 8	10
Woodstock (Vic.)	Year 9	16
Woodstock (Vic.)	Year 10	23
Woodstock (Vic.)	Year 11	14
Woodstock (Vic.)	Year 12	46
Woodstock On Loddon	Year 9	3
Woodstock On Loddon	Year 10	3
Woodstock On Loddon	Year 11	3
Woodstock On Loddon	Year 12	13
Woodstock West	Year 9	3
Woodstock West	Year 10	3
Woodstock West	Year 11	6
Woodstock West	Year 12	8
Woodvale (Vic.)	Year 8	24
Woodvale (Vic.)	Year 9	48
Woodvale (Vic.)	Year 10	77
Woodvale (Vic.)	Year 11	59
Woodvale (Vic.)	Year 12	116
Wool Wool	Year 8	3
Wool Wool	Year 9	4
Wool Wool	Year 10	6
Wool Wool	Year 11	3
Wool Wool	Year 12	9
Woolamai	Year 8	12
Woolamai	Year 9	14
Woolamai	Year 10	39
Woolamai	Year 11	26
Woolamai	Year 12	71
Woolenook	Year 10	3
Woolsthorpe	Year 8	19
Woolsthorpe	Year 9	39
Woolsthorpe	Year 10	74
Woolsthorpe	Year 11	67
Woolsthorpe	Year 12	106
Woomelang	Year 8	24
Woomelang	Year 9	25
Woomelang	Year 10	47
Woomelang	Year 11	31
Woomelang	Year 12	43
Wooragee	Year 8	11
Wooragee	Year 9	14
Wooragee	Year 10	59
Wooragee	Year 11	49
Wooragee	Year 12	123
Woorarra East	Year 9	3
Woorarra East	Year 10	10
Woorarra East	Year 11	10
Woorarra East	Year 12	16
Woorarra West	Year 8	5
Woorarra West	Year 9	6
Woorarra West	Year 10	4
Woorarra West	Year 11	5
Woorarra West	Year 12	24
Wooreen	Year 8	4
Wooreen	Year 9	10
Wooreen	Year 10	21
Wooreen	Year 11	9
Wooreen	Year 12	19
Woori Yallock	Year 8	116
Woori Yallock	Year 9	230
Woori Yallock	Year 10	534
Woori Yallock	Year 11	398
Woori Yallock	Year 12	879
Woorinen	Did not go to school	4
Woorinen	Year 8	14
Woorinen	Year 9	11
Woorinen	Year 10	36
Woorinen	Year 11	40
Woorinen	Year 12	76
Woorinen North	Year 8	9
Woorinen North	Year 9	7
Woorinen North	Year 10	13
Woorinen North	Year 11	11
Woorinen North	Year 12	28
Woorinen South	Year 8	19
Woorinen South	Year 9	40
Woorinen South	Year 10	65
Woorinen South	Year 11	50
Woorinen South	Year 12	87
Woorndoo	Year 8	7
Woorndoo	Year 9	5
Woorndoo	Year 10	25
Woorndoo	Year 11	33
Woorndoo	Year 12	64
Wooroonook	Year 9	3
Wooroonook	Year 10	3
Wooroonook	Year 11	4
Wooroonook	Year 12	8
Woosang	Year 11	3
Woosang	Year 12	3
Wootong Vale	Year 9	4
Wootong Vale	Year 10	11
Wootong Vale	Year 11	3
Wootong Vale	Year 12	17
Wroxham	Year 9	4
Wuk Wuk	Year 8	6
Wuk Wuk	Year 9	5
Wuk Wuk	Year 10	13
Wuk Wuk	Year 11	12
Wuk Wuk	Year 12	26
Wulgulmerang	Year 10	4
Wulgulmerang	Year 11	5
Wulgulmerang East	Year 12	8
Wunghnu	Year 8	21
Wunghnu	Year 9	30
Wunghnu	Year 10	78
Wunghnu	Year 11	44
Wunghnu	Year 12	84
Wurdiboluc	Year 8	7
Wurdiboluc	Year 9	10
Wurdiboluc	Year 10	22
Wurdiboluc	Year 11	17
Wurdiboluc	Year 12	46
Wurruk	Year 8	42
Wurruk	Year 9	71
Wurruk	Year 10	172
Wurruk	Year 11	167
Wurruk	Year 12	326
Wy Yung	Did not go to school	3
Wy Yung	Year 8	77
Wy Yung	Year 9	124
Wy Yung	Year 10	268
Wy Yung	Year 11	258
Wy Yung	Year 12	510
Wycheproof	Did not go to school	3
Wycheproof	Year 8	59
Wycheproof	Year 9	59
Wycheproof	Year 10	96
Wycheproof	Year 11	118
Wycheproof	Year 12	152
Wychitella	Year 8	3
Wychitella	Year 10	7
Wychitella	Year 11	3
Wychitella	Year 12	3
Wye River	Year 8	4
Wye River	Year 9	3
Wye River	Year 10	4
Wye River	Year 11	3
Wye River	Year 12	32
Wyelangta	Year 9	3
Wyelangta	Year 10	5
Wyelangta	Year 11	9
Wyelangta	Year 12	20
Wyndham Vale	Did not go to school	153
Wyndham Vale	Year 8	729
Wyndham Vale	Year 9	1084
Wyndham Vale	Year 10	2694
Wyndham Vale	Year 11	2165
Wyndham Vale	Year 12	8936
Wyuna (Vic.)	Year 8	18
Wyuna (Vic.)	Year 9	12
Wyuna (Vic.)	Year 10	43
Wyuna (Vic.)	Year 11	23
Wyuna (Vic.)	Year 12	74
Wyuna East	Year 8	3
Wyuna East	Year 9	4
Wyuna East	Year 10	12
Wyuna East	Year 11	12
Wyuna East	Year 12	33
Yaapeet	Year 8	5
Yaapeet	Year 9	6
Yaapeet	Year 10	20
Yaapeet	Year 11	13
Yaapeet	Year 12	20
Yabba North	Year 8	6
Yabba North	Year 9	14
Yabba North	Year 10	15
Yabba North	Year 11	16
Yabba North	Year 12	27
Yabba South	Year 8	6
Yabba South	Year 10	9
Yabba South	Year 11	7
Yabba South	Year 12	9
Yackandandah	Year 8	85
Yackandandah	Year 9	73
Yackandandah	Year 10	294
Yackandandah	Year 11	197
Yackandandah	Year 12	739
Yalca	Year 8	13
Yalca	Year 9	19
Yalca	Year 10	40
Yalca	Year 11	29
Yalca	Year 12	60
Yalla-Y-Poora	Year 11	3
Yalla-Y-Poora	Year 12	5
Yallambie	Did not go to school	9
Yallambie	Year 8	103
Yallambie	Year 9	125
Yallambie	Year 10	421
Yallambie	Year 11	388
Yallambie	Year 12	2044
Yallourn	Year 8	3
Yallourn	Year 9	6
Yallourn	Year 10	24
Yallourn	Year 11	26
Yallourn	Year 12	48
Yallourn North	Did not go to school	3
Yallourn North	Year 8	94
Yallourn North	Year 9	115
Yallourn North	Year 10	297
Yallourn North	Year 11	245
Yallourn North	Year 12	366
Yambuk	Year 8	9
Yambuk	Year 9	18
Yambuk	Year 10	46
Yambuk	Year 11	40
Yambuk	Year 12	87
Yambuna	Year 8	5
Yambuna	Year 9	8
Yambuna	Year 10	16
Yambuna	Year 11	15
Yambuna	Year 12	34
Yan Yean	Did not go to school	3
Yan Yean	Year 8	16
Yan Yean	Year 9	19
Yan Yean	Year 10	38
Yan Yean	Year 11	39
Yan Yean	Year 12	90
Yanac	Year 8	3
Yanac	Year 9	3
Yanac	Year 10	15
Yanac	Year 11	7
Yanac	Year 12	14
Yanakie	Year 8	10
Yanakie	Year 9	19
Yanakie	Year 10	35
Yanakie	Year 11	34
Yanakie	Year 12	83
Yando	Year 10	5
Yando	Year 11	7
Yando	Year 12	8
Yandoit	Year 8	3
Yandoit	Year 9	8
Yandoit	Year 10	33
Yandoit	Year 11	30
Yandoit	Year 12	45
Yandoit Hills	Year 10	3
Yandoit Hills	Year 11	4
Yandoit Hills	Year 12	13
Yangery	Year 8	3
Yangery	Year 9	6
Yangery	Year 10	16
Yangery	Year 11	33
Yangery	Year 12	26
Yannathan	Year 8	9
Yannathan	Year 9	22
Yannathan	Year 10	41
Yannathan	Year 11	42
Yannathan	Year 12	64
Yapeen	Year 8	5
Yapeen	Year 9	14
Yapeen	Year 10	37
Yapeen	Year 11	26
Yapeen	Year 12	90
Yarck	Year 8	10
Yarck	Year 9	10
Yarck	Year 10	44
Yarck	Year 11	18
Yarck	Year 12	46
Yarpturk	Year 9	3
Yarpturk	Year 10	11
Yarpturk	Year 11	17
Yarpturk	Year 12	20
Yarra Glen	Did not go to school	4
Yarra Glen	Year 8	87
Yarra Glen	Year 9	133
Yarra Glen	Year 10	461
Yarra Glen	Year 11	377
Yarra Glen	Year 12	1028
Yarra Junction	Did not go to school	4
Yarra Junction	Year 8	154
Yarra Junction	Year 9	193
Yarra Junction	Year 10	460
Yarra Junction	Year 11	344
Yarra Junction	Year 12	746
Yarraberb	Year 9	3
Yarraberb	Year 10	3
Yarraberb	Year 11	3
Yarraberb	Year 12	5
Yarragon	Did not go to school	6
Yarragon	Year 8	71
Yarragon	Year 9	123
Yarragon	Year 10	312
Yarragon	Year 11	204
Yarragon	Year 12	508
Yarragon South	Year 8	8
Yarragon South	Year 9	14
Yarragon South	Year 10	20
Yarragon South	Year 11	32
Yarragon South	Year 12	74
Yarram	Did not go to school	13
Yarram	Year 8	180
Yarram	Year 9	182
Yarram	Year 10	405
Yarram	Year 11	322
Yarram	Year 12	493
Yarrambat	Did not go to school	7
Yarrambat	Year 8	60
Yarrambat	Year 9	87
Yarrambat	Year 10	224
Yarrambat	Year 11	207
Yarrambat	Year 12	632
Yarraville	Did not go to school	140
Yarraville	Year 8	690
Yarraville	Year 9	423
Yarraville	Year 10	932
Yarraville	Year 11	962
Yarraville	Year 12	8136
Yarrawalla	Year 9	11
Yarrawalla	Year 10	21
Yarrawalla	Year 11	11
Yarrawalla	Year 12	16
Yarrawonga (Vic.)	Did not go to school	13
Yarrawonga (Vic.)	Year 8	541
Yarrawonga (Vic.)	Year 9	619
Yarrawonga (Vic.)	Year 10	1441
Yarrawonga (Vic.)	Year 11	1006
Yarrawonga (Vic.)	Year 12	1996
Yarrawonga South	Year 12	3
Yarroweyah	Year 8	25
Yarroweyah	Year 9	38
Yarroweyah	Year 10	94
Yarroweyah	Year 11	84
Yarroweyah	Year 12	132
Yatchaw	Year 11	3
Yatchaw	Year 12	11
Yea	Did not go to school	3
Yea	Year 8	105
Yea	Year 9	115
Yea	Year 10	257
Yea	Year 11	202
Yea	Year 12	508
Yellingbo	Year 8	22
Yellingbo	Year 9	37
Yellingbo	Year 10	97
Yellingbo	Year 11	75
Yellingbo	Year 12	189
Yelta (Vic.)	Year 8	12
Yelta (Vic.)	Year 9	19
Yelta (Vic.)	Year 10	57
Yelta (Vic.)	Year 11	46
Yelta (Vic.)	Year 12	79
Yendon	Year 8	13
Yendon	Year 9	12
Yendon	Year 10	51
Yendon	Year 11	39
Yendon	Year 12	95
Yeo	Year 8	3
Yeo	Year 9	8
Yeo	Year 10	25
Yeo	Year 11	17
Yeo	Year 12	45
Yeodene	Year 8	3
Yeodene	Year 9	3
Yeodene	Year 10	15
Yeodene	Year 11	21
Yeodene	Year 12	36
Yering	Year 9	9
Yering	Year 10	7
Yering	Year 11	9
Yering	Year 12	53
Yeungroon	Year 8	4
Yeungroon	Year 9	3
Yeungroon	Year 10	3
Yeungroon	Year 11	6
Yeungroon	Year 12	12
Yeungroon East	Year 10	5
Yeungroon East	Year 11	3
Yielima	Year 8	3
Yielima	Year 10	17
Yielima	Year 11	7
Yielima	Year 12	32
Yinnar	Did not go to school	3
Yinnar	Year 8	33
Yinnar	Year 9	52
Yinnar	Year 10	145
Yinnar	Year 11	139
Yinnar	Year 12	285
Yinnar South	Year 8	29
Yinnar South	Year 9	37
Yinnar South	Year 10	121
Yinnar South	Year 11	115
Yinnar South	Year 12	236
Youanmite	Year 9	5
Youanmite	Year 10	5
Youanmite	Year 11	11
Youanmite	Year 12	11
Youarang	Year 9	4
Youarang	Year 10	8
Youarang	Year 11	8
Youarang	Year 12	8
Yulecart	Year 9	5
Yulecart	Year 10	22
Yulecart	Year 11	23
Yulecart	Year 12	48
Yundool	Year 9	3
Yundool	Year 10	6
Yundool	Year 11	4
Yundool	Year 12	14
Yuroke	Year 8	11
Yuroke	Year 9	13
Yuroke	Year 10	21
Yuroke	Year 11	22
Yuroke	Year 12	46
Yuulong	Year 10	3
Yuulong	Year 11	4
Yuulong	Year 12	16
Zeerust	Year 8	3
Zeerust	Year 9	8
Zeerust	Year 10	21
Zeerust	Year 11	34
Zeerust	Year 12	42
No usual address (Vic.)	Did not go to school	85
No usual address (Vic.)	Year 8	238
No usual address (Vic.)	Year 9	404
No usual address (Vic.)	Year 10	776
No usual address (Vic.)	Year 11	627
No usual address (Vic.)	Year 12	2698
Migratory - Offshore - Shipping (Vic.)	Year 10	10
Migratory - Offshore - Shipping (Vic.)	Year 11	4
Migratory - Offshore - Shipping (Vic.)	Year 12	13
Abbeywood	Year 8	3
Abbeywood	Year 10	8
Abbotsford (Qld)	Year 9	3
Abercorn	Year 9	4
Abercorn	Year 10	10
Abercorn	Year 12	14
Abergowrie	Year 8	20
Abergowrie	Year 9	11
Abergowrie	Year 10	111
Abergowrie	Year 11	38
Abergowrie	Year 12	111
Abington (Qld)	Year 9	7
Abington (Qld)	Year 10	18
Abington (Qld)	Year 11	13
Abington (Qld)	Year 12	11
Acacia Ridge	Did not go to school	164
Acacia Ridge	Year 8	492
Acacia Ridge	Year 9	333
Acacia Ridge	Year 10	1140
Acacia Ridge	Year 11	406
Acacia Ridge	Year 12	2804
Acland	Year 8	3
Acland	Year 9	3
Acland	Year 10	5
Acland	Year 12	9
Adare	Year 8	42
Adare	Year 9	51
Adare	Year 10	214
Adare	Year 11	51
Adare	Year 12	241
Adavale	Year 8	3
Adavale	Year 9	9
Adavale	Year 10	22
Adavale	Year 11	7
Adavale	Year 12	33
Adelaide Park	Year 8	10
Adelaide Park	Year 9	17
Adelaide Park	Year 10	88
Adelaide Park	Year 11	30
Adelaide Park	Year 12	160
Advancetown	Year 8	13
Advancetown	Year 9	22
Advancetown	Year 10	113
Advancetown	Year 11	38
Advancetown	Year 12	169
Aeroglen	Year 8	13
Aeroglen	Year 9	17
Aeroglen	Year 10	58
Aeroglen	Year 11	20
Aeroglen	Year 12	174
Agnes Water	Year 8	66
Agnes Water	Year 9	152
Agnes Water	Year 10	546
Agnes Water	Year 11	184
Agnes Water	Year 12	612
Airdmillan	Year 9	4
Airdmillan	Year 10	26
Airdmillan	Year 11	8
Airdmillan	Year 12	36
Airlie Beach	Year 8	5
Airlie Beach	Year 9	32
Airlie Beach	Year 10	199
Airlie Beach	Year 11	97
Airlie Beach	Year 12	564
Airville	Did not go to school	3
Airville	Year 8	17
Airville	Year 9	16
Airville	Year 10	93
Airville	Year 11	22
Airville	Year 12	106
Aitkenvale	Did not go to school	47
Aitkenvale	Year 8	230
Aitkenvale	Year 9	204
Aitkenvale	Year 10	850
Aitkenvale	Year 11	276
Aitkenvale	Year 12	1950
Alabama Hill	Year 8	11
Alabama Hill	Year 9	11
Alabama Hill	Year 10	30
Alabama Hill	Year 11	3
Alabama Hill	Year 12	34
Albany Creek	Did not go to school	24
Albany Creek	Year 8	381
Albany Creek	Year 9	447
Albany Creek	Year 10	2659
Albany Creek	Year 11	927
Albany Creek	Year 12	7565
Alberta	Year 8	4
Alberta	Year 9	4
Alberta	Year 10	20
Alberta	Year 11	4
Alberta	Year 12	23
Alberton (Qld)	Did not go to school	3
Alberton (Qld)	Year 8	23
Alberton (Qld)	Year 9	43
Alberton (Qld)	Year 10	152
Alberton (Qld)	Year 11	39
Alberton (Qld)	Year 12	210
Albinia	Year 10	12
Albinia	Year 11	8
Albinia	Year 12	18
Albion (Brisbane - Qld)	Did not go to school	6
Albion (Brisbane - Qld)	Year 8	45
Albion (Brisbane - Qld)	Year 9	37
Albion (Brisbane - Qld)	Year 10	210
Albion (Brisbane - Qld)	Year 11	86
Albion (Brisbane - Qld)	Year 12	1470
Albion (Richmond - Qld)	Year 8	3
Albion (Richmond - Qld)	Year 10	5
Albion (Richmond - Qld)	Year 12	3
Alderley	Did not go to school	12
Alderley	Year 8	103
Alderley	Year 9	97
Alderley	Year 10	545
Alderley	Year 11	216
Alderley	Year 12	3742
Aldershot	Did not go to school	3
Aldershot	Year 8	42
Aldershot	Year 9	58
Aldershot	Year 10	164
Aldershot	Year 11	39
Aldershot	Year 12	140
Alexandra (Qld)	Year 8	4
Alexandra (Qld)	Year 9	3
Alexandra (Qld)	Year 10	59
Alexandra (Qld)	Year 11	8
Alexandra (Qld)	Year 12	61
Alexandra Headland	Did not go to school	11
Alexandra Headland	Year 8	97
Alexandra Headland	Year 9	136
Alexandra Headland	Year 10	671
Alexandra Headland	Year 11	277
Alexandra Headland	Year 12	1920
Alexandra Hills	Did not go to school	41
Alexandra Hills	Year 8	561
Alexandra Hills	Year 9	647
Alexandra Hills	Year 10	3608
Alexandra Hills	Year 11	1112
Alexandra Hills	Year 12	6338
Algester	Did not go to school	57
Algester	Year 8	214
Algester	Year 9	216
Algester	Year 10	1320
Algester	Year 11	480
Algester	Year 12	3989
Alice Creek	Year 8	4
Alice Creek	Year 9	3
Alice Creek	Year 10	16
Alice Creek	Year 11	3
Alice Creek	Year 12	18
Alice River	Did not go to school	4
Alice River	Year 8	55
Alice River	Year 9	81
Alice River	Year 10	499
Alice River	Year 11	159
Alice River	Year 12	883
Allan	Year 8	7
Allan	Year 9	3
Allan	Year 10	38
Allan	Year 12	23
Allandale (Qld)	Year 8	5
Allandale (Qld)	Year 9	4
Allandale (Qld)	Year 10	13
Allandale (Qld)	Year 11	3
Allandale (Qld)	Year 12	18
Allenstown	Did not go to school	7
Allenstown	Year 8	195
Allenstown	Year 9	150
Allenstown	Year 10	536
Allenstown	Year 11	199
Allenstown	Year 12	959
Allenview	Year 8	8
Allenview	Year 9	11
Allenview	Year 10	49
Allenview	Year 11	14
Allenview	Year 12	55
Alligator Creek (Mackay - Qld)	Year 8	37
Alligator Creek (Mackay - Qld)	Year 9	37
Alligator Creek (Mackay - Qld)	Year 10	180
Alligator Creek (Mackay - Qld)	Year 11	76
Alligator Creek (Mackay - Qld)	Year 12	225
Alligator Creek (Townsville - Qld)	Year 8	32
Alligator Creek (Townsville - Qld)	Year 9	36
Alligator Creek (Townsville - Qld)	Year 10	312
Alligator Creek (Townsville - Qld)	Year 11	81
Alligator Creek (Townsville - Qld)	Year 12	512
Allora	Did not go to school	7
Allora	Year 8	134
Allora	Year 9	59
Allora	Year 10	337
Allora	Year 11	88
Allora	Year 12	293
Alloway	Year 8	33
Alloway	Year 9	32
Alloway	Year 10	128
Alloway	Year 11	35
Alloway	Year 12	119
Almaden	Year 8	8
Almaden	Year 9	4
Almaden	Year 10	13
Almaden	Year 11	11
Almaden	Year 12	6
Aloomba	Year 8	15
Aloomba	Year 9	28
Aloomba	Year 10	130
Aloomba	Year 11	24
Aloomba	Year 12	149
Alpha	Year 8	33
Alpha	Year 9	18
Alpha	Year 10	93
Alpha	Year 11	14
Alpha	Year 12	96
Alton Downs	Did not go to school	3
Alton Downs	Year 8	53
Alton Downs	Year 9	66
Alton Downs	Year 10	322
Alton Downs	Year 11	82
Alton Downs	Year 12	414
Alva	Year 8	9
Alva	Year 9	13
Alva	Year 10	89
Alva	Year 11	10
Alva	Year 12	72
Amamoor	Year 8	24
Amamoor	Year 9	36
Amamoor	Year 10	182
Amamoor	Year 11	48
Amamoor	Year 12	190
Amamoor Creek	Year 8	3
Amamoor Creek	Year 10	10
Amamoor Creek	Year 11	8
Amamoor Creek	Year 12	15
Amaroo (Qld)	Year 8	3
Amaroo (Qld)	Year 11	3
Amaroo (Qld)	Year 12	8
Amberley	Year 10	39
Amberley	Year 11	16
Amberley	Year 12	173
Ambrose	Did not go to school	3
Ambrose	Year 8	17
Ambrose	Year 9	15
Ambrose	Year 10	69
Ambrose	Year 11	15
Ambrose	Year 12	45
Amby	Year 8	9
Amby	Year 9	6
Amby	Year 10	24
Amby	Year 11	9
Amby	Year 12	26
Amiens	Year 8	15
Amiens	Year 9	29
Amiens	Year 10	71
Amiens	Year 11	17
Amiens	Year 12	75
Amity	Year 8	34
Amity	Year 9	14
Amity	Year 10	121
Amity	Year 11	22
Amity	Year 12	113
Andergrove	Did not go to school	30
Andergrove	Year 8	385
Andergrove	Year 9	466
Andergrove	Year 10	2042
Andergrove	Year 11	747
Andergrove	Year 12	3053
Anderleigh	Year 8	3
Anderleigh	Year 9	8
Anderleigh	Year 10	26
Anderleigh	Year 11	10
Anderleigh	Year 12	23
Andromache	Year 8	3
Andromache	Year 10	19
Andromache	Year 11	3
Andromache	Year 12	10
Anduramba	Year 8	3
Anduramba	Year 10	28
Anduramba	Year 11	7
Anduramba	Year 12	23
Annandale (Qld)	Did not go to school	24
Annandale (Qld)	Year 8	224
Annandale (Qld)	Year 9	245
Annandale (Qld)	Year 10	1567
Annandale (Qld)	Year 11	532
Annandale (Qld)	Year 12	3893
Annerley	Did not go to school	60
Annerley	Year 8	269
Annerley	Year 9	187
Annerley	Year 10	921
Annerley	Year 11	397
Annerley	Year 12	7258
Anstead	Year 8	22
Anstead	Year 9	28
Anstead	Year 10	167
Anstead	Year 11	67
Anstead	Year 12	869
Anthony	Year 9	8
Anthony	Year 10	31
Anthony	Year 12	38
Antigua	Year 8	9
Antigua	Year 9	4
Antigua	Year 10	44
Antigua	Year 11	16
Antigua	Year 12	32
Apple Tree Creek	Year 8	50
Apple Tree Creek	Year 9	44
Apple Tree Creek	Year 10	175
Apple Tree Creek	Year 11	50
Apple Tree Creek	Year 12	161
Applethorpe	Year 8	39
Applethorpe	Year 9	28
Applethorpe	Year 10	129
Applethorpe	Year 11	25
Applethorpe	Year 12	163
Araluen (Qld)	Year 8	40
Araluen (Qld)	Year 9	37
Araluen (Qld)	Year 10	189
Araluen (Qld)	Year 11	44
Araluen (Qld)	Year 12	179
Aramac	Did not go to school	3
Aramac	Year 8	30
Aramac	Year 9	14
Aramac	Year 10	85
Aramac	Year 11	12
Aramac	Year 12	57
Aramara	Year 8	7
Aramara	Year 9	7
Aramara	Year 10	17
Aramara	Year 11	3
Aramara	Year 12	6
Arana Hills	Did not go to school	6
Arana Hills	Year 8	189
Arana Hills	Year 9	159
Arana Hills	Year 10	1084
Arana Hills	Year 11	388
Arana Hills	Year 12	3311
Aranbanga	Year 10	6
Aranbanga	Year 12	4
Aratula (Qld)	Year 8	56
Aratula (Qld)	Year 9	24
Aratula (Qld)	Year 10	114
Aratula (Qld)	Year 11	33
Aratula (Qld)	Year 12	138
Arcadia (Qld)	Year 8	7
Arcadia (Qld)	Year 9	9
Arcadia (Qld)	Year 10	46
Arcadia (Qld)	Year 11	23
Arcadia (Qld)	Year 12	122
Arcadia Valley	Year 8	3
Arcadia Valley	Year 9	3
Arcadia Valley	Year 10	16
Arcadia Valley	Year 11	6
Arcadia Valley	Year 12	41
Archer River	Year 10	7
Archer River	Year 12	4
Archerfield	Did not go to school	9
Archerfield	Year 8	31
Archerfield	Year 9	25
Archerfield	Year 10	111
Archerfield	Year 11	33
Archerfield	Year 12	212
Arcturus	Year 10	15
Arcturus	Year 11	8
Arcturus	Year 12	32
Argoon (Qld)	Did not go to school	5
Argoon (Qld)	Year 8	6
Argoon (Qld)	Year 9	8
Argoon (Qld)	Year 10	42
Argoon (Qld)	Year 11	16
Argoon (Qld)	Year 12	40
Argyll	Year 8	4
Argyll	Year 10	7
Argyll	Year 12	7
Armstrong Beach	Year 8	45
Armstrong Beach	Year 9	37
Armstrong Beach	Year 10	218
Armstrong Beach	Year 11	68
Armstrong Beach	Year 12	220
Armstrong Creek (Qld)	Year 8	14
Armstrong Creek (Qld)	Year 9	10
Armstrong Creek (Qld)	Year 10	66
Armstrong Creek (Qld)	Year 11	17
Armstrong Creek (Qld)	Year 12	132
Aroona	Did not go to school	6
Aroona	Year 8	106
Aroona	Year 9	132
Aroona	Year 10	754
Aroona	Year 11	245
Aroona	Year 12	1304
Arriga	Year 8	17
Arriga	Year 9	6
Arriga	Year 10	33
Arriga	Year 11	17
Arriga	Year 12	70
Arundel	Did not go to school	36
Arundel	Year 8	254
Arundel	Year 9	400
Arundel	Year 10	1881
Arundel	Year 11	743
Arundel	Year 12	4497
Ascot (Brisbane - Qld)	Did not go to school	7
Ascot (Brisbane - Qld)	Year 8	88
Ascot (Brisbane - Qld)	Year 9	120
Ascot (Brisbane - Qld)	Year 10	563
Ascot (Brisbane - Qld)	Year 11	267
Ascot (Brisbane - Qld)	Year 12	3454
Ascot (Toowoomba - Qld)	Year 10	6
Ascot (Toowoomba - Qld)	Year 12	8
Ashfield (Qld)	Did not go to school	4
Ashfield (Qld)	Year 8	23
Ashfield (Qld)	Year 9	32
Ashfield (Qld)	Year 10	154
Ashfield (Qld)	Year 11	53
