SSC_NAME16	MaxSchoolingCompleted	adults
Maryvale (NSW)	Year 12	59
Maryville	Year 8	40
Maryville	Year 9	56
Maryville	Year 10	284
Maryville	Year 11	62
Maryville	Year 12	718
Mascot	Did not go to school	164
Mascot	Year 8	492
Mascot	Year 9	366
Mascot	Year 10	1433
Mascot	Year 11	486
Mascot	Year 12	8943
Matcham	Year 8	15
Matcham	Year 9	32
Matcham	Year 10	173
Matcham	Year 11	53
Matcham	Year 12	457
Matheson	Year 8	3
Matheson	Year 9	4
Matheson	Year 10	4
Matheson	Year 12	17
Mathoura	Did not go to school	3
Mathoura	Year 8	76
Mathoura	Year 9	119
Mathoura	Year 10	223
Mathoura	Year 11	111
Mathoura	Year 12	174
Matong	Year 8	11
Matong	Year 9	17
Matong	Year 10	42
Matong	Year 11	9
Matong	Year 12	35
Matraville	Did not go to school	84
Matraville	Year 8	370
Matraville	Year 9	385
Matraville	Year 10	1596
Matraville	Year 11	417
Matraville	Year 12	4526
Maude (NSW)	Year 8	5
Maude (NSW)	Year 9	10
Maude (NSW)	Year 10	15
Maude (NSW)	Year 11	9
Maude (NSW)	Year 12	23
Maules Creek	Year 9	8
Maules Creek	Year 10	27
Maules Creek	Year 11	9
Maules Creek	Year 12	38
Maxwell	Year 9	6
Maxwell	Year 10	14
Maxwell	Year 11	4
Maxwell	Year 12	33
Maybole	Year 10	6
Maybole	Year 11	3
Maybole	Year 12	11
Mayers Flat	Year 9	7
Mayers Flat	Year 10	7
Mayers Flat	Year 11	3
Mayers Flat	Year 12	20
Mayfield (Newcastle - NSW)	Did not go to school	45
Mayfield (Newcastle - NSW)	Year 8	393
Mayfield (Newcastle - NSW)	Year 9	561
Mayfield (Newcastle - NSW)	Year 10	1983
Mayfield (Newcastle - NSW)	Year 11	492
Mayfield (Newcastle - NSW)	Year 12	3735
Mayfield (Oberon - NSW)	Year 10	3
Mayfield (Oberon - NSW)	Year 12	3
Mayfield (Queanbeyan-Palerang Regional - NSW)	Year 10	9
Mayfield (Queanbeyan-Palerang Regional - NSW)	Year 12	4
Mayfield (Shoalhaven - NSW)	Year 9	6
Mayfield (Shoalhaven - NSW)	Year 10	3
Mayfield (Shoalhaven - NSW)	Year 12	7
Mayfield East	Did not go to school	15
Mayfield East	Year 8	74
Mayfield East	Year 9	92
Mayfield East	Year 10	339
Mayfield East	Year 11	74
Mayfield East	Year 12	758
Mayfield West	Did not go to school	4
Mayfield West	Year 8	80
Mayfield West	Year 9	120
Mayfield West	Year 10	471
Mayfield West	Year 11	115
Mayfield West	Year 12	681
Mayrung	Year 8	3
Mayrung	Year 9	4
Mayrung	Year 10	24
Mayrung	Year 11	18
Mayrung	Year 12	45
Mays Hill	Did not go to school	16
Mays Hill	Year 8	31
Mays Hill	Year 9	21
Mays Hill	Year 10	59
Mays Hill	Year 11	31
Mays Hill	Year 12	383
Mayvale	Year 9	3
Mayvale	Year 12	8
McCullys Gap	Year 8	10
McCullys Gap	Year 9	21
McCullys Gap	Year 10	88
McCullys Gap	Year 11	15
McCullys Gap	Year 12	45
McDougalls Hill	Year 8	12
McDougalls Hill	Year 9	14
McDougalls Hill	Year 10	52
McDougalls Hill	Year 11	7
McDougalls Hill	Year 12	30
McGraths Hill	Did not go to school	10
McGraths Hill	Year 8	63
McGraths Hill	Year 9	132
McGraths Hill	Year 10	737
McGraths Hill	Year 11	157
McGraths Hill	Year 12	781
McKees Hill	Year 8	11
McKees Hill	Year 9	29
McKees Hill	Year 10	108
McKees Hill	Year 11	18
McKees Hill	Year 12	77
McKellars Park	Year 8	10
McKellars Park	Year 9	15
McKellars Park	Year 10	74
McKellars Park	Year 11	14
McKellars Park	Year 12	67
McLeans Ridges	Year 8	13
McLeans Ridges	Year 9	35
McLeans Ridges	Year 10	107
McLeans Ridges	Year 11	34
McLeans Ridges	Year 12	202
McLeods Shoot	Year 10	16
McLeods Shoot	Year 11	3
McLeods Shoot	Year 12	49
McMahons Point	Did not go to school	11
McMahons Point	Year 8	12
McMahons Point	Year 9	35
McMahons Point	Year 10	117
McMahons Point	Year 11	85
McMahons Point	Year 12	1610
McMahons Reef	Year 9	3
McMahons Reef	Year 10	12
McMahons Reef	Year 11	5
McMahons Reef	Year 12	21
Meadow Flat	Year 8	13
Meadow Flat	Year 9	23
Meadow Flat	Year 10	73
Meadow Flat	Year 11	13
Meadow Flat	Year 12	94
Meadowbank (NSW)	Did not go to school	18
Meadowbank (NSW)	Year 8	50
Meadowbank (NSW)	Year 9	66
Meadowbank (NSW)	Year 10	278
Meadowbank (NSW)	Year 11	104
Meadowbank (NSW)	Year 12	3247
Mebul	Year 9	7
Mebul	Year 10	13
Mebul	Year 11	3
Mebul	Year 12	7
Medlow Bath	Did not go to school	3
Medlow Bath	Year 8	10
Medlow Bath	Year 9	35
Medlow Bath	Year 10	135
Medlow Bath	Year 11	35
Medlow Bath	Year 12	294
Medowie	Did not go to school	5
Medowie	Year 8	210
Medowie	Year 9	586
Medowie	Year 10	2362
Medowie	Year 11	595
Medowie	Year 12	2959
Medway	Year 8	7
Medway	Year 9	8
Medway	Year 10	24
Medway	Year 11	6
Medway	Year 12	42
Meerschaum Vale	Year 8	12
Meerschaum Vale	Year 9	34
Meerschaum Vale	Year 10	102
Meerschaum Vale	Year 11	23
Meerschaum Vale	Year 12	136
Megalong Valley	Year 9	11
Megalong Valley	Year 10	26
Megalong Valley	Year 11	9
Megalong Valley	Year 12	50
Megan	Year 8	3
Megan	Year 9	11
Megan	Year 10	37
Megan	Year 11	9
Megan	Year 12	57
Melinga	Year 8	16
Melinga	Year 9	10
Melinga	Year 10	35
Melinga	Year 11	7
Melinga	Year 12	18
Mellool	Year 8	3
Mellool	Year 10	9
Mellool	Year 11	3
Mellool	Year 12	13
Melrose Park (NSW)	Did not go to school	7
Melrose Park (NSW)	Year 8	38
Melrose Park (NSW)	Year 9	49
Melrose Park (NSW)	Year 10	201
Melrose Park (NSW)	Year 11	64
Melrose Park (NSW)	Year 12	814
Melville (NSW)	Year 9	3
Melville (NSW)	Year 10	23
Melville (NSW)	Year 12	25
Memagong	Year 9	5
Memagong	Year 10	10
Memagong	Year 12	38
Menah	Year 8	4
Menah	Year 9	4
Menah	Year 10	38
Menah	Year 11	14
Menah	Year 12	43
Menai	Did not go to school	34
Menai	Year 8	205
Menai	Year 9	393
Menai	Year 10	1955
Menai	Year 11	523
Menai	Year 12	4788
Menangle	Did not go to school	3
Menangle	Year 8	35
Menangle	Year 9	91
Menangle	Year 10	289
Menangle	Year 11	44
Menangle	Year 12	395
Menangle Park	Year 8	4
Menangle Park	Year 9	22
Menangle Park	Year 10	74
Menangle Park	Year 11	13
Menangle Park	Year 12	63
Mendooran	Did not go to school	3
Mendooran	Year 8	54
Mendooran	Year 9	45
Mendooran	Year 10	168
Mendooran	Year 11	26
Mendooran	Year 12	109
Menindee	Did not go to school	7
Menindee	Year 8	46
Menindee	Year 9	53
Menindee	Year 10	124
Menindee	Year 11	32
Menindee	Year 12	97
Merah North	Year 8	9
Merah North	Year 9	3
Merah North	Year 10	29
Merah North	Year 11	6
Merah North	Year 12	72
Merewether	Did not go to school	31
Merewether	Year 8	195
Merewether	Year 9	440
Merewether	Year 10	1783
Merewether	Year 11	499
Merewether	Year 12	5644
Merewether Heights	Year 8	17
Merewether Heights	Year 9	66
Merewether Heights	Year 10	198
Merewether Heights	Year 11	66
Merewether Heights	Year 12	632
Merimbula	Did not go to school	6
Merimbula	Year 8	146
Merimbula	Year 9	219
Merimbula	Year 10	829
Merimbula	Year 11	359
Merimbula	Year 12	1235
Meringo	Year 8	3
Meringo	Year 9	6
Meringo	Year 10	17
Meringo	Year 11	5
Meringo	Year 12	49
Meroo	Year 8	3
Meroo	Year 10	10
Meroo	Year 12	11
Meroo Meadow	Year 9	19
Meroo Meadow	Year 10	106
Meroo Meadow	Year 11	23
Meroo Meadow	Year 12	197
Merotherie	Year 10	4
Merotherie	Year 12	4
Merriangaah	Year 12	3
Merricumbene	Year 10	4
Merricumbene	Year 12	5
Merrigal	Year 10	8
Merrigal	Year 11	3
Merrigal	Year 12	8
Merrill	Year 10	5
Merrill	Year 12	16
Merriwa (NSW)	Did not go to school	4
Merriwa (NSW)	Year 8	131
Merriwa (NSW)	Year 9	127
Merriwa (NSW)	Year 10	460
Merriwa (NSW)	Year 11	78
Merriwa (NSW)	Year 12	411
Merriwagga	Year 8	9
Merriwagga	Year 9	9
Merriwagga	Year 10	26
Merriwagga	Year 11	9
Merriwagga	Year 12	31
Merrygoen	Year 8	4
Merrygoen	Year 9	10
Merrygoen	Year 10	40
Merrygoen	Year 11	11
Merrygoen	Year 12	30
Merrylands	Did not go to school	972
Merrylands	Year 8	1752
Merrylands	Year 9	1117
Merrylands	Year 10	3684
Merrylands	Year 11	1201
Merrylands	Year 12	12935
Merrylands West	Did not go to school	175
Merrylands West	Year 8	382
Merrylands West	Year 9	337
Merrylands West	Year 10	1006
Merrylands West	Year 11	248
Merrylands West	Year 12	2672
Merungle Hill	Year 8	14
Merungle Hill	Year 9	12
Merungle Hill	Year 10	72
Merungle Hill	Year 11	10
Merungle Hill	Year 12	49
Metford	Did not go to school	18
Metford	Year 8	174
Metford	Year 9	405
Metford	Year 10	1259
Metford	Year 11	286
Metford	Year 12	1254
Methul	Year 9	4
Methul	Year 10	15
Methul	Year 11	3
Methul	Year 12	17
Metz	Year 8	3
Metz	Year 9	8
Metz	Year 10	15
Metz	Year 11	4
Metz	Year 12	57
Miandetta (NSW)	Year 10	7
Miandetta (NSW)	Year 12	7
Micalo Island	Year 9	3
Micalo Island	Year 10	9
Micalo Island	Year 11	3
Micalo Island	Year 12	11
Michelago	Year 8	18
Michelago	Year 9	7
Michelago	Year 10	108
Michelago	Year 11	23
Michelago	Year 12	237
Middle Arm	Year 8	17
Middle Arm	Year 9	18
Middle Arm	Year 10	113
Middle Arm	Year 11	26
Middle Arm	Year 12	113
Middle Brook	Year 8	6
Middle Brook	Year 9	7
Middle Brook	Year 10	77
Middle Brook	Year 11	12
Middle Brook	Year 12	55
Middle Brother	Year 8	3
Middle Brother	Year 9	3
Middle Brother	Year 10	24
Middle Brother	Year 11	3
Middle Brother	Year 12	11
Middle Cove	Year 8	15
Middle Cove	Year 9	43
Middle Cove	Year 10	98
Middle Cove	Year 11	47
Middle Cove	Year 12	799
Middle Dural	Did not go to school	7
Middle Dural	Year 8	41
Middle Dural	Year 9	39
Middle Dural	Year 10	165
Middle Dural	Year 11	42
Middle Dural	Year 12	472
Middle Falbrook	Year 9	8
Middle Falbrook	Year 10	35
Middle Falbrook	Year 11	5
Middle Falbrook	Year 12	19
Middle Flat	Year 9	3
Middle Flat	Year 10	12
Middle Flat	Year 11	4
Middle Flat	Year 12	16
Middle Pocket	Year 8	3
Middle Pocket	Year 9	9
Middle Pocket	Year 10	20
Middle Pocket	Year 11	5
Middle Pocket	Year 12	62
Middleton Grange	Did not go to school	80
Middleton Grange	Year 8	115
Middleton Grange	Year 9	141
Middleton Grange	Year 10	500
Middleton Grange	Year 11	206
Middleton Grange	Year 12	2327
Middlingbank	Year 10	5
Middlingbank	Year 12	7
Midginbil	Year 9	8
Midginbil	Year 10	15
Midginbil	Year 11	3
Midginbil	Year 12	16
Mihi	Year 8	3
Mihi	Year 10	6
Mihi	Year 12	16
Mila	Year 10	13
Mila	Year 11	3
Mila	Year 12	11
Milbrodale	Year 8	4
Milbrodale	Year 9	6
Milbrodale	Year 10	35
Milbrodale	Year 11	4
Milbrodale	Year 12	26
Milbrulong	Year 8	4
Milbrulong	Year 9	7
Milbrulong	Year 10	25
Milbrulong	Year 12	31
Milkers Flat	Year 9	3
Milkers Flat	Year 12	3
Millah Murrah	Year 8	4
Millah Murrah	Year 10	7
Millah Murrah	Year 11	4
Millah Murrah	Year 12	5
Millbank (NSW)	Year 8	3
Millbank (NSW)	Year 9	12
Millbank (NSW)	Year 10	32
Millbank (NSW)	Year 11	10
Millbank (NSW)	Year 12	27
Miller	Did not go to school	106
Miller	Year 8	241
Miller	Year 9	244
Miller	Year 10	610
Miller	Year 11	178
Miller	Year 12	768
Millers Forest	Year 8	13
Millers Forest	Year 9	33
Millers Forest	Year 10	136
Millers Forest	Year 11	16
Millers Forest	Year 12	83
Millers Point	Did not go to school	8
Millers Point	Year 8	11
Millers Point	Year 9	24
Millers Point	Year 10	92
Millers Point	Year 11	36
Millers Point	Year 12	996
Millfield	Year 8	51
Millfield	Year 9	80
Millfield	Year 10	273
Millfield	Year 11	63
Millfield	Year 12	196
Millie	Year 10	3
Millie	Year 12	11
Millingandi	Year 8	29
Millingandi	Year 9	32
Millingandi	Year 10	123
Millingandi	Year 11	32
Millingandi	Year 12	141
Millthorpe	Year 8	32
Millthorpe	Year 9	58
Millthorpe	Year 10	234
Millthorpe	Year 11	58
Millthorpe	Year 12	475
Milparinka	Year 9	4
Milparinka	Year 10	7
Milparinka	Year 11	7
Milparinka	Year 12	22
Milperra	Did not go to school	8
Milperra	Year 8	114
Milperra	Year 9	246
Milperra	Year 10	1005
Milperra	Year 11	189
Milperra	Year 12	1450
Milroy (Gunnedah - NSW)	Year 9	4
Milroy (Gunnedah - NSW)	Year 10	24
Milroy (Gunnedah - NSW)	Year 12	30
Milroy (Mid-Western Regional - NSW)	Year 9	4
Milroy (Mid-Western Regional - NSW)	Year 10	16
Milroy (Mid-Western Regional - NSW)	Year 11	3
Milroy (Mid-Western Regional - NSW)	Year 12	15
Milsons Passage	Year 12	9
Milsons Point	Year 8	17
Milsons Point	Year 9	30
Milsons Point	Year 10	106
Milsons Point	Year 11	48
Milsons Point	Year 12	1559
Milton (NSW)	Did not go to school	3
Milton (NSW)	Year 8	68
Milton (NSW)	Year 9	104
Milton (NSW)	Year 10	361
Milton (NSW)	Year 11	77
Milton (NSW)	Year 12	518
Milvale	Year 10	20
Milvale	Year 11	4
Milvale	Year 12	30
Mimosa (NSW)	Year 8	3
Mimosa (NSW)	Year 9	7
Mimosa (NSW)	Year 10	22
Mimosa (NSW)	Year 11	4
Mimosa (NSW)	Year 12	32
Minchinbury	Did not go to school	38
Minchinbury	Year 8	170
Minchinbury	Year 9	245
Minchinbury	Year 10	1023
Minchinbury	Year 11	316
Minchinbury	Year 12	2456
Mindaribba	Year 9	3
Mindaribba	Year 10	26
Mindaribba	Year 11	3
Mindaribba	Year 12	30
Mingoola (NSW)	Year 10	4
Mingoola (NSW)	Year 12	3
Minimbah	Year 8	5
Minimbah	Year 9	21
Minimbah	Year 10	66
Minimbah	Year 11	6
Minimbah	Year 12	52
Minjary	Year 9	3
Minjary	Year 10	15
Minjary	Year 12	7
Minmi	Year 8	18
Minmi	Year 9	57
Minmi	Year 10	221
Minmi	Year 11	53
Minmi	Year 12	205
Minnamurra	Year 8	20
Minnamurra	Year 9	61
Minnamurra	Year 10	189
Minnamurra	Year 11	39
Minnamurra	Year 12	267
Minnie Water	Year 8	10
Minnie Water	Year 9	18
Minnie Water	Year 10	76
Minnie Water	Year 11	5
Minnie Water	Year 12	70
Minore	Year 8	7
Minore	Year 9	14
Minore	Year 10	48
Minore	Year 11	10
Minore	Year 12	41
Minto	Did not go to school	151
Minto	Year 8	500
Minto	Year 9	651
Minto	Year 10	2006
Minto	Year 11	609
Minto	Year 12	5096
Minto Heights	Did not go to school	4
Minto Heights	Year 8	15
Minto Heights	Year 9	28
Minto Heights	Year 10	94
Minto Heights	Year 11	19
Minto Heights	Year 12	129
Mirador	Year 8	16
Mirador	Year 9	31
Mirador	Year 10	90
Mirador	Year 11	38
Mirador	Year 12	129
Miranda (NSW)	Did not go to school	72
Miranda (NSW)	Year 8	482
Miranda (NSW)	Year 9	737
Miranda (NSW)	Year 10	3035
Miranda (NSW)	Year 11	649
Miranda (NSW)	Year 12	6523
Mirannie	Year 8	9
Mirannie	Year 9	3
Mirannie	Year 10	19
Mirannie	Year 11	3
Mirannie	Year 12	16
Mirrabooka (NSW)	Year 8	38
Mirrabooka (NSW)	Year 9	60
Mirrabooka (NSW)	Year 10	202
Mirrabooka (NSW)	Year 11	43
Mirrabooka (NSW)	Year 12	231
Mirrool	Year 8	3
Mirrool	Year 9	8
Mirrool	Year 10	25
Mirrool	Year 11	6
Mirrool	Year 12	15
Missabotti	Year 8	19
Missabotti	Year 9	25
Missabotti	Year 10	75
Missabotti	Year 11	11
Missabotti	Year 12	89
Mitchell (NSW)	Did not go to school	3
Mitchell (NSW)	Year 8	15
Mitchell (NSW)	Year 9	13
Mitchell (NSW)	Year 10	46
Mitchell (NSW)	Year 11	6
Mitchell (NSW)	Year 12	419
Mitchells Flat	Year 9	17
Mitchells Flat	Year 10	58
Mitchells Flat	Year 11	18
Mitchells Flat	Year 12	55
Mitchells Island	Year 8	26
Mitchells Island	Year 9	45
Mitchells Island	Year 10	140
Mitchells Island	Year 11	34
Mitchells Island	Year 12	125
Mittagong	Did not go to school	18
Mittagong	Year 8	182
Mittagong	Year 9	359
Mittagong	Year 10	1204
Mittagong	Year 11	364
Mittagong	Year 12	2179
Moama	Did not go to school	13
Moama	Year 8	394
Moama	Year 9	535
Moama	Year 10	1061
Moama	Year 11	873
Moama	Year 12	1695
Modanville	Year 8	19
Modanville	Year 9	25
Modanville	Year 10	180
Modanville	Year 11	42
Modanville	Year 12	200
Mogareeka	Year 8	3
Mogareeka	Year 9	3
Mogareeka	Year 10	11
Mogareeka	Year 12	33
Mogendoura	Year 8	10
Mogendoura	Year 9	11
Mogendoura	Year 10	49
Mogendoura	Year 11	9
Mogendoura	Year 12	71
Moggs Swamp	Year 8	3
Moggs Swamp	Year 9	3
Moggs Swamp	Year 10	14
Moggs Swamp	Year 12	5
Mogilla	Year 8	3
Mogilla	Year 9	5
Mogilla	Year 10	21
Mogilla	Year 11	8
Mogilla	Year 12	28
Mogo (Eurobodalla - NSW)	Did not go to school	3
Mogo (Eurobodalla - NSW)	Year 8	30
Mogo (Eurobodalla - NSW)	Year 9	27
Mogo (Eurobodalla - NSW)	Year 10	89
Mogo (Eurobodalla - NSW)	Year 11	21
Mogo (Eurobodalla - NSW)	Year 12	57
Mogo Creek	Year 12	3
Mogood	Year 9	3
Mogood	Year 10	6
Mogood	Year 12	11
Mograni	Year 9	6
Mograni	Year 10	11
Mograni	Year 12	7
Mogriguy	Year 8	5
Mogriguy	Year 9	12
Mogriguy	Year 10	32
Mogriguy	Year 11	9
Mogriguy	Year 12	24
Mole River	Year 9	9
Mole River	Year 10	17
Mole River	Year 12	22
Moleville Creek	Year 9	3
Moleville Creek	Year 10	10
Moleville Creek	Year 12	11
Mollyan	Year 9	5
Mollyan	Year 10	11
Mollyan	Year 12	7
Mollymook	Year 8	46
Mollymook	Year 9	70
Mollymook	Year 10	282
Mollymook	Year 11	68
Mollymook	Year 12	380
Mollymook Beach	Year 8	84
Mollymook Beach	Year 9	172
Mollymook Beach	Year 10	663
Mollymook Beach	Year 11	129
Mollymook Beach	Year 12	861
Molong	Year 8	133
Molong	Year 9	188
Molong	Year 10	622
Molong	Year 11	147
Molong	Year 12	724
Mona Vale	Did not go to school	28
Mona Vale	Year 8	197
Mona Vale	Year 9	420
Mona Vale	Year 10	1769
Mona Vale	Year 11	496
Mona Vale	Year 12	5210
Monak	Year 8	3
Monak	Year 9	3
Monak	Year 10	9
Monak	Year 12	15
Monaltrie	Did not go to school	3
Monaltrie	Year 8	14
Monaltrie	Year 9	15
Monaltrie	Year 10	66
Monaltrie	Year 11	9
Monaltrie	Year 12	66
Mondrook	Year 8	10
Mondrook	Year 9	14
Mondrook	Year 10	54
Mondrook	Year 11	5
Mondrook	Year 12	51
Monga	Year 9	3
Monga	Year 12	5
Mongarlowe	Year 8	3
Mongarlowe	Year 9	12
Mongarlowe	Year 10	28
Mongarlowe	Year 11	9
Mongarlowe	Year 12	42
Mongogarie	Year 8	3
Mongogarie	Year 9	4
Mongogarie	Year 10	21
Mongogarie	Year 11	7
Mongogarie	Year 12	20
Monia Gap	Year 10	3
Monia Gap	Year 12	4
Monivae	Year 9	3
Monivae	Year 10	3
Monivae	Year 12	11
Monkerai	Year 9	9
Monkerai	Year 10	17
Monkerai	Year 11	3
Monkerai	Year 12	26
Monteagle	Year 8	11
Monteagle	Year 9	22
Monteagle	Year 10	68
Monteagle	Year 11	12
Monteagle	Year 12	54
Montecollum	Year 10	9
Montecollum	Year 11	4
Montecollum	Year 12	33
Montefiores	Year 8	29
Montefiores	Year 9	45
Montefiores	Year 10	151
Montefiores	Year 11	22
Montefiores	Year 12	147
Monterey	Did not go to school	56
Monterey	Year 8	222
Monterey	Year 9	167
Monterey	Year 10	621
Monterey	Year 11	173
Monterey	Year 12	2194
Mooball	Did not go to school	3
Mooball	Year 8	5
Mooball	Year 9	10
Mooball	Year 10	50
Mooball	Year 11	9
Mooball	Year 12	48
Moobi	Year 9	6
Moobi	Year 10	33
Moobi	Year 11	3
Moobi	Year 12	68
Mookerawa	Year 12	3
Mookima Wybra	Year 8	6
Mookima Wybra	Year 10	10
Mookima Wybra	Year 12	11
Moolarben	Year 9	3
Moolarben	Year 10	5
Moolpa	Year 12	4
Moombooldool	Year 8	7
Moombooldool	Year 9	3
Moombooldool	Year 10	9
Moombooldool	Year 12	10
Moonan Brook	Year 8	4
Moonan Brook	Year 9	4
Moonan Brook	Year 10	8
Moonan Brook	Year 11	3
Moonan Brook	Year 12	3
Moonan Flat	Year 8	5
Moonan Flat	Year 9	10
Moonan Flat	Year 10	26
Moonan Flat	Year 11	15
Moonan Flat	Year 12	37
Moonbah	Year 8	11
Moonbah	Year 9	21
Moonbah	Year 10	115
Moonbah	Year 11	32
Moonbah	Year 12	214
Moonbi	Did not go to school	3
Moonbi	Year 8	71
Moonbi	Year 9	89
Moonbi	Year 10	358
Moonbi	Year 11	59
Moonbi	Year 12	220
Moonbria	Year 12	3
Mooneba	Year 8	6
Mooneba	Year 9	9
Mooneba	Year 10	18
Mooneba	Year 12	22
Moonee Beach	Did not go to school	3
Moonee Beach	Year 8	47
Moonee Beach	Year 9	118
Moonee Beach	Year 10	446
Moonee Beach	Year 11	139
Moonee Beach	Year 12	642
Mooney Mooney	Year 8	12
Mooney Mooney	Year 9	15
Mooney Mooney	Year 10	73
Mooney Mooney	Year 11	23
Mooney Mooney	Year 12	130
Mooney Mooney Creek	Year 10	6
Mooney Mooney Creek	Year 12	9
Moonpar	Year 12	4
Mooral Creek	Year 9	9
Mooral Creek	Year 10	27
Mooral Creek	Year 11	3
Mooral Creek	Year 12	21
Moorbel	Year 8	13
Moorbel	Year 9	27
Moorbel	Year 10	49
Moorbel	Year 11	16
Moorbel	Year 12	53
Moore Creek	Year 8	53
Moore Creek	Year 9	100
Moore Creek	Year 10	533
Moore Creek	Year 11	121
Moore Creek	Year 12	792
Moore Park	Year 12	8
Moorebank	Did not go to school	87
Moorebank	Year 8	352
Moorebank	Year 9	431
Moorebank	Year 10	1695
Moorebank	Year 11	406
Moorebank	Year 12	4029
Moorilda	Year 10	7
Moorilda	Year 11	3
Moorilda	Year 12	15
Moorland (NSW)	Year 8	28
Moorland (NSW)	Year 9	40
Moorland (NSW)	Year 10	146
Moorland (NSW)	Year 11	31
Moorland (NSW)	Year 12	101
Moorong	Year 8	8
Moorong	Year 9	4
Moorong	Year 10	27
Moorong	Year 11	11
Moorong	Year 12	62
Moorwatha	Year 10	5
Moorwatha	Year 11	3
Moorwatha	Year 12	19
Moparrabah	Year 8	9
Moparrabah	Year 9	10
Moparrabah	Year 10	36
Moparrabah	Year 11	6
Moparrabah	Year 12	16
Moppy	Year 10	3
Moppy	Year 12	11
Morago	Year 11	5
Morago	Year 12	19
Morangarell	Year 8	3
Morangarell	Year 10	5
Morangarell	Year 11	3
Morangarell	Year 12	12
Morans Crossing	Year 9	3
Morans Crossing	Year 10	11
Morans Crossing	Year 12	27
Moree	Did not go to school	38
Moree	Year 8	468
Moree	Year 9	666
Moree	Year 10	2034
Moree	Year 11	516
Moree	Year 12	2443
Morisset	Did not go to school	37
Morisset	Year 8	220
Morisset	Year 9	342
Morisset	Year 10	867
Morisset	Year 11	197
Morisset	Year 12	806
Morisset Park	Year 8	23
Morisset Park	Year 9	49
Morisset Park	Year 10	231
Morisset Park	Year 11	41
Morisset Park	Year 12	219
Morning Bay	Year 12	22
Mororo	Year 8	3
Mororo	Year 10	20
Mororo	Year 11	5
Mororo	Year 12	26
Morpeth	Did not go to school	3
Morpeth	Year 8	59
Morpeth	Year 9	114
Morpeth	Year 10	365
Morpeth	Year 11	78
Morpeth	Year 12	494
Mortdale	Did not go to school	68
Mortdale	Year 8	379
Mortdale	Year 9	388
Mortdale	Year 10	1435
Mortdale	Year 11	430
Mortdale	Year 12	5385
Mortlake (NSW)	Did not go to school	3
Mortlake (NSW)	Year 8	16
Mortlake (NSW)	Year 9	23
Mortlake (NSW)	Year 10	109
Mortlake (NSW)	Year 11	36
Mortlake (NSW)	Year 12	621
Morton	Year 8	13
Morton	Year 9	10
Morton	Year 10	67
Morton	Year 11	11
Morton	Year 12	61
Mortons Creek	Year 8	16
Mortons Creek	Year 9	18
Mortons Creek	Year 10	83
Mortons Creek	Year 11	19
Mortons Creek	Year 12	74
Morts Estate	Year 8	32
Morts Estate	Year 9	55
Morts Estate	Year 10	182
Morts Estate	Year 11	33
Morts Estate	Year 12	147
Morundah	Year 8	3
Morundah	Year 9	4
Morundah	Year 10	23
Morundah	Year 11	3
Morundah	Year 12	23
Moruya	Did not go to school	13
Moruya	Year 8	247
Moruya	Year 9	363
Moruya	Year 10	1009
Moruya	Year 11	250
Moruya	Year 12	1137
Moruya Heads	Year 8	34
Moruya Heads	Year 9	59
Moruya Heads	Year 10	202
Moruya Heads	Year 11	69
Moruya Heads	Year 12	394
Morven (Greater Hume Shire - NSW)	Year 8	6
Morven (Greater Hume Shire - NSW)	Year 9	5
Morven (Greater Hume Shire - NSW)	Year 10	32
Morven (Greater Hume Shire - NSW)	Year 11	12
Morven (Greater Hume Shire - NSW)	Year 12	42
Mosman	Did not go to school	45
Mosman	Year 8	222
Mosman	Year 9	555
Mosman	Year 10	1892
Mosman	Year 11	1027
Mosman	Year 12	17798
Moss Vale	Did not go to school	33
Moss Vale	Year 8	327
Moss Vale	Year 9	594
Moss Vale	Year 10	2059
Moss Vale	Year 11	531
Moss Vale	Year 12	2893
Mossgiel	Year 10	8
Mossgiel	Year 12	16
Mossy Point	Year 8	13
Mossy Point	Year 9	32
Mossy Point	Year 10	122
Mossy Point	Year 11	42
Mossy Point	Year 12	238
Moto	Year 8	13
Moto	Year 9	8
Moto	Year 10	44
Moto	Year 11	7
Moto	Year 12	27
Moulamein	Did not go to school	5
Moulamein	Year 8	28
Moulamein	Year 9	38
Moulamein	Year 10	99
Moulamein	Year 11	52
Moulamein	Year 12	114
Mount Adrah	Year 8	3
Mount Adrah	Year 9	3
Mount Adrah	Year 10	8
Mount Adrah	Year 12	15
Mount Annan	Did not go to school	24
Mount Annan	Year 8	251
Mount Annan	Year 9	598
Mount Annan	Year 10	2512
Mount Annan	Year 11	611
Mount Annan	Year 12	4379
Mount Arthur	Year 8	3
Mount Arthur	Year 9	17
Mount Arthur	Year 10	42
Mount Arthur	Year 11	10
Mount Arthur	Year 12	51
Mount Austin	Did not go to school	22
Mount Austin	Year 8	309
Mount Austin	Year 9	415
Mount Austin	Year 10	946
Mount Austin	Year 11	245
Mount Austin	Year 12	978
