SSC_NAME16	Sex	persons
Naval Base	F	10
Naval Base	M	13
Nedlands	F	5145
Nedlands	M	5048
Needilup	F	41
Needilup	M	57
Neendaling	F	10
Neendaling	M	14
Neerabup	F	43
Neerabup	M	63
Neergabby	F	107
Neergabby	M	123
Nembudding	F	7
Nembudding	M	7
Neridup	F	70
Neridup	M	78
Nerren Nerren	F	3
Nerren Nerren	M	3
New Norcia	F	28
New Norcia	M	71
Newcarlbeon	F	12
Newcarlbeon	M	13
Newdegate	F	85
Newdegate	M	86
Newlands (WA)	F	55
Newlands (WA)	M	62
Newman	F	2648
Newman	M	4589
Ngaanyatjarra-Giles	F	507
Ngaanyatjarra-Giles	M	454
Nickol	F	2244
Nickol	M	2376
Nilgen	F	99
Nilgen	M	128
Nillup	F	32
Nillup	M	28
Ningaloo	F	10
Ningaloo	M	10
Nippering	F	12
Nippering	M	7
Nirimba	F	37
Nirimba	M	34
Noggerup	F	38
Noggerup	M	45
Nokaning	F	23
Nokaning	M	32
Nolba	F	11
Nolba	M	9
Nollamara	F	5822
Nollamara	M	5751
Nomans Lake	F	26
Nomans Lake	M	22
Noranda	F	4061
Noranda	M	3919
Nornalup	F	30
Nornalup	M	35
Norpa	F	11
Norpa	M	9
Norseman	F	274
Norseman	M	307
North Baandee	F	20
North Baandee	M	22
North Beach (WA)	F	1773
North Beach (WA)	M	1637
North Bodallin	F	10
North Bodallin	M	13
North Boyanup	F	174
North Boyanup	M	173
North Burngup	F	10
North Cascade	F	4
North Cascade	M	3
North Coogee	F	1240
North Coogee	M	1144
North Dandalup	F	355
North Dandalup	M	360
North Eradu	F	11
North Eradu	M	6
North Fremantle	F	1715
North Fremantle	M	1622
North Greenbushes	F	58
North Greenbushes	M	58
North Jindong	F	41
North Jindong	M	39
North Kellerberrin	F	18
North Kellerberrin	M	22
North Kukerin	F	39
North Kukerin	M	43
North Kununoppin	F	10
North Kununoppin	M	14
North Lake	F	658
North Lake	M	641
North Lake Grace	F	8
North Lake Grace	M	14
North Moulyinning	F	15
North Moulyinning	M	17
North Perth	F	4425
North Perth	M	4323
North Plantations	F	161
North Plantations	M	190
North Stirlings	F	12
North Stirlings	M	16
North Tammin	F	54
North Tammin	M	69
North Trayning	F	9
North Trayning	M	13
North Walpole	F	43
North Walpole	M	44
North West Cape	F	57
North West Cape	M	72
North Wialki	F	3
North Wialki	M	9
North Yelbeni	F	6
North Yelbeni	M	10
North Yunderup	F	420
North Yunderup	M	428
Northam	F	3341
Northam	M	3206
Northampton	F	404
Northampton	M	411
Northbridge (WA)	F	591
Northbridge (WA)	M	719
Northcliffe	F	145
Northcliffe	M	161
Northern Gully	F	8
Northern Gully	M	11
Nowergup	F	95
Nowergup	M	100
Nugadong	F	7
Nugadong	M	8
Nukarni	F	25
Nukarni	M	22
Nullagine	F	337
Nullagine	M	1364
Nullaki	F	18
Nullaki	M	18
Nulsen	F	543
Nulsen	M	599
Nungarin	F	73
Nungarin	M	74
Nunierra	F	4
Nunierra	M	3
Nunile	F	41
Nunile	M	58
Nyabing	F	127
Nyabing	M	172
O'Connor (WA)	F	220
O'Connor (WA)	M	243
Oakford	F	1287
Oakford	M	1345
Ocean Beach	F	459
Ocean Beach	M	492
Ocean Reef	F	3920
Ocean Reef	M	3926
Ogilvie	F	30
Ogilvie	M	34
Old Plains	F	32
Old Plains	M	32
Oldbury	F	168
Oldbury	M	165
Ongerup	F	36
Ongerup	M	54
Onslow	F	396
Onslow	M	460
Oombulgurri	F	7
Oombulgurri	M	3
Ora Banda	F	3
Ora Banda	M	8
Orana	F	1066
Orana	M	986
Orange Grove (WA)	F	327
Orange Grove (WA)	M	418
Orange Springs	F	6
Orange Springs	M	9
Orchid Valley	F	19
Orchid Valley	M	17
Ord River	F	61
Ord River	M	70
Orelia	F	2348
Orelia	M	2350
Osborne Park	F	2023
Osborne Park	M	2094
Osmington	F	65
Osmington	M	69
Padbury	F	4035
Padbury	M	4147
Palgarup	F	65
Palgarup	M	83
Pallinup	F	42
Pallinup	M	49
Palmdale (WA)	F	10
Palmdale (WA)	M	10
Palmer (WA)	F	28
Palmer (WA)	M	34
Palmyra (WA)	F	3698
Palmyra (WA)	M	3251
Pannawonica	F	317
Pannawonica	M	373
Pantapin	F	14
Pantapin	M	21
Paraburdoo	F	602
Paraburdoo	M	786
Paradise (WA)	F	79
Paradise (WA)	M	85
Pardoo	F	27
Pardoo	M	28
Parkerville	F	1145
Parkerville	M	1185
Parkeston	F	31
Parkeston	M	29
Parkfield	F	28
Parkfield	M	29
Parklands (WA)	F	273
Parklands (WA)	M	303
Parkwood (WA)	F	3000
Parkwood (WA)	M	3033
Parmelia	F	2985
Parmelia	M	3019
Parryville	F	29
Parryville	M	42
Paulls Valley	F	24
Paulls Valley	M	41
Paynedale	F	26
Paynedale	M	20
Paynes Find	F	21
Paynes Find	M	34
Paynesville (WA)	F	3
Paynesville (WA)	M	3
Peaceful Bay	F	35
Peaceful Bay	M	36
Peak Hill (WA)	F	49
Peak Hill (WA)	M	119
Pearsall	F	1989
Pearsall	M	1870
Peedamulla	F	3
Peedamulla	M	13
Peerabeelup	F	4
Peerabeelup	M	4
Pegs Creek	F	935
Pegs Creek	M	1065
Pelican Point (WA)	F	436
Pelican Point (WA)	M	435
Pemberton	F	468
Pemberton	M	502
Peppermint Grove	F	943
Peppermint Grove	M	692
Peppermint Grove Beach	F	239
Peppermint Grove Beach	M	221
Perenjori	F	123
Perenjori	M	153
Perillup	F	22
Perillup	M	26
Peron	F	7
Peron	M	17
Perth (WA)	F	5339
Perth (WA)	M	6083
Perth Airport	F	12
Perth Airport	M	23
Perup	F	76
Perup	M	68
Petrudor	F	4
Petrudor	M	10
Piara Waters	F	4565
Piara Waters	M	4553
Piawaning	F	27
Piawaning	M	33
Piccadilly (WA)	F	1108
Piccadilly (WA)	M	1151
Pickering Brook	F	271
Pickering Brook	M	295
Picton (WA)	F	30
Picton (WA)	M	47
Picton East	F	51
Picton East	M	62
Piesse Brook	F	105
Piesse Brook	M	112
Piesseville	F	25
Piesseville	M	30
Pindar	F	13
Pindar	M	18
Pingaring	F	33
Pingaring	M	43
Pingelly	F	401
Pingelly	M	407
Pingrup	F	119
Pingrup	M	146
Pinjar	F	39
Pinjar	M	59
Pinjarra	F	2547
Pinjarra	M	2363
Pink Lake	F	433
Pink Lake	M	484
Pintharuka	F	10
Pintharuka	M	14
Pinwernying	F	64
Pinwernying	M	67
Pippingarra	F	57
Pippingarra	M	110
Pithara	F	45
Pithara	M	65
Plumridge Lakes	F	107
Plumridge Lakes	M	227
Point Samson	F	101
Point Samson	M	131
Popanyinning	F	79
Popanyinning	M	104
Porongurup	F	134
Porongurup	M	159
Port Albany	F	64
Port Albany	M	58
Port Denison	F	712
Port Denison	M	699
Port Hedland	F	1886
Port Hedland	M	2295
Port Kennedy	F	7022
Port Kennedy	M	6757
Preston Beach	F	108
Preston Beach	M	114
Preston Settlement	F	63
Preston Settlement	M	66
Prevelly	F	95
Prevelly	M	96
Prince Regent River	F	3
Pumphreys Bridge	F	7
Pumphreys Bridge	M	12
Purnululu	F	8
Purnululu	M	10
Quairading	F	339
Quairading	M	304
Qualeup	F	24
Qualeup	M	31
Quedjinup	F	193
Quedjinup	M	212
Queens Park (WA)	F	3212
Queens Park (WA)	M	3442
Queenwood	F	38
Queenwood	M	46
Quelagetting	F	7
Quelagetting	M	12
Quellington	F	14
Quellington	M	19
Quindalup	F	641
Quindalup	M	690
Quindanning	F	18
Quindanning	M	33
Quinninup	F	77
Quinninup	M	81
Quinns Rocks	F	4341
Quinns Rocks	M	4394
Ranford	F	78
Ranford	M	100
Rangeway	F	981
Rangeway	M	908
Ravensthorpe	F	234
Ravensthorpe	M	267
Ravenswood (WA)	F	1105
Ravenswood (WA)	M	1070
Rawlinna	F	9
Rawlinna	M	18
Red Gully	F	12
Red Gully	M	18
Red Hill (WA)	F	35
Red Hill (WA)	M	39
Redbank (WA)	F	22
Redbank (WA)	M	24
Redcliffe (WA)	F	2486
Redcliffe (WA)	M	2485
Redgate (WA)	F	34
Redgate (WA)	M	50
Redmond	F	93
Redmond	M	110
Redmond West	F	34
Redmond West	M	39
Regans Ford	F	8
Regans Ford	M	16
Reinscourt	F	117
Reinscourt	M	123
Ridgewood (WA)	F	2396
Ridgewood (WA)	M	2279
Ringbark	F	58
Ringbark	M	53
Riverton (WA)	F	2847
Riverton (WA)	M	2795
Rivervale	F	4988
Rivervale	M	5379
Robinson	F	303
Robinson	M	308
Rockingham (WA)	F	7470
Rockingham (WA)	M	6958
Rocklea (WA)	F	88
Rocklea (WA)	M	188
Rocky Gully (WA)	F	45
Rocky Gully (WA)	M	49
Roebourne	F	419
Roebourne	M	564
Roebuck	F	248
Roebuck	M	270
Roelands	F	414
Roelands	M	425
Roleystone	F	3316
Roleystone	M	3313
Rosa Brook	F	100
Rosa Brook	M	105
Rosa Glen	F	81
Rosa Glen	M	86
Rossmore (WA)	F	3
Rossmore (WA)	M	3
Rossmoyne	F	1798
Rossmoyne	M	1527
Rothsay	F	19
Rothsay	M	143
Rottnest Island	F	149
Rottnest Island	M	184
Ruabon	F	44
Ruabon	M	39
Rudds Gully	F	97
Rudds Gully	M	83
Ryansbrook	F	36
Ryansbrook	M	33
Sabina River	F	38
Sabina River	M	33
Safety Bay	F	3655
Safety Bay	M	3747
Salmon Gums	F	96
Salmon Gums	M	98
Salter Point	F	1378
Salter Point	M	1470
Samson	F	1005
Samson	M	919
San Remo (WA)	F	487
San Remo (WA)	M	479
Sandsprings	F	3
Sandsprings	M	5
Sandstone	F	34
Sandstone	M	53
Sandy Gully (WA)	F	40
Sandy Gully (WA)	M	43
Sawyers Valley	F	494
Sawyers Valley	M	500
Scaddan	F	54
Scaddan	M	75
Scarborough (WA)	F	7807
Scarborough (WA)	M	7663
Scotsdale	F	217
Scotsdale	M	234
Scott River	F	28
Scott River	M	31
Scott River East	F	6
Scott River East	M	11
Scotts Brook	F	27
Scotts Brook	M	46
Seabird	F	36
Seabird	M	39
Secret Harbour	F	5983
Secret Harbour	M	6092
Seppings	F	89
Seppings	M	82
Serpentine (WA)	F	1130
Serpentine (WA)	M	1186
Seville Grove	F	5102
Seville Grove	M	5172
Shackleton	F	39
Shackleton	M	56
Shadforth (WA)	F	336
Shadforth (WA)	M	353
Shannon (WA)	F	3
Shannon (WA)	M	3
Shelley (WA)	F	2333
Shelley (WA)	M	2189
Shenton Park	F	2355
Shenton Park	M	2168
Sherlock (WA)	M	3
Shoalwater (WA)	F	2083
Shoalwater (WA)	M	2021
Siesta Park	F	46
Siesta Park	M	40
Silver Sands	F	616
Silver Sands	M	643
Sinagra	F	1361
Sinagra	M	1274
Sinclair	F	438
Sinclair	M	435
Singleton (WA)	F	1875
Singleton (WA)	M	1876
Smith Brook	F	31
Smith Brook	M	30
Somerville (WA)	F	1960
Somerville (WA)	M	2200
Sorrento (WA)	F	3758
Sorrento (WA)	M	3576
South Bodallin	F	4
South Bodallin	M	3
South Boulder	F	608
South Boulder	M	770
South Bunbury	F	4388
South Bunbury	M	4030
South Burracoppin	F	14
South Burracoppin	M	12
South Carnarvon	F	468
South Carnarvon	M	510
South Datatine	F	6
South Datatine	M	9
South Doodlakine	F	23
South Doodlakine	M	21
South Fremantle	F	1588
South Fremantle	M	1494
South Glencoe	F	6
South Glencoe	M	13
South Greenough	F	42
South Greenough	M	54
South Guildford	F	1650
South Guildford	M	1660
South Hedland	F	4532
South Hedland	M	4940
South Kalgoorlie	F	2396
South Kalgoorlie	M	2527
South Kukerin	F	5
South Kukerin	M	13
South Kumminin	F	39
South Kumminin	M	39
South Kununoppin	F	9
South Kununoppin	M	8
South Lake	F	2890
South Lake	M	2970
South Lake Grace	F	14
South Lake Grace	M	21
South Murchison	F	27
South Murchison	M	37
South Newdegate	F	10
South Newdegate	M	23
South Perth	F	5963
South Perth	M	6095
South Plantations	F	91
South Plantations	M	115
South Quairading	F	19
South Quairading	M	34
South Stirling	F	4
South Stirling	M	9
South Tammin	F	33
South Tammin	M	45
South Trayning	F	17
South Trayning	M	28
South Yelbeni	F	11
South Yelbeni	M	17
South Yilgarn	F	10
South Yilgarn	M	8
South Yuna	F	16
South Yuna	M	9
South Yunderup	F	1551
South Yunderup	M	1563
Southampton (WA)	F	30
Southampton (WA)	M	40
Southern Brook	F	35
Southern Brook	M	37
Southern Cross (WA)	F	301
Southern Cross (WA)	M	379
Southern River	F	5127
Southern River	M	5218
Spalding (WA)	F	1036
Spalding (WA)	M	1040
Spearwood	F	5178
Spearwood	M	4853
Spencer Park	F	1853
Spencer Park	M	1565
Spencers Brook	F	49
Spencers Brook	M	32
Springfield (WA)	F	115
Springfield (WA)	M	135
Springs	F	5
Springs	M	6
St George Ranges	F	617
St George Ranges	M	622
St James (WA)	F	2370
St James (WA)	M	2532
St Ronans	F	23
St Ronans	M	20
Stake Hill	F	237
Stake Hill	M	250
Stirling (WA)	F	4929
Stirling (WA)	M	4746
Stirling Estate	F	80
Stirling Estate	M	77
Stoneville	F	1182
Stoneville	M	1250
Stove Hill	F	5
Stove Hill	M	35
Strathalbyn (WA)	F	609
Strathalbyn (WA)	M	619
Stratham	F	360
Stratham	M	343
Stratherne	F	6
Stratherne	M	10
Stratton	F	1679
Stratton	M	1651
Strelley	F	28
Strelley	M	22
Sturt Creek	F	241
Sturt Creek	M	201
Subiaco	F	4717
Subiaco	M	4482
Success	F	5139
Success	M	5010
Sunnyside (WA)	F	33
Sunnyside (WA)	M	47
Sunset Beach	F	764
Sunset Beach	M	697
Swan View	F	4026
Swan View	M	3885
Swanbourne	F	1937
Swanbourne	M	2120
Takalarup	F	47
Takalarup	M	59
Talandji	F	361
Talandji	M	2747
Talbot (WA)	F	54
Talbot (WA)	M	61
Talbot West	F	11
Talbot West	M	12
Talgomine	F	11
Talgomine	M	12
Tambellup	F	192
Tambellup	M	183
Tammin	F	101
Tammin	M	99
Tampu	F	3
Tampu	M	3
Tanami (WA)	F	197
Tanami (WA)	M	185
Tandegin	F	4
Tandegin	M	6
Tapping	F	4763
Tapping	M	4699
Tarcoola Beach	F	673
Tarcoola Beach	M	616
Tardun	F	12
Tardun	M	16
Tarin Rock	F	22
Tarin Rock	M	18
Teesdale (WA)	F	53
Teesdale (WA)	M	56
Telfer	F	197
Telfer	M	676
Tenindewa	F	28
Tenindewa	M	27
Tenterden (WA)	F	108
Tenterden (WA)	M	110
The Lakes	F	25
The Lakes	M	29
The Plains	F	20
The Plains	M	19
The Vines	F	2417
The Vines	M	2440
Thomson Brook	F	39
Thomson Brook	M	49
Thornlie	F	11614
Thornlie	M	11540
Three Springs	F	193
Three Springs	M	190
Throssell	F	34
Throssell	M	41
Tibradden	F	4
Tincurrin	F	25
Tincurrin	M	33
Tingledale	F	31
Tingledale	M	32
Tom Price	F	1376
Tom Price	M	1632
Tonebridge	F	8
Tonebridge	M	16
Toodyay	F	721
Toodyay	M	686
Toolibin	F	6
Toolibin	M	8
Toompup	F	7
Toompup	M	4
Torbay	F	152
Torbay	M	167
Torndirrup	F	28
Torndirrup	M	445
Townsendale	F	3
Townsendale	M	3
Trayning	F	71
Trayning	M	59
Treeton	F	46
Treeton	M	61
Trigg	F	1424
Trigg	M	1369
Trigwell	F	8
Trigwell	M	4
Tuart Hill	F	3726
Tuart Hill	M	3291
Tutunup	F	34
Tutunup	M	31
Two Rocks	F	1458
Two Rocks	M	1533
Ucarty	F	30
Ucarty	M	31
Ucarty West	F	16
Ucarty West	M	18
Uduc	F	142
Uduc	M	173
Ularring	M	4
Upper Capel	F	92
Upper Capel	M	92
Upper Murray	F	4
Upper Murray	M	5
Upper Swan	F	279
Upper Swan	M	293
Upper Warren	F	30
Upper Warren	M	27
Useless Loop	F	59
Useless Loop	M	82
Usher	F	1129
Usher	M	1039
Utakarra	F	684
Utakarra	M	717
Vancouver Peninsula	M	3
Varley	F	22
Varley	M	31
Vasse	F	1252
Vasse	M	1227
Victoria Park	F	4293
Victoria Park	M	4487
Victory Heights (WA)	F	440
Victory Heights (WA)	M	457
Viveash	F	549
Viveash	M	489
Wadderin	F	35
Wadderin	M	45
Waddington	F	14
Waddington	M	10
Waddy Forest	F	17
Waddy Forest	M	19
Waeel	F	35
Waeel	M	122
Wagerup	F	16
Wagerup	M	21
Waggrakine	F	1157
Waggrakine	M	1211
Wagin	F	771
Wagin	M	724
Waikiki	F	6242
Waikiki	M	6156
Walebing	F	26
Walebing	M	28
Walgoolan	F	21
Walgoolan	M	34
Walkaway	F	144
Walkaway	M	126
Walliston	F	473
Walliston	M	449
Walmsley	F	16
Walmsley	M	28
Walpole	F	211
Walpole	M	223
Walsall	F	42
Walsall	M	45
Walyormouring	F	24
Walyormouring	M	18
Walyurin	F	11
Walyurin	M	15
Wamenusking	F	18
Wamenusking	M	12
Wandana (WA)	F	7
Wandana (WA)	M	4
Wandering	F	149
Wandering	M	152
Wandi	F	1456
Wandi	M	1399
Wandillup	F	24
Wandillup	M	33
Wandina	F	2162
Wandina	M	1998
Wanerie	F	54
Wanerie	M	74
Wangara	F	19
Wangara	M	18
Wannamal	F	50
Wannamal	M	62
Wannanup	F	1824
Wannanup	M	1797
Wanneroo	F	6095
Wanneroo	M	5975
Wansbrough	F	13
Wansbrough	M	24
Warawarrup	F	57
Warawarrup	M	80
Warburton (WA)	F	283
Warburton (WA)	M	301
Wardering	F	10
Wardering	M	13
Warding East	F	21
Warding East	M	27
Warmun	F	186
Warmun	M	179
Warnbro	F	5428
Warnbro	M	5341
Warner Glen	F	27
Warner Glen	M	26
Waroona	F	1485
Waroona	M	1452
Warrachuppin	F	5
Warrachuppin	M	6
Warradarge	F	30
Warradarge	M	31
Warralakin	F	9
Warralakin	M	12
Warrenup	F	337
Warrenup	M	359
Warwick (WA)	F	1890
Warwick (WA)	M	1843
Waterbank	F	54
Waterbank	M	58
Watercarrin	F	16
Watercarrin	M	15
Waterford (WA)	F	1123
Waterford (WA)	M	1160
Waterloo (WA)	F	81
Waterloo (WA)	M	93
Watermans Bay	F	652
Watermans Bay	M	627
Watheroo	F	74
Watheroo	M	101
Wattening	F	11
Wattening	M	31
Wattle Grove (WA)	F	3020
Wattle Grove (WA)	M	2955
Wattleup	F	207
Wattleup	M	255
Wattoning	F	13
Wattoning	M	14
Webberton	F	96
Webberton	M	92
Wedge Island (WA)	F	14
Wedge Island (WA)	M	22
Wedgecarrup	F	49
Wedgecarrup	M	59
Wedgefield	F	57
Wedgefield	M	88
Welbungin	F	13
Welbungin	M	22
Wellard	F	4519
Wellard	M	4573
Wellesley (WA)	F	28
Wellesley (WA)	M	34
Wellington Forest	F	3
Wellington Forest	M	6
Wellington Mill	F	63
Wellington Mill	M	58
Wellstead	F	39
Wellstead	M	40
Welshpool (WA)	F	5
Welshpool (WA)	M	13
Wembley	F	5742
Wembley	M	5558
Wembley Downs	F	3072
Wembley Downs	M	3249
West Ballidu	F	28
West Ballidu	M	32
West Beach (WA)	F	769
West Beach (WA)	M	721
West Binnu	F	5
West Binnu	M	4
West Busselton	F	4496
West Busselton	M	4018
West Casuarinas	F	14
West Casuarinas	M	15
West Coolup	F	71
West Coolup	M	80
West End (WA)	F	265
West End (WA)	M	245
West Fitzgerald	F	7
West Fitzgerald	M	9
West Holleton	F	9
West Holleton	M	15
West Kalgoorlie	F	3
West Kalgoorlie	M	13
West Lamington	F	699
West Lamington	M	747
West Leederville	F	2040
West Leederville	M	1936
West Lyons River	F	9
West Lyons River	M	14
West Perth	F	2707
West Perth	M	2899
West Pingelly	F	52
West Pingelly	M	66
West Pinjarra	F	204
West Pinjarra	M	207
West Popanyinning	F	29
West Popanyinning	M	34
West River	F	37
West River	M	52
West Swan	F	643
West Swan	M	258
West Toodyay	F	231
West Toodyay	M	227
Westdale (WA)	F	49
Westdale (WA)	M	54
Westminster	F	3058
Westminster	M	3143
Westonia	F	78
Westonia	M	119
Westwood (WA)	F	11
Westwood (WA)	M	16
Whim Creek	F	7
Whim Creek	M	26
Whitby	F	167
Whitby	M	155
White Gum Valley	F	1573
White Gum Valley	M	1383
White Peak	F	225
White Peak	M	222
Whiteman	M	4
Whittaker	F	10
Whittaker	M	4
Wialki	F	17
Wialki	M	15
Wicherina	F	8
Wicherina	M	3
Wickepin	F	192
Wickepin	M	192
Wickham (WA)	F	986
Wickham (WA)	M	1310
Widgiemooltha	F	4
Widgiemooltha	M	17
Wilberforce (WA)	F	16
Wilberforce (WA)	M	12
Wilbinga	F	7
Wilbinga	M	5
Wilga	F	21
Wilga	M	34
Wilga West	F	3
Wilga West	M	3
Wilgarrup	F	7
Wilgarrup	M	8
Wilgoyne	F	15
Wilgoyne	M	19
Willagee	F	2592
Willagee	M	2284
Willare	F	91
Willare	M	85
Willetton	F	9219
Willetton	M	8968
William Bay	F	69
William Bay	M	71
Williams	F	445
Williams	M	503
Williamstown (WA)	F	59
Williamstown (WA)	M	75
Willyung	F	293
Willyung	M	283
Wilson	F	3127
Wilson	M	3254
Wiluna	F	223
Wiluna	M	497
Wilyabrup	F	88
Wilyabrup	M	94
Windabout	F	55
Windabout	M	72
Windy Harbour	F	12
Windy Harbour	M	11
Winnejup	F	77
Winnejup	M	76
Winthrop	F	2952
Winthrop	M	2953
Witchcliffe	F	120
Witchcliffe	M	138
Withers	F	1491
Withers	M	1485
Wittenoom	F	7
Wittenoom	M	7
Wittenoom Hills	F	5
Wittenoom Hills	M	11
Wogolin	F	3
Wogolin	M	9
Wokalup	F	178
Wokalup	M	191
Womarden	F	26
Womarden	M	27
Wongamine	F	19
Wongamine	M	19
Wongan Hills	F	427
Wongan Hills	M	472
Wongoondy	F	12
Wongoondy	M	19
Wonnerup	F	78
Wonnerup	M	69
Wonthella	F	802
Wonthella	M	813
Woodanilling	F	82
Woodanilling	M	89
Woodbridge (WA)	F	574
Woodbridge (WA)	M	598
Woodlands (WA)	F	2162
Woodlands (WA)	M	1981
Woodridge (WA)	F	329
Woodridge (WA)	M	315
Woodvale (WA)	F	4701
Woodvale (WA)	M	4578
Woogenellup	F	36
Woogenellup	M	54
Woolgorong	F	9
Woolgorong	M	11
Woolocutty	F	18
Woolocutty	M	19
Wooramel	F	11
Wooramel	M	8
Wooroloo	F	392
Wooroloo	M	2255
Woorree	F	666
Woorree	M	673
Woottating	F	34
Woottating	M	32
Worsley	F	11
Worsley	M	16
Wubin	F	48
Wubin	M	54
Wundowie	F	689
Wundowie	M	662
Wungong	F	179
Wungong	M	164
Wyalkatchem	F	183
Wyalkatchem	M	218
Wyening	F	9
Wyening	M	16
Wyndham (WA)	F	420
Wyndham (WA)	M	365
Wyola West	F	15
Wyola West	M	9
Xantippe	F	13
Xantippe	M	16
Yabberup	F	71
Yabberup	M	85
Yakamia	F	1545
Yakamia	M	1305
Yalgoo	F	97
Yalgoo	M	184
Yallabatharra	F	36
Yallabatharra	M	52
Yallingup	F	509
Yallingup	M	520
Yallingup Siding	F	146
Yallingup Siding	M	153
Yalyalup	F	1294
Yalyalup	M	1197
Yanchep	F	4501
Yanchep	M	4364
Yandanooka	F	5
Yandanooka	M	13
Yandoo Creek	F	3
Yandoo Creek	M	4
Yangebup	F	3751
Yangebup	M	3730
Yanmah	F	58
Yanmah	M	78
Yannarie	F	3
Yannarie	M	5
Yarawindah	F	8
Yarawindah	M	11
Yardarino	F	18
Yardarino	M	26
Yarloop	F	194
Yarloop	M	198
Yarragadee	F	6
Yarragadee	M	15
Yathroo	F	34
Yathroo	M	60
Yeagarup	F	23
Yeagarup	M	32
Yealering	F	39
Yealering	M	57
Yelbeni	M	6
Yellowdine	F	3
Yellowdine	M	7
Yelverton	F	29
Yelverton	M	45
Yerecoin	F	39
Yerecoin	M	32
Yetna	F	13
Yetna	M	18
Yilkari	M	6
Yilliminning	F	19
Yilliminning	M	24
Yoganup	M	3
Yokine	F	6020
Yokine	M	5516
Yoongarillup	F	35
Yoongarillup	M	38
York	F	1300
York	M	1243
Yornaning	F	13
Yornaning	M	18
Yornup	F	32
Yornup	M	43
Yoting	F	10
Yoting	M	9
Youndegin	F	20
Youndegin	M	25
Youngs Siding	F	152
Youngs Siding	M	181
Yourdamung Lake	F	4
Yourdamung Lake	M	3
Yuna	F	3
Yuna	M	13
No usual address (WA)	F	2415
No usual address (WA)	M	3532
Migratory - Offshore - Shipping (WA)	F	26
Migratory - Offshore - Shipping (WA)	M	408
Abbotsham	F	48
Abbotsham	M	46
Abels Bay	F	58
Abels Bay	M	62
Aberdeen (Tas.)	F	115
Aberdeen (Tas.)	M	116
Acacia Hills (Tas.)	F	302
Acacia Hills (Tas.)	M	321
Acton (Tas.)	F	700
Acton (Tas.)	M	647
Acton Park (Tas.)	F	1022
Acton Park (Tas.)	M	1062
Adventure Bay	F	98
Adventure Bay	M	100
Akaroa	F	63
Akaroa	M	68
Alcomie	F	24
Alcomie	M	30
Allens Rivulet	F	262
Allens Rivulet	M	222
Alonnah	F	59
Alonnah	M	75
Ambleside	F	333
Ambleside	M	331
Andover	F	16
Andover	M	21
Ansons Bay	F	16
Ansons Bay	M	17
Antill Ponds	F	5
Antill Ponds	M	3
Apollo Bay (Tas.)	F	6
Apollo Bay (Tas.)	M	15
Apslawn	F	6
Apslawn	M	9
Apsley (Tas.)	F	15
Apsley (Tas.)	M	20
Arthur River (Tas.)	F	28
Arthur River (Tas.)	M	24
Arthurs Lake	F	5
Arthurs Lake	M	15
Austins Ferry	F	1151
Austins Ferry	M	1101
Avoca (Tas.)	F	113
Avoca (Tas.)	M	106
Baden	F	13
Baden	M	18
Badger Head	F	20
Badger Head	M	21
Bagdad	F	683
Bagdad	M	677
Bakers Beach	F	32
Bakers Beach	M	29
Banca	M	3
Bangor (Tas.)	F	37
Bangor (Tas.)	M	43
Barnes Bay	F	10
Barnes Bay	M	13
Barretta	F	19
Barretta	M	19
Barrington (Tas.)	F	95
Barrington (Tas.)	M	101
Battery Point	F	1093
Battery Point	M	903
Beaconsfield (Tas.)	F	652
Beaconsfield (Tas.)	M	638
Beaumaris (Tas.)	F	138
Beaumaris (Tas.)	M	158
Beauty Point	F	621
Beauty Point	M	599
Beechford	F	45
Beechford	M	53
Bellerive	F	2390
Bellerive	M	2116
Bellingham	F	25
Bellingham	M	32
Berriedale	F	1383
Berriedale	M	1308
Beulah (Tas.)	F	39
Beulah (Tas.)	M	39
Bicheno	F	461
Bicheno	M	480
Binalong Bay	F	127
Binalong Bay	M	162
Birchs Bay	F	44
Birchs Bay	M	49
Birralee	F	83
Birralee	M	92
Bishopsbourne	F	66
Bishopsbourne	M	61
Black Hills	F	88
Black Hills	M	92
Black River (Tas.)	F	18
Black River (Tas.)	M	21
Blackmans Bay	F	3756
Blackmans Bay	M	3388
Blackstone Heights	F	625
Blackstone Heights	M	638
Blackwall (Tas.)	F	130
Blackwall (Tas.)	M	137
Blackwood Creek	F	64
Blackwood Creek	M	63
Blessington	F	41
Blessington	M	48
Blue Rocks	F	7
Blue Rocks	M	8
Blumont	F	17
Blumont	M	14
Boat Harbour (Tas.)	F	127
Boat Harbour (Tas.)	M	146
Boat Harbour Beach	F	36
Boat Harbour Beach	M	30
Bonnet Hill	F	250
Bonnet Hill	M	254
Boobyalla	M	3
Boomer Bay	F	44
Boomer Bay	M	48
Bothwell	F	228
Bothwell	M	257
Boyer	F	16
Boyer	M	23
Bracknell	F	221
Bracknell	M	243
Bradys Lake	F	16
Bradys Lake	M	37
Brandum	F	3
Brandum	M	5
Branxholm	F	120
Branxholm	M	140
Breadalbane (Tas.)	F	53
Breadalbane (Tas.)	M	54
Bream Creek	F	58
Bream Creek	M	62
Breona	F	7
Breona	M	3
Bridgenorth	F	188
Bridgenorth	M	186
Bridgewater (Tas.)	F	2127
Bridgewater (Tas.)	M	1913
Bridport	F	785
Bridport	M	785
Brighton (Tas.)	F	2103
