SSC_NAME16	Address5YearsAgo	Sex	persons
Carbrook	Western Australia	M	9
Cardstone	Queensland	M	6
Cardwell	(Overseas)	F	37
Cardwell	(Overseas)	M	24
Cardwell	(Same Address)	F	285
Cardwell	(Same Address)	M	344
Cardwell	(Same SA2)	F	80
Cardwell	(Same SA2)	M	64
Cardwell	New South Wales	F	10
Cardwell	New South Wales	M	22
Cardwell	Northern Territory	F	3
Cardwell	Northern Territory	M	3
Cardwell	Queensland	F	105
Cardwell	Queensland	M	109
Cardwell	Victoria	F	7
Cardwell	Victoria	M	15
Cardwell	Western Australia	F	3
Cardwell	Western Australia	M	3
Carina (Qld)	(Overseas)	F	291
Carina (Qld)	(Overseas)	M	287
Carina (Qld)	(Same Address)	F	2585
Carina (Qld)	(Same Address)	M	2250
Carina (Qld)	(Same SA2)	F	184
Carina (Qld)	(Same SA2)	M	174
Carina (Qld)	Australian Capital Territory	F	9
Carina (Qld)	Australian Capital Territory	M	7
Carina (Qld)	New South Wales	F	92
Carina (Qld)	New South Wales	M	88
Carina (Qld)	Northern Territory	F	12
Carina (Qld)	Northern Territory	M	7
Carina (Qld)	Queensland	F	1791
Carina (Qld)	Queensland	M	1582
Carina (Qld)	South Australia	F	12
Carina (Qld)	South Australia	M	8
Carina (Qld)	Tasmania	F	4
Carina (Qld)	Tasmania	M	5
Carina (Qld)	Victoria	F	29
Carina (Qld)	Victoria	M	29
Carina (Qld)	Western Australia	F	18
Carina (Qld)	Western Australia	M	16
Carina Heights	(Overseas)	F	235
Carina Heights	(Overseas)	M	196
Carina Heights	(Same Address)	F	1566
Carina Heights	(Same Address)	M	1349
Carina Heights	(Same SA2)	F	75
Carina Heights	(Same SA2)	M	71
Carina Heights	Australian Capital Territory	F	3
Carina Heights	Australian Capital Territory	M	3
Carina Heights	New South Wales	F	64
Carina Heights	New South Wales	M	51
Carina Heights	Northern Territory	F	7
Carina Heights	Northern Territory	M	12
Carina Heights	Queensland	F	1155
Carina Heights	Queensland	M	1025
Carina Heights	South Australia	F	11
Carina Heights	South Australia	M	10
Carina Heights	Tasmania	M	9
Carina Heights	Victoria	F	37
Carina Heights	Victoria	M	27
Carina Heights	Western Australia	F	10
Carina Heights	Western Australia	M	5
Carindale	(Overseas)	F	388
Carindale	(Overseas)	M	323
Carindale	(Same Address)	F	4857
Carindale	(Same Address)	M	4524
Carindale	(Same SA2)	F	366
Carindale	(Same SA2)	M	324
Carindale	Australian Capital Territory	F	16
Carindale	Australian Capital Territory	M	17
Carindale	New South Wales	F	112
Carindale	New South Wales	M	95
Carindale	Northern Territory	F	6
Carindale	Northern Territory	M	8
Carindale	Queensland	F	1609
Carindale	Queensland	M	1597
Carindale	South Australia	F	17
Carindale	South Australia	M	18
Carindale	Victoria	F	25
Carindale	Victoria	M	18
Carindale	Western Australia	F	23
Carindale	Western Australia	M	22
Carmila	(Same Address)	F	90
Carmila	(Same Address)	M	116
Carmila	(Same SA2)	F	4
Carmila	(Same SA2)	M	7
Carmila	Queensland	F	32
Carmila	Queensland	M	29
Carmoo	(Overseas)	F	3
Carmoo	(Same Address)	F	43
Carmoo	(Same Address)	M	44
Carmoo	(Same SA2)	F	5
Carmoo	(Same SA2)	M	11
Carmoo	New South Wales	M	3
Carmoo	Northern Territory	F	3
Carmoo	Northern Territory	M	3
Carmoo	Queensland	F	3
Carmoo	Queensland	M	7
Carneys Creek	(Same Address)	F	11
Carneys Creek	(Same Address)	M	20
Carneys Creek	(Same SA2)	M	3
Carneys Creek	Queensland	F	3
Carneys Creek	Queensland	M	3
Caroline Crossing	(Same Address)	F	5
Caroline Crossing	(Same Address)	M	9
Carpendale	(Same Address)	F	42
Carpendale	(Same Address)	M	35
Carpendale	(Same SA2)	F	8
Carpendale	(Same SA2)	M	12
Carpendale	Queensland	F	6
Carpendale	Queensland	M	3
Carpentaria	(Same Address)	F	4
Carpentaria	(Same Address)	M	3
Carpentaria	Queensland	F	3
Carpentaria	Queensland	M	3
Carrara	(Overseas)	F	261
Carrara	(Overseas)	M	190
Carrara	(Same Address)	F	2779
Carrara	(Same Address)	M	2714
Carrara	(Same SA2)	F	249
Carrara	(Same SA2)	M	224
Carrara	Australian Capital Territory	F	9
Carrara	Australian Capital Territory	M	13
Carrara	New South Wales	F	216
Carrara	New South Wales	M	193
Carrara	Northern Territory	F	9
Carrara	Northern Territory	M	6
Carrara	Queensland	F	1740
Carrara	Queensland	M	1588
Carrara	South Australia	F	28
Carrara	South Australia	M	29
Carrara	Tasmania	F	27
Carrara	Tasmania	M	25
Carrara	Victoria	F	73
Carrara	Victoria	M	68
Carrara	Western Australia	F	19
Carrara	Western Australia	M	24
Carrington (Qld)	(Overseas)	F	3
Carrington (Qld)	(Overseas)	M	3
Carrington (Qld)	(Same Address)	F	52
Carrington (Qld)	(Same Address)	M	53
Carrington (Qld)	(Same SA2)	F	10
Carrington (Qld)	(Same SA2)	M	6
Carrington (Qld)	Northern Territory	F	3
Carrington (Qld)	Queensland	F	11
Carrington (Qld)	Queensland	M	18
Carrington (Qld)	Western Australia	M	3
Carruchan	(Same Address)	F	64
Carruchan	(Same Address)	M	87
Carruchan	(Same SA2)	F	8
Carruchan	(Same SA2)	M	8
Carruchan	Queensland	F	25
Carruchan	Queensland	M	22
Carruchan	South Australia	M	3
Carseldine	(Overseas)	F	249
Carseldine	(Overseas)	M	217
Carseldine	(Same Address)	F	2429
Carseldine	(Same Address)	M	2135
Carseldine	(Same SA2)	F	139
Carseldine	(Same SA2)	M	108
Carseldine	Australian Capital Territory	F	6
Carseldine	Australian Capital Territory	M	6
Carseldine	New South Wales	F	82
Carseldine	New South Wales	M	72
Carseldine	Northern Territory	F	8
Carseldine	Northern Territory	M	18
Carseldine	Queensland	F	1427
Carseldine	Queensland	M	1298
Carseldine	South Australia	F	16
Carseldine	South Australia	M	15
Carseldine	Tasmania	F	11
Carseldine	Tasmania	M	4
Carseldine	Victoria	F	35
Carseldine	Victoria	M	31
Carseldine	Western Australia	F	26
Carseldine	Western Australia	M	27
Carstairs	(Same Address)	F	43
Carstairs	(Same Address)	M	46
Carstairs	(Same SA2)	F	3
Carstairs	(Same SA2)	M	10
Carstairs	Queensland	F	3
Carstairs	Queensland	M	4
Carters Ridge	(Same Address)	F	107
Carters Ridge	(Same Address)	M	111
Carters Ridge	(Same SA2)	F	4
Carters Ridge	New South Wales	F	4
Carters Ridge	New South Wales	M	3
Carters Ridge	Queensland	F	75
Carters Ridge	Queensland	M	68
Carters Ridge	South Australia	F	5
Carters Ridge	South Australia	M	4
Cashmere	(Overseas)	F	39
Cashmere	(Overseas)	M	35
Cashmere	(Same Address)	F	1404
Cashmere	(Same Address)	M	1468
Cashmere	(Same SA2)	F	135
Cashmere	(Same SA2)	M	120
Cashmere	Australian Capital Territory	F	3
Cashmere	New South Wales	F	19
Cashmere	New South Wales	M	35
Cashmere	Northern Territory	F	4
Cashmere	Northern Territory	M	6
Cashmere	Queensland	F	580
Cashmere	Queensland	M	566
Cashmere	South Australia	F	4
Cashmere	South Australia	M	8
Cashmere	Tasmania	F	10
Cashmere	Tasmania	M	9
Cashmere	Victoria	F	14
Cashmere	Victoria	M	18
Cashmere	Western Australia	F	16
Cashmere	Western Australia	M	17
Cassowary	(Same Address)	F	34
Cassowary	(Same Address)	M	38
Cassowary	(Same SA2)	F	3
Cassowary	(Same SA2)	M	3
Cassowary	Queensland	F	8
Cassowary	Queensland	M	6
Castaways Beach	(Overseas)	F	15
Castaways Beach	(Overseas)	M	11
Castaways Beach	(Same Address)	F	152
Castaways Beach	(Same Address)	M	160
Castaways Beach	(Same SA2)	F	31
Castaways Beach	(Same SA2)	M	28
Castaways Beach	New South Wales	F	8
Castaways Beach	New South Wales	M	13
Castaways Beach	Queensland	F	66
Castaways Beach	Queensland	M	64
Castaways Beach	South Australia	F	10
Castaways Beach	South Australia	M	3
Castaways Beach	Victoria	F	10
Castaways Beach	Victoria	M	6
Castle Creek (Qld)	(Same Address)	F	5
Castle Creek (Qld)	(Same Address)	M	9
Castle Creek (Qld)	Queensland	F	6
Castle Creek (Qld)	Queensland	M	5
Castle Hill (Qld)	(Overseas)	F	11
Castle Hill (Qld)	(Overseas)	M	19
Castle Hill (Qld)	(Same Address)	F	273
Castle Hill (Qld)	(Same Address)	M	255
Castle Hill (Qld)	(Same SA2)	F	22
Castle Hill (Qld)	(Same SA2)	M	19
Castle Hill (Qld)	New South Wales	F	3
Castle Hill (Qld)	Northern Territory	F	3
Castle Hill (Qld)	Queensland	F	109
Castle Hill (Qld)	Queensland	M	96
Castle Hill (Qld)	Tasmania	F	3
Castle Hill (Qld)	Victoria	F	10
Castle Hill (Qld)	Victoria	M	11
Castle Hill (Qld)	Western Australia	F	4
Castle Hill (Qld)	Western Australia	M	3
Cattle Creek (North Burnett - Qld)	(Same Address)	F	9
Cattle Creek (North Burnett - Qld)	(Same Address)	M	5
Cattle Creek (Toowoomba - Qld)	(Same Address)	F	3
Cattle Creek (Toowoomba - Qld)	(Same Address)	M	3
Causeway Lake	(Same Address)	F	20
Causeway Lake	(Same Address)	M	20
Causeway Lake	(Same SA2)	F	5
Causeway Lake	(Same SA2)	M	7
Causeway Lake	New South Wales	F	3
Causeway Lake	Queensland	F	9
Causeway Lake	Queensland	M	9
Causeway Lake	Victoria	F	5
Causeway Lake	Victoria	M	3
Cawarral	(Overseas)	M	3
Cawarral	(Same Address)	F	223
Cawarral	(Same Address)	M	272
Cawarral	(Same SA2)	F	11
Cawarral	(Same SA2)	M	5
Cawarral	Northern Territory	F	3
Cawarral	Northern Territory	M	3
Cawarral	Queensland	F	78
Cawarral	Queensland	M	97
Cawarral	South Australia	F	3
Cawarral	South Australia	M	3
Cawarral	Victoria	F	3
Cawarral	Victoria	M	3
Cawarral	Western Australia	F	3
Cawarral	Western Australia	M	3
Cawdor (Qld)	(Overseas)	M	3
Cawdor (Qld)	(Same Address)	F	65
Cawdor (Qld)	(Same Address)	M	84
Cawdor (Qld)	(Same SA2)	F	11
Cawdor (Qld)	(Same SA2)	M	20
Cawdor (Qld)	Queensland	F	56
Cawdor (Qld)	Queensland	M	66
Cawdor (Qld)	South Australia	M	3
Cecil Plains	(Overseas)	F	4
Cecil Plains	(Same Address)	F	108
Cecil Plains	(Same Address)	M	122
Cecil Plains	(Same SA2)	F	11
Cecil Plains	(Same SA2)	M	8
Cecil Plains	New South Wales	F	8
Cecil Plains	New South Wales	M	3
Cecil Plains	Queensland	F	40
Cecil Plains	Queensland	M	47
Cecil Plains	Western Australia	M	3
Cedar Creek (Gold Coast - Qld)	(Overseas)	M	4
Cedar Creek (Gold Coast - Qld)	(Same Address)	F	234
Cedar Creek (Gold Coast - Qld)	(Same Address)	M	251
Cedar Creek (Gold Coast - Qld)	(Same SA2)	F	6
Cedar Creek (Gold Coast - Qld)	(Same SA2)	M	9
Cedar Creek (Gold Coast - Qld)	New South Wales	F	9
Cedar Creek (Gold Coast - Qld)	New South Wales	M	9
Cedar Creek (Gold Coast - Qld)	Queensland	F	86
Cedar Creek (Gold Coast - Qld)	Queensland	M	75
Cedar Creek (Gold Coast - Qld)	Victoria	F	3
Cedar Creek (Moreton Bay - Qld)	(Overseas)	F	8
Cedar Creek (Moreton Bay - Qld)	(Overseas)	M	11
Cedar Creek (Moreton Bay - Qld)	(Same Address)	F	217
Cedar Creek (Moreton Bay - Qld)	(Same Address)	M	205
Cedar Creek (Moreton Bay - Qld)	(Same SA2)	F	20
Cedar Creek (Moreton Bay - Qld)	(Same SA2)	M	19
Cedar Creek (Moreton Bay - Qld)	New South Wales	F	7
Cedar Creek (Moreton Bay - Qld)	New South Wales	M	3
Cedar Creek (Moreton Bay - Qld)	Queensland	F	80
Cedar Creek (Moreton Bay - Qld)	Queensland	M	65
Cedar Creek (Moreton Bay - Qld)	South Australia	F	3
Cedar Creek (Moreton Bay - Qld)	South Australia	M	4
Cedar Creek (Moreton Bay - Qld)	Tasmania	F	3
Cedar Creek (Moreton Bay - Qld)	Tasmania	M	3
Cedar Creek (Moreton Bay - Qld)	Victoria	F	7
Cedar Grove	(Overseas)	F	3
Cedar Grove	(Overseas)	M	4
Cedar Grove	(Same Address)	F	622
Cedar Grove	(Same Address)	M	644
Cedar Grove	(Same SA2)	F	62
Cedar Grove	(Same SA2)	M	44
Cedar Grove	New South Wales	F	15
Cedar Grove	New South Wales	M	14
Cedar Grove	Northern Territory	F	3
Cedar Grove	Northern Territory	M	8
Cedar Grove	Queensland	F	190
Cedar Grove	Queensland	M	187
Cedar Grove	Victoria	F	4
Cedar Grove	Victoria	M	3
Cedar Grove	Western Australia	M	4
Cedar Pocket	(Same Address)	F	103
Cedar Pocket	(Same Address)	M	106
Cedar Pocket	(Same SA2)	F	6
Cedar Pocket	(Same SA2)	M	8
Cedar Pocket	New South Wales	F	7
Cedar Pocket	Queensland	F	39
Cedar Pocket	Queensland	M	32
Cedar Vale	(Overseas)	F	14
Cedar Vale	(Overseas)	M	10
Cedar Vale	(Same Address)	F	786
Cedar Vale	(Same Address)	M	790
Cedar Vale	(Same SA2)	F	76
Cedar Vale	(Same SA2)	M	62
Cedar Vale	Australian Capital Territory	F	4
Cedar Vale	Australian Capital Territory	M	7
Cedar Vale	New South Wales	F	16
Cedar Vale	New South Wales	M	17
Cedar Vale	Northern Territory	F	3
Cedar Vale	Queensland	F	270
Cedar Vale	Queensland	M	306
Cedar Vale	Victoria	F	12
Cedar Vale	Victoria	M	14
Cedar Vale	Western Australia	F	10
Cedar Vale	Western Australia	M	10
Cedarton	(Same Address)	F	31
Cedarton	(Same Address)	M	43
Cedarton	(Same SA2)	F	3
Cedarton	(Same SA2)	M	3
Cedarton	Queensland	F	8
Cedarton	Queensland	M	14
Cement Mills	(Same Address)	M	4
Centenary Heights	(Overseas)	F	112
Centenary Heights	(Overseas)	M	99
Centenary Heights	(Same Address)	F	1586
Centenary Heights	(Same Address)	M	1380
Centenary Heights	(Same SA2)	F	167
Centenary Heights	(Same SA2)	M	141
Centenary Heights	Australian Capital Territory	F	5
Centenary Heights	Australian Capital Territory	M	6
Centenary Heights	New South Wales	F	64
Centenary Heights	New South Wales	M	55
Centenary Heights	Northern Territory	F	8
Centenary Heights	Northern Territory	M	14
Centenary Heights	Queensland	F	877
Centenary Heights	Queensland	M	807
Centenary Heights	South Australia	F	4
Centenary Heights	South Australia	M	3
Centenary Heights	Tasmania	F	3
Centenary Heights	Tasmania	M	5
Centenary Heights	Victoria	F	16
Centenary Heights	Victoria	M	16
Centenary Heights	Western Australia	F	17
Centenary Heights	Western Australia	M	11
Ceratodus	(Same Address)	F	4
Ceratodus	(Same Address)	M	9
Chahpingah	(Same Address)	F	8
Chahpingah	(Same Address)	M	7
Chahpingah	New South Wales	F	3
Chambers Flat	(Overseas)	F	20
Chambers Flat	(Overseas)	M	15
Chambers Flat	(Same Address)	F	738
Chambers Flat	(Same Address)	M	763
Chambers Flat	(Same SA2)	F	20
Chambers Flat	(Same SA2)	M	16
Chambers Flat	New South Wales	F	11
Chambers Flat	New South Wales	M	16
Chambers Flat	Queensland	F	207
Chambers Flat	Queensland	M	213
Chambers Flat	South Australia	M	3
Chambers Flat	Tasmania	F	5
Chambers Flat	Tasmania	M	7
Chambers Flat	Victoria	F	12
Chambers Flat	Victoria	M	9
Chances Plain	(Same Address)	F	50
Chances Plain	(Same Address)	M	51
Chances Plain	(Same SA2)	F	4
Chances Plain	(Same SA2)	M	9
Chandler (Qld)	(Overseas)	F	19
Chandler (Qld)	(Overseas)	M	14
Chandler (Qld)	(Same Address)	F	450
Chandler (Qld)	(Same Address)	M	455
Chandler (Qld)	(Same SA2)	F	12
Chandler (Qld)	(Same SA2)	M	7
Chandler (Qld)	New South Wales	F	9
Chandler (Qld)	New South Wales	M	5
Chandler (Qld)	Queensland	F	161
Chandler (Qld)	Queensland	M	166
Chandler (Qld)	South Australia	F	3
Chandler (Qld)	South Australia	M	3
Chapel Hill (Qld)	(Overseas)	F	364
Chapel Hill (Qld)	(Overseas)	M	355
Chapel Hill (Qld)	(Same Address)	F	2869
Chapel Hill (Qld)	(Same Address)	M	2745
Chapel Hill (Qld)	(Same SA2)	F	186
Chapel Hill (Qld)	(Same SA2)	M	160
Chapel Hill (Qld)	Australian Capital Territory	F	21
Chapel Hill (Qld)	Australian Capital Territory	M	23
Chapel Hill (Qld)	New South Wales	F	70
Chapel Hill (Qld)	New South Wales	M	82
Chapel Hill (Qld)	Northern Territory	F	13
Chapel Hill (Qld)	Northern Territory	M	12
Chapel Hill (Qld)	Queensland	F	990
Chapel Hill (Qld)	Queensland	M	969
Chapel Hill (Qld)	South Australia	F	13
Chapel Hill (Qld)	South Australia	M	21
Chapel Hill (Qld)	Tasmania	F	4
Chapel Hill (Qld)	Tasmania	M	11
Chapel Hill (Qld)	Victoria	F	63
Chapel Hill (Qld)	Victoria	M	54
Chapel Hill (Qld)	Western Australia	F	45
Chapel Hill (Qld)	Western Australia	M	37
Charlestown (Qld)	(Same Address)	F	18
Charlestown (Qld)	(Same Address)	M	31
Charlestown (Qld)	Queensland	F	3
Charlestown (Qld)	Queensland	M	3
Charleville	(Overseas)	F	52
Charleville	(Overseas)	M	55
Charleville	(Same Address)	F	802
Charleville	(Same Address)	M	803
Charleville	(Same SA2)	F	254
Charleville	(Same SA2)	M	231
Charleville	New South Wales	F	29
Charleville	New South Wales	M	15
Charleville	Northern Territory	F	9
Charleville	Northern Territory	M	11
Charleville	Queensland	F	260
Charleville	Queensland	M	209
Charleville	South Australia	F	3
Charleville	South Australia	M	3
Charleville	Victoria	F	5
Charleville	Victoria	M	9
Charleville	Western Australia	F	6
Charlton (Qld)	(Same Address)	F	28
Charlton (Qld)	(Same Address)	M	31
Charlton (Qld)	(Same SA2)	M	3
Charlton (Qld)	Queensland	F	21
Charlton (Qld)	Queensland	M	15
Charlwood	(Same Address)	F	43
Charlwood	(Same Address)	M	52
Charlwood	(Same SA2)	F	6
Charlwood	(Same SA2)	M	8
Charlwood	Queensland	F	3
Charlwood	Queensland	M	9
Charters Towers City	(Overseas)	F	18
Charters Towers City	(Overseas)	M	17
Charters Towers City	(Same Address)	F	494
Charters Towers City	(Same Address)	M	468
Charters Towers City	(Same SA2)	F	165
Charters Towers City	(Same SA2)	M	157
Charters Towers City	New South Wales	F	6
Charters Towers City	New South Wales	M	8
Charters Towers City	Northern Territory	F	9
Charters Towers City	Northern Territory	M	8
Charters Towers City	Queensland	F	195
Charters Towers City	Queensland	M	188
Charters Towers City	South Australia	F	3
Charters Towers City	South Australia	M	3
Charters Towers City	Victoria	F	6
Charters Towers City	Victoria	M	3
Charters Towers City	Western Australia	M	3
Chatsworth (Qld)	(Overseas)	F	6
Chatsworth (Qld)	(Overseas)	M	3
Chatsworth (Qld)	(Same Address)	F	266
Chatsworth (Qld)	(Same Address)	M	275
Chatsworth (Qld)	(Same SA2)	F	29
Chatsworth (Qld)	(Same SA2)	M	30
Chatsworth (Qld)	New South Wales	F	3
Chatsworth (Qld)	New South Wales	M	6
Chatsworth (Qld)	Queensland	F	142
Chatsworth (Qld)	Queensland	M	147
Chatsworth (Qld)	Victoria	F	3
Chatsworth (Qld)	Victoria	M	8
Chatsworth (Qld)	Western Australia	M	3
Chelmer	(Overseas)	F	109
Chelmer	(Overseas)	M	104
Chelmer	(Same Address)	F	737
Chelmer	(Same Address)	M	725
Chelmer	(Same SA2)	F	86
Chelmer	(Same SA2)	M	91
Chelmer	Australian Capital Territory	F	5
Chelmer	New South Wales	F	29
Chelmer	New South Wales	M	22
Chelmer	Queensland	F	343
Chelmer	Queensland	M	357
Chelmer	South Australia	F	5
Chelmer	South Australia	M	5
Chelmer	Victoria	F	22
Chelmer	Victoria	M	14
Chelmer	Western Australia	F	15
Chelmer	Western Australia	M	17
Chelmsford	(Same Address)	F	35
Chelmsford	(Same Address)	M	38
Chelmsford	(Same SA2)	F	7
Chelmsford	(Same SA2)	M	5
Chelmsford	Queensland	F	6
Chelmsford	Queensland	M	5
Chelona	(Same Address)	F	26
Chelona	(Same Address)	M	33
Chelona	(Same SA2)	F	3
Chelona	Queensland	F	10
Chelona	Queensland	M	6
Cheltenham (Qld)	(Same Address)	F	3
Cheltenham (Qld)	(Same Address)	M	3
Cheltenham (Qld)	Queensland	F	3
Cherbourg	(Same Address)	F	475
Cherbourg	(Same Address)	M	439
Cherbourg	(Same SA2)	F	22
Cherbourg	(Same SA2)	M	30
Cherbourg	New South Wales	F	3
Cherbourg	Queensland	F	40
Cherbourg	Queensland	M	42
Chermside	(Overseas)	F	523
Chermside	(Overseas)	M	373
Chermside	(Same Address)	F	1525
Chermside	(Same Address)	M	1290
Chermside	(Same SA2)	F	216
Chermside	(Same SA2)	M	190
Chermside	Australian Capital Territory	F	12
Chermside	Australian Capital Territory	M	8
Chermside	New South Wales	F	120
Chermside	New South Wales	M	91
Chermside	Northern Territory	F	9
Chermside	Northern Territory	M	13
Chermside	Queensland	F	1687
Chermside	Queensland	M	1525
Chermside	South Australia	F	19
Chermside	South Australia	M	19
Chermside	Tasmania	F	17
Chermside	Tasmania	M	14
Chermside	Victoria	F	39
Chermside	Victoria	M	37
Chermside	Western Australia	F	8
Chermside	Western Australia	M	13
Chermside West	(Overseas)	F	153
Chermside West	(Overseas)	M	131
Chermside West	(Same Address)	F	1885
Chermside West	(Same Address)	M	1784
Chermside West	(Same SA2)	F	75
Chermside West	(Same SA2)	M	57
Chermside West	Australian Capital Territory	F	3
Chermside West	Australian Capital Territory	M	7
Chermside West	New South Wales	F	56
Chermside West	New South Wales	M	36
Chermside West	Northern Territory	F	6
Chermside West	Northern Territory	M	12
Chermside West	Queensland	F	751
Chermside West	Queensland	M	742
Chermside West	South Australia	F	9
Chermside West	South Australia	M	6
Chermside West	Tasmania	F	9
Chermside West	Tasmania	M	7
Chermside West	Victoria	F	22
Chermside West	Victoria	M	31
Chermside West	Western Australia	F	11
Chermside West	Western Australia	M	6
Cherry Creek	(Same Address)	F	11
Cherry Creek	(Same Address)	M	15
Cherry Creek	Queensland	F	6
Cherry Creek	Queensland	M	3
Cherry Gully	(Same Address)	F	3
Cherry Gully	(Same Address)	M	3
Cherwell	(Same Address)	F	4
Cherwell	Queensland	F	3
Cherwell	Queensland	M	3
Chevallum	(Overseas)	F	7
Chevallum	(Overseas)	M	8
Chevallum	(Same Address)	F	142
Chevallum	(Same Address)	M	131
Chevallum	(Same SA2)	F	9
Chevallum	(Same SA2)	M	5
Chevallum	New South Wales	F	6
Chevallum	New South Wales	M	3
Chevallum	Queensland	F	43
Chevallum	Queensland	M	44
Chewko	(Overseas)	F	4
Chewko	(Overseas)	M	3
Chewko	(Same Address)	F	49
Chewko	(Same Address)	M	71
Chewko	(Same SA2)	F	4
Chewko	(Same SA2)	M	6
Chewko	New South Wales	F	3
Chewko	Queensland	F	16
Chewko	Queensland	M	7
Childers (Qld)	(Overseas)	F	13
Childers (Qld)	(Overseas)	M	5
Childers (Qld)	(Same Address)	F	398
Childers (Qld)	(Same Address)	M	423
Childers (Qld)	(Same SA2)	F	123
Childers (Qld)	(Same SA2)	M	97
Childers (Qld)	New South Wales	F	11
Childers (Qld)	New South Wales	M	6
Childers (Qld)	Queensland	F	129
Childers (Qld)	Queensland	M	104
Childers (Qld)	Victoria	F	7
Childers (Qld)	Victoria	M	3
Chillagoe	(Overseas)	F	6
Chillagoe	(Overseas)	M	3
Chillagoe	(Same Address)	F	57
Chillagoe	(Same Address)	M	61
Chillagoe	(Same SA2)	F	12
Chillagoe	(Same SA2)	M	9
Chillagoe	Queensland	F	12
Chillagoe	Queensland	M	16
Chinchilla	(Overseas)	F	81
Chinchilla	(Overseas)	M	66
Chinchilla	(Same Address)	F	1140
Chinchilla	(Same Address)	M	1170
Chinchilla	(Same SA2)	F	537
Chinchilla	(Same SA2)	M	522
Chinchilla	Australian Capital Territory	F	4
Chinchilla	Australian Capital Territory	M	5
Chinchilla	New South Wales	F	63
Chinchilla	New South Wales	M	76
Chinchilla	Northern Territory	F	12
Chinchilla	Northern Territory	M	16
Chinchilla	Queensland	F	715
Chinchilla	Queensland	M	684
Chinchilla	South Australia	F	6
Chinchilla	South Australia	M	8
Chinchilla	Tasmania	F	4
Chinchilla	Victoria	F	13
Chinchilla	Victoria	M	14
Chinchilla	Western Australia	F	25
Chinchilla	Western Australia	M	19
Chinghee Creek	(Same Address)	F	6
Chinghee Creek	(Same Address)	M	3
Chinghee Creek	Queensland	F	8
Chinghee Creek	Queensland	M	9
Chirnside	(Same Address)	F	8
Chirnside	(Same Address)	M	6
Chirnside	(Same SA2)	F	3
Chirnside	(Same SA2)	M	3
Chorregon	(Same Address)	F	10
Chorregon	(Same Address)	M	19
Chorregon	Queensland	M	4
Christmas Creek	(Same Address)	F	14
Christmas Creek	(Same Address)	M	13
Christmas Creek	(Same SA2)	F	3
Christmas Creek	(Same SA2)	M	3
Christmas Creek	Queensland	F	4
Churchable	(Overseas)	F	3
Churchable	(Overseas)	M	4
Churchable	(Same Address)	F	81
Churchable	(Same Address)	M	80
Churchable	(Same SA2)	M	6
Churchable	Queensland	F	22
Churchable	Queensland	M	16
Churchill (Qld)	(Overseas)	F	29
Churchill (Qld)	(Overseas)	M	28
Churchill (Qld)	(Same Address)	F	437
Churchill (Qld)	(Same Address)	M	419
Churchill (Qld)	(Same SA2)	F	19
Churchill (Qld)	(Same SA2)	M	19
Churchill (Qld)	New South Wales	F	11
Churchill (Qld)	New South Wales	M	4
Churchill (Qld)	Queensland	F	265
Churchill (Qld)	Queensland	M	291
Churchill (Qld)	Tasmania	F	3
Churchill (Qld)	Victoria	F	6
Churchill (Qld)	Victoria	M	4
Churchill (Qld)	Western Australia	F	3
Churchill (Qld)	Western Australia	M	4
Chuwar	(Overseas)	F	23
Chuwar	(Overseas)	M	19
Chuwar	(Same Address)	F	577
Chuwar	(Same Address)	M	572
Chuwar	(Same SA2)	F	29
Chuwar	(Same SA2)	M	24
Chuwar	Australian Capital Territory	F	8
Chuwar	Australian Capital Territory	M	12
Chuwar	New South Wales	F	9
Chuwar	New South Wales	M	10
Chuwar	Northern Territory	F	3
Chuwar	Queensland	F	349
Chuwar	Queensland	M	308
Chuwar	South Australia	F	3
Chuwar	South Australia	M	3
Chuwar	Victoria	F	10
Chuwar	Victoria	M	4
Chuwar	Western Australia	F	9
Chuwar	Western Australia	M	3
Cinnabar	(Same Address)	F	18
Cinnabar	(Same Address)	M	22
Cinnabar	(Same SA2)	F	3
Cinnabar	Queensland	M	4
Clagiraba	(Overseas)	F	3
Clagiraba	(Overseas)	M	3
Clagiraba	(Same Address)	F	149
Clagiraba	(Same Address)	M	151
Clagiraba	(Same SA2)	F	10
Clagiraba	(Same SA2)	M	3
Clagiraba	New South Wales	F	12
Clagiraba	New South Wales	M	3
Clagiraba	Queensland	F	94
Clagiraba	Queensland	M	92
Clagiraba	Victoria	F	3
Clairview	(Overseas)	F	3
Clairview	(Same Address)	F	30
Clairview	(Same Address)	M	39
Clairview	(Same SA2)	F	4
Clairview	(Same SA2)	M	3
Clairview	Northern Territory	M	3
Clairview	Queensland	F	16
Clairview	Queensland	M	22
Clara Creek	(Same Address)	F	5
Clara Creek	(Same Address)	M	14
Clara Creek	(Same SA2)	F	6
Clara Creek	(Same SA2)	M	9
Clara Creek	Queensland	F	3
Clara Creek	Queensland	M	3
Clare (Qld)	(Overseas)	F	4
Clare (Qld)	(Same Address)	F	50
Clare (Qld)	(Same Address)	M	76
Clare (Qld)	(Same SA2)	F	7
Clare (Qld)	(Same SA2)	M	14
Clare (Qld)	Queensland	F	12
Clare (Qld)	Queensland	M	10
Clarendon (Qld)	(Same Address)	F	77
Clarendon (Qld)	(Same Address)	M	67
Clarendon (Qld)	(Same SA2)	F	9
Clarendon (Qld)	(Same SA2)	M	11
