SSC_NAME16	Address5YearsAgo	Sex	persons
Morphett Vale	Australian Capital Territory	F	4
Morphett Vale	Australian Capital Territory	M	3
Morphett Vale	New South Wales	F	47
Morphett Vale	New South Wales	M	45
Morphett Vale	Northern Territory	F	29
Morphett Vale	Northern Territory	M	25
Morphett Vale	Queensland	F	69
Morphett Vale	Queensland	M	65
Morphett Vale	South Australia	F	2735
Morphett Vale	South Australia	M	2481
Morphett Vale	Tasmania	F	14
Morphett Vale	Tasmania	M	15
Morphett Vale	Victoria	F	57
Morphett Vale	Victoria	M	58
Morphett Vale	Western Australia	F	28
Morphett Vale	Western Australia	M	24
Morphettville	(Overseas)	F	65
Morphettville	(Overseas)	M	37
Morphettville	(Same Address)	F	837
Morphettville	(Same Address)	M	690
Morphettville	(Same SA2)	F	71
Morphettville	(Same SA2)	M	54
Morphettville	Australian Capital Territory	M	3
Morphettville	New South Wales	F	3
Morphettville	New South Wales	M	12
Morphettville	Northern Territory	F	11
Morphettville	Northern Territory	M	9
Morphettville	Queensland	F	9
Morphettville	Queensland	M	7
Morphettville	South Australia	F	543
Morphettville	South Australia	M	442
Morphettville	Victoria	F	17
Morphettville	Victoria	M	14
Mortana	(Same Address)	F	4
Mortana	(Same Address)	M	9
Moseley	(Same Address)	F	5
Moseley	(Same Address)	M	7
Mosquito Hill	(Same Address)	F	37
Mosquito Hill	(Same Address)	M	43
Mosquito Hill	South Australia	F	12
Mosquito Hill	South Australia	M	12
Mount Barker (SA)	(Overseas)	F	156
Mount Barker (SA)	(Overseas)	M	139
Mount Barker (SA)	(Same Address)	F	3310
Mount Barker (SA)	(Same Address)	M	2999
Mount Barker (SA)	(Same SA2)	F	806
Mount Barker (SA)	(Same SA2)	M	742
Mount Barker (SA)	Australian Capital Territory	F	3
Mount Barker (SA)	Australian Capital Territory	M	3
Mount Barker (SA)	New South Wales	F	66
Mount Barker (SA)	New South Wales	M	68
Mount Barker (SA)	Northern Territory	F	42
Mount Barker (SA)	Northern Territory	M	28
Mount Barker (SA)	Queensland	F	86
Mount Barker (SA)	Queensland	M	78
Mount Barker (SA)	South Australia	F	1723
Mount Barker (SA)	South Australia	M	1528
Mount Barker (SA)	Tasmania	F	9
Mount Barker (SA)	Tasmania	M	12
Mount Barker (SA)	Victoria	F	86
Mount Barker (SA)	Victoria	M	74
Mount Barker (SA)	Western Australia	F	46
Mount Barker (SA)	Western Australia	M	39
Mount Barker Springs	(Same Address)	F	59
Mount Barker Springs	(Same Address)	M	56
Mount Barker Springs	South Australia	F	15
Mount Barker Springs	South Australia	M	14
Mount Barker Summit	(Same Address)	F	41
Mount Barker Summit	(Same Address)	M	34
Mount Barker Summit	South Australia	F	3
Mount Barker Summit	South Australia	M	3
Mount Barker Summit	Victoria	F	3
Mount Barker Summit	Victoria	M	3
Mount Benson	(Same Address)	F	36
Mount Benson	(Same Address)	M	38
Mount Benson	(Same SA2)	F	5
Mount Benson	(Same SA2)	M	3
Mount Benson	South Australia	F	3
Mount Benson	South Australia	M	4
Mount Benson	Western Australia	M	3
Mount Bryan	(Overseas)	M	4
Mount Bryan	(Same Address)	F	34
Mount Bryan	(Same Address)	M	34
Mount Bryan	(Same SA2)	F	4
Mount Bryan	(Same SA2)	M	8
Mount Bryan	South Australia	F	8
Mount Bryan	South Australia	M	5
Mount Bryan	Western Australia	M	3
Mount Bryan East	(Same Address)	M	3
Mount Burr	(Same Address)	F	127
Mount Burr	(Same Address)	M	116
Mount Burr	(Same SA2)	F	3
Mount Burr	(Same SA2)	M	4
Mount Burr	New South Wales	F	9
Mount Burr	New South Wales	M	3
Mount Burr	South Australia	F	25
Mount Burr	South Australia	M	17
Mount Burr	Victoria	M	3
Mount Charles	(Same Address)	F	8
Mount Charles	(Same Address)	M	13
Mount Charles	South Australia	F	3
Mount Charles	South Australia	M	3
Mount Clarence Station	(Same Address)	M	5
Mount Compass	(Overseas)	F	13
Mount Compass	(Overseas)	M	10
Mount Compass	(Same Address)	F	396
Mount Compass	(Same Address)	M	431
Mount Compass	(Same SA2)	F	52
Mount Compass	(Same SA2)	M	37
Mount Compass	Queensland	F	5
Mount Compass	Queensland	M	9
Mount Compass	South Australia	F	168
Mount Compass	South Australia	M	152
Mount Compass	Tasmania	F	3
Mount Compass	Tasmania	M	3
Mount Compass	Victoria	F	3
Mount Compass	Victoria	M	3
Mount Compass	Western Australia	F	4
Mount Cooper (SA)	(Same SA2)	M	3
Mount Cooper (SA)	South Australia	F	5
Mount Cooper (SA)	South Australia	M	3
Mount Crawford	(Same Address)	F	53
Mount Crawford	(Same Address)	M	33
Mount Crawford	South Australia	F	13
Mount Crawford	South Australia	M	13
Mount Crawford	Victoria	M	3
Mount Damper	(Same Address)	F	15
Mount Damper	(Same Address)	M	18
Mount Damper	(Same SA2)	F	4
Mount Damper	(Same SA2)	M	8
Mount Drummond	(Same Address)	F	7
Mount Drummond	(Same Address)	M	3
Mount Dutton Bay	(Same Address)	F	17
Mount Dutton Bay	(Same Address)	M	11
Mount Dutton Bay	South Australia	F	3
Mount Eba	(Overseas)	M	3
Mount Eba	(Same Address)	F	11
Mount Eba	(Same Address)	M	37
Mount Eba	(Same SA2)	M	4
Mount Eba	Queensland	F	3
Mount Eba	Queensland	M	13
Mount Eba	South Australia	F	10
Mount Eba	South Australia	M	29
Mount Eba	Victoria	M	6
Mount Eba	Western Australia	M	12
Mount Gambier	(Overseas)	F	236
Mount Gambier	(Overseas)	M	221
Mount Gambier	(Same Address)	F	6834
Mount Gambier	(Same Address)	M	6523
Mount Gambier	(Same SA2)	F	1458
Mount Gambier	(Same SA2)	M	1242
Mount Gambier	Australian Capital Territory	F	3
Mount Gambier	Australian Capital Territory	M	4
Mount Gambier	New South Wales	F	84
Mount Gambier	New South Wales	M	95
Mount Gambier	Northern Territory	F	32
Mount Gambier	Northern Territory	M	33
Mount Gambier	Queensland	F	102
Mount Gambier	Queensland	M	102
Mount Gambier	South Australia	F	2299
Mount Gambier	South Australia	M	2046
Mount Gambier	Tasmania	F	16
Mount Gambier	Tasmania	M	28
Mount Gambier	Victoria	F	302
Mount Gambier	Victoria	M	303
Mount Gambier	Western Australia	F	59
Mount Gambier	Western Australia	M	71
Mount George (SA)	(Overseas)	F	4
Mount George (SA)	(Overseas)	M	3
Mount George (SA)	(Same Address)	F	102
Mount George (SA)	(Same Address)	M	91
Mount George (SA)	(Same SA2)	F	12
Mount George (SA)	(Same SA2)	M	12
Mount George (SA)	Australian Capital Territory	F	5
Mount George (SA)	Australian Capital Territory	M	3
Mount George (SA)	Northern Territory	M	3
Mount George (SA)	South Australia	F	4
Mount George (SA)	South Australia	M	11
Mount Hope (SA)	(Same Address)	F	15
Mount Hope (SA)	(Same Address)	M	19
Mount Hope (SA)	Northern Territory	F	3
Mount Jagged	(Same Address)	F	55
Mount Jagged	(Same Address)	M	49
Mount Jagged	(Same SA2)	M	3
Mount Jagged	South Australia	F	14
Mount Jagged	South Australia	M	12
Mount Light	(Same Address)	F	48
Mount Light	(Same Address)	M	56
Mount Light	(Same SA2)	F	3
Mount Light	South Australia	F	10
Mount Light	South Australia	M	12
Mount Magnificent	(Overseas)	F	3
Mount Magnificent	(Same Address)	F	20
Mount Magnificent	(Same Address)	M	14
Mount Magnificent	South Australia	F	4
Mount Magnificent	South Australia	M	3
Mount Mary	(Same Address)	F	7
Mount Mary	(Same Address)	M	13
Mount Mcintyre	(Same Address)	F	20
Mount Mcintyre	(Same Address)	M	24
Mount Mcintyre	South Australia	M	4
Mount Mcintyre	Victoria	F	4
Mount Mckenzie	(Same Address)	F	23
Mount Mckenzie	(Same Address)	M	24
Mount Mckenzie	South Australia	M	3
Mount Mckenzie	Victoria	F	3
Mount Observation (SA)	(Same Address)	F	3
Mount Observation (SA)	(Same Address)	M	5
Mount Osmond	(Overseas)	F	3
Mount Osmond	(Same Address)	F	122
Mount Osmond	(Same Address)	M	140
Mount Osmond	South Australia	F	37
Mount Osmond	South Australia	M	40
Mount Osmond	Victoria	F	4
Mount Pleasant (SA)	(Overseas)	F	6
Mount Pleasant (SA)	(Overseas)	M	3
Mount Pleasant (SA)	(Same Address)	F	315
Mount Pleasant (SA)	(Same Address)	M	295
Mount Pleasant (SA)	(Same SA2)	F	23
Mount Pleasant (SA)	(Same SA2)	M	26
Mount Pleasant (SA)	New South Wales	F	3
Mount Pleasant (SA)	Northern Territory	F	6
Mount Pleasant (SA)	Northern Territory	M	3
Mount Pleasant (SA)	Queensland	F	3
Mount Pleasant (SA)	Queensland	M	3
Mount Pleasant (SA)	South Australia	F	107
Mount Pleasant (SA)	South Australia	M	93
Mount Pleasant (SA)	Victoria	M	3
Mount Schank	(Overseas)	M	4
Mount Schank	(Same Address)	F	81
Mount Schank	(Same Address)	M	79
Mount Schank	(Same SA2)	F	4
Mount Schank	(Same SA2)	M	7
Mount Schank	South Australia	F	13
Mount Schank	South Australia	M	13
Mount Schank	Tasmania	M	3
Mount Schank	Victoria	F	7
Mount Schank	Victoria	M	3
Mount Schank	Western Australia	F	3
Mount Schank	Western Australia	M	3
Mount Serle	(Same Address)	M	9
Mount Serle	South Australia	F	5
Mount Serle	South Australia	M	3
Mount Templeton	(Same Address)	F	13
Mount Templeton	(Same Address)	M	13
Mount Templeton	South Australia	F	3
Mount Torrens	(Overseas)	F	4
Mount Torrens	(Same Address)	F	225
Mount Torrens	(Same Address)	M	225
Mount Torrens	(Same SA2)	F	12
Mount Torrens	(Same SA2)	M	13
Mount Torrens	New South Wales	F	6
Mount Torrens	New South Wales	M	4
Mount Torrens	Northern Territory	F	3
Mount Torrens	South Australia	F	63
Mount Torrens	South Australia	M	68
Mount Torrens	Victoria	F	5
Mount Torrens	Victoria	M	3
Mount Wedge	(Same Address)	F	3
Mount Wedge	(Same Address)	M	3
Mount Wedge	(Same SA2)	F	3
Mount Wedge	(Same SA2)	M	3
Mount Willoughby	(Same Address)	F	3
Mount Willoughby	(Same Address)	M	9
Mount Willoughby	South Australia	F	5
Mount Willoughby	South Australia	M	3
Moyhall	(Same Address)	F	6
Moyhall	(Same Address)	M	10
Moyhall	(Same SA2)	M	4
Moyhall	South Australia	F	8
Moyhall	South Australia	M	4
Moyhall	Victoria	F	3
Mudamuckla	(Same Address)	F	14
Mudamuckla	(Same Address)	M	14
Mudamuckla	South Australia	F	7
Mudamuckla	South Australia	M	7
Mulgundawa	(Same Address)	F	14
Mulgundawa	(Same Address)	M	20
Mulgundawa	South Australia	F	6
Mulgundawa	South Australia	M	5
Mullaquana	(Same Address)	F	77
Mullaquana	(Same Address)	M	101
Mullaquana	(Same SA2)	F	17
Mullaquana	(Same SA2)	M	15
Mullaquana	South Australia	F	9
Mullaquana	South Australia	M	3
Mundic Creek	(Same Address)	F	8
Mundic Creek	(Same Address)	M	13
Mundic Creek	(Same SA2)	F	3
Mundic Creek	Western Australia	F	3
Mundoo Island	(Same Address)	F	3
Mundoo Island	(Same Address)	M	3
Mundoora	(Same Address)	F	40
Mundoora	(Same Address)	M	44
Mundoora	(Same SA2)	F	4
Mundoora	(Same SA2)	M	10
Mundoora	South Australia	F	8
Mundulla	(Overseas)	F	3
Mundulla	(Overseas)	M	4
Mundulla	(Same Address)	F	126
Mundulla	(Same Address)	M	150
Mundulla	(Same SA2)	F	28
Mundulla	(Same SA2)	M	41
Mundulla	South Australia	F	7
Mundulla	South Australia	M	12
Mundulla West	(Same Address)	F	24
Mundulla West	(Same Address)	M	21
Mundulla West	(Same SA2)	F	5
Mundulla West	(Same SA2)	M	10
Mungeranie	(Same Address)	F	9
Mungeranie	(Same Address)	M	18
Mungeranie	New South Wales	F	3
Mungeranie	New South Wales	M	3
Munno Para	(Overseas)	F	57
Munno Para	(Overseas)	M	54
Munno Para	(Same Address)	F	610
Munno Para	(Same Address)	M	611
Munno Para	(Same SA2)	F	67
Munno Para	(Same SA2)	M	62
Munno Para	Australian Capital Territory	F	7
Munno Para	Australian Capital Territory	M	5
Munno Para	New South Wales	F	38
Munno Para	New South Wales	M	34
Munno Para	Northern Territory	F	13
Munno Para	Northern Territory	M	14
Munno Para	Queensland	F	42
Munno Para	Queensland	M	38
Munno Para	South Australia	F	724
Munno Para	South Australia	M	633
Munno Para	Tasmania	F	12
Munno Para	Tasmania	M	7
Munno Para	Victoria	F	28
Munno Para	Victoria	M	23
Munno Para	Western Australia	F	12
Munno Para	Western Australia	M	13
Munno Para Downs	(Overseas)	F	5
Munno Para Downs	(Overseas)	M	4
Munno Para Downs	(Same Address)	F	62
Munno Para Downs	(Same Address)	M	72
Munno Para Downs	(Same SA2)	M	4
Munno Para Downs	South Australia	F	17
Munno Para Downs	South Australia	M	18
Munno Para West	(Overseas)	F	65
Munno Para West	(Overseas)	M	39
Munno Para West	(Same Address)	F	916
Munno Para West	(Same Address)	M	872
Munno Para West	(Same SA2)	F	126
Munno Para West	(Same SA2)	M	128
Munno Para West	Australian Capital Territory	F	4
Munno Para West	Australian Capital Territory	M	4
Munno Para West	New South Wales	F	40
Munno Para West	New South Wales	M	40
Munno Para West	Northern Territory	F	14
Munno Para West	Northern Territory	M	17
Munno Para West	Queensland	F	23
Munno Para West	Queensland	M	22
Munno Para West	South Australia	F	1234
Munno Para West	South Australia	M	1083
Munno Para West	Victoria	F	34
Munno Para West	Victoria	M	26
Munno Para West	Western Australia	F	12
Munno Para West	Western Australia	M	14
Murbko	(Same Address)	F	22
Murbko	(Same Address)	M	32
Murbko	(Same SA2)	F	3
Murbko	(Same SA2)	M	4
Murbko	South Australia	F	10
Murbko	South Australia	M	11
Murdinga	(Same Address)	F	14
Murdinga	(Same Address)	M	25
Murdinga	(Same SA2)	M	4
Murdinga	South Australia	F	3
Murdinga	South Australia	M	4
Murlong	(Same Address)	F	6
Murlong	(Same Address)	M	6
Murninnie Beach	(Same Address)	F	16
Murninnie Beach	(Same Address)	M	15
Murninnie Beach	South Australia	M	6
Murputja	(Same Address)	F	8
Murputja	(Same Address)	M	14
Murputja	(Same SA2)	F	5
Murputja	(Same SA2)	M	4
Murrawong	(Same Address)	F	4
Murrawong	(Same Address)	M	4
Murrawong	South Australia	F	3
Murrawong	South Australia	M	4
Murray Bridge	(Overseas)	F	421
Murray Bridge	(Overseas)	M	462
Murray Bridge	(Same Address)	F	3389
Murray Bridge	(Same Address)	M	3179
Murray Bridge	(Same SA2)	F	1307
Murray Bridge	(Same SA2)	M	1113
Murray Bridge	Australian Capital Territory	F	3
Murray Bridge	Australian Capital Territory	M	3
Murray Bridge	New South Wales	F	53
Murray Bridge	New South Wales	M	49
Murray Bridge	Northern Territory	F	41
Murray Bridge	Northern Territory	M	40
Murray Bridge	Queensland	F	65
Murray Bridge	Queensland	M	73
Murray Bridge	South Australia	F	987
Murray Bridge	South Australia	M	855
Murray Bridge	Tasmania	F	10
Murray Bridge	Tasmania	M	9
Murray Bridge	Victoria	F	76
Murray Bridge	Victoria	M	78
Murray Bridge	Western Australia	F	29
Murray Bridge	Western Australia	M	35
Murray Bridge East	(Overseas)	F	3
Murray Bridge East	(Same Address)	F	360
Murray Bridge East	(Same Address)	M	368
Murray Bridge East	(Same SA2)	F	67
Murray Bridge East	(Same SA2)	M	53
Murray Bridge East	Northern Territory	F	8
Murray Bridge East	Queensland	F	4
Murray Bridge East	Queensland	M	3
Murray Bridge East	South Australia	F	57
Murray Bridge East	South Australia	M	73
Murray Bridge East	Victoria	F	3
Murray Bridge East	Victoria	M	3
Murray Bridge North	(Same Address)	F	45
Murray Bridge North	(Same Address)	M	44
Murray Bridge North	(Same SA2)	M	3
Murray Bridge North	Northern Territory	F	3
Murray Bridge North	South Australia	F	9
Murray Bridge North	South Australia	M	9
Murray Bridge South	(Same Address)	F	49
Murray Bridge South	(Same Address)	M	54
Murray Bridge South	(Same SA2)	F	12
Murray Bridge South	(Same SA2)	M	9
Murray Bridge South	New South Wales	F	3
Murray Bridge South	South Australia	F	9
Murray Bridge South	South Australia	M	15
Murray Bridge South	Western Australia	M	3
Murray Town	(Same Address)	F	20
Murray Town	(Same Address)	M	20
Murray Town	(Same SA2)	F	3
Murray Town	(Same SA2)	M	3
Murray Town	South Australia	F	3
Murray Town	South Australia	M	4
Murtho	(Same Address)	F	63
Murtho	(Same Address)	M	60
Murtho	(Same SA2)	F	4
Murtho	(Same SA2)	M	10
Murtho	South Australia	F	3
Murtho	South Australia	M	10
Muston	(Same Address)	F	8
Muston	(Same Address)	M	10
Muston	(Same SA2)	M	3
Muston	Tasmania	F	3
Mylor	(Overseas)	F	12
Mylor	(Overseas)	M	8
Mylor	(Same Address)	F	336
Mylor	(Same Address)	M	346
Mylor	(Same SA2)	F	50
Mylor	(Same SA2)	M	52
Mylor	New South Wales	F	3
Mylor	New South Wales	M	3
Mylor	Queensland	F	3
Mylor	Queensland	M	3
Mylor	South Australia	F	88
Mylor	South Australia	M	63
Mypolonga	(Overseas)	F	3
Mypolonga	(Same Address)	F	139
Mypolonga	(Same Address)	M	173
Mypolonga	(Same SA2)	F	12
Mypolonga	(Same SA2)	M	13
Mypolonga	Queensland	M	3
Mypolonga	South Australia	F	30
Mypolonga	South Australia	M	41
Mypolonga	Western Australia	F	4
Myponga	(Overseas)	M	7
Myponga	(Same Address)	F	161
Myponga	(Same Address)	M	191
Myponga	(Same SA2)	F	15
Myponga	(Same SA2)	M	22
Myponga	Queensland	F	4
Myponga	South Australia	F	130
Myponga	South Australia	M	115
Myponga	Victoria	F	3
Myponga Beach	(Same Address)	F	11
Myponga Beach	(Same Address)	M	10
Myponga Beach	South Australia	F	3
Myponga Beach	South Australia	M	3
Myrtle Bank (SA)	(Overseas)	F	68
Myrtle Bank (SA)	(Overseas)	M	59
Myrtle Bank (SA)	(Same Address)	F	860
Myrtle Bank (SA)	(Same Address)	M	682
Myrtle Bank (SA)	(Same SA2)	F	71
Myrtle Bank (SA)	(Same SA2)	M	47
Myrtle Bank (SA)	Australian Capital Territory	F	3
Myrtle Bank (SA)	New South Wales	F	19
Myrtle Bank (SA)	New South Wales	M	18
Myrtle Bank (SA)	Queensland	F	11
Myrtle Bank (SA)	Queensland	M	11
Myrtle Bank (SA)	South Australia	F	377
Myrtle Bank (SA)	South Australia	M	329
Myrtle Bank (SA)	Victoria	F	14
Myrtle Bank (SA)	Victoria	M	8
Myrtle Bank (SA)	Western Australia	F	8
Myrtle Bank (SA)	Western Australia	M	6
Nailsworth	(Overseas)	F	56
Nailsworth	(Overseas)	M	56
Nailsworth	(Same Address)	F	662
Nailsworth	(Same Address)	M	620
Nailsworth	(Same SA2)	F	23
Nailsworth	(Same SA2)	M	32
Nailsworth	New South Wales	F	11
Nailsworth	New South Wales	M	12
Nailsworth	Queensland	F	7
Nailsworth	Queensland	M	3
Nailsworth	South Australia	F	210
Nailsworth	South Australia	M	234
Nailsworth	Victoria	F	10
Nailsworth	Victoria	M	12
Nain	(Same Address)	F	10
Nain	(Same Address)	M	20
Nain	(Same SA2)	F	3
Nairne	(Overseas)	F	24
Nairne	(Overseas)	M	29
Nairne	(Same Address)	F	1267
Nairne	(Same Address)	M	1232
Nairne	(Same SA2)	F	142
Nairne	(Same SA2)	M	144
Nairne	Australian Capital Territory	F	3
Nairne	New South Wales	F	26
Nairne	New South Wales	M	29
Nairne	Northern Territory	F	13
Nairne	Northern Territory	M	14
Nairne	Queensland	F	22
Nairne	Queensland	M	23
Nairne	South Australia	F	723
Nairne	South Australia	M	664
Nairne	Tasmania	F	3
Nairne	Tasmania	M	4
Nairne	Victoria	F	24
Nairne	Victoria	M	27
Nairne	Western Australia	F	5
Nairne	Western Australia	M	8
Nalyappa	(Same Address)	F	6
Nalyappa	(Same Address)	M	10
Nalyappa	South Australia	F	3
Nangkita	(Overseas)	M	3
Nangkita	(Same Address)	F	64
Nangkita	(Same Address)	M	59
Nangkita	(Same SA2)	F	3
Nangkita	South Australia	F	10
Nangkita	South Australia	M	16
Nangwarry	(Overseas)	F	3
Nangwarry	(Same Address)	F	139
Nangwarry	(Same Address)	M	176
Nangwarry	(Same SA2)	F	8
Nangwarry	(Same SA2)	M	17
Nangwarry	Queensland	F	9
Nangwarry	Queensland	M	8
Nangwarry	South Australia	F	33
Nangwarry	South Australia	M	27
Nangwarry	Victoria	F	13
Nangwarry	Victoria	M	11
Nangwarry	Western Australia	M	3
Nantawarra	(Same Address)	F	25
Nantawarra	(Same Address)	M	27
Nantawarra	South Australia	F	3
Nantawarra	South Australia	M	4
Napperby	(Same Address)	F	203
Napperby	(Same Address)	M	218
Napperby	(Same SA2)	F	10
Napperby	(Same SA2)	M	6
Napperby	New South Wales	F	4
Napperby	New South Wales	M	7
Napperby	Northern Territory	M	3
Napperby	Queensland	F	3
Napperby	South Australia	F	49
Napperby	South Australia	M	55
Napperby	Western Australia	M	3
Naracoorte	(Overseas)	F	145
Naracoorte	(Overseas)	M	228
Naracoorte	(Same Address)	F	1465
Naracoorte	(Same Address)	M	1547
Naracoorte	(Same SA2)	F	502
Naracoorte	(Same SA2)	M	532
Naracoorte	Australian Capital Territory	F	3
Naracoorte	New South Wales	F	19
Naracoorte	New South Wales	M	22
Naracoorte	Northern Territory	F	12
Naracoorte	Northern Territory	M	11
Naracoorte	Queensland	F	24
Naracoorte	Queensland	M	27
Naracoorte	South Australia	F	240
Naracoorte	South Australia	M	222
Naracoorte	Tasmania	F	3
Naracoorte	Victoria	F	73
Naracoorte	Victoria	M	78
Naracoorte	Western Australia	F	11
Naracoorte	Western Australia	M	10
Narridy	(Overseas)	M	3
Narridy	(Same Address)	F	28
Narridy	(Same Address)	M	32
Narridy	South Australia	F	3
Narridy	South Australia	M	3
Narrung (SA)	(Overseas)	F	3
Narrung (SA)	(Overseas)	M	4
Narrung (SA)	(Same Address)	F	62
Narrung (SA)	(Same Address)	M	61
Narrung (SA)	South Australia	F	20
Narrung (SA)	South Australia	M	19
Narrung (SA)	Tasmania	F	3
Naturi	(Same Address)	F	3
Naturi	(Same Address)	M	13
Naturi	South Australia	F	3
Naturi	South Australia	M	3
Neales Flat	(Same Address)	F	29
Neales Flat	(Same Address)	M	29
Neales Flat	South Australia	F	5
Neales Flat	Victoria	F	3
Nectar Brook	(Same Address)	F	3
Nectar Brook	(Same Address)	M	5
Nectar Brook	South Australia	F	3
Nelshaby	(Same Address)	F	59
Nelshaby	(Same Address)	M	62
Nelshaby	New South Wales	F	3
Nelshaby	New South Wales	M	3
Nelshaby	Queensland	M	4
Nelshaby	South Australia	F	17
Nelshaby	South Australia	M	16
Nelshaby	Victoria	F	3
Nelshaby	Victoria	M	3
Nene Valley	(Same Address)	F	28
Nene Valley	(Same Address)	M	34
Nene Valley	(Same SA2)	F	3
Nene Valley	(Same SA2)	M	7
Nene Valley	South Australia	F	3
Nepabunna	(Overseas)	F	4
Nepabunna	(Same Address)	F	14
Nepabunna	(Same Address)	M	22
Nepabunna	South Australia	F	4
Nepabunna	South Australia	M	3
Nepabunna	Western Australia	F	3
Nepean Bay	(Same Address)	F	20
Nepean Bay	(Same Address)	M	36
Nepean Bay	(Same SA2)	F	11
Nepean Bay	(Same SA2)	M	13
Nepean Bay	South Australia	F	6
Nepean Bay	South Australia	M	6
Nepean Bay	Western Australia	F	4
