SSC_NAME16	PrivateDwelling	Sex	persons
Maryland (Tenterfield - NSW)	1	M	22
Marys Mount	0	M	3
Marys Mount	1	F	29
Marys Mount	1	M	34
Maryvale (NSW)	0	F	11
Maryvale (NSW)	0	M	8
Maryvale (NSW)	1	F	85
Maryvale (NSW)	1	M	87
Maryville	0	F	16
Maryville	0	M	25
Maryville	1	F	692
Maryville	1	M	681
Mascot	0	F	973
Mascot	0	M	1185
Mascot	1	F	6901
Mascot	1	M	6920
Matcham	0	F	12
Matcham	0	M	11
Matcham	1	F	456
Matcham	1	M	459
Matheson	1	F	24
Matheson	1	M	22
Mathoura	0	F	16
Mathoura	0	M	22
Mathoura	1	F	451
Mathoura	1	M	443
Matong	0	F	12
Matong	0	M	18
Matong	1	F	57
Matong	1	M	68
Matraville	0	F	298
Matraville	0	M	297
Matraville	1	F	4728
Matraville	1	M	4445
Maude (NSW)	0	F	3
Maude (NSW)	0	M	4
Maude (NSW)	1	F	30
Maude (NSW)	1	M	46
Maules Creek	0	F	4
Maules Creek	0	M	5
Maules Creek	1	F	48
Maules Creek	1	M	53
Maxwell	0	M	3
Maxwell	1	F	57
Maxwell	1	M	33
Maybole	0	F	3
Maybole	0	M	3
Maybole	1	F	15
Maybole	1	M	19
Mayers Flat	1	F	27
Mayers Flat	1	M	24
Mayfield (Newcastle - NSW)	0	F	333
Mayfield (Newcastle - NSW)	0	M	440
Mayfield (Newcastle - NSW)	1	F	4311
Mayfield (Newcastle - NSW)	1	M	4132
Mayfield (Oberon - NSW)	1	M	3
Mayfield (Queanbeyan-Palerang Regional - NSW)	1	F	11
Mayfield (Queanbeyan-Palerang Regional - NSW)	1	M	6
Mayfield (Shoalhaven - NSW)	0	F	3
Mayfield (Shoalhaven - NSW)	0	M	4
Mayfield (Shoalhaven - NSW)	1	F	12
Mayfield (Shoalhaven - NSW)	1	M	15
Mayfield East	0	F	83
Mayfield East	0	M	45
Mayfield East	1	F	756
Mayfield East	1	M	760
Mayfield West	0	F	31
Mayfield West	0	M	74
Mayfield West	1	F	855
Mayfield West	1	M	943
Mayrung	0	F	5
Mayrung	0	M	11
Mayrung	1	F	61
Mayrung	1	M	66
Mays Hill	0	F	22
Mays Hill	0	M	28
Mays Hill	1	F	345
Mays Hill	1	M	375
Mayvale	1	F	7
Mayvale	1	M	7
McCullys Gap	0	F	3
McCullys Gap	0	M	3
McCullys Gap	1	F	117
McCullys Gap	1	M	122
McDougalls Hill	0	F	9
McDougalls Hill	0	M	11
McDougalls Hill	1	F	58
McDougalls Hill	1	M	82
McGraths Hill	0	F	24
McGraths Hill	0	M	25
McGraths Hill	1	F	1218
McGraths Hill	1	M	1247
McKees Hill	0	F	4
McKees Hill	0	M	5
McKees Hill	1	F	166
McKees Hill	1	M	174
McKellars Park	0	F	6
McKellars Park	0	M	9
McKellars Park	1	F	96
McKellars Park	1	M	111
McLeans Ridges	0	F	19
McLeans Ridges	0	M	18
McLeans Ridges	1	F	243
McLeans Ridges	1	M	228
McLeods Shoot	0	F	3
McLeods Shoot	0	M	4
McLeods Shoot	1	F	46
McLeods Shoot	1	M	47
McMahons Point	0	F	138
McMahons Point	0	M	128
McMahons Point	1	F	1036
McMahons Point	1	M	941
McMahons Reef	1	F	22
McMahons Reef	1	M	23
Meadow Flat	0	F	8
Meadow Flat	0	M	9
Meadow Flat	1	F	150
Meadow Flat	1	M	150
Meadowbank (NSW)	0	F	48
Meadowbank (NSW)	0	M	52
Meadowbank (NSW)	1	F	2159
Meadowbank (NSW)	1	M	2108
Mebul	1	F	20
Mebul	1	M	17
Medlow Bath	0	F	56
Medlow Bath	0	M	72
Medlow Bath	1	F	283
Medlow Bath	1	M	271
Medowie	0	F	244
Medowie	0	M	235
Medowie	1	F	4455
Medowie	1	M	4369
Medway	0	F	6
Medway	0	M	5
Medway	1	F	53
Medway	1	M	59
Meerschaum Vale	0	F	22
Meerschaum Vale	0	M	13
Meerschaum Vale	1	F	167
Meerschaum Vale	1	M	190
Megalong Valley	0	F	17
Megalong Valley	0	M	14
Megalong Valley	1	F	56
Megalong Valley	1	M	64
Megan	0	F	10
Megan	0	M	4
Megan	1	F	61
Megan	1	M	66
Melbergen	1	M	3
Melinga	0	F	3
Melinga	1	F	53
Melinga	1	M	46
Mellool	0	F	3
Mellool	0	M	3
Mellool	1	F	15
Mellool	1	M	17
Melrose Park (NSW)	0	F	9
Melrose Park (NSW)	0	M	21
Melrose Park (NSW)	1	F	756
Melrose Park (NSW)	1	M	758
Melville (NSW)	1	F	32
Melville (NSW)	1	M	30
Memagong	0	F	3
Memagong	1	F	48
Memagong	1	M	41
Menah	0	F	6
Menah	0	M	3
Menah	1	F	61
Menah	1	M	70
Menai	0	F	127
Menai	0	M	112
Menai	1	F	5075
Menai	1	M	4884
Menangle	0	F	91
Menangle	0	M	57
Menangle	1	F	509
Menangle	1	M	499
Menangle Park	0	F	6
Menangle Park	0	M	7
Menangle Park	1	F	109
Menangle Park	1	M	119
Mendooran	0	F	24
Mendooran	0	M	25
Mendooran	1	F	242
Mendooran	1	M	255
Menindee	0	F	59
Menindee	0	M	74
Menindee	1	F	214
Menindee	1	M	253
Merah North	0	F	12
Merah North	0	M	10
Merah North	1	F	71
Merah North	1	M	76
Merewether	0	F	174
Merewether	0	M	188
Merewether	1	F	5167
Merewether	1	M	5035
Merewether Heights	0	F	52
Merewether Heights	0	M	19
Merewether Heights	1	F	650
Merewether Heights	1	M	652
Merimbula	0	F	489
Merimbula	0	M	483
Merimbula	1	F	1554
Merimbula	1	M	1450
Meringo	1	F	42
Meringo	1	M	54
Meroo	0	F	4
Meroo	1	F	17
Meroo	1	M	13
Meroo Meadow	0	F	10
Meroo Meadow	0	M	9
Meroo Meadow	1	F	222
Meroo Meadow	1	M	217
Merotherie	0	F	6
Merotherie	0	M	6
Merotherie	1	F	8
Merotherie	1	M	6
Merriangaah	1	F	5
Merricumbene	1	F	5
Merricumbene	1	M	10
Merrigal	1	F	11
Merrigal	1	M	19
Merrill	1	F	17
Merrill	1	M	19
Merriwa (NSW)	0	F	111
Merriwa (NSW)	0	M	107
Merriwa (NSW)	1	F	779
Merriwa (NSW)	1	M	771
Merriwagga	0	F	3
Merriwagga	1	F	42
Merriwagga	1	M	56
Merrygoen	0	F	3
Merrygoen	0	M	5
Merrygoen	1	F	49
Merrygoen	1	M	55
Merrylands	0	F	630
Merrylands	0	M	642
Merrylands	1	F	13738
Merrylands	1	M	14492
Merrylands West	0	F	260
Merrylands West	0	M	193
Merrylands West	1	F	3136
Merrylands West	1	M	2949
Merungle Hill	0	F	29
Merungle Hill	0	M	26
Merungle Hill	1	F	116
Merungle Hill	1	M	98
Meryla	0	M	3
Meryla	1	M	7
Metford	0	F	102
Metford	0	M	91
Metford	1	F	2363
Metford	1	M	2143
Methul	1	F	21
Methul	1	M	23
Metz	1	F	48
Metz	1	M	52
Miandetta (NSW)	0	F	7
Miandetta (NSW)	0	M	9
Miandetta (NSW)	1	F	5
Miandetta (NSW)	1	M	13
Micalo Island	1	F	14
Micalo Island	1	M	19
Michelago	0	F	17
Michelago	0	M	11
Michelago	1	F	243
Michelago	1	M	260
Middle Arm	0	F	3
Middle Arm	0	M	7
Middle Arm	1	F	161
Middle Arm	1	M	179
Middle Brook	0	F	12
Middle Brook	0	M	12
Middle Brook	1	F	103
Middle Brook	1	M	101
Middle Brother	1	F	21
Middle Brother	1	M	24
Middle Cove	0	F	25
Middle Cove	0	M	23
Middle Cove	1	F	625
Middle Cove	1	M	634
Middle Dural	0	F	22
Middle Dural	0	M	20
Middle Dural	1	F	456
Middle Dural	1	M	497
Middle Falbrook	1	F	52
Middle Falbrook	1	M	49
Middle Flat	0	M	3
Middle Flat	1	F	25
Middle Flat	1	M	20
Middle Pocket	0	F	9
Middle Pocket	0	M	3
Middle Pocket	1	F	69
Middle Pocket	1	M	62
Middleton Grange	0	F	170
Middleton Grange	0	M	145
Middleton Grange	1	F	2464
Middleton Grange	1	M	2404
Middlingbank	1	F	4
Middlingbank	1	M	9
Midginbil	0	F	10
Midginbil	0	M	13
Midginbil	1	F	22
Midginbil	1	M	25
Mihi	1	F	15
Mihi	1	M	11
Mila	1	F	20
Mila	1	M	20
Milbrodale	0	F	3
Milbrodale	0	M	9
Milbrodale	1	F	48
Milbrodale	1	M	45
Milbrulong	0	F	10
Milbrulong	0	M	4
Milbrulong	1	F	44
Milbrulong	1	M	45
Milkers Flat	1	F	3
Milkers Flat	1	M	4
Millah Murrah	1	F	12
Millah Murrah	1	M	7
Millbank (NSW)	0	F	4
Millbank (NSW)	0	M	4
Millbank (NSW)	1	F	46
Millbank (NSW)	1	M	66
Miller	0	F	150
Miller	0	M	171
Miller	1	F	1478
Miller	1	M	1445
Millers Forest	0	M	3
Millers Forest	1	F	155
Millers Forest	1	M	166
Millers Point	0	F	157
Millers Point	0	M	225
Millers Point	1	F	601
Millers Point	1	M	612
Millfield	0	F	67
Millfield	0	M	60
Millfield	1	F	441
Millfield	1	M	415
Millie	0	F	4
Millie	0	M	8
Millie	1	F	7
Millie	1	M	10
Millingandi	0	F	14
Millingandi	0	M	21
Millingandi	1	F	212
Millingandi	1	M	204
Millthorpe	0	F	33
Millthorpe	0	M	39
Millthorpe	1	F	592
Millthorpe	1	M	542
Milparinka	0	F	10
Milparinka	0	M	14
Milparinka	1	F	21
Milparinka	1	M	30
Milperra	0	F	114
Milperra	0	M	118
Milperra	1	F	1897
Milperra	1	M	1832
Milroy (Gunnedah - NSW)	0	F	4
Milroy (Gunnedah - NSW)	0	M	5
Milroy (Gunnedah - NSW)	1	F	34
Milroy (Gunnedah - NSW)	1	M	29
Milroy (Mid-Western Regional - NSW)	1	F	31
Milroy (Mid-Western Regional - NSW)	1	M	18
Milsons Passage	0	F	3
Milsons Passage	1	F	4
Milsons Passage	1	M	10
Milsons Point	0	F	122
Milsons Point	0	M	120
Milsons Point	1	F	998
Milsons Point	1	M	930
Milton (NSW)	0	F	164
Milton (NSW)	0	M	106
Milton (NSW)	1	F	710
Milton (NSW)	1	M	632
Milvale	1	F	26
Milvale	1	M	42
Mimosa (NSW)	1	F	37
Mimosa (NSW)	1	M	49
Minchinbury	0	F	60
Minchinbury	0	M	67
Minchinbury	1	F	2798
Minchinbury	1	M	2698
Mindaribba	1	F	35
Mindaribba	1	M	42
Mingoola (NSW)	1	F	10
Mingoola (NSW)	1	M	4
Minimbah	0	F	8
Minimbah	0	M	5
Minimbah	1	F	90
Minimbah	1	M	101
Minjary	1	F	16
Minjary	1	M	18
Minmi	1	F	357
Minmi	1	M	371
Minnamurra	0	F	15
Minnamurra	0	M	14
Minnamurra	1	F	360
Minnamurra	1	M	349
Minnie Water	0	F	26
Minnie Water	0	M	45
Minnie Water	1	F	101
Minnie Water	1	M	116
Minore	1	F	62
Minore	1	M	78
Minto	0	F	315
Minto	0	M	242
Minto	1	F	6023
Minto	1	M	5876
Minto Heights	0	F	9
Minto Heights	0	M	13
Minto Heights	1	F	180
Minto Heights	1	M	171
Mirador	0	F	3
Mirador	1	F	181
Mirador	1	M	167
Miranda (NSW)	0	F	584
Miranda (NSW)	0	M	427
Miranda (NSW)	1	F	7279
Miranda (NSW)	1	M	6820
Mirannie	0	F	3
Mirannie	0	M	7
Mirannie	1	F	28
Mirannie	1	M	32
Mirrabooka (NSW)	0	F	8
Mirrabooka (NSW)	0	M	7
Mirrabooka (NSW)	1	F	350
Mirrabooka (NSW)	1	M	351
Mirrool	0	F	6
Mirrool	0	M	13
Mirrool	1	F	34
Mirrool	1	M	44
Missabotti	0	F	3
Missabotti	0	M	7
Missabotti	1	F	145
Missabotti	1	M	130
Mitchell (NSW)	0	F	571
Mitchell (NSW)	0	M	1029
Mitchell (NSW)	1	F	98
Mitchell (NSW)	1	M	100
Mitchells Flat	0	F	4
Mitchells Flat	0	M	5
Mitchells Flat	1	F	107
Mitchells Flat	1	M	92
Mitchells Island	0	F	12
Mitchells Island	0	M	14
Mitchells Island	1	F	194
Mitchells Island	1	M	224
Mittagong	0	F	522
Mittagong	0	M	247
Mittagong	1	F	2628
Mittagong	1	M	2325
Moama	0	F	355
Moama	0	M	347
Moama	1	F	2804
Moama	1	M	2648
Modanville	0	F	16
Modanville	0	M	15
Modanville	1	F	282
Modanville	1	M	294
Mogareeka	1	F	22
Mogareeka	1	M	18
Mogendoura	0	F	11
Mogendoura	0	M	11
Mogendoura	1	F	88
Mogendoura	1	M	90
Moggs Swamp	1	F	11
Moggs Swamp	1	M	16
Mogilla	1	F	35
Mogilla	1	M	33
Mogo (Eurobodalla - NSW)	0	F	12
Mogo (Eurobodalla - NSW)	0	M	14
Mogo (Eurobodalla - NSW)	1	F	147
Mogo (Eurobodalla - NSW)	1	M	147
Mogo (Mid-Western Regional - NSW)	1	M	3
Mogood	1	F	17
Mogood	1	M	6
Mograni	1	F	15
Mograni	1	M	15
Mogriguy	0	F	4
Mogriguy	0	M	8
Mogriguy	1	F	48
Mogriguy	1	M	45
Mole River	0	F	3
Mole River	0	M	10
Mole River	1	F	21
Mole River	1	M	29
Moleville Creek	0	F	3
Moleville Creek	1	F	13
Moleville Creek	1	M	12
Mollyan	1	F	16
Mollyan	1	M	21
Mollymook	0	F	64
Mollymook	0	M	78
Mollymook	1	F	496
Mollymook	1	M	450
Mollymook Beach	0	F	94
Mollymook Beach	0	M	89
Mollymook Beach	1	F	1170
Mollymook Beach	1	M	1102
Molong	0	F	103
Molong	0	M	93
Molong	1	F	1225
Molong	1	M	1138
Mona Vale	0	F	440
Mona Vale	0	M	298
Mona Vale	1	F	5068
Mona Vale	1	M	4727
Monak	0	F	8
Monak	0	M	6
Monak	1	F	16
Monak	1	M	20
Monaltrie	1	F	90
Monaltrie	1	M	102
Mondrook	0	F	7
Mondrook	0	M	8
Mondrook	1	F	83
Mondrook	1	M	75
Monga	1	F	3
Monga	1	M	8
Mongarlowe	0	F	7
Mongarlowe	0	M	8
Mongarlowe	1	F	52
Mongarlowe	1	M	44
Mongogarie	1	F	38
Mongogarie	1	M	36
Monia Gap	1	F	5
Monia Gap	1	M	3
Monivae	1	F	9
Monivae	1	M	16
Monkerai	0	F	35
Monkerai	0	M	16
Monkerai	1	F	36
Monkerai	1	M	31
Monteagle	0	F	9
Monteagle	0	M	8
Monteagle	1	F	98
Monteagle	1	M	96
Montecollum	0	F	3
Montecollum	0	M	3
Montecollum	1	F	27
Montecollum	1	M	19
Montefiores	0	F	34
Montefiores	0	M	22
Montefiores	1	F	263
Montefiores	1	M	248
Monterey	0	F	118
Monterey	0	M	103
Monterey	1	F	2194
Monterey	1	M	2036
Mooball	0	F	7
Mooball	0	M	10
Mooball	1	F	93
Mooball	1	M	86
Moobi	0	F	15
Moobi	0	M	19
Moobi	1	F	60
Moobi	1	M	60
Mookerawa	0	F	3
Mookerawa	1	F	3
Mookerawa	1	M	3
Mookima Wybra	0	F	4
Mookima Wybra	0	M	26
Mookima Wybra	1	F	9
Mookima Wybra	1	M	17
Moolarben	0	M	3
Moolarben	1	F	5
Moolarben	1	M	6
Moolpa	1	M	3
Moombooldool	1	F	11
Moombooldool	1	M	24
Moonan Brook	1	F	6
Moonan Brook	1	M	13
Moonan Flat	0	F	11
Moonan Flat	0	M	13
Moonan Flat	1	F	47
Moonan Flat	1	M	57
Moonbah	0	F	25
Moonbah	0	M	33
Moonbah	1	F	262
Moonbah	1	M	286
Moonbi	0	F	87
Moonbi	0	M	45
Moonbi	1	F	502
Moonbi	1	M	470
Moonbria	0	F	4
Mooneba	1	F	32
Mooneba	1	M	37
Moonee Beach	0	F	80
Moonee Beach	0	M	92
Moonee Beach	1	F	922
Moonee Beach	1	M	898
Mooney Mooney	1	F	150
Mooney Mooney	1	M	153
Mooney Mooney Creek	1	F	9
Mooney Mooney Creek	1	M	11
Moonpar	1	F	8
Moonpar	1	M	5
Mooral Creek	0	F	7
Mooral Creek	0	M	8
Mooral Creek	1	F	29
Mooral Creek	1	M	35
Moorara	0	M	3
Moorbel	0	M	7
Moorbel	1	F	97
Moorbel	1	M	121
Moore Creek	0	F	27
Moore Creek	0	M	32
Moore Creek	1	F	1102
Moore Creek	1	M	1099
Moore Park	0	F	12
Moore Park	0	M	8
Moore Park	1	F	8
Moore Park	1	M	8
Moorebank	0	F	144
Moorebank	0	M	139
Moorebank	1	F	4731
Moorebank	1	M	4612
Moorilda	1	F	17
Moorilda	1	M	16
Moorland (NSW)	0	F	14
Moorland (NSW)	0	M	12
Moorland (NSW)	1	F	212
Moorland (NSW)	1	M	237
Moorong	0	F	13
Moorong	0	M	10
Moorong	1	F	78
Moorong	1	M	79
Moorwatha	0	F	5
Moorwatha	0	M	4
Moorwatha	1	F	22
Moorwatha	1	M	18
Moparrabah	0	F	3
Moparrabah	0	M	3
Moparrabah	1	F	47
Moparrabah	1	M	50
Moppy	0	F	3
Moppy	0	M	4
Moppy	1	F	3
Moppy	1	M	6
Morago	0	M	4
Morago	1	F	20
Morago	1	M	18
Morangarell	0	F	5
Morangarell	0	M	3
Morangarell	1	F	11
Morangarell	1	M	17
Morans Crossing	1	F	34
Morans Crossing	1	M	38
Moree	0	F	784
Moree	0	M	952
Moree	1	F	4057
Moree	1	M	3989
Morisset	0	F	155
Morisset	0	M	247
Morisset	1	F	1500
Morisset	1	M	1271
Morisset Park	0	F	12
Morisset Park	0	M	17
Morisset Park	1	F	365
Morisset Park	1	M	342
Morning Bay	0	F	5
Morning Bay	0	M	9
Morning Bay	1	F	8
Morning Bay	1	M	10
Mororo	0	F	3
Mororo	1	F	37
Mororo	1	M	37
Morpeth	0	F	18
Morpeth	0	M	15
Morpeth	1	F	724
Morpeth	1	M	617
Mortdale	0	F	303
Mortdale	0	M	268
Mortdale	1	F	5007
Mortdale	1	M	4734
Mortlake (NSW)	0	F	45
Mortlake (NSW)	0	M	31
Mortlake (NSW)	1	F	503
Mortlake (NSW)	1	M	451
Morton	0	F	11
Morton	0	M	13
Morton	1	F	84
Morton	1	M	93
Mortons Creek	0	F	12
Mortons Creek	0	M	11
Mortons Creek	1	F	133
Mortons Creek	1	M	123
Morts Estate	0	F	13
Morts Estate	0	M	19
Morts Estate	1	F	287
Morts Estate	1	M	286
Morundah	0	M	3
Morundah	1	F	30
Morundah	1	M	34
Moruya	0	F	153
Moruya	0	M	160
Moruya	1	F	1828
Moruya	1	M	1800
Moruya Heads	0	F	28
Moruya Heads	0	M	27
Moruya Heads	1	F	449
Moruya Heads	1	M	429
Morven (Greater Hume Shire - NSW)	0	F	3
Morven (Greater Hume Shire - NSW)	1	F	63
Morven (Greater Hume Shire - NSW)	1	M	67
Mosman	0	F	1160
Mosman	0	M	976
Mosman	1	F	13865
Mosman	1	M	11848
Moss Vale	0	F	393
Moss Vale	0	M	379
Moss Vale	1	F	3983
Moss Vale	1	M	3672
Mossgiel	0	F	12
Mossgiel	0	M	30
Mossgiel	1	F	13
Mossgiel	1	M	16
Mossy Point	0	F	9
Mossy Point	0	M	17
Mossy Point	1	F	251
Mossy Point	1	M	249
Moto	0	F	8
Moto	0	M	3
Moto	1	F	55
Moto	1	M	64
Moulamein	0	F	24
Moulamein	0	M	43
Moulamein	1	F	202
Moulamein	1	M	218
Mount Adrah	0	M	3
Mount Adrah	1	F	14
Mount Adrah	1	M	11
Mount Annan	0	F	111
Mount Annan	0	M	119
Mount Annan	1	F	5815
Mount Annan	1	M	5536
Mount Aquila	0	M	3
Mount Arthur	0	F	4
Mount Arthur	0	M	4
Mount Arthur	1	F	73
Mount Arthur	1	M	67
Mount Austin	0	F	216
Mount Austin	0	M	156
Mount Austin	1	F	1818
Mount Austin	1	M	1707
Mount Burrell	0	F	10
Mount Burrell	0	M	16
Mount Burrell	1	F	98
Mount Burrell	1	M	101
Mount Colah	0	F	57
Mount Colah	0	M	56
Mount Colah	1	F	3431
Mount Colah	1	M	3407
Mount Collins	1	F	3
Mount Collins	1	M	8
Mount Darragh	1	F	9
Mount Darragh	1	M	13
Mount David	0	F	3
Mount David	1	F	12
Mount David	1	M	19
Mount Dee	1	F	3
Mount Dee	1	M	4
Mount Druitt	0	F	363
Mount Druitt	0	M	372
Mount Druitt	1	F	8010
Mount Druitt	1	M	7941
Mount Elliot (NSW)	0	F	3
Mount Elliot (NSW)	0	M	3
Mount Elliot (NSW)	1	F	80
Mount Elliot (NSW)	1	M	73
Mount Fairy	0	F	5
Mount Fairy	0	M	5
Mount Fairy	1	F	96
Mount Fairy	1	M	101
Mount Frome	0	F	3
Mount Frome	0	M	10
Mount Frome	1	F	51
Mount Frome	1	M	60
Mount George (NSW)	0	F	16
Mount George (NSW)	0	M	14
Mount George (NSW)	1	F	114
Mount George (NSW)	1	M	142
Mount Harris	1	F	6
Mount Harris	1	M	3
Mount Hope (NSW)	0	F	3
Mount Hope (NSW)	1	F	8
Mount Hope (NSW)	1	M	9
Mount Horeb	1	F	12
Mount Horeb	1	M	11
Mount Hunter	0	F	10
Mount Hunter	0	M	16
Mount Hunter	1	F	346
Mount Hunter	1	M	322
Mount Hutton (NSW)	0	F	173
Mount Hutton (NSW)	0	M	102
Mount Hutton (NSW)	1	F	1664
Mount Hutton (NSW)	1	M	1530
Mount Irvine	0	F	5
Mount Irvine	0	M	3
Mount Irvine	1	F	8
Mount Irvine	1	M	5
Mount Keira	0	F	21
Mount Keira	0	M	29
Mount Keira	1	F	775
Mount Keira	1	M	796
Mount Kembla	0	F	18
Mount Kembla	0	M	7
Mount Kembla	1	F	515
Mount Kembla	1	M	477
Mount Kingiman	1	F	5
Mount Kingiman	1	M	4
Mount Knowles	0	F	3
Mount Knowles	0	M	3
Mount Knowles	1	F	17
Mount Knowles	1	M	18
Mount Kuring-Gai	0	F	28
Mount Kuring-Gai	0	M	40
Mount Kuring-Gai	1	F	825
Mount Kuring-Gai	1	M	805
Mount Lambie	0	F	3
Mount Lambie	0	M	3
Mount Lambie	1	F	28
Mount Lambie	1	M	38
Mount Lewis	0	F	18
Mount Lewis	0	M	10
Mount Lewis	1	F	600
Mount Lewis	1	M	556
Mount Marsden	0	F	3
Mount Marsden	0	M	7
Mount Marsden	1	F	33
Mount Marsden	1	M	29
Mount Marsh	1	F	3
Mount Mitchell	0	F	6
Mount Mitchell	0	M	3
Mount Mitchell	1	F	32
Mount Mitchell	1	M	49
Mount Murray	0	M	3
Mount Murray	1	F	22
Mount Murray	1	M	25
Mount Olive (Oberon - NSW)	0	F	3
Mount Olive (Oberon - NSW)	1	F	4
Mount Olive (Oberon - NSW)	1	M	5
Mount Olive (Singleton - NSW)	1	F	68
Mount Olive (Singleton - NSW)	1	M	60
Mount Ousley	0	F	7
Mount Ousley	0	M	8
Mount Ousley	1	F	759
Mount Ousley	1	M	784
Mount Panorama	0	F	43
Mount Panorama	0	M	68
Mount Panorama	1	F	46
Mount Panorama	1	M	44
Mount Pleasant (NSW)	0	F	24
Mount Pleasant (NSW)	0	M	25
Mount Pleasant (NSW)	1	F	657
Mount Pleasant (NSW)	1	M	646
Mount Pritchard	0	F	241
Mount Pritchard	0	M	232
Mount Pritchard	1	F	4769
Mount Pritchard	1	M	4686
Mount Rankin	0	F	9
Mount Rankin	0	M	12
Mount Rankin	1	F	163
Mount Rankin	1	M	169
Mount Rivers	1	F	23
Mount Rivers	1	M	16
Mount Riverview	0	F	17
Mount Riverview	0	M	11
Mount Riverview	1	F	1512
Mount Riverview	1	M	1443
Mount Royal	0	M	3
Mount Royal	1	F	10
Mount Royal	1	M	8
Mount Russell	0	F	8
Mount Russell	0	M	13
Mount Russell	1	F	43
Mount Russell	1	M	37
Mount Saint Thomas	0	F	32
Mount Saint Thomas	0	M	31
Mount Saint Thomas	1	F	734
Mount Saint Thomas	1	M	662
Mount Seaview	0	F	5
Mount Seaview	0	M	3
Mount Seaview	1	F	9
Mount Seaview	1	M	13
Mount Tenandra	1	F	11
Mount Tenandra	1	M	11
Mount Thorley	0	F	4
Mount Thorley	0	M	5
Mount Thorley	1	F	27
Mount Thorley	1	M	33
Mount Tomah	0	F	3
Mount Tomah	0	M	8
Mount Tomah	1	F	21
Mount Tomah	1	M	33
Mount Vernon	0	F	41
Mount Vernon	0	M	52
Mount Vernon	1	F	533
Mount Vernon	1	M	562
Mount Victoria	0	F	56
Mount Victoria	0	M	62
Mount Victoria	1	F	442
Mount Victoria	1	M	427
Mount View	0	F	20
Mount View	0	M	24
Mount View	1	F	46
Mount View	1	M	40
Mount Vincent	0	F	5
Mount Vincent	0	M	12
Mount Vincent	1	F	170
Mount Vincent	1	M	183
Mount Warning	0	F	22
Mount Warning	0	M	19
Mount Warning	1	F	33
Mount Warning	1	M	50
Mount Warrigal	0	F	113
Mount Warrigal	0	M	105
Mount Warrigal	1	F	2318
Mount Warrigal	1	M	2285
Mount White	0	F	3
Mount White	0	M	6
Mount White	1	F	73
Mount White	1	M	83
Mount Wilson	0	F	22
Mount Wilson	0	M	24
Mount Wilson	1	F	19
Mount Wilson	1	M	34
Mountain Creek (NSW)	1	F	31
Mountain Creek (NSW)	1	M	22
Mountain Lagoon	0	F	3
Mountain Lagoon	0	M	7
Mountain Lagoon	1	F	45
Mountain Lagoon	1	M	39
Mountain Top	0	F	8
Mountain Top	0	M	10
Mountain Top	1	F	27
Mountain Top	1	M	25
Mountain View (NSW)	0	F	9
Mountain View (NSW)	0	M	9
Mountain View (NSW)	1	F	95
Mountain View (NSW)	1	M	72
Mourquong	0	F	8
Mourquong	0	M	10
Mourquong	1	F	35
Mourquong	1	M	28
Mowbray Park	0	F	5
Mowbray Park	0	M	10
Mowbray Park	1	F	33
Mowbray Park	1	M	44
Mozart	0	M	3
Mozart	1	F	15
Mozart	1	M	27
Mudgee	0	F	643
Mudgee	0	M	709
Mudgee	1	F	4953
Mudgee	1	M	4733
Mulbring	0	F	14
Mulbring	0	M	11
Mulbring	1	F	297
Mulbring	1	M	267
Mulgoa	0	F	80
Mulgoa	0	M	39
Mulgoa	1	F	846
Mulgoa	1	M	889
Mulgrave (NSW)	0	M	9
Mulgrave (NSW)	1	F	35
Mulgrave (NSW)	1	M	45
Muli Muli	1	F	24
Muli Muli	1	M	28
Mulla	0	M	3
Mulla	1	F	10
Mulla	1	M	5
Mulla Creek	0	F	3
Mulla Creek	0	M	8
Mulla Creek	1	F	39
Mulla Creek	1	M	38
Mullaley	0	F	4
Mullaley	0	M	3
Mullaley	1	F	77
Mullaley	1	M	77
Mullamuddy	0	F	3
Mullamuddy	0	M	4
Mullamuddy	1	F	31
Mullamuddy	1	M	24
Mullaway	0	F	25
Mullaway	0	M	29
Mullaway	1	F	263
Mullaway	1	M	247
Mullengandra	0	F	3
Mullengandra	1	F	64
Mullengandra	1	M	59
Mullengudgery	0	F	3
Mullengudgery	1	F	26
Mullengudgery	1	M	18
Mullion	1	F	38
Mullion	1	M	38
Mullion Creek	0	F	18
Mullion Creek	0	M	18
Mullion Creek	1	F	251
Mullion Creek	1	M	244
Mulloon	0	F	16
Mulloon	0	M	11
Mulloon	1	F	63
Mulloon	1	M	53
Mullumbimby	0	F	253
Mullumbimby	0	M	225
Mullumbimby	1	F	1695
Mullumbimby	1	M	1463
Mullumbimby Creek	0	F	38
Mullumbimby Creek	0	M	42
Mullumbimby Creek	1	F	218
Mullumbimby Creek	1	M	235
Mulwala	0	F	194
Mulwala	0	M	199
Mulwala	1	F	973
Mulwala	1	M	939
Mulyandry	0	F	3
Mulyandry	0	M	3
Mulyandry	1	F	28
Mulyandry	1	M	31
Mumbil	0	F	30
Mumbil	0	M	16
Mumbil	1	F	115
Mumbil	1	M	120
Mumblebone Plain	1	F	10
Mumblebone Plain	1	M	14
Mummel	0	F	7
Mummel	0	M	3
Mummel	1	F	54
Mummel	1	M	51
Mummulgum	1	F	36
Mummulgum	1	M	51
Mundamia	0	M	12
Mundamia	1	F	32
