SSC_NAME16	AgeStudent	students
Abba River	5-14	7
Abba River	15-19	7
Abbey	0-4	23
Abbey	5-14	197
Abbey	15-19	60
Abbey	20-24	9
Abbey	25+	37
Acton Park (WA)	5-14	13
Ajana	5-14	7
Ajana	15-19	3
Albany	0-4	8
Albany	5-14	98
Albany	15-19	44
Albany	20-24	5
Albany	25+	56
Aldersyde	5-14	3
Alexander Heights	0-4	100
Alexander Heights	5-14	999
Alexander Heights	15-19	463
Alexander Heights	20-24	219
Alexander Heights	25+	263
Alfred Cove	0-4	36
Alfred Cove	5-14	350
Alfred Cove	15-19	129
Alfred Cove	20-24	65
Alfred Cove	25+	102
Alkimos	0-4	113
Alkimos	5-14	813
Alkimos	15-19	219
Alkimos	20-24	123
Alkimos	25+	238
Allanooka	5-14	4
Allanson	0-4	13
Allanson	5-14	103
Allanson	15-19	26
Allanson	25+	13
Alma (WA)	5-14	13
Ambania	5-14	3
Ambergate	0-4	9
Ambergate	5-14	90
Ambergate	15-19	27
Ambergate	25+	8
Amelup	5-14	4
Anketell	0-4	3
Anketell	5-14	26
Anketell	15-19	18
Anketell	25+	3
Anniebrook	5-14	3
Anniebrook	15-19	5
Applecross	0-4	85
Applecross	5-14	708
Applecross	15-19	365
Applecross	20-24	210
Applecross	25+	222
Ardath	5-14	9
Ardath	15-19	3
Ardross	0-4	43
Ardross	5-14	518
Ardross	15-19	279
Ardross	20-24	161
Ardross	25+	165
Argyle (WA)	0-4	3
Argyle (WA)	5-14	87
Argyle (WA)	15-19	33
Argyle (WA)	20-24	3
Argyle (WA)	25+	13
Armadale (WA)	0-4	180
Armadale (WA)	5-14	1389
Armadale (WA)	15-19	431
Armadale (WA)	20-24	153
Armadale (WA)	25+	419
Arrino	5-14	3
Arrowsmith East	5-14	5
Arthur River (WA)	5-14	20
Arthur River (WA)	15-19	3
Ascot (WA)	0-4	34
Ascot (WA)	5-14	197
Ascot (WA)	15-19	91
Ascot (WA)	20-24	53
Ascot (WA)	25+	91
Ashby (WA)	0-4	46
Ashby (WA)	5-14	295
Ashby (WA)	15-19	91
Ashby (WA)	20-24	50
Ashby (WA)	25+	86
Ashfield (WA)	0-4	13
Ashfield (WA)	5-14	139
Ashfield (WA)	15-19	47
Ashfield (WA)	20-24	25
Ashfield (WA)	25+	54
Attadale	0-4	61
Attadale	5-14	872
Attadale	15-19	462
Attadale	20-24	200
Attadale	25+	187
Atwell	0-4	165
Atwell	5-14	1605
Atwell	15-19	597
Atwell	20-24	194
Atwell	25+	328
Aubin Grove	0-4	192
Aubin Grove	5-14	1040
Aubin Grove	15-19	254
Aubin Grove	20-24	113
Aubin Grove	25+	257
Augusta	0-4	3
Augusta	5-14	84
Augusta	15-19	45
Augusta	20-24	3
Augusta	25+	10
Australind	0-4	213
Australind	5-14	2218
Australind	15-19	620
Australind	20-24	92
Australind	25+	385
Aveley	0-4	212
Aveley	5-14	1564
Aveley	15-19	460
Aveley	20-24	131
Aveley	25+	355
Baandee	15-19	3
Babakin	5-14	11
Badgebup	5-14	3
Badgerin Rock	5-14	4
Badgin	15-19	3
Badgingarra	5-14	17
Badgingarra	25+	3
Bailup	15-19	3
Bakers Hill	0-4	12
Bakers Hill	5-14	145
Bakers Hill	15-19	37
Bakers Hill	20-24	3
Bakers Hill	25+	25
Balbarrup	5-14	23
Balbarrup	15-19	12
Balcatta	0-4	119
Balcatta	5-14	867
Balcatta	15-19	357
Balcatta	20-24	231
Balcatta	25+	368
Baldivis	0-4	635
Baldivis	5-14	4835
Baldivis	15-19	1310
Baldivis	20-24	468
Baldivis	25+	995
Balga	0-4	165
Balga	5-14	1086
Balga	15-19	438
Balga	20-24	373
Balga	25+	804
Balingup	5-14	38
Balingup	15-19	15
Balingup	20-24	3
Balingup	25+	15
Balkuling	5-14	3
Balladong	5-14	10
Balladong	25+	3
Ballajura	0-4	226
Ballajura	5-14	2420
Ballajura	15-19	1241
Ballajura	20-24	528
Ballajura	25+	605
Ballidu	5-14	4
Bally Bally	5-14	3
Bambun	0-4	4
Bambun	15-19	3
Bandy Creek	0-4	5
Bandy Creek	5-14	33
Bandy Creek	15-19	9
Bandy Creek	25+	4
Bandya	5-14	15
Bandya	25+	9
Banjup	0-4	23
Banjup	5-14	226
Banjup	15-19	113
Banjup	20-24	53
Banjup	25+	62
Banksia Grove	0-4	205
Banksia Grove	5-14	1377
Banksia Grove	15-19	435
Banksia Grove	20-24	196
Banksia Grove	25+	387
Bannister (WA)	5-14	9
Bannister (WA)	25+	3
Barberton	5-14	8
Barrabup	5-14	6
Barragup	0-4	10
Barragup	5-14	134
Barragup	15-19	50
Barragup	20-24	10
Barragup	25+	14
Barrow Island	20-24	5
Barrow Island	25+	59
Baskerville	0-4	3
Baskerville	5-14	31
Baskerville	15-19	19
Baskerville	20-24	6
Bassendean (WA)	0-4	114
Bassendean (WA)	5-14	1079
Bassendean (WA)	15-19	426
Bassendean (WA)	20-24	218
Bassendean (WA)	25+	401
Bateman	0-4	42
Bateman	5-14	453
Bateman	15-19	249
Bateman	20-24	148
Bateman	25+	144
Baynton (WA)	0-4	90
Baynton (WA)	5-14	647
Baynton (WA)	15-19	143
Baynton (WA)	20-24	18
Baynton (WA)	25+	127
Bayonet Head	0-4	30
Bayonet Head	5-14	446
Bayonet Head	15-19	131
Bayonet Head	20-24	15
Bayonet Head	25+	69
Bayswater (WA)	0-4	183
Bayswater (WA)	5-14	1427
Bayswater (WA)	15-19	544
Bayswater (WA)	20-24	312
Bayswater (WA)	25+	654
Beachlands	0-4	18
Beachlands	5-14	149
Beachlands	15-19	46
Beachlands	20-24	16
Beachlands	25+	43
Beacon	0-4	3
Beacon	5-14	25
Beacon	25+	3
Beaconsfield (WA)	0-4	56
Beaconsfield (WA)	5-14	530
Beaconsfield (WA)	15-19	189
Beaconsfield (WA)	20-24	99
Beaconsfield (WA)	25+	247
Beaufort River	0-4	4
Beaufort River	5-14	7
Beaumont (WA)	5-14	8
Beckenham	0-4	87
Beckenham	5-14	752
Beckenham	15-19	299
Beckenham	20-24	209
Beckenham	25+	386
Bedford	0-4	79
Bedford	5-14	588
Bedford	15-19	239
Bedford	20-24	156
Bedford	25+	218
Bedfordale	0-4	41
Bedfordale	5-14	405
Bedfordale	15-19	170
Bedfordale	20-24	43
Bedfordale	25+	64
Beechboro	0-4	130
Beechboro	5-14	1045
Beechboro	15-19	433
Beechboro	20-24	173
Beechboro	25+	315
Beechina	0-4	4
Beechina	5-14	26
Beechina	15-19	7
Beechina	20-24	3
Beechina	25+	7
Beela	5-14	3
Beela	15-19	3
Beelerup	5-14	12
Beelerup	15-19	7
Beelerup	20-24	3
Beeliar	0-4	114
Beeliar	5-14	1066
Beeliar	15-19	345
Beeliar	20-24	144
Beeliar	25+	261
Beermullah	5-14	14
Beermullah	15-19	4
Beermullah	20-24	3
Beermullah	25+	3
Bejoording	0-4	3
Bejoording	5-14	24
Bejoording	15-19	4
Bejoording	25+	3
Beldon	0-4	67
Beldon	5-14	470
Beldon	15-19	174
Beldon	20-24	75
Beldon	25+	134
Belhus	5-14	34
Belhus	15-19	13
Belhus	20-24	5
Belhus	25+	3
Bellevue (WA)	0-4	14
Bellevue (WA)	5-14	147
Bellevue (WA)	15-19	44
Bellevue (WA)	20-24	15
Bellevue (WA)	25+	43
Belmont (WA)	0-4	73
Belmont (WA)	5-14	490
Belmont (WA)	15-19	204
Belmont (WA)	20-24	223
Belmont (WA)	25+	326
Bencubbin	5-14	18
Bencubbin	15-19	8
Bencubbin	25+	3
Benger	5-14	25
Benger	15-19	13
Benger	25+	10
Benjinup	5-14	19
Benjinup	15-19	4
Bennett Springs	0-4	80
Bennett Springs	5-14	799
Bennett Springs	15-19	325
Bennett Springs	20-24	157
Bennett Springs	25+	205
Bentley (WA)	0-4	39
Bentley (WA)	5-14	316
Bentley (WA)	15-19	532
Bentley (WA)	20-24	1221
Bentley (WA)	25+	841
Beresford	0-4	16
Beresford	5-14	153
Beresford	15-19	66
Beresford	20-24	11
Beresford	25+	46
Berkshire Valley	5-14	3
Bertram	0-4	145
Bertram	5-14	1055
Bertram	15-19	257
Bertram	20-24	100
Bertram	25+	227
Beverley (WA)	0-4	6
Beverley (WA)	5-14	117
Beverley (WA)	15-19	24
Beverley (WA)	20-24	3
Beverley (WA)	25+	23
Bibra Lake	0-4	64
Bibra Lake	5-14	645
Bibra Lake	15-19	308
Bibra Lake	20-24	142
Bibra Lake	25+	187
Bickley	0-4	6
Bickley	5-14	70
Bickley	15-19	50
Bickley	20-24	11
Bickley	25+	15
Bicton	0-4	80
Bicton	5-14	701
Bicton	15-19	341
Bicton	20-24	143
Bicton	25+	232
Biddelia	5-14	3
Big Grove	5-14	17
Big Grove	15-19	4
Big Grove	20-24	3
Big Grove	25+	4
Bilingurr	0-4	22
Bilingurr	5-14	161
Bilingurr	15-19	38
Bilingurr	20-24	10
Bilingurr	25+	66
Bindi Bindi	5-14	13
Bindoon	0-4	9
Bindoon	5-14	150
Bindoon	15-19	76
Bindoon	20-24	4
Bindoon	25+	23
Binningup	0-4	16
Binningup	5-14	185
Binningup	15-19	50
Binningup	20-24	6
Binningup	25+	29
Binnu	5-14	10
Birchmont	5-14	10
Birchmont	15-19	3
Bluff Point	0-4	15
Bluff Point	5-14	128
Bluff Point	15-19	51
Bluff Point	20-24	8
Bluff Point	25+	32
Blythewood	5-14	10
Boallia	5-14	11
Boallia	25+	3
Bobalong	5-14	9
Bodallin	5-14	4
Boddington	0-4	18
Boddington	5-14	172
Boddington	15-19	32
Boddington	20-24	11
Boddington	25+	24
Boilup	5-14	4
Bolgart	5-14	13
Bolgart	15-19	11
Bonnie Rock	5-14	13
Bonniefield	5-14	23
Bonniefield	15-19	9
Bonniefield	25+	6
Boodarie	0-4	3
Boodarie	5-14	31
Boodarie	15-19	10
Boodarie	25+	4
Bookara	5-14	12
Bookara	15-19	4
Bookara	25+	3
Boonanarring	5-14	11
Booragoon	0-4	72
Booragoon	5-14	689
Booragoon	15-19	352
Booragoon	20-24	189
Booragoon	25+	201
Boorara Brook	5-14	14
Bootenal	5-14	3
Bootenal	15-19	3
Borden	0-4	3
Borden	5-14	13
Borden	25+	4
Borderdale	5-14	3
Bornholm	5-14	12
Bornholm	15-19	5
Boscabel	5-14	3
Boulder	0-4	77
Boulder	5-14	618
Boulder	15-19	139
Boulder	20-24	30
Boulder	25+	101
Boundain	5-14	11
Bouvard	0-4	9
Bouvard	5-14	73
Bouvard	15-19	24
Bouvard	20-24	10
Bouvard	25+	16
Bovell	0-4	9
Bovell	5-14	82
Bovell	15-19	25
Bovell	20-24	3
Bovell	25+	8
Bow Bridge	5-14	15
Bowelling	5-14	8
Bowes	5-14	7
Bowes	15-19	3
Bowgada	5-14	6
Boxwood Hill	5-14	20
Boya	0-4	6
Boya	5-14	77
Boya	15-19	30
Boya	20-24	7
Boya	25+	16
Boyanup	0-4	17
Boyanup	5-14	158
Boyanup	15-19	45
Boyanup	20-24	8
Boyanup	25+	27
Boyatup	5-14	3
Boyerine	5-14	9
Boyup Brook	0-4	9
Boyup Brook	5-14	110
Boyup Brook	15-19	22
Boyup Brook	20-24	3
Boyup Brook	25+	21
Brabham	0-4	47
Brabham	5-14	331
Brabham	15-19	93
Brabham	20-24	75
Brabham	25+	163
Bramley	5-14	13
Bramley	15-19	4
Brazier	5-14	5
Bremer Bay	5-14	24
Bremer Bay	25+	6
Brentwood (WA)	0-4	31
Brentwood (WA)	5-14	236
Brentwood (WA)	15-19	115
Brentwood (WA)	20-24	69
Brentwood (WA)	25+	82
Bridgetown	0-4	35
Bridgetown	5-14	307
Bridgetown	15-19	92
Bridgetown	20-24	10
Bridgetown	25+	57
Brigadoon	0-4	11
Brigadoon	5-14	114
Brigadoon	15-19	61
Brigadoon	20-24	24
Brigadoon	25+	20
Bringo	5-14	3
Broadwater (WA)	0-4	36
Broadwater (WA)	5-14	440
Broadwater (WA)	15-19	168
Broadwater (WA)	20-24	14
Broadwater (WA)	25+	82
Broadwood	0-4	17
Broadwood	5-14	127
Broadwood	15-19	55
Broadwood	20-24	4
Broadwood	25+	14
Brockman	0-4	10
Brockman	5-14	111
Brockman	15-19	19
Brockman	20-24	4
Brockman	25+	17
Broke (WA)	15-19	4
Brookdale (WA)	0-4	63
Brookdale (WA)	5-14	492
Brookdale (WA)	15-19	125
Brookdale (WA)	20-24	27
Brookdale (WA)	25+	100
Brookhampton	5-14	27
Brookhampton	15-19	13
Brookhampton	25+	3
Brookton	0-4	4
Brookton	5-14	63
Brookton	15-19	18
Brookton	25+	15
Broome	0-4	41
Broome	5-14	417
Broome	15-19	125
Broome	20-24	23
Broome	25+	125
Broomehill East	5-14	13
Broomehill Village	5-14	22
Broomehill Village	15-19	3
Broomehill Village	20-24	4
Broomehill Village	25+	3
Broomehill West	0-4	6
Broomehill West	5-14	13
Broomehill West	15-19	3
Broomehill West	20-24	3
Broomehill West	25+	5
Brown Range	5-14	7
Brown Range	25+	3
Bruce Rock	0-4	11
Bruce Rock	5-14	86
Bruce Rock	15-19	13
Bruce Rock	20-24	3
Bruce Rock	25+	11
Brunswick (WA)	0-4	9
Brunswick (WA)	5-14	142
Brunswick (WA)	15-19	56
Brunswick (WA)	20-24	10
Brunswick (WA)	25+	16
Bulgarra	0-4	38
Bulgarra	5-14	292
Bulgarra	15-19	69
Bulgarra	20-24	14
Bulgarra	25+	85
Bull Creek (WA)	0-4	107
Bull Creek (WA)	5-14	929
Bull Creek (WA)	15-19	444
Bull Creek (WA)	20-24	257
Bull Creek (WA)	25+	276
Bullaring	0-4	3
Bullaring	5-14	12
Bullaring	15-19	3
Buller	0-4	4
Buller	5-14	13
Buller	15-19	4
Buller	25+	5
Bullsbrook	0-4	55
Bullsbrook	5-14	635
Bullsbrook	15-19	236
Bullsbrook	20-24	58
Bullsbrook	25+	102
Bulyee	5-14	5
Bulyee	15-19	3
Bunbury (WA)	0-4	25
Bunbury (WA)	5-14	310
Bunbury (WA)	15-19	128
Bunbury (WA)	20-24	30
Bunbury (WA)	25+	93
Buniche	5-14	4
Bunjil	5-14	8
Buntine	5-14	7
Burekup	0-4	17
Burekup	5-14	131
Burekup	15-19	29
Burekup	20-24	6
Burekup	25+	12
Burlong	25+	3
Burns Beach	0-4	73
Burns Beach	5-14	536
Burns Beach	15-19	211
Burns Beach	20-24	97
Burns Beach	25+	95
Burnside (WA)	0-4	11
Burnside (WA)	5-14	47
Burnside (WA)	15-19	3
Burnside (WA)	25+	11
Burracoppin	5-14	20
Burran Rock	0-4	3
Burran Rock	5-14	3
Burswood	0-4	10
Burswood	5-14	87
Burswood	15-19	60
Burswood	20-24	111
Burswood	25+	147
Busselton	0-4	13
Busselton	5-14	138
Busselton	15-19	52
Busselton	20-24	12
Busselton	25+	40
Butler (WA)	0-4	215
Butler (WA)	5-14	2073
Butler (WA)	15-19	758
Butler (WA)	20-24	211
Butler (WA)	25+	388
Byford	0-4	303
Byford	5-14	2217
Byford	15-19	534
Byford	20-24	162
Byford	25+	449
Cable Beach	0-4	67
Cable Beach	5-14	744
Cable Beach	15-19	181
Cable Beach	20-24	26
Cable Beach	25+	199
Cadoux	5-14	3
Calingiri	5-14	17
Calingiri	15-19	8
Calingiri	25+	3
Calista	0-4	23
Calista	5-14	162
Calista	15-19	47
Calista	20-24	29
Calista	25+	46
Caljie	15-19	3
Callcup	5-14	3
Camballin	0-4	17
Camballin	5-14	119
Camballin	15-19	19
Camballin	25+	8
Cambridge Gulf	5-14	19
Cambridge Gulf	15-19	3
Camillo	0-4	65
Camillo	5-14	522
Camillo	15-19	189
Camillo	20-24	57
Camillo	25+	144
Cancanning	5-14	8
Canna	5-14	15
Canna	15-19	4
Canna	25+	4
Canning Mills	5-14	4
Canning Vale	0-4	499
Canning Vale	5-14	4522
Canning Vale	15-19	2181
Canning Vale	20-24	1090
Canning Vale	25+	1160
Cannington	0-4	70
Cannington	5-14	374
Cannington	15-19	191
Cannington	20-24	400
Cannington	25+	548
Cape Burney	5-14	40
Cape Burney	15-19	11
Cape Burney	20-24	4
Cape Burney	25+	18
Capel	0-4	37
Capel	5-14	339
Capel	15-19	102
Capel	20-24	19
Capel	25+	65
Capel River	5-14	16
Capel River	15-19	8
Capricorn	5-14	3
Carabooda	0-4	4
Carabooda	5-14	46
Carabooda	15-19	30
Carabooda	20-24	8
Carabooda	25+	7
Carani	5-14	4
Carbunup River	5-14	17
Carbunup River	25+	5
Cardiff (WA)	5-14	9
Cardiff (WA)	15-19	5
Cardup	0-4	18
Cardup	5-14	159
Cardup	15-19	68
Cardup	20-24	19
Cardup	25+	15
Carey Park	0-4	63
Carey Park	5-14	481
Carey Park	15-19	145
Carey Park	20-24	47
Carey Park	25+	125
Carine	0-4	106
Carine	5-14	919
Carine	15-19	326
Carine	20-24	159
Carine	25+	150
Carlisle	0-4	53
Carlisle	5-14	440
Carlisle	15-19	190
Carlisle	20-24	262
Carlisle	25+	416
Carlotta	5-14	11
Carmel	0-4	7
Carmel	5-14	117
Carmel	15-19	52
Carmel	20-24	10
Carmel	25+	14
Carnamah	0-4	6
Carnamah	5-14	48
Carnamah	15-19	7
Carnarvon	5-14	10
Carnarvon	15-19	3
Carramar (WA)	0-4	104
Carramar (WA)	5-14	1167
Carramar (WA)	15-19	490
Carramar (WA)	20-24	141
Carramar (WA)	25+	210
Carrolup	5-14	5
Cartmeticup	0-4	4
Cartmeticup	5-14	8
Cascade (WA)	5-14	15
Cascade (WA)	15-19	3
Castletown	0-4	47
Castletown	5-14	499
Castletown	15-19	154
Castletown	20-24	28
Castletown	25+	79
Casuarina (WA)	0-4	6
Casuarina (WA)	5-14	101
Casuarina (WA)	15-19	50
Casuarina (WA)	20-24	18
Casuarina (WA)	25+	6
Cataby	0-4	4
Cataby	5-14	4
Cataby	25+	3
Catterick	0-4	3
Catterick	5-14	17
Catterick	15-19	4
Catterick	25+	4
Caversham	0-4	107
Caversham	5-14	630
Caversham	15-19	184
Caversham	20-24	99
Caversham	25+	214
Centennial Park (WA)	5-14	40
Centennial Park (WA)	15-19	18
Centennial Park (WA)	20-24	3
Centennial Park (WA)	25+	17
Cervantes	0-4	5
Cervantes	5-14	36
Cervantes	15-19	7
Cervantes	25+	6
Chadwick	5-14	22
Chadwick	15-19	9
Champion Lakes	0-4	17
Champion Lakes	5-14	123
Champion Lakes	15-19	48
Champion Lakes	20-24	22
Champion Lakes	25+	42
Changerup	5-14	6
Channybearup	5-14	15
Channybearup	15-19	5
Channybearup	20-24	3
Channybearup	25+	7
Chapman Hill	5-14	22
Chapman Hill	15-19	3
Charley Creek	5-14	6
Cherry Tree Pool	5-14	8
Cherry Tree Pool	15-19	3
Cheynes	5-14	3
Chidlow	0-4	23
Chidlow	5-14	236
Chidlow	15-19	95
Chidlow	20-24	27
Chidlow	25+	40
Chittering	0-4	20
Chittering	5-14	99
Chittering	15-19	41
Chittering	20-24	3
Chittering	25+	21
Chowerup	5-14	9
Churchlands	0-4	50
Churchlands	5-14	518
Churchlands	15-19	214
Churchlands	20-24	102
Churchlands	25+	141
City Beach	0-4	78
City Beach	5-14	1026
City Beach	15-19	527
City Beach	20-24	255
City Beach	25+	135
Clackline	0-4	5
Clackline	5-14	30
Clackline	15-19	3
Clackline	20-24	3
Clackline	25+	3
Claremont (WA)	0-4	74
Claremont (WA)	5-14	813
Claremont (WA)	15-19	480
Claremont (WA)	20-24	314
Claremont (WA)	25+	340
Clarkson	0-4	207
Clarkson	5-14	1549
Clarkson	15-19	632
Clarkson	20-24	323
Clarkson	25+	521
Cleary	5-14	3
Cloverdale	0-4	82
Cloverdale	5-14	763
Cloverdale	15-19	272
Cloverdale	20-24	202
Cloverdale	25+	371
Coblinine	5-14	11
Coblinine	15-19	3
Cockburn Central	0-4	6
Cockburn Central	5-14	70
Cockburn Central	15-19	47
Cockburn Central	20-24	58
Cockburn Central	25+	75
Cold Harbour	5-14	3
Cold Harbour	15-19	3
Collanilling	5-14	3
Collanilling	25+	3
College Grove	0-4	20
College Grove	5-14	152
College Grove	15-19	62
College Grove	20-24	25
College Grove	25+	36
Collie (WA)	0-4	93
Collie (WA)	5-14	833
Collie (WA)	15-19	285
Collie (WA)	20-24	41
Collie (WA)	25+	114
Collie Burn	5-14	12
Collie Burn	15-19	3
Collingwood Heights	0-4	9
Collingwood Heights	5-14	86
Collingwood Heights	15-19	18
Collingwood Heights	20-24	3
Collingwood Heights	25+	17
Collingwood Park (WA)	5-14	15
Collingwood Park (WA)	15-19	9
Collingwood Park (WA)	20-24	5
Collingwood Park (WA)	25+	3
Collins	5-14	5
Collins	15-19	3
Commodine	5-14	11
Como (WA)	0-4	131
Como (WA)	5-14	991
Como (WA)	15-19	595
Como (WA)	20-24	666
Como (WA)	25+	812
Condingup	5-14	54
Condingup	15-19	7
Condingup	25+	3
Connolly	0-4	23
Connolly	5-14	450
Connolly	15-19	249
Connolly	20-24	102
Connolly	25+	100
Contine	5-14	3
Coodanup	0-4	37
Coodanup	5-14	397
Coodanup	15-19	144
Coodanup	20-24	34
Coodanup	25+	82
Coogee (WA)	0-4	45
Coogee (WA)	5-14	491
Coogee (WA)	15-19	286
Coogee (WA)	20-24	98
Coogee (WA)	25+	112
Cookernup	0-4	4
Cookernup	5-14	73
Cookernup	15-19	19
Cookernup	25+	8
Coolbellup	0-4	67
Coolbellup	5-14	481
Coolbellup	15-19	164
Coolbellup	20-24	124
Coolbellup	25+	254
Coolbinia	0-4	23
Coolbinia	5-14	226
Coolbinia	15-19	115
Coolbinia	20-24	63
Coolbinia	25+	77
Coolgardie (WA)	0-4	8
Coolgardie (WA)	5-14	91
Coolgardie (WA)	15-19	30
Coolgardie (WA)	20-24	3
Coolgardie (WA)	25+	17
Cooloongup	0-4	69
Cooloongup	5-14	718
Cooloongup	15-19	263
Cooloongup	20-24	94
Cooloongup	25+	164
Coolup	0-4	5
Coolup	5-14	48
Coolup	15-19	19
Coolup	20-24	9
Coolup	25+	4
Coomalbidgup	0-4	7
Coomalbidgup	5-14	21
Coomberdale	5-14	7
Coonabidgee	5-14	10
Coonabidgee	15-19	8
Coondle	0-4	5
Coondle	5-14	67
Coondle	15-19	25
Coondle	20-24	3
Coondle	25+	11
Coorow	5-14	17
Coorow	15-19	10
Copley (WA)	5-14	8
Copley (WA)	25+	3
Coral Bay	5-14	10
Coral Bay	20-24	3
Coral Bay	25+	7
Corrigin	0-4	3
Corrigin	5-14	95
Corrigin	15-19	19
Corrigin	25+	13
Cosmo Newbery	5-14	15
Cosmo Newbery	15-19	3
Cottesloe	0-4	80
Cottesloe	5-14	906
Cottesloe	15-19	393
Cottesloe	20-24	197
Cottesloe	25+	256
Courtenay	5-14	5
Courtenay	15-19	4
Cowalellup	5-14	3
Cowalla	5-14	3
Cowalla	15-19	3
Cowaramup	0-4	30
Cowaramup	5-14	297
Cowaramup	15-19	64
Cowaramup	20-24	8
Cowaramup	25+	48
Cowcowing	5-14	4
Coyrecup	5-14	3
Coyrecup	15-19	3
Craigie (WA)	0-4	78
Craigie (WA)	5-14	591
Craigie (WA)	15-19	191
Craigie (WA)	20-24	100
Craigie (WA)	25+	206
Cramphorne	5-14	4
Cramphorne	15-19	3
Cranbrook (WA)	0-4	12
Cranbrook (WA)	5-14	61
Cranbrook (WA)	15-19	6
Cranbrook (WA)	20-24	3
Cranbrook (WA)	25+	3
Crawley	0-4	28
Crawley	5-14	121
Crawley	15-19	630
Crawley	20-24	1151
Crawley	25+	630
Crooked Brook	5-14	31
Crooked Brook	15-19	15
Crooked Brook	25+	6
Crossman	0-4	3
Crossman	5-14	30
Crossman	15-19	10
Crossman	25+	5
Crowea	5-14	8
Crowea	15-19	3
Cuballing	0-4	3
Cuballing	5-14	52
Cuballing	15-19	8
Cuballing	20-24	3
Cuballing	25+	10
Cue	5-14	11
Cue	25+	3
Cullacabardee	5-14	5
Cullacabardee	25+	4
Cunderdin	0-4	8
Cunderdin	5-14	112
Cunderdin	15-19	16
Cunderdin	20-24	3
Cunderdin	25+	19
Cundinup	5-14	3
Cundinup	15-19	3
Currambine	0-4	88
Currambine	5-14	911
Currambine	15-19	517
Currambine	20-24	228
Currambine	25+	222
Cuthbert	5-14	12
Cuthbert	15-19	9
Cuthbert	25+	3
Daadenning Creek	5-14	3
Daglish	0-4	10
Daglish	5-14	182
Daglish	15-19	93
Daglish	20-24	56
Daglish	25+	69
Dale	5-14	27
Dale	25+	4
Daliak	5-14	4
Dalkeith	0-4	58
Dalkeith	5-14	710
Dalkeith	15-19	352
Dalkeith	20-24	196
Dalkeith	25+	124
Dalwallinu	0-4	11
Dalwallinu	5-14	82
Dalwallinu	15-19	19
Dalwallinu	20-24	3
Dalwallinu	25+	15
Dalyellup	0-4	136
Dalyellup	5-14	1589
Dalyellup	15-19	583
Dalyellup	20-24	89
Dalyellup	25+	275
Dalyup	5-14	23
Dalyup	15-19	3
Dampier	0-4	21
Dampier	5-14	206
Dampier	15-19	35
Dampier	25+	20
Dampier Peninsula	0-4	20
Dampier Peninsula	5-14	186
Dampier Peninsula	15-19	28
Dampier Peninsula	20-24	4
Dampier Peninsula	25+	10
Dandaragan	0-4	3
Dandaragan	5-14	27
Dandaragan	15-19	4
Dangin	5-14	8
Darch	0-4	134
Darch	5-14	1214
Darch	15-19	553
Darch	20-24	159
Darch	25+	194
Dardadine	15-19	3
Dardanup	0-4	6
Dardanup	5-14	74
Dardanup	15-19	19
Dardanup	20-24	3
Dardanup	25+	13
Dardanup West	0-4	5
Dardanup West	5-14	95
Dardanup West	15-19	52
Dardanup West	20-24	5
Dardanup West	25+	17
Darkan	0-4	11
Darkan	5-14	35
Darkan	15-19	8
Darkan	25+	6
Darling Downs	0-4	12
Darling Downs	5-14	157
Darling Downs	15-19	85
Darling Downs	20-24	25
Darling Downs	25+	24
Darlington (WA)	0-4	47
Darlington (WA)	5-14	526
Darlington (WA)	15-19	207
Darlington (WA)	20-24	60
Darlington (WA)	25+	111
Dartmoor (WA)	5-14	3
Dartnall	5-14	3
Dartnall	25+	3
Datatine	5-14	3
Dawesville	0-4	86
Dawesville	5-14	801
Dawesville	15-19	217
Dawesville	20-24	39
Dawesville	25+	144
Dayton	0-4	48
Dayton	5-14	311
Dayton	15-19	79
Dayton	20-24	63
Dayton	25+	136
De Grey	5-14	3
Deanmill	0-4	5
Deanmill	5-14	40
Deanmill	15-19	6
Deanmill	25+	6
Deepdale	0-4	8
Deepdale	5-14	126
Deepdale	15-19	57
Deepdale	20-24	7
Deepdale	25+	19
Deepdene (WA)	5-14	5
Deepdene (WA)	15-19	3
Denbarker	5-14	6
Denbarker	15-19	5
Denham	0-4	4
Denham	5-14	70
Denham	15-19	7
Denham	20-24	3
Denham	25+	8
Denmark	0-4	27
Denmark	5-14	293
Denmark	15-19	161
Denmark	20-24	6
Denmark	25+	42
Derby (WA)	0-4	59
Derby (WA)	5-14	392
Derby (WA)	15-19	75
Derby (WA)	20-24	23
Derby (WA)	25+	87
Devils Creek	5-14	3
Dianella	0-4	257
Dianella	5-14	2361
Dianella	15-19	1178
Dianella	20-24	652
Dianella	25+	881
Dingup	0-4	6
Dingup	5-14	30
Dingup	15-19	16
Dingup	25+	3
Dinninup	5-14	20
Dixvale	5-14	11
Djugun	0-4	43
Djugun	5-14	441
Djugun	15-19	69
Djugun	20-24	13
Djugun	25+	116
Dongara	0-4	11
Dongara	5-14	165
Dongara	15-19	47
Dongara	20-24	4
Dongara	25+	36
Donnybrook (WA)	0-4	45
Donnybrook (WA)	5-14	334
Donnybrook (WA)	15-19	78
Donnybrook (WA)	20-24	16
Donnybrook (WA)	25+	36
Doodlakine	5-14	7
Doodlakine	15-19	8
Doubleview	0-4	116
Doubleview	5-14	950
Doubleview	15-19	376
Doubleview	20-24	190
Doubleview	25+	342
