SSC_NAME16	AgeStudent	students
Canina	15-19	9
Canina	25+	5
Cannindah	5-14	3
Canningvale	5-14	6
Canningvale	15-19	9
Cannon Creek (Scenic Rim - Qld)	5-14	6
Cannon Creek (Scenic Rim - Qld)	15-19	3
Cannon Creek (Southern Downs - Qld)	5-14	7
Cannon Creek (Southern Downs - Qld)	15-19	3
Cannon Creek (Southern Downs - Qld)	25+	3
Cannon Hill	0-4	70
Cannon Hill	5-14	603
Cannon Hill	15-19	188
Cannon Hill	20-24	160
Cannon Hill	25+	232
Cannon Valley	0-4	15
Cannon Valley	5-14	127
Cannon Valley	15-19	31
Cannon Valley	20-24	5
Cannon Valley	25+	20
Cannonvale	0-4	69
Cannonvale	5-14	668
Cannonvale	15-19	127
Cannonvale	20-24	42
Cannonvale	25+	164
Canoona	5-14	10
Canungra	0-4	10
Canungra	5-14	170
Canungra	15-19	60
Canungra	20-24	8
Canungra	25+	37
Capalaba	0-4	183
Capalaba	5-14	2062
Capalaba	15-19	785
Capalaba	20-24	282
Capalaba	25+	474
Cape Cleveland	5-14	20
Cape Cleveland	15-19	5
Cape Gloucester	5-14	6
Cape Gloucester	15-19	4
Cape Hillsborough	5-14	7
Cape Tribulation	5-14	6
Cape Tribulation	15-19	3
Capella	0-4	17
Capella	5-14	149
Capella	15-19	30
Capella	20-24	4
Capella	25+	16
Captain Creek	5-14	55
Captain Creek	15-19	7
Captain Creek	25+	11
Captains Mountain	5-14	8
Caravonica	0-4	13
Caravonica	5-14	281
Caravonica	15-19	69
Caravonica	20-24	25
Caravonica	25+	66
Carbine Creek	5-14	3
Carbine Creek	20-24	3
Carbrook	0-4	12
Carbrook	5-14	137
Carbrook	15-19	42
Carbrook	20-24	34
Carbrook	25+	29
Cardwell	0-4	10
Cardwell	5-14	80
Cardwell	15-19	13
Cardwell	20-24	5
Cardwell	25+	17
Carina (Qld)	0-4	114
Carina (Qld)	5-14	1052
Carina (Qld)	15-19	434
Carina (Qld)	20-24	305
Carina (Qld)	25+	435
Carina Heights	0-4	65
Carina Heights	5-14	603
Carina Heights	15-19	301
Carina Heights	20-24	220
Carina Heights	25+	336
Carindale	0-4	160
Carindale	5-14	1853
Carindale	15-19	1067
Carindale	20-24	556
Carindale	25+	469
Carmila	0-4	3
Carmila	5-14	32
Carmila	15-19	15
Carmoo	5-14	9
Carmoo	15-19	3
Carneys Creek	5-14	4
Caroline Crossing	5-14	8
Carpendale	0-4	4
Carpendale	5-14	14
Carpendale	15-19	3
Carpendale	20-24	3
Carpendale	25+	4
Carrara	0-4	146
Carrara	5-14	1278
Carrara	15-19	498
Carrara	20-24	189
Carrara	25+	351
Carrington (Qld)	5-14	24
Carrington (Qld)	15-19	9
Carrington (Qld)	25+	4
Carruchan	5-14	29
Carruchan	15-19	12
Carruchan	25+	4
Carseldine	0-4	86
Carseldine	5-14	936
Carseldine	15-19	402
Carseldine	20-24	195
Carseldine	25+	324
Carstairs	5-14	12
Carstairs	15-19	16
Carstairs	25+	4
Carters Ridge	5-14	54
Carters Ridge	15-19	25
Carters Ridge	20-24	8
Carters Ridge	25+	8
Cashmere	0-4	72
Cashmere	5-14	824
Cashmere	15-19	339
Cashmere	20-24	114
Cashmere	25+	143
Cassowary	0-4	3
Cassowary	5-14	7
Cassowary	15-19	9
Castaways Beach	0-4	7
Castaways Beach	5-14	74
Castaways Beach	15-19	39
Castaways Beach	20-24	15
Castaways Beach	25+	24
Castle Creek (Qld)	5-14	5
Castle Hill (Qld)	0-4	5
Castle Hill (Qld)	5-14	124
Castle Hill (Qld)	15-19	48
Castle Hill (Qld)	20-24	32
Castle Hill (Qld)	25+	33
Causeway Lake	15-19	3
Cawarral	0-4	7
Cawarral	5-14	109
Cawarral	15-19	37
Cawarral	20-24	6
Cawarral	25+	13
Cawdor (Qld)	0-4	10
Cawdor (Qld)	5-14	72
Cawdor (Qld)	15-19	19
Cawdor (Qld)	25+	10
Cecil Plains	5-14	40
Cecil Plains	15-19	15
Cecil Plains	25+	12
Cedar Creek (Gold Coast - Qld)	0-4	3
Cedar Creek (Gold Coast - Qld)	5-14	122
Cedar Creek (Gold Coast - Qld)	15-19	29
Cedar Creek (Gold Coast - Qld)	20-24	13
Cedar Creek (Gold Coast - Qld)	25+	13
Cedar Creek (Moreton Bay - Qld)	0-4	7
Cedar Creek (Moreton Bay - Qld)	5-14	140
Cedar Creek (Moreton Bay - Qld)	15-19	39
Cedar Creek (Moreton Bay - Qld)	20-24	12
Cedar Creek (Moreton Bay - Qld)	25+	22
Cedar Grove	0-4	19
Cedar Grove	5-14	273
Cedar Grove	15-19	124
Cedar Grove	20-24	25
Cedar Grove	25+	50
Cedar Pocket	0-4	3
Cedar Pocket	5-14	37
Cedar Pocket	15-19	12
Cedar Pocket	25+	8
Cedar Vale	0-4	42
Cedar Vale	5-14	476
Cedar Vale	15-19	146
Cedar Vale	20-24	24
Cedar Vale	25+	70
Cedarton	5-14	8
Cedarton	15-19	4
Cedarton	25+	3
Centenary Heights	0-4	58
Centenary Heights	5-14	739
Centenary Heights	15-19	288
Centenary Heights	20-24	113
Centenary Heights	25+	250
Ceratodus	5-14	3
Ceratodus	15-19	3
Chahpingah	5-14	3
Chambers Flat	0-4	16
Chambers Flat	5-14	290
Chambers Flat	15-19	127
Chambers Flat	20-24	35
Chambers Flat	25+	48
Chances Plain	0-4	3
Chances Plain	5-14	24
Chances Plain	15-19	11
Chandler (Qld)	0-4	16
Chandler (Qld)	5-14	199
Chandler (Qld)	15-19	106
Chandler (Qld)	20-24	37
Chandler (Qld)	25+	34
Chapel Hill (Qld)	0-4	138
Chapel Hill (Qld)	5-14	1343
Chapel Hill (Qld)	15-19	627
Chapel Hill (Qld)	20-24	410
Chapel Hill (Qld)	25+	391
Charlestown (Qld)	5-14	7
Charlestown (Qld)	25+	3
Charleville	0-4	31
Charleville	5-14	392
Charleville	15-19	97
Charleville	20-24	27
Charleville	25+	74
Charlton (Qld)	0-4	3
Charlton (Qld)	5-14	15
Charlton (Qld)	15-19	10
Charlwood	5-14	11
Charlwood	15-19	3
Charters Towers City	0-4	17
Charters Towers City	5-14	281
Charters Towers City	15-19	75
Charters Towers City	20-24	5
Charters Towers City	25+	42
Chatsworth (Qld)	0-4	11
Chatsworth (Qld)	5-14	130
Chatsworth (Qld)	15-19	51
Chatsworth (Qld)	20-24	9
Chatsworth (Qld)	25+	25
Chelmer	0-4	36
Chelmer	5-14	501
Chelmer	15-19	235
Chelmer	20-24	104
Chelmer	25+	98
Chelmsford	0-4	3
Chelmsford	5-14	16
Chelmsford	15-19	11
Chelmsford	25+	4
Chelona	5-14	10
Chelona	15-19	8
Chelona	25+	3
Cheltenham (Qld)	5-14	3
Cherbourg	0-4	30
Cherbourg	5-14	264
Cherbourg	15-19	53
Cherbourg	20-24	3
Cherbourg	25+	10
Chermside	0-4	83
Chermside	5-14	588
Chermside	15-19	251
Chermside	20-24	315
Chermside	25+	498
Chermside West	0-4	54
Chermside West	5-14	759
Chermside West	15-19	331
Chermside West	20-24	151
Chermside West	25+	250
Cherry Creek	5-14	3
Cherwell	5-14	3
Cherwell	15-19	3
Chevallum	0-4	7
Chevallum	5-14	63
Chevallum	15-19	17
Chevallum	20-24	9
Chevallum	25+	10
Chewko	5-14	23
Chewko	15-19	5
Chewko	25+	4
Childers (Qld)	0-4	13
Childers (Qld)	5-14	145
Childers (Qld)	15-19	61
Childers (Qld)	20-24	9
Childers (Qld)	25+	29
Chillagoe	5-14	16
Chinchilla	0-4	83
Chinchilla	5-14	881
Chinchilla	15-19	246
Chinchilla	20-24	47
Chinchilla	25+	147
Chinghee Creek	5-14	10
Chirnside	5-14	4
Christmas Creek	5-14	9
Churchable	5-14	30
Churchable	15-19	12
Churchable	25+	3
Churchill (Qld)	0-4	15
Churchill (Qld)	5-14	241
Churchill (Qld)	15-19	59
Churchill (Qld)	20-24	50
Churchill (Qld)	25+	69
Chuwar	0-4	31
Chuwar	5-14	343
Chuwar	15-19	144
Chuwar	20-24	73
Chuwar	25+	97
Cinnabar	0-4	4
Cinnabar	5-14	3
Clagiraba	0-4	8
Clagiraba	5-14	80
Clagiraba	15-19	17
Clagiraba	20-24	10
Clagiraba	25+	17
Clairview	5-14	9
Clairview	15-19	3
Clairview	25+	3
Clara Creek	5-14	7
Clare (Qld)	5-14	26
Clare (Qld)	15-19	12
Clarendon (Qld)	0-4	3
Clarendon (Qld)	5-14	35
Clarendon (Qld)	15-19	7
Clarendon (Qld)	25+	3
Clarke Creek	5-14	4
Clayfield	0-4	94
Clayfield	5-14	1015
Clayfield	15-19	517
Clayfield	20-24	340
Clayfield	25+	567
Clear Island Waters	0-4	42
Clear Island Waters	5-14	380
Clear Island Waters	15-19	218
Clear Island Waters	20-24	102
Clear Island Waters	25+	99
Clear Mountain	0-4	7
Clear Mountain	5-14	84
Clear Mountain	15-19	46
Clear Mountain	20-24	15
Clear Mountain	25+	19
Clermont	0-4	41
Clermont	5-14	367
Clermont	15-19	89
Clermont	20-24	14
Clermont	25+	81
Cleveland (Qld)	0-4	95
Cleveland (Qld)	5-14	1458
Cleveland (Qld)	15-19	681
Cleveland (Qld)	20-24	229
Cleveland (Qld)	25+	370
Clifton (Qld)	0-4	8
Clifton (Qld)	5-14	167
Clifton (Qld)	15-19	47
Clifton (Qld)	20-24	6
Clifton (Qld)	25+	34
Clifton Beach (Qld)	0-4	34
Clifton Beach (Qld)	5-14	370
Clifton Beach (Qld)	15-19	117
Clifton Beach (Qld)	20-24	48
Clifton Beach (Qld)	25+	152
Clinton (Qld)	0-4	74
Clinton (Qld)	5-14	893
Clinton (Qld)	15-19	260
Clinton (Qld)	20-24	47
Clinton (Qld)	25+	187
Clintonvale	5-14	11
Clintonvale	15-19	6
Cloncurry	0-4	21
Cloncurry	5-14	261
Cloncurry	15-19	54
Cloncurry	20-24	15
Cloncurry	25+	67
Clontarf (Moreton Bay - Qld)	0-4	68
Clontarf (Moreton Bay - Qld)	5-14	886
Clontarf (Moreton Bay - Qld)	15-19	306
Clontarf (Moreton Bay - Qld)	20-24	80
Clontarf (Moreton Bay - Qld)	25+	249
Clontarf (Toowoomba - Qld)	5-14	3
Closeburn	0-4	5
Closeburn	5-14	89
Closeburn	15-19	25
Closeburn	20-24	12
Closeburn	25+	12
Cloyna	5-14	19
Cloyna	15-19	8
Cluden	5-14	38
Cluden	15-19	22
Cluden	20-24	3
Cluden	25+	3
Coal Creek	5-14	5
Coalbank	5-14	6
Coalfalls	0-4	18
Coalfalls	5-14	120
Coalfalls	15-19	40
Coalfalls	20-24	12
Coalfalls	25+	34
Coalstoun Lakes	5-14	16
Coalstoun Lakes	15-19	5
Cobbs Hill	5-14	5
Cobraball	5-14	11
Cockatoo (Qld)	5-14	4
Coconuts	5-14	20
Coconuts	15-19	11
Coconuts	25+	3
Coen	0-4	7
Coen	5-14	44
Coen	15-19	4
Coen	25+	9
Coes Creek	0-4	11
Coes Creek	5-14	174
Coes Creek	15-19	48
Coes Creek	20-24	19
Coes Creek	25+	39
Coles Creek	5-14	4
Coleyville	5-14	19
Coleyville	15-19	7
Coleyville	20-24	8
Coleyville	25+	3
Colinton (Qld)	5-14	5
Colinton (Qld)	15-19	3
College View	5-14	3
College View	15-19	3
College View	20-24	18
College View	25+	4
Collingwood Park (Qld)	0-4	96
Collingwood Park (Qld)	5-14	1173
Collingwood Park (Qld)	15-19	349
Collingwood Park (Qld)	20-24	133
Collingwood Park (Qld)	25+	246
Collinsville (Qld)	0-4	9
Collinsville (Qld)	5-14	128
Collinsville (Qld)	15-19	32
Collinsville (Qld)	20-24	3
Collinsville (Qld)	25+	13
Colosseum	5-14	29
Colosseum	15-19	9
Colosseum	25+	5
Columbia	0-4	3
Columbia	5-14	14
Columboola	5-14	8
Columboola	15-19	3
Comet	0-4	9
Comet	5-14	76
Comet	15-19	8
Comet	25+	12
Commissioners Flat	5-14	4
Como (Qld)	5-14	3
Comoon Loop	5-14	3
Comoon Loop	15-19	3
Cona Creek	5-14	15
Condamine	0-4	3
Condamine	5-14	37
Condamine	15-19	14
Condamine Plains	0-4	3
Condamine Plains	5-14	16
Condamine Plains	15-19	3
Condamine Plains	25+	3
Condon	0-4	60
Condon	5-14	803
Condon	15-19	265
Condon	20-24	102
Condon	25+	211
Conondale	5-14	95
Conondale	15-19	40
Conondale	20-24	4
Conondale	25+	26
Consuelo	5-14	5
Conway	5-14	24
Conway	15-19	4
Conway	25+	5
Conway Beach	5-14	5
Conway Beach	15-19	3
Coochiemudlo Island	0-4	4
Coochiemudlo Island	5-14	61
Coochiemudlo Island	15-19	17
Coochiemudlo Island	20-24	3
Coochiemudlo Island	25+	15
Coochin	5-14	6
Coochin	15-19	6
Coochin	25+	4
Coochin Creek	5-14	10
Coochin Creek	15-19	3
Cooee Bay	0-4	10
Cooee Bay	5-14	93
Cooee Bay	15-19	30
Cooee Bay	20-24	10
Cooee Bay	25+	31
Cooktown	0-4	23
Cooktown	5-14	284
Cooktown	15-19	56
Cooktown	20-24	9
Cooktown	25+	53
Coolabunia	5-14	16
Coolabunia	15-19	10
Coolabunia	25+	4
Coolana	5-14	19
Coolana	15-19	7
Coolangatta (Qld)	0-4	20
Coolangatta (Qld)	5-14	260
Coolangatta (Qld)	15-19	97
Coolangatta (Qld)	20-24	136
Coolangatta (Qld)	25+	241
Coolbie	5-14	7
Coolbie	15-19	4
Coolbie	25+	3
Coolmunda	5-14	30
Coolmunda	15-19	6
Cooloola Cove	0-4	21
Cooloola Cove	5-14	225
Cooloola Cove	15-19	63
Cooloola Cove	20-24	9
Cooloola Cove	25+	51
Cooloolabin	5-14	28
Cooloolabin	15-19	10
Cooloolabin	20-24	3
Cooloolabin	25+	10
Coolum Beach	0-4	76
Coolum Beach	5-14	956
Coolum Beach	15-19	312
Coolum Beach	20-24	79
Coolum Beach	25+	271
Coombabah	0-4	120
Coombabah	5-14	978
Coombabah	15-19	295
Coombabah	20-24	121
Coombabah	25+	261
Coomera	0-4	281
Coomera	5-14	2253
Coomera	15-19	623
Coomera	20-24	255
Coomera	25+	472
Coominglah	5-14	3
Coominya	0-4	14
Coominya	5-14	119
Coominya	15-19	43
Coominya	25+	22
Coomrith	5-14	8
Coonambula	5-14	11
Coonarr	0-4	3
Coonarr	5-14	24
Coonarr	15-19	10
Coonarr	25+	3
Coondoo	25+	4
Coopers Plains	0-4	55
Coopers Plains	5-14	445
Coopers Plains	15-19	245
Coopers Plains	20-24	323
Coopers Plains	25+	419
Cooran	0-4	21
Cooran	5-14	208
Cooran	15-19	45
Cooran	20-24	8
Cooran	25+	46
Cooranga	0-4	5
Cooranga	5-14	10
Cooranga	15-19	5
Cooroibah	0-4	19
Cooroibah	5-14	257
Cooroibah	15-19	102
Cooroibah	20-24	17
Cooroibah	25+	44
Coorooman	0-4	4
Coorooman	5-14	4
Coorooman	15-19	5
Cooroy	0-4	30
Cooroy	5-14	497
Cooroy	15-19	169
Cooroy	20-24	29
Cooroy	25+	91
Cooroy Mountain	5-14	19
Cooroy Mountain	15-19	8
Cooroy Mountain	25+	3
Coorparoo	0-4	157
Coorparoo	5-14	1563
Coorparoo	15-19	645
Coorparoo	20-24	636
Coorparoo	25+	952
Coorumba	5-14	8
Coorumba	15-19	12
Coorumbene	0-4	3
Coorumbene	5-14	3
Cootharaba	0-4	8
Cootharaba	5-14	90
Cootharaba	15-19	30
Cootharaba	20-24	5
Cootharaba	25+	25
Coowonga	5-14	26
Coowonga	15-19	10
Cooya Beach	0-4	5
Cooya Beach	5-14	49
Cooya Beach	15-19	24
Cooya Beach	20-24	3
Cooya Beach	25+	14
Cooyar	5-14	24
Coppabella (Qld)	5-14	19
Coppabella (Qld)	20-24	3
Coppabella (Qld)	25+	7
Coral Cove	0-4	25
Coral Cove	5-14	181
Coral Cove	15-19	53
Coral Cove	20-24	11
Coral Cove	25+	43
Coral Sea	20-24	3
Cordalba	0-4	3
Cordalba	5-14	55
Cordalba	15-19	16
Cordalba	20-24	3
Cordalba	25+	7
Cordelia	5-14	22
Cordelia	15-19	3
Corella	5-14	19
Corella	15-19	3
Corfield	0-4	4
Corfield	5-14	12
Corfield	20-24	3
Corinda	0-4	65
Corinda	5-14	716
Corinda	15-19	300
Corinda	20-24	151
Corinda	25+	226
Coringa	5-14	9
Coringa	15-19	5
Corndale (Qld)	5-14	3
Corndale (Qld)	15-19	3
Cornubia	0-4	72
Cornubia	5-14	1012
Cornubia	15-19	391
Cornubia	20-24	152
Cornubia	25+	203
Cornwall (Qld)	5-14	5
Cosgrove (Qld)	0-4	3
Cosgrove (Qld)	5-14	13
Cosgrove (Qld)	15-19	8
Cosgrove (Qld)	20-24	18
Cosgrove (Qld)	25+	3
Cotswold Hills	0-4	4
Cotswold Hills	5-14	172
Cotswold Hills	15-19	79
Cotswold Hills	20-24	20
Cotswold Hills	25+	26
Cottonvale (Qld)	5-14	15
Cottonvale (Qld)	25+	4
Coulson	0-4	3
Coulson	5-14	31
Coulson	15-19	13
Coulson	25+	4
Coverty	0-4	4
Coverty	5-14	28
Coverty	15-19	9
Cow Bay	5-14	11
Cow Bay	15-19	3
Cow Bay	25+	3
Cowley	5-14	6
Cowley	15-19	7
Cowley	25+	3
Cowley Beach	5-14	8
Cracow	5-14	5
Craiglie	0-4	11
Craiglie	5-14	100
Craiglie	15-19	23
Craiglie	20-24	3
Craiglie	25+	16
Craignish	0-4	15
Craignish	5-14	250
Craignish	15-19	94
Craignish	20-24	11
Craignish	25+	59
Cranbrook (Qld)	0-4	46
Cranbrook (Qld)	5-14	647
Cranbrook (Qld)	15-19	303
Cranbrook (Qld)	20-24	153
Cranbrook (Qld)	25+	301
Cranley	0-4	9
Cranley	5-14	105
Cranley	15-19	42
Cranley	20-24	31
Cranley	25+	42
Crawford	5-14	19
Crawford	15-19	3
Crediton	5-14	14
Crediton	15-19	4
Cressbrook	0-4	3
Cressbrook	5-14	12
Cressbrook	15-19	7
Crestmead	0-4	157
Crestmead	5-14	1976
Crestmead	15-19	549
Crestmead	20-24	147
Crestmead	25+	353
Crinum	5-14	9
Crinum	15-19	3
Crinum	25+	3
Croftby	5-14	16
Croftby	15-19	3
Crohamhurst	5-14	24
Crohamhurst	15-19	8
Crohamhurst	25+	3
Cromarty	20-24	3
Crossdale	5-14	3
Crossdale	15-19	4
Crossroads	0-4	3
Crossroads	5-14	24
Crossroads	15-19	4
Crowley Vale	5-14	10
Crowley Vale	15-19	6
Crownthorpe	5-14	3
Crownthorpe	15-19	3
Crows Nest (Qld)	0-4	22
Crows Nest (Qld)	5-14	250
Crows Nest (Qld)	15-19	55
Crows Nest (Qld)	20-24	15
Crows Nest (Qld)	25+	51
Croydon (Qld)	5-14	30
Croydon (Qld)	25+	6
Cryna	5-14	7
Cryna	15-19	7
Cryna	20-24	3
Cryna	25+	3
Crystal Brook (Qld)	5-14	29
Crystal Brook (Qld)	15-19	6
Crystal Brook (Qld)	20-24	3
Crystal Brook (Qld)	25+	3
Cullinane	0-4	4
Cullinane	5-14	50
Cullinane	15-19	22
Cullinane	20-24	5
Cullinane	25+	9
Cungulla	0-4	4
Cungulla	5-14	17
Cungulla	15-19	3
Cungulla	25+	8
Cunnamulla	0-4	7
Cunnamulla	5-14	137
Cunnamulla	15-19	24
Cunnamulla	20-24	9
Cunnamulla	25+	20
Cunningham (Qld)	5-14	9
Cunningham (Qld)	15-19	3
Curra	0-4	16
Curra	5-14	231
Curra	15-19	62
Curra	20-24	6
Curra	25+	52
Currajah	5-14	5
Currajong	0-4	14
Currajong	5-14	289
Currajong	15-19	82
Currajong	20-24	43
Currajong	25+	88
Curramore (Qld)	0-4	3
Curramore (Qld)	5-14	15
Curramore (Qld)	15-19	14
Curramore (Qld)	20-24	3
Curramore (Qld)	25+	6
Currimundi	0-4	83
Currimundi	5-14	917
Currimundi	15-19	290
Currimundi	20-24	69
Currimundi	25+	198
Currumbin	0-4	36
Currumbin	5-14	314
Currumbin	15-19	111
Currumbin	20-24	36
Currumbin	25+	101
Currumbin Valley	0-4	21
Currumbin Valley	5-14	235
Currumbin Valley	15-19	90
Currumbin Valley	20-24	27
Currumbin Valley	25+	45
Currumbin Waters	0-4	107
Currumbin Waters	5-14	1172
Currumbin Waters	15-19	436
Currumbin Waters	20-24	154
Currumbin Waters	25+	220
Curtis Island	25+	8
Cushnie	5-14	21
Cushnie	15-19	4
Cushnie	25+	4
Cutella	5-14	3
Cynthia	5-14	7
Cypress Gardens	5-14	7
D'Aguilar	0-4	9
D'Aguilar	5-14	163
D'Aguilar	15-19	36
D'Aguilar	20-24	10
D'Aguilar	25+	38
Dagun	0-4	3
Dagun	5-14	17
Dagun	15-19	13
Dagun	20-24	3
Daintree	5-14	11
Daintree	15-19	8
Daisy Hill (Qld)	0-4	91
Daisy Hill (Qld)	5-14	932
Daisy Hill (Qld)	15-19	345
Daisy Hill (Qld)	20-24	148
Daisy Hill (Qld)	25+	245
Dajarra	5-14	34
Dajarra	25+	4
Dakabin	0-4	62
Dakabin	5-14	411
Dakabin	15-19	159
Dakabin	20-24	77
Dakabin	25+	142
Dakenba	5-14	9
Dakenba	15-19	3
Dakenba	25+	5
Dalbeg	5-14	3
Dalby	0-4	166
Dalby	5-14	1846
Dalby	15-19	568
Dalby	20-24	125
Dalby	25+	305
Dalcouth	5-14	24
Dalcouth	15-19	7
Dalcouth	20-24	3
Dalcouth	25+	6
Dallarnil	0-4	4
Dallarnil	5-14	20
Dallarnil	15-19	9
Dalma	5-14	13
Dalma	15-19	3
Dalrymple Creek	5-14	8
Dalrymple Creek	15-19	8
Dalrymple Heights	5-14	3
Dalrymple Heights	20-24	3
Dalveen	5-14	24
Dalveen	15-19	8
Dalveen	25+	5
Dalwogon	5-14	4
Dalysford	5-14	12
Dalysford	15-19	4
Damascus	5-14	3
Damascus	15-19	10
Damascus	25+	3
Damper Creek	5-14	6
Damper Creek	15-19	4
Danbulla	5-14	7
Danbulla	25+	5
Danderoo	5-14	9
Dangore	5-14	6
Daradgee	5-14	5
Daradgee	15-19	3
Daradgee	25+	3
Dargal Road	5-14	31
Dargal Road	15-19	8
Darling Heights	0-4	60
Darling Heights	5-14	671
Darling Heights	15-19	273
Darling Heights	20-24	398
Darling Heights	25+	546
Darlington (Qld)	0-4	3
Darlington (Qld)	5-14	13
Darlington (Qld)	15-19	4
Darlington (Qld)	25+	3
Darr Creek	15-19	3
Darra	0-4	43
Darra	5-14	439
Darra	15-19	160
Darra	20-24	146
Darra	25+	208
Darts Creek	5-14	29
Darts Creek	15-19	4
Dauan Island	0-4	3
Dauan Island	5-14	35
Dauan Island	15-19	7
Dauan Island	25+	3
Dayboro	0-4	30
Dayboro	5-14	320
Dayboro	15-19	85
Dayboro	20-24	18
Dayboro	25+	62
Daymar	5-14	8
Deagon	0-4	37
Deagon	5-14	398
Deagon	15-19	151
Deagon	20-24	44
Deagon	25+	129
Deception Bay	0-4	212
Deception Bay	5-14	2605
Deception Bay	15-19	828
Deception Bay	20-24	194
Deception Bay	25+	553
Deebing Heights	0-4	30
Deebing Heights	5-14	316
Deebing Heights	15-19	123
Deebing Heights	20-24	39
Deebing Heights	25+	75
Deepwater (Qld)	0-4	3
Deepwater (Qld)	5-14	11
Deepwater (Qld)	25+	3
Deeragun	0-4	58
Deeragun	5-14	638
Deeragun	15-19	153
Deeragun	20-24	52
Deeragun	25+	128
Deeral	5-14	21
Deeral	15-19	4
Degarra	5-14	12
Degarra	25+	3
Degilbo	5-14	27
Degilbo	15-19	7
Delan	5-14	37
Delan	15-19	13
Delan	20-24	3
Delan	25+	13
Delaneys Creek	0-4	4
Delaneys Creek	5-14	135
Delaneys Creek	15-19	38
Delaneys Creek	20-24	12
Delaneys Creek	25+	23
Depot Hill	0-4	6
Depot Hill	5-14	110
Depot Hill	15-19	32
Depot Hill	20-24	5
Depot Hill	25+	36
Derri Derra	5-14	15
Derri Derra	15-19	9
Derri Derra	20-24	4
Derrymore	5-14	12
Derrymore	15-19	3
Deuchar	0-4	4
Deuchar	5-14	33
Deuchar	15-19	8
Deuchar	20-24	3
Deuchar	25+	6
Devereux Creek	0-4	3
Devereux Creek	5-14	47
Devereux Creek	15-19	23
Devereux Creek	20-24	8
Devereux Creek	25+	6
Devon Park (Qld)	5-14	7
Diamond Valley	5-14	44
Diamond Valley	15-19	16
Diamond Valley	20-24	6
Diamond Valley	25+	20
Diamondvale	5-14	7
Diamondvale	15-19	8
Diamondvale	20-24	5
Diamondy	5-14	5
Dicky Beach	0-4	14
Dicky Beach	5-14	190
Dicky Beach	15-19	89
Dicky Beach	20-24	25
Dicky Beach	25+	62
Didcot	5-14	11
Diddillibah	0-4	18
Diddillibah	5-14	191
Diddillibah	15-19	62
Diddillibah	20-24	16
Diddillibah	25+	37
Diglum	5-14	3
Dimbulah	0-4	3
Dimbulah	5-14	124
Dimbulah	15-19	41
Dimbulah	20-24	3
Dimbulah	25+	17
Dingo	0-4	3
Dingo	5-14	32
Dingo	15-19	10
Dingo	25+	4
Dingo Beach	5-14	4
Dingo Beach	15-19	3
Dingo Beach	25+	4
Dingo Pocket	5-14	9
Dingo Pocket	15-19	9
Dinmore	0-4	5
Dinmore	5-14	92
Dinmore	15-19	30
Dinmore	20-24	10
Dinmore	25+	32
Dirnbir	5-14	3
Dirnbir	15-19	5
Dirranbandi	0-4	5
Dirranbandi	5-14	60
Dirranbandi	15-19	16
Dirranbandi	25+	13
Dittmer	5-14	14
Dittmer	25+	4
Diwan	5-14	13
Diwan	15-19	3
Dixalea	5-14	12
Djarawong	5-14	16
Djarawong	15-19	5
Djarawong	25+	5
Djuan	5-14	16
Djuan	15-19	8
Djuan	25+	3
Doctor Creek	5-14	5
Dolphin Heads	5-14	54
Dolphin Heads	15-19	21
Dolphin Heads	20-24	3
Dolphin Heads	25+	11
Donnybrook (Qld)	0-4	3
Donnybrook (Qld)	5-14	32
Donnybrook (Qld)	15-19	20
Donnybrook (Qld)	20-24	7
Donnybrook (Qld)	25+	8
Doolandella	0-4	61
Doolandella	5-14	596
Doolandella	15-19	244
Doolandella	20-24	126
Doolandella	25+	175
Doolbi	5-14	9
Doolbi	15-19	3
Doolbi	25+	3
Doomadgee	0-4	37
Doomadgee	5-14	346
Doomadgee	15-19	42
Doomadgee	25+	7
Doonan	0-4	24
Doonan	5-14	520
Doonan	15-19	172
Doonan	20-24	37
Doonan	25+	81
Doongul	5-14	3
Dotswood	5-14	13
Dotswood	15-19	3
Dotswood	25+	3
Douglas (Toowoomba - Qld)	5-14	11
Douglas (Toowoomba - Qld)	15-19	8
Douglas (Toowoomba - Qld)	20-24	3
Douglas (Townsville - Qld)	0-4	78
Douglas (Townsville - Qld)	5-14	740
Douglas (Townsville - Qld)	15-19	904
Douglas (Townsville - Qld)	20-24	1120
Douglas (Townsville - Qld)	25+	497
Downsfield	0-4	3
Downsfield	5-14	8
Dows Creek	5-14	20
Dows Creek	15-19	3
Dows Creek	25+	3
Draper	0-4	7
Draper	5-14	96
Draper	15-19	34
Draper	20-24	10
Draper	25+	14
Drayton	0-4	14
Drayton	5-14	197
Drayton	15-19	56
Drayton	20-24	22
Drayton	25+	60
Drewvale	0-4	73
Drewvale	5-14	720
Drewvale	15-19	238
Drewvale	20-24	96
Drewvale	25+	135
Drillham	5-14	12
Drillham South	5-14	5
Drinan	0-4	3
Drinan	5-14	19
Drinan	15-19	10
Drinan	20-24	3
Drinan	25+	3
Drummondslope	5-14	7
Duaringa	0-4	5
Duaringa	5-14	29
Duaringa	15-19	3
Duaringa	25+	4
Duchess	5-14	5
Ducklo	0-4	3
Ducklo	5-14	51
Ducklo	15-19	15
Ducklo	20-24	3
Ducklo	25+	4
Dugandan	0-4	10
Dugandan	5-14	84
Dugandan	15-19	23
Dugandan	20-24	3
Dugandan	25+	11
