SSC_NAME16	OnlyEnglishSpokenHome	Sex	persons
Pemberton	1	M	430
Peppermint Grove	0	F	84
Peppermint Grove	0	M	61
Peppermint Grove	1	F	799
Peppermint Grove	1	M	587
Peppermint Grove Beach	0	F	3
Peppermint Grove Beach	0	M	6
Peppermint Grove Beach	1	F	217
Peppermint Grove Beach	1	M	199
Perenjori	0	F	3
Perenjori	0	M	3
Perenjori	1	F	113
Perenjori	1	M	132
Perillup	1	F	19
Perillup	1	M	26
Peron	1	F	7
Peron	1	M	16
Perth (WA)	0	F	1984
Perth (WA)	0	M	1891
Perth (WA)	1	F	2572
Perth (WA)	1	M	3229
Perup	1	F	76
Perup	1	M	64
Petrudor	1	F	4
Petrudor	1	M	3
Piara Waters	0	F	1795
Piara Waters	0	M	1684
Piara Waters	1	F	2645
Piara Waters	1	M	2694
Piawaning	1	F	22
Piawaning	1	M	29
Piccadilly (WA)	0	F	134
Piccadilly (WA)	0	M	146
Piccadilly (WA)	1	F	884
Piccadilly (WA)	1	M	899
Pickering Brook	0	F	24
Pickering Brook	0	M	23
Pickering Brook	1	F	234
Pickering Brook	1	M	252
Picton (WA)	0	F	3
Picton (WA)	0	M	9
Picton (WA)	1	F	21
Picton (WA)	1	M	29
Picton East	1	F	50
Picton East	1	M	60
Piesse Brook	0	F	3
Piesse Brook	0	M	8
Piesse Brook	1	F	88
Piesse Brook	1	M	86
Piesseville	1	F	25
Piesseville	1	M	29
Pindar	1	F	13
Pindar	1	M	15
Pingaring	0	F	3
Pingaring	0	M	5
Pingaring	1	F	32
Pingaring	1	M	40
Pingelly	0	F	8
Pingelly	0	M	6
Pingelly	1	F	339
Pingelly	1	M	356
Pingrup	0	M	4
Pingrup	1	F	108
Pingrup	1	M	117
Pinjar	1	F	32
Pinjar	1	M	49
Pinjarra	0	F	100
Pinjarra	0	M	81
Pinjarra	1	F	2214
Pinjarra	1	M	2044
Pink Lake	0	F	18
Pink Lake	0	M	11
Pink Lake	1	F	378
Pink Lake	1	M	403
Pintharuka	1	F	10
Pintharuka	1	M	14
Pinwernying	0	F	4
Pinwernying	1	F	48
Pinwernying	1	M	53
Pippingarra	0	F	11
Pippingarra	0	M	17
Pippingarra	1	F	28
Pippingarra	1	M	55
Pithara	1	F	40
Pithara	1	M	61
Plumridge Lakes	0	F	79
Plumridge Lakes	0	M	99
Plumridge Lakes	1	F	18
Plumridge Lakes	1	M	106
Point Samson	0	F	6
Point Samson	0	M	3
Point Samson	1	F	92
Point Samson	1	M	117
Popanyinning	0	M	3
Popanyinning	1	F	67
Popanyinning	1	M	81
Porongurup	0	F	8
Porongurup	0	M	7
Porongurup	1	F	115
Porongurup	1	M	131
Port Albany	0	F	9
Port Albany	0	M	5
Port Albany	1	F	53
Port Albany	1	M	49
Port Denison	0	F	19
Port Denison	0	M	4
Port Denison	1	F	635
Port Denison	1	M	635
Port Hedland	0	F	208
Port Hedland	0	M	215
Port Hedland	1	F	1438
Port Hedland	1	M	1768
Port Kennedy	0	F	515
Port Kennedy	0	M	402
Port Kennedy	1	F	6100
Port Kennedy	1	M	5882
Preston Beach	0	F	3
Preston Beach	0	M	6
Preston Beach	1	F	98
Preston Beach	1	M	98
Preston Settlement	1	F	62
Preston Settlement	1	M	60
Prevelly	0	F	6
Prevelly	1	F	80
Prevelly	1	M	82
Prince Regent River	1	F	3
Pumphreys Bridge	1	F	7
Pumphreys Bridge	1	M	6
Purnululu	1	F	6
Purnululu	1	M	5
Quairading	0	F	7
Quairading	0	M	10
Quairading	1	F	300
Quairading	1	M	257
Qualeup	1	F	18
Qualeup	1	M	28
Quedjinup	0	F	10
Quedjinup	0	M	3
Quedjinup	1	F	162
Quedjinup	1	M	186
Queens Park (WA)	0	F	1810
Queens Park (WA)	0	M	1978
Queens Park (WA)	1	F	1213
Queens Park (WA)	1	M	1263
Queenwood	1	F	33
Queenwood	1	M	37
Quelagetting	1	F	10
Quelagetting	1	M	12
Quellington	0	F	3
Quellington	1	F	6
Quellington	1	M	17
Quindalup	0	F	22
Quindalup	0	M	28
Quindalup	1	F	573
Quindalup	1	M	610
Quindanning	0	M	3
Quindanning	1	F	13
Quindanning	1	M	24
Quinninup	0	F	6
Quinninup	0	M	3
Quinninup	1	F	61
Quinninup	1	M	71
Quinns Rocks	0	F	421
Quinns Rocks	0	M	370
Quinns Rocks	1	F	3669
Quinns Rocks	1	M	3767
Ranford	0	F	3
Ranford	1	F	72
Ranford	1	M	89
Rangeway	0	F	59
Rangeway	0	M	47
Rangeway	1	F	806
Rangeway	1	M	740
Ravensthorpe	0	F	9
Ravensthorpe	0	M	3
Ravensthorpe	1	F	200
Ravensthorpe	1	M	230
Ravenswood (WA)	0	F	35
Ravenswood (WA)	0	M	34
Ravenswood (WA)	1	F	999
Ravenswood (WA)	1	M	941
Rawlinna	1	F	9
Rawlinna	1	M	18
Red Gully	1	F	10
Red Gully	1	M	11
Red Hill (WA)	0	F	3
Red Hill (WA)	0	M	3
Red Hill (WA)	1	F	31
Red Hill (WA)	1	M	30
Redbank (WA)	0	F	3
Redbank (WA)	0	M	3
Redbank (WA)	1	F	12
Redbank (WA)	1	M	9
Redcliffe (WA)	0	F	582
Redcliffe (WA)	0	M	566
Redcliffe (WA)	1	F	1630
Redcliffe (WA)	1	M	1666
Redgate (WA)	1	F	33
Redgate (WA)	1	M	47
Redmond	1	F	86
Redmond	1	M	101
Redmond West	1	F	24
Redmond West	1	M	31
Regans Ford	1	F	6
Regans Ford	1	M	12
Reinscourt	0	F	4
Reinscourt	0	M	3
Reinscourt	1	F	110
Reinscourt	1	M	112
Ridgewood (WA)	0	F	332
Ridgewood (WA)	0	M	283
Ridgewood (WA)	1	F	1859
Ridgewood (WA)	1	M	1793
Ringbark	0	F	3
Ringbark	0	M	3
Ringbark	1	F	48
Ringbark	1	M	54
Riverton (WA)	0	F	1229
Riverton (WA)	0	M	1165
Riverton (WA)	1	F	1545
Riverton (WA)	1	M	1544
Rivervale	0	F	1580
Rivervale	0	M	1716
Rivervale	1	F	2819
Rivervale	1	M	2980
Robinson	0	F	13
Robinson	0	M	3
Robinson	1	F	279
Robinson	1	M	285
Rockingham (WA)	0	F	805
Rockingham (WA)	0	M	674
Rockingham (WA)	1	F	6072
Rockingham (WA)	1	M	5687
Rocklea (WA)	0	F	40
Rocklea (WA)	0	M	60
Rocklea (WA)	1	F	30
Rocklea (WA)	1	M	76
Rocky Gully (WA)	1	F	39
Rocky Gully (WA)	1	M	43
Roebourne	0	F	178
Roebourne	0	M	173
Roebourne	1	F	184
Roebourne	1	M	189
Roebuck	0	F	17
Roebuck	0	M	12
Roebuck	1	F	188
Roebuck	1	M	219
Roelands	0	F	10
Roelands	0	M	5
Roelands	1	F	390
Roelands	1	M	405
Roleystone	0	F	227
Roleystone	0	M	179
Roleystone	1	F	2939
Roleystone	1	M	2971
Rosa Brook	0	F	9
Rosa Brook	0	M	3
Rosa Brook	1	F	90
Rosa Brook	1	M	95
Rosa Glen	0	F	11
Rosa Glen	0	M	9
Rosa Glen	1	F	67
Rosa Glen	1	M	71
Rossmore (WA)	1	F	3
Rossmore (WA)	1	M	3
Rossmoyne	0	F	443
Rossmoyne	0	M	361
Rossmoyne	1	F	1233
Rossmoyne	1	M	1101
Rothsay	0	F	4
Rothsay	0	M	15
Rothsay	1	F	12
Rothsay	1	M	109
Rottnest Island	0	F	4
Rottnest Island	0	M	17
Rottnest Island	1	F	38
Rottnest Island	1	M	46
Ruabon	1	F	38
Ruabon	1	M	39
Rudds Gully	0	F	5
Rudds Gully	0	M	7
Rudds Gully	1	F	84
Rudds Gully	1	M	77
Ryansbrook	1	F	25
Ryansbrook	1	M	26
Sabina River	0	F	3
Sabina River	1	F	34
Sabina River	1	M	30
Safety Bay	0	F	205
Safety Bay	0	M	181
Safety Bay	1	F	3259
Safety Bay	1	M	3351
Salmon Gums	0	F	5
Salmon Gums	0	M	3
Salmon Gums	1	F	73
Salmon Gums	1	M	78
Salter Point	0	F	199
Salter Point	0	M	179
Salter Point	1	F	1069
Salter Point	1	M	1201
Samson	0	F	188
Samson	0	M	172
Samson	1	F	769
Samson	1	M	703
San Remo (WA)	0	F	38
San Remo (WA)	0	M	25
San Remo (WA)	1	F	423
San Remo (WA)	1	M	428
Sandsprings	1	F	3
Sandsprings	1	M	5
Sandstone	1	F	24
Sandstone	1	M	43
Sandy Gully (WA)	1	F	34
Sandy Gully (WA)	1	M	39
Sawyers Valley	0	F	16
Sawyers Valley	0	M	18
Sawyers Valley	1	F	446
Sawyers Valley	1	M	449
Scaddan	0	M	3
Scaddan	1	F	44
Scaddan	1	M	56
Scarborough (WA)	0	F	1058
Scarborough (WA)	0	M	945
Scarborough (WA)	1	F	6144
Scarborough (WA)	1	M	6077
Scotsdale	0	M	5
Scotsdale	1	F	181
Scotsdale	1	M	199
Scott River	0	F	5
Scott River	0	M	7
Scott River	1	F	18
Scott River	1	M	21
Scott River East	0	F	3
Scott River East	1	F	4
Scott River East	1	M	11
Scotts Brook	0	M	3
Scotts Brook	1	F	24
Scotts Brook	1	M	38
Seabird	1	F	29
Seabird	1	M	34
Secret Harbour	0	F	306
Secret Harbour	0	M	288
Secret Harbour	1	F	5405
Secret Harbour	1	M	5452
Seppings	0	F	3
Seppings	0	M	4
Seppings	1	F	81
Seppings	1	M	78
Serpentine (WA)	0	F	25
Serpentine (WA)	0	M	25
Serpentine (WA)	1	F	1018
Serpentine (WA)	1	M	1061
Seville Grove	0	F	1065
Seville Grove	0	M	1096
Seville Grove	1	F	3755
Seville Grove	1	M	3801
Shackleton	1	F	33
Shackleton	1	M	43
Shadforth (WA)	0	F	19
Shadforth (WA)	0	M	15
Shadforth (WA)	1	F	293
Shadforth (WA)	1	M	313
Shannon (WA)	1	F	3
Shannon (WA)	1	M	3
Shelley (WA)	0	F	716
Shelley (WA)	0	M	615
Shelley (WA)	1	F	1536
Shelley (WA)	1	M	1503
Shenton Park	0	F	359
Shenton Park	0	M	289
Shenton Park	1	F	1892
Shenton Park	1	M	1784
Sherlock (WA)	1	M	3
Shoalwater (WA)	0	F	125
Shoalwater (WA)	0	M	125
Shoalwater (WA)	1	F	1847
Shoalwater (WA)	1	M	1767
Siesta Park	1	F	39
Siesta Park	1	M	32
Silver Sands	0	F	28
Silver Sands	0	M	28
Silver Sands	1	F	552
Silver Sands	1	M	588
Sinagra	0	F	265
Sinagra	0	M	231
Sinagra	1	F	1047
Sinagra	1	M	985
Sinclair	0	F	21
Sinclair	0	M	15
Sinclair	1	F	394
Sinclair	1	M	395
Singleton (WA)	0	F	90
Singleton (WA)	0	M	55
Singleton (WA)	1	F	1692
Singleton (WA)	1	M	1703
Smith Brook	0	F	3
Smith Brook	0	M	5
Smith Brook	1	F	22
Smith Brook	1	M	19
Somerville (WA)	0	F	287
Somerville (WA)	0	M	277
Somerville (WA)	1	F	1521
Somerville (WA)	1	M	1697
Sorrento (WA)	0	F	373
Sorrento (WA)	0	M	307
Sorrento (WA)	1	F	3267
Sorrento (WA)	1	M	3139
South Boulder	0	F	44
South Boulder	0	M	40
South Boulder	1	F	455
South Boulder	1	M	530
South Bunbury	0	F	426
South Bunbury	0	M	370
South Bunbury	1	F	3698
South Bunbury	1	M	3400
South Burracoppin	1	F	17
South Burracoppin	1	M	14
South Carnarvon	0	F	31
South Carnarvon	0	M	27
South Carnarvon	1	F	378
South Carnarvon	1	M	408
South Datatine	1	F	6
South Datatine	1	M	9
South Doodlakine	1	F	25
South Doodlakine	1	M	21
South Fremantle	0	F	212
South Fremantle	0	M	168
South Fremantle	1	F	1258
South Fremantle	1	M	1198
South Glencoe	1	F	6
South Glencoe	1	M	13
South Greenough	0	F	3
South Greenough	1	F	36
South Greenough	1	M	49
South Guildford	0	F	184
South Guildford	0	M	202
South Guildford	1	F	1380
South Guildford	1	M	1360
South Hedland	0	F	744
South Hedland	0	M	712
South Hedland	1	F	3053
South Hedland	1	M	3432
South Kalgoorlie	0	F	334
South Kalgoorlie	0	M	321
South Kalgoorlie	1	F	1795
South Kalgoorlie	1	M	1925
South Kukerin	1	F	6
South Kukerin	1	M	9
South Kumminin	1	F	39
South Kumminin	1	M	39
South Kununoppin	1	F	3
South Kununoppin	1	M	5
South Lake	0	F	671
South Lake	0	M	616
South Lake	1	F	2053
South Lake	1	M	2163
South Lake Grace	1	F	10
South Lake Grace	1	M	13
South Murchison	0	F	8
South Murchison	0	M	6
South Murchison	1	F	19
South Murchison	1	M	20
South Newdegate	1	F	12
South Newdegate	1	M	16
South Perth	0	F	1334
South Perth	0	M	1267
South Perth	1	F	4171
South Perth	1	M	4344
South Plantations	0	F	39
South Plantations	0	M	41
South Plantations	1	F	43
South Plantations	1	M	63
South Quairading	1	F	18
South Quairading	1	M	32
South Stirling	1	F	3
South Stirling	1	M	6
South Tammin	1	F	31
South Tammin	1	M	42
South Trayning	1	F	12
South Trayning	1	M	22
South Yelbeni	1	F	12
South Yelbeni	1	M	15
South Yilgarn	1	F	10
South Yilgarn	1	M	8
South Yuna	1	F	16
South Yuna	1	M	9
South Yunderup	0	F	67
South Yunderup	0	M	36
South Yunderup	1	F	1399
South Yunderup	1	M	1420
Southampton (WA)	0	F	3
Southampton (WA)	1	F	26
Southampton (WA)	1	M	33
Southern Brook	1	F	35
Southern Brook	1	M	37
Southern Cross (WA)	0	F	8
Southern Cross (WA)	0	M	12
Southern Cross (WA)	1	F	265
Southern Cross (WA)	1	M	320
Southern River	0	F	1854
Southern River	0	M	1807
Southern River	1	F	3115
Southern River	1	M	3212
Spalding (WA)	0	F	69
Spalding (WA)	0	M	57
Spalding (WA)	1	F	855
Spalding (WA)	1	M	845
Spearwood	0	F	1428
Spearwood	0	M	1376
Spearwood	1	F	3345
Spearwood	1	M	3125
Spencer Park	0	F	154
Spencer Park	0	M	125
Spencer Park	1	F	1601
Spencer Park	1	M	1342
Spencers Brook	0	F	5
Spencers Brook	0	M	3
Spencers Brook	1	F	45
Spencers Brook	1	M	29
Springfield (WA)	0	F	6
Springfield (WA)	0	M	3
Springfield (WA)	1	F	103
Springfield (WA)	1	M	124
Springs	1	F	5
Springs	1	M	6
St George Ranges	0	F	505
St George Ranges	0	M	502
St George Ranges	1	F	74
St George Ranges	1	M	79
St James (WA)	0	F	726
St James (WA)	0	M	743
St James (WA)	1	F	1428
St James (WA)	1	M	1527
St Ronans	1	F	20
St Ronans	1	M	20
Stake Hill	0	F	12
Stake Hill	0	M	9
Stake Hill	1	F	218
Stake Hill	1	M	227
Stirling (WA)	0	F	1820
Stirling (WA)	0	M	1649
Stirling (WA)	1	F	2897
Stirling (WA)	1	M	2897
Stirling Estate	0	F	8
Stirling Estate	0	M	9
Stirling Estate	1	F	67
Stirling Estate	1	M	61
Stoneville	0	F	49
Stoneville	0	M	59
Stoneville	1	F	1074
Stoneville	1	M	1110
Stove Hill	1	F	5
Stove Hill	1	M	21
Strathalbyn (WA)	0	F	35
Strathalbyn (WA)	0	M	27
Strathalbyn (WA)	1	F	563
Strathalbyn (WA)	1	M	577
Stratham	0	F	16
Stratham	0	M	14
Stratham	1	F	339
Stratham	1	M	309
Stratherne	1	M	5
Stratton	0	F	164
Stratton	0	M	163
Stratton	1	F	1398
Stratton	1	M	1376
Strelley	0	F	24
Strelley	0	M	10
Strelley	1	M	3
Sturt Creek	0	F	116
Sturt Creek	0	M	96
Sturt Creek	1	F	58
Sturt Creek	1	M	39
Subiaco	0	F	910
Subiaco	0	M	751
Subiaco	1	F	3358
Subiaco	1	M	3306
Success	0	F	1376
Success	0	M	1321
Success	1	F	3462
Success	1	M	3382
Sunnyside (WA)	0	F	6
Sunnyside (WA)	1	F	29
Sunnyside (WA)	1	M	45
Sunset Beach	0	F	47
Sunset Beach	0	M	36
Sunset Beach	1	F	683
Sunset Beach	1	M	619
Swan View	0	F	417
Swan View	0	M	387
Swan View	1	F	3407
Swan View	1	M	3282
Swanbourne	0	F	154
Swanbourne	0	M	155
Swanbourne	1	F	1669
Swanbourne	1	M	1843
Takalarup	0	F	3
Takalarup	0	M	3
Takalarup	1	F	40
Takalarup	1	M	54
Talandji	0	F	36
Talandji	0	M	410
Talandji	1	F	246
Talandji	1	M	1675
Talbot (WA)	0	F	3
Talbot (WA)	1	F	51
Talbot (WA)	1	M	54
Talbot West	1	F	9
Talbot West	1	M	10
Talgomine	1	F	9
Talgomine	1	M	11
Tambellup	0	M	4
Tambellup	1	F	168
Tambellup	1	M	155
Tammin	0	M	3
Tammin	1	F	81
Tammin	1	M	82
Tampu	1	F	3
Tampu	1	M	3
Tanami (WA)	0	F	95
Tanami (WA)	0	M	90
Tanami (WA)	1	F	24
Tanami (WA)	1	M	25
Tandegin	1	F	4
Tandegin	1	M	10
Tapping	0	F	763
Tapping	0	M	695
Tapping	1	F	3862
Tapping	1	M	3820
Tarcoola Beach	0	F	32
Tarcoola Beach	0	M	29
Tarcoola Beach	1	F	606
Tarcoola Beach	1	M	547
Tardun	1	F	13
Tardun	1	M	18
Tarin Rock	1	F	18
Tarin Rock	1	M	18
Teesdale (WA)	1	F	43
Teesdale (WA)	1	M	41
Telfer	0	F	122
Telfer	0	M	174
Telfer	1	F	55
Telfer	1	M	369
Tenindewa	1	F	24
Tenindewa	1	M	25
Tenterden (WA)	0	M	3
Tenterden (WA)	1	F	94
Tenterden (WA)	1	M	99
The Lakes	0	M	3
The Lakes	1	F	25
The Lakes	1	M	22
The Plains	1	F	23
The Plains	1	M	23
The Vines	0	F	260
The Vines	0	M	230
The Vines	1	F	2074
The Vines	1	M	2102
Thomson Brook	0	M	5
Thomson Brook	1	F	28
Thomson Brook	1	M	35
Thornlie	0	F	3347
Thornlie	0	M	3153
Thornlie	1	F	7800
Thornlie	1	M	7845
Three Springs	0	F	10
Three Springs	0	M	18
Three Springs	1	F	161
Three Springs	1	M	159
Throssell	1	F	33
Throssell	1	M	40
Tibradden	1	F	4
Tincurrin	1	F	23
Tincurrin	1	M	26
Tingledale	0	F	4
Tingledale	1	F	22
Tingledale	1	M	32
Tom Price	0	F	109
Tom Price	0	M	102
Tom Price	1	F	1151
Tom Price	1	M	1378
Tonebridge	1	F	7
Tonebridge	1	M	11
Toodyay	0	F	40
Toodyay	0	M	31
Toodyay	1	F	632
Toodyay	1	M	595
Toolibin	1	F	8
Toolibin	1	M	10
Toompup	1	F	7
Toompup	1	M	4
Torbay	0	F	8
Torbay	0	M	10
Torbay	1	F	140
Torbay	1	M	154
Torndirrup	0	F	4
Torndirrup	1	F	24
Torndirrup	1	M	23
Townsendale	1	M	3
Trayning	1	F	62
Trayning	1	M	56
Treeton	1	F	34
Treeton	1	M	53
Trigg	0	F	126
Trigg	0	M	91
Trigg	1	F	1249
Trigg	1	M	1217
Trigwell	1	F	8
Trigwell	1	M	4
Tuart Hill	0	F	1342
Tuart Hill	0	M	1178
Tuart Hill	1	F	2127
Tuart Hill	1	M	1894
Tutunup	1	F	29
Tutunup	1	M	28
Two Rocks	0	F	74
Two Rocks	0	M	60
Two Rocks	1	F	1255
Two Rocks	1	M	1332
Ucarty	1	F	27
Ucarty	1	M	28
Ucarty West	1	F	18
Ucarty West	1	M	16
Uduc	0	F	10
Uduc	0	M	12
Uduc	1	F	123
Uduc	1	M	137
Upper Capel	0	F	3
Upper Capel	0	M	3
Upper Capel	1	F	77
Upper Capel	1	M	81
Upper Murray	1	F	3
Upper Murray	1	M	7
Upper Swan	0	F	21
Upper Swan	0	M	16
Upper Swan	1	F	247
Upper Swan	1	M	265
Upper Warren	0	F	3
Upper Warren	0	M	4
Upper Warren	1	F	21
Upper Warren	1	M	17
Useless Loop	0	F	3
Useless Loop	0	M	5
Useless Loop	1	F	51
Useless Loop	1	M	66
Usher	0	F	74
Usher	0	M	66
Usher	1	F	986
Usher	1	M	903
Utakarra	0	F	48
Utakarra	0	M	54
Utakarra	1	F	547
Utakarra	1	M	581
Vancouver Peninsula	1	M	3
Varley	0	F	4
Varley	0	M	3
Varley	1	F	14
Varley	1	M	20
Vasse	0	F	56
Vasse	0	M	38
Vasse	1	F	1135
Vasse	1	M	1114
Victoria Park	0	F	1507
Victoria Park	0	M	1438
Victoria Park	1	F	2468
Victoria Park	1	M	2701
Victory Heights (WA)	0	F	45
Victory Heights (WA)	0	M	51
Victory Heights (WA)	1	F	340
Victory Heights (WA)	1	M	350
Viveash	0	F	55
Viveash	0	M	46
Viveash	1	F	463
Viveash	1	M	409
Wadderin	1	F	33
Wadderin	1	M	43
Waddington	0	F	3
Waddington	0	M	4
Waddington	1	F	14
Waddington	1	M	12
Waddy Forest	1	F	17
Waddy Forest	1	M	19
Waeel	0	M	3
Waeel	1	F	32
Waeel	1	M	115
Wagerup	0	M	3
Wagerup	1	F	12
Wagerup	1	M	11
Waggrakine	0	F	71
Waggrakine	0	M	53
Waggrakine	1	F	1021
Waggrakine	1	M	1079
Wagin	0	F	16
Wagin	0	M	12
Wagin	1	F	678
Wagin	1	M	641
Waikiki	0	F	585
Waikiki	0	M	540
Waikiki	1	F	5293
Waikiki	1	M	5218
Walebing	0	M	3
Walebing	1	F	20
Walebing	1	M	25
Walgoolan	0	F	3
Walgoolan	1	F	20
Walgoolan	1	M	29
Walkaway	0	F	4
Walkaway	0	M	4
Walkaway	1	F	119
Walkaway	1	M	106
Walliston	0	F	44
Walliston	0	M	41
Walliston	1	F	399
Walliston	1	M	388
Walmsley	1	F	16
Walmsley	1	M	28
Walpole	0	F	7
Walpole	0	M	8
Walpole	1	F	190
Walpole	1	M	202
Walsall	1	F	31
Walsall	1	M	45
Walyormouring	1	F	20
Walyormouring	1	M	18
Walyurin	1	F	11
Walyurin	1	M	15
Wamenusking	1	F	18
Wamenusking	1	M	12
Wandana (WA)	1	F	7
Wandana (WA)	1	M	4
Wandering	0	F	8
Wandering	0	M	3
Wandering	1	F	125
Wandering	1	M	128
Wandi	0	F	294
Wandi	0	M	281
Wandi	1	F	1078
Wandi	1	M	1036
Wandillup	1	F	21
Wandillup	1	M	30
Wandina	0	F	280
Wandina	0	M	256
Wandina	1	F	1764
Wandina	1	M	1649
Wanerie	0	F	3
Wanerie	1	F	52
Wanerie	1	M	68
Wangara	0	F	8
Wangara	0	M	3
Wangara	1	F	8
Wangara	1	M	13
Wannamal	1	F	47
Wannamal	1	M	56
Wannanup	0	F	102
Wannanup	0	M	91
Wannanup	1	F	1613
Wannanup	1	M	1569
Wanneroo	0	F	833
Wanneroo	0	M	727
Wanneroo	1	F	4962
Wanneroo	1	M	4908
Wansbrough	1	F	13
Wansbrough	1	M	24
Warawarrup	0	F	4
Warawarrup	0	M	10
Warawarrup	1	F	44
Warawarrup	1	M	63
Warburton (WA)	0	F	234
Warburton (WA)	0	M	244
Warburton (WA)	1	F	31
Warburton (WA)	1	M	46
Wardering	1	F	9
Wardering	1	M	7
Warding East	1	F	21
Warding East	1	M	25
Warmun	0	F	86
Warmun	0	M	87
Warmun	1	F	95
Warmun	1	M	81
Warnbro	0	F	354
Warnbro	0	M	275
Warnbro	1	F	4664
Warnbro	1	M	4655
Warner Glen	0	M	3
Warner Glen	1	F	22
Warner Glen	1	M	25
Waroona	0	F	89
Waroona	0	M	94
Waroona	1	F	1218
Waroona	1	M	1194
Warrachuppin	1	F	5
Warrachuppin	1	M	6
Warradarge	1	F	28
Warradarge	1	M	32
Warralakin	1	F	8
Warralakin	1	M	4
Warrenup	0	F	9
Warrenup	0	M	9
Warrenup	1	F	318
Warrenup	1	M	331
Warwick (WA)	0	F	292
Warwick (WA)	0	M	272
Warwick (WA)	1	F	1525
Warwick (WA)	1	M	1495
Waterbank	0	F	3
Waterbank	0	M	3
Waterbank	1	F	33
Waterbank	1	M	44
Watercarrin	1	F	14
Watercarrin	1	M	14
Waterford (WA)	0	F	519
Waterford (WA)	0	M	454
Waterford (WA)	1	F	571
Waterford (WA)	1	M	668
Waterloo (WA)	0	F	3
Waterloo (WA)	1	F	67
Waterloo (WA)	1	M	81
Watermans Bay	0	F	36
Watermans Bay	0	M	21
Watermans Bay	1	F	581
Watermans Bay	1	M	572
Watheroo	0	F	4
Watheroo	0	M	3
Watheroo	1	F	71
Watheroo	1	M	86
Wattening	1	F	11
Wattening	1	M	25
Wattle Grove (WA)	0	F	1085
Wattle Grove (WA)	0	M	1030
Wattle Grove (WA)	1	F	1842
Wattle Grove (WA)	1	M	1807
Wattleup	0	F	42
Wattleup	0	M	46
Wattleup	1	F	148
Wattleup	1	M	189
Wattoning	1	F	13
Wattoning	1	M	10
Webberton	0	F	18
Webberton	0	M	18
Webberton	1	F	55
Webberton	1	M	58
Wedge Island (WA)	1	F	12
Wedge Island (WA)	1	M	17
Wedgecarrup	1	F	43
Wedgecarrup	1	M	48
Wedgefield	0	F	16
Wedgefield	0	M	10
Wedgefield	1	F	36
Wedgefield	1	M	65
Welbungin	1	F	8
Welbungin	1	M	22
Wellard	0	F	1410
Wellard	0	M	1372
Wellard	1	F	2891
Wellard	1	M	2913
Wellesley (WA)	1	F	27
Wellesley (WA)	1	M	32
Wellington Forest	1	F	4
Wellington Forest	1	M	3
Wellington Mill	1	F	59
Wellington Mill	1	M	52
Wellstead	1	F	36
Wellstead	1	M	35
Welshpool (WA)	1	M	9
Wembley	0	F	1304
Wembley	0	M	1202
Wembley	1	F	4086
Wembley	1	M	3986
Wembley Downs	0	F	431
Wembley Downs	0	M	355
Wembley Downs	1	F	2530
Wembley Downs	1	M	2764
West Ballidu	1	F	28
West Ballidu	1	M	32
West Beach (WA)	0	F	41
West Beach (WA)	0	M	24
West Beach (WA)	1	F	673
West Beach (WA)	1	M	641
West Binnu	1	F	5
West Binnu	1	M	4
West Busselton	0	F	216
West Busselton	0	M	173
West Busselton	1	F	4022
West Busselton	1	M	3583
West Casuarinas	1	F	14
West Casuarinas	1	M	15
West Coolup	1	F	65
West Coolup	1	M	73
West End (WA)	0	F	14
West End (WA)	0	M	10
West End (WA)	1	F	232
West End (WA)	1	M	220
West Fitzgerald	1	F	7
West Fitzgerald	1	M	9
West Holleton	0	M	4
West Holleton	1	F	10
West Holleton	1	M	10
West Kalgoorlie	1	F	3
West Kalgoorlie	1	M	11
West Lamington	0	F	81
West Lamington	0	M	78
West Lamington	1	F	572
West Lamington	1	M	605
West Leederville	0	F	361
West Leederville	0	M	326
West Leederville	1	F	1538
West Leederville	1	M	1460
West Lyons River	1	F	8
West Lyons River	1	M	6
West Perth	0	F	856
West Perth	0	M	822
West Perth	1	F	1490
West Perth	1	M	1666
West Pingelly	1	F	46
West Pingelly	1	M	54
West Pinjarra	0	F	3
West Pinjarra	1	F	191
West Pinjarra	1	M	193
West Popanyinning	1	F	27
West Popanyinning	1	M	29
West River	1	F	34
West River	1	M	43
West Swan	0	F	25
West Swan	0	M	20
West Swan	1	F	202
West Swan	1	M	207
West Toodyay	0	F	4
West Toodyay	0	M	3
West Toodyay	1	F	204
West Toodyay	1	M	205
Westdale (WA)	0	M	5
Westdale (WA)	1	F	36
Westdale (WA)	1	M	43
Westminster	0	F	1358
Westminster	0	M	1410
Westminster	1	F	1457
Westminster	1	M	1460
Westonia	0	F	6
Westonia	0	M	10
Westonia	1	F	68
Westonia	1	M	98
Westwood (WA)	0	M	3
Westwood (WA)	1	F	12
Westwood (WA)	1	M	12
Whim Creek	0	F	3
Whim Creek	1	F	5
Whim Creek	1	M	8
Whitby	0	F	29
Whitby	0	M	22
Whitby	1	F	137
Whitby	1	M	119
White Gum Valley	0	F	336
White Gum Valley	0	M	198
White Gum Valley	1	F	1155
White Gum Valley	1	M	1091
White Peak	0	F	7
White Peak	0	M	3
White Peak	1	F	190
White Peak	1	M	192
Whiteman	1	M	4
Whittaker	1	F	6
Whittaker	1	M	4
Wialki	1	F	20
Wialki	1	M	15
Wicherina	1	F	3
Wicherina	1	M	3
Wickepin	0	F	3
