SSC_NAME16	AustCitizen	Sex	persons
Bega	1	M	2002
Beggan Beggan	0	F	10
Beggan Beggan	0	M	4
Beggan Beggan	1	F	49
Beggan Beggan	1	M	41
Belanglo	0	F	0
Belanglo	0	M	0
Belanglo	1	F	13
Belanglo	1	M	10
Belbora	0	F	12
Belbora	0	M	6
Belbora	1	F	50
Belbora	1	M	55
Belfield	0	F	460
Belfield	0	M	398
Belfield	1	F	2802
Belfield	1	M	2656
Belford	0	F	13
Belford	0	M	8
Belford	1	F	79
Belford	1	M	77
Belfrayden	0	F	6
Belfrayden	0	M	0
Belfrayden	1	F	12
Belfrayden	1	M	14
Belgravia	0	F	0
Belgravia	0	M	2
Belgravia	1	F	63
Belgravia	1	M	53
Belimbla Park	0	F	26
Belimbla Park	0	M	20
Belimbla Park	1	F	267
Belimbla Park	1	M	265
Bell (NSW)	0	F	-4
Bell (NSW)	0	M	0
Bell (NSW)	1	F	25
Bell (NSW)	1	M	22
Bella Vista	0	F	694
Bella Vista	0	M	555
Bella Vista	1	F	3269
Bella Vista	1	M	3314
Bellambi	0	F	251
Bellambi	0	M	223
Bellambi	1	F	1788
Bellambi	1	M	1686
Bellangry	0	F	13
Bellangry	0	M	4
Bellangry	1	F	40
Bellangry	1	M	43
Bellata	0	F	22
Bellata	0	M	17
Bellata	1	F	145
Bellata	1	M	166
Bellawongarah	0	F	16
Bellawongarah	0	M	13
Bellawongarah	1	F	45
Bellawongarah	1	M	55
Bellbird	0	F	100
Bellbird	0	M	80
Bellbird	1	F	939
Bellbird	1	M	913
Bellbird Heights	0	F	25
Bellbird Heights	0	M	18
Bellbird Heights	1	F	395
Bellbird Heights	1	M	346
Bellbrook	0	F	6
Bellbrook	0	M	19
Bellbrook	1	F	124
Bellbrook	1	M	121
Bellevue Hill	0	F	1130
Bellevue Hill	0	M	1032
Bellevue Hill	1	F	4366
Bellevue Hill	1	M	4190
Bellimbopinni	0	F	14
Bellimbopinni	0	M	12
Bellimbopinni	1	F	49
Bellimbopinni	1	M	51
Bellingen	0	F	222
Bellingen	0	M	189
Bellingen	1	F	1808
Bellingen	1	M	1561
Bellmount Forest	0	F	0
Bellmount Forest	0	M	7
Bellmount Forest	1	F	61
Bellmount Forest	1	M	49
Belltrees	0	F	1
Belltrees	0	M	4
Belltrees	1	F	10
Belltrees	1	M	13
Belmont (NSW)	0	F	299
Belmont (NSW)	0	M	275
Belmont (NSW)	1	F	3363
Belmont (NSW)	1	M	3178
Belmont North	0	F	217
Belmont North	0	M	177
Belmont North	1	F	2993
Belmont North	1	M	2951
Belmont South	0	F	43
Belmont South	0	M	40
Belmont South	1	F	501
Belmont South	1	M	472
Belmore	0	F	1421
Belmore	0	M	1481
Belmore	1	F	4965
Belmore	1	M	4856
Belmore River	0	F	5
Belmore River	0	M	10
Belmore River	1	F	132
Belmore River	1	M	126
Beloka	0	F	2
Beloka	0	M	0
Beloka	1	F	8
Beloka	1	M	11
Belowra	0	F	0
Belowra	0	M	0
Belowra	1	F	3
Belowra	1	M	3
Belrose	0	F	568
Belrose	0	M	475
Belrose	1	F	3986
Belrose	1	M	3750
Bemboka	0	F	29
Bemboka	0	M	33
Bemboka	1	F	256
Bemboka	1	M	259
Ben Bullen	0	F	15
Ben Bullen	0	M	16
Ben Bullen	1	F	33
Ben Bullen	1	M	42
Ben Lomond (NSW)	0	F	8
Ben Lomond (NSW)	0	M	15
Ben Lomond (NSW)	1	F	66
Ben Lomond (NSW)	1	M	62
Benandarah	0	F	15
Benandarah	0	M	20
Benandarah	1	F	53
Benandarah	1	M	74
Bendalong	0	F	6
Bendalong	0	M	11
Bendalong	1	F	32
Bendalong	1	M	40
Bendemeer	0	F	31
Bendemeer	0	M	31
Bendemeer	1	F	215
Bendemeer	1	M	217
Bendick Murrell	0	F	11
Bendick Murrell	0	M	13
Bendick Murrell	1	F	62
Bendick Murrell	1	M	70
Bendolba	0	F	12
Bendolba	0	M	7
Bendolba	1	F	97
Bendolba	1	M	94
Bendoura	0	F	6
Bendoura	0	M	7
Bendoura	1	F	29
Bendoura	1	M	25
Benerembah	0	F	18
Benerembah	0	M	9
Benerembah	1	F	50
Benerembah	1	M	57
Bengalla	0	F	-2
Bengalla	0	M	3
Bengalla	1	F	10
Bengalla	1	M	6
Bennetts Green	0	F	0
Bennetts Green	0	M	0
Bennetts Green	1	F	7
Bennetts Green	1	M	9
Benolong	0	F	0
Benolong	0	M	0
Benolong	1	F	24
Benolong	1	M	23
Bensville	0	F	102
Bensville	0	M	106
Bensville	1	F	1177
Bensville	1	M	1161
Bentley (NSW)	0	F	10
Bentley (NSW)	0	M	14
Bentley (NSW)	1	F	89
Bentley (NSW)	1	M	85
Berala	0	F	1145
Berala	0	M	1491
Berala	1	F	3216
Berala	1	M	3198
Berambing	0	F	5
Berambing	0	M	6
Berambing	1	F	45
Berambing	1	M	48
Beresfield	0	F	173
Beresfield	0	M	154
Beresfield	1	F	1394
Beresfield	1	M	1462
Bergalia	0	F	11
Bergalia	0	M	7
Bergalia	1	F	74
Bergalia	1	M	81
Berkeley	0	F	459
Berkeley	0	M	399
Berkeley	1	F	3441
Berkeley	1	M	3307
Berkeley Vale	0	F	336
Berkeley Vale	0	M	332
Berkeley Vale	1	F	4005
Berkeley Vale	1	M	3676
Berkshire Park	0	F	305
Berkshire Park	0	M	822
Berkshire Park	1	F	491
Berkshire Park	1	M	515
Berlang	0	F	0
Berlang	0	M	0
Berlang	1	F	0
Berlang	1	M	0
Bermagui	0	F	74
Bermagui	0	M	71
Bermagui	1	F	714
Bermagui	1	M	673
Berowra	0	F	230
Berowra	0	M	219
Berowra	1	F	2135
Berowra	1	M	2134
Berowra Creek	0	F	0
Berowra Creek	0	M	0
Berowra Creek	1	F	8
Berowra Creek	1	M	8
Berowra Heights	0	F	220
Berowra Heights	0	M	224
Berowra Heights	1	F	2446
Berowra Heights	1	M	2369
Berowra Waters	0	F	32
Berowra Waters	0	M	38
Berowra Waters	1	F	28
Berowra Waters	1	M	24
Berrambool	0	F	17
Berrambool	0	M	21
Berrambool	1	F	214
Berrambool	1	M	203
Berrara	0	F	10
Berrara	0	M	4
Berrara	1	F	143
Berrara	1	M	140
Berremangra	0	F	-1
Berremangra	0	M	3
Berremangra	1	F	39
Berremangra	1	M	35
Berrico	0	F	1
Berrico	0	M	4
Berrico	1	F	15
Berrico	1	M	12
Berridale	0	F	54
Berridale	0	M	63
Berridale	1	F	520
Berridale	1	M	558
Berrigal	0	F	5
Berrigal	0	M	1
Berrigal	1	F	12
Berrigal	1	M	13
Berrigan	0	F	73
Berrigan	0	M	78
Berrigan	1	F	556
Berrigan	1	M	554
Berrilee	0	F	17
Berrilee	0	M	20
Berrilee	1	F	94
Berrilee	1	M	101
Berrima	0	F	61
Berrima	0	M	54
Berrima	1	F	286
Berrima	1	M	273
Berringer Lake	0	F	1
Berringer Lake	0	M	2
Berringer Lake	1	F	9
Berringer Lake	1	M	12
Berry	0	F	121
Berry	0	M	114
Berry	1	F	1331
Berry	1	M	1098
Berry Jerry	0	F	12
Berry Jerry	0	M	7
Berry Jerry	1	F	31
Berry Jerry	1	M	30
Berry Mountain	0	F	1
Berry Mountain	0	M	5
Berry Mountain	1	F	12
Berry Mountain	1	M	9
Berry Park	0	F	8
Berry Park	0	M	9
Berry Park	1	F	55
Berry Park	1	M	54
Berthong	0	F	1
Berthong	0	M	5
Berthong	1	F	14
Berthong	1	M	25
Beryl	0	F	4
Beryl	0	M	8
Beryl	1	F	56
Beryl	1	M	57
Bethungra	0	F	4
Bethungra	0	M	5
Bethungra	1	F	74
Bethungra	1	M	80
Bevendale	0	F	3
Bevendale	0	M	0
Bevendale	1	F	21
Bevendale	1	M	20
Beverley Park	0	F	159
Beverley Park	0	M	184
Beverley Park	1	F	1038
Beverley Park	1	M	1018
Beverly Hills	0	F	1051
Beverly Hills	0	M	898
Beverly Hills	1	F	4206
Beverly Hills	1	M	3994
Bewong	0	F	11
Bewong	0	M	11
Bewong	1	F	34
Bewong	1	M	30
Bexhill	0	F	16
Bexhill	0	M	11
Bexhill	1	F	237
Bexhill	1	M	229
Bexley	0	F	2181
Bexley	0	M	2003
Bexley	1	F	7918
Bexley	1	M	7629
Bexley North	0	F	297
Bexley North	0	M	314
Bexley North	1	F	1807
Bexley North	1	M	1680
Biala	0	F	0
Biala	0	M	0
Biala	1	F	28
Biala	1	M	32
Bibbenluke	0	F	7
Bibbenluke	0	M	3
Bibbenluke	1	F	37
Bibbenluke	1	M	43
Biddon	0	F	2
Biddon	0	M	2
Biddon	1	F	36
Biddon	1	M	59
Bidgeemia	0	F	1
Bidgeemia	0	M	0
Bidgeemia	1	F	13
Bidgeemia	1	M	18
Bidwill (NSW)	0	F	485
Bidwill (NSW)	0	M	430
Bidwill (NSW)	1	F	1802
Bidwill (NSW)	1	M	1566
Bielsdown Hills	0	F	5
Bielsdown Hills	0	M	-1
Bielsdown Hills	1	F	50
Bielsdown Hills	1	M	44
Big Hill (NSW)	0	F	2
Big Hill (NSW)	0	M	-1
Big Hill (NSW)	1	F	18
Big Hill (NSW)	1	M	28
Big Jacks Creek	0	F	2
Big Jacks Creek	0	M	7
Big Jacks Creek	1	F	23
Big Jacks Creek	1	M	26
Big Ridge	0	F	0
Big Ridge	0	M	0
Big Ridge	1	F	5
Big Ridge	1	M	5
Big Springs	0	F	10
Big Springs	0	M	3
Big Springs	1	F	57
Big Springs	1	M	49
Bigga	0	F	19
Bigga	0	M	25
Bigga	1	F	95
Bigga	1	M	107
Bilambil	0	F	17
Bilambil	0	M	23
Bilambil	1	F	181
Bilambil	1	M	189
Bilambil Heights	0	F	215
Bilambil Heights	0	M	217
Bilambil Heights	1	F	1492
Bilambil Heights	1	M	1438
Bilbul	0	F	28
Bilbul	0	M	29
Bilbul	1	F	238
Bilbul	1	M	263
Bilgola Beach	0	F	18
Bilgola Beach	0	M	15
Bilgola Beach	1	F	110
Bilgola Beach	1	M	105
Bilgola Plateau	0	F	202
Bilgola Plateau	0	M	190
Bilgola Plateau	1	F	1566
Bilgola Plateau	1	M	1561
Billeroy	0	F	-4
Billeroy	0	M	0
Billeroy	1	F	19
Billeroy	1	M	26
Billilingra	0	F	0
Billilingra	0	M	-1
Billilingra	1	F	5
Billilingra	1	M	9
Billimari	0	F	16
Billimari	0	M	19
Billimari	1	F	64
Billimari	1	M	57
Billinudgel	0	F	21
Billinudgel	0	M	14
Billinudgel	1	F	82
Billinudgel	1	M	97
Billys Creek	0	F	6
Billys Creek	0	M	4
Billys Creek	1	F	21
Billys Creek	1	M	28
Billywillinga	0	F	5
Billywillinga	0	M	9
Billywillinga	1	F	94
Billywillinga	1	M	86
Bilpin	0	F	46
Bilpin	0	M	45
Bilpin	1	F	296
Bilpin	1	M	279
Bimberi	0	F	0
Bimberi	0	M	0
Bimberi	1	F	0
Bimberi	1	M	0
Bimbi	0	F	14
Bimbi	0	M	18
Bimbi	1	F	46
Bimbi	1	M	44
Bimbimbie	0	F	5
Bimbimbie	0	M	9
Bimbimbie	1	F	51
Bimbimbie	1	M	53
Binalong	0	F	23
Binalong	0	M	27
Binalong	1	F	241
Binalong	1	M	254
Binda	0	F	23
Binda	0	M	30
Binda	1	F	105
Binda	1	M	121
Bindera	0	F	4
Bindera	0	M	1
Bindera	1	F	8
Bindera	1	M	12
Bingara	0	F	92
Bingara	0	M	81
Bingara	1	F	655
Bingara	1	M	599
Bingeebeebra Creek	0	F	5
Bingeebeebra Creek	0	M	4
Bingeebeebra Creek	1	F	11
Bingeebeebra Creek	1	M	16
Bingie	0	F	19
Bingie	0	M	13
Bingie	1	F	81
Bingie	1	M	91
Bingleburra	0	F	0
Bingleburra	0	M	0
Bingleburra	1	F	13
Bingleburra	1	M	10
Biniguy	0	F	13
Biniguy	0	M	13
Biniguy	1	F	58
Biniguy	1	M	64
Binjura	0	F	25
Binjura	0	M	11
Binjura	1	F	144
Binjura	1	M	144
Binna Burra (NSW)	0	F	18
Binna Burra (NSW)	0	M	23
Binna Burra (NSW)	1	F	85
Binna Burra (NSW)	1	M	95
Binnaway	0	F	35
Binnaway	0	M	35
Binnaway	1	F	252
Binnaway	1	M	288
Binya	0	F	-2
Binya	0	M	4
Binya	1	F	63
Binya	1	M	72
Birchgrove	0	F	321
Birchgrove	0	M	300
Birchgrove	1	F	1435
Birchgrove	1	M	1248
Birdwood (NSW)	0	F	-1
Birdwood (NSW)	0	M	0
Birdwood (NSW)	1	F	18
Birdwood (NSW)	1	M	21
Birganbigil	0	F	4
Birganbigil	0	M	2
Birganbigil	1	F	24
Birganbigil	1	M	27
Birmingham Gardens	0	F	312
Birmingham Gardens	0	M	402
Birmingham Gardens	1	F	802
Birmingham Gardens	1	M	859
Birriwa	0	F	4
Birriwa	0	M	4
Birriwa	1	F	18
Birriwa	1	M	22
Birrong	0	F	277
Birrong	0	M	249
Birrong	1	F	1306
Birrong	1	M	1277
Bishops Bridge	0	F	22
Bishops Bridge	0	M	10
Bishops Bridge	1	F	98
Bishops Bridge	1	M	110
Bithramere	0	F	15
Bithramere	0	M	9
Bithramere	1	F	72
Bithramere	1	M	76
Black Creek (Port Macquarie-Hastings - NSW)	0	F	0
Black Creek (Port Macquarie-Hastings - NSW)	0	M	6
Black Creek (Port Macquarie-Hastings - NSW)	1	F	23
Black Creek (Port Macquarie-Hastings - NSW)	1	M	18
Black Creek (Snowy Valleys - NSW)	0	F	-1
Black Creek (Snowy Valleys - NSW)	0	M	0
Black Creek (Snowy Valleys - NSW)	1	F	7
Black Creek (Snowy Valleys - NSW)	1	M	7
Black Head	0	F	35
Black Head	0	M	27
Black Head	1	F	431
Black Head	1	M	359
Black Hill (NSW)	0	F	32
Black Hill (NSW)	0	M	24
Black Hill (NSW)	1	F	257
Black Hill (NSW)	1	M	255
Black Hollow	0	F	2
Black Hollow	0	M	5
Black Hollow	1	F	7
Black Hollow	1	M	9
Black Mountain (NSW)	0	F	24
Black Mountain (NSW)	0	M	17
Black Mountain (NSW)	1	F	120
Black Mountain (NSW)	1	M	147
Black Range (NSW)	0	F	16
Black Range (NSW)	0	M	11
Black Range (NSW)	1	F	89
Black Range (NSW)	1	M	85
Black Springs (NSW)	0	F	13
Black Springs (NSW)	0	M	16
Black Springs (NSW)	1	F	95
Black Springs (NSW)	1	M	95
Blackalls Park	0	F	87
Blackalls Park	0	M	85
Blackalls Park	1	F	1343
Blackalls Park	1	M	1240
Blackbutt (NSW)	0	F	163
Blackbutt (NSW)	0	M	132
Blackbutt (NSW)	1	F	1569
Blackbutt (NSW)	1	M	1438
Blackett	0	F	398
Blackett	0	M	371
Blackett	1	F	1391
Blackett	1	M	1286
Blackheath	0	F	294
Blackheath	0	M	263
Blackheath	1	F	1997
Blackheath	1	M	1844
Blackmans Flat	0	F	9
Blackmans Flat	0	M	5
Blackmans Flat	1	F	9
Blackmans Flat	1	M	5
Blackmans Point	0	F	10
Blackmans Point	0	M	8
Blackmans Point	1	F	70
Blackmans Point	1	M	79
Blacksmiths	0	F	50
Blacksmiths	0	M	61
Blacksmiths	1	F	861
Blacksmiths	1	M	875
Blacktown	0	F	6131
Blacktown	0	M	6073
Blacktown	1	F	17280
Blacktown	1	M	17688
Blackville	0	F	11
Blackville	0	M	8
Blackville	1	F	43
Blackville	1	M	50
Blackwall (NSW)	0	F	125
Blackwall (NSW)	0	M	108
Blackwall (NSW)	1	F	864
Blackwall (NSW)	1	M	797
Blair Athol (NSW)	0	F	161
Blair Athol (NSW)	0	M	163
Blair Athol (NSW)	1	F	1272
Blair Athol (NSW)	1	M	1281
Blairmount	0	F	31
Blairmount	0	M	29
Blairmount	1	F	175
Blairmount	1	M	188
Blakebrook	0	F	2
Blakebrook	0	M	6
Blakebrook	1	F	73
Blakebrook	1	M	65
Blakehurst	0	F	332
Blakehurst	0	M	331
Blakehurst	1	F	2847
Blakehurst	1	M	2715
Blakney Creek	0	F	3
Blakney Creek	0	M	8
Blakney Creek	1	F	31
Blakney Creek	1	M	25
Bland	0	F	3
Bland	0	M	1
Bland	1	F	17
Bland	1	M	23
Blandford	0	F	7
Blandford	0	M	2
Blandford	1	F	79
Blandford	1	M	88
Blaxland (NSW)	0	F	284
Blaxland (NSW)	0	M	285
Blaxland (NSW)	1	F	3559
Blaxland (NSW)	1	M	3321
Blaxlands Creek	0	F	7
Blaxlands Creek	0	M	6
Blaxlands Creek	1	F	51
Blaxlands Creek	1	M	56
Blaxlands Ridge	0	F	29
Blaxlands Ridge	0	M	38
Blaxlands Ridge	1	F	215
Blaxlands Ridge	1	M	221
Blayney	0	F	148
Blayney	0	M	163
Blayney	1	F	1549
Blayney	1	M	1513
Bligh Park	0	F	233
Bligh Park	0	M	198
Bligh Park	1	F	3054
Bligh Park	1	M	2877
Blighty	0	F	7
Blighty	0	M	13
Blighty	1	F	61
Blighty	1	M	65
Blowering	0	F	0
Blowering	0	M	0
Blowering	1	F	0
Blowering	1	M	0
Blue Bay	0	F	63
Blue Bay	0	M	61
Blue Bay	1	F	478
Blue Bay	1	M	425
Blue Haven	0	F	269
Blue Haven	0	M	260
Blue Haven	1	F	3052
Blue Haven	1	M	2798
Blue Knob	0	F	34
Blue Knob	0	M	33
Blue Knob	1	F	71
Blue Knob	1	M	89
Blue Mountains National Park	0	F	0
Blue Mountains National Park	0	M	0
Blue Mountains National Park	1	F	0
Blue Mountains National Park	1	M	0
Blue Nobby	0	F	0
Blue Nobby	0	M	3
Blue Nobby	1	F	15
Blue Nobby	1	M	11
Blue Vale	0	F	6
Blue Vale	0	M	-2
Blue Vale	1	F	25
Blue Vale	1	M	35
Blueys Beach	0	F	7
Blueys Beach	0	M	10
Blueys Beach	1	F	80
Blueys Beach	1	M	90
Boambee	0	F	92
Boambee	0	M	95
Boambee	1	F	718
Boambee	1	M	759
Boambee East	0	F	249
Boambee East	0	M	225
Boambee East	1	F	2469
Boambee East	1	M	2302
Boambolo	0	F	5
Boambolo	0	M	-3
Boambolo	1	F	25
Boambolo	1	M	26
Boat Harbour (Lismore - NSW)	0	F	8
Boat Harbour (Lismore - NSW)	0	M	2
Boat Harbour (Lismore - NSW)	1	F	68
Boat Harbour (Lismore - NSW)	1	M	64
Boat Harbour (Port Stephens - NSW)	0	F	39
Boat Harbour (Port Stephens - NSW)	0	M	31
Boat Harbour (Port Stephens - NSW)	1	F	447
Boat Harbour (Port Stephens - NSW)	1	M	447
Bobadah	0	F	0
Bobadah	0	M	-1
Bobadah	1	F	3
Bobadah	1	M	7
Bobin	0	F	11
Bobin	0	M	7
Bobin	1	F	62
Bobin	1	M	70
Bobs Creek	0	F	-1
Bobs Creek	0	M	7
Bobs Creek	1	F	42
Bobs Creek	1	M	36
Bobs Farm	0	F	31
Bobs Farm	0	M	30
Bobs Farm	1	F	184
Bobs Farm	1	M	203
Bobundara	0	F	1
Bobundara	0	M	0
Bobundara	1	F	5
Bobundara	1	M	6
Boco	0	F	0
Boco	0	M	0
Boco	1	F	0
Boco	1	M	0
Bocoble	0	F	9
Bocoble	0	M	18
Bocoble	1	F	60
Bocoble	1	M	66
Bocobra	0	F	5
Bocobra	0	M	9
Bocobra	1	F	11
Bocobra	1	M	27
Bodalla	0	F	27
Bodalla	0	M	26
Bodalla	1	F	334
Bodalla	1	M	347
Bodangora	0	F	15
Bodangora	0	M	16
Bodangora	1	F	19
Bodangora	1	M	32
Boeill Creek	0	F	8
Boeill Creek	0	M	6
Boeill Creek	1	F	43
Boeill Creek	1	M	44
Bogan	0	F	0
Bogan	0	M	0
Bogan	1	F	8
Bogan	1	M	7
Bogan Gate	0	F	29
Bogan Gate	0	M	29
Bogan Gate	1	F	96
Bogan Gate	1	M	138
Bogangar	0	F	189
Bogangar	0	M	179
Bogangar	1	F	1346
Bogangar	1	M	1352
Bogee	0	F	-1
Bogee	0	M	0
Bogee	1	F	38
Bogee	1	M	40
Boggabilla	0	F	33
Boggabilla	0	M	46
Boggabilla	1	F	468
Boggabilla	1	M	441
Boggabri	0	F	68
Boggabri	0	M	77
Boggabri	1	F	489
Boggabri	1	M	492
Bogong Peaks Wilderness	0	F	0
Bogong Peaks Wilderness	0	M	0
Bogong Peaks Wilderness	1	F	0
Bogong Peaks Wilderness	1	M	0
Bohena Creek	0	F	13
Bohena Creek	0	M	7
Bohena Creek	1	F	70
Bohena Creek	1	M	78
Bohnock	0	F	0
Bohnock	0	M	5
Bohnock	1	F	34
Bohnock	1	M	29
Bolaro	0	F	4
Bolaro	0	M	0
Bolaro	1	F	17
Bolaro	1	M	21
Bolivia	0	F	0
Bolivia	0	M	0
Bolivia	1	F	32
Bolivia	1	M	35
Bolong	0	F	0
Bolong	0	M	4
Bolong	1	F	53
Bolong	1	M	49
Bolton Point	0	F	120
Bolton Point	0	M	87
Bolton Point	1	F	995
Bolton Point	1	M	923
Bolwarra (NSW)	0	F	35
Bolwarra (NSW)	0	M	36
Bolwarra (NSW)	1	F	466
Bolwarra (NSW)	1	M	450
Bolwarra Heights	0	F	94
Bolwarra Heights	0	M	105
Bolwarra Heights	1	F	1399
Bolwarra Heights	1	M	1376
Bom Bom	0	F	0
Bom Bom	0	M	0
Bom Bom	1	F	0
Bom Bom	1	M	3
Bomaderry	0	F	381
Bomaderry	0	M	349
Bomaderry	1	F	3023
Bomaderry	1	M	2906
Bombah Point	0	F	8
Bombah Point	0	M	4
Bombah Point	1	F	0
Bombah Point	1	M	6
Bombala	0	F	66
Bombala	0	M	63
Bombala	1	F	619
Bombala	1	M	634
Bombay	0	F	11
Bombay	0	M	6
Bombay	1	F	47
Bombay	1	M	58
Bombira	0	F	18
Bombira	0	M	6
Bombira	1	F	153
Bombira	1	M	170
Bombo	0	F	5
Bombo	0	M	12
Bombo	1	F	47
Bombo	1	M	43
Bombowlee	0	F	15
Bombowlee	0	M	22
Bombowlee	1	F	117
Bombowlee	1	M	137
Bombowlee Creek	0	F	3
Bombowlee Creek	0	M	2
Bombowlee Creek	1	F	24
Bombowlee Creek	1	M	22
Bomen	0	F	0
Bomen	0	M	0
Bomen	1	F	8
Bomen	1	M	20
Bomera	0	F	6
Bomera	0	M	4
Bomera	1	F	10
Bomera	1	M	15
Bonalbo	0	F	28
Bonalbo	0	M	34
Bonalbo	1	F	156
Bonalbo	1	M	157
Bondi	0	F	1799
Bondi	0	M	1716
Bondi	1	F	3297
Bondi	1	M	3242
Bondi Beach	0	F	2228
Bondi Beach	0	M	2243
Bondi Beach	1	F	3596
Bondi Beach	1	M	3588
Bondi Forest	0	F	0
Bondi Forest	0	M	0
Bondi Forest	1	F	0
Bondi Forest	1	M	0
Bondi Junction	0	F	1869
Bondi Junction	0	M	1681
Bondi Junction	1	F	3038
Bondi Junction	1	M	2849
Bonnells Bay	0	F	142
Bonnells Bay	0	M	152
Bonnells Bay	1	F	1680
Bonnells Bay	1	M	1606
Bonnet Bay	0	F	89
Bonnet Bay	0	M	91
Bonnet Bay	1	F	1035
Bonnet Bay	1	M	1050
Bonny Hills	0	F	116
Bonny Hills	0	M	117
Bonny Hills	1	F	1398
Bonny Hills	1	M	1344
Bonnyrigg	0	F	622
Bonnyrigg	0	M	577
Bonnyrigg	1	F	3869
Bonnyrigg	1	M	3597
Bonnyrigg Heights	0	F	385
Bonnyrigg Heights	0	M	371
Bonnyrigg Heights	1	F	3293
Bonnyrigg Heights	1	M	3252
Bonshaw (NSW)	0	F	14
Bonshaw (NSW)	0	M	11
Bonshaw (NSW)	1	F	51
Bonshaw (NSW)	1	M	56
Bonville	0	F	120
Bonville	0	M	106
Bonville	1	F	1142
Bonville	1	M	1185
Booerie Creek	0	F	11
Booerie Creek	0	M	20
Booerie Creek	1	F	73
Booerie Creek	1	M	62
Book Book	0	F	4
Book Book	0	M	11
Book Book	1	F	40
Book Book	1	M	41
Booker Bay	0	F	95
Booker Bay	0	M	74
Booker Bay	1	F	581
Booker Bay	1	M	572
Bookham	0	F	12
Bookham	0	M	11
Bookham	1	F	65
Bookham	1	M	72
Bookookoorara	0	F	4
Bookookoorara	0	M	6
Bookookoorara	1	F	9
Bookookoorara	1	M	12
Bookram	0	F	0
Bookram	0	M	0
Bookram	1	F	0
Bookram	1	M	0
Boolambayte	0	F	5
Boolambayte	0	M	0
Boolambayte	1	F	40
Boolambayte	1	M	44
Boolaroo	0	F	37
Boolaroo	0	M	46
Boolaroo	1	F	487
Boolaroo	1	M	468
Boolcarroll	0	F	0
Boolcarroll	0	M	0
Boolcarroll	1	F	3
Boolcarroll	1	M	6
Booligal	0	F	5
Booligal	0	M	11
Booligal	1	F	38
Booligal	1	M	44
Boolijah	0	F	0
Boolijah	0	M	0
Boolijah	1	F	0
Boolijah	1	M	0
Boomanoomana	0	F	5
Boomanoomana	0	M	17
Boomanoomana	1	F	33
Boomanoomana	1	M	39
Boomerang Beach	0	F	11
Boomerang Beach	0	M	20
Boomerang Beach	1	F	124
Boomerang Beach	1	M	138
Boomey	0	F	2
Boomey	0	M	11
Boomey	1	F	26
Boomey	1	M	33
Boomi	0	F	15
Boomi	0	M	24
Boomi	1	F	79
Boomi	1	M	86
Boomi Creek	0	F	3
Boomi Creek	0	M	0
Boomi Creek	1	F	7
Boomi Creek	1	M	11
Boona Mount	0	F	2
Boona Mount	0	M	-2
Boona Mount	1	F	10
Boona Mount	1	M	14
Boonal	0	F	4
Boonal	0	M	4
Boonal	1	F	14
Boonal	1	M	25
Boonoo Boonoo	0	F	0
Boonoo Boonoo	0	M	0
Boonoo Boonoo	1	F	6
Boonoo Boonoo	1	M	13
Boorabee Park	0	F	10
Boorabee Park	0	M	5
Boorabee Park	1	F	35
Boorabee Park	1	M	54
Booragul	0	F	50
Booragul	0	M	40
Booragul	1	F	644
Booragul	1	M	546
Booral (NSW)	0	F	20
Booral (NSW)	0	M	15
Booral (NSW)	1	F	179
Booral (NSW)	1	M	187
Boorga	0	F	0
Boorga	0	M	0
Boorga	1	F	4
Boorga	1	M	10
Boorganna	0	F	4
Boorganna	0	M	3
Boorganna	1	F	7
Boorganna	1	M	14
Boorolong	0	F	11
Boorolong	0	M	8
Boorolong	1	F	33
Boorolong	1	M	37
Boorook	0	F	-1
Boorook	0	M	0
Boorook	1	F	17
Boorook	1	M	14
Boorooma	0	F	67
Boorooma	0	M	73
Boorooma	1	F	380
Boorooma	1	M	344
Booroorban	0	F	-1
Booroorban	0	M	4
Booroorban	1	F	12
Booroorban	1	M	21
Boorowa	0	F	76
Boorowa	0	M	58
Boorowa	1	F	731
Boorowa	1	M	776
Bootawa	0	F	20
Bootawa	0	M	21
Bootawa	1	F	68
Bootawa	1	M	63
Booti Booti	0	F	0
Booti Booti	0	M	0
Booti Booti	1	F	0
Booti Booti	1	M	0
Booyong	0	F	2
Booyong	0	M	2
Booyong	1	F	29
Booyong	1	M	46
Bora Ridge	0	F	9
Bora Ridge	0	M	12
Bora Ridge	1	F	49
Bora Ridge	1	M	50
Borah Creek	0	F	6
Borah Creek	0	M	1
Borah Creek	1	F	13
Borah Creek	1	M	13
Borambola	0	F	5
Borambola	0	M	2
Borambola	1	F	46
Borambola	1	M	60
Border Ranges	0	F	0
Border Ranges	0	M	0
Border Ranges	1	F	0
Border Ranges	1	M	0
Boree	0	F	0
Boree	0	M	9
Boree	1	F	47
Boree	1	M	38
Boree Creek	0	F	5
Boree Creek	0	M	13
Boree Creek	1	F	96
Boree Creek	1	M	86
Borenore	0	F	17
Borenore	0	M	23
Borenore	1	F	197
Borenore	1	M	224
Boro	0	F	10
Boro	0	M	6
Boro	1	F	30
Boro	1	M	43
Bossley Park	0	F	1238
Bossley Park	0	M	1136
Bossley Park	1	F	6123
Bossley Park	1	M	6084
Bostobrick	0	F	9
Bostobrick	0	M	2
Bostobrick	1	F	56
Bostobrick	1	M	73
Botany	0	F	949
Botany	0	M	941
Botany	1	F	4465
