SSC_NAME16	AustCitizen	Sex	persons
Kenmore	1	M	3734
Kenmore Hills	0	F	148
Kenmore Hills	0	M	151
Kenmore Hills	1	F	1106
Kenmore Hills	1	M	996
Kennedy	0	F	5
Kennedy	0	M	6
Kennedy	1	F	74
Kennedy	1	M	75
Kensington (Qld)	0	F	40
Kensington (Qld)	0	M	49
Kensington (Qld)	1	F	234
Kensington (Qld)	1	M	247
Kensington Grove	0	F	91
Kensington Grove	0	M	97
Kensington Grove	1	F	749
Kensington Grove	1	M	783
Kents Lagoon	0	F	5
Kents Lagoon	0	M	8
Kents Lagoon	1	F	25
Kents Lagoon	1	M	24
Kents Pocket	0	F	0
Kents Pocket	0	M	0
Kents Pocket	1	F	14
Kents Pocket	1	M	15
Kentville	0	F	8
Kentville	0	M	10
Kentville	1	F	45
Kentville	1	M	41
Keperra	0	F	371
Keperra	0	M	353
Keperra	1	F	3232
Keperra	1	M	2854
Kepnock	0	F	221
Kepnock	0	M	201
Kepnock	1	F	2064
Kepnock	1	M	1954
Keppel Sands	0	F	13
Keppel Sands	0	M	29
Keppel Sands	1	F	147
Keppel Sands	1	M	175
Keriri Island	0	F	0
Keriri Island	0	M	10
Keriri Island	1	F	137
Keriri Island	1	M	117
Kerry	0	F	21
Kerry	0	M	11
Kerry	1	F	158
Kerry	1	M	130
Kewarra Beach	0	F	525
Kewarra Beach	0	M	476
Kewarra Beach	1	F	2390
Kewarra Beach	1	M	2255
Keysland	0	F	2
Keysland	0	M	-4
Keysland	1	F	4
Keysland	1	M	8
Kholo	0	F	16
Kholo	0	M	4
Kholo	1	F	184
Kholo	1	M	190
Khosh Bulduk	0	F	-3
Khosh Bulduk	0	M	4
Khosh Bulduk	1	F	19
Khosh Bulduk	1	M	25
Kia Ora (Qld)	0	F	3
Kia Ora (Qld)	0	M	12
Kia Ora (Qld)	1	F	96
Kia Ora (Qld)	1	M	93
Kiamba	0	F	11
Kiamba	0	M	22
Kiamba	1	F	83
Kiamba	1	M	79
Kianga (Qld)	0	F	10
Kianga (Qld)	0	M	18
Kianga (Qld)	1	F	99
Kianga (Qld)	1	M	103
Kidaman Creek	0	F	14
Kidaman Creek	0	M	13
Kidaman Creek	1	F	50
Kidaman Creek	1	M	58
Kiels Mountain	0	F	48
Kiels Mountain	0	M	45
Kiels Mountain	1	F	276
Kiels Mountain	1	M	297
Kilbirnie	0	F	11
Kilbirnie	0	M	7
Kilbirnie	1	F	23
Kilbirnie	1	M	18
Kilcoy	0	F	200
Kilcoy	0	M	255
Kilcoy	1	F	737
Kilcoy	1	M	707
Kilcummin	0	F	17
Kilcummin	0	M	16
Kilcummin	1	F	121
Kilcummin	1	M	110
Kilkivan	0	F	21
Kilkivan	0	M	43
Kilkivan	1	F	330
Kilkivan	1	M	314
Killaloe	0	F	16
Killaloe	0	M	13
Killaloe	1	F	43
Killaloe	1	M	42
Killarney (Qld)	0	F	46
Killarney (Qld)	0	M	39
Killarney (Qld)	1	F	442
Killarney (Qld)	1	M	425
Kilmorey Falls	0	F	0
Kilmorey Falls	0	M	0
Kilmorey Falls	1	F	0
Kilmorey Falls	1	M	0
Kimberley (Qld)	0	F	10
Kimberley (Qld)	0	M	4
Kimberley (Qld)	1	F	7
Kimberley (Qld)	1	M	19
Kin Kin	0	F	58
Kin Kin	0	M	73
Kin Kin	1	F	318
Kin Kin	1	M	314
Kin Kora	0	F	189
Kin Kora	0	M	192
Kin Kora	1	F	1102
Kin Kora	1	M	1100
Kinbombi	0	F	0
Kinbombi	0	M	0
Kinbombi	1	F	14
Kinbombi	1	M	21
Kinchant Dam	0	F	6
Kinchant Dam	0	M	3
Kinchant Dam	1	F	48
Kinchant Dam	1	M	65
Kincora	0	F	0
Kincora	0	M	0
Kincora	1	F	26
Kincora	1	M	37
Kindon	0	F	1
Kindon	0	M	8
Kindon	1	F	4
Kindon	1	M	4
King Scrub	0	F	30
King Scrub	0	M	36
King Scrub	1	F	142
King Scrub	1	M	137
Kingaham	0	F	0
Kingaham	0	M	-4
Kingaham	1	F	3
Kingaham	1	M	12
Kingaroy	0	F	437
Kingaroy	0	M	467
Kingaroy	1	F	4741
Kingaroy	1	M	4382
Kings Beach	0	F	329
Kings Beach	0	M	240
Kings Beach	1	F	1145
Kings Beach	1	M	1067
Kings Creek	0	F	6
Kings Creek	0	M	0
Kings Creek	1	F	28
Kings Creek	1	M	38
Kings Siding	0	F	0
Kings Siding	0	M	0
Kings Siding	1	F	6
Kings Siding	1	M	8
Kingsholme	0	F	13
Kingsholme	0	M	20
Kingsholme	1	F	129
Kingsholme	1	M	121
Kingsthorpe	0	F	65
Kingsthorpe	0	M	68
Kingsthorpe	1	F	887
Kingsthorpe	1	M	849
Kingston (Qld)	0	F	1612
Kingston (Qld)	0	M	1615
Kingston (Qld)	1	F	3653
Kingston (Qld)	1	M	3653
Kinka Beach	0	F	52
Kinka Beach	0	M	59
Kinka Beach	1	F	267
Kinka Beach	1	M	244
Kinkuna	0	F	8
Kinkuna	0	M	-1
Kinkuna	1	F	43
Kinkuna	1	M	61
Kinleymore	0	F	10
Kinleymore	0	M	6
Kinleymore	1	F	34
Kinleymore	1	M	40
Kinnoul	0	F	1
Kinnoul	0	M	0
Kinnoul	1	F	32
Kinnoul	1	M	36
Kioma	0	F	0
Kioma	0	M	0
Kioma	1	F	18
Kioma	1	M	12
Kippa-Ring	0	F	892
Kippa-Ring	0	M	753
Kippa-Ring	1	F	4317
Kippa-Ring	1	M	3821
Kirknie	0	F	0
Kirknie	0	M	0
Kirknie	1	F	23
Kirknie	1	M	34
Kirkwood	0	F	212
Kirkwood	0	M	209
Kirkwood	1	F	919
Kirkwood	1	M	910
Kirrama	0	F	0
Kirrama	0	M	0
Kirrama	1	F	4
Kirrama	1	M	9
Kirwan	0	F	1197
Kirwan	0	M	1183
Kirwan	1	F	9857
Kirwan	1	M	9184
Kitoba	0	F	1
Kitoba	0	M	2
Kitoba	1	F	8
Kitoba	1	M	6
Kleinton	0	F	67
Kleinton	0	M	69
Kleinton	1	F	746
Kleinton	1	M	739
Knapp Creek	0	F	7
Knapp Creek	0	M	-1
Knapp Creek	1	F	25
Knapp Creek	1	M	24
Koah	0	F	47
Koah	0	M	49
Koah	1	F	254
Koah	1	M	254
Kobble Creek	0	F	28
Kobble Creek	0	M	35
Kobble Creek	1	F	280
Kobble Creek	1	M	293
Kogan	0	F	17
Kogan	0	M	21
Kogan	1	F	67
Kogan	1	M	83
Kokotungo	0	F	6
Kokotungo	0	M	15
Kokotungo	1	F	38
Kokotungo	1	M	41
Kolonga	0	F	8
Kolonga	0	M	-2
Kolonga	1	F	14
Kolonga	1	M	27
Koombooloomba	0	F	0
Koombooloomba	0	M	0
Koombooloomba	1	F	0
Koombooloomba	1	M	0
Koongal	0	F	247
Koongal	0	M	336
Koongal	1	F	1860
Koongal	1	M	1847
Kooralbyn	0	F	123
Kooralbyn	0	M	126
Kooralbyn	1	F	741
Kooralbyn	1	M	733
Kooralgin	0	F	1
Kooralgin	0	M	1
Kooralgin	1	F	18
Kooralgin	1	M	25
Kooringal (Qld)	0	F	5
Kooringal (Qld)	0	M	1
Kooringal (Qld)	1	F	15
Kooringal (Qld)	1	M	22
Kooroomool	0	F	0
Kooroomool	0	M	0
Kooroomool	1	F	0
Kooroomool	1	M	0
Kooroongarra	0	F	-2
Kooroongarra	0	M	1
Kooroongarra	1	F	29
Kooroongarra	1	M	27
Koumala	0	F	34
Koumala	0	M	41
Koumala	1	F	363
Koumala	1	M	394
Kowanyama	0	F	6
Kowanyama	0	M	3
Kowanyama	1	F	487
Kowanyama	1	M	448
Kowguran	0	F	-1
Kowguran	0	M	0
Kowguran	1	F	19
Kowguran	1	M	20
Kragra	0	F	-3
Kragra	0	M	-4
Kragra	1	F	12
Kragra	1	M	16
Kulangoor	0	F	26
Kulangoor	0	M	45
Kulangoor	1	F	184
Kulangoor	1	M	223
Kulgun	0	F	2
Kulgun	0	M	4
Kulgun	1	F	30
Kulgun	1	M	31
Kullogum	0	F	13
Kullogum	0	M	7
Kullogum	1	F	48
Kullogum	1	M	51
Kulpi	0	F	3
Kulpi	0	M	1
Kulpi	1	F	34
Kulpi	1	M	39
Kuluin	0	F	171
Kuluin	0	M	147
Kuluin	1	F	1037
Kuluin	1	M	1014
Kumbarilla	0	F	19
Kumbarilla	0	M	26
Kumbarilla	1	F	51
Kumbarilla	1	M	95
Kumbia	0	F	20
Kumbia	0	M	17
Kumbia	1	F	121
Kumbia	1	M	132
Kunda Park	0	F	6
Kunda Park	0	M	1
Kunda Park	1	F	9
Kunda Park	1	M	14
Kunioon	0	F	2
Kunioon	0	M	9
Kunioon	1	F	14
Kunioon	1	M	7
Kunwarara	0	F	3
Kunwarara	0	M	-1
Kunwarara	1	F	31
Kunwarara	1	M	34
Kuraby	0	F	968
Kuraby	0	M	951
Kuraby	1	F	3128
Kuraby	1	M	3064
Kuranda	0	F	270
Kuranda	0	M	250
Kuranda	1	F	1249
Kuranda	1	M	1237
Kureelpa	0	F	35
Kureelpa	0	M	46
Kureelpa	1	F	414
Kureelpa	1	M	408
Kureen	0	F	4
Kureen	0	M	5
Kureen	1	F	54
Kureen	1	M	58
Kuridala	0	F	0
Kuridala	0	M	0
Kuridala	1	F	3
Kuridala	1	M	5
Kurrimine Beach	0	F	27
Kurrimine Beach	0	M	31
Kurrimine Beach	1	F	332
Kurrimine Beach	1	M	345
Kurrowah	0	F	6
Kurrowah	0	M	6
Kurrowah	1	F	9
Kurrowah	1	M	4
Kurumbul	0	F	4
Kurumbul	0	M	4
Kurumbul	1	F	23
Kurumbul	1	M	23
Kurwongbah	0	F	73
Kurwongbah	0	M	78
Kurwongbah	1	F	624
Kurwongbah	1	M	658
Kuttabul	0	F	33
Kuttabul	0	M	36
Kuttabul	1	F	315
Kuttabul	1	M	343
Kybong	0	F	10
Kybong	0	M	24
Kybong	1	F	137
Kybong	1	M	161
Kynuna	0	F	3
Kynuna	0	M	1
Kynuna	1	F	26
Kynuna	1	M	27
Kyoomba	0	F	8
Kyoomba	0	M	1
Kyoomba	1	F	46
Kyoomba	1	M	35
Labrador	0	F	2577
Labrador	0	M	2302
Labrador	1	F	7038
Labrador	1	M	6348
Laceys Creek	0	F	18
Laceys Creek	0	M	15
Laceys Creek	1	F	113
Laceys Creek	1	M	129
Laglan	0	F	0
Laglan	0	M	0
Laglan	1	F	3
Laglan	1	M	0
Lagoon Pocket	0	F	0
Lagoon Pocket	0	M	7
Lagoon Pocket	1	F	49
Lagoon Pocket	1	M	68
Laguna Quays	0	F	3
Laguna Quays	0	M	8
Laguna Quays	1	F	22
Laguna Quays	1	M	27
Laidley	0	F	268
Laidley	0	M	214
Laidley	1	F	1746
Laidley	1	M	1578
Laidley Creek West	0	F	2
Laidley Creek West	0	M	3
Laidley Creek West	1	F	65
Laidley Creek West	1	M	75
Laidley Heights	0	F	66
Laidley Heights	0	M	59
Laidley Heights	1	F	580
Laidley Heights	1	M	556
Laidley North	0	F	30
Laidley North	0	M	23
Laidley North	1	F	171
Laidley North	1	M	183
Laidley South	0	F	7
Laidley South	0	M	7
Laidley South	1	F	130
Laidley South	1	M	125
Lake Barrine	0	F	1
Lake Barrine	0	M	9
Lake Barrine	1	F	66
Lake Barrine	1	M	75
Lake Borumba	0	F	0
Lake Borumba	0	M	0
Lake Borumba	1	F	4
Lake Borumba	1	M	3
Lake Clarendon	0	F	21
Lake Clarendon	0	M	24
Lake Clarendon	1	F	116
Lake Clarendon	1	M	123
Lake Eacham	0	F	19
Lake Eacham	0	M	23
Lake Eacham	1	F	217
Lake Eacham	1	M	200
Lake Macdonald	0	F	78
Lake Macdonald	0	M	65
Lake Macdonald	1	F	613
Lake Macdonald	1	M	604
Lake Manchester	0	F	0
Lake Manchester	0	M	0
Lake Manchester	1	F	8
Lake Manchester	1	M	13
Lake Mary	0	F	-1
Lake Mary	0	M	0
Lake Mary	1	F	53
Lake Mary	1	M	42
Lake Monduran	0	F	0
Lake Monduran	0	M	0
Lake Monduran	1	F	0
Lake Monduran	1	M	3
Lake Proserpine	0	F	2
Lake Proserpine	0	M	1
Lake Proserpine	1	F	3
Lake Proserpine	1	M	9
Lake Tinaroo	0	F	0
Lake Tinaroo	0	M	0
Lake Tinaroo	1	F	0
Lake Tinaroo	1	M	0
Lake Wivenhoe	0	F	0
Lake Wivenhoe	0	M	0
Lake Wivenhoe	1	F	4
Lake Wivenhoe	1	M	5
Lakefield	0	F	0
Lakefield	0	M	0
Lakefield	1	F	3
Lakefield	1	M	12
Lakeland	0	F	62
Lakeland	0	M	82
Lakeland	1	F	53
Lakeland	1	M	99
Lakes Creek	0	F	14
Lakes Creek	0	M	44
Lakes Creek	1	F	250
Lakes Creek	1	M	249
Lakeside	0	F	5
Lakeside	0	M	1
Lakeside	1	F	23
Lakeside	1	M	24
Lamb Island	0	F	35
Lamb Island	0	M	35
Lamb Island	1	F	179
Lamb Island	1	M	188
Lamb Range	0	F	0
Lamb Range	0	M	0
Lamb Range	1	F	0
Lamb Range	1	M	0
Lamington (Qld)	0	F	0
Lamington (Qld)	0	M	2
Lamington (Qld)	1	F	40
Lamington (Qld)	1	M	44
Lammermoor	0	F	125
Lammermoor	0	M	131
Lammermoor	1	F	991
Lammermoor	1	M	926
Landers Shoot	0	F	24
Landers Shoot	0	M	18
Landers Shoot	1	F	103
Landers Shoot	1	M	109
Landsborough (Qld)	0	F	241
Landsborough (Qld)	0	M	260
Landsborough (Qld)	1	F	1657
Landsborough (Qld)	1	M	1654
Lanefield	0	F	7
Lanefield	0	M	10
Lanefield	1	F	51
Lanefield	1	M	40
Langlands	0	F	0
Langlands	0	M	0
Langlands	1	F	0
Langlands	1	M	7
Langlo	0	F	7
Langlo	0	M	0
Langlo	1	F	17
Langlo	1	M	29
Langshaw	0	F	7
Langshaw	0	M	12
Langshaw	1	F	73
Langshaw	1	M	82
Lannercost	0	F	2
Lannercost	0	M	8
Lannercost	1	F	57
Lannercost	1	M	57
Lansdowne (Qld)	0	F	0
Lansdowne (Qld)	0	M	0
Lansdowne (Qld)	1	F	3
Lansdowne (Qld)	1	M	3
Lanskey	0	F	3
Lanskey	0	M	2
Lanskey	1	F	19
Lanskey	1	M	34
Larapinta (Qld)	0	F	0
Larapinta (Qld)	0	M	0
Larapinta (Qld)	1	F	0
Larapinta (Qld)	1	M	0
Laravale	0	F	-1
Laravale	0	M	3
Laravale	1	F	93
Laravale	1	M	91
Lark Hill	0	F	2
Lark Hill	0	M	2
Lark Hill	1	F	28
Lark Hill	1	M	29
Laura (Qld)	0	F	18
Laura (Qld)	0	M	37
Laura (Qld)	1	F	80
Laura (Qld)	1	M	95
Lavelle	0	F	3
Lavelle	0	M	5
Lavelle	1	F	11
Lavelle	1	M	11
Lawes	0	F	66
Lawes	0	M	54
Lawes	1	F	168
Lawes	1	M	47
Lawgi Dawes	0	F	11
Lawgi Dawes	0	M	-1
Lawgi Dawes	1	F	56
Lawgi Dawes	1	M	75
Lawn Hill	0	F	2
Lawn Hill	0	M	1
Lawn Hill	1	F	5
Lawn Hill	1	M	8
Lawnton	0	F	428
Lawnton	0	M	390
Lawnton	1	F	2441
Lawnton	1	M	2396
Leafdale	0	F	0
Leafdale	0	M	0
Leafdale	1	F	10
Leafdale	1	M	15
Lefthand Branch	0	F	1
Lefthand Branch	0	M	8
Lefthand Branch	1	F	34
Lefthand Branch	1	M	35
Leichhardt (Qld)	0	F	360
Leichhardt (Qld)	0	M	311
Leichhardt (Qld)	1	F	1688
Leichhardt (Qld)	1	M	1557
Lemontree	0	F	5
Lemontree	0	M	5
Lemontree	1	F	17
Lemontree	1	M	23
Leslie	0	F	4
Leslie	0	M	-1
Leslie	1	F	3
Leslie	1	M	4
Leslie Dam	0	F	10
Leslie Dam	0	M	8
Leslie Dam	1	F	73
Leslie Dam	1	M	76
Lethebrook	0	F	1
Lethebrook	0	M	3
Lethebrook	1	F	23
Lethebrook	1	M	27
Leyburn	0	F	34
Leyburn	0	M	42
Leyburn	1	F	173
Leyburn	1	M	235
Leydens Hill	0	F	0
Leydens Hill	0	M	0
Leydens Hill	1	F	3
Leydens Hill	1	M	3
Lilydale (Qld)	0	F	2
Lilydale (Qld)	0	M	1
Lilydale (Qld)	1	F	30
Lilydale (Qld)	1	M	44
Lilyvale (Central Highlands - Qld)	0	F	6
Lilyvale (Central Highlands - Qld)	0	M	0
Lilyvale (Central Highlands - Qld)	1	F	23
Lilyvale (Central Highlands - Qld)	1	M	25
Lilyvale (Toowoomba - Qld)	0	F	-1
Lilyvale (Toowoomba - Qld)	0	M	5
Lilyvale (Toowoomba - Qld)	1	F	24
Lilyvale (Toowoomba - Qld)	1	M	21
Limestone (Qld)	0	F	0
Limestone (Qld)	0	M	0
Limestone (Qld)	1	F	4
Limestone (Qld)	1	M	0
Limestone Creek	0	F	12
Limestone Creek	0	M	18
Limestone Creek	1	F	76
Limestone Creek	1	M	80
Limestone Ridges	0	F	2
Limestone Ridges	0	M	9
Limestone Ridges	1	F	55
Limestone Ridges	1	M	52
Limevale	0	F	5
Limevale	0	M	8
Limevale	1	F	24
Limevale	1	M	26
Linden (Qld)	0	F	0
Linden (Qld)	0	M	6
Linden (Qld)	1	F	5
Linden (Qld)	1	M	11
Linthorpe	0	F	17
Linthorpe	0	M	16
Linthorpe	1	F	185
Linthorpe	1	M	224
Linville	0	F	9
Linville	0	M	13
Linville	1	F	58
Linville	1	M	76
Little Mountain	0	F	623
Little Mountain	0	M	620
Little Mountain	1	F	4652
Little Mountain	1	M	4313
Little Mulgrave	0	F	25
Little Mulgrave	0	M	18
Little Mulgrave	1	F	98
Little Mulgrave	1	M	111
Lizard	0	F	9
Lizard	0	M	9
Lizard	1	F	15
Lizard	1	M	15
Llanarth (Qld)	0	F	5
Llanarth (Qld)	0	M	3
Llanarth (Qld)	1	F	17
Llanarth (Qld)	1	M	18
Loch Lomond	0	F	8
Loch Lomond	0	M	4
Loch Lomond	1	F	47
Loch Lomond	1	M	48
Lochington	0	F	8
Lochington	0	M	4
Lochington	1	F	20
Lochington	1	M	29
Lockhart River	0	F	16
Lockhart River	0	M	27
Lockhart River	1	F	339
Lockhart River	1	M	339
Lockrose	0	F	43
Lockrose	0	M	44
Lockrose	1	F	227
Lockrose	1	M	254
Lockyer (Qld)	0	F	6
Lockyer (Qld)	0	M	3
Lockyer (Qld)	1	F	40
Lockyer (Qld)	1	M	47
Lockyer Waters	0	F	74
Lockyer Waters	0	M	56
Lockyer Waters	1	F	208
Lockyer Waters	1	M	220
Logan Central	0	F	967
Logan Central	0	M	1120
Logan Central	1	F	1922
Logan Central	1	M	1935
Logan Reserve	0	F	360
Logan Reserve	0	M	367
Logan Reserve	1	F	1407
Logan Reserve	1	M	1390
Logan Village	0	F	267
Logan Village	0	M	300
Logan Village	1	F	1906
Logan Village	1	M	1945
Loganholme	0	F	535
Loganholme	0	M	524
Loganholme	1	F	2628
Loganholme	1	M	2613
Loganlea	0	F	1060
Loganlea	0	M	1075
Loganlea	1	F	2597
Loganlea	1	M	2594
Lonesome Creek	0	F	6
Lonesome Creek	0	M	11
Lonesome Creek	1	F	72
Lonesome Creek	1	M	80
Long Flat (Qld)	0	F	7
Long Flat (Qld)	0	M	5
Long Flat (Qld)	1	F	35
Long Flat (Qld)	1	M	39
Long Pocket	0	F	9
Long Pocket	0	M	6
Long Pocket	1	F	87
Long Pocket	1	M	94
Longreach (Qld)	0	F	193
Longreach (Qld)	0	M	171
Longreach (Qld)	1	F	1360
Longreach (Qld)	1	M	1244
Lota	0	F	238
Lota	0	M	248
Lota	1	F	1407
Lota	1	M	1368
Lotus Creek	0	F	9
Lotus Creek	0	M	-1
Lotus Creek	1	F	24
Lotus Creek	1	M	42
Low Isles	0	F	0
Low Isles	0	M	0
Low Isles	1	F	0
Low Isles	1	M	0
Lower Beechmont	0	F	81
Lower Beechmont	0	M	74
Lower Beechmont	1	F	442
Lower Beechmont	1	M	452
Lower Cowley	0	F	0
Lower Cowley	0	M	2
Lower Cowley	1	F	29
Lower Cowley	1	M	32
Lower Cressbrook	0	F	8
Lower Cressbrook	0	M	4
Lower Cressbrook	1	F	4
Lower Cressbrook	1	M	0
Lower Daintree	0	F	-1
Lower Daintree	0	M	1
Lower Daintree	1	F	43
Lower Daintree	1	M	56
Lower Mount Walker	0	F	13
Lower Mount Walker	0	M	15
Lower Mount Walker	1	F	75
Lower Mount Walker	1	M	78
Lower Tenthill	0	F	18
Lower Tenthill	0	M	20
Lower Tenthill	1	F	116
Lower Tenthill	1	M	99
Lower Tully	0	F	5
Lower Tully	0	M	8
Lower Tully	1	F	33
Lower Tully	1	M	41
Lower Wonga	0	F	33
Lower Wonga	0	M	37
Lower Wonga	1	F	131
Lower Wonga	1	M	148
Lowesby	0	F	0
Lowesby	0	M	0
Lowesby	1	F	3
Lowesby	1	M	9
Lowestoff	0	F	1
Lowestoff	0	M	0
Lowestoff	1	F	11
Lowestoff	1	M	16
Lowmead	0	F	9
Lowmead	0	M	10
Lowmead	1	F	66
Lowmead	1	M	73
Lowood	0	F	310
Lowood	0	M	272
Lowood	1	F	1812
Lowood	1	M	1766
Lucinda	0	F	20
Lucinda	0	M	23
Lucinda	1	F	181
Lucinda	1	M	175
Lumeah (Qld)	0	F	0
Lumeah (Qld)	0	M	0
Lumeah (Qld)	1	F	0
Lumeah (Qld)	1	M	0
Lumholtz	0	F	0
Lumholtz	0	M	0
Lumholtz	1	F	0
Lumholtz	1	M	0
Lundavra	0	F	11
Lundavra	0	M	9
Lundavra	1	F	32
Lundavra	1	M	46
Luscombe	0	F	29
Luscombe	0	M	24
Luscombe	1	F	114
Luscombe	1	M	140
Lutwyche	0	F	410
Lutwyche	0	M	410
Lutwyche	1	F	1300
Lutwyche	1	M	1334
Lynam	0	F	0
Lynam	0	M	5
Lynam	1	F	3
Lynam	1	M	3
Lyndhurst (Qld)	0	F	0
Lyndhurst (Qld)	0	M	0
Lyndhurst (Qld)	1	F	6
Lyndhurst (Qld)	1	M	8
Lyndside	0	F	0
Lyndside	0	M	0
Lyndside	1	F	0
Lyndside	1	M	0
Lyons (Qld)	0	F	6
Lyons (Qld)	0	M	7
Lyons (Qld)	1	F	9
Lyons (Qld)	1	M	14
Lyra	0	F	2
Lyra	0	M	0
Lyra	1	F	25
Lyra	1	M	28
Lytton	0	F	0
Lytton	0	M	2
Lytton	1	F	3
Lytton	1	M	4
Ma Ma Creek	0	F	4
Ma Ma Creek	0	M	9
Ma Ma Creek	1	F	66
Ma Ma Creek	1	M	70
Maadi	0	F	5
Maadi	0	M	11
Maadi	1	F	18
Maadi	1	M	12
Maalan	0	F	7
Maalan	0	M	7
Maalan	1	F	10
Maalan	1	M	10
Maaroom	0	F	6
Maaroom	0	M	10
Maaroom	1	F	93
Maaroom	1	M	104
Mabuiag Island	0	F	0
Mabuiag Island	0	M	5
Mabuiag Island	1	F	105
Mabuiag Island	1	M	104
Macalister	0	F	5
Macalister	0	M	3
Macalister	1	F	65
Macalister	1	M	77
Macalister Range	0	F	0
Macalister Range	0	M	0
Macalister Range	1	F	0
Macalister Range	1	M	0
Macfarlane	0	F	3
Macfarlane	0	M	0
Macfarlane	1	F	8
Macfarlane	1	M	8
Macgregor (Qld)	0	F	1224
Macgregor (Qld)	0	M	1084
Macgregor (Qld)	1	F	1787
Macgregor (Qld)	1	M	1754
Machans Beach	0	F	180
Machans Beach	0	M	163
Machans Beach	1	F	360
Machans Beach	1	M	346
Machine Creek	0	F	13
Machine Creek	0	M	8
Machine Creek	1	F	44
Machine Creek	1	M	51
Mackay	0	F	493
Mackay	0	M	514
Mackay	1	F	1251
Mackay	1	M	1397
Mackay Harbour	0	F	77
Mackay Harbour	0	M	78
Mackay Harbour	1	F	183
Mackay Harbour	1	M	211
Mackenzie (Brisbane - Qld)	0	F	136
Mackenzie (Brisbane - Qld)	0	M	151
Mackenzie (Brisbane - Qld)	1	F	931
Mackenzie (Brisbane - Qld)	1	M	879
Mackenzie (Central Highlands - Qld)	0	F	0
Mackenzie (Central Highlands - Qld)	0	M	6
Mackenzie (Central Highlands - Qld)	1	F	18
Mackenzie (Central Highlands - Qld)	1	M	14
Mackenzie River	0	F	6
Mackenzie River	0	M	11
Mackenzie River	1	F	22
Mackenzie River	1	M	35
Macknade	0	F	11
Macknade	0	M	8
Macknade	1	F	102
Macknade	1	M	114
Maclagan	0	F	9
Maclagan	0	M	10
Maclagan	1	F	79
Maclagan	1	M	93
Macleay Island	0	F	200
Macleay Island	0	M	197
Macleay Island	1	F	1138
Macleay Island	1	M	1150
Magnolia	0	F	9
Magnolia	0	M	13
Magnolia	1	F	52
Magnolia	1	M	55
Maidenhead	0	F	0
Maidenhead	0	M	0
Maidenhead	1	F	9
Maidenhead	1	M	6
Maidenwell	0	F	11
Maidenwell	0	M	10
Maidenwell	1	F	89
Maidenwell	1	M	90
Main Beach	0	F	478
Main Beach	0	M	502
Main Beach	1	F	1444
Main Beach	1	M	1458
Majors Creek (Qld)	0	F	10
Majors Creek (Qld)	0	M	20
Majors Creek (Qld)	1	F	139
Majors Creek (Qld)	1	M	159
Malanda	0	F	131
Malanda	0	M	112
Malanda	1	F	897
Malanda	1	M	842
Malarga	0	F	7
Malarga	0	M	2
Malarga	1	F	3
Malarga	1	M	3
Maleny	0	F	215
Maleny	0	M	202
Maleny	1	F	1763
Maleny	1	M	1554
Malling	0	F	4
Malling	0	M	0
Malling	1	F	15
Malling	1	M	13
Malmoe	0	F	5
Malmoe	0	M	5
Malmoe	1	F	13
Malmoe	1	M	16
Malpas-Trenton	0	F	0
Malpas-Trenton	0	M	1
Malpas-Trenton	1	F	12
Malpas-Trenton	1	M	11
Malu	0	F	9
Malu	0	M	4
Malu	1	F	4
Malu	1	M	8
Mamu	0	F	0
Mamu	0	M	0
Mamu	1	F	0
Mamu	1	M	0
Manapouri	0	F	-1
Manapouri	0	M	2
Manapouri	1	F	24
Manapouri	1	M	22
Mandalay	0	F	46
Mandalay	0	M	38
Mandalay	1	F	121
Mandalay	1	M	134
Maneroo	0	F	4
Maneroo	0	M	2
Maneroo	1	F	18
Maneroo	1	M	16
Mango Hill	0	F	1003
Mango Hill	0	M	978
Mango Hill	1	F	3302
Mango Hill	1	M	3156
Manly (Qld)	0	F	309
Manly (Qld)	0	M	321
Manly (Qld)	1	F	1723
Manly (Qld)	1	M	1706
Manly West	0	F	818
Manly West	0	M	759
Manly West	1	F	5452
Manly West	1	M	4942
Mannuem	0	F	6
Mannuem	0	M	4
Mannuem	1	F	39
Mannuem	1	M	47
Manoora (Qld)	0	F	830
Manoora (Qld)	0	M	700
Manoora (Qld)	1	F	2289
Manoora (Qld)	1	M	2203
Mansfield (Qld)	0	F	767
Mansfield (Qld)	0	M	643
Mansfield (Qld)	1	F	3744
Mansfield (Qld)	1	M	3547
Mantuan Downs	0	F	0
Mantuan Downs	0	M	6
Mantuan Downs	1	F	13
Mantuan Downs	1	M	14
Manumbar	0	F	4
Manumbar	0	M	5
Manumbar	1	F	22
Manumbar	1	M	25
Manunda	0	F	790
Manunda	0	M	695
Manunda	1	F	1936
Manunda	1	M	1967
Manyung	0	F	2
Manyung	0	M	2
Manyung	1	F	30
Manyung	1	M	24
Mapleton	0	F	128
Mapleton	0	M	110
Mapleton	1	F	717
Mapleton	1	M	608
Mapoon	0	F	2
Mapoon	0	M	0
Mapoon	1	F	157
Mapoon	1	M	151
Maramie	0	F	0
Maramie	0	M	0
Maramie	1	F	9
Maramie	1	M	6
Marburg	0	F	42
Marburg	0	M	49
Marburg	1	F	382
Marburg	1	M	396
Marcoola	0	F	242
Marcoola	0	M	240
Marcoola	1	F	1329
Marcoola	1	M	1358
Marcus Beach	0	F	51
Marcus Beach	0	M	32
Marcus Beach	1	F	333
