SSC_NAME16	OnlyEnglishSpokenHome	persons
Wellington (NSW)	1	3533
Wellington Vale	1	35
Wells Crossing	0	4
Wells Crossing	1	141
Wendoree Park	0	16
Wendoree Park	1	103
Wentworth (NSW)	0	21
Wentworth (NSW)	1	1267
Wentworth Falls	0	414
Wentworth Falls	1	5339
Wentworth Point	0	3588
Wentworth Point	1	2592
Wentworthville	0	7408
Wentworthville	1	3411
Werai	0	3
Werai	1	80
Wermatong	1	38
Werombi	0	62
Werombi	1	819
Werri Beach	0	19
Werri Beach	1	515
Werrington	0	988
Werrington	1	2798
Werrington County	0	284
Werrington County	1	3221
Werrington Downs	0	277
Werrington Downs	1	2877
Werris Creek	0	13
Werris Creek	1	1396
West Albury	0	196
West Albury	1	3323
West Ballina	0	95
West Ballina	1	2673
West Bathurst	0	123
West Bathurst	1	3330
West Bungawalbin	1	49
West Coraki	1	91
West Gosford	0	164
West Gosford	1	1088
West Haven	0	10
West Haven	1	1059
West Hoxton	0	4918
West Hoxton	1	4719
West Kempsey	0	123
West Kempsey	1	4250
West Nowra	0	62
West Nowra	1	1268
West Pennant Hills	0	5691
West Pennant Hills	1	10308
West Pymble	0	1101
West Pymble	1	4095
West Ryde	0	7419
West Ryde	1	5436
West Tamworth	0	304
West Tamworth	1	4378
West Wallsend	0	51
West Wallsend	1	2115
West Wiangaree	1	106
West Wollongong	0	1068
West Wollongong	1	3567
West Wyalong	0	99
West Wyalong	1	2640
Westbrook (NSW)	1	135
Westdale (Tamworth Regional - NSW)	0	158
Westdale (Tamworth Regional - NSW)	1	2398
Westleigh	0	839
Westleigh	1	3509
Westmead	0	11565
Westmead	1	3391
Weston (NSW)	0	54
Weston (NSW)	1	3451
Westwood (NSW)	1	12
Wetherill Park	0	3718
Wetherill Park	1	2175
Wetuppa	1	9
Whalan	0	1511
Whalan	1	3903
Whale Beach	0	17
Whale Beach	1	216
Wheeler Heights	0	272
Wheeler Heights	1	2588
Wheeny Creek	1	21
Wheeo	1	77
Wherrol Flat	0	3
Wherrol Flat	1	292
Whian Whian	1	123
Whiporie	0	3
Whiporie	1	64
White Cliffs	0	4
White Cliffs	1	134
White Rock (NSW)	0	30
White Rock (NSW)	1	710
Whitebridge	0	114
Whitebridge	1	2392
Whiteman Creek	1	151
Whitlow	1	47
Whittingham	0	3
Whittingham	1	343
Whitton	0	20
Whitton	1	417
Whoota	0	3
Whoota	1	58
Wiagdon	1	32
Wiangaree	1	129
Wiarborough	1	12
Wickham (NSW)	0	68
Wickham (NSW)	1	930
Widden	0	6
Widden	1	63
Widgelli	0	3
Widgelli	1	55
Wilberforce (NSW)	0	94
Wilberforce (NSW)	1	2750
Wilbetree	1	26
Wilcannia	0	33
Wilcannia	1	629
Wildes Meadow	0	7
Wildes Meadow	1	224
Wiley Park	0	7639
Wiley Park	1	1707
Willala	1	53
Willawarrin	0	6
Willawarrin	1	163
Willbriggie	0	7
Willbriggie	1	115
Willi Willi	1	27
Williamsdale	0	3
Williamsdale	1	47
Williamtown	0	21
Williamtown	1	700
Willigobung	0	3
Willigobung	1	44
Willina	1	55
Willmot	0	434
Willmot	1	1728
Willoughby (NSW)	0	1775
Willoughby (NSW)	1	4501
Willoughby East	0	321
Willoughby East	1	1440
Willow Tree	0	3
Willow Tree	1	264
Willow Vale (Kiama - NSW)	1	67
Willow Vale (Wingecarribee - NSW)	0	31
Willow Vale (Wingecarribee - NSW)	1	628
Wilsons Creek	0	52
Wilsons Creek	1	293
Wilton (NSW)	0	166
Wilton (NSW)	1	2834
Wimbledon	1	91
Wimborne	1	19
Windale	0	72
Windale	1	3000
Windang	0	187
Windang	1	2338
Windella	0	21
Windella	1	694
Windellama	0	12
Windellama	1	307
Windera (NSW)	0	13
Windera (NSW)	1	282
Windermere (NSW)	1	50
Windermere Park	0	23
Windermere Park	1	655
Windeyer (NSW)	0	7
Windeyer (NSW)	1	143
Windowie	1	25
Windradyne	0	115
Windradyne	1	2670
Windsor (NSW)	0	152
Windsor (NSW)	1	1639
Windsor Downs	0	136
Windsor Downs	1	979
Winegrove	1	35
Wingadee	1	16
Wingello	0	20
Wingello	1	517
Wingen	0	4
Wingen	1	244
Wingham	0	118
Wingham	1	4922
Winifred	1	25
Winmalee	0	300
Winmalee	1	5734
Winston Hills	0	2999
Winston Hills	1	8439
Winton (NSW)	1	185
Wirlinga	0	12
Wirlinga	1	117
Wirragulla	1	15
Wirrimah	1	55
Wirrimbi	1	77
Wirrinya	1	83
Wisemans Creek	1	98
Wisemans Ferry	0	19
Wisemans Ferry	1	194
Wittitrin	0	3
Wittitrin	1	72
Wog Wog (Queanbeyan-Palerang Regional - NSW)	1	13
Woko	1	3
Wolgan Valley	0	16
Wolgan Valley	1	47
Wollar	1	33
Wolli Creek	0	4297
Wolli Creek	1	1575
Wollogorang	0	5
Wollogorang	1	47
Wollombi	0	3
Wollombi	1	160
Wollomombi	0	3
Wollomombi	1	99
Wollongbar	0	111
Wollongbar	1	2630
Wollongong	0	5526
Wollongong	1	11164
Wollstonecraft	0	2097
Wollstonecraft	1	5759
Wollumboola	1	28
Wollun	1	58
Wolumla	0	22
Wolumla	1	638
Wombarra	0	64
Wombarra	1	787
Wombat	0	7
Wombat	1	206
Wombat Creek (NSW)	1	7
Wombeyan Caves	1	38
Womboota	1	90
Wonboyn	0	4
Wonboyn	1	98
Wondabyne	1	4
Wondalga	1	93
Wongarbon	0	6
Wongarbon	1	698
Wongawilli	0	8
Wongawilli	1	129
Wongo Creek	1	26
Wongwibinda	1	59
Woodberry	0	108
Woodberry	1	2686
Woodbine (NSW)	0	861
Woodbine (NSW)	1	1699
Woodburn (Richmond Valley - NSW)	0	13
Woodburn (Richmond Valley - NSW)	1	654
Woodburn (Shoalhaven - NSW)	1	49
Woodcroft (NSW)	0	4013
Woodcroft (NSW)	1	2309
Woodenbong	0	4
Woodenbong	1	354
Woodford (NSW)	0	122
Woodford (NSW)	1	1737
Woodford Island	0	7
Woodford Island	1	219
Woodhill (NSW)	1	65
Woodhouselee	1	15
Woodlands (Eurobodalla - NSW)	0	4
Woodlands (Eurobodalla - NSW)	1	63
Woodlands (Wingecarribee - NSW)	0	11
Woodlands (Wingecarribee - NSW)	1	238
Woodlawn	1	42
Woodpark	0	691
Woodpark	1	781
Woodrising	0	61
Woodrising	1	1071
Woodside (NSW)	1	45
Woodsreef	1	62
Woodstock (Cowra - NSW)	0	21
Woodstock (Cowra - NSW)	1	615
Woodstock (Inverell - NSW)	1	25
Woodstock (Shoalhaven - NSW)	0	10
Woodstock (Shoalhaven - NSW)	1	197
Woodview	1	143
Woodville (NSW)	0	9
Woodville (NSW)	1	407
Woolbrook	1	156
Woolgarlo	1	26
Woolgoolga	0	1049
Woolgoolga	1	3801
Wooli	0	15
Wooli	1	376
Woollahra	0	1052
Woollahra	1	5596
Woollamia	0	40
Woollamia	1	502
Woolloomooloo	0	975
Woolloomooloo	1	2476
Woolners Arm	1	12
Woolomin	0	3
Woolomin	1	256
Woolooma	1	35
Woolooware	0	386
Woolooware	1	3417
Wooloweyah	0	11
Wooloweyah	1	359
Woolwich	0	135
Woolwich	1	635
Woomargama	1	150
Woombah	0	16
Woombah	1	743
Woongarrah	0	361
Woongarrah	1	4646
Woonona	0	822
Woonona	1	10847
Wootton	0	3
Wootton	1	181
Wooyung	1	96
Worlds End (NSW)	1	5
Woronora	0	134
Woronora	1	1925
Woronora Dam	1	3
Woronora Heights	0	131
Woronora Heights	1	2690
Worrigee	0	245
Worrigee	1	4528
Worrowing Heights	0	28
Worrowing Heights	1	453
Woy Woy	0	820
Woy Woy	1	9188
Woy Woy Bay	0	17
Woy Woy Bay	1	375
Wrathall	1	15
Wrights Beach	0	4
Wrights Beach	1	116
Wrights Creek (NSW)	1	10
Wuuluman	0	3
Wuuluman	1	88
Wyalong	0	16
Wyalong	1	586
Wyan	1	35
Wyanbene	0	3
Wyanbene	1	22
Wyangala	0	3
Wyangala	1	158
Wyangle	1	43
Wybong	1	120
Wyee	0	44
Wyee	1	2216
Wyee Point	0	32
Wyee Point	1	1061
Wylie Creek	1	13
Wylies Flat	1	53
Wymah	1	35
Wyndham (NSW)	0	8
Wyndham (NSW)	1	329
Wyneden	1	49
Wyoming	0	810
Wyoming	1	8610
Wyong	0	419
Wyong	1	3544
Wyong Creek	0	20
Wyong Creek	1	371
Wyongah	0	54
Wyongah	1	1863
Wyrallah	0	7
Wyrallah	1	409
Yabbra	1	4
Yadboro	1	9
Yagoona	0	11721
Yagoona	1	5257
Yalbraith	1	13
Yallah	0	14
Yallah	1	113
Yallaroi	1	101
Yamba (NSW)	0	185
Yamba (NSW)	1	5434
Yanco	0	17
Yanco	1	891
Yanderra	0	21
Yanderra	1	595
Yanga	1	19
Yannergee	1	26
Yantabulla	1	9
Yaouk	1	19
Yarara	1	21
Yarra	1	163
Yarrabandai	1	37
Yarrabin	1	78
Yarragal	1	22
Yarragrin	1	31
Yarragundry	1	75
Yarrahapinni	0	6
Yarrahapinni	1	166
Yarramalong	0	9
Yarramalong	1	317
Yarraman (NSW)	1	10
Yarramundi	0	43
Yarramundi	1	775
Yarranbella	0	3
Yarranbella	1	175
Yarras (Bathurst Regional - NSW)	1	10
Yarras (Port Macquarie-Hastings - NSW)	1	59
Yarravel	0	30
Yarravel	1	1022
Yarrawa	0	3
Yarrawa	1	82
Yarrawarrah	0	146
Yarrawarrah	1	2543
Yarrawonga (NSW)	0	12
Yarrawonga (NSW)	1	363
Yarrawonga Park	0	9
Yarrawonga Park	1	347
Yarrie Lake	1	62
Yarrow	1	6
Yarrowford	1	58
Yarrowitch	1	136
Yarrowyck	1	120
Yass	0	217
Yass	1	5875
Yass River	0	8
Yass River	1	318
Yathella	1	134
Yattalunga (NSW)	0	13
Yattalunga (NSW)	1	520
Yatte Yattah	1	171
Yaven Creek	1	58
Yelgun	0	3
Yelgun	1	96
Yellow Dam	1	11
Yellow Pinch	0	3
Yellow Pinch	1	37
Yellow Rock (Blue Mountains - NSW)	0	26
Yellow Rock (Blue Mountains - NSW)	1	973
Yellow Rock (Shellharbour - NSW)	0	11
Yellow Rock (Shellharbour - NSW)	1	183
Yenda (NSW)	0	151
Yenda (NSW)	1	1249
Yennora	0	1061
Yennora	1	423
Yeoval	0	3
Yeoval	1	394
Yerong Creek	0	17
Yerong Creek	1	283
Yerrinbool	0	36
Yerrinbool	1	1076
Yerriyong	1	29
Yessabah	0	3
Yessabah	1	93
Yetholme	0	9
Yetholme	1	217
Yetman	1	190
Yippin Creek	0	7
Yippin Creek	1	174
Yoogali	0	222
Yoogali	1	923
Yorklea	0	3
Yorklea	1	358
Young	0	409
Young	1	9199
Yowie Bay	0	260
Yowie Bay	1	2720
Yowrie	1	110
Yullundry	1	23
Zara	1	65
Zetland	0	5478
Zetland	1	3698
No usual address (NSW)	0	1822
No usual address (NSW)	1	7212
Migratory - Offshore - Shipping (NSW)	0	92
Migratory - Offshore - Shipping (NSW)	1	279
Abbotsford (Vic.)	0	2139
Abbotsford (Vic.)	1	5324
Aberfeldie	0	800
Aberfeldie	1	2920
Acheron	0	3
Acheron	1	145
Adams Estate	1	43
Addington	0	6
Addington	1	60
Adelaide Lead	1	74
Agnes	1	53
Aireys Inlet	0	38
Aireys Inlet	1	701
Airly	0	3
Airly	1	131
Airport West	0	2170
Airport West	1	4976
Albanvale	0	3298
Albanvale	1	1851
Albert Park (Vic.)	0	1159
Albert Park (Vic.)	1	4584
Alberton (Vic.)	0	7
Alberton (Vic.)	1	238
Alberton West	0	3
Alberton West	1	71
Albion (Vic.)	0	2483
Albion (Vic.)	1	1815
Alexandra (Vic.)	0	62
Alexandra (Vic.)	1	2436
Alfredton	0	829
Alfredton	1	7974
Allambee	1	22
Allambee Reserve	0	7
Allambee Reserve	1	54
Allambee South	1	64
Allans Flat	0	4
Allans Flat	1	302
Allansford	0	17
Allansford	1	1367
Allendale	0	6
Allendale	1	142
Allestree	0	3
Allestree	1	115
Alma (Vic.)	1	197
Almonds	1	19
Almurta	1	40
Alphington	0	888
Alphington	1	3927
Altona (Vic.)	0	2237
Altona (Vic.)	1	7907
Altona Meadows	0	6775
Altona Meadows	1	11423
Altona North	0	5867
Altona North	1	5455
Alvie	0	3
Alvie	1	111
Amherst	1	60
Amphitheatre	0	5
Amphitheatre	1	226
Anakie	0	31
Anakie	1	586
Ancona	1	71
Anderson	1	26
Anglers Rest	1	16
Anglesea	0	66
Anglesea	1	2343
Annuello	1	26
Antwerp	1	62
Apollo Bay (Vic.)	0	126
Apollo Bay (Vic.)	1	1306
Appin (Vic.)	1	11
Appin South	0	3
Appin South	1	27
Apsley (Vic.)	0	3
Apsley (Vic.)	1	261
Ararat	0	358
Ararat	1	6847
Arawata	1	79
Arcadia (Vic.)	1	209
Arcadia South	1	61
Archdale	1	21
Archdale Junction	1	6
Archerton	0	3
Archerton	1	12
Archies Creek	1	20
Ardeer	0	1674
Ardeer	1	1226
Ardmona	0	91
Ardmona	1	337
Areegra	1	18
Argyle (Vic.)	0	5
Argyle (Vic.)	1	191
Armadale (Vic.)	0	1773
Armadale (Vic.)	1	6650
Armstrong	1	78
Armstrong Creek (Vic.)	0	316
Armstrong Creek (Vic.)	1	3670
Arnold (Vic.)	1	47
Arnold West	1	12
Arthurs Creek	0	12
Arthurs Creek	1	432
Arthurs Seat	0	16
Arthurs Seat	1	357
Ascot (Ballarat - Vic.)	1	95
Ascot (Greater Bendigo - Vic.)	0	60
Ascot (Greater Bendigo - Vic.)	1	1785
Ascot Vale	0	3938
Ascot Vale	1	9754
Ashbourne (Vic.)	0	3
Ashbourne (Vic.)	1	180
Ashburton	0	1656
Ashburton	1	5789
Ashwood	0	2460
Ashwood	1	3946
Aspendale	0	681
Aspendale	1	5916
Aspendale Gardens	0	1701
Aspendale Gardens	1	4617
Athlone	0	5
Athlone	1	107
Attwood	0	1000
Attwood	1	2305
Aubrey	1	3
Auchmore	1	13
Avalon	0	83
Avalon	1	210
Avenel	0	43
Avenel	1	909
Avoca (Vic.)	0	11
Avoca (Vic.)	1	1074
Avon Plains	1	7
Avondale Heights	0	5911
Avondale Heights	1	5141
Avonmore	1	43
Avonsleigh	0	30
Avonsleigh	1	759
Axe Creek	1	326
Axedale	0	9
Axedale	1	743
Ayrford	1	41
Bacchus Marsh	0	342
Bacchus Marsh	1	5628
Baddaginnie	0	6
Baddaginnie	1	296
Badger Creek	0	55
Badger Creek	1	1458
Bael Bael	1	7
Bagshot	1	270
Bagshot North	1	32
Bahgallah	1	31
Bailieston	0	4
Bailieston	1	105
Bairnsdale	0	356
Bairnsdale	1	6504
Bakery Hill	0	30
Bakery Hill	1	122
Balaclava (Vic.)	0	1209
Balaclava (Vic.)	1	3749
Bald Hills (Vic.)	0	3
Bald Hills (Vic.)	1	100
Balintore	1	66
Ballan	0	124
Ballan	1	2660
Ballangeich	0	6
Ballangeich	1	50
Ballapur	1	9
Ballarat Central	0	358
Ballarat Central	1	4596
Ballarat East	0	281
Ballarat East	1	4907
Ballarat North	0	134
Ballarat North	1	3600
Ballendella	0	7
Ballendella	1	117
Balliang	0	11
Balliang	1	243
Balliang East	0	3
Balliang East	1	132
Ballyrogan	1	59
Balmattum	1	101
Balmoral (Vic.)	0	4
Balmoral (Vic.)	1	274
Balnarring	0	59
Balnarring	1	2059
Balnarring Beach	0	3
Balnarring Beach	1	365
Balook	0	3
Balook	1	3
Balwyn	0	5290
Balwyn	1	7483
Balwyn North	0	8702
Balwyn North	1	10964
Bamawm	0	11
Bamawm	1	460
Bamawm Extension	1	218
Bambra	1	91
Bamganie	0	3
Bamganie	1	35
Bandiana	0	32
Bandiana	1	553
Bangerang	1	53
Bangholme	0	86
Bangholme	1	636
Bannerton	1	38
Bannockburn (Vic.)	0	193
Bannockburn (Vic.)	1	4849
Banyan	1	21
Banyena	1	25
Baranduda	0	61
Baranduda	1	2171
Barfold	0	3
Barfold	1	78
Baringhup	1	187
Baringhup West	1	14
Barjarg	0	3
Barjarg	1	107
Barkers Creek	0	20
Barkers Creek	1	400
Barkly (Vic.)	0	3
Barkly (Vic.)	1	41
Barkstead	1	35
Barmah	0	8
Barmah	1	239
Barnadown	1	15
Barnawartha	0	13
Barnawartha	1	838
Barnawartha North	1	145
Baromi	0	7
Baromi	1	113
Barongarook	0	7
Barongarook	1	397
Barongarook West	0	5
Barongarook West	1	220
Barrabool	1	203
Barrakee	1	18
Barramunga	1	9
Barraport	1	38
Barraport West	1	8
Barrys Reef	1	25
Barunah Park	1	25
Barunah Plains	1	9
Barwidgee	0	12
Barwidgee	1	87
Barwite	0	6
Barwite	1	207
Barwon Downs	1	127
Barwon Heads	0	80
Barwon Heads	1	3603
Basalt (Vic.)	1	9
Bass	0	13
Bass	1	326
Batesford	0	73
Batesford	1	833
Bathumi	1	57
Baw Baw Village	0	8
Baw Baw Village	1	16
Baxter	0	123
Baxter	1	1893
Bayindeen	1	19
Bayles	0	14
Bayles	1	407
Baynton (Vic.)	0	3
Baynton (Vic.)	1	92
Bayswater (Vic.)	0	3150
Bayswater (Vic.)	1	7981
Bayswater North	0	1440
Bayswater North	1	6823
Beaconsfield (Vic.)	0	501
Beaconsfield (Vic.)	1	5975
Beaconsfield Upper	0	113
Beaconsfield Upper	1	2604
Bealiba	0	11
Bealiba	1	166
Bearii	0	19
Bearii	1	116
Bears Lagoon	1	57
Beauchamp	0	3
Beauchamp	1	35
Beaufort (Vic.)	0	51
Beaufort (Vic.)	1	1357
Beaumaris (Vic.)	0	1267
Beaumaris (Vic.)	1	11434
Beazleys Bridge	1	20
Beeac	0	10
Beeac	1	333
Beech Forest	0	6
Beech Forest	1	73
Beechworth	0	161
Beechworth	1	3270
Beenak	0	4
Beenak	1	19
Belgrave	0	277
Belgrave	1	3492
Belgrave Heights	0	80
Belgrave Heights	1	1212
Belgrave South	0	86
Belgrave South	1	1510
Bell Park	0	1843
Bell Park	1	2912
Bell Post Hill	0	1386
Bell Post Hill	1	3259
Bellarine	0	4
Bellarine	1	135
Bellbrae	0	16
Bellbrae	1	813
Bellbridge	0	13
Bellbridge	1	329
Bellellen	1	56
Bellfield (Banyule - Vic.)	0	681
Bellfield (Banyule - Vic.)	1	1017
Bells Beach	0	6
Bells Beach	1	120
Belmont (Vic.)	0	1305
Belmont (Vic.)	1	12021
Bemm River	1	55
Bena	0	5
Bena	1	265
Benalla	0	332
Benalla	1	9211
Benambra	0	4
Benambra	1	126
Benayeo	1	58
Bend Of Islands	0	9
Bend Of Islands	1	269
Bendigo	0	385
Bendigo	1	4643
Bendoc	0	3
Bendoc	1	96
Bengworden	1	61
Benjeroop	1	42
Benloch	0	7
Benloch	1	111
Bennison	1	38
Bentleigh	0	4671
Bentleigh	1	10825
Bentleigh East	0	8813
Bentleigh East	1	17706
Benwerrin	1	5
Beremboke	0	4
Beremboke	1	141
Berrimal	1	40
Berringa	0	7
Berringa	1	147
Berringama	1	30
Berriwillock	1	169
Berrybank	1	35
Berrys Creek	0	9
Berrys Creek	1	134
Berwick	0	11027
Berwick	1	34915
Bessiebelle	1	95
Bet Bet	0	3
Bet Bet	1	111
Bete Bolong	1	84
Bete Bolong North	1	12
Bethanga	0	25
Bethanga	1	430
Betley	0	5
Betley	1	83
Beulah (Vic.)	1	296
Beverford	0	13
Beverford	1	298
Beveridge	0	436
Beveridge	1	1740
Big Desert	1	3
Big Hill (Greater Bendigo - Vic.)	0	12
Big Hill (Greater Bendigo - Vic.)	1	230
Big Hill (Surf Coast - Vic.)	0	3
Big Hill (Surf Coast - Vic.)	1	22
Big Pats Creek	1	68
Biggara	1	44
Bimbourie	1	12
Bindi	0	3
Bindi	1	43
Binginwarri	1	124
Birchip	0	35
Birchip	1	602
Birchip West	1	3
Birdwoodton	0	43
Birdwoodton	1	549
Birregurra	0	17
Birregurra	1	744
Bittern	0	75
Bittern	1	3415
Black Hill (Vic.)	0	158
Black Hill (Vic.)	1	1847
Black Range (Vic.)	0	4
Black Range (Vic.)	1	145
Black Rock (Vic.)	0	732
Black Rock (Vic.)	1	5166
Blackburn	0	3431
Blackburn	1	9946
Blackburn North	0	2643
Blackburn North	1	4571
Blackburn South	0	3293
Blackburn South	1	7009
Blackwarry	1	17
Blackwood (Vic.)	0	14
Blackwood (Vic.)	1	242
Blairgowrie	0	108
Blairgowrie	1	1987
Blakeville	1	33
Blampied	0	16
Blampied	1	173
Blind Bight	0	44
Blind Bight	1	1139
Blowhard	1	81
Bo Peep	1	21
Bobinawarrah	1	83
Bochara	1	74
Bogong	1	3
Boho	1	67
Boho South	0	4
Boho South	1	62
Boigbeat	1	8
Boinka	1	13
Boisdale	0	8
Boisdale	1	255
Bolinda	0	6
Bolinda	1	164
Bolton	1	12
Bolwarra (Vic.)	0	10
Bolwarra (Vic.)	1	549
Bolwarrah	1	25
Bona Vista	0	3
Bona Vista	1	103
Bonang	1	44
Bonbeach	0	760
Bonbeach	1	5089
Bonegilla	0	32
Bonegilla	1	593
Boneo	0	21
Boneo	1	302
Bonn	1	31
Bonnie Doon (Vic.)	0	14
Bonnie Doon (Vic.)	1	488
Bonshaw (Vic.)	0	7
Bonshaw (Vic.)	1	191
Bookaar	1	151
Boolarong	1	10
Boolarra	0	20
Boolarra	1	892
Boolarra South	0	5
Boolarra South	1	119
Boolite	0	4
Boolite	1	29
Boomahnoomoonah	1	19
Boonah (Vic.)	1	14
Boorcan	0	17
Boorcan	1	120
Boorhaman	0	3
Boorhaman	1	117
Boorhaman East	1	17
Boorhaman North	1	41
Boorolite	0	8
Boorolite	1	125
Boorool	1	45
Boort	0	26
Boort	1	770
Boosey	0	10
Boosey	1	95
Boralma	1	63
Bornes Hill	1	23
Boronia	0	3679
Boronia	1	17424
Borung	1	54
Bostocks Creek	0	6
Bostocks Creek	1	78
Botanic Ridge	0	261
Botanic Ridge	1	3497
Boundary Bend	0	4
Boundary Bend	1	102
Bowenvale	1	167
Boweya	1	39
Boweya North	1	41
Bowmans Forest	1	86
Bowser	1	39
Box Hill (Vic.)	0	6510
Box Hill (Vic.)	1	4200
Box Hill North	0	5267
Box Hill North	1	6211
Box Hill South	0	2883
Box Hill South	1	5144
Boxwood	1	20
Bradford	1	9
Bradvale	1	40
Braeside	1	19
Brandy Creek (Vic.)	1	91
Branxholme	0	13
Branxholme	1	305
Bravington	0	3
Bravington	1	8
Braybrook	0	6354
Braybrook	1	2258
Breakaway Creek	1	32
Breakwater	0	97
Breakwater	1	853
Breamlea	0	15
Breamlea	1	122
Brenanah	1	26
Brewster	1	41
Briagolong	0	6
Briagolong	1	1003
Briar Hill	0	310
Briar Hill	1	2711
Bridge Creek	0	5
Bridge Creek	1	86
Bridgewater (Vic.)	0	3
Bridgewater (Vic.)	1	129
Bridgewater North	1	57
Bridgewater On Loddon	0	7
Bridgewater On Loddon	1	293
Bright (Vic.)	0	175
Bright (Vic.)	1	1999
Brighton (Vic.)	0	3555
Brighton (Vic.)	1	18361
Brighton East	0	3132
Brighton East	1	12097
Brim	0	10
Brim	1	154
Brimboal	1	4
Brimin	1	38
Brimpaen	1	74
Bringalbert	1	12
Brit Brit	1	36
Broadford	0	130
Broadford	1	3924
Broadmeadows (Vic.)	0	7196
Broadmeadows (Vic.)	1	3468
Broadwater (Vic.)	0	4
Broadwater (Vic.)	1	74
Brodribb River	1	31
Broken Creek	1	27
Bromley	1	46
Brookfield (Vic.)	0	2503
Brookfield (Vic.)	1	6178
Brooklyn (Vic.)	0	739
Brooklyn (Vic.)	1	1016
Brookville	1	5
Broomfield	1	187
Broughton (Vic.)	0	3
Broughton (Vic.)	1	140
Brown Hill (Vic.)	0	105
Brown Hill (Vic.)	1	3308
Browns Plains (Vic.)	1	100
Bruarong	1	75
Brucknell	0	3
Brucknell	1	99
Brumby	1	4
Brunswick (Vic.)	0	6876
Brunswick (Vic.)	1	16104
Brunswick East	0	3054
Brunswick East	1	7716
Brunswick West	0	4533
Brunswick West	1	8787
Bruthen	0	17
Bruthen	1	737
Buangor	1	82
Buchan	0	3
Buchan	1	219
Buchan South	1	83
Buckland (Vic.)	0	7
Buckland (Vic.)	1	116
Buckley	0	7
Buckley	1	183
Buckley Swamp	1	25
Buckrabanyule	0	5
Buckrabanyule	1	40
Budgeree	0	6
Budgeree	1	138
Budgerum East	0	3
Budgerum East	1	4
Buffalo	0	4
Buffalo	1	242
Buffalo River	0	30
Buffalo River	1	206
Bulart	1	86
Buldah	1	3
Bulga (Vic.)	1	3
Bulgana	1	26
Bulla (Vic.)	0	136
Bulla (Vic.)	1	449
Bullaharre	1	17
Bullarook	0	4
Bullarook	1	88
Bullarto	1	66
Bullarto South	1	36
Bulleen	0	5322
Bulleen	1	5065
Bullengarook	0	18
Bullengarook	1	594
Bullioh	1	74
Bullumwaal	1	33
Buln Buln	0	4
Buln Buln	1	504
Buln Buln East	1	158
Bumberrah	1	72
Bunbartha	0	12
Bunbartha	1	258
Bundalaguah	1	171
Bundalong	1	382
Bundalong South	1	38
Bunding	1	51
Bundoora (Vic.)	0	12743
Bundoora (Vic.)	1	14392
Bung Bong	0	5
Bung Bong	1	46
Bungador	1	62
Bungal	1	37
Bungalally	1	88
Bungaree (Vic.)	0	4
Bungaree (Vic.)	1	256
Bungeet	1	25
Bungeet West	1	36
Bungil (Vic.)	1	6
Bunguluke	1	12
Buninyong	0	61
Buninyong	1	3391
Bunkers Hill	0	9
Bunkers Hill	1	248
Bunyip	0	49
Bunyip	1	2263
Bunyip North	1	99
Burkes Bridge	1	14
Burkes Flat	1	14
Burnbank	1	46
Burnewang	1	27
Burnley	0	103
Burnley	1	627
Burnside (Vic.)	0	2379
Burnside (Vic.)	1	2200
Burnside Heights	0	3539
Burnside Heights	1	2271
Burramboot	1	24
Burramine	0	15
Burramine	1	168
Burramine South	1	24
Burrowye	1	32
Burrumbeet	1	211
Burwood (Vic.)	0	6914
Burwood (Vic.)	1	7392
Burwood East	0	5388
Burwood East	1	4563
Bushfield	0	4
Bushfield	1	527
Bushy Park (Vic.)	1	49
Butchers Ridge	1	3
Buxton (Vic.)	0	6
Buxton (Vic.)	1	443
Byaduk	1	104
Byaduk North	1	108
Byawatha	0	6
Byawatha	1	153
Bylands	0	13
Bylands	1	94
Byrneside	0	8
Byrneside	1	144
Cabarita (Vic.)	0	21
Cabarita (Vic.)	1	437
Cabbage Tree	1	12
Cabbage Tree Creek	1	38
Cadello	1	11
Cairnlea	0	6755
Cairnlea	1	2513
Caldermeade	1	160
California Gully	0	147
California Gully	1	3892
Calivil	0	11
Calivil	1	130
Callawadda	1	42
Callignee	0	3
Callignee	1	306
Callignee North	1	41
Callignee South	1	12
Calrossie	1	26
Calulu	0	3
Calulu	1	154
Camberwell (Vic.)	0	5187
Camberwell (Vic.)	1	16022
Cambrian Hill	0	7
Cambrian Hill	1	224
Campbellfield	0	3838
Campbellfield	1	922
Campbells Bridge	1	24
Campbells Creek	0	81
Campbells Creek	1	1567
Campbells Forest	1	36
Campbelltown (Vic.)	1	36
Camperdown (Vic.)	0	42
Camperdown (Vic.)	1	3068
Canadian	0	306
Canadian	1	3058
Canary Island	1	10
Caniambo	0	3
Caniambo	1	69
Cann River	0	11
Cann River	1	170
Cannie	1	14
Cannons Creek	0	30
Cannons Creek	1	561
Cannum	1	48
Canterbury (Vic.)	0	1817
Canterbury (Vic.)	1	5905
Cape Bridgewater	0	4
Cape Bridgewater	1	127
Cape Clear	0	3
Cape Clear	1	118
Cape Conran	1	4
Cape Otway	1	15
Cape Paterson	0	35
Cape Paterson	1	764
Cape Schanck	0	8
Cape Schanck	1	421
Cape Woolamai	0	76
Cape Woolamai	1	1529
Capels Crossing	1	35
Carag Carag	0	4
Carag Carag	1	56
Caralulup	1	3
Caramut	0	3
Caramut	1	223
Carapooee	1	60
Carapooee West	1	15
Carapook	0	6
