SSC_NAME16	OnlyEnglishSpokenHome	persons
Barramornie	1	16
Barratta (Qld)	1	62
Barrine	0	16
Barrine	1	193
Barringha	1	54
Barringun	1	7
Barron	1	37
Bartle Frere	0	5
Bartle Frere	1	128
Basalt (Qld)	1	179
Basin Pocket	0	23
Basin Pocket	1	808
Battery Hill	0	118
Battery Hill	1	2336
Bauhinia	1	27
Bauple	0	15
Bauple	1	568
Bauple Forest	1	7
Bayrick	1	9
Bayview Heights	0	355
Bayview Heights	1	3634
Beach Holm	1	29
Beachmere	0	105
Beachmere	1	3755
Beaconsfield (Qld)	0	318
Beaconsfield (Qld)	1	4883
Beatrice	0	3
Beatrice	1	92
Beaudesert	0	154
Beaudesert	1	5725
Beaufort (Qld)	1	45
Beaver Rock	1	50
Bedourie	0	3
Bedourie	1	93
Beebo	0	3
Beebo	1	73
Beecher	0	17
Beecher	1	821
Beechmont	0	40
Beechmont	1	750
Beelbee	1	21
Beelbi Creek	0	3
Beelbi Creek	1	135
Beenaam Valley	0	3
Beenaam Valley	1	46
Beenleigh	0	772
Beenleigh	1	6827
Beerburrum	0	29
Beerburrum	1	664
Beeron	1	14
Beerwah	0	233
Beerwah	1	6133
Begonia	0	3
Begonia	1	48
Beilba	1	29
Belcong	1	46
Belgian Gardens	0	165
Belgian Gardens	1	1727
Belivah	0	32
Belivah	1	276
Bell (Qld)	0	14
Bell (Qld)	1	448
Bella Creek	1	32
Bellara	0	108
Bellara	1	2916
Bellbird Park	0	1139
Bellbird Park	1	5076
Bellbowrie	0	636
Bellbowrie	1	4673
Bellenden Ker	0	14
Bellenden Ker	1	217
Belli Park	0	17
Belli Park	1	610
Bellmere	0	329
Bellmere	1	5178
Bells Bridge	0	4
Bells Bridge	1	170
Bells Creek	0	4
Bells Creek	1	79
Bellthorpe	0	3
Bellthorpe	1	95
Belmont (Qld)	0	761
Belmont (Qld)	1	3492
Belmunda	1	7
Belvedere	0	127
Belvedere	1	698
Belyando	1	45
Bemerside	0	4
Bemerside	1	218
Benair	1	137
Benaraby	0	31
Benaraby	1	1100
Benarkin	0	4
Benarkin	1	52
Benarkin North	0	12
Benarkin North	1	272
Benholme	1	82
Benobble	1	40
Benowa	0	1874
Benowa	1	6131
Bentley Park	0	953
Bentley Park	1	6463
Berajondo	0	3
Berajondo	1	56
Berat	1	115
Bergen	1	68
Berrinba	0	471
Berrinba	1	796
Berserker	0	437
Berserker	1	5858
Bethania	0	489
Bethania	1	4530
Biarra	0	11
Biarra	1	232
Biboohra	0	43
Biboohra	1	461
Biddaddaba	0	11
Biddaddaba	1	144
Biddeston	0	4
Biddeston	1	265
Bidwill (Qld)	0	8
Bidwill (Qld)	1	463
Biggenden	0	19
Biggenden	1	738
Biggera Waters	0	1549
Biggera Waters	1	6216
Bilinga	0	93
Bilinga	1	1407
Billa Billa	1	87
Biloela	0	581
Biloela	1	4757
Bilyana	0	3
Bilyana	1	165
Bindebango	1	10
Bingegang	1	18
Bingil Bay	0	16
Bingil Bay	1	381
Binjour	1	84
Binna Burra (Qld)	1	4
Birdsville	0	9
Birdsville	1	130
Birkalla	0	5
Birkalla	1	120
Birkdale	0	1090
Birkdale	1	12653
Birnam (Scenic Rim - Qld)	1	95
Birnam (Toowoomba - Qld)	1	58
Birtinya	0	152
Birtinya	1	1599
Black Duck Creek	1	21
Black Jack	1	148
Black Mountain (Qld)	0	56
Black Mountain (Qld)	1	1316
Black River (Qld)	0	22
Black River (Qld)	1	1351
Black Snake	1	72
Blackall	0	25
Blackall	1	1311
Blackbull	1	3
Blackbutt (Qld)	0	21
Blackbutt (Qld)	1	770
Blackbutt North	0	16
Blackbutt North	1	396
Blackbutt South	0	4
Blackbutt South	1	163
Blackrock	0	3
Blackrock	1	296
Blacks Beach	0	210
Blacks Beach	1	3320
Blacksoil	1	106
Blackstone	0	63
Blackstone	1	880
Blackswamp	1	51
Blackwater	0	209
Blackwater	1	3984
Blanchview	0	5
Blanchview	1	171
Blantyre	1	54
Blaxland (Qld)	1	35
Blenheim	0	3
Blenheim	1	274
Bli Bli	0	330
Bli Bli	1	7079
Bloomfield	0	24
Bloomfield	1	153
Bloomsbury	0	21
Bloomsbury	1	520
Blue Mountain	1	82
Blue Mountain Heights	0	26
Blue Mountain Heights	1	849
Bluewater	0	22
Bluewater	1	957
Bluewater Park	0	27
Bluewater Park	1	911
Bluff	0	5
Bluff	1	327
Blythdale	1	39
Boatman	1	6
Bogandilla	1	29
Bogie	0	17
Bogie	1	127
Bohle	0	3
Bohle	1	68
Bohle Plains	0	234
Bohle Plains	1	2843
Boigu Island	0	221
Boigu Island	1	7
Bokarina	0	61
Bokarina	1	1211
Bollier	0	13
Bollier	1	177
Bollon	0	7
Bollon	1	194
Bombeeta	0	14
Bombeeta	1	112
Bon Accord	1	19
Bondoola	0	3
Bondoola	1	493
Bongaree	0	207
Bongaree	1	6113
Bongeen	1	66
Bonnie Doon (Qld)	0	27
Bonnie Doon (Qld)	1	329
Bonogin	0	297
Bonogin	1	4016
Bonshaw (Qld)	1	40
Bony Mountain	0	6
Bony Mountain	1	80
Boodua	0	3
Boodua	1	81
Boogan	0	14
Boogan	1	103
Booie	0	13
Booie	1	971
Boolboonda	0	3
Boolboonda	1	47
Boolburra	1	24
Boompa	1	76
Boonah (Qld)	0	123
Boonah (Qld)	1	2230
Boonara	1	61
Boonarga	1	34
Boondall	0	1830
Boondall	1	7092
Boondooma	1	62
Boonooroo	0	5
Boonooroo	1	284
Boonooroo Plains	1	3
Booral (Qld)	0	40
Booral (Qld)	1	1404
Booroobin	0	3
Booroobin	1	236
Booubyjan	1	103
Booval	0	150
Booval	1	2279
Booyal	1	229
Borallon	1	77
Boreen Point	0	6
Boreen Point	1	290
Boronia Heights	0	1157
Boronia Heights	1	6312
Bororen	0	8
Bororen	1	377
Boulder Creek	1	10
Bouldercombe	0	11
Bouldercombe	1	1010
Boulia	0	11
Boulia	1	231
Bowen	0	807
Bowen	1	8445
Bowen Hills	0	862
Bowen Hills	1	1903
Bowenville	0	8
Bowenville	1	224
Boyland	0	13
Boyland	1	747
Boyne Island	0	209
Boyne Island	1	4270
Boyne Valley	0	7
Boyne Valley	1	310
Boynedale	1	11
Boyneside	0	4
Boyneside	1	54
Boynewood	0	41
Boynewood	1	91
Bracalba	1	94
Bracewell	0	3
Bracewell	1	159
Bracken Ridge	0	2400
Bracken Ridge	1	13877
Braemeadows	0	16
Braemeadows	1	258
Braemore	1	134
Bramston Beach	0	3
Bramston Beach	1	153
Branch Creek	1	27
Branchview	1	15
Brandon	0	47
Brandon	1	974
Brandy Creek (Qld)	0	5
Brandy Creek (Qld)	1	96
Branyan	0	118
Branyan	1	3841
Brassall	0	481
Brassall	1	9829
Bray Park (Qld)	0	860
Bray Park (Qld)	1	8930
Breadalbane (Qld)	1	20
Breakaway	0	8
Breakaway	1	184
Breddan	0	4
Breddan	1	438
Brendale	0	477
Brendale	1	2161
Bridgeman Downs	0	1516
Bridgeman Downs	1	6682
Bridges	0	14
Bridges	1	250
Brigalow	1	162
Brightly	0	11
Brightly	1	54
Brighton (Qld)	0	458
Brighton (Qld)	1	8561
Brightview	0	14
Brightview	1	728
Brigooda	1	29
Bringalily	1	64
Brinsmead	0	573
Brinsmead	1	4499
Brisbane City	0	4423
Brisbane City	1	4118
Broadbeach	0	999
Broadbeach	1	3680
Broadbeach Waters	0	948
Broadbeach Waters	1	6332
Broadmere	1	38
Broadwater (Qld)	0	8
Broadwater (Qld)	1	276
Broken River	1	17
Bromelton	1	144
Brookfield (Qld)	0	350
Brookfield (Qld)	1	3006
Brookhill	1	70
Brooklands	0	6
Brooklands	1	265
Brookstead	1	215
Brookwater	0	329
Brookwater	1	1763
Brooloo	0	12
Brooloo	1	293
Brooweena	1	90
Broughton (Qld)	1	628
Brovinia	1	10
Browns Plains (Qld)	0	1446
Browns Plains (Qld)	1	4374
Broxburn	0	3
Broxburn	1	137
Brush Creek	1	34
Bryden	1	24
Brymaroo	0	3
Brymaroo	1	121
Buaraba	0	13
Buaraba	1	138
Buaraba South	0	3
Bucasia	0	155
Bucasia	1	4309
Bucca (Qld)	0	20
Bucca (Qld)	1	842
Buccan	0	78
Buccan	1	1626
Buckland (Qld)	0	4
Buckland (Qld)	1	39
Buddina	0	174
Buddina	1	3488
Buderim	0	1580
Buderim	1	26472
Budgee	1	35
Bukali	1	50
Bulgun	0	14
Bulgun	1	253
Bulimba	0	675
Bulimba	1	5643
Bullawarra	1	5
Bullcamp	0	3
Bullcamp	1	51
Bulli Creek	1	5
Bullyard	0	9
Bullyard	1	166
Bulwer	1	46
Bunburra	1	87
Bundaberg Central	0	72
Bundaberg Central	1	154
Bundaberg East	0	126
Bundaberg East	1	2438
Bundaberg North	0	322
Bundaberg North	1	4648
Bundaberg South	0	315
Bundaberg South	1	2733
Bundaberg West	0	325
Bundaberg West	1	1909
Bundall	0	621
Bundall	1	3610
Bundamba	0	515
Bundamba	1	5404
Bundi	1	20
Bundoora (Qld)	1	13
Bungaban	1	49
Bungadoo	0	4
Bungadoo	1	288
Bungalow	0	463
Bungalow	1	1407
Bungeworgorai	1	75
Bungil (Qld)	1	27
Bungundarra	0	9
Bungundarra	1	488
Bungunya	1	67
Bunjurgen	0	3
Bunjurgen	1	107
Bunya	0	79
Bunya	1	1795
Bunya Creek	1	79
Bunya Mountains	1	106
Burbank	0	117
Burbank	1	882
Burdell	0	267
Burdell	1	5236
Burgowan	1	45
Burketown	0	9
Burketown	1	179
Burleigh	1	36
Burleigh Heads	0	642
Burleigh Heads	1	8551
Burleigh Waters	0	1166
Burleigh Waters	1	12521
Burncluith	0	7
Burncluith	1	119
Burnett Creek	1	9
Burnett Heads	0	84
Burnett Heads	1	2432
Burnside (Qld)	0	86
Burnside (Qld)	1	2253
Burpengary	0	657
Burpengary	1	12697
Burpengary East	0	240
Burpengary East	1	5907
Burra Burri	0	3
Burra Burri	1	30
Burrum Heads	0	29
Burrum Heads	1	1925
Burrum River	0	28
Burrum River	1	199
Burrum Town	0	3
Burrum Town	1	141
Burton (Qld)	1	18
Burua	0	25
Burua	1	708
Bushland Beach	0	179
Bushland Beach	1	5701
Bushley	1	30
Butchers Creek	0	3
Butchers Creek	1	105
Buxton (Qld)	0	13
Buxton (Qld)	1	369
Byee	1	32
Byfield	0	3
Byfield	1	268
Bymount	1	32
Byrnestown	1	27
Cabarlah	0	27
Cabarlah	1	994
Caboolture	0	2114
Caboolture	1	21894
Caboolture South	0	477
Caboolture South	1	4459
Caboonbah	0	3
Caboonbah	1	3
Cadarga	1	16
Caffey	1	59
Cainbable	0	7
Cainbable	1	62
Cairdbeign	1	83
Cairns City	0	554
Cairns City	1	1490
Cairns North	0	1321
Cairns North	1	2933
Calamvale	0	9801
Calamvale	1	6561
Calavos	0	49
Calavos	1	268
Calcium	1	17
Caldervale	1	11
Calen	0	6
Calen	1	346
Calgoa	1	9
Calico Creek	0	4
Calico Creek	1	138
Calingunee	1	26
Callandoon	1	34
Callemondah	1	19
Callide	0	4
Callide	1	62
Calliope (Qld)	0	109
Calliope (Qld)	1	4549
Caloundra	0	238
Caloundra	1	3252
Caloundra West	0	309
Caloundra West	1	5662
Calvert (Qld)	0	8
Calvert (Qld)	1	276
Camboon (Qld)	1	94
Cambooya	0	33
Cambooya	1	1415
Cambridge (Qld)	1	38
Cambroon	0	4
Cambroon	1	174
Cameby	1	51
Cameron Corner	1	5
Camira (Qld)	0	842
Camira (Qld)	1	6160
Camoola	1	26
Camooweal	0	9
Camooweal	1	167
Camp Creek (Qld)	0	8
Camp Creek (Qld)	1	152
Camp Hill	0	1114
Camp Hill	1	9547
Camp Mountain	0	73
Camp Mountain	1	1276
Campaspe	1	101
Campbell Creek	1	7
Campbells Pocket	1	65
Campwin Beach	0	5
Campwin Beach	1	471
Canaga	1	100
Canal Creek	1	8
Cania	1	21
Canina	0	4
Canina	1	339
Cannindah	1	32
Canning Creek	1	5
Canningvale	1	127
Cannon Creek (Scenic Rim - Qld)	1	67
Cannon Creek (Southern Downs - Qld)	0	4
Cannon Creek (Southern Downs - Qld)	1	39
Cannon Hill	0	752
Cannon Hill	1	4358
Cannon Valley	0	48
Cannon Valley	1	839
Cannonvale	0	409
Cannonvale	1	4584
Canoona	1	80
Canungra	0	62
Canungra	1	1081
Capalaba	0	1570
Capalaba	1	15202
Cape Cleveland	1	150
Cape Gloucester	0	3
Cape Gloucester	1	51
Cape Hillsborough	1	42
Cape Tribulation	0	16
Cape Tribulation	1	87
Capella	0	17
Capella	1	878
Captain Creek	0	13
Captain Creek	1	313
Captains Mountain	1	63
Caravonica	0	175
Caravonica	1	1713
Carbine Creek	1	18
Carbrook	0	61
Carbrook	1	1106
Cardstone	1	17
Cardwell	0	115
Cardwell	1	1070
Carina (Qld)	0	1630
Carina (Qld)	1	8874
Carina Heights	0	1313
Carina Heights	1	5111
Carindale	0	3986
Carindale	1	11238
Carmila	1	313
Carmoo	0	3
Carmoo	1	124
Carnarvon Park	1	3
Carneys Creek	1	48
Carole Park	1	3
Caroline Crossing	1	10
Carpendale	1	124
Carpentaria	1	14
Carrara	0	1323
Carrara	1	10031
Carrington (Qld)	0	7
Carrington (Qld)	1	175
Carruchan	0	12
Carruchan	1	219
Carseldine	0	2037
Carseldine	1	7020
Carstairs	0	8
Carstairs	1	116
Carters Ridge	0	9
Carters Ridge	1	425
Cashmere	0	236
Cashmere	1	4575
Cassowary	1	104
Castaways Beach	0	22
Castaways Beach	1	580
Castle Creek (Qld)	1	27
Castle Hill (Qld)	0	64
Castle Hill (Qld)	1	833
Cattle Creek (North Burnett - Qld)	1	17
Cattle Creek (Toowoomba - Qld)	1	18
Causeway Lake	1	95
Cawarral	0	10
Cawarral	1	772
Cawdor (Qld)	0	6
Cawdor (Qld)	1	340
Cecil Plains	0	8
Cecil Plains	1	377
Cedar Creek (Gold Coast - Qld)	0	21
Cedar Creek (Gold Coast - Qld)	1	698
Cedar Creek (Moreton Bay - Qld)	0	24
Cedar Creek (Moreton Bay - Qld)	1	679
Cedar Grove	0	55
Cedar Grove	1	1875
Cedar Pocket	0	13
Cedar Pocket	1	312
Cedar Vale	0	73
Cedar Vale	1	2562
Cedarton	0	10
Cedarton	1	103
Cement Mills	1	7
Centenary Heights	0	474
Centenary Heights	1	5327
Ceratodus	1	19
Chahpingah	1	20
Chambers Flat	0	254
Chambers Flat	1	1910
Chances Plain	1	132
Chandler (Qld)	0	201
Chandler (Qld)	1	1171
Chapel Hill (Qld)	0	1781
Chapel Hill (Qld)	1	7937
Charlestown (Qld)	1	56
Charleville	0	182
Charleville	1	2908
Charlton (Qld)	1	113
Charlwood	1	123
Charters Towers City	0	81
Charters Towers City	1	1797
Chatsworth (Qld)	0	27
Chatsworth (Qld)	1	974
Cheeseborough	1	3
Chelmer	0	286
Chelmer	1	2589
Chelmsford	1	111
Chelona	1	87
Cheltenham (Qld)	1	13
Cherbourg	0	49
Cherbourg	1	1171
Chermside	0	2438
Chermside	1	5983
Chermside West	0	1038
Chermside West	1	5156
Cherry Creek	1	45
Cherry Gully	1	9
Cherwell	1	8
Chevallum	0	18
Chevallum	1	396
Chewko	0	23
Chewko	1	144
Childers (Qld)	0	65
Childers (Qld)	1	1374
Chillagoe	0	3
Chillagoe	1	186
Chinchilla	0	263
Chinchilla	1	5576
Chinghee Creek	1	24
Chirnside	1	28
Chorregon	1	40
Christmas Creek	1	53
Churchable	0	30
Churchable	1	197
Churchill (Qld)	0	137
Churchill (Qld)	1	1603
Chuwar	0	91
Chuwar	1	2036
Cinnabar	1	61
Clagiraba	0	31
Clagiraba	1	549
Clairview	0	3
Clairview	1	132
Clara Creek	1	43
Claraville	1	7
Clare (Qld)	0	23
Clare (Qld)	1	162
Clarendon (Qld)	0	11
Clarendon (Qld)	1	210
Clarke Creek	1	27
Clayfield	0	1769
Clayfield	1	8148
Clear Island Waters	0	840
Clear Island Waters	1	3062
Clear Mountain	0	40
Clear Mountain	1	673
Clermont	0	96
Clermont	1	2575
Cleveland (Qld)	0	1177
Cleveland (Qld)	1	12765
Clifford	1	20
Clifton (Qld)	0	75
Clifton (Qld)	1	1268
Clifton Beach (Qld)	0	297
Clifton Beach (Qld)	1	2620
Clinton (Qld)	0	478
Clinton (Qld)	1	5115
Clintonvale	0	3
Clintonvale	1	70
Cloncurry	0	106
Cloncurry	1	2196
Clontarf (Moreton Bay - Qld)	0	473
Clontarf (Moreton Bay - Qld)	1	7299
Clontarf (Toowoomba - Qld)	1	23
Closeburn	0	24
Closeburn	1	508
Cloyna	1	127
Cluden	0	20
Cluden	1	378
Clumber	1	59
Coal Creek	1	49
Coalbank	1	30
Coalfalls	0	43
Coalfalls	1	853
Coalstoun Lakes	1	110
Cobbs Hill	1	22
Cobraball	1	65
Cockatoo (Qld)	1	31
Coconuts	0	15
Coconuts	1	194
Coen	0	37
Coen	1	270
Coes Creek	0	58
Coes Creek	1	1266
Coles Creek	1	38
Colevale	1	17
Coleyville	1	160
Colinton (Qld)	1	70
Collaroy (Qld)	1	9
College View	1	65
Collingwood Park (Qld)	0	1243
Collingwood Park (Qld)	1	5506
Collinsville (Qld)	0	47
Collinsville (Qld)	1	1033
Colosseum	0	3
Colosseum	1	202
Columbia	1	97
Columboola	1	57
Comet	0	21
Comet	1	388
Commissioners Flat	1	24
Como (Qld)	1	41
Comoon Loop	0	8
Comoon Loop	1	37
Cona Creek	1	76
Condamine	0	20
Condamine	1	310
Condamine Farms	0	3
Condamine Farms	1	20
Condamine Plains	0	6
Condamine Plains	1	98
Condon	0	316
Condon	1	5159
Conondale	0	38
Conondale	1	741
Consuelo	1	27
Conway	1	184
Conway Beach	1	73
Coochiemudlo Island	0	36
Coochiemudlo Island	1	678
Coochin	1	90
Coochin Creek	0	13
Coochin Creek	1	57
Cooee Bay	0	28
Cooee Bay	1	824
Cooeeimbardi	1	7
Cooktown	0	158
Cooktown	1	2059
Coolabine	1	52
Coolabunia	1	153
Cooladdi	1	16
Coolana	0	8
Coolana	1	153
Coolangatta (Qld)	0	503
Coolangatta (Qld)	1	4771
Coolbie	0	3
Coolbie	1	104
Coolmunda	0	6
Coolmunda	1	124
Cooloola Cove	0	73
Cooloola Cove	1	2396
Cooloolabin	0	5
Cooloolabin	1	234
Coolum Beach	0	381
Coolum Beach	1	7517
Coombabah	0	1064
Coombabah	1	8574
Coomera	0	1232
Coomera	1	11157
Coominglah	1	15
Coominya	0	38
Coominya	1	1047
Coomoo	1	23
Coomrith	1	40
Coonambula	0	7
Coonambula	1	52
Coonarr	0	3
Coonarr	1	242
Coondoo	0	7
Coondoo	1	56
Coongoola	1	10
Coopers Plains	0	2375
Coopers Plains	1	2732
Coorada	1	6
Cooran	0	61
Cooran	1	1439
Cooranga	0	3
Cooranga	1	113
Cooroibah	0	89
Cooroibah	1	1835
Cooroo Lands	1	3
Coorooman	1	75
Cooroy	0	109
Cooroy	1	3452
Cooroy Mountain	1	131
Coorparoo	0	2699
Coorparoo	1	12637
Coorumba	0	5
Coorumba	1	109
Coorumbene	1	11
Cootharaba	0	30
Cootharaba	1	713
Coowonga	0	9
Coowonga	1	217
Cooya Beach	0	39
Cooya Beach	1	441
Cooyar	0	3
Cooyar	1	216
Coppabella (Qld)	0	15
Coppabella (Qld)	1	225
Coquette Point	0	4
Coquette Point	1	60
Coral Cove	0	73
Coral Cove	1	1155
Coral Sea	0	11
Coral Sea	1	68
Coralie	1	6
Cordalba	0	6
Cordalba	1	413
Cordelia	0	4
Cordelia	1	173
Corella	1	75
Corfield	1	159
Corinda	0	579
Corinda	1	4206
Coringa	0	13
Coringa	1	50
Corndale (Qld)	1	39
Cornish Creek	1	16
Cornubia	0	602
Cornubia	1	6386
Cornwall (Qld)	1	16
Cosgrove (Qld)	0	16
Cosgrove (Qld)	1	246
Cotswold Hills	0	24
Cotswold Hills	1	1208
Cottonvale (Qld)	0	16
Cottonvale (Qld)	1	123
Coulson	0	3
Coulson	1	181
Coverty	0	3
Coverty	1	146
Cow Bay	0	8
Cow Bay	1	151
Cowan Cowan	1	21
Cowley	0	8
Cowley	1	79
Cowley Beach	1	58
Cowley Creek	1	13
Cracow	1	80
Craiglie	0	83
Craiglie	1	682
Craignish	0	51
Craignish	1	1670
Cranbrook (Qld)	0	733
Cranbrook (Qld)	1	4781
Cranley	0	51
Cranley	1	1273
Crawford	0	4
Crawford	1	129
Crediton	1	76
Cremorne (Qld)	1	28
Cressbrook	1	108
Cressbrook Creek	1	14
Crestmead	0	2169
Crestmead	1	8973
Crimea	1	14
Crinum	1	55
Croftby	0	7
Croftby	1	119
Crohamhurst	0	3
Crohamhurst	1	205
Cromarty	1	17
Crossdale	1	59
Crossroads	0	7
Crossroads	1	96
Crowley Vale	1	78
Crownthorpe	1	40
Crows Nest (Qld)	0	40
Crows Nest (Qld)	1	2004
Croydon (Qld)	0	4
Croydon (Qld)	1	191
Cryna	1	113
Crystal Brook (Qld)	0	3
Crystal Brook (Qld)	1	176
Crystal Creek (Qld)	1	7
Crystalbrook	0	3
Crystalbrook	1	5
Cullinane	0	89
Cullinane	1	391
Cungulla	0	4
Cungulla	1	275
Cunnamulla	0	15
Cunnamulla	1	1038
Cunningham (Qld)	1	60
Curra	0	41
Curra	1	1650
Currajah	1	52
Currajong	0	172
Currajong	1	2249
Curramore (Qld)	0	8
Curramore (Qld)	1	176
Currimundi	0	230
Currimundi	1	6314
Currumbin	0	145
Currumbin	1	2565
Currumbin Valley	0	93
Currumbin Valley	1	1640
Currumbin Waters	0	398
Currumbin Waters	1	8360
Curtis Island	0	98
Curtis Island	1	198
Cushnie	1	119
Cutella	1	25
Cuttaburra	1	10
Cynthia	1	28
Cypress Gardens	0	3
Cypress Gardens	1	72
D'Aguilar	0	27
D'Aguilar	1	1078
Dagun	1	139
Daintree	0	5
Daintree	1	116
Daisy Hill (Qld)	0	1138
Daisy Hill (Qld)	1	5260
Dajarra	0	5
Dajarra	1	166
Dakabin	0	340
Dakabin	1	2940
Dakenba	0	5
Dakenba	1	106
Dalbeg	0	29
Dalbeg	1	41
Dalby	0	615
Dalby	1	11240
Dalcouth	0	7
Dalcouth	1	153
Dalga	1	3
Dallarnil	0	3
Dallarnil	1	212
Dalma	1	59
Dalrymple Creek	1	91
Dalrymple Heights	1	40
Dalveen	0	17
Dalveen	1	299
Dalwogon	1	33
Dalysford	1	101
Damascus	0	3
Damascus	1	85
Damper Creek	1	47
Danbulla	0	5
Danbulla	1	40
Danderoo	1	31
Dangore	1	29
Daradgee	0	11
Daradgee	1	42
Dargal Road	1	140
Darling Heights	0	1499
Darling Heights	1	3408
Darlington (Qld)	1	82
Darr Creek	1	16
Darra	0	1859
Darra	1	2024
Darts Creek	1	148
Dauan Island	0	151
Dauan Island	1	12
Daveson	0	3
Daveson	1	9
Dayboro	0	61
Dayboro	1	1945
Daymar	1	38
Deagon	0	254
Deagon	1	3186
Deception Bay	0	1505
Deception Bay	1	16726
Deebing Heights	0	65
Deebing Heights	1	1834
Deep Creek (Qld)	1	16
Deepwater (Qld)	0	6
Deepwater (Qld)	1	174
Deeragun	0	146
Deeragun	1	3732
Deeral	0	3
Deeral	1	129
Degarra	0	8
Degarra	1	58
Degilbo	0	3
Degilbo	1	166
Delan	0	15
Delan	1	256
Delaneys Creek	0	32
Delaneys Creek	1	937
Depot Hill	0	22
Depot Hill	1	914
Derri Derra	1	122
Derrymore	1	74
Deuchar	0	5
Deuchar	1	251
Devereux Creek	0	5
Devereux Creek	1	353
Devon Park (Qld)	1	36
Diamantina Lakes	1	22
Diamond Valley	0	10
Diamond Valley	1	430
Diamondvale	1	43
Diamondy	1	48
Dicky Beach	0	54
Dicky Beach	1	1744
Didcot	1	53
Diddillibah	0	69
Diddillibah	1	1201
Diglum	1	36
Dimbulah	0	152
Dimbulah	1	818
Dingo	1	265
Dingo Beach	0	3
Dingo Beach	1	141
Dingo Pocket	1	82
Dinmore	0	86
Dinmore	1	697
Dirnbir	1	49
Dirranbandi	0	20
Dirranbandi	1	542
Dittmer	1	65
Diwan	0	9
Diwan	1	127
Dixalea	1	92
Dixie (Qld)	1	16
Djarawong	0	8
Djarawong	1	79
Djuan	1	88
Doctor Creek	1	34
Dolphin Heads	0	25
Dolphin Heads	1	342
Donnybrook (Qld)	0	18
Donnybrook (Qld)	1	559
Doolandella	0	2285
Doolandella	1	2136
Doolbi	1	104
Doomadgee	0	76
Doomadgee	1	1295
Doonan	0	137
Doonan	1	3150
Doongul	1	25
Dotswood	0	3
Dotswood	1	84
Doughboy	0	3
Doughboy	1	12
Douglas (Toowoomba - Qld)	1	103
Douglas (Townsville - Qld)	0	1361
Douglas (Townsville - Qld)	1	5925
Downsfield	1	82
Dows Creek	1	118
Draper	0	31
Draper	1	604
Drayton	0	157
Drayton	1	1405
Drewvale	0	1838
Drewvale	1	2506
Drillham	1	116
Drillham South	1	56
Drinan	0	3
Drinan	1	150
Dromedary (Qld)	1	4
Drummondslope	1	43
Duaringa	0	8
Duaringa	1	247
Duchess	0	3
Duchess	1	17
Duckinwilla	1	12
Ducklo	1	292
Dugandan	0	17
Dugandan	1	557
Duingal	1	48
Dulacca	0	3
Dulacca	1	171
Dulong	0	16
Dulong	1	502
Dululu	1	107
Dumbleton	1	217
Dumgree	1	52
Dumpy Creek	1	6
Dundarrah	1	3
Dundas (Qld)	1	71
Dundathu	0	8
Dundathu	1	223
Dundowran	0	50
Dundowran	1	809
Dundowran Beach	0	90
Dundowran Beach	1	1897
Dunk	1	13
Dunkeld (Qld)	1	38
Dunmora	1	205
Dunmore (Qld)	1	26
Dunnrock	1	60
Dunrobin (Qld)	1	14
Dunwich	0	18
Dunwich	1	774
Durack (Qld)	0	3425
Durack (Qld)	1	3512
Durah	1	6
Durham	0	3
Durham	1	22
Durham Downs	1	37
Durong	1	204
Dutton Park	0	636
Dutton Park	1	1250
Dutton River	1	30
Dykehead	1	8
Dynevor	1	21
Dysart (Qld)	0	119
Dysart (Qld)	1	2237
Eagleby	0	1529
Eagleby	1	10831
Earlville	0	531
Earlville	1	3127
East Barron	0	27
East Barron	1	201
East Brisbane	0	1115
East Brisbane	1	4380
East Cooyar	1	25
East Deep Creek	0	25
East Deep Creek	1	573
East End	1	61
East Feluga	0	7
East Feluga	1	233
East Greenmount	0	3
East Greenmount	1	335
East Haldon	1	24
East Innisfail	0	197
East Innisfail	1	1489
East Ipswich	0	147
East Ipswich	1	2112
East Mackay	0	230
East Mackay	1	3056
East Nanango	0	3
East Nanango	1	223
East Palmerston	0	15
East Palmerston	1	152
East Russell	0	5
East Russell	1	53
East Toowoomba	0	295
East Toowoomba	1	4543
East Trinity	0	14
East Trinity	1	170
Eastern Heights	0	129
Eastern Heights	1	3347
Eaton (Qld)	1	39
Eatons Hill	0	451
Eatons Hill	1	7297
Ebbw Vale	0	48
Ebbw Vale	1	445
Ebenezer (Qld)	0	3
Ebenezer (Qld)	1	282
Edens Landing	0	569
Edens Landing	1	4270
Edge Hill	0	481
Edge Hill	1	3182
Edmonton	0	1051
Edmonton	1	8961
Eerwah Vale	0	18
Eerwah Vale	1	536
Egypt	1	3
Eidsvold	0	9
Eidsvold	1	480
Eidsvold East	1	14
Eidsvold West	1	61
Eight Mile Plains	0	8230
Eight Mile Plains	1	6532
Eimeo	0	138
Eimeo	1	2921
Einasleigh	1	87
El Arish	0	11
El Arish	1	312
Elaman Creek	1	54
Elanora	0	660
Elanora	1	10882
Elbow Valley	0	6
Elbow Valley	1	83
Electra	1	103
Elgin (Qld)	1	29
Elgin Vale	1	11
Eli Waters	0	160
Eli Waters	1	2966
Elimbah	0	156
Elimbah	1	3567
Ellangowan (Qld)	0	6
Ellangowan (Qld)	1	105
Ellen Grove	0	1044
Ellen Grove	1	1618
Ellerbeck	0	3
