SSC_NAME16	labourForceParticipation
Durras North	24
Durren Durren	76.4
Dyers Crossing	56.9
Dyraaba	53.2
Dyrring	75.4
Eagle Vale	65.4
Eagleton	62
Earlwood	58.4
East Albury	62.8
East Ballina	57.5
East Branxton	67.7
East Coraki	69.9
East Corrimal	60.9
East Gosford	52.8
East Gresford	62.5
East Hills	60.6
East Jindabyne	73
East Kangaloon	63
East Kempsey	50.4
East Killara	56.5
East Kurrajong	67.6
East Lindfield	59.8
East Lismore	52.3
East Lynne	61.3
East Maitland	56.6
East Ryde	66.9
East Seaham	67.8
East Tamworth	60.9
East Wagga Wagga	58
East Wardell	56.3
Eastern Creek	62.8
Eastgardens	55.2
Eastlakes	54.7
Eastwood (NSW)	58.6
Eatonsville	49.1
Ebenezer (NSW)	68.3
Ebor	58.9
Eccleston	45.7
Eden	45.8
Eden Creek	56.3
Edensor Park	56.6
Edenville	51.6
Edgecliff	61.1
Edgeroi	71.1
Edgeworth	56.6
Edith (NSW)	61.9
Edmondson Park	67.2
Eenaweena	54.5
Eglinton (NSW)	66.8
Elands	32.7
Elanora Heights	68.9
Elcombe	62.5
Elderslie (Camden - NSW)	71.3
Elderslie (Singleton - NSW)	66.3
Eleebana	62.6
Elermore Vale	57.2
Elizabeth Bay	69.1
Elizabeth Beach	58.7
Elizabeth Hills	67.4
Ellalong	57.4
Elland	56.9
Ellangowan (NSW)	43.8
Ellenborough	41.9
Ellerslie (Snowy Valleys - NSW)	79.3
Ellerslie (Wentworth - NSW)	73.8
Ellerston	52.2
Ellis Lane	67.5
Elong Elong	50.5
Elrington	65.3
Elsmore	22
Eltham (NSW)	67
Elvina Bay	63.4
Emerald Beach	63
Emerald Hill	61.5
Emerton	48.8
Emmaville	43.4
Empire Bay	59.4
Empire Vale	51.6
Emu Heights (NSW)	72.9
Emu Plains	59.7
Emu Swamp	65.9
Enfield (NSW)	62.5
Engadine	67.4
Englorie Park	66.9
Enmore (Armidale Regional - NSW)	62.7
Enmore (Inner West - NSW)	71.8
Enngonia	33.6
Epping (NSW)	62.1
Eraring	47
Eremerang	76.5
Erigolia	78.1
Erin Vale	78.9
Erina	38.7
Erina Heights	65.9
Ermington	59.9
Erowal Bay	53.1
Errowanbang	76.7
Erskine Park	74.2
Erskineville	78.7
Erudgere	62.4
Eschol Park	71.3
Essington	63.3
Estella	64.8
Ettalong Beach	44
Ettamogah	82.9
Ettrick (NSW)	52
Euabalong	59.1
Euabalong West	30.2
Euberta	64.9
Euchareena	49.7
Eucumbene	25
Eugowra	53.8
Eulah Creek	63.8
Eumungerie	55.7
Eunanoreenya	72.3
Eungai Creek	56.3
Eungai Rail	42.6
Eungella (NSW)	49.4
Eureka (NSW)	60.2
Eurimbla	71.4
Eurobodalla	51.4
Euroka	53.9
Euroley	66.7
Eurongilly	85.3
Eurunderee	77.5
Euston	57.5
Evans Head	46.1
Evans Plains	70.9
Eveleigh	65.1
Eviron	57.5
Ewingar	38.5
Ewingsdale	57.3
Exeter (NSW)	55.8
Failford	37.4
Fairfield (NSW)	42.1
Fairfield East	43.4
Fairfield Heights	41.9
Fairfield West	50
Fairholme	93.3
Fairlight	70.9
Fairy Hill	55
Fairy Meadow	54.1
Falbrook	33.3
Falconer	72.2
Falls Creek (NSW)	54.1
Far Meadow	51.5
Fargunyah	84.6
Farley	59.6
Farmborough Heights	63.9
Farnham	53.6
Farrants Hill	55.1
Farringdon	83.3
Fassifern (NSW)	57.4
Faulconbridge	66.1
Faulkland	64.2
Fawcetts Plain	62.7
Federal (NSW)	56.5
Fennell Bay	52.7
Fern Bay	42.7
Fern Gully	38.3
Fernances	30.8
Fernances Crossing	63.6
Fernbank Creek	60
Fernbrook	59.6
Fernhill	42.9
Fernleigh	58
Fernmount	55.8
Fernside	76.3
Fernvale (NSW)	55.7
Ferodale	62.2
Fiddletown	72.8
Fifield	55.4
Figtree	59.4
Findon Creek	43.5
Fine Flower	86.4
Fingal Bay	34.6
Fingal Head	51.2
Finley	51.1
Firefly	47.7
Fishermans Bay	49.1
Fishermans Paradise	33.5
Fishermans Reach	42
Fishers Hill	45.2
Fishing Point	50.9
Fitzgeralds Mount	48.8
Fitzgeralds Valley	66.7
Fitzroy Falls	58
Five Dock	64.8
Five Ways	45.8
Flat Tops	73.1
Fletcher (NSW)	75.2
Flinders (NSW)	67.9
Floraville	66
Forbes (NSW)	52.7
Forbes Creek	64
Forbes River	69.2
Forbesdale	57.8
Fords Bridge	52.5
Fordwich	54.4
Forest Glen (NSW)	74.1
Forest Grove (NSW)	54.4
Forest Hill (NSW)	72.5
Forest Lodge	69.2
Forest Reefs	67.7
Forestville (NSW)	61.4
Forresters Beach	60.3
Forster (NSW)	40.2
Fortis Creek	40.7
Fosters Valley	58.9
Fosterton	52.5
Fountaindale	63.2
Four Mile Creek (NSW)	83.3
Fowlers Gap	64.5
Foxground	56.1
Frazers Creek	54.6
Frederickton	46.6
Freemans Reach	68.5
Freemans Waterhole	56
Freemantle	93.3
French Park	81.3
Frenchs Forest	68
Freshwater (NSW)	72.9
Frog Rock	54
Frogmore	52.8
Frogs Hollow	51.1
Frying Pan	75
Fullerton	76.3
Fullerton Cove	33.7
Furracabad	64.3
Gadara	90
Gala Vale	100
Galambine	75.6
Galong	55.9
Galore	62.5
Galston	61.3
Ganbenang	66.7
Gangat	87.5
Ganmain	48.8
Garah	68.7
Garden Suburb	60.8
Garema	72.2
Garland	75.5
Garland Valley	72.7
Garoo	76.3
Garra	62.7
Garthowen	70.3
Gateshead	49.3
Gelston Park	68.3
Gemalla	100
Geneva	44.3
Georges Creek (NSW)	77.8
Georges Hall	53.3
Georges Plains	52.2
Georgetown (NSW)	64.2
Georgica	55.6
Gerogery	68.7
Gerringong	55.2
Gerroa	50.8
Geurie	62.6
Ghinni Ghi	69.4
Ghinni Ghinni	48.9
Ghoolendaadi	62.2
Giants Creek	61.1
Gibberagee	50
Gidginbung	58.3
Gidley	77
Gilead	13.2
Gilgai	51.6
Gilgandra	49.5
Gilgooma	76.7
Gillenbah	49.6
Gilletts Ridge	80.8
Gillieston Heights	69.8
Gilmandyke	70
Gilmore (NSW)	71.6
Gin Gin (NSW)	68.5
Gineroi	67.3
Ginghi	58.3
Gingkin	64.9
Girards Hill	52.7
Girilambone	63.7
Girral	69.6
Girralong	38.6
Girraween (NSW)	60.5
Girvan	52.2
Gladesville	65.9
Gladstone (NSW)	49.2
Glanmire (NSW)	66.7
Glebe (NSW)	60
Gledswood Hills	34.8
Glen Alice	32.6
Glen Allen	80
Glen Alpine	70.4
Glen Davis	35.2
Glen Elgin	8.7
Glen Fergus	100
Glen Innes	47.7
Glen Martin	56.3
Glen Oak	62.2
Glen Ward	100
Glen William	71.4
Glenbawn	76.8
Glenbrook	65.2
Glencoe (NSW)	51.9
Glendale (NSW)	56.6
Glendenning	70.5
Glendon	57.9
Glendon Brook	72
Glenelg (NSW)	79.2
Glenellen	86.4
Glenfield (NSW)	63
Glenfield Park	66.9
Glengarrie	37.4
Glenhaven	61.4
Gleniffer	53.9
Glenmore (NSW)	73.1
Glenmore Park	75.7
Glennies Creek	66.7
Glenning Valley	68.2
Glenorie	63.8
Glenquarry	66.5
Glenreagh	48.8
Glenridding	52.8
Glenrock (NSW)	90
Glenroy (Albury - NSW)	62.4
Glenroy (Snowy Valleys - NSW)	73.2
Glenthorne	44.4
Glenugie	56.3
Glenwood (NSW)	72.1
Glenworth Valley	42.9
Glossodia	73.2
Gloucester	44.5
Gobarralong	75.6
Gobbagombalin	77.7
Gocup	66.7
Godfreys Creek	59.7
Gogeldrie	78.9
Gol Gol	66.1
Gollan	59.4
Golspie	84
Gongolgon	62.9
Gonn	65.8
Goobarragandra	53.6
Good Forest	37.9
Good Hope	74
Goodnight	56.5
Goodooga	51.1
Goodwood Island	30.2
Googong	75
Goolgowi	65.7
Goolhi	75.4
Goolma	56
Goolmangar	66.2
Gooloogong	51.3
Goombargana	76.3
Goonellabah	55
Goonengerry	55.4
Goonoo Forest	30
Goonoo Goonoo	54.7
Goonumbla	81.7
Goorangoola	65.4
Goorianawa	75
Gordon (NSW)	60.2
Gorge Creek	45.5
Gormans Hill	43.3
Gorokan	49.2
Gosford	62.1
Gosforth	55.4
Gostwyck	81.8
Goulburn	55.4
Gouldsville	42.9
Gowan	72.4
Gowang	94.4
Gowrie (Singleton - NSW)	66.8
Gowrie (Tamworth Regional - NSW)	73.9
Grabben Gullen	51.4
Gradys Creek	57.5
Grafton	48.8
Grahamstown	63.5
Graman	40.7
Granville (NSW)	58.6
Grasmere	44.4
Grassy Head	52
Grattai	57.2
Gravesend	65.6
Grays Point	70.5
Great Mackerel Beach	50
Great Marlow	62.5
Green Creek	76.9
Green Forest	100
Green Gully (NSW)	54.8
Green Hills (Armidale Regional - NSW)	55
Green Pigeon	51.4
Green Point (Central Coast - NSW)	57.1
Green Point (Mid-Coast - NSW)	50
Green Valley (NSW)	57.8
Greenacre	48.9
Greendale (Bega Valley - NSW)	70
Greendale (Liverpool - NSW)	59.2
Greenethorpe	42.6
Greenfield Park	51.4
Greengrove	35.3
Greenhill (NSW)	35.8
Greenhills Beach	77.4
Greenlands (Singleton - NSW)	56.1
Greenlands (Snowy Monaro Regional - NSW)	58.3
Greenleigh	67.1
Greenridge	63.5
Greenwell Point	42.9
Greenwich	65.7
Greenwich Park	47.3
Greg Greg	80.6
Gregadoo	72.2
Gregory Hills	74.7
Greigs Flat	54.7
Grenfell	47.2
Gresford	51.7
Greta (NSW)	62.3
Greta Main	58.6
Grevillia	42.3
Greystanes	59.1
Griffith (NSW)	58.8
Grogan	78.7
Grong Grong	64.5
Grose Vale	66.1
Grose Wold	63.3
Grosses Plain	69.6
Guerilla Bay	20.5
Guildford (NSW)	48.9
Guildford West	55.6
Gulargambone	40.5
Gulf Creek	54.5
Gulgong	52.4
Gulmarrad	48.8
Gum Flat	64.7
Gum Scrub	55.1
Gumbalie	88.9
Gumble	59.6
Gumly Gumly	57.9
Gumma	46
Gunbar	80
Gundagai	52.7
Gundamulda	58.3
Gundaroo	71.4
Gundary	56.6
Gunderbooka	53.8
Gunderman	40.9
Gundy	62.2
Gungal	53.2
Gungalman	100
Gunnedah	57.8
Gunning	60.6
Gunning Gap	82.1
Gunningbland	67.2
Gurley	71.9
Gurranang	25
Gurrundah	63.3
Guyong	61.5
Guyra	52.8
Gwabegar	39.8
Gwandalan	55.4
Gwynneville	51.7
Gymea	66.5
Gymea Bay	68.3
Haberfield	60.4
Hacks Ferry	57.1
Halekulani	47.2
Halfway Creek	46.8
Hallidays Point	54.3
Halloran	41
Halls Creek (NSW)	60.4
Hallsville	64.1
Halton	47.4
Hambledon Hill	63.6
Hamilton (NSW)	64.1
Hamilton East	62.7
Hamilton North	69
Hamilton South	52.5
Hamilton Valley	70.6
Hamlyn Terrace	58.7
Hammondville	55.6
Hampden Hall	65.4
Hampton (NSW)	48
Hanging Rock	38.7
Hannam Vale	47.8
Hanwood	66.7
Harden	44.1
Hardys Bay	49.8
Harefield	79.6
Hargraves	42.1
Harolds Cross	56.5
Harparary	60
Harpers Hill	27.7
Harrington	31.3
Harrington Park	73.6
Harris Park	62.8
Hartley (NSW)	64.6
Hartley Vale	65
Hartwood	31.3
Hartys Plains	65.4
Harwood	53.4
Hassall Grove	67.3
Hastings Point	28.2
Hat Head	42.3
Hatfield	44.4
Havilah (NSW)	86.4
Hawkesbury Heights	69.1
Hawks Nest	37.2
Hay (NSW)	53.7
Hay South	63.7
Hayes Gap	40
Haymarket	57.2
Haystack	66.7
Hayters Hill	59.1
Haywards Bay	70.4
Hazelbrook	63.2
Hazelgrove	42.5
Heathcote (NSW)	63.3
Heatherbrae	43.4
Hebden	71
Hebersham	53
Heckenberg	42.8
Heddon Greta	68.6
Heifer Station	100
Helensburgh	70.8
Henley	61.6
Henty (NSW)	46.5
Hereford Hall	77.8
Hermidale	59.4
Hermitage Flat	44.4
Hernani	70.4
Herons Creek	59.9
Hexham (NSW)	42
Hickeys Creek	41
High Range	63.9
Higher Macdonald	87.5
Highfields (NSW)	64.8
Hill End (NSW)	42.3
Hill Top (Snowy Monaro Regional - NSW)	70.8
Hill Top (Wingecarribee - NSW)	66.8
Hilldale	59.2
Hillgrove (Armidale Regional - NSW)	63.4
Hillgrove (Wagga Wagga - NSW)	84
Hillsborough (Lake Macquarie - NSW)	60.3
Hillsborough (Maitland - NSW)	80.6
Hillsdale	62.2
Hillston	61.5
Hillville	52.6
Hillvue	64.2
Hinchinbrook (NSW)	62.3
Hinton	62.3
Hobartville (NSW)	64.3
Hobbys Yards	68.3
Hogarth Range	66.7
Holbrook	50.4
Holgate	64.6
Hollisdale	71.7
Hollydeen	56.6
Holmesville	59
Holroyd	67.6
Holsworthy	74.3
Holts Flat	100
Home Rule	46.5
Homebush (NSW)	65.4
Homebush West	63.4
Homeleigh	51.7
Honeybugle	33.3
Hopefield	55.7
Hopkins Creek	51.8
Horningsea Park	68.7
Hornsby	66.1
Hornsby Heights	70
Horse Station Creek	45.7
Horseshoe Bend	52.5
Horseshoe Creek	73.2
Horsfield Bay	62.2
Horsley	68.2
Horsley Park	56.2
Hoskinstown	67.3
Hovells Creek	62.9
Howards Grass	60
Howell	64
Howes Valley	20.6
Howlong	49.5
Hoxton Park	61.9
Humula	51.8
Hungerford (NSW)	30
Hunters Hill	55.4
Hunterview	73.5
Huntingdon	65.4
Huntley (Orange - NSW)	73.8
Huntley (Wollongong - NSW)	51.2
Huntleys Cove	60.8
Huntleys Point	55.9
Huonbrook	40
Hurlstone Park	62.8
Hurstville	58.5
Hurstville Grove	62.5
Huskisson	45
Hyams Beach	35.5
Hyland Park	54.5
Hyndmans Creek	64.6
Ilarwill	44.7
Ilford	48
Illabo	59
Illaroo	87
Illawong	68.4
Iluka (NSW)	27.4
Indi	82.1
Ingebirah	53.8
Ingleburn	61.3
Ingleside	62.9
Innes View	53.6
Inverell	52.8
Invergordon (NSW)	41.4
Invergowrie	62
Iron Pot Creek	65.2
Ironbark (NSW)	80
Irvington	71.4
Irymple (NSW)	42.9
Isabella	38.7
Islington	68.6
Ivanhoe (NSW)	52
Jackadgery	54.8
Jacks Creek	67.9
Jacksons Flat	44.4
Jacky Bulbin Flat	17.6
Jamberoo	56.9
James Creek	56.4
Jamisontown	63.1
Jannali	64.3
Jaspers Brush	54.3
Jeir	70.9
Jellat Jellat	60.3
Jemalong	49.2
Jembaicumbene	62.1
Jennings	28.2
Jenolan	42.1
Jeogla	65.6
Jerangle	69.9
Jeremadra	59.4
Jerilderie	52.9
Jerrabattgulla	100
Jerrabomberra	78.2
Jerrara	57.3
Jerrawa	49.2
Jerrawangala	65.3
Jerrong	40
Jerrys Plains	67.2
Jerseyville	47.5
Jesmond	46.3
Jewells	59.6
Jiggi	57.1
Jilliby	65.4
Jimenbuen	60
Jincumbilly	100
Jindabyne	74.9
Jinden	41.2
Jindera	65.9
Jingellic	58.9
Jingera	42.9
Joadja	70.5
Joes Box	30.8
Johns River	47.1
Jones Bridge	76.5
Jones Creek	69.4
Jones Island	49.1
Jordan Springs	77.7
Judds Creek	70.6
Jugiong	59.9
Junction Hill	49.9
Junee	42
Junee Reefs	71.2
Kahibah	63.3
Kains Flat	40.1
Kalang	46.7
Kalaru	56.9
Kalkite	63.7
Kamarah	60.8
Kameruka	61.1
Kanahooka	50.6
Kandos	33
Kangaloon	58.3
Kangaroo Creek	61.6
Kangaroo Point (NSW)	64.3
Kangaroo Valley	54.6
Kangaroobie	90.9
Kangiara	77.1
Kangy Angy	54.2
Kanimbla (NSW)	51.4
Kanoona	64
Kanwal	47.5
Kapooka	78.4
Karaak Flat	43.6
Karabar	66.3
Karangi	58.1
Kareela	63.8
Kariong	67.7
Kars Springs	67.9
Karuah	41.2
Katoomba	55
Kayuga	55.6
Kearns	73.9
Kearsley	58.9
Keepit	114.3
Keera	62.2
Keerrong	53.3
Keinbah	63
Keiraville	54.3
Keith Hall	52.1
Kellys Plains	70.5
Kellyville	72.2
Kellyville Ridge	76.2
Kelso (NSW)	60.8
Kelvin	66.7
Kembla Grange	57.6
Kembla Heights	61.1
Kemps Creek	55.5
Kempsey	41.7
Kendall	49.8
Kenebri	44.4
Kennaicle Creek	60
Kensington (NSW)	54.5
Kenthurst	66.4
Kentlyn	60.2
Kentucky	66.9
Kentucky South	65
Kerewong	40
Keri Keri	70
Kerrabee	40
Kerrigundi	109.1
Kerrs Creek	58.3
Kew (NSW)	40
Keybarbin	100
Khancoban	39.9
Kia Ora (NSW)	65.2
Kiacatoo	79.2
Kiah	48.8
Kiama	51.4
Kiama Downs	61.9
Kiama Heights	55.3
Kianga (NSW)	35.4
Kiar	48.4
Kickabil	88.6
Kielvale	66.4
Kikiamah	64.4
Kikoira	70.4
Kilaben Bay	60.4
Kilgin	51.4
Kilgra	47.6
Killabakh	51.6
Killara (NSW)	59.9
Killarney Heights	63.5
Killarney Vale	56.2
Killawarra (NSW)	48.6
Killcare	58.4
Killcare Heights	57.4
Killimicat	95.7
Killingworth (NSW)	70.6
Killongbutta	78.6
Kimbriki	54.8
Kinchela	51.9
Kincumber	51.3
Kincumber South	28.5
Kindee	55.7
Kindervale	91.7
King Creek	60
Kingfisher Shores	61.5
Kings Forest	71.4
Kings Langley	67.7
Kings Park (NSW)	71.1
Kings Plains (Blayney - NSW)	71.3
Kings Plains (Inverell - NSW)	75
Kings Point	57.2
Kingscliff	53.5
Kingsdale	67.4
Kingsford (NSW)	51.4
Kingsgate	60
Kingsgrove	57.6
Kingsland	76.7
Kingstown	60
Kingsvale	53.1
Kingswood (Bega Valley - NSW)	200
Kingswood (Penrith - NSW)	58.7
Kingswood (Tamworth Regional - NSW)	63.4
Kioloa	38.4
Kiora	55.1
Kippaxs	19
Kippenduff	18.2
Kirkconnell	5.1
Kirkham	72.7
Kirrawee	62.6
Kirribilli	65.5
Kitchener	50.8
Klori	65.8
Knights Hill	55
Knockrow	56.7
Knorrit Flat	70.8
Kogarah	66.3
Kogarah Bay	60.5
Kooba	50
Kookabookra	33.3
Koolewong	61.1
Koolkhan	38.2
Koonawarra	52.7
Koonorigan	61
Koonyum Range	33.3
Koorainghat	52
Koorawatha	42.8
Kooringal (NSW)	61.2
Kootingal	61.8
Koraleigh	57.6
Koreelah	54.4
Korora	59.1
Kosciuszko National Park	63.2
Kotara	63.9
Kotara South	61.3
Krambach	47.5
Krawarree	53.5
Kremnos	46.5
Ku-Ring-Gai Chase	71.4
Kulnura	62.4
Kulwin (NSW)	100
Kunama	49.2
Kundabung	51.2
Kundibakh	51.5
Kundle Kundle	62.3
Kungala	49.6
Kunghur	55.8
Kunghur Creek	42.9
Kurmond	62.3
Kurnell	67.4
Kurraba Point	69.9
Kurrajong	65.9
Kurrajong Heights	65.2
Kurrajong Hills	65.2
Kurri Kurri	50.6
Kyalite	67.1
Kyarran	81.3
Kybeyan	50
Kyeamba	75.7
Kyeemagh	54
Kyle Bay	63.7
Kynnumboon	63.5
Kyogle	40.2
La Perouse	47.4
Lacmalac	57.5
Lade Vale	73.3
Ladysmith	63.7
Laffing Waters	66.7
Laggan	66.6
Lagoon Grass	79.1
Laguna	45.1
Lake Albert (NSW)	63.7
Lake Bathurst	45.6
Lake Brewster	50
Lake Cargelligo	50.6
Lake Cathie	48.1
Lake Conjola	33.5
Lake Cowal	103.6
Lake George	66.7
Lake Haven	42.1
Lake Heights	51.7
Lake Hume Village	70.5
Lake Illawarra	49.2
Lake Innes	61.9
Lake Munmorah	49.1
Lake Tabourie	49
Lake Wyangan	70.9
Lakelands (NSW)	67.9
Lakemba	51.5
Lakesland	62.6
Lakewood	33.9
Lalalty	67.7
Lalor Park	57.8
Lambs Valley (Glen Innes Severn - NSW)	80.9
Lambs Valley (Singleton - NSW)	58.7
Lambton	63.4
Landervale	88.2
Lane Cove	68.5
Lane Cove North	72.3
Lane Cove West	69.7
Langley Vale	18.9
Lanitza	49.2
Lankeys Creek	46.5
Lansdowne (Canterbury-Bankstown - NSW)	85.7
Lansdowne (Mid-Coast - NSW)	44
Lansvale	51.5
Lapstone	61.2
Larbert	48.5
Largs	65.9
Larnook	49.3
Larras Lee	63.6
Laughtondale	66.2
Laurel Hill	40
Laurieton	26.2
Lavadia	50
Lavender Bay	65.9
Laverstock	90.9
Lavington	54.2
Lawrence (NSW)	39.9
Lawson (NSW)	61.1
Leadville	38.1
Leconfield	67.3
Lee Creek	100
Leeton	57.3
Leets Vale	32.7
Leeville	58.5
Legume	53.5
Leichhardt (NSW)	70.3
Lemon Tree	62.3
Lemon Tree Passage	44.6
Lenaghan	69.6
Lennox Head	65
Leonay	66.9
Leppington	59.6
Lerida	76.5
Lethbridge Park	44.6
Leumeah	59.7
Leura	47.5
Levenstrath	60.6
Lewinsbrook	34.4
Lewis Ponds	66.4
Lewisham (NSW)	67.7
Leycester	54.6
Liberty Grove	70.2
Lidcombe	59.5
Lidsdale	55.4
Lidster	68.4
Lightning Ridge	37.9
Lilli Pilli (Eurobodalla - NSW)	46.3
Lilli Pilli (Sutherland Shire - NSW)	69.6
Lillian Rock	42.9
Lilydale (NSW)	44.8
Lilyfield	66.9
Limbri	47.4
Limeburners Creek (Mid-Coast - NSW)	53.9
Limeburners Creek (Port Macquarie-Hastings - NSW)	23.1
Limekilns	62.2
Limerick	73.7
Limpinwood	50.8
Linburn	71.1
Linden (NSW)	67.3
Lindendale	68.7
Lindesay	50
Lindesay Creek	66.7
Lindfield	62
Lindifferon	69.4
Linley Point	68.7
Lionsville	60
Lisarow	65.3
Lismore (NSW)	50
Lismore Heights	60
Liston	54.3
Lithgow	47
Little Back Creek	60
Little Bay	57.9
Little Billabong	86.6
Little Forest	54.3
Little Hartley	63.6
Little Jacks Creek	68.8
Little Jilliby	41.3
Little Pelican	100
Little Plain	72.1
Little River (NSW)	65.1
Little Topar	81.5
Little Wobby	38.5
Littleton	56.1
Liverpool	44.9
Llanarth (NSW)	68.1
Llandilo	62.9
Llangothlin	66.3
Lloyd	75.1
Loadstone	27
Lochiel (NSW)	60
Lochinvar	62.7
Lockhart	51.8
Locksley (NSW)	36.6
Loftus	65.5
Loftville	36.2
Logans Crossing	49.6
Logie Brae	59.4
Londonderry (NSW)	64.8
Long Beach	48.5
Long Flat (NSW)	52.5
Long Jetty	52.5
Long Plain (Inverell - NSW)	62.1
Long Point (Campbelltown - NSW)	61.6
Long Point (Singleton - NSW)	56.7
Longarm	52.9
Longreach (NSW)	63.9
Longueville	62.7
Loomberah	74.9
Lord Howe Island	69.7
Lords Hill	72.2
Lorn	64.9
Lorne (NSW)	47.9
Lost River	57.9
Lostock	25
Louth	58.1
Louth Park	77.1
Lovedale	61.9
Lovett Bay	36.3
Lowanna	41.9
Lower Acacia Creek	62.5
Lower Bago	75
Lower Belford	67.1
Lower Boro	54.8
Lower Bottle Creek	56.5
Lower Creek	51.7
Lower Duck Creek	106.3
Lower Dyraaba	40.9
Lower Lewis Ponds	54.1
Lower Macdonald	65.2
Lower Mangrove	42.2
Lower Pappinbarra	39.6
Lower Portland	62.8
Lower Southgate	57
Lowesdale	69.7
Lowther	53.5
Loxford	50
Lucknow (NSW)	68.5
Luddenham	69.9
Lue	51.9
Lugarno	62.8
Lurnea	44.6
Luskintyre	63
Lynchs Creek	57.7
Lyndhurst (Armidale Regional - NSW)	60
Lyndhurst (Blayney - NSW)	57.4
Lynwood (NSW)	51.9
Mabins Well	57.1
Macdonalds Creek	100
Macksville	42.4
Maclean	37.1
Macmasters Beach	59.4
Macquarie Fields	53.6
Macquarie Hills	71.6
Macquarie Links	72.1
Macquarie Park	62
Maddens Plains	100
Maffra (NSW)	60
Magenta (NSW)	51.1
Magometon	77.3
Maianbar	73.5
Maimuru	74.5
Main Arm	57.1
Main Creek	44.3
Mairjimmy	75
Maison Dieu	58.7
Maitland (NSW)	51.7
Maitland Bar	33.3
Maitland Vale	65
Majors Creek (NSW)	51.2
Malabar	35.8
Maldon (NSW)	71.4
Mallabula	49.4
Mallan	72.4
Mallanganee	42.4
Mallee	40
Mallowa	64
Maloneys Beach	45.7
Malua Bay	48.4
Manar	70.7
Manchester Square	41.2
Mandagery	69.6
Mandalong	61.8
Mandemar	62.5
Mandurama	53.2
Mangerton	61.9
Mangoola	61.1
Mangoplah	57.8
Mangrove Creek	32.4
Mangrove Mountain	64.2
Manildra	57.5
Manilla	41.8
Manly (NSW)	67.7
Manly Vale	69.8
Mannering Park	56.3
Manning Point	27.1
Mannus	15.5
Manobalai	51.6
Manton (NSW)	69.3
Manyana	44.1
Maragle	65.4
Maraylya	69.4
Marayong	59.1
March	70.8
Marchmont	74.3
Mardi	61.4
Marengo (NSW)	33.3
Marinna	64.1
Marks Point	49.4
Markwell	66.7
Marlee	60.5
Marlo Merrican	46.4
Marlow	56.3
Marlowe	133.3
Marmong Point	62.4
Marom Creek	71.9
Maroota	63.7
Maroubra	59.3
Marrangaroo	29.9
Marrar	68.4
Marrickville	64.8
Marsden Park	53.4
Marsfield	56.5
Marshall Mount	60.7
Marshdale	59.5
Marthaguy	84.6
Martindale	58.8
Martins Creek	58.2
Martinsville	55.2
Marulan	56.7
Maryland (Newcastle - NSW)	66.1
Maryland (Tenterfield - NSW)	61.2
Marys Mount	76.8
Maryvale (NSW)	58.9
Maryville	67.7
Mascot	67.6
Matcham	62
Matheson	60
Mathoura	50.3
Matong	52.1
Matraville	59.6
Maude (NSW)	53.8
Maules Creek	67.4
Maxwell	74.6
Maybole	66.7
Mayers Flat	61.5
Mayfield (Newcastle - NSW)	60.7
Mayfield (Oberon - NSW)	100
Mayfield (Queanbeyan-Palerang Regional - NSW)	83.3
Mayfield (Shoalhaven - NSW)	58.6
Mayfield East	64.8
Mayfield West	62
Mayrung	78.4
Mays Hill	57.3
Mayvale	50
McCullys Gap	68.1
McDougalls Hill	67.7
McGraths Hill	73.6
McKees Hill	63.9
McKellars Park	56
McLeans Ridges	66.7
McLeods Shoot	63.6
McMahons Point	68
McMahons Reef	63
Meadow Flat	62.5
Meadowbank (NSW)	75.6
Mebul	69.7
Medlow Bath	58
Medowie	64.9
Medway	60.8
Meerschaum Vale	63.2
Megalong Valley	53.3
Megan	58.3
Melbergen	100
Melinga	45.7
Mellool	61.9
Melrose Park (NSW)	64.1
Melville (NSW)	66.7
Memagong	81.5
Menah	66.7
Menai	72.5
Menangle	52.5
Menangle Park	61
Mendooran	49.1
Menindee	38.2
Merah North	80.6
Merewether	67.5
Merewether Heights	60.3
Merimbula	48.2
Meringo	55.6
Meroo	55.2
Meroo Meadow	62.5
Merotherie	45.5
Merriangaah	33.3
Merricumbene	71.4
Merrigal	94.4
Merrill	88
Merriwa (NSW)	53.3
Merriwagga	58.2
Merrygoen	60
Merrylands	54.2
Merrylands West	51.8
Merungle Hill	56.8
Meryla	100
Metford	60
Methul	75.7
Metz	75.6
Miandetta (NSW)	51.9
Micalo Island	53.1
Michelago	70.6
Middle Arm	66.3
Middle Brook	69.7
Middle Brother	54.5
Middle Cove	62.8
Middle Dural	62.4
Middle Falbrook	76.4
Middle Flat	71.4
Middle Pocket	55.4
Middleton Grange	69.5
Middlingbank	78.6
Midginbil	37.3
Mihi	69.7
Mila	67.7
Milbrodale	57
Milbrulong	55.8
Milkers Flat	60
Millah Murrah	61.1
Millbank (NSW)	43.3
Miller	35.9
Millers Forest	69.1
Millers Point	58.6
Millfield	51.5
Millie	44.4
Millingandi	40
Millthorpe	64.7
Milparinka	70.8
Milperra	63.7
Milroy (Gunnedah - NSW)	68.1
Milroy (Mid-Western Regional - NSW)	76.7
Milsons Passage	20
Milsons Point	65
Milton (NSW)	42.3
Milvale	61.9
Mimosa (NSW)	61.8
Minchinbury	69.4
Mindaribba	77.3
Mingoola (NSW)	56.3
Minimbah	49.7
Minjary	91.3
Minmi	67.6
