SSC_NAME16	BornAust	persons
Clovelly Park	0	1069
Clovelly Park	1	2023
Cobdogla	0	27
Cobdogla	1	324
Cockaleechie	1	80
Cockatoo Valley	0	103
Cockatoo Valley	1	566
Cockburn	0	3
Cockburn	1	38
Coffin Bay	0	71
Coffin Bay	1	494
Colebatch	0	3
Colebatch	1	58
Coles	0	3
Coles	1	29
College Park	0	138
College Park	1	575
Colley	1	36
Collinsfield	1	6
Collinsville (SA)	1	8
Collinswood	0	413
Collinswood	1	908
Colonel Light Gardens	0	460
Colonel Light Gardens	1	2780
Colton	1	25
Comaum	1	37
Commissariat Point	0	13
Commissariat Point	1	164
Compton	0	48
Compton	1	596
Concordia	0	30
Concordia	1	113
Condowie	0	10
Condowie	1	52
Conmurra	1	46
Coober Pedy	0	458
Coober Pedy	1	1011
Coobowie	0	32
Coobowie	1	194
Cooke Plains	0	3
Cooke Plains	1	66
Coolillie	1	4
Cooltong	0	57
Cooltong	1	248
Coomandook	0	8
Coomandook	1	98
Coombe	0	8
Coombe	1	53
Coomooroo	1	18
Coomunga	0	9
Coomunga	1	110
Coonalpyn	0	27
Coonalpyn	1	302
Coonamia	0	4
Coonamia	1	103
Coonawarra (SA)	0	11
Coonawarra (SA)	1	118
Coorong	0	3
Coorong	1	48
Cootra	1	19
Copeville	0	4
Copeville	1	25
Copley (SA)	0	3
Copley (SA)	1	66
Corny Point	0	11
Corny Point	1	84
Coromandel East	0	77
Coromandel East	1	251
Coromandel Valley	0	846
Coromandel Valley	1	3203
Cortlinye	1	52
Corunna Station	1	21
Coulta	0	8
Coulta	1	169
Cowandilla	0	490
Cowandilla	1	848
Cowell	0	65
Cowell	1	939
Cowirra	0	17
Cowirra	1	108
Cradock	0	3
Cradock	1	32
Crafers	0	381
Crafers	1	1475
Crafers West	0	242
Crafers West	1	946
Craigburn Farm	0	589
Craigburn Farm	1	1755
Craigmore	0	2178
Craigmore	1	8177
Crescent	0	22
Crescent	1	164
Cromer (SA)	0	31
Cromer (SA)	1	147
Cross Roads (SA)	0	17
Cross Roads (SA)	1	91
Croydon (SA)	0	294
Croydon (SA)	1	841
Croydon Park (SA)	0	1807
Croydon Park (SA)	1	1828
Crystal Brook (SA)	0	113
Crystal Brook (SA)	1	1316
Cudlee Creek	0	62
Cudlee Creek	1	340
Culburra	0	3
Culburra	1	73
Cumberland Park	0	448
Cumberland Park	1	1979
Cummins	0	47
Cummins	1	850
Cungena	1	27
Cunliffe	0	3
Cunliffe	1	49
Cunningham (SA)	0	6
Cunningham (SA)	1	60
Cunyarie	1	7
Curramulka	0	12
Curramulka	1	279
Currency Creek	0	58
Currency Creek	1	315
Custon	1	15
Cuttlefish Bay	1	9
Cygnet River	0	15
Cygnet River	1	57
D'Estrees Bay	0	3
D'Estrees Bay	1	3
Dalkey	1	9
Darke Peak	0	3
Darke Peak	1	67
Darlington (SA)	0	359
Darlington (SA)	1	801
Davenport (SA)	1	155
Daveyston	0	5
Daveyston	1	63
Davoren Park	0	1173
Davoren Park	1	4651
Daw Park	0	617
Daw Park	1	1952
Dawesley	0	52
Dawesley	1	188
Dawson (SA)	1	3
De Mole River	1	3
Deep Creek (SA)	0	3
Deep Creek (SA)	1	26
Deepwater (SA)	0	3
Deepwater (SA)	1	14
Delamere (SA)	0	22
Delamere (SA)	1	120
Denial Bay	0	3
Denial Bay	1	111
Dernancourt	0	1053
Dernancourt	1	2661
Devlins Pound	1	18
Devon Park (SA)	0	280
Devon Park (SA)	1	572
Dingabledinga	0	7
Dingabledinga	1	40
Direk	0	166
Direk	1	491
Dismal Swamp	0	3
Dismal Swamp	1	51
Donovans	0	11
Donovans	1	66
Dover Gardens	0	816
Dover Gardens	1	1884
Dowlingville	1	43
Dry Creek (SA)	0	89
Dry Creek (SA)	1	134
Dublin	0	57
Dublin	1	322
Duck Ponds	0	25
Duck Ponds	1	255
Dudley East	0	9
Dudley East	1	44
Dudley Park (SA)	0	185
Dudley Park (SA)	1	378
Dudley West	0	3
Dudley West	1	12
Dulwich	0	373
Dulwich	1	1239
Duncan	1	68
Dutton	0	7
Dutton	1	96
Dutton East	1	10
East Moonta	0	16
East Moonta	1	126
Eastwood (SA)	0	164
Eastwood (SA)	1	545
Eba	1	10
Eba Anchorage	0	3
Eba Anchorage	1	22
Ebenezer (SA)	0	12
Ebenezer (SA)	1	157
Echunga	0	118
Echunga	1	940
Eden Hills	0	666
Eden Hills	1	2165
Eden Valley	0	60
Eden Valley	1	263
Edillilie	1	121
Edinburgh	0	27
Edinburgh	1	216
Edithburgh	0	71
Edithburgh	1	409
Edwardstown	0	1090
Edwardstown	1	2937
Eight Mile Creek (SA)	0	13
Eight Mile Creek (SA)	1	110
Elizabeth	0	276
Elizabeth	1	657
Elizabeth Downs	0	1026
Elizabeth Downs	1	3567
Elizabeth East	0	1218
Elizabeth East	1	2791
Elizabeth Grove	0	625
Elizabeth Grove	1	1499
Elizabeth North	0	716
Elizabeth North	1	2388
Elizabeth Park	0	932
Elizabeth Park	1	2528
Elizabeth South	0	708
Elizabeth South	1	1814
Elizabeth Vale	0	1368
Elizabeth Vale	1	2272
Elliston	0	27
Elliston	1	320
Elwomple	0	7
Elwomple	1	76
Emu Bay	0	14
Emu Bay	1	92
Emu Downs	1	45
Emu Flat (SA)	0	10
Emu Flat (SA)	1	77
Encounter Bay	0	1171
Encounter Bay	1	3432
Enfield (SA)	0	2038
Enfield (SA)	1	3030
Erindale	0	272
Erindale	1	883
Erith	0	3
Erith	1	49
Erskine (SA)	1	3
Ethelton	0	264
Ethelton	1	1112
Ettrick (SA)	0	3
Ettrick (SA)	1	59
Eudunda	0	62
Eudunda	1	710
Eurelia	1	18
Euromina	1	12
Evandale (SA)	0	439
Evandale (SA)	1	886
Evanston	0	325
Evanston	1	1783
Evanston Gardens	0	272
Evanston Gardens	1	1486
Evanston Park	0	740
Evanston Park	1	3355
Evanston South	0	56
Evanston South	1	234
Everard Central	1	28
Everard Park	0	285
Everard Park	1	721
Exeter (SA)	0	203
Exeter (SA)	1	782
Fairview Park	0	745
Fairview Park	1	2706
Faraway Hill	1	9
Farina	1	25
Farrell Flat	0	32
Farrell Flat	1	181
Felixstow	0	820
Felixstow	1	1363
Ferryden Park	0	1958
Ferryden Park	1	1923
Field	0	5
Field	1	62
Findon	0	2094
Findon	1	3772
Finniss	0	45
Finniss	1	221
Firle	0	564
Firle	1	826
Fischer	0	12
Fischer	1	47
Fisher (SA)	0	8
Fisher (SA)	1	46
Fisherman Bay	0	12
Fisherman Bay	1	115
Fitzroy (SA)	0	211
Fitzroy (SA)	1	513
Five Miles	1	5
Flagstaff Hill	0	2662
Flagstaff Hill	1	6913
Flaxley	0	24
Flaxley	1	133
Flaxman Valley	0	22
Flaxman Valley	1	209
Flinders Park	0	1167
Flinders Park	1	3529
Flinders Ranges	0	5
Flinders Ranges	1	61
Florina Station	1	12
Fords	0	6
Fords	1	63
Forest Range	0	23
Forest Range	1	194
Forestville (SA)	0	333
Forestville (SA)	1	979
Forreston	0	75
Forreston	1	290
Forster (SA)	1	14
Foul Bay	0	4
Foul Bay	1	35
Fountain	1	9
Fowlers Bay	0	8
Fowlers Bay	1	33
Fox	0	6
Fox	1	44
Frahns	1	4
Frances	0	7
Frances	1	68
Franklyn	1	7
Frankton	1	20
Frayville	1	6
Freeling	0	233
Freeling	1	1856
Frewville	0	310
Frewville	1	507
Fulham (SA)	0	612
Fulham (SA)	1	1949
Fulham Gardens	0	1843
Fulham Gardens	1	4019
Fullarton	0	1165
Fullarton	1	2904
Furner	0	8
Furner	1	99
Galga	1	16
Gammon Ranges	1	12
Gawler (SA)	0	139
Gawler (SA)	1	446
Gawler Belt	0	127
Gawler Belt	1	710
Gawler East	0	975
Gawler East	1	4068
Gawler River	0	23
Gawler River	1	88
Gawler South	0	433
Gawler South	1	1864
Gawler West	0	139
Gawler West	1	734
Gemmells	0	8
Gemmells	1	66
Georgetown (SA)	0	16
Georgetown (SA)	1	140
Gepps Cross	0	256
Gepps Cross	1	328
Geranium	0	5
Geranium	1	94
Geranium Plains	1	6
Gerard	1	36
German Creek	1	38
German Flat	1	3
Germein Bay	1	7
Gidgealpa	0	25
Gidgealpa	1	117
Gifford Hill	0	6
Gifford Hill	1	33
Gilberton (SA)	0	403
Gilberton (SA)	1	922
Giles Corner	0	3
Giles Corner	1	21
Gillentown	0	15
Gillentown	1	82
Gilles Plains	0	1339
Gilles Plains	1	2034
Gillman	0	21
Gillman	1	54
Gladstone (SA)	0	68
Gladstone (SA)	1	618
Glandore	0	740
Glandore	1	2084
Glanville	0	121
Glanville	1	497
Glen Osmond	0	638
Glen Osmond	1	1265
Glenalta	0	372
Glenalta	1	1518
Glenburnie	0	32
Glenburnie	1	325
Glencoe (SA)	0	48
Glencoe (SA)	1	556
Glenelg (SA)	0	879
Glenelg (SA)	1	2140
Glenelg East	0	753
Glenelg East	1	2807
Glenelg North	0	1439
Glenelg North	1	4370
Glenelg South	0	505
Glenelg South	1	1520
Glengowrie	0	905
Glengowrie	1	4224
Glenroy (SA)	0	5
Glenroy (SA)	1	89
Glenside	0	927
Glenside	1	1374
Glenunga	0	629
Glenunga	1	1304
Globe Derby Park	0	46
Globe Derby Park	1	277
Glossop	0	129
Glossop	1	774
Glynde	0	619
Glynde	1	1222
Golden Grove	0	2519
Golden Grove	1	7227
Golden Heights	0	14
Golden Heights	1	229
Gomersal	1	45
Good Hope Landing	1	18
Goodwood (SA)	0	865
Goodwood (SA)	1	1953
Goolwa	0	492
Goolwa	1	1649
Goolwa Beach	0	376
Goolwa Beach	1	1656
Goolwa North	0	224
Goolwa North	1	721
Goolwa South	0	175
Goolwa South	1	709
Gosse	0	6
Gosse	1	26
Gould Creek	0	45
Gould Creek	1	184
Goyder	1	22
Grace Plains	0	3
Grace Plains	1	51
Grange (SA)	0	1199
Grange (SA)	1	4439
Green Fields	0	54
Green Fields	1	94
Green Hills Range	0	5
Green Hills Range	1	55
Green Patch	0	3
Green Patch	1	45
Greenacres	0	1121
Greenacres	1	1520
Greenhill (SA)	0	90
Greenhill (SA)	1	319
Greenock	0	111
Greenock	1	906
Greenways	1	33
Greenwith	0	1774
Greenwith	1	6892
Gulfview Heights	0	845
Gulfview Heights	1	2639
Gulnare	0	5
Gulnare	1	80
Gum Creek	1	16
Gumeracha	0	138
Gumeracha	1	655
Gurra Gurra	0	5
Gurra Gurra	1	74
Hackham	0	803
Hackham	1	3028
Hackham West	0	614
Hackham West	1	2610
Hacklins Corner	1	22
Hackney	0	152
Hackney	1	385
Hahndorf	0	463
Hahndorf	1	2022
Haines	0	5
Haines	1	132
Halbury	0	21
Halbury	1	145
Halidon	1	11
Hallett	0	26
Hallett	1	128
Hallett Cove	0	4170
Hallett Cove	1	7774
Hamilton (SA)	0	5
Hamilton (SA)	1	71
Hamley	0	3
Hamley	1	12
Hamley Bridge	0	87
Hamley Bridge	1	558
Hammond	0	3
Hammond	1	15
Hampden (SA)	0	8
Hampden (SA)	1	54
Hampstead Gardens	0	538
Hampstead Gardens	1	809
Hansborough	0	4
Hansborough	1	37
Hanson	1	15
Happy Valley (SA)	0	2176
Happy Valley (SA)	1	8639
Hardwicke Bay	0	23
Hardwicke Bay	1	93
Hardy	1	3
Harrogate	0	43
Harrogate	1	322
Hart (SA)	0	4
Hart (SA)	1	36
Hartley (SA)	0	16
Hartley (SA)	1	127
Haslam	0	5
Haslam	1	47
Hatherleigh	0	13
Hatherleigh	1	111
Hawker (SA)	0	22
Hawker (SA)	1	275
Hawson	0	9
Hawson	1	93
Hawthorn (SA)	0	440
Hawthorn (SA)	1	1654
Hawthorndene	0	573
Hawthorndene	1	2605
Hay Flat	0	5
Hay Flat	1	39
Hay Valley	1	26
Hayborough	0	357
Hayborough	1	1775
Hazelwood Park	0	508
Hazelwood Park	1	1309
Heathfield	0	180
Heathfield	1	772
Heathpool	0	127
Heathpool	1	389
Hectorville	0	1549
Hectorville	1	2050
Hendon (SA)	0	305
Hendon (SA)	1	789
Henley Beach	0	1238
Henley Beach	1	4455
Henley Beach South	0	614
Henley Beach South	1	1888
Hewett	0	386
Hewett	1	2384
Highbury (SA)	0	1499
Highbury (SA)	1	4881
Highgate (SA)	0	478
Highgate (SA)	1	1114
Highland Valley	0	66
Highland Valley	1	249
Hill River (SA)	0	5
Hill River (SA)	1	88
Hillbank	0	1145
Hillbank	1	3303
Hillcrest (SA)	0	1198
Hillcrest (SA)	1	2053
Hillier	0	256
Hillier	1	403
Hilltown	1	52
Hilton (SA)	0	285
Hilton (SA)	1	518
Hindmarsh (SA)	0	77
Hindmarsh (SA)	1	141
Hindmarsh Island	0	339
Hindmarsh Island	1	985
Hindmarsh Tiers	0	12
Hindmarsh Tiers	1	64
Hindmarsh Valley	0	92
Hindmarsh Valley	1	366
Holden Hill	0	975
Holden Hill	1	2134
Holder (SA)	0	3
Holder (SA)	1	67
Holder Siding	1	11
Honiton	0	3
Honiton	1	33
Hope Forest	0	21
Hope Forest	1	99
Hope Gap	1	4
Hope Valley (SA)	0	2026
Hope Valley (SA)	1	5515
Hornsdale	1	39
Horsnell Gully	1	6
Hoskin Corner	1	14
Houghton	0	88
Houghton	1	370
Hove	0	673
Hove	1	2185
Hoyleton	0	11
Hoyleton	1	90
Huddleston	1	16
Humbug Scrub	0	88
Humbug Scrub	1	300
Huntfield Heights	0	779
Huntfield Heights	1	3054
Hyde Park (SA)	0	417
Hyde Park (SA)	1	1152
Hynam	0	16
Hynam	1	122
Ingle Farm	0	2599
Ingle Farm	1	5770
Inglewood (SA)	0	91
Inglewood (SA)	1	265
Ingomar	0	3
Ingomar	1	55
Inkerman (SA)	1	27
Inkster	1	7
Inman Valley	0	66
Inman Valley	1	262
Innamincka	0	6
Innamincka	1	25
Iron Knob	0	23
Iron Knob	1	113
Ironbank	0	88
Ironbank	1	414
Ironstone	0	3
Ironstone	1	15
Island Beach	0	5
Island Beach	1	21
Iwantja	0	12
Iwantja	1	238
Jabuk	0	3
Jabuk	1	63
James Well	0	13
James Well	1	34
Jamestown	0	97
Jamestown	1	1358
Jericho (SA)	0	8
Jericho (SA)	1	12
Jerusalem	0	14
Jerusalem	1	359
Jervois	0	14
Jervois	1	246
Joanna	0	3
Joanna	1	84
Johnburgh	1	11
Joslin	0	279
Joslin	1	851
Julia	0	3
Julia	1	25
Jupiter Creek	0	36
Jupiter Creek	1	205
Kadina	0	203
Kadina	1	2327
Kainton	1	47
Kalamurina	0	3
Kalamurina	1	16
Kalanbi	1	24
Kalangadoo	0	48
Kalangadoo	1	391
Kalbeeba	0	69
Kalbeeba	1	310
Kaldoonera	1	45
Kalka	1	80
Kallora	1	15
Kaltjiti	0	5
Kaltjiti	1	210
Kangarilla	0	119
Kangarilla	1	714
Kangaroo Flat (SA)	0	10
Kangaroo Flat (SA)	1	87
Kangaroo Head	0	8
Kangaroo Head	1	16
Kangaroo Inn	1	6
Kanmantoo	0	59
Kanmantoo	1	615
Kanni	1	39
Kanpi	1	29
Kanyaka	1	3
Kapinnie	1	45
Kappawanta	1	8
Kapunda	0	370
Kapunda	1	2384
Karatta	0	16
Karatta	1	68
Karcultaby	1	21
Karkoo	1	53
Karoonda	0	26
Karoonda	1	455
Karte	0	3
Karte	1	25
Keilira	1	64
Keith	0	68
Keith	1	1158
Kellidie Bay	1	17
Kelly	1	61
Kensington (SA)	0	564
Kensington (SA)	1	1102
Kensington Gardens	0	754
Kensington Gardens	1	1611
Kensington Park	0	766
Kensington Park	1	1679
Kent Town	0	448
Kent Town	1	679
Kenton Valley	0	42
Kenton Valley	1	204
Kepa	0	8
Kepa	1	57
Keppoch	0	3
Keppoch	1	56
Kersbrook	0	180
Kersbrook	1	844
Keswick	0	317
Keswick	1	380
Keyneton	0	21
Keyneton	1	254
Ki Ki	0	8
Ki Ki	1	35
Kiana	1	20
Kidman Park	0	912
Kidman Park	1	2325
Kielpa	0	4
Kielpa	1	51
Kilburn	0	2547
Kilburn	1	2372
Kilkenny	0	596
Kilkenny	1	960
Kimba	0	32
Kimba	1	544
Kingoonya	1	6
Kings Park (SA)	0	104
Kings Park (SA)	1	425
Kingscote	0	224
Kingscote	1	1419
Kingsford (SA)	0	3
Kingsford (SA)	1	35
Kingston On Murray	0	29
Kingston On Murray	1	254
Kingston Park	0	117
Kingston Park	1	371
Kingston Se	0	83
Kingston Se	1	1208
Kingswood (SA)	0	472
Kingswood (SA)	1	1745
Klemzig	0	2289
Klemzig	1	3474
Kohinoor	0	3
Kohinoor	1	38
Kokatha	1	4
Kolendo	1	4
Kongal	1	9
Kongorong	0	22
Kongorong	1	161
Koolunga	0	16
Koolunga	1	163
Koolywurtie	0	5
Koolywurtie	1	93
Koongawa	1	48
Koonibba	1	133
Koonoona	1	5
Koonunga	1	52
Koorine	0	10
Koorine	1	40
Kooroona	0	3
Kooroona	1	8
Koppamurra	0	3
Koppamurra	1	54
Koppio	0	3
Koppio	1	59
Korunye	0	40
Korunye	1	166
Kringin	1	3
Krondorf	0	15
Krondorf	1	58
Krongart	1	4
Kudla	0	164
Kudla	1	288
Kuitpo	0	29
Kuitpo	1	150
Kuitpo Colony	1	16
Kulpara	0	3
Kulpara	1	49
Kurralta Park	0	1248
Kurralta Park	1	1465
Kyancutta	0	4
Kyancutta	1	73
Kybunga	0	3
Kybunga	1	57
Kybybolite	0	4
Kybybolite	1	97
Kyeema	0	4
Kyeema	1	23
Laffer	0	5
Laffer	1	41
Lake Carlet	1	6
Lake Everard	1	7
Lake Plains	0	9
Lake Plains	1	46
Lake View	1	4
Lameroo	0	88
Lameroo	1	686
Langhorne Creek	0	39
Langhorne Creek	1	367
Langs Landing	1	3
Largs Bay	0	627
Largs Bay	1	3235
Largs North	0	582
Largs North	1	2922
Laura (SA)	0	57
Laura (SA)	1	574
Laura Bay	1	14
Laurie Park	1	51
Leabrook	0	394
Leabrook	1	1090
Leasingham	0	7
Leasingham	1	111
Leawood Gardens	0	12
Leawood Gardens	1	33
Leigh Creek (SA)	0	12
Leigh Creek (SA)	1	164
Leighton	0	5
Leighton	1	42
Lenswood	0	83
Lenswood	1	379
Lewiston	0	465
Lewiston	1	2404
Light Pass	0	22
Light Pass	1	203
Lincoln Gap	1	17
Lincoln National Park	1	6
Linden Park	0	737
Linden Park	1	1097
Lindley	1	4
Linwood	1	34
Lipson	0	15
Lipson	1	189
Little Douglas	1	10
Littlehampton	0	406
Littlehampton	1	2506
Lobethal	0	398
Lobethal	1	2002
Lochaber	0	6
Lochaber	1	94
Lochiel (SA)	0	14
Lochiel (SA)	1	89
Lock	0	17
Lock	1	236
Lockleys	0	1282
Lockleys	1	4152
Long Flat (SA)	0	11
Long Flat (SA)	1	61
Long Plains	0	3
Long Plains	1	55
Longwood (SA)	0	58
Longwood (SA)	1	216
Lonsdale	1	17
Louth Bay	0	4
Louth Bay	1	110
Loveday	0	58
Loveday	1	525
Lowan Vale	1	33
Lowbank	1	26
Lower Broughton	1	47
Lower Hermitage	0	31
Lower Hermitage	1	163
Lower Inman Valley	0	59
Lower Inman Valley	1	375
Lower Light	0	20
Lower Light	1	150
Lower Mitcham	0	385
Lower Mitcham	1	1719
Loxton	0	330
Loxton	1	3945
Loxton North	0	48
Loxton North	1	691
Lucindale	0	28
Lucindale	1	500
Lucky Bay	0	3
Lucky Bay	1	8
Lyndhurst (SA)	1	16
Lyndoch	0	255
Lyndoch	1	1576
Lynton	0	49
Lynton	1	150
Lyrup	0	32
Lyrup	1	245
Maaoupe	1	87
Macclesfield (SA)	0	174
Macclesfield (SA)	1	1081
Macdonald Park	0	129
Macdonald Park	1	357
Macgillivray	0	9
Macgillivray	1	97
Magarey	1	15
Magdala	0	6
Magdala	1	42
Maggea	1	6
Magill	0	3095
Magill	1	5414
Maitland (SA)	0	90
Maitland (SA)	1	1117
Makin	1	16
Malinong	1	37
Mallala	0	65
Mallala	1	766
Malpas	0	7
Malpas	1	16
Maltee	1	6
Malvern (SA)	0	544
Malvern (SA)	1	1932
Mambray Creek	1	23
Mangalo	1	52
Mannanarie	1	64
Manningham	0	322
Manningham	1	951
Mannum	0	267
Mannum	1	2113
Manoora (SA)	0	7
Manoora (SA)	1	122
Mansfield Park	0	2235
Mansfield Park	1	1715
Mantung	0	3
Mantung	1	16
Marama	0	3
Marama	1	46
Marananga	0	12
Marananga	1	91
Marble Hill	0	7
Marble Hill	1	59
Marcollat	1	69
Marden	0	855
Marden	1	1363
Marino	0	565
Marino	1	1526
Marion	0	1043
Marion	1	2666
Marion Bay (SA)	0	24
Marion Bay (SA)	1	125
Markaranka	0	3
Markaranka	1	14
Marks Landing	1	3
Marla	0	22
Marla	1	46
Marleston	0	670
Marleston	1	944
Marola	1	11
Marrabel	0	14
Marrabel	1	83
Marree	0	14
Marree	1	80
Marryatville	0	198
Marryatville	1	369
Maryvale (SA)	1	11
Maslin Beach	0	289
Maslin Beach	1	790
Matta Flat	0	3
Matta Flat	1	66
Mawson Lakes	0	5322
Mawson Lakes	1	7363
Mayfield (SA)	1	4
Maylands (SA)	0	389
Maylands (SA)	1	1030
McBean Pound	0	3
McBean Pound	1	10
McCallum	1	23
McCracken	0	347
McCracken	1	1488
McHarg Creek	0	4
McHarg Creek	1	34
McLaren Flat	0	248
McLaren Flat	1	1214
McLaren Vale	0	986
McLaren Vale	1	2622
Meadows	0	159
Meadows	1	1125
Medindie	0	261
Medindie	1	849
Medindie Gardens	0	71
Medindie Gardens	1	259
Melrose (SA)	0	20
Melrose (SA)	1	301
Melrose Park (SA)	0	470
Melrose Park (SA)	1	1619
Melton (SA)	0	3
Melton (SA)	1	21
Melton Station	1	6
Meningie	0	102
Meningie	1	901
Meningie East	1	14
Meningie West	0	5
Meningie West	1	25
Menzies (SA)	0	11
Menzies (SA)	1	72
Mercunda	1	11
Merghiny	0	4
Merghiny	1	12
Meribah	0	4
Meribah	1	27
Merriton	0	3
Merriton	1	47
Middle Beach	0	13
Middle Beach	1	52
Middle River	0	3
Middle River	1	3
Middleback Range	1	6
Middleton (SA)	0	172
Middleton (SA)	1	931
Midgee (SA)	1	4
Mil-Lel	0	18
Mil-Lel	1	317
Milang	0	139
Milang	1	641
Mile End	0	1371
Mile End	1	2794
Mile End South	0	3
Mile End South	1	16
Milendella	1	61
Millbrook (SA)	0	19
Millbrook (SA)	1	79
Millicent	0	447
Millicent	1	4263
Millswood	0	352
Millswood	1	1704
Miltalie	1	54
Mimili	0	3
Mimili	1	222
Minbrie	1	29
Mindarie (SA)	0	3
Mindarie (SA)	1	39
Mingary	0	3
Mingary	1	61
Mingbool	0	5
Mingbool	1	108
Minlaton	0	79
Minlaton	1	928
Minnipa	0	13
Minnipa	1	145
Mintaro	0	25
Mintaro	1	153
Minvalara	0	3
Minvalara	1	16
Miranda (SA)	0	3
Miranda (SA)	1	32
Mitcham (SA)	0	380
Mitcham (SA)	1	1330
Mitchell (SA)	1	51
Mitchell Park (SA)	0	1765
Mitchell Park (SA)	1	3400
Mitchellville	1	30
Moana	0	636
Moana	1	1848
Mobilong	1	3
Moculta	0	23
Moculta	1	189
Modbury	0	1830
Modbury	1	3175
Modbury Heights	0	1643
Modbury Heights	1	4840
Modbury North	0	1500
Modbury North	1	3903
Moerlong	0	3
Moerlong	1	17
Monarto	0	22
Monarto	1	161
Monarto South	0	19
Monarto South	1	126
Monash (SA)	0	104
Monash (SA)	1	968
Monbulla	0	11
Monbulla	1	112
Mongolata	1	3
Montacute	0	59
Montacute	1	215
Montarra	0	8
Montarra	1	22
Monteith	0	11
Monteith	1	108
Moockra	1	9
Moody	1	22
Moonta	0	102
Moonta	1	482
Moonta Bay	0	253
Moonta Bay	1	1911
Moonta Mines	0	30
Moonta Mines	1	168
Moorak	0	103
Moorak	1	1067
Moorlands	1	45
Moorook	0	13
Moorook	1	161
Moorook South	0	17
Moorook South	1	141
Moppa	0	7
Moppa	1	69
Morchard	1	20
Morgan	0	71
Morgan	1	380
Morn Hill	1	17
Morphett Vale	0	4654
Morphett Vale	1	17088
Morphettville	0	688
Morphettville	1	2341
Mortana	1	16
Moseley	1	19
Mosquito Hill	0	10
Mosquito Hill	1	101
Mount Barker (SA)	0	2097
Mount Barker (SA)	1	10912
Mount Barker Junction	1	4
Mount Barker Springs	0	28
Mount Barker Springs	1	126
Mount Barker Summit	0	11
Mount Barker Summit	1	90
Mount Benson	0	10
Mount Benson	1	97
Mount Bryan	0	11
Mount Bryan	1	95
Mount Bryan East	1	3
Mount Burr	0	39
Mount Burr	1	276
Mount Charles	0	4
Mount Charles	1	34
Mount Clarence Station	1	8
Mount Compass	0	242
Mount Compass	1	1134
Mount Cooper (SA)	1	13
Mount Crawford	0	16
Mount Crawford	1	102
Mount Damper	1	39
Mount Drummond	1	11
Mount Dutton Bay	0	6
Mount Dutton Bay	1	30
Mount Eba	0	19
Mount Eba	1	111
Mount Gambier	0	2780
Mount Gambier	1	21131
Mount George (SA)	0	34
Mount George (SA)	1	211
Mount Hope (SA)	1	40
Mount Jagged	0	21
Mount Jagged	1	116
Mount Joy	1	3
Mount Light	0	9
Mount Light	1	143
Mount Magnificent	0	15
Mount Magnificent	1	37
Mount Mary	0	6
Mount Mary	1	21
Mount Mcintyre	0	5
Mount Mcintyre	1	62
Mount Mckenzie	0	5
Mount Mckenzie	1	50
Mount Observation (SA)	0	4
Mount Observation (SA)	1	10
Mount Osmond	0	83
Mount Osmond	1	292
Mount Pleasant (SA)	0	137
Mount Pleasant (SA)	1	823
Mount Schank	0	22
Mount Schank	1	218
Mount Serle	0	3
Mount Serle	1	27
Mount Templeton	1	30
Mount Torrens	0	72
Mount Torrens	1	595
Mount Wedge	1	12
Mount Willoughby	0	3
Mount Willoughby	1	15
Moyhall	1	39
Mudamuckla	1	78
Mulgundawa	0	7
Mulgundawa	1	45
Mullaquana	0	26
Mullaquana	1	202
Mundic Creek	0	3
Mundic Creek	1	29
Mundoo Island	1	4
Mundoora	0	3
Mundoora	1	114
Mundulla	0	22
Mundulla	1	387
Mundulla West	0	4
Mundulla West	1	74
Mungeranie	1	40
Munno Para	0	714
Munno Para	1	2791
Munno Para Downs	0	66
Munno Para Downs	1	138
Munno Para West	0	836
Munno Para West	1	4725
Murbko	0	10
Murbko	1	82
Murdinga	1	65
Murlong	1	25
Murninnie Beach	0	3
Murninnie Beach	1	33
Murputja	1	51
Murrawong	1	16
Murray Bridge	0	2587
Murray Bridge	1	10980
Murray Bridge East	0	70
Murray Bridge East	1	983
Murray Bridge North	0	13
Murray Bridge North	1	109
Murray Bridge South	0	17
Murray Bridge South	1	160
Murray Town	0	3
Murray Town	1	54
Murtho	0	8
Murtho	1	159
Muston	0	3
Muston	1	19
Mylor	0	184
Mylor	1	813
Mypolonga	0	26
Mypolonga	1	405
Myponga	0	102
Myponga	1	589
Myponga Beach	0	4
Myponga Beach	1	26
Myrtle Bank (SA)	0	639
Myrtle Bank (SA)	1	2096
Nadia	1	3
Nailsworth	0	509
Nailsworth	1	1575
Nain	0	5
Nain	1	18
Nairne	0	603
Nairne	1	4165
Nalyappa	1	17
Nangkita	0	30
Nangkita	1	141
Nangwarry	0	73
Nangwarry	1	402
Nantawarra	1	67
Napperby	0	55
Napperby	1	560
Naracoorte	0	998
Naracoorte	1	4591
Narridy	0	4
Narridy	1	65
Narrung (SA)	0	16
Narrung (SA)	1	171
Naturi	0	3
Naturi	1	16
Neales Flat	0	4
Neales Flat	1	63
Nectar Brook	1	17
Nelshaby	0	39
Nelshaby	1	127
Nene Valley	0	3
Nene Valley	1	81
Nepabunna	0	3
Nepabunna	1	63
Nepean Bay	0	28
Nepean Bay	1	74
Netherby (SA)	0	330
Netherby (SA)	1	1049
Netherton	1	36
Netley	0	463
Netley	1	1217
New Port	0	217
New Port	1	418
New Residence	0	3
New Residence	1	65
New Town (SA)	0	70
