SSC_NAME16	BornAust	persons
Borallon	1	67
Boreen Point	0	57
Boreen Point	1	226
Boronia Heights	0	1937
Boronia Heights	1	5509
Bororen	0	28
Bororen	1	345
Boulder Creek	1	10
Bouldercombe	0	46
Bouldercombe	1	961
Boulia	0	17
Boulia	1	223
Bowen	0	1430
Bowen	1	7690
Bowen Hills	0	1193
Bowen Hills	1	1566
Bowenville	0	18
Bowenville	1	211
Boyland	0	145
Boyland	1	616
Boyne Island	0	686
Boyne Island	1	3767
Boyne Valley	0	26
Boyne Valley	1	291
Boynedale	0	3
Boynedale	1	8
Boyneside	0	4
Boyneside	1	53
Boynewood	0	48
Boynewood	1	75
Bracalba	0	6
Bracalba	1	89
Bracewell	0	8
Bracewell	1	149
Bracken Ridge	0	3962
Bracken Ridge	1	12272
Braemeadows	0	16
Braemeadows	1	245
Braemore	0	15
Braemore	1	117
Bramston Beach	0	33
Bramston Beach	1	121
Branch Creek	1	22
Branchview	1	15
Brandon	0	67
Brandon	1	948
Brandy Creek (Qld)	0	16
Brandy Creek (Qld)	1	81
Branyan	0	401
Branyan	1	3518
Brassall	0	1214
Brassall	1	9032
Bray Park (Qld)	0	1918
Bray Park (Qld)	1	7855
Breadalbane (Qld)	0	3
Breadalbane (Qld)	1	15
Breakaway	0	10
Breakaway	1	177
Breddan	0	15
Breddan	1	424
Brendale	0	825
Brendale	1	1791
Bridgeman Downs	0	2284
Bridgeman Downs	1	5869
Bridges	0	46
Bridges	1	219
Brigalow	0	6
Brigalow	1	158
Brightly	1	56
Brighton (Qld)	0	1660
Brighton (Qld)	1	7326
Brightview	0	87
Brightview	1	637
Brigooda	0	5
Brigooda	1	28
Bringalily	0	3
Bringalily	1	64
Brinsmead	0	1058
Brinsmead	1	4009
Brisbane City	0	5484
Brisbane City	1	3022
Broadbeach	0	1844
Broadbeach	1	2796
Broadbeach Waters	0	2178
Broadbeach Waters	1	5060
Broadmere	1	41
Broadwater (Qld)	0	28
Broadwater (Qld)	1	252
Broken River	0	3
Broken River	1	13
Bromelton	0	8
Bromelton	1	139
Brookfield (Qld)	0	1004
Brookfield (Qld)	1	2384
Brookhill	0	3
Brookhill	1	63
Brooklands	0	29
Brooklands	1	245
Brookstead	0	9
Brookstead	1	204
Brookwater	0	694
Brookwater	1	1395
Brooloo	0	46
Brooloo	1	255
Brooweena	0	4
Brooweena	1	82
Broughton (Qld)	0	14
Broughton (Qld)	1	613
Brovinia	1	10
Browns Plains (Qld)	0	2023
Browns Plains (Qld)	1	3755
Broxburn	0	3
Broxburn	1	138
Brush Creek	0	7
Brush Creek	1	28
Bryden	0	6
Bryden	1	18
Brymaroo	0	3
Brymaroo	1	122
Buaraba	0	34
Buaraba	1	114
Buaraba South	1	3
Bucasia	0	631
Bucasia	1	3841
Bucca (Qld)	0	113
Bucca (Qld)	1	746
Buccan	0	281
Buccan	1	1386
Buckland (Qld)	1	39
Buddina	0	669
Buddina	1	2986
Buderim	0	6680
Buderim	1	21219
Budgee	1	32
Bukali	1	51
Bulgun	0	19
Bulgun	1	239
Bulimba	0	1685
Bulimba	1	4629
Bullawarra	1	5
Bullcamp	0	3
Bullcamp	1	45
Bulli Creek	1	5
Bullyard	0	18
Bullyard	1	158
Bulwer	0	12
Bulwer	1	34
Bunburra	0	7
Bunburra	1	76
Bundaberg Central	0	130
Bundaberg Central	1	102
Bundaberg East	0	303
Bundaberg East	1	2264
Bundaberg North	0	694
Bundaberg North	1	4228
Bundaberg South	0	502
Bundaberg South	1	2502
Bundaberg West	0	489
Bundaberg West	1	1747
Bundall	0	1276
Bundall	1	2946
Bundamba	0	967
Bundamba	1	4918
Bundi	1	14
Bundoora (Qld)	1	13
Bungaban	1	46
Bungadoo	0	40
Bungadoo	1	248
Bungalow	0	591
Bungalow	1	1248
Bungeworgorai	0	3
Bungeworgorai	1	70
Bungil (Qld)	0	3
Bungil (Qld)	1	22
Bungundarra	0	55
Bungundarra	1	428
Bungunya	1	69
Bunjurgen	0	9
Bunjurgen	1	94
Bunya	0	280
Bunya	1	1595
Bunya Creek	0	7
Bunya Creek	1	74
Bunya Mountains	0	7
Bunya Mountains	1	103
Burbank	0	227
Burbank	1	763
Burdell	0	643
Burdell	1	4839
Burgowan	1	46
Burketown	0	14
Burketown	1	176
Burleigh	0	3
Burleigh	1	35
Burleigh Heads	0	2086
Burleigh Heads	1	7036
Burleigh Waters	0	3328
Burleigh Waters	1	10266
Burncluith	0	3
Burncluith	1	118
Burnett Creek	1	6
Burnett Heads	0	374
Burnett Heads	1	2122
Burnside (Qld)	0	325
Burnside (Qld)	1	1997
Burpengary	0	2277
Burpengary	1	10991
Burpengary East	0	1050
Burpengary East	1	5046
Burra Burri	0	3
Burra Burri	1	23
Burrum Heads	0	279
Burrum Heads	1	1637
Burrum River	0	50
Burrum River	1	166
Burrum Town	0	24
Burrum Town	1	127
Burton (Qld)	0	3
Burton (Qld)	1	14
Burua	0	66
Burua	1	665
Bushland Beach	0	708
Bushland Beach	1	5152
Bushley	1	30
Butchers Creek	0	12
Butchers Creek	1	87
Buxton (Qld)	0	59
Buxton (Qld)	1	312
Byee	1	26
Byfield	0	35
Byfield	1	233
Bymount	1	30
Byrnestown	0	9
Byrnestown	1	22
Cabarlah	0	122
Cabarlah	1	885
Caboolture	0	4545
Caboolture	1	19316
Caboolture South	0	972
Caboolture South	1	3921
Caboonbah	0	4
Caboonbah	1	3
Cadarga	1	10
Caffey	0	4
Caffey	1	57
Cainbable	0	7
Cainbable	1	57
Cairdbeign	1	80
Cairns City	0	886
Cairns City	1	1152
Cairns North	0	1774
Cairns North	1	2457
Calamvale	0	9705
Calamvale	1	6648
Calavos	0	64
Calavos	1	246
Calcium	1	13
Caldervale	1	11
Calen	0	23
Calen	1	309
Calgoa	1	9
Calico Creek	0	18
Calico Creek	1	118
Calingunee	1	26
Callandoon	1	33
Callemondah	0	3
Callemondah	1	15
Callide	0	7
Callide	1	66
Calliope (Qld)	0	377
Calliope (Qld)	1	4221
Caloundra	0	840
Caloundra	1	2623
Caloundra West	0	1258
Caloundra West	1	4659
Calvert (Qld)	0	22
Calvert (Qld)	1	256
Camboon (Qld)	1	94
Cambooya	0	93
Cambooya	1	1331
Cambridge (Qld)	0	3
Cambridge (Qld)	1	35
Cambroon	0	27
Cambroon	1	148
Cameby	1	40
Cameron Corner	1	5
Camira (Qld)	0	1691
Camira (Qld)	1	5261
Camoola	1	26
Camooweal	0	13
Camooweal	1	167
Camp Creek (Qld)	0	22
Camp Creek (Qld)	1	135
Camp Hill	0	1954
Camp Hill	1	8699
Camp Mountain	0	236
Camp Mountain	1	1108
Campaspe	0	7
Campaspe	1	88
Campbell Creek	1	7
Campbells Pocket	0	10
Campbells Pocket	1	62
Campwin Beach	0	33
Campwin Beach	1	431
Canaga	0	4
Canaga	1	97
Canal Creek	1	11
Cania	0	3
Cania	1	14
Canina	0	43
Canina	1	288
Cannindah	0	3
Cannindah	1	27
Canning Creek	1	5
Canningvale	0	9
Canningvale	1	116
Cannon Creek (Scenic Rim - Qld)	0	7
Cannon Creek (Scenic Rim - Qld)	1	69
Cannon Creek (Southern Downs - Qld)	0	10
Cannon Creek (Southern Downs - Qld)	1	34
Cannon Hill	0	1287
Cannon Hill	1	3788
Cannon Valley	0	133
Cannon Valley	1	731
Cannonvale	0	1156
Cannonvale	1	3778
Canoona	0	8
Canoona	1	69
Canungra	0	241
Canungra	1	875
Capalaba	0	3793
Capalaba	1	12886
Cape Cleveland	0	13
Cape Cleveland	1	128
Cape Gloucester	0	13
Cape Gloucester	1	35
Cape Hillsborough	0	10
Cape Hillsborough	1	31
Cape Tribulation	0	45
Cape Tribulation	1	60
Capella	0	49
Capella	1	823
Captain Creek	0	51
Captain Creek	1	265
Captains Mountain	0	5
Captains Mountain	1	61
Caravonica	0	446
Caravonica	1	1431
Carbine Creek	1	15
Carbrook	0	207
Carbrook	1	947
Cardstone	1	15
Cardwell	0	228
Cardwell	1	932
Carina (Qld)	0	2673
Carina (Qld)	1	7804
Carina Heights	0	1773
Carina Heights	1	4635
Carindale	0	4900
Carindale	1	10264
Carmila	0	27
Carmila	1	279
Carmoo	0	29
Carmoo	1	97
Carneys Creek	0	3
Carneys Creek	1	46
Carole Park	1	4
Caroline Crossing	1	10
Carpendale	0	12
Carpendale	1	105
Carpentaria	0	3
Carpentaria	1	11
Carrara	0	3201
Carrara	1	8093
Carrington (Qld)	0	28
Carrington (Qld)	1	144
Carruchan	0	31
Carruchan	1	197
Carseldine	0	2958
Carseldine	1	6101
Carstairs	0	7
Carstairs	1	112
Carters Ridge	0	75
Carters Ridge	1	354
Cashmere	0	1005
Cashmere	1	3795
Cassowary	0	17
Cassowary	1	85
Castaways Beach	0	145
Castaways Beach	1	453
Castle Creek (Qld)	1	27
Castle Hill (Qld)	0	176
Castle Hill (Qld)	1	718
Cattle Creek (North Burnett - Qld)	1	17
Cattle Creek (Toowoomba - Qld)	1	12
Causeway Lake	0	17
Causeway Lake	1	78
Cawarral	0	53
Cawarral	1	717
Cawdor (Qld)	0	35
Cawdor (Qld)	1	313
Cecil Plains	0	19
Cecil Plains	1	356
Cedar Creek (Gold Coast - Qld)	0	125
Cedar Creek (Gold Coast - Qld)	1	583
Cedar Creek (Moreton Bay - Qld)	0	127
Cedar Creek (Moreton Bay - Qld)	1	573
Cedar Grove	0	310
Cedar Grove	1	1598
Cedar Pocket	0	46
Cedar Pocket	1	269
Cedar Vale	0	394
Cedar Vale	1	2178
Cedarton	0	17
Cedarton	1	95
Cement Mills	1	7
Centenary Heights	0	833
Centenary Heights	1	4929
Ceratodus	1	19
Chahpingah	1	20
Chambers Flat	0	465
Chambers Flat	1	1697
Chances Plain	1	126
Chandler (Qld)	0	251
Chandler (Qld)	1	1109
Chapel Hill (Qld)	0	3274
Chapel Hill (Qld)	1	6472
Charlestown (Qld)	0	3
Charlestown (Qld)	1	60
Charleville	0	261
Charleville	1	2772
Charlton (Qld)	0	6
Charlton (Qld)	1	105
Charlwood	0	9
Charlwood	1	108
Charters Towers City	0	158
Charters Towers City	1	1703
Chatsworth (Qld)	0	134
Chatsworth (Qld)	1	861
Cheeseborough	1	8
Chelmer	0	666
Chelmer	1	2217
Chelmsford	0	7
Chelmsford	1	104
Chelona	0	7
Chelona	1	81
Cheltenham (Qld)	1	12
Cherbourg	0	5
Cherbourg	1	1247
Chermside	0	3040
Chermside	1	5367
Chermside West	0	1483
Chermside West	1	4667
Cherry Creek	0	4
Cherry Creek	1	38
Cherry Gully	1	8
Cherwell	1	8
Chevallum	0	69
Chevallum	1	342
Chewko	0	36
Chewko	1	130
Childers (Qld)	0	153
Childers (Qld)	1	1266
Chillagoe	0	13
Chillagoe	1	169
Chinchilla	0	508
Chinchilla	1	5285
Chinghee Creek	1	24
Chirnside	1	23
Chorregon	1	38
Christmas Creek	0	7
Christmas Creek	1	45
Churchable	0	44
Churchable	1	179
Churchill (Qld)	0	261
Churchill (Qld)	1	1450
Chuwar	0	342
Chuwar	1	1775
Cinnabar	0	6
Cinnabar	1	60
Clagiraba	0	142
Clagiraba	1	436
Clairview	0	15
Clairview	1	117
Clara Creek	1	43
Claraville	1	7
Clare (Qld)	0	25
Clare (Qld)	1	155
Clarendon (Qld)	0	32
Clarendon (Qld)	1	190
Clarke Creek	1	27
Clayfield	0	2718
Clayfield	1	7181
Clear Island Waters	0	1546
Clear Island Waters	1	2313
Clear Mountain	0	146
Clear Mountain	1	562
Clermont	0	200
Clermont	1	2416
Cleveland (Qld)	0	4312
Cleveland (Qld)	1	9575
Clifford	1	15
Clifton (Qld)	0	165
Clifton (Qld)	1	1136
Clifton Beach (Qld)	0	884
Clifton Beach (Qld)	1	2024
Clinton (Qld)	0	923
Clinton (Qld)	1	4664
Clintonvale	0	4
Clintonvale	1	67
Cloncurry	0	247
Cloncurry	1	2032
Clontarf (Moreton Bay - Qld)	0	1612
Clontarf (Moreton Bay - Qld)	1	6096
Clontarf (Toowoomba - Qld)	1	23
Closeburn	0	96
Closeburn	1	430
Cloyna	0	8
Cloyna	1	116
Cluden	0	40
Cluden	1	357
Clumber	0	5
Clumber	1	48
Coal Creek	0	3
Coal Creek	1	46
Coalbank	1	30
Coalfalls	0	106
Coalfalls	1	789
Coalstoun Lakes	0	6
Coalstoun Lakes	1	106
Cobbs Hill	1	22
Cobraball	0	3
Cobraball	1	59
Cockatoo (Qld)	1	32
Coconuts	0	18
Coconuts	1	181
Coen	0	9
Coen	1	348
Coes Creek	0	205
Coes Creek	1	1125
Coles Creek	0	3
Coles Creek	1	34
Colevale	1	17
Coleyville	0	16
Coleyville	1	149
Colinton (Qld)	0	3
Colinton (Qld)	1	65
Collaroy (Qld)	1	9
College View	0	6
College View	1	63
Collingwood Park (Qld)	0	1991
Collingwood Park (Qld)	1	4752
Collinsville (Qld)	0	99
Collinsville (Qld)	1	957
Colosseum	0	15
Colosseum	1	186
Columbia	1	89
Columboola	0	3
Columboola	1	56
Comet	0	47
Comet	1	370
Commissioners Flat	0	3
Commissioners Flat	1	27
Como (Qld)	0	3
Como (Qld)	1	39
Comoon Loop	0	8
Comoon Loop	1	42
Cona Creek	1	84
Condamine	0	40
Condamine	1	284
Condamine Farms	0	3
Condamine Farms	1	17
Condamine Plains	0	15
Condamine Plains	1	89
Condon	0	608
Condon	1	4828
Conondale	0	168
Conondale	1	605
Consuelo	1	27
Conway	0	25
Conway	1	151
Conway Beach	0	8
Conway Beach	1	67
Coochiemudlo Island	0	202
Coochiemudlo Island	1	504
Coochin	0	12
Coochin	1	80
Coochin Creek	0	12
Coochin Creek	1	56
Cooee Bay	0	116
Cooee Bay	1	728
Cooeeimbardi	1	7
Cooktown	0	342
Cooktown	1	1838
Coolabine	0	11
Coolabine	1	49
Coolabunia	0	5
Coolabunia	1	154
Cooladdi	1	16
Coolana	0	20
Coolana	1	141
Coolangatta (Qld)	0	1173
Coolangatta (Qld)	1	4002
Coolbie	0	7
Coolbie	1	100
Coolmunda	0	15
Coolmunda	1	111
Cooloola Cove	0	413
Cooloola Cove	1	1991
Cooloolabin	0	43
Cooloolabin	1	195
Coolum Beach	0	1423
Coolum Beach	1	6418
Coombabah	0	3203
Coombabah	1	6348
Coomera	0	3868
Coomera	1	8415
Coominglah	1	15
Coominya	0	128
Coominya	1	942
Coomoo	1	23
Coomrith	1	35
Coonambula	0	12
Coonambula	1	43
Coonarr	0	38
Coonarr	1	204
Coondoo	0	13
Coondoo	1	45
Coongoola	0	4
Coongoola	1	7
Coopers Plains	0	2558
Coopers Plains	1	2533
Coorada	1	6
Cooran	0	289
Cooran	1	1182
Cooranga	0	5
Cooranga	1	112
Cooroibah	0	398
Cooroibah	1	1512
Coorooman	0	3
Coorooman	1	73
Cooroy	0	565
Cooroy	1	2966
Cooroy Mountain	0	29
Cooroy Mountain	1	101
Coorparoo	0	3816
Coorparoo	1	11477
Coorumba	0	10
Coorumba	1	100
Coorumbene	1	8
Cootharaba	0	148
Cootharaba	1	600
Coowonga	0	24
Coowonga	1	188
Cooya Beach	0	86
Cooya Beach	1	383
Cooyar	0	37
Cooyar	1	175
Coppabella (Qld)	0	29
Coppabella (Qld)	1	211
Coquette Point	0	12
Coquette Point	1	44
Coral Cove	0	213
Coral Cove	1	1006
Coral Sea	0	25
Coral Sea	1	49
Coralie	1	6
Cordalba	0	53
Cordalba	1	355
Cordelia	0	23
Cordelia	1	158
Corella	1	72
Corfield	0	5
Corfield	1	149
Corinda	0	1079
Corinda	1	3710
Coringa	0	20
Coringa	1	51
Corndale (Qld)	0	3
Corndale (Qld)	1	39
Cornish Creek	1	10
Cornubia	0	1767
Cornubia	1	5207
Cornwall (Qld)	1	16
Cosgrove (Qld)	0	31
Cosgrove (Qld)	1	233
Cotswold Hills	0	73
Cotswold Hills	1	1163
Cottonvale (Qld)	0	23
Cottonvale (Qld)	1	107
Coulson	0	15
Coulson	1	171
Coverty	0	23
Coverty	1	122
Cow Bay	0	23
Cow Bay	1	131
Cowan Cowan	0	5
Cowan Cowan	1	16
Cowley	0	4
Cowley	1	72
Cowley Beach	0	9
Cowley Beach	1	50
Cowley Creek	1	13
Cracow	0	9
Cracow	1	74
Craiglie	0	238
Craiglie	1	517
Craignish	0	257
Craignish	1	1465
Cranbrook (Qld)	0	1089
Cranbrook (Qld)	1	4366
Cranley	0	144
Cranley	1	1172
Crawford	0	14
Crawford	1	119
Crediton	0	10
Crediton	1	62
Cremorne (Qld)	1	26
Cressbrook	0	13
Cressbrook	1	91
Cressbrook Creek	1	13
Crestmead	0	3248
Crestmead	1	7773
Crimea	1	14
Crinum	0	3
Crinum	1	52
Croftby	0	16
Croftby	1	97
Crohamhurst	0	33
Crohamhurst	1	176
Cromarty	1	21
Crossdale	0	9
Crossdale	1	48
Crossroads	0	12
Crossroads	1	91
Crowley Vale	0	4
Crowley Vale	1	67
Crownthorpe	1	36
Crows Nest (Qld)	0	226
Crows Nest (Qld)	1	1793
Croydon (Qld)	0	7
Croydon (Qld)	1	175
Cryna	0	14
Cryna	1	96
Crystal Brook (Qld)	0	9
Crystal Brook (Qld)	1	170
Crystal Creek (Qld)	1	7
Crystalbrook	0	3
Crystalbrook	1	5
Cullinane	0	88
Cullinane	1	382
Cungulla	0	21
Cungulla	1	252
Cunnamulla	0	31
Cunnamulla	1	1001
Cunningham (Qld)	0	10
Cunningham (Qld)	1	45
Curra	0	252
Curra	1	1408
Currajah	0	5
Currajah	1	52
Currajong	0	314
Currajong	1	2077
Curramore (Qld)	0	40
Curramore (Qld)	1	140
Currimundi	0	1160
Currimundi	1	5346
Currumbin	0	532
Currumbin	1	2170
Currumbin Valley	0	338
Currumbin Valley	1	1392
Currumbin Waters	0	1587
Currumbin Waters	1	7104
Curtis Island	0	145
Curtis Island	1	150
Cushnie	0	10
Cushnie	1	114
Cutella	0	4
Cutella	1	20
Cuttaburra	1	10
Cynthia	1	28
Cypress Gardens	0	14
Cypress Gardens	1	55
D'Aguilar	0	161
D'Aguilar	1	931
Dagun	0	15
Dagun	1	126
Daintree	0	21
Daintree	1	99
Daisy Hill (Qld)	0	2061
Daisy Hill (Qld)	1	4317
Dajarra	0	3
Dajarra	1	164
Dakabin	0	741
Dakabin	1	2530
Dakenba	0	10
Dakenba	1	95
Dalbeg	0	38
Dalbeg	1	36
Dalby	0	1046
Dalby	1	10659
Dalcouth	0	33
Dalcouth	1	126
Dalga	1	3
Dallarnil	0	18
Dallarnil	1	192
Dalma	0	3
Dalma	1	64
Dalrymple Creek	1	93
Dalrymple Heights	0	6
Dalrymple Heights	1	35
Dalveen	0	53
Dalveen	1	259
Dalwogon	1	31
Dalysford	0	9
Dalysford	1	89
Damascus	0	15
Damascus	1	76
Damper Creek	1	47
Danbulla	0	6
Danbulla	1	38
Danderoo	0	4
Danderoo	1	25
Dangore	0	9
Dangore	1	23
Daradgee	0	6
Daradgee	1	49
Dargal Road	0	14
Dargal Road	1	133
Darling Heights	0	1650
Darling Heights	1	3243
Darlington (Qld)	0	7
Darlington (Qld)	1	73
Darr Creek	1	11
Darra	0	1793
Darra	1	2093
Darts Creek	0	21
Darts Creek	1	124
Dauan Island	0	8
Dauan Island	1	174
Daveson	1	13
Dayboro	0	332
Dayboro	1	1641
Daymar	1	38
Deagon	0	667
Deagon	1	2751
Deception Bay	0	3813
Deception Bay	1	14277
Deebing Heights	0	159
Deebing Heights	1	1729
Deep Creek (Qld)	1	16
Deepwater (Qld)	0	21
Deepwater (Qld)	1	153
Deeragun	0	334
Deeragun	1	3536
Deeral	0	15
Deeral	1	117
Degarra	0	13
Degarra	1	47
Degilbo	0	23
Degilbo	1	143
Delan	0	54
Delan	1	214
Delaneys Creek	0	129
Delaneys Creek	1	834
Depot Hill	0	71
Depot Hill	1	848
Derri Derra	1	124
Derrymore	0	5
Derrymore	1	68
Deuchar	0	36
Deuchar	1	235
Devereux Creek	0	24
Devereux Creek	1	331
Devon Park (Qld)	1	32
Diamantina Lakes	1	22
Diamond Valley	0	82
Diamond Valley	1	361
Diamondvale	0	3
Diamondvale	1	38
Diamondy	1	40
Dicky Beach	0	331
Dicky Beach	1	1449
Didcot	0	5
Didcot	1	46
Diddillibah	0	249
Diddillibah	1	1017
Diglum	0	4
Diglum	1	27
Dimbulah	0	165
Dimbulah	1	779
Dingo	0	13
Dingo	1	248
Dingo Beach	0	14
Dingo Beach	1	125
Dingo Pocket	0	9
Dingo Pocket	1	80
Dinmore	0	154
Dinmore	1	615
Dirnbir	1	46
Dirranbandi	0	43
Dirranbandi	1	513
Dittmer	0	3
Dittmer	1	63
Diwan	0	34
Diwan	1	90
Dixalea	0	3
Dixalea	1	83
Dixie (Qld)	1	16
Djarawong	0	11
Djarawong	1	80
Djuan	0	5
Djuan	1	83
Doctor Creek	1	31
Dolphin Heads	0	86
Dolphin Heads	1	277
Donnybrook (Qld)	0	67
Donnybrook (Qld)	1	500
Doolandella	0	2196
Doolandella	1	2212
Doolbi	0	11
Doolbi	1	81
Doomadgee	0	23
Doomadgee	1	1359
Doonan	0	816
Doonan	1	2466
Doongul	0	8
Doongul	1	20
Dotswood	0	3
Dotswood	1	79
Doughboy	0	4
Doughboy	1	11
Douglas (Toowoomba - Qld)	0	12
Douglas (Toowoomba - Qld)	1	91
Douglas (Townsville - Qld)	0	1769
Douglas (Townsville - Qld)	1	5525
Downsfield	0	8
Downsfield	1	68
Dows Creek	0	8
Dows Creek	1	111
Draper	0	128
Draper	1	501
Drayton	0	197
Drayton	1	1358
Drewvale	0	1956
Drewvale	1	2364
Drillham	0	4
Drillham	1	110
Drillham South	1	60
Drinan	0	14
Drinan	1	134
Dromedary (Qld)	1	4
Drummondslope	1	44
Duaringa	0	16
Duaringa	1	234
Duchess	0	3
Duchess	1	17
Duckinwilla	1	14
Ducklo	0	9
Ducklo	1	270
Dugandan	0	61
Dugandan	1	494
Duingal	0	3
Duingal	1	48
Dulacca	0	12
Dulacca	1	160
Dulong	0	92
Dulong	1	420
Dululu	0	4
Dululu	1	98
Dumbleton	0	17
Dumbleton	1	193
Dumgree	0	3
Dumgree	1	50
Dumpy Creek	1	6
Dundas (Qld)	0	11
Dundas (Qld)	1	62
Dundathu	0	21
Dundathu	1	203
Dundowran	0	156
Dundowran	1	698
Dundowran Beach	0	428
Dundowran Beach	1	1563
Dunk	0	5
Dunk	1	9
Dunkeld (Qld)	1	38
Dunmora	0	14
Dunmora	1	187
Dunmore (Qld)	0	3
Dunmore (Qld)	1	20
Dunnrock	0	4
Dunnrock	1	56
Dunrobin (Qld)	1	14
Dunwich	0	60
Dunwich	1	730
Durack (Qld)	0	3177
Durack (Qld)	1	3707
Durah	1	6
Durham	0	5
Durham	1	24
Durham Downs	0	3
Durham Downs	1	31
Durong	0	16
Durong	1	189
Dutton Park	0	695
Dutton Park	1	1182
Dutton River	1	26
Dykehead	1	8
Dynevor	0	4
Dynevor	1	18
Dysart (Qld)	0	271
Dysart (Qld)	1	2056
Eagleby	0	3538
Eagleby	1	8717
Earlville	0	796
Earlville	1	2831
East Barron	0	31
East Barron	1	197
East Brisbane	0	1727
East Brisbane	1	3749
East Cooyar	0	3
East Cooyar	1	24
East Deep Creek	0	78
East Deep Creek	1	528
East End	1	61
East Feluga	0	46
East Feluga	1	183
East Greenmount	0	21
East Greenmount	1	303
East Haldon	1	26
East Innisfail	0	255
East Innisfail	1	1408
East Ipswich	0	283
East Ipswich	1	1940
East Mackay	0	471
East Mackay	1	2800
East Nanango	0	39
East Nanango	1	187
East Palmerston	0	20
East Palmerston	1	140
East Russell	0	13
East Russell	1	46
East Toowoomba	0	657
East Toowoomba	1	4189
East Trinity	0	25
East Trinity	1	149
Eastern Heights	0	385
Eastern Heights	1	3068
Eaton (Qld)	0	3
Eaton (Qld)	1	38
Eatons Hill	0	1538
Eatons Hill	1	6192
Ebbw Vale	0	90
Ebbw Vale	1	399
Ebenezer (Qld)	0	31
Ebenezer (Qld)	1	249
Edens Landing	0	1276
Edens Landing	1	3533
Edge Hill	0	940
Edge Hill	1	2720
Edmonton	0	1462
Edmonton	1	8461
Eerwah Vale	0	107
Eerwah Vale	1	436
Egypt	1	3
Eidsvold	0	31
Eidsvold	1	449
Eidsvold East	1	14
Eidsvold West	1	56
Eight Mile Plains	0	8070
Eight Mile Plains	1	6640
Eimeo	0	493
Eimeo	1	2552
Einasleigh	0	8
Einasleigh	1	69
El Arish	0	29
El Arish	1	278
Elaman Creek	0	9
Elaman Creek	1	47
Elanora	0	2309
Elanora	1	9129
Elbow Valley	0	18
Elbow Valley	1	77
Electra	0	12
Electra	1	91
Elgin (Qld)	1	29
Elgin Vale	1	11
Eli Waters	0	642
Eli Waters	1	2461
Elimbah	0	509
Elimbah	1	3192
Ellangowan (Qld)	0	11
Ellangowan (Qld)	1	102
Ellen Grove	0	1077
Ellen Grove	1	1538
Ellerbeck	0	11
Ellerbeck	1	177
Ellesmere	0	35
Ellesmere	1	278
Ellinjaa	0	8
Ellinjaa	1	19
Ellinthorp	0	3
Ellinthorp	1	13
Elliott (Qld)	0	22
Elliott (Qld)	1	106
Elliott Heads	0	140
Elliott Heads	1	838
Ellis Beach	1	13
Elphinstone (Isaac - Qld)	1	3
Elphinstone (Toowoomba - Qld)	0	5
Elphinstone (Toowoomba - Qld)	1	57
Emerald (Qld)	0	1864
Emerald (Qld)	1	10666
Emu Creek (Qld)	0	4
Emu Creek (Qld)	1	71
Emu Park	0	216
Emu Park	1	1732
Emu Vale	0	12
Emu Vale	1	159
England Creek	0	3
England Creek	1	24
Enoggera	0	860
Enoggera	1	4036
Enoggera Reservoir	0	5
Enoggera Reservoir	1	21
Epsom (Qld)	1	12
Erakala	0	38
Erakala	1	475
Ernestina	1	16
Eromanga	0	16
Eromanga	1	101
Erub Island	0	8
Erub Island	1	310
Esk (Qld)	0	269
Esk (Qld)	1	1303
Eskdale (Qld)	0	3
Eskdale (Qld)	1	27
Esmeralda	1	11
Etna Creek	0	49
Etna Creek	1	702
Eton	0	22
Eton	1	574
Etty Bay	0	35
Etty Bay	1	344
Eubenangee	0	34
Eubenangee	1	186
Eudlo	0	212
Eudlo	1	818
Eukey	0	14
Eukey	1	99
Euleilah	0	30
Euleilah	1	131
Eulo	0	7
Eulo	1	83
Eumamurrin	1	76
Eumundi	0	456
Eumundi	1	1637
Eungella (Qld)	0	16
Eungella (Qld)	1	142
Eungella Dam	1	10
Eungella Hinterland	1	3
Euramo	0	17
Euramo	1	118
Eureka (Qld)	0	20
Eureka (Qld)	1	135
Eurella	1	10
Eurimbula	1	4
Eurombah	0	4
Eurombah	1	61
Eurong	0	7
Eurong	1	28
Euthulla	0	3
Euthulla	1	321
Evans Landing	0	5
Evans Landing	1	41
Evanslea	1	31
Evelyn	0	25
Evelyn	1	157
Evergreen	1	40
Everton Hills	0	989
Everton Hills	1	4755
Everton Park	0	1782
Everton Park	1	6709
Fairdale	0	3
Fairdale	1	29
Fairfield (Qld)	0	815
Fairfield (Qld)	1	2018
Fairney View	0	31
Fairney View	1	191
Fairy Bower	0	3
Fairy Bower	1	88
Fairyland	0	4
Fairyland	1	57
Fairymead	0	4
Fairymead	1	31
Farleigh	0	51
Farleigh	1	675
Farnborough	0	62
Farnborough	1	380
Farnsfield	0	13
Farnsfield	1	100
Fassifern (Qld)	0	7
Fassifern (Qld)	1	17
Fassifern Valley	1	86
Federal (Qld)	0	32
Federal (Qld)	1	250
Felton	0	17
Felton	1	237
Felton South	1	58
Feluga	0	18
Feluga	1	218
Ferney	0	6
Ferney	1	71
Fernvale (Qld)	0	349
Fernvale (Qld)	1	2559
Ferny Glen	0	11
Ferny Glen	1	62
Ferny Grove	0	1135
Ferny Grove	1	4370
Ferny Hills	0	1318
Ferny Hills	1	7147
Ficks Crossing	1	32
Fielding	1	4
Fifteen Mile	0	3
