SSC_NAME16	ModeTravelToWork	NumberModes	employed_persons
Willow Grove	Walked only	1	10
Willowmavin	Car as driver	1	88
Willowmavin	Train	1	5
Willowmavin	Walked only	1	3
Willowvale (Vic.)	Car as driver	1	4
Willung	Car as driver	1	22
Willung	Car as passenger	1	3
Willung South			4
Willung South	(Other)	1	3
Willung South	Car as driver	1	36
Wilsons Hill	Car as driver	1	20
Wilsons Hill	Truck	1	3
Wilsons Promontory	Car as driver	1	5
Wilsons Promontory	Walked only	1	3
Wimbledon Heights	Car as driver	1	124
Wimbledon Heights	Car as passenger	1	13
Wimbledon Heights	Motorbike scooter	1	3
Winchelsea			12
Winchelsea	(Other)	1	3
Winchelsea	Bicycle	1	3
Winchelsea	Bus	1	9
Winchelsea	Car as driver	1	526
Winchelsea	Car as passenger	1	24
Winchelsea	Other two methods	2	3
Winchelsea	Truck	1	6
Winchelsea	Walked only	1	31
Winchelsea South			5
Winchelsea South	Car as driver	1	42
Winchelsea South	Car as passenger	1	4
Winchelsea South	Walked only	1	3
Windermere (Vic.)	Car as driver	1	28
Windermere (Vic.)	Car as passenger	1	3
Windermere (Vic.)	Walked only	1	9
Windsor (Vic.)			34
Windsor (Vic.)	(Other)	1	25
Windsor (Vic.)	Bicycle	1	197
Windsor (Vic.)	Bus	1	27
Windsor (Vic.)	Bus and two other methods excludes train	3	3
Windsor (Vic.)	Car as driver	1	1610
Windsor (Vic.)	Car as passenger	1	91
Windsor (Vic.)	Motorbike scooter	1	24
Windsor (Vic.)	Other three methods	3	3
Windsor (Vic.)	Other two methods	2	39
Windsor (Vic.)	Taxi	1	9
Windsor (Vic.)	Train	1	682
Windsor (Vic.)	Train and two other methods	3	44
Windsor (Vic.)	Tram includes light rail	1	444
Windsor (Vic.)	Truck	1	5
Windsor (Vic.)	Walked only	1	450
Wingeel	Car as driver	1	13
Winjallok	Car as driver	1	4
Winnambool	(Other)	1	3
Winnambool	Car as driver	1	3
Winnap	Car as driver	1	7
Winnindoo	Car as driver	1	18
Winnindoo	Walked only	1	8
Winslow	Car as driver	1	143
Winslow	Car as passenger	1	7
Winslow	Truck	1	4
Winslow	Walked only	1	8
Winton (Vic.)	Car as driver	1	39
Winton (Vic.)	Car as passenger	1	3
Winton North	Car as driver	1	3
Wiseleigh	Car as driver	1	40
Wiseleigh	Truck	1	3
Wiseleigh	Walked only	1	3
Wodonga			78
Wodonga	(Other)	1	43
Wodonga	Bicycle	1	77
Wodonga	Bus	1	48
Wodonga	Car as driver	1	6223
Wodonga	Car as passenger	1	473
Wodonga	Motorbike scooter	1	28
Wodonga	Other three methods	3	3
Wodonga	Other two methods	2	60
Wodonga	Taxi	1	16
Wodonga	Train	1	10
Wodonga	Train and two other methods	3	3
Wodonga	Truck	1	53
Wodonga	Walked only	1	209
Wollert			62
Wollert	(Other)	1	20
Wollert	Bicycle	1	3
Wollert	Bus	1	35
Wollert	Car as driver	1	2799
Wollert	Car as passenger	1	148
Wollert	Motorbike scooter	1	4
Wollert	Other three methods	3	3
Wollert	Other two methods	2	12
Wollert	Taxi	1	32
Wollert	Train	1	231
Wollert	Train and two other methods	3	66
Wollert	Tram includes light rail	1	3
Wollert	Truck	1	36
Wollert	Walked only	1	18
Wombat Creek (Vic.)	Car as driver	1	15
Wombelano	Car as driver	1	8
Wombelano	Other three methods	3	3
Won Wron	Car as driver	1	65
Won Wron	Car as passenger	1	3
Won Wron	Motorbike scooter	1	7
Wonga	Car as driver	1	9
Wonga Park			16
Wonga Park	(Other)	1	9
Wonga Park	Bicycle	1	4
Wonga Park	Bus	1	3
Wonga Park	Car as driver	1	1461
Wonga Park	Car as passenger	1	76
Wonga Park	Motorbike scooter	1	3
Wonga Park	Other two methods	2	17
Wonga Park	Train	1	62
Wonga Park	Train and two other methods	3	6
Wonga Park	Truck	1	24
Wonga Park	Walked only	1	20
Wongarra	Car as driver	1	11
Wonthaggi			35
Wonthaggi	(Other)	1	9
Wonthaggi	Bicycle	1	22
Wonthaggi	Bus	1	7
Wonthaggi	Car as driver	1	1041
Wonthaggi	Car as passenger	1	84
Wonthaggi	Motorbike scooter	1	3
Wonthaggi	Other two methods	2	3
Wonthaggi	Taxi	1	3
Wonthaggi	Train	1	3
Wonthaggi	Truck	1	15
Wonthaggi	Walked only	1	103
Wonwondah	Car as driver	1	35
Wonwondah	Walked only	1	3
Wonyip	Car as driver	1	8
Wood Wood	Car as driver	1	9
Wood Wood	Car as passenger	1	3
Wood Wood	Walked only	1	3
Woodend (Vic.)			35
Woodend (Vic.)	(Other)	1	12
Woodend (Vic.)	Bicycle	1	14
Woodend (Vic.)	Bus	1	12
Woodend (Vic.)	Car as driver	1	1551
Woodend (Vic.)	Car as passenger	1	79
Woodend (Vic.)	Motorbike scooter	1	5
Woodend (Vic.)	Other two methods	2	9
Woodend (Vic.)	Taxi	1	3
Woodend (Vic.)	Train	1	205
Woodend (Vic.)	Train and two other methods	3	32
Woodend (Vic.)	Truck	1	16
Woodend (Vic.)	Walked only	1	56
Woodend North			3
Woodend North	Car as driver	1	80
Woodend North	Car as passenger	1	7
Woodend North	Train	1	4
Woodend North	Walked only	1	3
Woodfield	Car as driver	1	14
Woodford (Vic.)			4
Woodford (Vic.)	Car as driver	1	120
Woodford (Vic.)	Car as passenger	1	8
Woodford (Vic.)	Truck	1	3
Woodford (Vic.)	Walked only	1	4
Woodglen	Car as driver	1	16
Woodglen	Car as passenger	1	3
Woodhouse	(Other)	1	3
Woodhouse	Car as driver	1	4
Woodhouse	Walked only	1	11
Woodleigh (Vic.)	Car as driver	1	27
Woodleigh (Vic.)	Car as passenger	1	3
Woods Point (Vic.)	Car as driver	1	9
Woods Point (Vic.)	Walked only	1	3
Woodside (Vic.)			3
Woodside (Vic.)	Car as driver	1	95
Woodside (Vic.)	Motorbike scooter	1	3
Woodside (Vic.)	Truck	1	3
Woodside (Vic.)	Walked only	1	5
Woodside Beach	Car as driver	1	19
Woodstock (Vic.)	Car as driver	1	49
Woodstock (Vic.)	Car as passenger	1	3
Woodstock On Loddon	Car as driver	1	10
Woodstock West	Car as driver	1	8
Woodstock West	Walked only	1	3
Woodvale (Vic.)	Car as driver	1	148
Woodvale (Vic.)	Car as passenger	1	3
Wool Wool	Car as driver	1	8
Woolamai			3
Woolamai	Car as driver	1	62
Woolamai	Car as passenger	1	4
Woolenook	Car as driver	1	3
Woolsthorpe	(Other)	1	3
Woolsthorpe	Car as driver	1	124
Woolsthorpe	Car as passenger	1	7
Woolsthorpe	Other two methods	2	4
Woolsthorpe	Truck	1	3
Woolsthorpe	Walked only	1	11
Woomelang	Car as driver	1	36
Woomelang	Walked only	1	5
Wooragee	(Other)	1	5
Wooragee	Bus	1	4
Wooragee	Car as driver	1	102
Wooragee	Car as passenger	1	3
Wooragee	Truck	1	4
Wooragee	Walked only	1	5
Woorarra East	Car as driver	1	18
Woorarra West	Car as driver	1	10
Wooreen	Car as driver	1	20
Woori Yallock			20
Woori Yallock	(Other)	1	5
Woori Yallock	Bicycle	1	4
Woori Yallock	Bus	1	12
Woori Yallock	Car as driver	1	1029
Woori Yallock	Car as passenger	1	54
Woori Yallock	Motorbike scooter	1	3
Woori Yallock	Other two methods	2	10
Woori Yallock	Taxi	1	4
Woori Yallock	Train	1	13
Woori Yallock	Train and two other methods	3	7
Woori Yallock	Truck	1	12
Woori Yallock	Walked only	1	24
Woorinen			5
Woorinen	Car as driver	1	71
Woorinen	Car as passenger	1	6
Woorinen	Other two methods	2	3
Woorinen	Walked only	1	17
Woorinen North	Car as driver	1	24
Woorinen North	Car as passenger	1	3
Woorinen South			8
Woorinen South	Car as driver	1	122
Woorinen South	Car as passenger	1	11
Woorinen South	Walked only	1	6
Woorndoo	Car as driver	1	39
Woorndoo	Truck	1	3
Woorndoo	Walked only	1	10
Wooroonook	Car as driver	1	6
Woosang	Car as driver	1	5
Wootong Vale	Car as driver	1	7
Wuk Wuk	Car as driver	1	23
Wuk Wuk	Car as passenger	1	3
Wuk Wuk	Walked only	1	3
Wulgulmerang	Car as driver	1	3
Wunghnu			3
Wunghnu	Car as driver	1	106
Wunghnu	Car as passenger	1	6
Wunghnu	Walked only	1	5
Wurdiboluc	Car as driver	1	55
Wurdiboluc	Car as passenger	1	3
Wurruk			8
Wurruk	(Other)	1	3
Wurruk	Bicycle	1	4
Wurruk	Bus	1	3
Wurruk	Car as driver	1	343
Wurruk	Car as passenger	1	27
Wurruk	Taxi	1	3
Wurruk	Truck	1	6
Wurruk	Walked only	1	10
Wy Yung			4
Wy Yung	Bicycle	1	3
Wy Yung	Bus	1	6
Wy Yung	Car as driver	1	516
Wy Yung	Car as passenger	1	37
Wy Yung	Motorbike scooter	1	3
Wy Yung	Other two methods	2	4
Wy Yung	Truck	1	8
Wy Yung	Walked only	1	8
Wycheproof			3
Wycheproof	(Other)	1	3
Wycheproof	Bicycle	1	3
Wycheproof	Car as driver	1	127
Wycheproof	Car as passenger	1	6
Wycheproof	Truck	1	4
Wycheproof	Walked only	1	47
Wycheproof South	Car as driver	1	4
Wychitella	Car as driver	1	7
Wychitella	Walked only	1	3
Wye River	Car as driver	1	9
Wye River	Walked only	1	10
Wyelangta	Car as driver	1	9
Wyelangta	Walked only	1	3
Wyndham Vale			89
Wyndham Vale	(Other)	1	51
Wyndham Vale	Bicycle	1	12
Wyndham Vale	Bus	1	92
Wyndham Vale	Car as driver	1	6666
Wyndham Vale	Car as passenger	1	450
Wyndham Vale	Motorbike scooter	1	30
Wyndham Vale	Other two methods	2	62
Wyndham Vale	Taxi	1	21
Wyndham Vale	Train	1	946
Wyndham Vale	Train and two other methods	3	191
Wyndham Vale	Tram includes light rail	1	3
Wyndham Vale	Truck	1	50
Wyndham Vale	Walked only	1	77
Wyuna (Vic.)			5
Wyuna (Vic.)	Car as driver	1	70
Wyuna (Vic.)	Car as passenger	1	3
Wyuna (Vic.)	Motorbike scooter	1	3
Wyuna (Vic.)	Walked only	1	8
Wyuna East	Car as driver	1	29
Wyuna East	Car as passenger	1	3
Wyuna East	Motorbike scooter	1	3
Wyuna East	Walked only	1	4
Yaapeet	Car as driver	1	26
Yaapeet	Car as passenger	1	3
Yabba North	Car as driver	1	33
Yabba North	Car as passenger	1	3
Yabba South	Car as driver	1	8
Yackandandah			9
Yackandandah	(Other)	1	6
Yackandandah	Bus	1	5
Yackandandah	Car as driver	1	573
Yackandandah	Car as passenger	1	30
Yackandandah	Motorbike scooter	1	3
Yackandandah	Other two methods	2	3
Yackandandah	Truck	1	12
Yackandandah	Walked only	1	39
Yalca			4
Yalca	Car as driver	1	51
Yalca	Motorbike scooter	1	4
Yalca	Walked only	1	5
Yalla-Y-Poora	Car as driver	1	3
Yallambie			17
Yallambie	(Other)	1	17
Yallambie	Bicycle	1	17
Yallambie	Bus	1	20
Yallambie	Bus and two other methods excludes train	3	3
Yallambie	Car as driver	1	1284
Yallambie	Car as passenger	1	75
Yallambie	Motorbike scooter	1	9
Yallambie	Other two methods	2	8
Yallambie	Train	1	145
Yallambie	Train and two other methods	3	21
Yallambie	Truck	1	9
Yallambie	Walked only	1	203
Yallourn			3
Yallourn	Car as driver	1	58
Yallourn North			5
Yallourn North	Bus	1	3
Yallourn North	Car as driver	1	439
Yallourn North	Car as passenger	1	23
Yallourn North	Other two methods	2	4
Yallourn North	Truck	1	3
Yallourn North	Walked only	1	9
Yambuk			3
Yambuk	(Other)	1	4
Yambuk	Car as driver	1	81
Yambuk	Car as passenger	1	3
Yambuk	Motorbike scooter	1	3
Yambuk	Walked only	1	3
Yambuna	Car as driver	1	21
Yambuna	Motorbike scooter	1	7
Yan Yean	Car as driver	1	88
Yan Yean	Car as passenger	1	4
Yan Yean	Truck	1	3
Yan Yean	Walked only	1	5
Yanac	(Other)	1	3
Yanac	Car as driver	1	15
Yanac	Walked only	1	5
Yanakie	(Other)	1	4
Yanakie	Car as driver	1	51
Yanakie	Car as passenger	1	10
Yanakie	Motorbike scooter	1	4
Yanakie	Walked only	1	11
Yando	Car as driver	1	10
Yando	Walked only	1	3
Yandoit	Car as driver	1	38
Yandoit	Car as passenger	1	3
Yandoit Hills	Car as driver	1	10
Yangery	Car as driver	1	45
Yangery	Car as passenger	1	3
Yannathan	Car as driver	1	72
Yannathan	Car as passenger	1	10
Yannathan	Motorbike scooter	1	3
Yannathan	Truck	1	3
Yannathan	Walked only	1	6
Yapeen			3
Yapeen	(Other)	1	3
Yapeen	Bicycle	1	4
Yapeen	Car as driver	1	64
Yapeen	Car as passenger	1	7
Yarck	Car as driver	1	44
Yarck	Other two methods	2	5
Yarck	Walked only	1	4
Yarpturk	Car as driver	1	24
Yarra Glen			25
Yarra Glen	(Other)	1	3
Yarra Glen	Bus	1	15
Yarra Glen	Car as driver	1	982
Yarra Glen	Car as passenger	1	44
Yarra Glen	Motorbike scooter	1	3
Yarra Glen	Other two methods	2	3
Yarra Glen	Train	1	14
Yarra Glen	Train and two other methods	3	9
Yarra Glen	Truck	1	24
Yarra Glen	Walked only	1	24
Yarra Junction			12
Yarra Junction	(Other)	1	6
Yarra Junction	Bicycle	1	5
Yarra Junction	Bus	1	11
Yarra Junction	Car as driver	1	737
Yarra Junction	Car as passenger	1	30
Yarra Junction	Motorbike scooter	1	3
Yarra Junction	Other two methods	2	9
Yarra Junction	Train	1	5
Yarra Junction	Truck	1	18
Yarra Junction	Walked only	1	25
Yarraberb	Car as driver	1	6
Yarragon			19
Yarragon	(Other)	1	3
Yarragon	Car as driver	1	487
Yarragon	Car as passenger	1	19
Yarragon	Other two methods	2	7
Yarragon	Train	1	14
Yarragon	Train and two other methods	3	3
Yarragon	Truck	1	9
Yarragon	Walked only	1	21
Yarragon South	(Other)	1	3
Yarragon South	Car as driver	1	57
Yarragon South	Walked only	1	3
Yarram			10
Yarram	(Other)	1	7
Yarram	Bicycle	1	16
Yarram	Car as driver	1	469
Yarram	Car as passenger	1	41
Yarram	Motorbike scooter	1	9
Yarram	Truck	1	3
Yarram	Walked only	1	77
Yarrambat			16
Yarrambat	(Other)	1	4
Yarrambat	Car as driver	1	573
Yarrambat	Car as passenger	1	39
Yarrambat	Other two methods	2	3
Yarrambat	Train	1	19
Yarrambat	Truck	1	27
Yarrambat	Walked only	1	16
Yarraville			26
Yarraville	(Other)	1	40
Yarraville	Bicycle	1	250
Yarraville	Bus	1	55
Yarraville	Car as driver	1	4008
Yarraville	Car as passenger	1	250
Yarraville	Ferry	1	3
Yarraville	Motorbike scooter	1	62
Yarraville	Other three methods	3	10
Yarraville	Other two methods	2	55
Yarraville	Taxi	1	23
Yarraville	Train	1	1502
Yarraville	Train and two other methods	3	72
Yarraville	Tram includes light rail	1	9
Yarraville	Truck	1	18
Yarraville	Walked only	1	243
Yarrawalla			3
Yarrawalla	Car as driver	1	16
Yarrawalla	Car as passenger	1	3
Yarrawalla	Truck	1	3
Yarrawalla	Walked only	1	4
Yarrawonga (Vic.)			38
Yarrawonga (Vic.)	(Other)	1	15
Yarrawonga (Vic.)	Bicycle	1	39
Yarrawonga (Vic.)	Car as driver	1	1931
Yarrawonga (Vic.)	Car as passenger	1	133
Yarrawonga (Vic.)	Ferry	1	3
Yarrawonga (Vic.)	Motorbike scooter	1	3
Yarrawonga (Vic.)	Other two methods	2	12
Yarrawonga (Vic.)	Truck	1	24
Yarrawonga (Vic.)	Walked only	1	108
Yarrawonga South	Car as driver	1	3
Yarroweyah	(Other)	1	3
Yarroweyah	Car as driver	1	155
Yarroweyah	Car as passenger	1	13
Yarroweyah	Motorbike scooter	1	3
Yarroweyah	Truck	1	10
Yarroweyah	Walked only	1	15
Yatchaw	Car as driver	1	7
Yea			10
Yea	(Other)	1	6
Yea	Bicycle	1	3
Yea	Car as driver	1	390
Yea	Car as passenger	1	23
Yea	Other two methods	2	4
Yea	Truck	1	5
Yea	Walked only	1	39
Yellingbo			19
Yellingbo	(Other)	1	3
Yellingbo	Car as driver	1	177
Yellingbo	Car as passenger	1	9
Yellingbo	Train	1	4
Yellingbo	Truck	1	3
Yellingbo	Walked only	1	9
Yelta (Vic.)	Bus	1	3
Yelta (Vic.)	Car as driver	1	96
Yelta (Vic.)	Car as passenger	1	5
Yendon			3
Yendon	Car as driver	1	91
Yendon	Car as passenger	1	3
Yendon	Other two methods	2	4
Yendon	Train	1	3
Yendon	Walked only	1	3
Yeo	Car as driver	1	48
Yeo	Motorbike scooter	1	3
Yeo	Walked only	1	6
Yeodene	Car as driver	1	39
Yering	Car as driver	1	41
Yering	Car as passenger	1	5
Yering	Walked only	1	4
Yeungroon	Car as driver	1	4
Yeungroon	Walked only	1	7
Yeungroon East	Car as driver	1	4
Yielima	Car as driver	1	24
Yielima	Walked only	1	4
Yinnar			3
Yinnar	Car as driver	1	284
Yinnar	Car as passenger	1	14
Yinnar	Other two methods	2	8
Yinnar	Truck	1	8
Yinnar	Walked only	1	10
Yinnar South			11
Yinnar South	Bicycle	1	3
Yinnar South	Bus	1	3
Yinnar South	Car as driver	1	249
Yinnar South	Car as passenger	1	15
Yinnar South	Motorbike scooter	1	3
Yinnar South	Other two methods	2	3
Yinnar South	Walked only	1	10
Youanmite	Car as driver	1	8
Youarang	Car as driver	1	11
Yulecart	Car as driver	1	48
Yundool	Car as driver	1	16
Yuroke	Bus	1	3
Yuroke	Car as driver	1	33
Yuroke	Walked only	1	3
Yuulong	Car as driver	1	13
Zeerust	(Other)	1	3
Zeerust	Car as driver	1	58
Zeerust	Car as passenger	1	5
Zeerust	Walked only	1	7
No usual address (Vic.)			33
No usual address (Vic.)	(Other)	1	50
No usual address (Vic.)	Bicycle	1	19
No usual address (Vic.)	Bus	1	42
No usual address (Vic.)	Car as driver	1	859
No usual address (Vic.)	Car as passenger	1	126
No usual address (Vic.)	Motorbike scooter	1	14
No usual address (Vic.)	Other two methods	2	14
No usual address (Vic.)	Taxi	1	10
No usual address (Vic.)	Train	1	101
No usual address (Vic.)	Train and two other methods	3	21
No usual address (Vic.)	Tram includes light rail	1	85
No usual address (Vic.)	Truck	1	17
No usual address (Vic.)	Walked only	1	227
Migratory - Offshore - Shipping (Vic.)	(Other)	1	9
Migratory - Offshore - Shipping (Vic.)	Other two methods	2	3
Abbeywood	Car as driver	1	6
Abercorn	Car as driver	1	9
Abergowrie			3
Abergowrie	(Other)	1	13
Abergowrie	Bicycle	1	3
Abergowrie	Car as driver	1	103
Abergowrie	Car as passenger	1	7
Abergowrie	Motorbike scooter	1	3
Abergowrie	Truck	1	6
Abergowrie	Walked only	1	10
Abington (Qld)			3
Abington (Qld)	Car as driver	1	19
Abington (Qld)	Car as passenger	1	3
Acacia Ridge			28
Acacia Ridge	(Other)	1	14
Acacia Ridge	Bicycle	1	23
Acacia Ridge	Bus	1	136
Acacia Ridge	Bus and two other methods excludes train	3	3
Acacia Ridge	Car as driver	1	1768
Acacia Ridge	Car as passenger	1	213
Acacia Ridge	Motorbike scooter	1	30
Acacia Ridge	Other two methods	2	31
Acacia Ridge	Taxi	1	10
Acacia Ridge	Train	1	65
Acacia Ridge	Train and two other methods	3	14
Acacia Ridge	Truck	1	32
Acacia Ridge	Walked only	1	65
Acland	Car as driver	1	5
Adare			7
Adare	(Other)	1	4
Adare	Car as driver	1	245
Adare	Car as passenger	1	18
Adare	Motorbike scooter	1	5
Adare	Other two methods	2	3
Adare	Truck	1	15
Adare	Walked only	1	11
Adavale			4
Adavale	Car as driver	1	15
Adavale	Walked only	1	5
Adelaide Park			6
Adelaide Park	Car as driver	1	112
Adelaide Park	Car as passenger	1	15
Adelaide Park	Truck	1	10
Adelaide Park	Walked only	1	9
Advancetown			5
Advancetown	(Other)	1	4
Advancetown	Car as driver	1	165
Advancetown	Car as passenger	1	6
Advancetown	Other two methods	2	3
Advancetown	Truck	1	3
Advancetown	Walked only	1	3
Aeroglen	(Other)	1	3
Aeroglen	Bicycle	1	7
Aeroglen	Bus	1	4
Aeroglen	Car as driver	1	142
Aeroglen	Car as passenger	1	12
Aeroglen	Other two methods	2	3
Aeroglen	Walked only	1	3
Agnes Water			6
Agnes Water	(Other)	1	25
Agnes Water	Bicycle	1	10
Agnes Water	Bus	1	16
Agnes Water	Car as driver	1	490
Agnes Water	Car as passenger	1	41
Agnes Water	Motorbike scooter	1	3
Agnes Water	Other two methods	2	14
Agnes Water	Taxi	1	3
Agnes Water	Truck	1	9
Agnes Water	Walked only	1	57
Airdmillan	Car as driver	1	34
Airdmillan	Motorbike scooter	1	3
Airdmillan	Truck	1	4
Airdmillan	Walked only	1	8
Airlie Beach			11
Airlie Beach	(Other)	1	17
Airlie Beach	Bicycle	1	12
Airlie Beach	Bus	1	16
Airlie Beach	Bus and two other methods excludes train	3	5
Airlie Beach	Car as driver	1	273
Airlie Beach	Car as passenger	1	30
Airlie Beach	Ferry	1	6
Airlie Beach	Motorbike scooter	1	8
Airlie Beach	Other two methods	2	3
Airlie Beach	Taxi	1	5
Airlie Beach	Train	1	4
Airlie Beach	Walked only	1	164
Airville			5
Airville	Car as driver	1	114
Airville	Car as passenger	1	4
Airville	Motorbike scooter	1	3
Airville	Truck	1	3
Airville	Walked only	1	11
Aitkenvale			21
Aitkenvale	(Other)	1	15
Aitkenvale	Bicycle	1	57
Aitkenvale	Bus	1	34
Aitkenvale	Car as driver	1	1338
Aitkenvale	Car as passenger	1	135
Aitkenvale	Motorbike scooter	1	34
Aitkenvale	Other two methods	2	16
Aitkenvale	Taxi	1	13
Aitkenvale	Truck	1	9
Aitkenvale	Walked only	1	63
Alabama Hill	Car as driver	1	43
Alabama Hill	Car as passenger	1	3
Alabama Hill	Walked only	1	3
Albany Creek			45
Albany Creek	(Other)	1	51
Albany Creek	Bicycle	1	31
Albany Creek	Bus	1	271
Albany Creek	Car as driver	1	5504
Albany Creek	Car as passenger	1	366
Albany Creek	Motorbike scooter	1	89
Albany Creek	Other three methods	3	3
Albany Creek	Other two methods	2	43
Albany Creek	Taxi	1	8
Albany Creek	Train	1	158
Albany Creek	Train and two other methods	3	24
Albany Creek	Truck	1	59
Albany Creek	Walked only	1	99
Alberta	Car as driver	1	7
Alberta	Motorbike scooter	1	3
Alberta	Walked only	1	3
Alberton (Qld)	(Other)	1	4
Alberton (Qld)	Car as driver	1	189
Alberton (Qld)	Car as passenger	1	11
Alberton (Qld)	Truck	1	12
Alberton (Qld)	Walked only	1	27
Albinia	Car as driver	1	28
Albinia	Car as passenger	1	4
Albinia	Walked only	1	9
Albion (Brisbane - Qld)			6
Albion (Brisbane - Qld)	(Other)	1	11
Albion (Brisbane - Qld)	Bicycle	1	34
Albion (Brisbane - Qld)	Bus	1	74
Albion (Brisbane - Qld)	Car as driver	1	628
Albion (Brisbane - Qld)	Car as passenger	1	39
Albion (Brisbane - Qld)	Motorbike scooter	1	20
Albion (Brisbane - Qld)	Other two methods	2	5
Albion (Brisbane - Qld)	Taxi	1	9
Albion (Brisbane - Qld)	Train	1	240
Albion (Brisbane - Qld)	Train and two other methods	3	9
Albion (Brisbane - Qld)	Truck	1	3
Albion (Brisbane - Qld)	Walked only	1	78
Alderley			19
Alderley	(Other)	1	18
Alderley	Bicycle	1	65
Alderley	Bus	1	262
Alderley	Bus and two other methods excludes train	3	4
Alderley	Car as driver	1	1861
Alderley	Car as passenger	1	144
Alderley	Motorbike scooter	1	41
Alderley	Other two methods	2	35
Alderley	Taxi	1	3
Alderley	Train	1	348
Alderley	Train and two other methods	3	7
Alderley	Truck	1	6
Alderley	Walked only	1	82
Aldershot			3
Aldershot	Bus	1	3
Aldershot	Car as driver	1	120
Aldershot	Car as passenger	1	10
Aldershot	Motorbike scooter	1	3
Aldershot	Truck	1	4
Aldershot	Walked only	1	7
Alexandra (Qld)			3
Alexandra (Qld)	Car as driver	1	70
Alexandra (Qld)	Car as passenger	1	4
Alexandra (Qld)	Truck	1	4
Alexandra (Qld)	Walked only	1	6
Alexandra Headland			13
Alexandra Headland	(Other)	1	14
Alexandra Headland	Bicycle	1	38
Alexandra Headland	Bus	1	39
Alexandra Headland	Bus and two other methods excludes train	3	5
Alexandra Headland	Car as driver	1	1345
Alexandra Headland	Car as passenger	1	96
Alexandra Headland	Motorbike scooter	1	18
Alexandra Headland	Other three methods	3	3
Alexandra Headland	Other two methods	2	9
Alexandra Headland	Train and two other methods	3	3
Alexandra Headland	Truck	1	9
Alexandra Headland	Walked only	1	62
Alexandra Hills			57
Alexandra Hills	(Other)	1	39
Alexandra Hills	Bicycle	1	31
Alexandra Hills	Bus	1	228
Alexandra Hills	Bus and two other methods excludes train	3	8
Alexandra Hills	Car as driver	1	5826
Alexandra Hills	Car as passenger	1	392
Alexandra Hills	Motorbike scooter	1	82
Alexandra Hills	Other three methods	3	4
Alexandra Hills	Other two methods	2	61
Alexandra Hills	Taxi	1	13
Alexandra Hills	Train	1	85
Alexandra Hills	Train and two other methods	3	16
Alexandra Hills	Truck	1	95
Alexandra Hills	Walked only	1	87
Algester			25
Algester	(Other)	1	22
Algester	Bicycle	1	13
Algester	Bus	1	343
Algester	Bus and two other methods excludes train	3	5
Algester	Car as driver	1	2677
Algester	Car as passenger	1	193
Algester	Motorbike scooter	1	30
Algester	Other two methods	2	24
Algester	Taxi	1	7
Algester	Train	1	31
Algester	Train and two other methods	3	7
Algester	Truck	1	37
Algester	Walked only	1	47
Alice Creek			3
Alice Creek	Car as driver	1	14
Alice Creek	Car as passenger	1	3
Alice River			8
Alice River	(Other)	1	8
Alice River	Bus	1	17
Alice River	Car as driver	1	901
Alice River	Car as passenger	1	50
Alice River	Motorbike scooter	1	8
Alice River	Other two methods	2	3
Alice River	Truck	1	24
Alice River	Walked only	1	11
Allan	Car as driver	1	31
Allan	Car as passenger	1	3
Allan	Truck	1	3
Allandale (Qld)	Car as driver	1	13
Allenstown			21
Allenstown	(Other)	1	4
Allenstown	Bicycle	1	14
Allenstown	Bus	1	17
Allenstown	Car as driver	1	717
Allenstown	Car as passenger	1	92
Allenstown	Motorbike scooter	1	9
Allenstown	Other two methods	2	7
Allenstown	Taxi	1	6
Allenstown	Truck	1	9
Allenstown	Walked only	1	61
Allenview	Car as driver	1	63
Allenview	Car as passenger	1	3
Allenview	Truck	1	3
Allenview	Walked only	1	4
Alligator Creek (Mackay - Qld)	(Other)	1	6
Alligator Creek (Mackay - Qld)	Bus	1	8
Alligator Creek (Mackay - Qld)	Car as driver	1	239
Alligator Creek (Mackay - Qld)	Car as passenger	1	14
Alligator Creek (Mackay - Qld)	Motorbike scooter	1	4
Alligator Creek (Mackay - Qld)	Truck	1	4
Alligator Creek (Mackay - Qld)	Walked only	1	5
Alligator Creek (Townsville - Qld)			11
Alligator Creek (Townsville - Qld)	(Other)	1	4
Alligator Creek (Townsville - Qld)	Bicycle	1	3
Alligator Creek (Townsville - Qld)	Bus	1	5
Alligator Creek (Townsville - Qld)	Car as driver	1	497
Alligator Creek (Townsville - Qld)	Car as passenger	1	27
Alligator Creek (Townsville - Qld)	Truck	1	6
Alligator Creek (Townsville - Qld)	Walked only	1	11
Allora			7
Allora	(Other)	1	4
Allora	Bicycle	1	4
Allora	Car as driver	1	275
Allora	Car as passenger	1	17
Allora	Motorbike scooter	1	3
Allora	Truck	1	21
Allora	Walked only	1	33
Alloway			8
Alloway	(Other)	1	5
Alloway	Bicycle	1	3
Alloway	Car as driver	1	143
Alloway	Car as passenger	1	6
Alloway	Motorbike scooter	1	3
Alloway	Truck	1	3
Alloway	Walked only	1	12
Almaden	(Other)	1	4
Almaden	Car as driver	1	10
Almaden	Walked only	1	4
Aloomba			6
Aloomba	(Other)	1	3
Aloomba	Bicycle	1	5
Aloomba	Car as driver	1	158
Aloomba	Car as passenger	1	8
Aloomba	Truck	1	7
Aloomba	Walked only	1	18
Alpha			8
Alpha	(Other)	1	12
Alpha	Car as driver	1	88
Alpha	Car as passenger	1	9
