SSC_NAME16	unemployment
Donnybrook (Qld)	3.8
Doolandella	8.5
Doolbi	19.4
Doomadgee	19.8
Doonan	6.1
Douglas (Toowoomba - Qld)	10.3
Douglas (Townsville - Qld)	10.1
Downsfield	15.4
Dows Creek	12.7
Draper	6.5
Drayton	8
Drewvale	7.9
Drillham	4.5
Drinan	10.9
Duaringa	2.9
Ducklo	6.7
Dugandan	5
Duingal	12.5
Dulong	4.9
Dululu	4.5
Dumbleton	11.6
Dundas (Qld)	9.5
Dundathu	4.5
Dundowran	7.2
Dundowran Beach	8.6
Dunmora	4.7
Dunnrock	9.4
Dunwich	8.9
Durack (Qld)	10.6
Durong	9.5
Dutton Park	9.7
Dysart (Qld)	6.1
Eagleby	13.8
Earlville	7.3
East Barron	10
East Brisbane	6.6
East Cooyar	36.4
East Deep Creek	5.6
East End	15.4
East Feluga	2.8
East Greenmount	2.2
East Innisfail	13.3
East Ipswich	10.1
East Mackay	9.1
East Nanango	4.2
East Palmerston	4.7
East Toowoomba	5.6
East Trinity	12.4
Eastern Heights	9.7
Eaton (Qld)	11.5
Eatons Hill	4.9
Ebbw Vale	11.8
Ebenezer (Qld)	6.9
Edens Landing	8.8
Edge Hill	6.3
Edmonton	8.2
Eerwah Vale	9.4
Eidsvold	12
Eight Mile Plains	8.2
Eimeo	7.2
Einasleigh	16.3
El Arish	4.7
Elaman Creek	8.1
Elanora	6.2
Electra	5
Eli Waters	13.9
Elimbah	6.8
Ellangowan (Qld)	3.9
Ellen Grove	18
Ellerbeck	12.5
Ellesmere	12.9
Elliott (Qld)	6.6
Elliott Heads	12.8
Emerald (Qld)	5.5
Emu Creek (Qld)	10.5
Emu Park	10.9
Emu Vale	3.4
Enoggera	4.8
Erakala	4
Erub Island	16.9
Esk (Qld)	9.3
Etna Creek	2.3
Eton	9.6
Etty Bay	4.1
Eubenangee	4.1
Eudlo	7.8
Eukey	6.5
Euleilah	22.2
Eumundi	7
Eungella (Qld)	6.6
Euramo	8.6
Eureka (Qld)	10
Eurombah	7
Euthulla	1.6
Evanslea	16.7
Evelyn	7.7
Everton Hills	4.5
Everton Park	5.6
Fairfield (Qld)	7.8
Fairney View	2.8
Fairyland	7.9
Farleigh	2.7
Farnborough	8.9
Farnsfield	4.2
Federal (Qld)	5.9
Felton	1.9
Feluga	2.1
Ferney	12.1
Fernvale (Qld)	7.1
Ferny Grove	6.4
Ferny Hills	4.7
Fig Tree Pocket	5.5
Finch Hatton	6.3
Finnie	10
Fishery Falls	10.7
Fitzgerald Creek	8.6
Fitzgibbon	7.5
Flagstone Creek	2.5
Flametree	15.5
Flaxton	5.4
Flinders View	5.8
Flying Fish Point	6.8
Fordsdale	13.6
Foreshores	8.6
Forest Creek	13
Forest Glen (Qld)	5.6
Forest Hill (Qld)	8.4
Forest Lake	7.2
Forest Ridge	36.4
Forestdale	4.7
Forrest Beach (Qld)	7.3
Forsayth	5.9
Fortitude Valley	6.7
Fredericksfield	5.6
Frenches Creek	10.3
Frenchville	7.4
Freshwater (Qld)	4.7
Freshwater Point	4.2
Gaeta	23.1
Gailes	14.7
Garbutt	12
Gargett	8.9
Garnant	8.7
Garradunga	4.7
Gatton	9.2
Gaven	6.4
Gayndah	5.4
Gaythorne	5.9
Geebung	5.4
Geham	8.9
Georgetown (Qld)	6.4
Germantown (Qld)	18.8
Gheerulla	7.7
Gilbert River	13.6
Gilston	5.6
Gin Gin (Qld)	11.1
Giru	4.4
Gladfield (Qld)	8.1
Gladstone Central	12.8
Glamorgan Vale	7.1
Glan Devon	11.1
Glass House Mountains	7.1
Glastonbury	8.1
Glen Allyn	16.7
Glen Aplin	5.7
Glen Cairn	6.9
Glen Eden	9.6
Glen Isla	16.7
Glen Niven	10.2
Glencoe (Qld)	7.8
Glendale (Qld)	5.1
Glenden	4
Gleneagle	5.8
Glenella	6.4
Glenlee (Qld)	5.9
Glenore Grove	9.7
Glenvale	5.5
Glenview	6.6
Glenwood (Qld)	28.1
Godwin Beach	8.3
Golden Beach (Qld)	7.3
Goldsborough (Qld)	5.5
Gooburrum	4.1
Good Night	9.8
Goodar	18.8
Goodger	6.9
Goodna	14.3
Goodwood (Qld)	16.2
Goomboorian	10.8
Goombungee	6.3
Goomburra	3.8
Goomeri	13
Goondi	11.5
Goondi Bend	10.7
Goondi Hill	7.7
Goondiwindi	3.3
Gootchie	32.1
Goovigen	2.8
Goranba	23.5
Gordon Park	4.5
Gordonbrook	3.3
Gordonvale	8.1
Gowrie Junction	4.9
Gowrie Mountain	2.3
Gracemere	10
Graceville	4.9
Grahams Creek	6.1
Granadilla	9.3
Grand Secret	6.8
Grandchester	5.4
Grange (Qld)	4
Grantham	9.3
Granville (Qld)	13.6
Grasstree Beach	9
Green Hill	3.1
Greenbank	6.7
Greenlands (Qld)	6.1
Greenmount (Mackay - Qld)	5.6
Greenmount (Toowoomba - Qld)	6.9
Greens Creek (Qld)	8.2
Greenslopes	6.3
Greenvale (Qld)	3.4
Greenwood (Qld)	26.7
Gregory (Qld)	17.2
Gregory River (Whitsunday - Qld)	5.1
Greymare	23.3
Griffin	6.1
Groomsville	5.6
Groper Creek	21.1
Grosmont	3.4
Guanaba	5.9
Gulliver	9.8
Gumdale	4.5
Gumlu	3.1
Gunalda	14.6
Gundiah	7.5
Gympie	12.1
Habana	5.6
Haden	3
Haigslea	6.3
Hail Creek	3.1
Haliday Bay	4.2
Halifax	5.7
Haly Creek	4.4
Hamilton (Qld)	4.9
Hamilton Creek	20
Hampden (Qld)	5.6
Hampton (Qld)	6.3
Hannaford	8.5
Happy Valley (Qld)	8.1
Harlaxton	12.2
Harlin	4.4
Harristown	9.1
Harrisville	7.4
Hatton Vale	7.6
Hawthorne	4
Hay Point	9.7
Hazeldean	4.5
Healy	4.7
Heathwood	6.8
Heatley	14
Helens Hill	7.9
Helensvale	6.5
Helidon	9.4
Helidon Spa	7.9
Hemmant	6
Hendra	4.4
Herberton	14.5
Heritage Park	6.1
Hermit Park	9
Herston	8.4
Hervey Range	4.3
Hidden Valley (Qld)	8
Hideaway Bay	8.2
Highfields (Qld)	4.6
Highgate Hill	7.5
Highland Park	6.3
Highvale	5.8
Highworth	12.8
Hillcrest (Qld)	9.1
Hillview	7.9
Hirstglen	14.6
Hivesville	6
Hodgleigh	6.7
Hodgson Vale	3.1
Holland Park	5.9
Holland Park West	5.5
Holloways Beach	8.2
Hollywell	4.8
Holmview	6.7
Home Hill	6.6
Homebush (Qld)	2.1
Hookswood	10.5
Hope Island	5.6
Hope Vale	38.2
Hopeland (Qld)	5.3
Horn	7.5
Horse Camp	17.3
Horse Creek	21.2
Horseshoe Bay	5.5
Horseshoe Lagoon	8.3
Howard	16.6
Hoya	3
Hudson	10.5
Hughenden	3.8
Hunchy	7.3
Hyde Park (Qld)	12
Iama Island	17.5
Idalia	5.7
Ilbilbie	10
Ilfracombe	1.9
Ilkley	5
Illinbah	5
Image Flat	7.3
Imbil	11.1
Inala	18.4
Indooroopilly	9.2
Ingham	7.3
Inglewood (Qld)	4.3
Injinoo	22.6
Injune	2.3
Inkerman (Qld)	9.6
Innes Park	8.6
Innisfail	14.8
Innisfail Estate	6.8
Innot Hot Springs	21.9
Inskip	60
Inverlaw	4.1
Inverness	7.7
Ipswich	13.3
Iredale	10.8
Ironbark (Qld)	4.6
Irongate	4.3
Ironpot (Livingstone - Qld)	3.3
Irvinebank	38.9
Isis Central	8
Isis River	11.1
Isisford	4.3
Island Plantation	5.3
Iveragh	4.7
Jackson	10
Jacobs Well	5.7
Jaggan	7.2
Jamboree Heights	6.6
Jandowae	6.4
Japoonvale	4.1
Jardine	16.7
Jarra Creek	4.4
Jarvisfield	2
Jensen	8.1
Jimboomba	7
Jimbour East	6.1
Jimna	16.7
Jindalee (Qld)	6
Jondaryan	5.6
Jones Hill	5.1
Josephville	4.4
Joskeleigh	15
Joyner	5.9
Jubilee Heights	4
Jubilee Pocket	5.8
Julago	16.4
Julatten	6.6
Julia Creek	4.4
Junabee	2.5
Kaban	11.1
Kabra	6.3
Kaimkillenbun	6
Kairi	5.8
Kalbar	3.4
Kalinga	4.9
Kalkie	7.9
Kallangur	9.3
Kalpowar	9.7
Kalunga	13.5
Kamerunga	6
Kandanga	6.7
Kandanga Creek	14.1
Kangaroo Point (Qld)	7.5
Kanigan	7.5
Kanimbla (Qld)	5
Karalee	4.7
Karana Downs	5.7
Karara	6.8
Karrabin	5.7
Karragarra Island	6.7
Karumba	5.2
Kawana	9.4
Kawungan	11.7
Kearneys Spring	9.1
Kedron	4.9
Kelsey Creek	11.7
Kelso (Qld)	11.2
Kelvin Grove	12.4
Kelvinhaugh	15.8
Kenilworth	4.9
Kenmore	6.4
Kenmore Hills	6.1
Kennedy	14.7
Kensington (Qld)	11.6
Kensington Grove	8.7
Keperra	7.5
Kepnock	10.3
Keppel Sands	8
Keriri Island	12.6
Kerry	6.9
Kewarra Beach	6.2
Kholo	4.1
Kia Ora (Qld)	14.7
Kiamba	7.4
Kianga (Qld)	3.3
Kidaman Creek	12.9
Kiels Mountain	6
Kilbirnie	9.1
Kilcoy	5.7
Kilcummin	2.1
Kilkivan	13.5
Killaloe	5.6
Killarney (Qld)	7.3
Kimberley (Qld)	21.4
Kin Kin	7.3
Kin Kora	11
King Scrub	5.8
Kingaroy	7
Kings Beach	9.8
Kingsholme	2.8
Kingsthorpe	5.5
Kingston (Qld)	15.8
Kinka Beach	9.4
Kinkuna	4.4
Kinleymore	14.6
Kippa-Ring	9.3
Kirkwood	10.6
Kirwan	8.9
Kleinton	3.2
Koah	11
Kobble Creek	2
Kogan	10.7
Koongal	10.8
Kooralbyn	11.9
Koumala	6.8
Kowanyama	36.6
Kowguran	15
Kulangoor	12.2
Kulgun	8.8
Kuluin	6.8
Kumbarilla	7.4
Kumbia	2.4
Kuraby	8.6
Kuranda	9.5
Kureelpa	7.6
Kurrimine Beach	8.8
Kurwongbah	4.7
Kuttabul	5.7
Kybong	6.9
Kyoomba	8.1
Labrador	10.2
Laceys Creek	3.3
Laguna Quays	13.6
Laidley	11.6
Laidley Creek West	6
Laidley Heights	8.1
Laidley North	11.4
Laidley South	7.1
Lake Barrine	6.8
Lake Clarendon	2.7
Lake Eacham	6.4
Lake Macdonald	6.8
Lake Mary	5.5
Lakeland	3.1
Lakes Creek	7.7
Lamb Island	22.4
Lammermoor	5.7
Landers Shoot	2.3
Landsborough (Qld)	8
Langshaw	8.5
Lannercost	5.1
Lanskey	7.9
Laravale	3
Laura (Qld)	7.9
Lawes	31.5
Lawnton	9.4
Leichhardt (Qld)	17.1
Leslie Dam	6.3
Leyburn	9.8
Limestone Creek	3.2
Linthorpe	4.8
Linville	17.9
Little Mountain	6
Little Mulgrave	3.6
Lockhart River	14.5
Lockrose	11.1
Lockyer Waters	10.6
Logan Central	20.9
Logan Reserve	7.3
Logan Village	4.6
Loganholme	7.3
Loganlea	13.3
Longreach (Qld)	3.8
Lota	6.1
Lotus Creek	6.8
Lower Beechmont	4.8
Lower Daintree	6.1
Lower Mount Walker	4
Lower Tenthill	3.3
Lower Wonga	2.8
Lowmead	11.7
Lowood	12.8
Lucinda	3.1
Luscombe	6.7
Lutwyche	5.8
Lyra	13.6
Ma Ma Creek	4.3
Maadi	16.7
Maaroom	18
Mabuiag Island	5.7
Macalister	3.9
Macgregor (Qld)	11.8
Machans Beach	9.3
Machine Creek	9.8
Mackay	14.7
Mackay Harbour	8.5
Mackenzie (Brisbane - Qld)	5.6
Macknade	6.8
Maclagan	3.1
Macleay Island	15.4
Magnolia	14.5
Maidenwell	6.1
Main Beach	6
Majors Creek (Qld)	8.1
Malanda	5.6
Maleny	7.9
Malling	18.8
Manapouri	8.8
Mandalay	10.1
Mango Hill	6.8
Manly (Qld)	5.6
Manly West	6.5
Mannuem	10.2
Manoora (Qld)	14.4
Mansfield (Qld)	7.2
Manunda	13.8
Mapleton	9.5
Mapoon	28.3
Marburg	4.3
Marcoola	7.4
Marcus Beach	5
Mareeba	8.2
Margate (Qld)	10.2
Maria Creeks	5.5
Marian	5.9
Marlborough	3.4
Marmor	6.6
Maroochy River	5.1
Maroochydore	7.2
Maroon	8.8
Maroondan	13.6
Marsden	12
Martyville	5.5
Maryborough (Qld)	15
Maryborough West	10.5
Maryvale (Livingstone - Qld)	18.8
Maryvale (Southern Downs - Qld)	5.7
Masig Island	16.7
Massie	9.5
Maudsland	5.4
McDesme	3.4
McDowall	5.3
McEwens Beach	10.9
McIlwraith	4
McIntosh Creek	8.6
Meadowbrook	8.2
Meadowvale	7.8
Meandarra	2.3
Meikleville Hill	10.1
Melawondi	23.1
Meldale	2.9
Memerambi	4.2
Mena Creek	4.3
Menzies (Qld)	5.9
Mer Island	36.6
Meridan Plains	8.6
Meringandan	5.5
Meringandan West	3.6
Mermaid Beach	5.1
Mermaid Waters	6.4
Merrimac	5.9
Merritts Creek	7.3
Merryburn	3.1
Mia Mia (Qld)	9.1
Miallo	1.7
Miami	5.3
Mica Creek	6.1
Middle Park (Qld)	6
Middle Ridge	5.4
Middlebrook	21.7
Middlemount	3.2
Midge Point	7.8
Mighell	18.2
Milbong	4.2
Miles	5.7
Miles End	5.8
Milford	9.5
Millaa Millaa	16.6
Millaroo	6.3
Millbank (Qld)	11.3
Millchester	7.8
Millmerran	5.2
Millmerran Downs	30
Millmerran Woods	25
Millstream (Qld)	12.8
Milman	10.8
Milton (Qld)	6.6
Minden	7.8
Minyama	6.7
Mirani	6.8
Miriam Vale	13.7
Mirriwinni	4.1
Mission Beach	8.7
Mission River	29.2
Mitchell (Qld)	6.2
Mitchelton	5.3
Miva	17.6
Moa Island	22.3
Moffat Beach	5.7
Moggill	5.8
Molendinar	7.9
Mona Park	4.2
Monduran	10
Monkland	13.2
Monogorilby	20.8
Mons	7.8
Monto	5
Montrose (Western Downs - Qld)	20
Montville	6.8
Moodlu	9.2
Moogerah	8
Moola	5.6
Moolboolaman	18.2
Mooloo	4
Mooloolaba	7.5
Mooloolah Valley	6.5
Moomin	12.1
Moonford	3.7
Moongan	18.8
Moore	7.6
Moore Park Beach	14.3
Moores Pocket	12.9
Moorina (Qld)	2.3
Mooroobool	8.1
Moorooka	6.5
Moranbah	5.5
Morayfield	9.9
Moresby (Qld)	5.4
Morganville	33.3
Morningside	4.4
Mornington (Qld)	7.5
Morton Vale	7.5
Morven (Qld)	3.9
Mosman Park (Qld)	7.7
Mossman	7.1
Mossman Gorge	11.8
Mothar Mountain	9.7
Mount Alford	2.4
Mount Archer (Somerset - Qld)	3.5
Mount Beppo	9.2
Mount Berryman	22
Mount Carbine	16.2
Mount Chalmers	5.8
Mount Charlton	10
Mount Colliery	7
Mount Coolum	6.5
Mount Cotton	4.2
Mount Crosby	4.6
Mount Delaney	20.6
Mount Edwards	20
Mount Forbes	5.1
Mount Garnet	17.6
Mount Glorious	4
Mount Gravatt	7.3
Mount Gravatt East	6
Mount Hallen	9.8
Mount Jukes	9.4
Mount Julian	4.5
Mount Kelly	2.7
Mount Kilcoy	10.9
Mount Kynoch	8.1
Mount Larcom	10.5
Mount Lofty	5
Mount Louisa	6.7
Mount Low	7.8
Mount Maria	21.7
Mount Marlow	9
Mount Marrow	3.5
Mount Marshall	4.5
Mount Martin	5
Mount Mceuen	21.4
Mount Mee	5.5
Mount Mellum	6.5
Mount Molloy	10.2
Mount Morgan	22.7
Mount Murchison	5.3
Mount Nathan	3.9
Mount Nebo	3.7
Mount Ommaney	5.3
Mount Ossa	8.5
Mount Pelion	8.3
Mount Perry	12.1
Mount Pleasant (Mackay - Qld)	7.2
Mount Pleasant (Moreton Bay - Qld)	5.6
Mount Rascal	2.7
Mount Samson	3
Mount Sheridan (Qld)	6.2
Mount St John	10.8
Mount Surround	11
Mount Sylvia	6.4
Mount Tarampa	6.6
Mount Tyson	2.6
Mount Warren Park	7.8
Mountain Creek (Qld)	7.1
Moura	4.8
Mourilyan	10.7
Mourilyan Harbour	9.1
Mowbray (Qld)	4
Moy Pocket	15.4
Mudgeeraba	5.7
Mudjimba	6.6
Muirlea	3.7
Mulambin	11.7
Mulgildie	7.8
Mulgowie	9.9
Mullett Creek	19.4
Munbilla	12.5
Mundingburra	8.3
Mundoo	7.9
Mundoolun	5.6
Mundowran	4.8
Mundubbera	5.7
Mungallala	3.9
Mungar	12.5
Mungindi (Qld)	6.7
Munro Plains	9.7
Munruben	6.9
Murarrie	5.8
Murgon	9.6
Murphys Creek (Qld)	7.6
Murray Upper	14.4
Murrays Bridge	5.1
Murrigal	9.8
Murrumba Downs	6.2
Mutarnee	11.9
Mutchilba	5.4
Mutdapilly	3.7
Muttaburra	25
Myrtlevale	6.7
Mysterton	7.1
Nambour	10.3
Nanango	11.3
Nandi	6.7
Nankin	3.3
Nanum	2.1
Narangba	6.7
Nathan	16.1
Natural Bridge	12.2
Nebo	4.9
Nelly Bay	8
Nerada	7.8
Nerang	8.2
Neranwood	11.8
Nerimbera	8
Neurum	4.6
Neusa Vale	25
New Auckland	10
New Beith	5.6
New Farm	5
New Harbourline	10.1
New Mapoon	48.9
New Moonta	42.9
Newell	2.6
Newmarket	6.3
Newport (Qld)	4.7
Newstead (Qld)	4.2
Newtown (Ipswich - Qld)	8.1
Newtown (Toowoomba - Qld)	9.4
Nikenbah	7.3
Nindaroo	7.6
Ninderry	6.1
Nindooinbah	9.3
Ningi	9.1
Nobby	4.8
Nome	7.7
Noosa Heads	4.9
Noosa North Shore	4.3
Noosaville	7
Norman Gardens	7
Norman Park	4.9
Normanton	11.8
North Aramara	25
North Arm (Qld)	8.4
North Booval	12.7
North Branch (Toowoomba - Qld)	9.4
North Deep Creek	10.2
North Eton	10.8
North Ipswich	9.3
North Isis	7.7
North Lakes	7.6
North Mackay	11.8
North Maclean	8.5
North Maleny	6.3
North Stradbroke Island	8
North Talwood	3.5
North Tivoli	6.8
North Toowoomba	8.1
North Ward	7.1
Northgate (Qld)	6.5
Norville	11.8
Norwell	5.3
Nudgee	5.2
Nudgee Beach	4
Numinbah Valley	9
Nundah	6
Nundubbermere	6.1
O'Connell (Qld)	8
Oak Beach	8.3
Oak Valley	9.6
Oakenden	5.8
Oakey	7.1
Oakhurst (Qld)	6.2
Oakwood (Qld)	12.9
Oaky Creek	7.1
Obi Obi	9
Ocean View	4.4
Ogmore	6
One Mile (Qld)	12.2
Oonoonba	7.4
Ooralea	6.5
Orange Creek	2.6
Orange Hill	2.9
Ormeau	6.4
Ormeau Hills	5.1
Ormiston	5.2
Osborne (Qld)	2.1
Ottaba	15
Owanyilla	12.6
Owens Creek	4.6
Oxenford	6.9
Oxley (Qld)	6.3
Pacific Haven	12.6
Pacific Heights	7.4
Pacific Paradise	8.9
Pacific Pines	7.2
Paddington (Qld)	4.6
Paddys Green	1.6
Paget	10.3
Palen Creek	13.6
Pallara	7.9
Pallarenda	6.3
Palm Beach (Qld)	6.3
Palm Cove	7.1
Palm Grove (Qld)	7
Palm Island	29.2
Palmview	4.9
Palmwoods (Qld)	6
Palmyra (Qld)	8.3
Paradise Point	5.1
Park Avenue	9.9
Park Ridge	10.4
Park Ridge South	7.3
Parkhurst	6.4
Parkinson	6.6
Parklands (Qld)	11.2
Parkside (Qld)	5.7
Parkwood (Qld)	7.7
Parramatta Park	10.7
Parrearra	6.2
Paterson (Qld)	7.1
Patrick Estate	11.2
Peachester	7
Peak Crossing	2.7
Peeramon	5.4
Pelican Waters	5.7
Pentland	6.6
Peranga	8.3
Peregian Beach	6.5
Peregian Springs	6.1
Perseverance	12.5
Perwillowen	15
Petrie	7.3
Petrie Terrace	7.6
Philpott	15
Pialba	18.8
Picnic Bay	6.3
Pie Creek	3.5
Pierces Creek	13
Pilton	11.8
Pimlico (Qld)	10.5
Pimpama	8.4
Pin Gin Hill	4
Pinbarren	8
Pindi Pindi	6.7
Pine Creek (Qld)	6.5
Pine Mountain (Qld)	4.5
Pinelands (Qld)	6.7
Pinevale	10
Pinjarra Hills	2.7
Pink Lily	7.9
Pinkenba	4.5
Pinnacle (Qld)	13.1
Pioneer (Qld)	11.3
Pioneers Rest	10
Pirrinuan	3.7
Pittsworth	4.6
Placid Hills	5.5
Plainland	10.2
Pleystowe	3.7
Point Arkwright	4.8
Point Lookout	5.3
Point Vernon	12.4
Pomona (Qld)	6.5
Poona	7.3
Pormpuraaw	18.3
Port Curtis	7.5
Port Douglas	4.7
Portsmith	13
Poruma Island	6.6
Postmans Ridge	7.6
Pratten	26.1
Prenzlau	10.3
Preston (Toowoomba - Qld)	1.5
Preston (Whitsunday - Qld)	4.9
Priestdale	4.2
Prince Henry Heights	3
Promisedland	13.6
Proserpine	7.8
Prospect (Qld)	2.5
Proston	11.6
Pullenvale	5.1
Purga	3.6
Queenton	13.8
Quilpie	4.1
Quinalow	4.1
Qunaba	4.4
Racecourse	4.8
Raceview	8.9
Radford	10.7
Raglan (Qld)	14.1
Railway Estate	9.8
Rainbow Beach	7.4
Ramsay (Qld)	2.8
Rangeville	5.8
Rangewood	6.2
Ransome	5
Rasmussen	13.1
Rathdowney	4.3
Ravensbourne	5
Ravenshoe	16.5
Ravenswood (Qld)	5.6
Red Hill (Brisbane - Qld)	5.8
Red Hill (Western Downs - Qld)	27.3
Redbank (Qld)	14.5
Redbank Plains	12.5
Redcliffe (Qld)	9.6
Redgate (Qld)	12.5
Redhill Farms	33.3
Redland Bay	6.1
Redlynch	4.6
Redridge	16.2
Reedy Creek (Qld)	5.3
Reesville	7.3
Regency Downs	8.4
Regents Park (Qld)	7.4
Reid River	7.1
Rewan	36.4
Richlands (Qld)	10.6
Richmond (Mackay - Qld)	3
Richmond (Richmond - Qld)	3.1
Richmond Hill (Qld)	8.7
Ridgelands	3.3
Ridgewood (Qld)	7.5
Rifle Range	9.5
Ringtail Creek	9.3
Ringwood (Qld)	10
Riordanvale	6.4
Ripley	4.4
Rita Island	6.3
River Heads	13.9
River Ranch	13.3
Riverhills	6.7
Riverview (Qld)	15.8
Roadvale	3.3
Robertson (Qld)	10.8
Robina	7.1
Rochedale	6.2
Rochedale South	5.7
Rockhampton City	14.7
Rocklea (Qld)	11
Rockmount	7.9
Rocksberg	2.6
Rockside	15
Rockville	10.5
Rocky Point (Weipa - Qld)	2.6
Rockyview	4
Rodds Bay	22.4
Rolleston	2.2
Rollingstone	14.8
Roma	4.1
Ropeley	9.1
Rosedale (Qld)	13.8
Rosella	10.4
Rosemount	5.9
Roseneath	11.5
Rosenthal Heights	4.5
Rosevale (Qld)	5
Rosewood (Qld)	10.9
Rosslea	8.9
Rosslyn	5.2
Rossmoya	7.7
Rossville	12.3
Rothwell	8
Round Hill (Qld)	15.7
Rowes Bay	9.2
Royston	8.8
Rubyanna	7
Rules Beach	14.3
Runaway Bay	6.6
Runcorn	9.5
Running Creek (Qld)	4.8
Runnymede (Qld)	14.8
Rural View	7
Rush Creek	4.4
Russell Island	19.9
Sadliers Crossing	8.8
Saibai Island	22.5
Salisbury (Qld)	7.8
Samford Valley	4.1
Samford Village	3.1
Samsonvale	7.4
Sandgate (Qld)	6.1
Sandstone Point	10.5
Sandy Creek (Qld)	8.3
Sandy Ridges	17.1
Sarina	10.6
Sarina Beach	5.5
Sarina Range	12.3
Saunders Beach	12.2
Scarborough (Qld)	7.4
Scarness	14.4
Scottville	11.9
Scrubby Creek (Gympie - Qld)	10.7
Scrubby Mountain	7.7
Seaforth (Qld)	7.9
Seisia	16
Septimus	4.1
Seven Hills (Qld)	5
Seventeen Mile Rocks	4.7
Seventy Mile	2.5
Severnlea	1.9
Sexton	9.4
Shailer Park	5.8
Sharon	9.3
Shaw	5.3
Sheldon	5.9
Shelly Beach (Sunshine Coast - Qld)	5.8
Sherwood (Qld)	5.6
Shoal Point	5.1
Shorncliffe	5.1
Shute Harbour	10.6
Silkstone	8
Silkwood	10.1
Silver Ridge	3.3
Silver Spur	7.1
Silver Valley	21.6
Silverleaf	10.7
Sinnamon Park	5.4
Sippy Downs	10
Slacks Creek	11.8
Slade Point	11.2
Sladevale	3
Smithfield (Qld)	8.1
Smoky Creek	3.2
Soldiers Hill (Qld)	3.4
Somerset Dam	21.4
South Bingera	9.9
South Brisbane	9.5
South East Nanango	13.4
South Gladstone	12.5
South Innisfail	11.6
South Isis	4
South Johnstone	7.2
South Kolan	7.8
South Mackay	10.8
South Maclean	6.6
South Mission Beach	5.9
South Nanango	11.3
South Ripley	4
South Toowoomba	8.7
South Townsville	11
South Yaamba	7.1
Southbrook	4.3
Southern Cross (Qld)	7.2
Southport (Qld)	10.4
Southside	8.3
Speewah	8.2
Spring Creek (Lockyer Valley - Qld)	6.5
Spring Hill (Qld)	10.3
Springbrook	11.4
Springfield (Ipswich - Qld)	6.7
Springfield Central	44.4
Springfield Lakes	6.7
Springsure	3.6
Springwood (Qld)	6.7
St Agnes (Qld)	42.9
St George (Qld)	4.3
St Helens (Fraser Coast - Qld)	7.3
St Helens Beach	9.6
St Kilda (Qld)	8.8
St Lawrence	9.4
St Lucia	16.8
St Mary	14.3
Stafford	6.6
Stafford Heights	6.3
Stanmore (Qld)	1.8
Stanthorpe	7.3
Stanwell	11.2
Stapylton	9.9
Steiglitz (Qld)	5.1
Stockleigh	8.1
Stokes	7.7
Stoneleigh (Qld)	6.2
Stony Creek (Qld)	3
Stoters Hill	5.3
Stratford (Qld)	5.4
Strathdickie	3.3
Strathpine	8.4
Stretton	8.1
Struck Oil	3.8
Stuart (Qld)	17.3
Sugarloaf (Southern Downs - Qld)	7.7
Sugarloaf (Whitsunday - Qld)	5.3
Summerholm	9.3
Sumner	4.5
Sun Valley (Qld)	11.6
Sundown (Cassowary Coast - Qld)	5
Sunnybank	12.2
Sunnybank Hills	9.9
Sunnyside (Qld)	4.1
Sunrise Beach	5.7
Sunset	4.7
Sunshine Acres	8.2
Sunshine Beach	5.5
Surat	5
Surfers Paradise	9.1
Susan River	10
Svensson Heights	10.7
Taabinga	2.3
Tablelands (South Burnett - Qld)	6.7
Tabooba	8.6
Taigum	5.7
Takura	3.9
Talegalla Weir	10.6
Talgai	5.6
Tallai	6.1
Tallebudgera	4.7
Tallebudgera Valley	5.7
Tallegalla	4.3
Tamaree	6.6
Tambo	4
Tamborine	5.4
Tamborine Mountain	5
Tamrookum	6.7
Tanah Merah	5.7
Tanawha	7.1
Tanby	4.8
Tandur	13.6
Tannum Sands	10
Tara (Qld)	12.2
Tarampa	6.9
Taranganba	7.2
Targinnie	10
Taringa	8.5
Tarome	5.6
Taromeo	24
Taroom	4.1
Taroomball	6.9
Tarragindi	5.5
Tarramba	24.1
Tarzali	6.7
Taunton (Qld)	9.7
Taylors Beach (Qld)	10.3
Te Kowai	8.3
Teddington	8.9
Teelah	20
Telina	9.2
Templin	9.1
Teneriffe	3.6
Tennyson (Qld)	4
Tewantin	7.4
Texas (Qld)	4.8
Thabeban	10.3
Thagoona	6.3
Thanes Creek	37.5
Thangool	5.3
Thargomindah	3.5
The Caves	7.3
The Dawn	4.4
The Gap (Brisbane - Qld)	6
The Gap (Mount Isa - Qld)	6.1
The Gemfields	19
The Gums	3.6
The Keppels	22.2
The Leap	7.3
The Palms	10.8
The Range (Qld)	6.1
The Summit	6.2
Theebine	20.9
Theodore (Qld)	6.8
Thoopara	11.5
Thorneside	6.6
Thornlands	5.2
Thornton (Qld)	11.9
Three Moon	5.3
Three Rivers	28.6
Thulimbah	9.2
Thuringowa Central	9.1
Thursday Island	7.9
Tiaro	10.9
Tieri	4.4
Tin Can Bay	15
Tinana	8
Tinana South	8
Tinaroo	4.9
Tinbeerwah	7.3
Tingalpa	5.9
Tingoora	2.6
Tirroan	14.9
Tivoli	8.3
Tolga	4.5
Toll	2.4
Toobanna	7.9
Toogoolawah	8
Toogoom	17.4
Toolakea	13.1
Toolooa	17.5
Toomulla	15.6
Toonpan	7.5
Toorbul	8.7
