SSC_NAME16	AgeStudent	Sex	students
Termeil	15-19	F	3
Termeil	15-19	M	5
Terrabella	15-19	M	3
Terrace Creek	5-14	F	3
Terrace Creek	5-14	M	4
Terrace Creek	15-19	F	3
Terragon	5-14	F	7
Terragon	5-14	M	3
Terragon	15-19	F	3
Terragon	15-19	M	4
Terragon	25+	F	4
Terramungamine	5-14	F	22
Terramungamine	5-14	M	21
Terramungamine	15-19	F	3
Terramungamine	15-19	M	5
Terramungamine	25+	F	5
Terranora	0-4	F	14
Terranora	0-4	M	22
Terranora	5-14	F	216
Terranora	5-14	M	230
Terranora	15-19	F	103
Terranora	15-19	M	90
Terranora	20-24	F	24
Terranora	20-24	M	20
Terranora	25+	F	61
Terranora	25+	M	21
Terrey Hills	0-4	F	32
Terrey Hills	0-4	M	23
Terrey Hills	5-14	F	200
Terrey Hills	5-14	M	232
Terrey Hills	15-19	F	99
Terrey Hills	15-19	M	94
Terrey Hills	20-24	F	28
Terrey Hills	20-24	M	32
Terrey Hills	25+	F	39
Terrey Hills	25+	M	31
Terrigal	0-4	F	80
Terrigal	0-4	M	93
Terrigal	5-14	F	624
Terrigal	5-14	M	674
Terrigal	15-19	F	277
Terrigal	15-19	M	289
Terrigal	20-24	F	133
Terrigal	20-24	M	128
Terrigal	25+	F	236
Terrigal	25+	M	160
Terry Hie Hie	5-14	F	7
Terry Hie Hie	5-14	M	3
Terry Hie Hie	20-24	M	3
Teven	0-4	F	3
Teven	0-4	M	3
Teven	5-14	F	11
Teven	5-14	M	24
Teven	15-19	F	3
Teven	15-19	M	10
Teven	25+	F	7
Teven	25+	M	3
Tewinga	5-14	F	8
Tewinga	5-14	M	3
Tewinga	15-19	F	3
Tewinga	15-19	M	6
Texas (NSW)	5-14	F	3
Thalgarrah	5-14	F	10
Thalgarrah	5-14	M	9
Thalgarrah	15-19	M	5
Thalgarrah	20-24	F	3
Thalgarrah	25+	F	3
Tharbogang	0-4	F	3
Tharbogang	0-4	M	4
Tharbogang	5-14	F	29
Tharbogang	5-14	M	30
Tharbogang	15-19	F	8
Tharbogang	15-19	M	4
Tharbogang	25+	M	5
The Angle	5-14	F	6
The Angle	5-14	M	8
The Angle	15-19	F	4
The Angle	25+	M	3
The Bight	5-14	F	7
The Bight	5-14	M	3
The Branch	5-14	M	7
The Branch	15-19	M	3
The Brothers	5-14	F	7
The Brothers	5-14	M	3
The Brothers	25+	F	3
The Channon	0-4	M	4
The Channon	5-14	F	25
The Channon	5-14	M	21
The Channon	15-19	F	4
The Channon	15-19	M	6
The Channon	25+	F	13
The Channon	25+	M	6
The Entrance	0-4	F	19
The Entrance	0-4	M	17
The Entrance	5-14	F	152
The Entrance	5-14	M	151
The Entrance	15-19	F	55
The Entrance	15-19	M	40
The Entrance	20-24	F	20
The Entrance	20-24	M	16
The Entrance	25+	F	74
The Entrance	25+	M	38
The Entrance North	0-4	F	15
The Entrance North	0-4	M	5
The Entrance North	5-14	F	70
The Entrance North	5-14	M	57
The Entrance North	15-19	F	24
The Entrance North	15-19	M	31
The Entrance North	20-24	F	13
The Entrance North	20-24	M	9
The Entrance North	25+	F	28
The Entrance North	25+	M	7
The Gap (Wagga Wagga - NSW)	5-14	F	3
The Gap (Wagga Wagga - NSW)	5-14	M	3
The Gap (Wagga Wagga - NSW)	15-19	F	3
The Gap (Wagga Wagga - NSW)	15-19	M	4
The Hatch	5-14	F	3
The Hill	0-4	F	3
The Hill	0-4	M	14
The Hill	5-14	F	58
The Hill	5-14	M	63
The Hill	15-19	F	26
The Hill	15-19	M	29
The Hill	20-24	F	85
The Hill	20-24	M	51
The Hill	25+	F	91
The Hill	25+	M	81
The Junction	0-4	F	7
The Junction	0-4	M	9
The Junction	5-14	F	46
The Junction	5-14	M	48
The Junction	15-19	F	24
The Junction	15-19	M	22
The Junction	20-24	F	16
The Junction	20-24	M	19
The Junction	25+	F	34
The Junction	25+	M	20
The Lagoon	5-14	F	22
The Lagoon	5-14	M	12
The Lagoon	15-19	F	8
The Lagoon	15-19	M	7
The Marra	5-14	F	8
The Marra	5-14	M	6
The Marra	15-19	F	3
The Oaks	0-4	F	17
The Oaks	0-4	M	24
The Oaks	5-14	F	208
The Oaks	5-14	M	183
The Oaks	15-19	F	60
The Oaks	15-19	M	70
The Oaks	20-24	F	17
The Oaks	20-24	M	21
The Oaks	25+	F	38
The Oaks	25+	M	11
The Pinnacles	5-14	F	3
The Pinnacles	5-14	M	3
The Pinnacles	15-19	F	3
The Pinnacles	25+	F	3
The Pocket	0-4	F	5
The Pocket	0-4	M	8
The Pocket	5-14	F	23
The Pocket	5-14	M	16
The Pocket	15-19	F	3
The Pocket	15-19	M	3
The Pocket	25+	F	4
The Pocket	25+	M	3
The Ponds	0-4	F	145
The Ponds	0-4	M	177
The Ponds	5-14	F	926
The Ponds	5-14	M	1000
The Ponds	15-19	F	239
The Ponds	15-19	M	279
The Ponds	20-24	F	121
The Ponds	20-24	M	134
The Ponds	25+	F	249
The Ponds	25+	M	163
The Ridgeway	0-4	M	3
The Ridgeway	5-14	F	4
The Ridgeway	5-14	M	12
The Ridgeway	15-19	F	3
The Ridgeway	15-19	M	3
The Ridgeway	20-24	M	6
The Ridgeway	25+	M	3
The Risk	5-14	F	3
The Risk	5-14	M	3
The Rock	0-4	F	8
The Rock	0-4	M	10
The Rock	5-14	F	65
The Rock	5-14	M	64
The Rock	15-19	F	24
The Rock	15-19	M	19
The Rock	20-24	F	6
The Rock	25+	F	17
The Rock	25+	M	10
The Rocks (Bathurst Regional - NSW)	5-14	F	8
The Rocks (Bathurst Regional - NSW)	5-14	M	9
The Rocks (Bathurst Regional - NSW)	15-19	M	3
The Rocks (Sydney - NSW)	5-14	F	3
The Rocks (Sydney - NSW)	5-14	M	14
The Rocks (Sydney - NSW)	15-19	F	4
The Rocks (Sydney - NSW)	15-19	M	4
The Rocks (Sydney - NSW)	20-24	F	14
The Rocks (Sydney - NSW)	20-24	M	8
The Rocks (Sydney - NSW)	25+	F	13
The Rocks (Sydney - NSW)	25+	M	16
The Slopes	0-4	M	3
The Slopes	5-14	F	18
The Slopes	5-14	M	18
The Slopes	15-19	F	15
The Slopes	15-19	M	11
The Slopes	20-24	M	3
The Slopes	25+	F	3
The Slopes	25+	M	6
The Whiteman	5-14	F	10
The Whiteman	5-14	M	10
The Whiteman	15-19	M	4
The Whiteman	25+	F	3
Theresa Creek (NSW)	5-14	M	10
Theresa Creek (NSW)	15-19	F	3
Theresa Creek (NSW)	15-19	M	3
Theresa Park	0-4	F	3
Theresa Park	0-4	M	4
Theresa Park	5-14	F	27
Theresa Park	5-14	M	40
Theresa Park	15-19	F	15
Theresa Park	15-19	M	12
Theresa Park	20-24	F	8
Theresa Park	20-24	M	4
Theresa Park	25+	F	10
Theresa Park	25+	M	3
Thirlmere	0-4	F	41
Thirlmere	0-4	M	31
Thirlmere	5-14	F	253
Thirlmere	5-14	M	256
Thirlmere	15-19	F	102
Thirlmere	15-19	M	96
Thirlmere	20-24	F	31
Thirlmere	20-24	M	16
Thirlmere	25+	F	61
Thirlmere	25+	M	22
Thirroul	0-4	F	50
Thirroul	0-4	M	55
Thirroul	5-14	F	372
Thirroul	5-14	M	447
Thirroul	15-19	F	156
Thirroul	15-19	M	138
Thirroul	20-24	F	62
Thirroul	20-24	M	55
Thirroul	25+	F	135
Thirroul	25+	M	74
Thora	0-4	F	4
Thora	0-4	M	3
Thora	5-14	F	20
Thora	5-14	M	14
Thora	15-19	F	6
Thora	15-19	M	11
Thora	25+	F	7
Thora	25+	M	3
Thornleigh	0-4	F	82
Thornleigh	0-4	M	80
Thornleigh	5-14	F	564
Thornleigh	5-14	M	604
Thornleigh	15-19	F	259
Thornleigh	15-19	M	270
Thornleigh	20-24	F	114
Thornleigh	20-24	M	126
Thornleigh	25+	F	176
Thornleigh	25+	M	105
Thornton (NSW)	0-4	F	73
Thornton (NSW)	0-4	M	65
Thornton (NSW)	5-14	F	582
Thornton (NSW)	5-14	M	603
Thornton (NSW)	15-19	F	226
Thornton (NSW)	15-19	M	225
Thornton (NSW)	20-24	F	87
Thornton (NSW)	20-24	M	67
Thornton (NSW)	25+	F	150
Thornton (NSW)	25+	M	107
Thrumster	0-4	F	6
Thrumster	0-4	M	5
Thrumster	5-14	F	31
Thrumster	5-14	M	38
Thrumster	15-19	F	7
Thrumster	15-19	M	9
Thrumster	20-24	F	4
Thrumster	25+	F	9
Thrumster	25+	M	3
Thuddungra	5-14	F	3
Thuddungra	5-14	M	9
Thuddungra	15-19	F	3
Thuddungra	15-19	M	5
Thuddungra	20-24	F	3
Thule	5-14	F	5
Thule	5-14	M	3
Thule	15-19	F	3
Thurgoona	0-4	F	91
Thurgoona	0-4	M	99
Thurgoona	5-14	F	615
Thurgoona	5-14	M	620
Thurgoona	15-19	F	243
Thurgoona	15-19	M	213
Thurgoona	20-24	F	213
Thurgoona	20-24	M	117
Thurgoona	25+	F	211
Thurgoona	25+	M	118
Tibbuc	5-14	M	3
Tibooburra	5-14	F	4
Tibooburra	5-14	M	9
Tibooburra	25+	F	3
Tibooburra	25+	M	3
Tichborne	5-14	F	4
Tichborne	20-24	F	3
Tichborne	25+	F	3
Tighes Hill	0-4	F	18
Tighes Hill	0-4	M	16
Tighes Hill	5-14	F	88
Tighes Hill	5-14	M	89
Tighes Hill	15-19	F	23
Tighes Hill	15-19	M	29
Tighes Hill	20-24	F	28
Tighes Hill	20-24	M	29
Tighes Hill	25+	F	85
Tighes Hill	25+	M	49
Tilba Tilba	5-14	M	4
Tilba Tilba	15-19	F	5
Tilbuster	5-14	F	7
Tilbuster	5-14	M	4
Tilpa	15-19	M	3
Timbarra (NSW)	5-14	F	7
Timbumburi	5-14	F	5
Timbumburi	5-14	M	8
Timbumburi	15-19	M	3
Timbumburi	25+	F	3
Timor (NSW)	5-14	F	5
Timor (NSW)	5-14	M	11
Tindarey	5-14	F	3
Tinderry	5-14	F	3
Tinderry	5-14	M	3
Tinderry	25+	F	4
Tingha	0-4	F	6
Tingha	0-4	M	11
Tingha	5-14	F	49
Tingha	5-14	M	53
Tingha	15-19	F	17
Tingha	15-19	M	15
Tingha	20-24	M	3
Tingha	25+	F	9
Tingha	25+	M	7
Tingira Heights	0-4	F	22
Tingira Heights	0-4	M	15
Tingira Heights	5-14	F	143
Tingira Heights	5-14	M	160
Tingira Heights	15-19	F	58
Tingira Heights	15-19	M	54
Tingira Heights	20-24	F	23
Tingira Heights	20-24	M	20
Tingira Heights	25+	F	50
Tingira Heights	25+	M	27
Tinonee	0-4	F	8
Tinonee	0-4	M	6
Tinonee	5-14	F	54
Tinonee	5-14	M	68
Tinonee	15-19	F	24
Tinonee	15-19	M	34
Tinonee	20-24	F	4
Tinonee	20-24	M	6
Tinonee	25+	F	20
Tinonee	25+	M	6
Tintenbar	0-4	F	8
Tintenbar	0-4	M	4
Tintenbar	5-14	F	43
Tintenbar	5-14	M	63
Tintenbar	15-19	F	20
Tintenbar	15-19	M	23
Tintenbar	20-24	F	4
Tintenbar	25+	F	17
Tintenbar	25+	M	14
Tintinhull	0-4	F	4
Tintinhull	0-4	M	5
Tintinhull	5-14	F	25
Tintinhull	5-14	M	30
Tintinhull	15-19	F	9
Tintinhull	15-19	M	6
Tintinhull	20-24	M	3
Tintinhull	25+	F	8
Tirrannaville	5-14	F	11
Tirrannaville	5-14	M	15
Tirrannaville	15-19	F	8
Tirrannaville	15-19	M	4
Tirrannaville	20-24	M	3
Tirrannaville	25+	F	3
Tirrannaville	25+	M	3
Tocal (NSW)	15-19	F	13
Tocal (NSW)	15-19	M	17
Tocal (NSW)	20-24	F	3
Tocumwal	0-4	F	21
Tocumwal	0-4	M	22
Tocumwal	5-14	F	134
Tocumwal	5-14	M	117
Tocumwal	15-19	F	27
Tocumwal	15-19	M	33
Tocumwal	20-24	F	3
Tocumwal	20-24	M	3
Tocumwal	25+	F	29
Tocumwal	25+	M	21
Tolland	0-4	F	13
Tolland	0-4	M	26
Tolland	5-14	F	202
Tolland	5-14	M	198
Tolland	15-19	F	81
Tolland	15-19	M	59
Tolland	20-24	F	26
Tolland	20-24	M	31
Tolland	25+	F	88
Tolland	25+	M	56
Tomago	5-14	F	3
Tomago	5-14	M	5
Tomago	15-19	F	3
Tomago	25+	F	3
Tomago	25+	M	3
Tomakin	0-4	F	8
Tomakin	0-4	M	7
Tomakin	5-14	F	37
Tomakin	5-14	M	38
Tomakin	15-19	F	18
Tomakin	15-19	M	9
Tomakin	25+	F	22
Tomakin	25+	M	5
Tomalla	5-14	M	3
Tomerong	0-4	F	8
Tomerong	0-4	M	11
Tomerong	5-14	F	67
Tomerong	5-14	M	76
Tomerong	15-19	F	22
Tomerong	15-19	M	18
Tomerong	20-24	F	11
Tomerong	20-24	M	6
Tomerong	25+	F	11
Tomerong	25+	M	13
Tomewin	5-14	F	4
Tomewin	5-14	M	9
Tomewin	15-19	F	3
Tomewin	15-19	M	3
Tomewin	25+	M	3
Tomingley	0-4	F	3
Tomingley	0-4	M	3
Tomingley	5-14	F	9
Tomingley	5-14	M	21
Tomingley	15-19	M	6
Tomingley	25+	F	4
Tomki	5-14	F	3
Tomki	5-14	M	9
Tomki	15-19	F	3
Toms Creek	5-14	M	6
Toms Creek	15-19	F	3
Toms Creek	25+	F	3
Tonderburine	5-14	F	3
Tonderburine	5-14	M	4
Tongarra	5-14	F	6
Tongarra	5-14	M	6
Tongarra	15-19	F	7
Tongarra	15-19	M	4
Tongarra	20-24	M	5
Toogong	5-14	F	6
Toogong	5-14	M	6
Toogong	15-19	F	4
Tooleybuc	0-4	F	4
Tooleybuc	0-4	M	3
Tooleybuc	5-14	F	7
Tooleybuc	5-14	M	13
Tooleybuc	15-19	F	5
Tooleybuc	15-19	M	9
Tooleybuc	20-24	F	3
Tooleybuc	25+	F	3
Toolijooa	5-14	M	12
Toolijooa	15-19	F	6
Toolijooa	15-19	M	3
Toolijooa	25+	M	3
Tooloom	5-14	F	4
Tooloom	5-14	M	3
Tooloon	5-14	F	3
Tooloon	5-14	M	3
Tooma	5-14	F	3
Tooma	5-14	M	5
Toongabbie (NSW)	0-4	F	94
Toongabbie (NSW)	0-4	M	117
Toongabbie (NSW)	5-14	F	846
Toongabbie (NSW)	5-14	M	911
Toongabbie (NSW)	15-19	F	300
Toongabbie (NSW)	15-19	M	309
Toongabbie (NSW)	20-24	F	206
Toongabbie (NSW)	20-24	M	229
Toongabbie (NSW)	25+	F	295
Toongabbie (NSW)	25+	M	242
Toongi	5-14	F	4
Toonumbar	5-14	F	4
Toonumbar	5-14	M	3
Tooraweenah	0-4	F	3
Tooraweenah	0-4	M	3
Tooraweenah	5-14	F	9
Tooraweenah	5-14	M	10
Tooraweenah	15-19	F	4
Tooraweenah	15-19	M	9
Tooraweenah	25+	F	3
Tooraweenah	25+	M	3
Toormina	0-4	F	45
Toormina	0-4	M	52
Toormina	5-14	F	355
Toormina	5-14	M	390
Toormina	15-19	F	117
Toormina	15-19	M	136
Toormina	20-24	F	42
Toormina	20-24	M	23
Toormina	25+	F	137
Toormina	25+	M	42
Toothdale	0-4	M	6
Toothdale	5-14	F	8
Toothdale	5-14	M	16
Toothdale	15-19	F	3
Toothdale	15-19	M	9
Toothdale	25+	M	5
Tootool	5-14	F	9
Tootool	5-14	M	4
Toowoon Bay	0-4	F	3
Toowoon Bay	0-4	M	4
Toowoon Bay	5-14	F	17
Toowoon Bay	5-14	M	27
Toowoon Bay	15-19	F	3
Toowoon Bay	15-19	M	3
Toowoon Bay	20-24	F	3
Toowoon Bay	25+	F	9
Toowoon Bay	25+	M	4
Topi Topi	5-14	F	3
Topi Topi	5-14	M	3
Toronto	0-4	F	31
Toronto	0-4	M	32
Toronto	5-14	F	268
Toronto	5-14	M	278
Toronto	15-19	F	104
Toronto	15-19	M	121
Toronto	20-24	F	40
Toronto	20-24	M	36
Toronto	25+	F	99
Toronto	25+	M	58
Torrington (NSW)	5-14	F	8
Torryburn (Dungog - NSW)	5-14	F	7
Torryburn (Dungog - NSW)	5-14	M	3
Torryburn (Uralla - NSW)	5-14	F	4
Torryburn (Uralla - NSW)	5-14	M	3
Torryburn (Uralla - NSW)	15-19	F	3
Tottenham (NSW)	0-4	F	3
Tottenham (NSW)	0-4	M	3
Tottenham (NSW)	5-14	F	22
Tottenham (NSW)	5-14	M	14
Tottenham (NSW)	15-19	F	3
Tottenham (NSW)	15-19	M	5
Tottenham (NSW)	25+	F	5
Tottenham (NSW)	25+	M	3
Toukley	0-4	F	20
Toukley	0-4	M	32
Toukley	5-14	F	188
Toukley	5-14	M	190
Toukley	15-19	F	58
Toukley	15-19	M	54
Toukley	20-24	F	27
Toukley	20-24	M	17
Toukley	25+	F	71
Toukley	25+	M	28
Towamba	0-4	M	4
Towamba	5-14	F	12
Towamba	5-14	M	9
Towamba	15-19	F	8
Towamba	15-19	M	3
Towamba	25+	F	3
Townsend	0-4	F	6
Townsend	0-4	M	10
Townsend	5-14	F	54
Townsend	5-14	M	62
Townsend	15-19	F	14
Townsend	15-19	M	13
Townsend	20-24	F	7
Townsend	20-24	M	8
Townsend	25+	F	17
Townsend	25+	M	8
Towradgi	0-4	F	19
Towradgi	0-4	M	27
Towradgi	5-14	F	180
Towradgi	5-14	M	187
Towradgi	15-19	F	64
Towradgi	15-19	M	78
Towradgi	20-24	F	59
Towradgi	20-24	M	39
Towradgi	25+	F	62
Towradgi	25+	M	36
Towrang	0-4	M	4
Towrang	5-14	F	6
Towrang	5-14	M	9
Towrang	15-19	F	5
Towrang	15-19	M	3
Trangie	0-4	F	10
Trangie	0-4	M	9
Trangie	5-14	F	64
Trangie	5-14	M	62
Trangie	15-19	F	27
Trangie	15-19	M	25
Trangie	20-24	F	9
Trangie	20-24	M	9
Trangie	25+	F	22
Trangie	25+	M	4
Tregeagle	0-4	M	5
Tregeagle	5-14	F	22
Tregeagle	5-14	M	25
Tregeagle	15-19	F	11
Tregeagle	15-19	M	11
Tregeagle	20-24	F	4
Tregeagle	20-24	M	4
Tregeagle	25+	F	15
Tregeagle	25+	M	8
Tregear	0-4	F	44
Tregear	0-4	M	43
Tregear	5-14	F	255
Tregear	5-14	M	307
Tregear	15-19	F	85
Tregear	15-19	M	104
Tregear	20-24	F	27
Tregear	20-24	M	10
Tregear	25+	F	55
Tregear	25+	M	18
Trenayr	15-19	F	3
Trentham Cliffs	5-14	F	3
Trentham Cliffs	5-14	M	3
Triamble	5-14	M	3
Triangle Flat	5-14	F	3
Trundle	0-4	F	3
Trundle	0-4	M	8
Trundle	5-14	F	31
Trundle	5-14	M	39
Trundle	15-19	F	20
Trundle	15-19	M	10
Trundle	20-24	F	3
Trundle	25+	F	11
Trundle	25+	M	3
Trungley Hall	5-14	F	9
Trungley Hall	5-14	M	10
Trungley Hall	15-19	F	4
Trungley Hall	15-19	M	3
Trunkey Creek	5-14	F	9
Trunkey Creek	5-14	M	7
Trunkey Creek	25+	F	3
Tubbamurra	5-14	F	3
Tubbul	0-4	M	3
Tubbul	5-14	F	5
Tubbul	5-14	M	5
Tucabia	5-14	F	13
Tucabia	5-14	M	19
Tucabia	15-19	F	4
Tucabia	15-19	M	11
Tucabia	20-24	F	3
Tucabia	25+	F	4
Tucabia	25+	M	3
Tucki Tucki	5-14	F	9
Tucki Tucki	5-14	M	13
Tucki Tucki	15-19	F	8
Tucki Tucki	15-19	M	3
Tucki Tucki	25+	F	3
Tuckombil	0-4	F	3
Tuckombil	5-14	F	17
Tuckombil	5-14	M	31
Tuckombil	15-19	F	10
Tuckombil	15-19	M	9
Tuckombil	25+	F	4
Tuckurimba	0-4	F	3
Tuckurimba	5-14	F	3
Tuckurimba	5-14	M	12
Tuckurimba	15-19	F	4
Tuckurimba	15-19	M	3
Tuckurimba	20-24	F	4
Tuckurimba	25+	F	5
Tuena	15-19	M	3
Tuggerah	0-4	F	5
Tuggerah	0-4	M	5
Tuggerah	5-14	F	43
Tuggerah	5-14	M	64
Tuggerah	15-19	F	21
Tuggerah	15-19	M	20
Tuggerah	20-24	F	8
Tuggerah	20-24	M	5
Tuggerah	25+	F	25
Tuggerah	25+	M	16
Tuggerawong	0-4	F	10
Tuggerawong	0-4	M	11
Tuggerawong	5-14	F	69
Tuggerawong	5-14	M	78
Tuggerawong	15-19	F	27
Tuggerawong	15-19	M	31
Tuggerawong	20-24	F	19
Tuggerawong	20-24	M	7
Tuggerawong	25+	F	26
Tuggerawong	25+	M	14
Tugrabakh	5-14	F	5
Tugrabakh	5-14	M	4
Tugrabakh	25+	F	4
Tullakool	0-4	F	3
Tullakool	5-14	F	7
Tullamore	0-4	F	7
Tullamore	5-14	F	11
Tullamore	5-14	M	27
Tullamore	15-19	F	5
Tullamore	15-19	M	7
Tullamore	25+	F	8
Tullera	0-4	M	4
Tullera	5-14	F	15
Tullera	5-14	M	17
Tullera	15-19	F	8
Tullera	15-19	M	6
Tullera	25+	F	8
Tullera	25+	M	3
Tullibigeal	0-4	F	5
Tullibigeal	5-14	F	19
Tullibigeal	5-14	M	12
Tullibigeal	15-19	F	3
Tullibigeal	15-19	M	6
Tullibigeal	25+	F	3
Tullimbar	0-4	F	3
Tullimbar	0-4	M	6
Tullimbar	5-14	F	48
Tullimbar	5-14	M	42
Tullimbar	15-19	F	13
Tullimbar	15-19	M	6
Tullimbar	20-24	M	4
Tullimbar	25+	F	6
Tullimbar	25+	M	7
Tulloona	5-14	M	6
Tullymorgan	5-14	F	7
Tullymorgan	5-14	M	5
Tullymorgan	15-19	F	3
Tullymorgan	15-19	M	4
Tullymorgan	25+	F	3
Tumbarumba	0-4	F	11
Tumbarumba	0-4	M	14
Tumbarumba	5-14	F	105
Tumbarumba	5-14	M	91
Tumbarumba	15-19	F	26
Tumbarumba	15-19	M	34
Tumbarumba	20-24	F	15
Tumbarumba	20-24	M	15
Tumbarumba	25+	F	23
Tumbarumba	25+	M	15
Tumbi Umbi	0-4	F	37
Tumbi Umbi	0-4	M	47
Tumbi Umbi	5-14	F	301
Tumbi Umbi	5-14	M	359
Tumbi Umbi	15-19	F	118
Tumbi Umbi	15-19	M	132
Tumbi Umbi	20-24	F	60
Tumbi Umbi	20-24	M	42
Tumbi Umbi	25+	F	76
Tumbi Umbi	25+	M	41
Tumblong	0-4	M	3
Tumblong	5-14	F	14
Tumblong	5-14	M	13
Tumblong	15-19	M	9
Tumblong	25+	F	5
Tumbulgum	0-4	F	3
Tumbulgum	5-14	F	23
Tumbulgum	5-14	M	14
Tumbulgum	15-19	F	8
Tumbulgum	15-19	M	6
Tumbulgum	20-24	F	5
Tumbulgum	25+	F	18
Tumbulgum	25+	M	7
Tumorrama	0-4	M	3
Tumorrama	5-14	F	3
Tumorrama	5-14	M	5
Tumut	0-4	F	43
Tumut	0-4	M	35
Tumut	5-14	F	355
Tumut	5-14	M	362
Tumut	15-19	F	125
Tumut	15-19	M	109
Tumut	20-24	F	36
Tumut	20-24	M	14
Tumut	25+	F	110
Tumut	25+	M	49
Tumut Plains	5-14	F	5
Tumut Plains	5-14	M	7
Tuncester	5-14	F	4
Tuncester	15-19	M	5
Tuncurry	0-4	F	36
Tuncurry	0-4	M	33
Tuncurry	5-14	F	169
Tuncurry	5-14	M	156
Tuncurry	15-19	F	68
Tuncurry	15-19	M	87
Tuncurry	20-24	F	23
Tuncurry	20-24	M	24
Tuncurry	25+	F	71
Tuncurry	25+	M	29
Tuntable Creek	5-14	F	12
Tuntable Creek	5-14	M	17
Tuntable Creek	15-19	F	4
Tuntable Creek	15-19	M	3
Tuntable Creek	25+	F	8
Tura Beach	0-4	F	18
Tura Beach	0-4	M	17
Tura Beach	5-14	F	123
Tura Beach	5-14	M	155
Tura Beach	15-19	F	42
Tura Beach	15-19	M	46
Tura Beach	20-24	F	6
Tura Beach	20-24	M	5
Tura Beach	25+	F	38
Tura Beach	25+	M	16
Turill	5-14	F	4
Turlinjah	5-14	F	9
Turlinjah	5-14	M	5
Turlinjah	15-19	F	4
Turlinjah	15-19	M	11
Turlinjah	20-24	F	3
Turners Flat	5-14	F	11
Turners Flat	5-14	M	11
Turners Flat	15-19	F	3
Turners Flat	15-19	M	4
Turners Flat	25+	F	3
Turondale	5-14	F	5
Turondale	5-14	M	6
Turondale	15-19	F	4
Turondale	15-19	M	4
Turondale	25+	F	3
Tuross Head	0-4	F	8
Tuross Head	0-4	M	7
Tuross Head	5-14	F	72
Tuross Head	5-14	M	60
Tuross Head	15-19	F	31
Tuross Head	15-19	M	28
Tuross Head	20-24	F	8
Tuross Head	20-24	M	12
Tuross Head	25+	F	40
Tuross Head	25+	M	12
Turramurra	0-4	F	90
Turramurra	0-4	M	93
Turramurra	5-14	F	800
Turramurra	5-14	M	912
Turramurra	15-19	F	374
Turramurra	15-19	M	407
Turramurra	20-24	F	178
Turramurra	20-24	M	206
Turramurra	25+	F	255
Turramurra	25+	M	160
Turrella	0-4	F	19
Turrella	0-4	M	28
Turrella	5-14	F	110
Turrella	5-14	M	128
Turrella	15-19	F	60
Turrella	15-19	M	47
Turrella	20-24	F	77
Turrella	20-24	M	84
Turrella	25+	F	118
Turrella	25+	M	97
Turvey Park	0-4	F	28
Turvey Park	0-4	M	27
Turvey Park	5-14	F	219
Turvey Park	5-14	M	222
Turvey Park	15-19	F	97
Turvey Park	15-19	M	98
Turvey Park	20-24	F	53
Turvey Park	20-24	M	30
Turvey Park	25+	F	101
Turvey Park	25+	M	64
Tweed Heads	0-4	F	17
Tweed Heads	0-4	M	33
Tweed Heads	5-14	F	217
Tweed Heads	5-14	M	256
Tweed Heads	15-19	F	103
Tweed Heads	15-19	M	93
Tweed Heads	20-24	F	59
Tweed Heads	20-24	M	59
Tweed Heads	25+	F	142
Tweed Heads	25+	M	83
Tweed Heads South	0-4	F	32
Tweed Heads South	0-4	M	28
Tweed Heads South	5-14	F	347
Tweed Heads South	5-14	M	304
Tweed Heads South	15-19	F	127
Tweed Heads South	15-19	M	126
Tweed Heads South	20-24	F	46
Tweed Heads South	20-24	M	39
Tweed Heads South	25+	F	125
Tweed Heads South	25+	M	67
Tweed Heads West	0-4	F	20
Tweed Heads West	0-4	M	26
Tweed Heads West	5-14	F	228
Tweed Heads West	5-14	M	255
Tweed Heads West	15-19	F	102
Tweed Heads West	15-19	M	89
Tweed Heads West	20-24	F	42
Tweed Heads West	20-24	M	33
Tweed Heads West	25+	F	122
Tweed Heads West	25+	M	52
Twelve Mile Creek	5-14	F	3
Twelve Mile Creek	5-14	M	3
Two Mile Flat	5-14	F	7
Two Mile Flat	5-14	M	5
Two Mile Flat	25+	F	8
Tyagarah	5-14	F	5
Tyagarah	5-14	M	5
Tyagarah	15-19	F	4
Tyagarah	15-19	M	3
Tyagarah	25+	F	3
Tyagarah	25+	M	3
Tyalgum	0-4	M	4
Tyalgum	5-14	F	35
Tyalgum	5-14	M	35
Tyalgum	15-19	F	19
Tyalgum	15-19	M	14
Tyalgum	20-24	M	4
Tyalgum	25+	F	9
Tyalgum	25+	M	3
Tyalgum Creek	5-14	M	3
Tyalgum Creek	15-19	M	3
Tyalgum Creek	25+	F	3
Tyalgum Creek	25+	M	3
Tygalgah	5-14	F	7
Tygalgah	5-14	M	11
Tygalgah	15-19	M	5
Tygalgah	25+	F	3
Tyndale	5-14	F	6
Tyndale	5-14	M	8
Tyndale	15-19	F	3
Tyndale	15-19	M	3
Tyringham	5-14	M	14
Uki	0-4	F	5
Uki	0-4	M	3
Uki	5-14	F	33
Uki	5-14	M	35
Uki	15-19	F	17
Uki	15-19	M	15
Uki	20-24	F	9
Uki	20-24	M	4
Uki	25+	F	20
Uki	25+	M	3
Ulamambri	5-14	F	7
Ulamambri	5-14	M	9
Ulamambri	15-19	F	7
Ulamambri	25+	F	3
Ulamambri	25+	M	3
Ulan	5-14	F	3
Ulan	25+	F	3
