SSC_NAME16	AgeStudent	Sex	students
Coen	25+	M	3
Coes Creek	0-4	M	9
Coes Creek	5-14	F	91
Coes Creek	5-14	M	84
Coes Creek	15-19	F	24
Coes Creek	15-19	M	28
Coes Creek	20-24	F	13
Coes Creek	20-24	M	6
Coes Creek	25+	F	28
Coes Creek	25+	M	8
Coles Creek	5-14	M	4
Coleyville	5-14	F	9
Coleyville	5-14	M	9
Coleyville	15-19	M	7
Coleyville	20-24	F	3
Coleyville	25+	F	3
Colinton (Qld)	5-14	F	3
Colinton (Qld)	5-14	M	4
Colinton (Qld)	15-19	M	3
College View	5-14	F	3
College View	15-19	F	3
College View	15-19	M	3
College View	20-24	F	12
College View	20-24	M	3
College View	25+	F	3
College View	25+	M	4
Collingwood Park (Qld)	0-4	F	52
Collingwood Park (Qld)	0-4	M	39
Collingwood Park (Qld)	5-14	F	563
Collingwood Park (Qld)	5-14	M	612
Collingwood Park (Qld)	15-19	F	193
Collingwood Park (Qld)	15-19	M	157
Collingwood Park (Qld)	20-24	F	74
Collingwood Park (Qld)	20-24	M	61
Collingwood Park (Qld)	25+	F	163
Collingwood Park (Qld)	25+	M	82
Collinsville (Qld)	0-4	M	4
Collinsville (Qld)	5-14	F	62
Collinsville (Qld)	5-14	M	64
Collinsville (Qld)	15-19	F	11
Collinsville (Qld)	15-19	M	15
Collinsville (Qld)	20-24	F	3
Collinsville (Qld)	25+	F	8
Collinsville (Qld)	25+	M	10
Colosseum	5-14	F	10
Colosseum	5-14	M	18
Colosseum	15-19	M	7
Colosseum	25+	F	3
Colosseum	25+	M	3
Columbia	5-14	F	4
Columbia	5-14	M	12
Columbia	15-19	F	3
Columboola	5-14	F	3
Columboola	5-14	M	9
Columboola	15-19	M	3
Comet	0-4	F	3
Comet	0-4	M	3
Comet	5-14	F	30
Comet	5-14	M	48
Comet	15-19	M	5
Comet	25+	F	10
Comet	25+	M	3
Como (Qld)	5-14	F	3
Como (Qld)	5-14	M	3
Comoon Loop	5-14	F	3
Comoon Loop	5-14	M	3
Comoon Loop	15-19	F	3
Cona Creek	5-14	F	7
Cona Creek	5-14	M	7
Condamine	5-14	F	16
Condamine	5-14	M	23
Condamine	15-19	F	7
Condamine	15-19	M	11
Condamine Plains	0-4	F	3
Condamine Plains	5-14	F	11
Condamine Plains	5-14	M	6
Condamine Plains	25+	F	3
Condon	0-4	F	31
Condon	0-4	M	29
Condon	5-14	F	349
Condon	5-14	M	455
Condon	15-19	F	139
Condon	15-19	M	123
Condon	20-24	F	59
Condon	20-24	M	38
Condon	25+	F	144
Condon	25+	M	66
Conondale	0-4	M	3
Conondale	5-14	F	45
Conondale	5-14	M	48
Conondale	15-19	F	19
Conondale	15-19	M	24
Conondale	20-24	M	4
Conondale	25+	F	16
Conondale	25+	M	10
Consuelo	5-14	M	3
Conway	5-14	F	9
Conway	5-14	M	18
Conway	15-19	F	3
Conway	15-19	M	3
Conway	25+	F	6
Conway Beach	5-14	M	4
Coochiemudlo Island	0-4	F	3
Coochiemudlo Island	5-14	F	34
Coochiemudlo Island	5-14	M	26
Coochiemudlo Island	15-19	F	6
Coochiemudlo Island	15-19	M	9
Coochiemudlo Island	20-24	F	3
Coochiemudlo Island	25+	F	7
Coochiemudlo Island	25+	M	10
Coochin	5-14	M	4
Coochin	15-19	F	3
Coochin	25+	F	3
Coochin Creek	5-14	F	3
Coochin Creek	5-14	M	4
Coochin Creek	15-19	F	3
Coochin Creek	15-19	M	3
Cooee Bay	0-4	F	3
Cooee Bay	0-4	M	8
Cooee Bay	5-14	F	47
Cooee Bay	5-14	M	49
Cooee Bay	15-19	F	17
Cooee Bay	15-19	M	7
Cooee Bay	20-24	F	3
Cooee Bay	20-24	M	7
Cooee Bay	25+	F	23
Cooee Bay	25+	M	11
Cooktown	0-4	F	11
Cooktown	0-4	M	19
Cooktown	5-14	F	155
Cooktown	5-14	M	131
Cooktown	15-19	F	31
Cooktown	15-19	M	24
Cooktown	20-24	F	11
Cooktown	20-24	M	3
Cooktown	25+	F	36
Cooktown	25+	M	10
Coolabunia	5-14	F	9
Coolabunia	5-14	M	6
Coolabunia	15-19	M	7
Coolabunia	25+	F	3
Coolabunia	25+	M	7
Coolana	5-14	F	7
Coolana	5-14	M	12
Coolana	15-19	F	8
Coolana	15-19	M	3
Coolangatta (Qld)	0-4	F	14
Coolangatta (Qld)	0-4	M	11
Coolangatta (Qld)	5-14	F	133
Coolangatta (Qld)	5-14	M	124
Coolangatta (Qld)	15-19	F	45
Coolangatta (Qld)	15-19	M	48
Coolangatta (Qld)	20-24	F	96
Coolangatta (Qld)	20-24	M	40
Coolangatta (Qld)	25+	F	142
Coolangatta (Qld)	25+	M	108
Coolbie	5-14	F	7
Coolbie	5-14	M	6
Coolbie	15-19	F	3
Coolbie	15-19	M	3
Coolmunda	5-14	F	16
Coolmunda	5-14	M	13
Coolmunda	15-19	F	6
Coolmunda	15-19	M	3
Cooloola Cove	0-4	F	12
Cooloola Cove	0-4	M	7
Cooloola Cove	5-14	F	96
Cooloola Cove	5-14	M	137
Cooloola Cove	15-19	F	30
Cooloola Cove	15-19	M	35
Cooloola Cove	20-24	F	4
Cooloola Cove	20-24	M	4
Cooloola Cove	25+	F	40
Cooloola Cove	25+	M	9
Cooloolabin	5-14	F	14
Cooloolabin	5-14	M	17
Cooloolabin	15-19	F	4
Cooloolabin	15-19	M	7
Cooloolabin	25+	F	11
Cooloolabin	25+	M	4
Coolum Beach	0-4	F	33
Coolum Beach	0-4	M	41
Coolum Beach	5-14	F	458
Coolum Beach	5-14	M	498
Coolum Beach	15-19	F	160
Coolum Beach	15-19	M	157
Coolum Beach	20-24	F	46
Coolum Beach	20-24	M	34
Coolum Beach	25+	F	187
Coolum Beach	25+	M	83
Coombabah	0-4	F	48
Coombabah	0-4	M	64
Coombabah	5-14	F	479
Coombabah	5-14	M	497
Coombabah	15-19	F	154
Coombabah	15-19	M	141
Coombabah	20-24	F	69
Coombabah	20-24	M	50
Coombabah	25+	F	177
Coombabah	25+	M	78
Coomera	0-4	F	142
Coomera	0-4	M	140
Coomera	5-14	F	1127
Coomera	5-14	M	1126
Coomera	15-19	F	330
Coomera	15-19	M	290
Coomera	20-24	F	157
Coomera	20-24	M	96
Coomera	25+	F	334
Coomera	25+	M	137
Coominglah	5-14	F	3
Coominya	0-4	F	10
Coominya	0-4	M	6
Coominya	5-14	F	53
Coominya	5-14	M	70
Coominya	15-19	F	16
Coominya	15-19	M	30
Coominya	25+	F	14
Coominya	25+	M	4
Coomrith	5-14	F	3
Coomrith	5-14	M	3
Coonambula	5-14	F	5
Coonambula	5-14	M	4
Coonarr	0-4	F	3
Coonarr	5-14	F	8
Coonarr	5-14	M	14
Coonarr	15-19	F	3
Coonarr	15-19	M	6
Coonarr	25+	F	4
Coondoo	25+	M	4
Coopers Plains	0-4	F	27
Coopers Plains	0-4	M	27
Coopers Plains	5-14	F	218
Coopers Plains	5-14	M	227
Coopers Plains	15-19	F	120
Coopers Plains	15-19	M	128
Coopers Plains	20-24	F	167
Coopers Plains	20-24	M	153
Coopers Plains	25+	F	209
Coopers Plains	25+	M	212
Cooran	0-4	F	8
Cooran	0-4	M	11
Cooran	5-14	F	103
Cooran	5-14	M	109
Cooran	15-19	F	21
Cooran	15-19	M	17
Cooran	20-24	F	9
Cooran	20-24	M	3
Cooran	25+	F	34
Cooran	25+	M	12
Cooranga	0-4	F	3
Cooranga	5-14	F	3
Cooranga	5-14	M	7
Cooranga	15-19	F	3
Cooranga	15-19	M	3
Cooroibah	0-4	F	11
Cooroibah	0-4	M	9
Cooroibah	5-14	F	131
Cooroibah	5-14	M	126
Cooroibah	15-19	F	52
Cooroibah	15-19	M	51
Cooroibah	20-24	F	13
Cooroibah	20-24	M	12
Cooroibah	25+	F	26
Cooroibah	25+	M	13
Coorooman	0-4	F	4
Coorooman	5-14	F	6
Coorooman	5-14	M	3
Coorooman	15-19	M	3
Cooroy	0-4	F	12
Cooroy	0-4	M	14
Cooroy	5-14	F	240
Cooroy	5-14	M	257
Cooroy	15-19	F	84
Cooroy	15-19	M	78
Cooroy	20-24	F	14
Cooroy	20-24	M	9
Cooroy	25+	F	66
Cooroy	25+	M	25
Cooroy Mountain	5-14	F	17
Cooroy Mountain	5-14	M	7
Cooroy Mountain	15-19	F	3
Coorparoo	0-4	F	87
Coorparoo	0-4	M	70
Coorparoo	5-14	F	687
Coorparoo	5-14	M	872
Coorparoo	15-19	F	321
Coorparoo	15-19	M	321
Coorparoo	20-24	F	334
Coorparoo	20-24	M	294
Coorparoo	25+	F	547
Coorparoo	25+	M	410
Coorumba	5-14	F	11
Coorumba	5-14	M	3
Coorumba	15-19	F	7
Coorumba	15-19	M	4
Coorumbene	5-14	M	3
Cootharaba	0-4	F	3
Cootharaba	0-4	M	4
Cootharaba	5-14	F	43
Cootharaba	5-14	M	47
Cootharaba	15-19	F	14
Cootharaba	15-19	M	15
Cootharaba	20-24	F	3
Cootharaba	25+	F	15
Cootharaba	25+	M	14
Coowonga	5-14	F	9
Coowonga	5-14	M	20
Coowonga	15-19	F	4
Coowonga	15-19	M	8
Cooya Beach	0-4	F	5
Cooya Beach	5-14	F	19
Cooya Beach	5-14	M	33
Cooya Beach	15-19	F	16
Cooya Beach	15-19	M	11
Cooya Beach	20-24	F	3
Cooya Beach	25+	F	6
Cooya Beach	25+	M	3
Cooyar	5-14	F	12
Cooyar	5-14	M	18
Coppabella (Qld)	5-14	F	10
Coppabella (Qld)	5-14	M	9
Coppabella (Qld)	25+	M	3
Coquette Point	5-14	M	3
Coral Cove	0-4	F	3
Coral Cove	0-4	M	18
Coral Cove	5-14	F	78
Coral Cove	5-14	M	107
Coral Cove	15-19	F	31
Coral Cove	15-19	M	24
Coral Cove	20-24	F	4
Coral Cove	20-24	M	3
Coral Cove	25+	F	25
Coral Cove	25+	M	15
Cordalba	0-4	F	3
Cordalba	5-14	F	34
Cordalba	5-14	M	25
Cordalba	15-19	F	7
Cordalba	15-19	M	7
Cordalba	20-24	M	3
Cordalba	25+	F	5
Cordalba	25+	M	3
Cordelia	5-14	F	10
Cordelia	5-14	M	12
Cordelia	15-19	F	3
Cordelia	15-19	M	3
Corella	5-14	F	8
Corella	5-14	M	6
Corella	15-19	F	3
Corfield	5-14	F	6
Corfield	5-14	M	6
Corfield	20-24	F	3
Corinda	0-4	F	26
Corinda	0-4	M	35
Corinda	5-14	F	360
Corinda	5-14	M	357
Corinda	15-19	F	154
Corinda	15-19	M	146
Corinda	20-24	F	82
Corinda	20-24	M	75
Corinda	25+	F	127
Corinda	25+	M	99
Coringa	5-14	F	3
Coringa	5-14	M	5
Coringa	15-19	F	3
Corndale (Qld)	5-14	M	3
Corndale (Qld)	15-19	M	3
Cornubia	0-4	F	38
Cornubia	0-4	M	30
Cornubia	5-14	F	477
Cornubia	5-14	M	542
Cornubia	15-19	F	214
Cornubia	15-19	M	185
Cornubia	20-24	F	82
Cornubia	20-24	M	75
Cornubia	25+	F	133
Cornubia	25+	M	70
Cosgrove (Qld)	0-4	F	4
Cosgrove (Qld)	5-14	F	10
Cosgrove (Qld)	5-14	M	10
Cosgrove (Qld)	15-19	F	3
Cosgrove (Qld)	15-19	M	3
Cosgrove (Qld)	20-24	F	11
Cosgrove (Qld)	20-24	M	3
Cosgrove (Qld)	25+	M	3
Cotswold Hills	0-4	F	4
Cotswold Hills	0-4	M	6
Cotswold Hills	5-14	F	93
Cotswold Hills	5-14	M	80
Cotswold Hills	15-19	F	37
Cotswold Hills	15-19	M	41
Cotswold Hills	20-24	F	10
Cotswold Hills	20-24	M	8
Cotswold Hills	25+	F	19
Cotswold Hills	25+	M	8
Cottonvale (Qld)	5-14	F	7
Cottonvale (Qld)	5-14	M	9
Cottonvale (Qld)	15-19	F	3
Cottonvale (Qld)	25+	F	4
Coulson	5-14	F	13
Coulson	5-14	M	15
Coulson	15-19	F	6
Coulson	15-19	M	6
Coulson	25+	M	3
Coverty	0-4	F	3
Coverty	5-14	F	12
Coverty	5-14	M	15
Coverty	15-19	F	3
Coverty	15-19	M	3
Cow Bay	5-14	F	3
Cow Bay	5-14	M	11
Cow Bay	15-19	F	3
Cow Bay	25+	F	3
Cowley	5-14	F	3
Cowley	15-19	M	6
Cowley	25+	M	3
Cowley Beach	5-14	M	3
Craiglie	0-4	F	12
Craiglie	0-4	M	4
Craiglie	5-14	F	39
Craiglie	5-14	M	54
Craiglie	15-19	F	11
Craiglie	15-19	M	10
Craiglie	20-24	M	3
Craiglie	25+	F	11
Craiglie	25+	M	6
Craignish	0-4	F	3
Craignish	0-4	M	12
Craignish	5-14	F	125
Craignish	5-14	M	124
Craignish	15-19	F	53
Craignish	15-19	M	39
Craignish	20-24	F	3
Craignish	20-24	M	7
Craignish	25+	F	38
Craignish	25+	M	21
Cranbrook (Qld)	0-4	F	13
Cranbrook (Qld)	0-4	M	27
Cranbrook (Qld)	5-14	F	319
Cranbrook (Qld)	5-14	M	325
Cranbrook (Qld)	15-19	F	146
Cranbrook (Qld)	15-19	M	160
Cranbrook (Qld)	20-24	F	79
Cranbrook (Qld)	20-24	M	79
Cranbrook (Qld)	25+	F	172
Cranbrook (Qld)	25+	M	124
Cranley	0-4	F	10
Cranley	5-14	F	52
Cranley	5-14	M	50
Cranley	15-19	F	18
Cranley	15-19	M	23
Cranley	20-24	F	16
Cranley	20-24	M	11
Cranley	25+	F	27
Cranley	25+	M	17
Crawford	5-14	F	11
Crawford	5-14	M	12
Crawford	20-24	M	3
Crediton	5-14	F	3
Crediton	5-14	M	7
Crediton	15-19	F	4
Cressbrook	0-4	F	3
Cressbrook	5-14	F	8
Cressbrook	5-14	M	9
Cressbrook	15-19	F	3
Cressbrook	15-19	M	3
Crestmead	0-4	F	81
Crestmead	0-4	M	77
Crestmead	5-14	F	989
Crestmead	5-14	M	984
Crestmead	15-19	F	269
Crestmead	15-19	M	278
Crestmead	20-24	F	98
Crestmead	20-24	M	50
Crestmead	25+	F	239
Crestmead	25+	M	115
Crinum	5-14	F	7
Crinum	5-14	M	3
Crinum	15-19	F	3
Crinum	15-19	M	3
Crinum	25+	F	3
Croftby	5-14	F	11
Croftby	5-14	M	11
Crohamhurst	5-14	F	16
Crohamhurst	5-14	M	7
Crohamhurst	15-19	F	6
Crohamhurst	15-19	M	3
Cromarty	20-24	M	3
Crossdale	5-14	M	3
Crossdale	15-19	F	4
Crossroads	0-4	F	3
Crossroads	5-14	F	6
Crossroads	5-14	M	13
Crossroads	15-19	M	4
Crowley Vale	5-14	F	8
Crowley Vale	5-14	M	11
Crowley Vale	15-19	F	4
Crowley Vale	15-19	M	3
Crownthorpe	5-14	M	3
Crownthorpe	15-19	F	3
Crows Nest (Qld)	0-4	F	9
Crows Nest (Qld)	0-4	M	11
Crows Nest (Qld)	5-14	F	134
Crows Nest (Qld)	5-14	M	117
Crows Nest (Qld)	15-19	F	29
Crows Nest (Qld)	15-19	M	24
Crows Nest (Qld)	20-24	F	9
Crows Nest (Qld)	20-24	M	3
Crows Nest (Qld)	25+	F	38
Crows Nest (Qld)	25+	M	14
Croydon (Qld)	5-14	F	19
Croydon (Qld)	5-14	M	14
Cryna	5-14	F	4
Cryna	5-14	M	8
Cryna	15-19	F	7
Cryna	15-19	M	3
Cryna	20-24	F	3
Cryna	25+	F	4
Crystal Brook (Qld)	5-14	F	13
Crystal Brook (Qld)	5-14	M	19
Crystal Brook (Qld)	15-19	M	3
Crystal Brook (Qld)	20-24	F	3
Crystal Brook (Qld)	25+	F	3
Cullinane	0-4	F	3
Cullinane	0-4	M	3
Cullinane	5-14	F	17
Cullinane	5-14	M	29
Cullinane	15-19	F	7
Cullinane	15-19	M	17
Cullinane	20-24	F	4
Cullinane	25+	F	9
Cungulla	0-4	M	4
Cungulla	5-14	F	12
Cungulla	5-14	M	11
Cungulla	15-19	F	3
Cungulla	25+	F	5
Cunnamulla	0-4	F	3
Cunnamulla	0-4	M	4
Cunnamulla	5-14	F	69
Cunnamulla	5-14	M	69
Cunnamulla	15-19	F	15
Cunnamulla	15-19	M	12
Cunnamulla	20-24	F	10
Cunnamulla	25+	F	14
Cunnamulla	25+	M	7
Cunningham (Qld)	5-14	F	4
Cunningham (Qld)	5-14	M	5
Cunningham (Qld)	15-19	M	3
Curra	0-4	F	12
Curra	0-4	M	9
Curra	5-14	F	108
Curra	5-14	M	125
Curra	15-19	F	28
Curra	15-19	M	34
Curra	20-24	F	3
Curra	20-24	M	3
Curra	25+	F	40
Curra	25+	M	10
Currajah	5-14	F	4
Currajong	0-4	F	4
Currajong	0-4	M	13
Currajong	5-14	F	136
Currajong	5-14	M	148
Currajong	15-19	F	39
Currajong	15-19	M	42
Currajong	20-24	F	30
Currajong	20-24	M	21
Currajong	25+	F	59
Currajong	25+	M	29
Curramore (Qld)	5-14	F	12
Curramore (Qld)	5-14	M	10
Curramore (Qld)	15-19	F	3
Curramore (Qld)	15-19	M	3
Curramore (Qld)	20-24	M	3
Curramore (Qld)	25+	M	3
Currimundi	0-4	F	33
Currimundi	0-4	M	55
Currimundi	5-14	F	415
Currimundi	5-14	M	495
Currimundi	15-19	F	141
Currimundi	15-19	M	148
Currimundi	20-24	F	40
Currimundi	20-24	M	29
Currimundi	25+	F	142
Currimundi	25+	M	56
Currumbin	0-4	F	20
Currumbin	0-4	M	18
Currumbin	5-14	F	141
Currumbin	5-14	M	172
Currumbin	15-19	F	47
Currumbin	15-19	M	60
Currumbin	20-24	F	22
Currumbin	20-24	M	19
Currumbin	25+	F	71
Currumbin	25+	M	28
Currumbin Valley	0-4	F	9
Currumbin Valley	0-4	M	7
Currumbin Valley	5-14	F	116
Currumbin Valley	5-14	M	118
Currumbin Valley	15-19	F	38
Currumbin Valley	15-19	M	48
Currumbin Valley	20-24	F	22
Currumbin Valley	20-24	M	12
Currumbin Valley	25+	F	35
Currumbin Valley	25+	M	13
Currumbin Waters	0-4	F	45
Currumbin Waters	0-4	M	61
Currumbin Waters	5-14	F	567
Currumbin Waters	5-14	M	602
Currumbin Waters	15-19	F	228
Currumbin Waters	15-19	M	213
Currumbin Waters	20-24	F	79
Currumbin Waters	20-24	M	71
Currumbin Waters	25+	F	162
Currumbin Waters	25+	M	59
Curtis Island	25+	M	5
Cushnie	5-14	F	12
Cushnie	5-14	M	8
Cushnie	15-19	F	3
Cushnie	25+	F	3
Cynthia	5-14	F	4
Cynthia	5-14	M	6
Cypress Gardens	5-14	F	3
D'Aguilar	0-4	F	3
D'Aguilar	0-4	M	6
D'Aguilar	5-14	F	72
D'Aguilar	5-14	M	91
D'Aguilar	15-19	F	25
D'Aguilar	15-19	M	18
D'Aguilar	20-24	F	4
D'Aguilar	20-24	M	8
D'Aguilar	25+	F	26
D'Aguilar	25+	M	9
Dagun	0-4	M	3
Dagun	5-14	F	9
Dagun	5-14	M	12
Dagun	15-19	F	4
Daintree	5-14	F	3
Daintree	5-14	M	4
Daintree	15-19	F	3
Daintree	15-19	M	5
Daisy Hill (Qld)	0-4	F	40
Daisy Hill (Qld)	0-4	M	44
Daisy Hill (Qld)	5-14	F	453
Daisy Hill (Qld)	5-14	M	481
Daisy Hill (Qld)	15-19	F	162
Daisy Hill (Qld)	15-19	M	184
Daisy Hill (Qld)	20-24	F	80
Daisy Hill (Qld)	20-24	M	72
Daisy Hill (Qld)	25+	F	160
Daisy Hill (Qld)	25+	M	87
Dajarra	5-14	F	22
Dajarra	5-14	M	15
Dajarra	25+	F	4
Dakabin	0-4	F	28
Dakabin	0-4	M	35
Dakabin	5-14	F	185
Dakabin	5-14	M	221
Dakabin	15-19	F	88
Dakabin	15-19	M	70
Dakabin	20-24	F	44
Dakabin	20-24	M	25
Dakabin	25+	F	101
Dakabin	25+	M	43
Dakenba	5-14	F	10
Dakenba	5-14	M	3
Dakenba	15-19	M	3
Dakenba	25+	F	4
Dalbeg	5-14	F	4
Dalby	0-4	F	88
Dalby	0-4	M	85
Dalby	5-14	F	890
Dalby	5-14	M	951
Dalby	15-19	F	289
Dalby	15-19	M	274
Dalby	20-24	F	75
Dalby	20-24	M	46
Dalby	25+	F	211
Dalby	25+	M	92
Dalcouth	5-14	F	12
Dalcouth	5-14	M	11
Dalcouth	15-19	F	3
Dalcouth	15-19	M	3
Dalcouth	25+	F	6
Dallarnil	5-14	F	7
Dallarnil	5-14	M	14
Dallarnil	15-19	F	3
Dalma	5-14	F	4
Dalrymple Creek	5-14	F	6
Dalrymple Creek	5-14	M	3
Dalrymple Creek	15-19	F	3
Dalrymple Heights	5-14	F	3
Dalrymple Heights	20-24	F	3
Dalveen	5-14	F	9
Dalveen	5-14	M	12
Dalveen	15-19	F	3
Dalveen	15-19	M	9
Dalveen	25+	F	3
Dalveen	25+	M	4
Dalwogon	5-14	F	4
Dalysford	5-14	F	9
Dalysford	5-14	M	7
Dalysford	15-19	F	4
Damascus	15-19	M	10
Damper Creek	15-19	M	4
Danbulla	5-14	F	3
Danbulla	5-14	M	4
Danderoo	5-14	M	3
Dangore	5-14	M	3
Daradgee	5-14	M	3
Daradgee	15-19	M	3
Dargal Road	5-14	F	12
Dargal Road	5-14	M	21
Dargal Road	15-19	F	3
Dargal Road	15-19	M	10
Darling Heights	0-4	F	31
Darling Heights	0-4	M	30
Darling Heights	5-14	F	347
Darling Heights	5-14	M	323
Darling Heights	15-19	F	139
Darling Heights	15-19	M	134
Darling Heights	20-24	F	121
Darling Heights	20-24	M	281
Darling Heights	25+	F	249
Darling Heights	25+	M	297
Darlington (Qld)	0-4	F	3
Darlington (Qld)	5-14	F	3
Darlington (Qld)	5-14	M	13
Darlington (Qld)	15-19	M	4
Darlington (Qld)	25+	F	3
Darr Creek	15-19	M	3
Darra	0-4	F	12
Darra	0-4	M	30
Darra	5-14	F	203
Darra	5-14	M	241
Darra	15-19	F	82
Darra	15-19	M	76
Darra	20-24	F	77
Darra	20-24	M	71
Darra	25+	F	112
Darra	25+	M	94
Darts Creek	5-14	F	12
Darts Creek	5-14	M	10
Darts Creek	15-19	F	3
Darts Creek	15-19	M	5
Dauan Island	5-14	F	19
Dauan Island	5-14	M	14
Dauan Island	25+	F	3
Dauan Island	25+	M	3
Dayboro	0-4	F	12
Dayboro	0-4	M	16
Dayboro	5-14	F	168
Dayboro	5-14	M	151
Dayboro	15-19	F	47
Dayboro	15-19	M	39
Dayboro	20-24	F	12
Dayboro	20-24	M	10
Dayboro	25+	F	38
Dayboro	25+	M	22
Daymar	5-14	F	3
Daymar	5-14	M	5
Deagon	0-4	F	13
Deagon	0-4	M	31
Deagon	5-14	F	202
Deagon	5-14	M	200
Deagon	15-19	F	76
Deagon	15-19	M	79
Deagon	20-24	F	22
Deagon	20-24	M	27
Deagon	25+	F	86
Deagon	25+	M	41
Deception Bay	0-4	F	94
Deception Bay	0-4	M	121
Deception Bay	5-14	F	1206
Deception Bay	5-14	M	1400
Deception Bay	15-19	F	406
Deception Bay	15-19	M	427
Deception Bay	20-24	F	120
Deception Bay	20-24	M	74
Deception Bay	25+	F	385
Deception Bay	25+	M	167
Deebing Heights	0-4	F	19
Deebing Heights	0-4	M	11
Deebing Heights	5-14	F	164
Deebing Heights	5-14	M	148
Deebing Heights	15-19	F	67
Deebing Heights	15-19	M	56
Deebing Heights	20-24	F	23
Deebing Heights	20-24	M	18
Deebing Heights	25+	F	44
Deebing Heights	25+	M	28
Deepwater (Qld)	0-4	M	3
Deepwater (Qld)	5-14	F	7
Deepwater (Qld)	5-14	M	8
Deeragun	0-4	F	29
Deeragun	0-4	M	25
Deeragun	5-14	F	314
Deeragun	5-14	M	326
Deeragun	15-19	F	72
Deeragun	15-19	M	89
Deeragun	20-24	F	30
Deeragun	20-24	M	19
Deeragun	25+	F	97
Deeragun	25+	M	30
Deeral	5-14	F	11
Deeral	5-14	M	7
Deeral	15-19	F	3
Degarra	5-14	F	3
Degarra	5-14	M	3
Degarra	25+	F	3
Degilbo	5-14	F	8
Degilbo	5-14	M	18
Degilbo	15-19	F	3
Degilbo	15-19	M	3
Delan	5-14	F	14
Delan	5-14	M	20
Delan	15-19	F	3
Delan	15-19	M	9
Delan	20-24	M	3
Delan	25+	F	8
Delan	25+	M	3
Delaneys Creek	0-4	F	4
Delaneys Creek	0-4	M	4
Delaneys Creek	5-14	F	86
Delaneys Creek	5-14	M	51
Delaneys Creek	15-19	F	25
Delaneys Creek	15-19	M	18
Delaneys Creek	20-24	F	7
Delaneys Creek	20-24	M	3
Delaneys Creek	25+	F	19
Delaneys Creek	25+	M	4
Depot Hill	0-4	M	3
Depot Hill	5-14	F	54
Depot Hill	5-14	M	64
Depot Hill	15-19	F	10
Depot Hill	15-19	M	18
Depot Hill	20-24	F	3
Depot Hill	25+	F	20
Depot Hill	25+	M	13
Derri Derra	5-14	F	9
Derri Derra	5-14	M	5
Derri Derra	15-19	F	7
Derri Derra	15-19	M	3
Derri Derra	20-24	F	4
Derrymore	5-14	F	4
Derrymore	5-14	M	6
Derrymore	15-19	F	7
Derrymore	15-19	M	3
Deuchar	0-4	F	3
Deuchar	5-14	F	16
Deuchar	5-14	M	17
Deuchar	15-19	F	3
Deuchar	15-19	M	3
Deuchar	20-24	F	3
Deuchar	25+	F	5
Devereux Creek	5-14	F	19
Devereux Creek	5-14	M	26
Devereux Creek	15-19	F	13
Devereux Creek	15-19	M	8
Devereux Creek	20-24	F	3
Devereux Creek	20-24	M	4
Devereux Creek	25+	F	6
Devon Park (Qld)	5-14	F	3
Devon Park (Qld)	5-14	M	6
Diamond Valley	5-14	F	26
Diamond Valley	5-14	M	24
Diamond Valley	15-19	F	10
Diamond Valley	15-19	M	9
Diamond Valley	20-24	F	5
Diamond Valley	25+	F	10
Diamond Valley	25+	M	3
Diamondvale	5-14	F	3
Diamondvale	15-19	F	8
Diamondvale	20-24	F	5
Diamondy	5-14	F	3
Diamondy	5-14	M	7
Dicky Beach	0-4	F	12
Dicky Beach	0-4	M	5
Dicky Beach	5-14	F	84
Dicky Beach	5-14	M	100
Dicky Beach	15-19	F	48
Dicky Beach	15-19	M	40
Dicky Beach	20-24	F	18
Dicky Beach	20-24	M	8
Dicky Beach	25+	F	38
Dicky Beach	25+	M	24
Didcot	5-14	F	3
Didcot	5-14	M	6
Diddillibah	0-4	F	10
Diddillibah	0-4	M	8
Diddillibah	5-14	F	97
Diddillibah	5-14	M	92
Diddillibah	15-19	F	29
Diddillibah	15-19	M	36
Diddillibah	20-24	F	8
Diddillibah	20-24	M	9
Diddillibah	25+	F	28
Diddillibah	25+	M	5
Diglum	5-14	F	3
Diglum	5-14	M	3
Dimbulah	0-4	F	3
Dimbulah	5-14	F	52
Dimbulah	5-14	M	73
Dimbulah	15-19	F	24
Dimbulah	15-19	M	19
Dimbulah	25+	F	16
Dimbulah	25+	M	3
Dingo	0-4	M	3
Dingo	5-14	F	4
Dingo	5-14	M	22
Dingo	15-19	F	6
Dingo	15-19	M	5
Dingo Beach	5-14	F	3
Dingo Beach	5-14	M	3
Dingo Beach	25+	F	3
Dingo Pocket	5-14	M	5
Dingo Pocket	15-19	F	3
Dingo Pocket	15-19	M	3
Dinmore	0-4	F	5
Dinmore	5-14	F	39
Dinmore	5-14	M	50
Dinmore	15-19	F	13
Dinmore	15-19	M	13
Dinmore	20-24	M	3
Dinmore	25+	F	18
Dinmore	25+	M	8
Dirnbir	5-14	F	4
Dirranbandi	0-4	F	6
Dirranbandi	5-14	F	30
Dirranbandi	5-14	M	28
Dirranbandi	15-19	F	13
Dirranbandi	15-19	M	7
Dirranbandi	25+	F	8
Dittmer	5-14	F	7
Dittmer	5-14	M	7
Dittmer	25+	F	4
Diwan	5-14	F	6
Diwan	5-14	M	7
Diwan	15-19	F	3
Dixalea	5-14	F	3
Dixalea	5-14	M	10
Djarawong	5-14	F	7
Djarawong	5-14	M	10
