SSC_NAME16	EduInstitutionType	Sex	students
Avalon Beach	Infants/Primary	M	476
Avalon Beach	Pre-school	F	118
Avalon Beach	Pre-school	M	106
Avalon Beach	Secondary	F	425
Avalon Beach	Secondary	M	409
Avalon Beach	Technical or Further Educational Institution	F	65
Avalon Beach	Technical or Further Educational Institution	M	79
Avalon Beach	University or other tertiary	F	207
Avalon Beach	University or other tertiary	M	155
Avisford		M	3
Avoca (NSW)		F	5
Avoca (NSW)		M	4
Avoca (NSW)	Infants/Primary	F	14
Avoca (NSW)	Infants/Primary	M	10
Avoca (NSW)	Pre-school	F	4
Avoca (NSW)	Pre-school	M	3
Avoca (NSW)	Secondary	F	14
Avoca (NSW)	Secondary	M	12
Avoca (NSW)	Technical or Further Educational Institution	M	3
Avoca Beach		F	127
Avoca Beach		M	133
Avoca Beach	Infants/Primary	F	242
Avoca Beach	Infants/Primary	M	237
Avoca Beach	Pre-school	F	59
Avoca Beach	Pre-school	M	52
Avoca Beach	Secondary	F	196
Avoca Beach	Secondary	M	205
Avoca Beach	Technical or Further Educational Institution	F	34
Avoca Beach	Technical or Further Educational Institution	M	40
Avoca Beach	University or other tertiary	F	119
Avoca Beach	University or other tertiary	M	75
Avondale (NSW)		F	65
Avondale (NSW)		M	59
Avondale (NSW)	Infants/Primary	F	62
Avondale (NSW)	Infants/Primary	M	70
Avondale (NSW)	Pre-school	F	24
Avondale (NSW)	Pre-school	M	12
Avondale (NSW)	Secondary	F	45
Avondale (NSW)	Secondary	M	37
Avondale (NSW)	Technical or Further Educational Institution	F	21
Avondale (NSW)	Technical or Further Educational Institution	M	16
Avondale (NSW)	University or other tertiary	F	19
Avondale (NSW)	University or other tertiary	M	11
Avonside		F	4
Avonside		M	6
Avonside	Infants/Primary	F	9
Avonside	Infants/Primary	M	6
Avonside	Secondary	F	3
Avonside	Secondary	M	6
Awaba		F	10
Awaba		M	5
Awaba	Infants/Primary	F	18
Awaba	Infants/Primary	M	17
Awaba	Pre-school	F	3
Awaba	Pre-school	M	5
Awaba	Secondary	F	18
Awaba	Secondary	M	14
Awaba	Technical or Further Educational Institution	F	6
Awaba	Technical or Further Educational Institution	M	7
Awaba	University or other tertiary	F	8
Awaba	University or other tertiary	M	7
Aylmerton		F	3
Aylmerton	Infants/Primary	M	4
Aylmerton	Secondary	F	7
Aylmerton	Secondary	M	6
Aylmerton	University or other tertiary	F	3
Baan Baa		F	14
Baan Baa		M	12
Baan Baa	Infants/Primary	F	3
Baan Baa	Infants/Primary	M	3
Baan Baa	Secondary	F	4
Baan Baa	Secondary	M	3
Back Creek (Bland - NSW)		F	3
Back Creek (Bland - NSW)		M	9
Back Creek (Bland - NSW)	Infants/Primary	F	3
Back Creek (Bland - NSW)	Infants/Primary	M	3
Back Creek (Queanbeyan-Palerang Regional - NSW)		M	4
Back Forest		F	5
Back Forest	Infants/Primary	F	3
Back Forest	University or other tertiary	F	6
Backmede		F	7
Backmede		M	4
Backmede	Infants/Primary	F	3
Backmede	Infants/Primary	M	6
Backmede	Pre-school	M	4
Backmede	Secondary	F	7
Backmede	Secondary	M	3
Backmede	Technical or Further Educational Institution	M	3
Badgerys Creek		F	11
Badgerys Creek	Infants/Primary	F	7
Badgerys Creek	Infants/Primary	M	7
Badgerys Creek	Pre-school	F	3
Badgerys Creek	Secondary	F	12
Badgerys Creek	Secondary	M	10
Badgerys Creek	Technical or Further Educational Institution	F	3
Baerami		F	6
Baerami		M	6
Baerami	Infants/Primary	M	8
Baerami	Secondary	F	3
Baerami Creek		F	6
Baerami Creek		M	15
Baerami Creek	Secondary	F	4
Bagnoo	Infants/Primary	M	5
Bago		F	4
Bago	Secondary	F	3
Bagotville		F	4
Bagotville		M	3
Bagotville	Secondary	M	3
Bakers Creek (Mid-Coast - NSW)	Infants/Primary	M	3
Bakers Creek (Mid-Coast - NSW)	Secondary	F	5
Bakers Creek (Nambucca - NSW)		F	4
Bakers Creek (Nambucca - NSW)		M	4
Bakers Swamp		F	3
Bakers Swamp		M	5
Bakers Swamp	Infants/Primary	F	3
Balaclava (NSW)		F	32
Balaclava (NSW)		M	24
Balaclava (NSW)	Infants/Primary	F	15
Balaclava (NSW)	Infants/Primary	M	19
Balaclava (NSW)	Pre-school	F	7
Balaclava (NSW)	Pre-school	M	3
Balaclava (NSW)	Secondary	F	15
Balaclava (NSW)	Secondary	M	5
Balaclava (NSW)	Technical or Further Educational Institution	F	3
Balaclava (NSW)	Technical or Further Educational Institution	M	10
Balaclava (NSW)	University or other tertiary	F	6
Balala		F	11
Balala		M	13
Balala	Infants/Primary	F	10
Balala	Infants/Primary	M	3
Balala	Secondary	F	3
Balala	Secondary	M	5
Balcolyn		F	30
Balcolyn		M	33
Balcolyn	Infants/Primary	F	32
Balcolyn	Infants/Primary	M	43
Balcolyn	Pre-school	F	8
Balcolyn	Pre-school	M	9
Balcolyn	Secondary	F	37
Balcolyn	Secondary	M	35
Balcolyn	Technical or Further Educational Institution	F	22
Balcolyn	Technical or Further Educational Institution	M	7
Balcolyn	University or other tertiary	F	7
Balcolyn	University or other tertiary	M	6
Bald Blair	Infants/Primary	F	3
Bald Blair	Infants/Primary	M	3
Bald Hills (NSW)		F	6
Bald Hills (NSW)		M	8
Bald Hills (NSW)	Infants/Primary	F	9
Bald Hills (NSW)	Infants/Primary	M	17
Bald Hills (NSW)	Pre-school	F	3
Bald Hills (NSW)	Pre-school	M	3
Bald Hills (NSW)	Secondary	F	14
Bald Hills (NSW)	Secondary	M	8
Baldersleigh		F	3
Baldersleigh	Secondary	F	4
Baldry		F	6
Baldry		M	6
Baldry	Infants/Primary	F	12
Baldry	Infants/Primary	M	7
Baldry	Secondary	F	3
Baldry	Secondary	M	4
Balfours Peak	Infants/Primary	M	5
Balfours Peak	Pre-school	M	3
Balgowlah		F	290
Balgowlah		M	274
Balgowlah	Infants/Primary	F	372
Balgowlah	Infants/Primary	M	366
Balgowlah	Pre-school	F	86
Balgowlah	Pre-school	M	116
Balgowlah	Secondary	F	223
Balgowlah	Secondary	M	236
Balgowlah	Technical or Further Educational Institution	F	59
Balgowlah	Technical or Further Educational Institution	M	37
Balgowlah	University or other tertiary	F	199
Balgowlah	University or other tertiary	M	149
Balgowlah Heights		F	77
Balgowlah Heights		M	69
Balgowlah Heights	Infants/Primary	F	231
Balgowlah Heights	Infants/Primary	M	238
Balgowlah Heights	Pre-school	F	47
Balgowlah Heights	Pre-school	M	47
Balgowlah Heights	Secondary	F	196
Balgowlah Heights	Secondary	M	163
Balgowlah Heights	Technical or Further Educational Institution	F	13
Balgowlah Heights	Technical or Further Educational Institution	M	16
Balgowlah Heights	University or other tertiary	F	72
Balgowlah Heights	University or other tertiary	M	90
Balgownie		F	153
Balgownie		M	121
Balgownie	Infants/Primary	F	231
Balgownie	Infants/Primary	M	234
Balgownie	Pre-school	F	49
Balgownie	Pre-school	M	57
Balgownie	Secondary	F	184
Balgownie	Secondary	M	182
Balgownie	Technical or Further Educational Institution	F	40
Balgownie	Technical or Further Educational Institution	M	49
Balgownie	University or other tertiary	F	147
Balgownie	University or other tertiary	M	103
Balickera	Infants/Primary	M	3
Balickera	Secondary	M	3
Balladoran		F	4
Balladoran		M	5
Balladoran	Infants/Primary	F	5
Balladoran	Secondary	F	4
Balladoran	Secondary	M	4
Balldale		F	11
Balldale		M	10
Balldale	Infants/Primary	F	5
Balldale	Infants/Primary	M	5
Balldale	Pre-school	F	3
Balldale	Secondary	F	3
Balldale	Secondary	M	3
Ballengarra		F	8
Ballengarra		M	9
Ballengarra	Infants/Primary	F	4
Ballengarra	Infants/Primary	M	3
Ballengarra	Pre-school	F	3
Ballengarra	Secondary	F	6
Ballengarra	Secondary	M	5
Ballimore		F	17
Ballimore		M	20
Ballimore	Infants/Primary	F	12
Ballimore	Pre-school	M	3
Ballimore	Secondary	F	7
Ballimore	Secondary	M	6
Ballimore	Technical or Further Educational Institution	F	3
Ballimore	University or other tertiary	M	3
Ballina		F	643
Ballina		M	469
Ballina	Infants/Primary	F	203
Ballina	Infants/Primary	M	210
Ballina	Pre-school	F	52
Ballina	Pre-school	M	38
Ballina	Secondary	F	167
Ballina	Secondary	M	178
Ballina	Technical or Further Educational Institution	F	96
Ballina	Technical or Further Educational Institution	M	60
Ballina	University or other tertiary	F	93
Ballina	University or other tertiary	M	45
Balmain		F	497
Balmain		M	502
Balmain	Infants/Primary	F	350
Balmain	Infants/Primary	M	404
Balmain	Pre-school	F	104
Balmain	Pre-school	M	103
Balmain	Secondary	F	217
Balmain	Secondary	M	232
Balmain	Technical or Further Educational Institution	F	59
Balmain	Technical or Further Educational Institution	M	47
Balmain	University or other tertiary	F	322
Balmain	University or other tertiary	M	226
Balmain East		F	105
Balmain East		M	93
Balmain East	Infants/Primary	F	64
Balmain East	Infants/Primary	M	68
Balmain East	Pre-school	F	13
Balmain East	Pre-school	M	15
Balmain East	Secondary	F	45
Balmain East	Secondary	M	47
Balmain East	Technical or Further Educational Institution	F	12
Balmain East	Technical or Further Educational Institution	M	10
Balmain East	University or other tertiary	F	58
Balmain East	University or other tertiary	M	39
Balmoral (Lake Macquarie - NSW)		F	11
Balmoral (Lake Macquarie - NSW)		M	3
Balmoral (Lake Macquarie - NSW)	Infants/Primary	F	23
Balmoral (Lake Macquarie - NSW)	Infants/Primary	M	31
Balmoral (Lake Macquarie - NSW)	Pre-school	F	7
Balmoral (Lake Macquarie - NSW)	Pre-school	M	8
Balmoral (Lake Macquarie - NSW)	Secondary	F	28
Balmoral (Lake Macquarie - NSW)	Secondary	M	30
Balmoral (Lake Macquarie - NSW)	Technical or Further Educational Institution	F	3
Balmoral (Lake Macquarie - NSW)	Technical or Further Educational Institution	M	3
Balmoral (Lake Macquarie - NSW)	University or other tertiary	F	19
Balmoral (Lake Macquarie - NSW)	University or other tertiary	M	5
Balmoral (Wingecarribee - NSW)		F	8
Balmoral (Wingecarribee - NSW)		M	12
Balmoral (Wingecarribee - NSW)	Infants/Primary	F	16
Balmoral (Wingecarribee - NSW)	Infants/Primary	M	15
Balmoral (Wingecarribee - NSW)	Pre-school	F	8
Balmoral (Wingecarribee - NSW)	Pre-school	M	3
Balmoral (Wingecarribee - NSW)	Secondary	F	10
Balmoral (Wingecarribee - NSW)	Secondary	M	14
Balmoral (Wingecarribee - NSW)	Technical or Further Educational Institution	F	3
Balmoral (Wingecarribee - NSW)	Technical or Further Educational Institution	M	9
Balmoral (Wingecarribee - NSW)	University or other tertiary	F	11
Balranald		F	64
Balranald		M	68
Balranald	Infants/Primary	F	51
Balranald	Infants/Primary	M	64
Balranald	Pre-school	F	11
Balranald	Pre-school	M	7
Balranald	Secondary	F	39
Balranald	Secondary	M	39
Balranald	Technical or Further Educational Institution	F	5
Balranald	Technical or Further Educational Institution	M	5
Balranald	University or other tertiary	F	7
Balranald	University or other tertiary	M	3
Bamarang		M	3
Bamarang	Secondary	F	3
Bandon Grove		F	4
Bandon Grove		M	3
Bandon Grove	Infants/Primary	M	5
Bandon Grove	Pre-school	F	3
Bandon Grove	Secondary	F	7
Bangalee (NSW)		F	19
Bangalee (NSW)		M	18
Bangalee (NSW)	Infants/Primary	F	22
Bangalee (NSW)	Infants/Primary	M	19
Bangalee (NSW)	Pre-school	F	8
Bangalee (NSW)	Pre-school	M	9
Bangalee (NSW)	Secondary	F	32
Bangalee (NSW)	Secondary	M	24
Bangalee (NSW)	Technical or Further Educational Institution	M	4
Bangalee (NSW)	University or other tertiary	F	16
Bangalee (NSW)	University or other tertiary	M	7
Bangalow		F	102
Bangalow		M	78
Bangalow	Infants/Primary	F	99
Bangalow	Infants/Primary	M	118
Bangalow	Pre-school	F	15
Bangalow	Pre-school	M	24
Bangalow	Secondary	F	79
Bangalow	Secondary	M	50
Bangalow	Technical or Further Educational Institution	F	12
Bangalow	Technical or Further Educational Institution	M	16
Bangalow	University or other tertiary	F	39
Bangalow	University or other tertiary	M	19
Bangheet		F	3
Bangheet		M	6
Bango		F	7
Bango		M	6
Bango	Infants/Primary	M	3
Bango	Secondary	F	3
Bango	Secondary	M	3
Bangor (NSW)		F	102
Bangor (NSW)		M	87
Bangor (NSW)	Infants/Primary	F	187
Bangor (NSW)	Infants/Primary	M	258
Bangor (NSW)	Pre-school	F	49
Bangor (NSW)	Pre-school	M	67
Bangor (NSW)	Secondary	F	172
Bangor (NSW)	Secondary	M	202
Bangor (NSW)	Technical or Further Educational Institution	F	49
Bangor (NSW)	Technical or Further Educational Institution	M	36
Bangor (NSW)	University or other tertiary	F	145
Bangor (NSW)	University or other tertiary	M	112
Banksia		F	130
Banksia		M	144
Banksia	Infants/Primary	F	133
Banksia	Infants/Primary	M	125
Banksia	Pre-school	F	33
Banksia	Pre-school	M	38
Banksia	Secondary	F	96
Banksia	Secondary	M	92
Banksia	Technical or Further Educational Institution	F	38
Banksia	Technical or Further Educational Institution	M	23
Banksia	University or other tertiary	F	98
Banksia	University or other tertiary	M	98
Bankstown		F	1823
Bankstown		M	1589
Bankstown	Infants/Primary	F	1288
Bankstown	Infants/Primary	M	1344
Bankstown	Pre-school	F	230
Bankstown	Pre-school	M	289
Bankstown	Secondary	F	1006
Bankstown	Secondary	M	1003
Bankstown	Technical or Further Educational Institution	F	477
Bankstown	Technical or Further Educational Institution	M	350
Bankstown	University or other tertiary	F	945
Bankstown	University or other tertiary	M	977
Bannister (NSW)		F	4
Bannister (NSW)		M	3
Bannister (NSW)	Infants/Primary	F	9
Bannister (NSW)	Infants/Primary	M	6
Bannister (NSW)	Pre-school	M	7
Bannister (NSW)	Secondary	F	5
Bannister (NSW)	Secondary	M	3
Bannister (NSW)	Technical or Further Educational Institution	F	3
Banora Point		F	576
Banora Point		M	445
Banora Point	Infants/Primary	F	535
Banora Point	Infants/Primary	M	582
Banora Point	Pre-school	F	77
Banora Point	Pre-school	M	128
Banora Point	Secondary	F	480
Banora Point	Secondary	M	440
Banora Point	Technical or Further Educational Institution	F	166
Banora Point	Technical or Further Educational Institution	M	106
Banora Point	University or other tertiary	F	254
Banora Point	University or other tertiary	M	139
Banyabba		M	5
Bar Beach		F	47
Bar Beach		M	70
Bar Beach	Infants/Primary	F	35
Bar Beach	Infants/Primary	M	40
Bar Beach	Pre-school	F	11
Bar Beach	Pre-school	M	8
Bar Beach	Secondary	F	54
Bar Beach	Secondary	M	50
Bar Beach	Technical or Further Educational Institution	F	14
Bar Beach	Technical or Further Educational Institution	M	11
Bar Beach	University or other tertiary	F	44
Bar Beach	University or other tertiary	M	60
Bar Point		M	3
Bar Point	Infants/Primary	M	3
Bar Point	Pre-school	F	3
Bara	Infants/Primary	F	6
Bara	Infants/Primary	M	3
Baradine		F	28
Baradine		M	42
Baradine	Infants/Primary	F	38
Baradine	Infants/Primary	M	26
Baradine	Pre-school	F	7
Baradine	Pre-school	M	12
Baradine	Secondary	F	14
Baradine	Secondary	M	26
Baradine	University or other tertiary	F	8
Barangaroo		F	34
Barangaroo		M	45
Barangaroo	University or other tertiary	F	3
Barangaroo	University or other tertiary	M	8
Barden Ridge		F	82
Barden Ridge		M	65
Barden Ridge	Infants/Primary	F	190
Barden Ridge	Infants/Primary	M	223
Barden Ridge	Pre-school	F	39
Barden Ridge	Pre-school	M	41
Barden Ridge	Secondary	F	234
Barden Ridge	Secondary	M	200
Barden Ridge	Technical or Further Educational Institution	F	28
Barden Ridge	Technical or Further Educational Institution	M	59
Barden Ridge	University or other tertiary	F	152
Barden Ridge	University or other tertiary	M	100
Bardia		F	63
Bardia		M	56
Bardia	Infants/Primary	F	90
Bardia	Infants/Primary	M	85
Bardia	Pre-school	F	21
Bardia	Pre-school	M	20
Bardia	Secondary	F	43
Bardia	Secondary	M	34
Bardia	Technical or Further Educational Institution	F	8
Bardia	Technical or Further Educational Institution	M	17
Bardia	University or other tertiary	F	40
Bardia	University or other tertiary	M	36
Bardwell Park		F	50
Bardwell Park		M	51
Bardwell Park	Infants/Primary	F	93
Bardwell Park	Infants/Primary	M	98
Bardwell Park	Pre-school	F	22
Bardwell Park	Pre-school	M	18
Bardwell Park	Secondary	F	73
Bardwell Park	Secondary	M	76
Bardwell Park	Technical or Further Educational Institution	F	7
Bardwell Park	Technical or Further Educational Institution	M	20
Bardwell Park	University or other tertiary	F	67
Bardwell Park	University or other tertiary	M	60
Bardwell Valley		F	72
Bardwell Valley		M	50
Bardwell Valley	Infants/Primary	F	109
Bardwell Valley	Infants/Primary	M	92
Bardwell Valley	Pre-school	F	16
Bardwell Valley	Pre-school	M	19
Bardwell Valley	Secondary	F	96
Bardwell Valley	Secondary	M	71
Bardwell Valley	Technical or Further Educational Institution	F	14
Bardwell Valley	Technical or Further Educational Institution	M	28
Bardwell Valley	University or other tertiary	F	56
Bardwell Valley	University or other tertiary	M	41
Barellan		F	30
Barellan		M	38
Barellan	Infants/Primary	F	20
Barellan	Infants/Primary	M	28
Barellan	Pre-school	F	4
Barellan	Pre-school	M	8
Barellan	Secondary	F	9
Barellan	Secondary	M	9
Barellan	Technical or Further Educational Institution	M	3
Barellan	University or other tertiary	F	3
Barellan	University or other tertiary	M	3
Bargo		F	134
Bargo		M	152
Bargo	Infants/Primary	F	198
Bargo	Infants/Primary	M	218
Bargo	Pre-school	F	36
Bargo	Pre-school	M	48
Bargo	Secondary	F	162
Bargo	Secondary	M	154
Bargo	Technical or Further Educational Institution	F	40
Bargo	Technical or Further Educational Institution	M	43
Bargo	University or other tertiary	F	70
Bargo	University or other tertiary	M	31
Barham		F	92
Barham		M	68
Barham	Infants/Primary	F	30
Barham	Infants/Primary	M	47
Barham	Pre-school	F	11
Barham	Pre-school	M	10
Barham	Secondary	F	41
Barham	Secondary	M	27
Barham	Technical or Further Educational Institution	F	9
Barham	University or other tertiary	F	6
Barham	University or other tertiary	M	6
Barkers Vale		F	10
Barkers Vale		M	5
Barkers Vale	Infants/Primary	F	9
Barkers Vale	Infants/Primary	M	7
Barkers Vale	Pre-school	M	4
Barkers Vale	Secondary	F	6
Barmedman		F	24
Barmedman		M	15
Barmedman	Infants/Primary	F	24
Barmedman	Infants/Primary	M	27
Barmedman	Pre-school	F	3
Barmedman	Pre-school	M	6
Barmedman	Secondary	F	14
Barmedman	Secondary	M	11
Barmedman	Technical or Further Educational Institution	F	3
Barmedman	Technical or Further Educational Institution	M	3
Barmedman	University or other tertiary	M	3
Barnsley		F	40
Barnsley		M	33
Barnsley	Infants/Primary	F	71
Barnsley	Infants/Primary	M	66
Barnsley	Pre-school	F	14
Barnsley	Pre-school	M	26
Barnsley	Secondary	F	64
Barnsley	Secondary	M	58
Barnsley	Technical or Further Educational Institution	F	14
Barnsley	Technical or Further Educational Institution	M	20
Barnsley	University or other tertiary	F	24
Barnsley	University or other tertiary	M	13
Barooga		F	107
Barooga		M	99
Barooga	Infants/Primary	F	59
Barooga	Infants/Primary	M	73
Barooga	Pre-school	F	23
Barooga	Pre-school	M	16
Barooga	Secondary	F	57
Barooga	Secondary	M	58
Barooga	Technical or Further Educational Institution	F	5
Barooga	Technical or Further Educational Institution	M	13
Barooga	University or other tertiary	F	22
Barooga	University or other tertiary	M	4
Barraba		F	86
Barraba		M	97
Barraba	Infants/Primary	F	46
Barraba	Infants/Primary	M	41
Barraba	Pre-school	F	5
Barraba	Pre-school	M	12
Barraba	Secondary	F	24
Barraba	Secondary	M	28
Barraba	Technical or Further Educational Institution	F	11
Barraba	Technical or Further Educational Institution	M	3
Barraba	University or other tertiary	F	9
Barraba	University or other tertiary	M	7
Barrack Heights		F	225
Barrack Heights		M	213
Barrack Heights	Infants/Primary	F	259
Barrack Heights	Infants/Primary	M	238
Barrack Heights	Pre-school	F	62
Barrack Heights	Pre-school	M	72
Barrack Heights	Secondary	F	156
Barrack Heights	Secondary	M	163
Barrack Heights	Technical or Further Educational Institution	F	78
Barrack Heights	Technical or Further Educational Institution	M	48
Barrack Heights	University or other tertiary	F	81
Barrack Heights	University or other tertiary	M	46
Barrack Point		F	33
Barrack Point		M	35
Barrack Point	Infants/Primary	F	31
Barrack Point	Infants/Primary	M	38
Barrack Point	Pre-school	F	4
