SSC_NAME16	EduInstitutionType	Sex	students
Tarrawingee	Secondary	M	3
Tarrawingee	University or other tertiary	M	3
Tarrengower		M	6
Tarrengower	Infants/Primary	F	3
Tarrengower	Infants/Primary	M	3
Tarrengower	Secondary	F	3
Tarrengower	Secondary	M	3
Tarrenlea	Technical or Further Educational Institution	M	3
Tarrington		F	3
Tarrington		M	7
Tarrington	Infants/Primary	F	17
Tarrington	Infants/Primary	M	18
Tarrington	Pre-school	F	5
Tarrington	Pre-school	M	8
Tarrington	Secondary	F	8
Tarrington	Secondary	M	22
Tarrington	University or other tertiary	F	6
Tarrone	Infants/Primary	F	3
Tarrone	Infants/Primary	M	3
Tarrone	Secondary	F	3
Tarrone	Secondary	M	3
Tarrone	Technical or Further Educational Institution	M	3
Tarwin	Infants/Primary	F	6
Tarwin	Infants/Primary	M	3
Tarwin	Secondary	M	3
Tarwin Lower		F	12
Tarwin Lower		M	14
Tarwin Lower	Infants/Primary	F	11
Tarwin Lower	Infants/Primary	M	13
Tarwin Lower	Pre-school	F	4
Tarwin Lower	Secondary	F	14
Tarwin Lower	Secondary	M	9
Tarwin Lower	University or other tertiary	F	3
Tatong		F	14
Tatong		M	14
Tatong	Infants/Primary	F	14
Tatong	Infants/Primary	M	12
Tatong	Secondary	F	9
Tatong	Secondary	M	6
Tatong	Technical or Further Educational Institution	F	3
Tatura		F	233
Tatura		M	211
Tatura	Infants/Primary	F	169
Tatura	Infants/Primary	M	201
Tatura	Pre-school	F	48
Tatura	Pre-school	M	36
Tatura	Secondary	F	119
Tatura	Secondary	M	160
Tatura	Technical or Further Educational Institution	F	31
Tatura	Technical or Further Educational Institution	M	21
Tatura	University or other tertiary	F	45
Tatura	University or other tertiary	M	23
Tatura East		F	9
Tatura East		M	7
Tatura East	Infants/Primary	F	7
Tatura East	Infants/Primary	M	5
Tatura East	Secondary	F	3
Tatura East	Secondary	M	6
Tatyoon		F	9
Tatyoon		M	11
Tatyoon	Infants/Primary	F	10
Tatyoon	Infants/Primary	M	7
Tatyoon	Pre-school	M	4
Tatyoon	Secondary	F	5
Tawonga		F	28
Tawonga		M	18
Tawonga	Infants/Primary	F	29
Tawonga	Infants/Primary	M	21
Tawonga	Pre-school	F	8
Tawonga	Pre-school	M	6
Tawonga	Secondary	F	18
Tawonga	Secondary	M	17
Tawonga	Technical or Further Educational Institution	F	9
Tawonga	Technical or Further Educational Institution	M	3
Tawonga	University or other tertiary	F	6
Tawonga	University or other tertiary	M	3
Tawonga South		F	26
Tawonga South		M	35
Tawonga South	Infants/Primary	F	43
Tawonga South	Infants/Primary	M	40
Tawonga South	Pre-school	F	3
Tawonga South	Pre-school	M	3
Tawonga South	Secondary	F	27
Tawonga South	Secondary	M	17
Tawonga South	Technical or Further Educational Institution	F	3
Tawonga South	University or other tertiary	F	11
Taylor Bay		F	3
Taylor Bay		M	3
Taylors Hill		F	403
Taylors Hill		M	359
Taylors Hill	Infants/Primary	F	1041
Taylors Hill	Infants/Primary	M	1043
Taylors Hill	Pre-school	F	183
Taylors Hill	Pre-school	M	186
Taylors Hill	Secondary	F	619
Taylors Hill	Secondary	M	635
Taylors Hill	Technical or Further Educational Institution	F	89
Taylors Hill	Technical or Further Educational Institution	M	95
Taylors Hill	University or other tertiary	F	365
Taylors Hill	University or other tertiary	M	274
Taylors Lakes		F	464
Taylors Lakes		M	427
Taylors Lakes	Infants/Primary	F	580
Taylors Lakes	Infants/Primary	M	608
Taylors Lakes	Pre-school	F	65
Taylors Lakes	Pre-school	M	91
Taylors Lakes	Secondary	F	667
Taylors Lakes	Secondary	M	648
Taylors Lakes	Technical or Further Educational Institution	F	81
Taylors Lakes	Technical or Further Educational Institution	M	132
Taylors Lakes	University or other tertiary	F	485
Taylors Lakes	University or other tertiary	M	453
Teal Point	Infants/Primary	M	6
Teal Point	Secondary	F	6
Teal Point	Secondary	M	3
Tecoma		F	55
Tecoma		M	56
Tecoma	Infants/Primary	F	84
Tecoma	Infants/Primary	M	100
Tecoma	Pre-school	F	13
Tecoma	Pre-school	M	13
Tecoma	Secondary	F	72
Tecoma	Secondary	M	87
Tecoma	Technical or Further Educational Institution	F	14
Tecoma	Technical or Further Educational Institution	M	24
Tecoma	University or other tertiary	F	59
Tecoma	University or other tertiary	M	40
Teesdale (Vic.)		F	53
Teesdale (Vic.)		M	45
Teesdale (Vic.)	Infants/Primary	F	87
Teesdale (Vic.)	Infants/Primary	M	91
Teesdale (Vic.)	Pre-school	F	21
Teesdale (Vic.)	Pre-school	M	16
Teesdale (Vic.)	Secondary	F	83
Teesdale (Vic.)	Secondary	M	61
Teesdale (Vic.)	Technical or Further Educational Institution	F	15
Teesdale (Vic.)	Technical or Further Educational Institution	M	8
Teesdale (Vic.)	University or other tertiary	F	31
Teesdale (Vic.)	University or other tertiary	M	14
Telangatuk East	Infants/Primary	F	10
Telangatuk East	Infants/Primary	M	4
Telford	Secondary	M	7
Telopea Downs		F	3
Telopea Downs	Infants/Primary	F	5
Telopea Downs	Infants/Primary	M	7
Templestowe		F	484
Templestowe		M	405
Templestowe	Infants/Primary	F	594
Templestowe	Infants/Primary	M	632
Templestowe	Pre-school	F	109
Templestowe	Pre-school	M	129
Templestowe	Secondary	F	543
Templestowe	Secondary	M	599
Templestowe	Technical or Further Educational Institution	F	99
Templestowe	Technical or Further Educational Institution	M	116
Templestowe	University or other tertiary	F	513
Templestowe	University or other tertiary	M	484
Templestowe Lower		F	406
Templestowe Lower		M	353
Templestowe Lower	Infants/Primary	F	500
Templestowe Lower	Infants/Primary	M	525
Templestowe Lower	Pre-school	F	118
Templestowe Lower	Pre-school	M	117
Templestowe Lower	Secondary	F	411
Templestowe Lower	Secondary	M	413
Templestowe Lower	Technical or Further Educational Institution	F	68
Templestowe Lower	Technical or Further Educational Institution	M	92
Templestowe Lower	University or other tertiary	F	365
Templestowe Lower	University or other tertiary	M	337
Tenby Point		F	11
Tenby Point		M	6
Tenby Point	Infants/Primary	F	5
Tenby Point	Secondary	F	3
Tennyson (Vic.)		M	3
Tennyson (Vic.)	Infants/Primary	F	4
Tennyson (Vic.)	Infants/Primary	M	3
Tennyson (Vic.)	Pre-school	M	3
Tennyson (Vic.)	Secondary	M	3
Terang		F	136
Terang		M	127
Terang	Infants/Primary	F	85
Terang	Infants/Primary	M	98
Terang	Pre-school	F	6
Terang	Pre-school	M	16
Terang	Secondary	F	68
Terang	Secondary	M	97
Terang	Technical or Further Educational Institution	F	18
Terang	Technical or Further Educational Institution	M	12
Terang	University or other tertiary	F	21
Terang	University or other tertiary	M	9
Terrappee	Infants/Primary	M	3
Terrappee	Secondary	M	3
Terrick Terrick		M	3
Tesbury		F	3
Tesbury		M	8
Tesbury	Infants/Primary	F	14
Tesbury	Infants/Primary	M	5
Tesbury	Pre-school	M	3
Tesbury	Secondary	F	5
Tesbury	Secondary	M	10
Tesbury	University or other tertiary	F	3
Tetoora Road		F	4
Tetoora Road		M	5
Tetoora Road	Infants/Primary	M	9
Thalia	Infants/Primary	F	3
The Basin (Vic.)		F	202
The Basin (Vic.)		M	173
The Basin (Vic.)	Infants/Primary	F	207
The Basin (Vic.)	Infants/Primary	M	169
The Basin (Vic.)	Pre-school	F	44
The Basin (Vic.)	Pre-school	M	47
The Basin (Vic.)	Secondary	F	157
The Basin (Vic.)	Secondary	M	140
The Basin (Vic.)	Technical or Further Educational Institution	F	33
The Basin (Vic.)	Technical or Further Educational Institution	M	45
The Basin (Vic.)	University or other tertiary	F	81
The Basin (Vic.)	University or other tertiary	M	65
The Gurdies		F	3
The Gurdies		M	3
The Gurdies	Secondary	M	6
The Honeysuckles		F	3
The Patch		F	39
The Patch		M	43
The Patch	Infants/Primary	F	39
The Patch	Infants/Primary	M	48
The Patch	Pre-school	F	7
The Patch	Pre-school	M	5
The Patch	Secondary	F	43
The Patch	Secondary	M	27
The Patch	Technical or Further Educational Institution	F	9
The Patch	Technical or Further Educational Institution	M	10
The Patch	University or other tertiary	F	20
The Patch	University or other tertiary	M	9
The Sisters		F	4
The Sisters		M	8
The Sisters	Infants/Primary	F	10
The Sisters	Infants/Primary	M	6
The Sisters	Secondary	F	9
The Sisters	Secondary	M	11
The Sisters	Technical or Further Educational Institution	M	3
The Sisters	University or other tertiary	F	3
Thomastown		F	867
Thomastown		M	827
Thomastown	Infants/Primary	F	677
Thomastown	Infants/Primary	M	632
Thomastown	Pre-school	F	112
Thomastown	Pre-school	M	130
Thomastown	Secondary	F	505
Thomastown	Secondary	M	548
Thomastown	Technical or Further Educational Institution	F	206
Thomastown	Technical or Further Educational Institution	M	208
Thomastown	University or other tertiary	F	482
Thomastown	University or other tertiary	M	427
Thomson (Greater Geelong - Vic.)		F	109
Thomson (Greater Geelong - Vic.)		M	91
Thomson (Greater Geelong - Vic.)	Infants/Primary	F	40
Thomson (Greater Geelong - Vic.)	Infants/Primary	M	47
Thomson (Greater Geelong - Vic.)	Pre-school	F	4
Thomson (Greater Geelong - Vic.)	Pre-school	M	11
Thomson (Greater Geelong - Vic.)	Secondary	F	32
Thomson (Greater Geelong - Vic.)	Secondary	M	37
Thomson (Greater Geelong - Vic.)	Technical or Further Educational Institution	F	35
Thomson (Greater Geelong - Vic.)	Technical or Further Educational Institution	M	22
Thomson (Greater Geelong - Vic.)	University or other tertiary	F	25
Thomson (Greater Geelong - Vic.)	University or other tertiary	M	36
Thoona		F	5
Thoona		M	8
Thoona	Infants/Primary	M	3
Thoona	Secondary	F	10
Thornbury		F	735
Thornbury		M	629
Thornbury	Infants/Primary	F	634
Thornbury	Infants/Primary	M	670
Thornbury	Pre-school	F	152
Thornbury	Pre-school	M	158
Thornbury	Secondary	F	366
Thornbury	Secondary	M	404
Thornbury	Technical or Further Educational Institution	F	156
Thornbury	Technical or Further Educational Institution	M	158
Thornbury	University or other tertiary	F	853
Thornbury	University or other tertiary	M	602
Thornton (Vic.)		F	14
Thornton (Vic.)		M	14
Thornton (Vic.)	Infants/Primary	F	6
Thornton (Vic.)	Infants/Primary	M	8
Thornton (Vic.)	Pre-school	F	3
Thornton (Vic.)	Secondary	F	6
Thornton (Vic.)	Secondary	M	3
Thornton (Vic.)	Technical or Further Educational Institution	F	3
Thornton (Vic.)	Technical or Further Educational Institution	M	3
Thornton (Vic.)	University or other tertiary	F	3
Thornton (Vic.)	University or other tertiary	M	3
Thorpdale		F	9
Thorpdale		M	10
Thorpdale	Infants/Primary	F	18
Thorpdale	Infants/Primary	M	26
Thorpdale	Pre-school	F	3
Thorpdale	Pre-school	M	10
Thorpdale	Secondary	F	18
Thorpdale	Secondary	M	21
Thorpdale	Technical or Further Educational Institution	F	3
Thorpdale	Technical or Further Educational Institution	M	3
Thorpdale	University or other tertiary	F	3
Thorpdale South		F	6
Thorpdale South		M	3
Thorpdale South	Infants/Primary	M	4
Thowgla Valley		F	3
Thowgla Valley		M	4
Thowgla Valley	Infants/Primary	F	3
Three Bridges		F	7
Three Bridges		M	13
Three Bridges	Infants/Primary	F	3
Three Bridges	Infants/Primary	M	3
Three Bridges	Secondary	F	11
Three Bridges	Secondary	M	3
Timboon		F	47
Timboon		M	50
Timboon	Infants/Primary	F	40
Timboon	Infants/Primary	M	57
Timboon	Pre-school	F	9
Timboon	Pre-school	M	3
Timboon	Secondary	F	51
Timboon	Secondary	M	43
Timboon	Technical or Further Educational Institution	F	9
Timboon	Technical or Further Educational Institution	M	8
Timboon	University or other tertiary	F	3
Timboon	University or other tertiary	M	3
Timboon West		F	3
Timboon West		M	4
Timboon West	Infants/Primary	M	3
Timboon West	Pre-school	F	3
Timboon West	Secondary	F	3
Timboon West	Secondary	M	3
Timmering		F	3
Timmering		M	7
Timmering	Infants/Primary	F	3
Timmering	Infants/Primary	M	8
Timmering	Pre-school	M	3
Timmering	Secondary	F	9
Timmering	Secondary	M	3
Timor (Vic.)		F	3
Timor (Vic.)		M	3
Timor (Vic.)	Secondary	F	3
Tinamba		F	11
Tinamba		M	15
Tinamba	Infants/Primary	F	5
Tinamba	Infants/Primary	M	16
Tinamba	Pre-school	F	3
Tinamba	Secondary	F	8
Tinamba	Secondary	M	11
Tinamba	Technical or Further Educational Institution	M	3
Tinamba	University or other tertiary	F	5
Tinamba West		F	4
Tinamba West	Secondary	F	3
Tintaldra		M	3
Tol Tol		F	16
Tol Tol		M	14
Tol Tol	Infants/Primary	F	9
Tol Tol	Secondary	F	3
Tol Tol	Secondary	M	9
Tolmie		F	40
Tolmie		M	43
Tolmie	Infants/Primary	F	16
Tolmie	Infants/Primary	M	12
Tolmie	Pre-school	F	3
Tolmie	Pre-school	M	3
Tolmie	Secondary	F	11
Tolmie	Secondary	M	5
Tongala		F	60
Tongala		M	70
Tongala	Infants/Primary	F	87
Tongala	Infants/Primary	M	95
Tongala	Pre-school	F	8
Tongala	Pre-school	M	18
Tongala	Secondary	F	64
Tongala	Secondary	M	59
Tongala	Technical or Further Educational Institution	F	10
Tongala	Technical or Further Educational Institution	M	15
Tongala	University or other tertiary	F	12
Tongio		M	5
Tongio	Infants/Primary	F	4
Tongio	Secondary	M	6
Tonimbuk		F	7
Tonimbuk		M	14
Tonimbuk	Infants/Primary	F	6
Tonimbuk	Infants/Primary	M	7
Tonimbuk	Secondary	F	6
Tonimbuk	Secondary	M	9
Tonimbuk	University or other tertiary	F	3
Tooborac		F	11
Tooborac		M	13
Tooborac	Infants/Primary	F	10
Tooborac	Infants/Primary	M	9
Tooborac	Pre-school	F	3
Tooborac	Pre-school	M	3
Tooborac	Secondary	F	6
Tooborac	Secondary	M	4
Tooborac	University or other tertiary	F	3
Toolamba		F	24
Toolamba		M	27
Toolamba	Infants/Primary	F	45
Toolamba	Infants/Primary	M	48
Toolamba	Pre-school	F	10
Toolamba	Pre-school	M	11
Toolamba	Secondary	F	31
Toolamba	Secondary	M	32
Toolamba	Technical or Further Educational Institution	F	3
Toolamba	University or other tertiary	F	15
Toolamba West		F	6
Toolamba West		M	5
Toolamba West	Infants/Primary	F	3
Toolamba West	Infants/Primary	M	4
Toolamba West	Pre-school	F	5
Toolamba West	Secondary	F	3
Toolamba West	Secondary	M	3
Toolamba West	Technical or Further Educational Institution	M	3
Toolangi		F	18
Toolangi		M	32
Toolangi	Infants/Primary	F	9
Toolangi	Infants/Primary	M	13
Toolangi	Pre-school	F	3
Toolangi	Secondary	F	10
Toolangi	Secondary	M	12
Toolangi	Technical or Further Educational Institution	F	3
Toolern Vale		F	30
Toolern Vale		M	23
Toolern Vale	Infants/Primary	F	27
Toolern Vale	Infants/Primary	M	40
Toolern Vale	Pre-school	F	4
Toolern Vale	Pre-school	M	5
Toolern Vale	Secondary	F	34
Toolern Vale	Secondary	M	22
Toolern Vale	Technical or Further Educational Institution	F	3
Toolern Vale	University or other tertiary	F	11
Toolern Vale	University or other tertiary	M	6
Toolleen		F	9
Toolleen		M	8
Toolleen	Infants/Primary	F	11
Toolleen	Infants/Primary	M	4
Toolleen	Secondary	F	6
Toolleen	Secondary	M	6
Toolondo		F	3
Toolondo	Infants/Primary	M	9
Toolondo	Pre-school	M	3
Toolong		F	3
Toolong		M	7
Toolong	Infants/Primary	F	3
Toolong	Infants/Primary	M	3
Toongabbie (Vic.)		F	38
Toongabbie (Vic.)		M	42
Toongabbie (Vic.)	Infants/Primary	F	48
Toongabbie (Vic.)	Infants/Primary	M	47
Toongabbie (Vic.)	Pre-school	F	8
Toongabbie (Vic.)	Pre-school	M	10
Toongabbie (Vic.)	Secondary	F	23
Toongabbie (Vic.)	Secondary	M	35
Toongabbie (Vic.)	Technical or Further Educational Institution	F	6
Toongabbie (Vic.)	Technical or Further Educational Institution	M	9
Toongabbie (Vic.)	University or other tertiary	F	12
Toongabbie (Vic.)	University or other tertiary	M	9
Toora (Vic.)		F	25
Toora (Vic.)		M	21
Toora (Vic.)	Infants/Primary	F	20
Toora (Vic.)	Infants/Primary	M	19
Toora (Vic.)	Pre-school	F	4
Toora (Vic.)	Pre-school	M	4
Toora (Vic.)	Secondary	F	14
Toora (Vic.)	Secondary	M	14
Toora (Vic.)	Technical or Further Educational Institution	F	9
Toora (Vic.)	Technical or Further Educational Institution	M	3
Toora North		F	3
Toora North	Infants/Primary	F	4
Toora North	Infants/Primary	M	3
Tooradin		F	72
Tooradin		M	103
Tooradin	Infants/Primary	F	75
Tooradin	Infants/Primary	M	97
Tooradin	Pre-school	F	24
Tooradin	Pre-school	M	16
Tooradin	Secondary	F	56
Tooradin	Secondary	M	46
Tooradin	Technical or Further Educational Institution	F	14
Tooradin	Technical or Further Educational Institution	M	12
Tooradin	University or other tertiary	F	11
Tooradin	University or other tertiary	M	9
Toorak		F	632
Toorak		M	495
Toorak	Infants/Primary	F	334
Toorak	Infants/Primary	M	319
Toorak	Pre-school	F	74
Toorak	Pre-school	M	64
Toorak	Secondary	F	345
Toorak	Secondary	M	310
Toorak	Technical or Further Educational Institution	F	71
Toorak	Technical or Further Educational Institution	M	39
Toorak	University or other tertiary	F	573
Toorak	University or other tertiary	M	453
Toorloo Arm		F	12
Toorloo Arm		M	11
Toorloo Arm	Infants/Primary	F	22
Toorloo Arm	Infants/Primary	M	16
Toorloo Arm	Secondary	F	10
Toorloo Arm	Secondary	M	12
Toorloo Arm	Technical or Further Educational Institution	F	6
Toorloo Arm	Technical or Further Educational Institution	M	3
Toorloo Arm	University or other tertiary	F	3
Tootgarook		F	157
Tootgarook		M	135
Tootgarook	Infants/Primary	F	109
Tootgarook	Infants/Primary	M	123
Tootgarook	Pre-school	F	22
Tootgarook	Pre-school	M	24
Tootgarook	Secondary	F	78
Tootgarook	Secondary	M	80
Tootgarook	Technical or Further Educational Institution	F	26
Tootgarook	Technical or Further Educational Institution	M	35
Tootgarook	University or other tertiary	F	31
Tootgarook	University or other tertiary	M	6
Torquay (Vic.)		F	404
Torquay (Vic.)		M	360
Torquay (Vic.)	Infants/Primary	F	652
Torquay (Vic.)	Infants/Primary	M	719
Torquay (Vic.)	Pre-school	F	164
Torquay (Vic.)	Pre-school	M	161
Torquay (Vic.)	Secondary	F	467
Torquay (Vic.)	Secondary	M	492
Torquay (Vic.)	Technical or Further Educational Institution	F	95
Torquay (Vic.)	Technical or Further Educational Institution	M	97
Torquay (Vic.)	University or other tertiary	F	301
Torquay (Vic.)	University or other tertiary	M	185
Torrita	Secondary	M	3
Torrumbarry		F	22
Torrumbarry		M	23
Torrumbarry	Infants/Primary	F	7
Torrumbarry	Infants/Primary	M	8
Torrumbarry	Pre-school	M	6
Torrumbarry	Secondary	F	5
Torrumbarry	Secondary	M	6
Torrumbarry	Technical or Further Educational Institution	M	3
Torrumbarry	University or other tertiary	F	4
Torwood		M	4
Torwood	Infants/Primary	F	8
Torwood	Infants/Primary	M	6
Torwood	Secondary	M	3
Tostaree		M	4
Tourello		M	3
Towaninny	Infants/Primary	M	3
Tower Hill		F	7
Tower Hill		M	8
Tower Hill	Infants/Primary	F	6
Tower Hill	Infants/Primary	M	3
Tower Hill	Pre-school	F	3
Towong		F	3
Towong	Infants/Primary	F	3
Towong	Infants/Primary	M	3
Towong	Pre-school	M	4
Towong	Secondary	F	4
Towong	University or other tertiary	F	3
Towong Upper		M	7
Towong Upper	Infants/Primary	F	3
Towong Upper	Secondary	F	5
Trafalgar (Vic.)		F	192
Trafalgar (Vic.)		M	176
Trafalgar (Vic.)	Infants/Primary	F	186
Trafalgar (Vic.)	Infants/Primary	M	176
Trafalgar (Vic.)	Pre-school	F	33
Trafalgar (Vic.)	Pre-school	M	32
Trafalgar (Vic.)	Secondary	F	124
Trafalgar (Vic.)	Secondary	M	113
Trafalgar (Vic.)	Technical or Further Educational Institution	F	38
Trafalgar (Vic.)	Technical or Further Educational Institution	M	32
Trafalgar (Vic.)	University or other tertiary	F	58
Trafalgar (Vic.)	University or other tertiary	M	23
Trafalgar East		F	32
Trafalgar East		M	31
Trafalgar East	Infants/Primary	F	28
Trafalgar East	Infants/Primary	M	28
Trafalgar East	Pre-school	F	3
Trafalgar East	Pre-school	M	3
Trafalgar East	Secondary	F	14
Trafalgar East	Secondary	M	13
Trafalgar East	Technical or Further Educational Institution	M	5
Trafalgar East	University or other tertiary	F	11
Trafalgar South		F	9
Trafalgar South		M	5
Trafalgar South	Infants/Primary	F	14
Trafalgar South	Infants/Primary	M	8
Trafalgar South	Secondary	F	6
Trafalgar South	Secondary	M	7
Trafalgar South	Technical or Further Educational Institution	F	3
Trafalgar South	Technical or Further Educational Institution	M	3
Trafalgar South	University or other tertiary	F	3
Trafalgar South	University or other tertiary	M	3
Tragowel		F	3
Tragowel		M	8
Tragowel	Infants/Primary	F	7
Tragowel	Infants/Primary	M	3
Tragowel	Pre-school	M	4
Tragowel	Secondary	F	3
Traralgon		F	1307
Traralgon		M	1104
Traralgon	Infants/Primary	F	1011
Traralgon	Infants/Primary	M	1062
Traralgon	Pre-school	F	180
Traralgon	Pre-school	M	204
Traralgon	Secondary	F	811
Traralgon	Secondary	M	757
Traralgon	Technical or Further Educational Institution	F	228
Traralgon	Technical or Further Educational Institution	M	187
Traralgon	University or other tertiary	F	442
Traralgon	University or other tertiary	M	217
Traralgon East		F	45
Traralgon East		M	48
Traralgon East	Infants/Primary	F	80
Traralgon East	Infants/Primary	M	96
Traralgon East	Pre-school	F	12
Traralgon East	Pre-school	M	13
Traralgon East	Secondary	F	71
Traralgon East	Secondary	M	65
Traralgon East	Technical or Further Educational Institution	F	12
Traralgon East	Technical or Further Educational Institution	M	9
Traralgon East	University or other tertiary	F	20
Traralgon East	University or other tertiary	M	16
Traralgon South		F	26
Traralgon South		M	23
Traralgon South	Infants/Primary	F	31
Traralgon South	Infants/Primary	M	24
Traralgon South	Pre-school	F	3
Traralgon South	Pre-school	M	4
Traralgon South	Secondary	F	30
Traralgon South	Secondary	M	24
Traralgon South	Technical or Further Educational Institution	F	3
Traralgon South	Technical or Further Educational Institution	M	3
Traralgon South	University or other tertiary	F	13
Travancore		F	116
Travancore		M	133
Travancore	Infants/Primary	F	32
Travancore	Infants/Primary	M	44
Travancore	Pre-school	F	14
Travancore	Pre-school	M	8
Travancore	Secondary	F	16
Travancore	Secondary	M	26
Travancore	Technical or Further Educational Institution	F	34
Travancore	Technical or Further Educational Institution	M	25
Travancore	University or other tertiary	F	264
Travancore	University or other tertiary	M	266
Trawalla		F	6
Trawalla		M	3
Trawalla	Infants/Primary	F	3
Trawalla	Infants/Primary	M	7
Trawalla	Secondary	F	6
Trawool		F	5
Trawool		M	13
Trawool	Infants/Primary	F	3
Trawool	Infants/Primary	M	3
Traynors Lagoon		F	3
Traynors Lagoon		M	3
Traynors Lagoon	Infants/Primary	M	4
Tremont		F	10
Tremont		M	9
Tremont	Infants/Primary	M	4
Tremont	Secondary	M	3
Trentham		F	100
Trentham		M	83
Trentham	Infants/Primary	F	27
Trentham	Infants/Primary	M	31
Trentham	Pre-school	F	12
Trentham	Pre-school	M	7
Trentham	Secondary	F	17
Trentham	Secondary	M	27
Trentham	Technical or Further Educational Institution	M	3
Trentham	University or other tertiary	F	13
Trentham	University or other tertiary	M	8
Trentham East		F	8
Trentham East		M	12
Trentham East	Secondary	F	4
Trentham East	Secondary	M	7
Trentham East	University or other tertiary	F	3
Tresco		F	9
Tresco		M	11
Tresco	Infants/Primary	F	9
Tresco	Infants/Primary	M	11
Tresco	Secondary	F	4
Tresco	Secondary	M	16
Tresco	Technical or Further Educational Institution	M	3
Tresco West		F	12
Tresco West		M	11
Tresco West	Infants/Primary	F	9
Tresco West	Infants/Primary	M	11
Tresco West	Pre-school	F	3
Tresco West	Secondary	F	8
Tresco West	Secondary	M	9
Tresco West	University or other tertiary	F	3
Trida		F	10
Trida		M	6
Trida	Infants/Primary	M	3
Trida	Secondary	M	3
Truganina		F	808
Truganina		M	1778
Truganina	Infants/Primary	F	1004
Truganina	Infants/Primary	M	1045
Truganina	Pre-school	F	236
Truganina	Pre-school	M	223
Truganina	Secondary	F	503
Truganina	Secondary	M	480
Truganina	Technical or Further Educational Institution	F	189
Truganina	Technical or Further Educational Institution	M	169
Truganina	University or other tertiary	F	415
Truganina	University or other tertiary	M	473
Tubbut		M	3
Tuerong		F	14
Tuerong		M	16
Tuerong	Infants/Primary	F	16
Tuerong	Infants/Primary	M	20
Tuerong	Secondary	F	8
Tuerong	Secondary	M	9
Tuerong	University or other tertiary	F	3
Tullamarine		F	303
Tullamarine		M	294
Tullamarine	Infants/Primary	F	179
Tullamarine	Infants/Primary	M	201
Tullamarine	Pre-school	F	42
Tullamarine	Pre-school	M	34
Tullamarine	Secondary	F	113
Tullamarine	Secondary	M	140
Tullamarine	Technical or Further Educational Institution	F	69
Tullamarine	Technical or Further Educational Institution	M	64
Tullamarine	University or other tertiary	F	146
Tullamarine	University or other tertiary	M	93
Tungamah		F	20
Tungamah		M	18
Tungamah	Infants/Primary	F	20
Tungamah	Infants/Primary	M	3
Tungamah	Pre-school	F	5
Tungamah	Pre-school	M	4
Tungamah	Secondary	F	3
Tungamah	Secondary	M	8
Turtons Creek		F	6
Turtons Creek		M	7
Turtons Creek	Secondary	F	3
Turtons Creek	Secondary	M	3
Tyaak	Infants/Primary	M	4
Tyaak	Secondary	F	4
Tyaak	Secondary	M	3
Tyabb		F	98
Tyabb		M	83
Tyabb	Infants/Primary	F	130
Tyabb	Infants/Primary	M	149
Tyabb	Pre-school	F	23
Tyabb	Pre-school	M	24
Tyabb	Secondary	F	127
Tyabb	Secondary	M	121
Tyabb	Technical or Further Educational Institution	F	49
Tyabb	Technical or Further Educational Institution	M	41
Tyabb	University or other tertiary	F	76
Tyabb	University or other tertiary	M	26
Tyers		F	32
Tyers		M	28
Tyers	Infants/Primary	F	29
Tyers	Infants/Primary	M	41
Tyers	Pre-school	F	7
Tyers	Pre-school	M	9
Tyers	Secondary	F	22
Tyers	Secondary	M	19
Tyers	Technical or Further Educational Institution	F	5
Tyers	Technical or Further Educational Institution	M	8
Tyers	University or other tertiary	F	3
Tyers	University or other tertiary	M	3
Tylden		F	22
Tylden		M	19
Tylden	Infants/Primary	F	20
Tylden	Infants/Primary	M	17
Tylden	Pre-school	F	7
Tylden	Pre-school	M	7
Tylden	Secondary	F	10
Tylden	Secondary	M	17
Tylden	Technical or Further Educational Institution	F	3
Tylden	University or other tertiary	F	16
Tylden	University or other tertiary	M	3
Tynong		F	25
Tynong		M	28
Tynong	Infants/Primary	F	22
Tynong	Infants/Primary	M	21
Tynong	Pre-school	M	5
Tynong	Secondary	F	17
Tynong	Secondary	M	7
Tynong	University or other tertiary	F	5
Tynong	University or other tertiary	M	3
Tynong North		F	30
Tynong North		M	27
Tynong North	Infants/Primary	F	12
Tynong North	Infants/Primary	M	14
Tynong North	Pre-school	M	3
Tynong North	Secondary	F	22
Tynong North	Secondary	M	18
Tynong North	Technical or Further Educational Institution	F	3
Tynong North	Technical or Further Educational Institution	M	3
Tynong North	University or other tertiary	F	7
Tynong North	University or other tertiary	M	7
Tyntynder		F	8
Tyntynder		M	4
Tyntynder	Infants/Primary	F	9
Tyntynder	Infants/Primary	M	9
Tyntynder	Secondary	F	13
Tyntynder	Secondary	M	8
Tyntynder	Technical or Further Educational Institution	M	4
Tyntynder South		F	23
Tyntynder South		M	28
Tyntynder South	Infants/Primary	F	12
Tyntynder South	Infants/Primary	M	10
Tyntynder South	Pre-school	F	3
Tyntynder South	Secondary	F	6
Tyntynder South	Secondary	M	14
Tyntynder South	Technical or Further Educational Institution	F	4
Tyntynder South	Technical or Further Educational Institution	M	6
Tyntynder South	University or other tertiary	F	3
Tyrendarra		F	13
Tyrendarra		M	15
Tyrendarra	Infants/Primary	F	5
Tyrendarra	Infants/Primary	M	11
Tyrendarra	Pre-school	F	4
Tyrendarra	Secondary	F	7
Tyrendarra	Secondary	M	5
Ullina		F	5
Ullina	Infants/Primary	M	3
