SSC_NAME16	Age	persons
Corunnun	75-84	4
Corunnun	85+	3
Cosgrove (Vic.)	5-14	4
Cosgrove (Vic.)	15-19	5
Cosgrove (Vic.)	20-24	6
Cosgrove (Vic.)	35-44	3
Cosgrove (Vic.)	45-54	14
Cosgrove (Vic.)	55-64	9
Cosgrove (Vic.)	75-84	6
Cosgrove South	0-4	7
Cosgrove South	5-14	8
Cosgrove South	25-34	3
Cosgrove South	35-44	5
Cosgrove South	45-54	5
Cosgrove South	55-64	16
Cosgrove South	65-74	8
Cosgrove South	75-84	5
Cosgrove South	85+	3
Costerfield	5-14	3
Costerfield	15-19	6
Costerfield	25-34	4
Costerfield	35-44	6
Costerfield	45-54	19
Costerfield	55-64	21
Costerfield	65-74	11
Costerfield	75-84	6
Cotswold	5-14	3
Cotswold	55-64	3
Cotswold	75-84	3
Cottles Bridge	0-4	19
Cottles Bridge	5-14	60
Cottles Bridge	15-19	49
Cottles Bridge	20-24	45
Cottles Bridge	25-34	39
Cottles Bridge	35-44	54
Cottles Bridge	45-54	96
Cottles Bridge	55-64	150
Cottles Bridge	65-74	57
Cottles Bridge	75-84	34
Cottles Bridge	85+	11
Cowangie	15-19	5
Cowangie	20-24	3
Cowangie	25-34	3
Cowangie	45-54	9
Cowangie	55-64	3
Cowangie	65-74	4
Cowangie	75-84	4
Cowes	0-4	192
Cowes	5-14	498
Cowes	15-19	205
Cowes	20-24	141
Cowes	25-34	390
Cowes	35-44	458
Cowes	45-54	564
Cowes	55-64	730
Cowes	65-74	881
Cowes	75-84	482
Cowes	85+	289
Cowleys Creek	5-14	3
Cowleys Creek	15-19	3
Cowleys Creek	25-34	3
Cowleys Creek	35-44	7
Cowleys Creek	45-54	8
Cowleys Creek	55-64	5
Cowwarr	0-4	18
Cowwarr	5-14	42
Cowwarr	15-19	29
Cowwarr	20-24	23
Cowwarr	25-34	40
Cowwarr	35-44	36
Cowwarr	45-54	58
Cowwarr	55-64	73
Cowwarr	65-74	36
Cowwarr	75-84	8
Cowwarr	85+	4
Craigie (Vic.)	0-4	3
Craigie (Vic.)	5-14	7
Craigie (Vic.)	15-19	3
Craigie (Vic.)	25-34	4
Craigie (Vic.)	35-44	4
Craigie (Vic.)	45-54	9
Craigie (Vic.)	55-64	18
Craigie (Vic.)	65-74	4
Craigieburn	0-4	5255
Craigieburn	5-14	7912
Craigieburn	15-19	3313
Craigieburn	20-24	3535
Craigieburn	25-34	9894
Craigieburn	35-44	8086
Craigieburn	45-54	5821
Craigieburn	55-64	3811
Craigieburn	65-74	1824
Craigieburn	75-84	689
Craigieburn	85+	202
Cranbourne	0-4	1540
Cranbourne	5-14	2758
Cranbourne	15-19	1271
Cranbourne	20-24	1454
Cranbourne	25-34	3023
Cranbourne	35-44	2785
Cranbourne	45-54	2632
Cranbourne	55-64	2237
Cranbourne	65-74	1485
Cranbourne	75-84	656
Cranbourne	85+	239
Cranbourne East	0-4	1744
Cranbourne East	5-14	2749
Cranbourne East	15-19	896
Cranbourne East	20-24	848
Cranbourne East	25-34	3053
Cranbourne East	35-44	2840
Cranbourne East	45-54	1437
Cranbourne East	55-64	831
Cranbourne East	65-74	861
Cranbourne East	75-84	665
Cranbourne East	85+	279
Cranbourne North	0-4	2043
Cranbourne North	5-14	3151
Cranbourne North	15-19	1402
Cranbourne North	20-24	1376
Cranbourne North	25-34	3555
Cranbourne North	35-44	3201
Cranbourne North	45-54	2470
Cranbourne North	55-64	1618
Cranbourne North	65-74	897
Cranbourne North	75-84	311
Cranbourne North	85+	88
Cranbourne South	0-4	54
Cranbourne South	5-14	173
Cranbourne South	15-19	128
Cranbourne South	20-24	142
Cranbourne South	25-34	131
Cranbourne South	35-44	181
Cranbourne South	45-54	286
Cranbourne South	55-64	272
Cranbourne South	65-74	212
Cranbourne South	75-84	74
Cranbourne South	85+	21
Cranbourne West	0-4	1701
Cranbourne West	5-14	2200
Cranbourne West	15-19	830
Cranbourne West	20-24	1032
Cranbourne West	25-34	3356
Cranbourne West	35-44	2503
Cranbourne West	45-54	1599
Cranbourne West	55-64	1044
Cranbourne West	65-74	503
Cranbourne West	75-84	204
Cranbourne West	85+	76
Creek Junction	5-14	3
Creek Junction	35-44	3
Creek Junction	65-74	5
Creightons Creek	0-4	3
Creightons Creek	5-14	17
Creightons Creek	15-19	7
Creightons Creek	20-24	3
Creightons Creek	25-34	4
Creightons Creek	35-44	14
Creightons Creek	45-54	21
Creightons Creek	55-64	18
Creightons Creek	65-74	38
Creightons Creek	75-84	9
Cremorne (Vic.)	0-4	96
Cremorne (Vic.)	5-14	111
Cremorne (Vic.)	15-19	37
Cremorne (Vic.)	20-24	168
Cremorne (Vic.)	25-34	764
Cremorne (Vic.)	35-44	405
Cremorne (Vic.)	45-54	205
Cremorne (Vic.)	55-64	131
Cremorne (Vic.)	65-74	74
Cremorne (Vic.)	75-84	30
Cremorne (Vic.)	85+	6
Cressy (Vic.)	0-4	8
Cressy (Vic.)	5-14	16
Cressy (Vic.)	15-19	12
Cressy (Vic.)	20-24	7
Cressy (Vic.)	25-34	11
Cressy (Vic.)	35-44	18
Cressy (Vic.)	45-54	19
Cressy (Vic.)	55-64	34
Cressy (Vic.)	65-74	21
Cressy (Vic.)	75-84	26
Cressy (Vic.)	85+	3
Creswick	0-4	179
Creswick	5-14	350
Creswick	15-19	140
Creswick	20-24	149
Creswick	25-34	318
Creswick	35-44	321
Creswick	45-54	409
Creswick	55-64	446
Creswick	65-74	431
Creswick	75-84	272
Creswick	85+	151
Creswick North	0-4	4
Creswick North	5-14	7
Creswick North	15-19	4
Creswick North	25-34	4
Creswick North	35-44	6
Creswick North	45-54	11
Creswick North	55-64	18
Creswick North	65-74	3
Creswick North	75-84	3
Crib Point	0-4	201
Crib Point	5-14	449
Crib Point	15-19	183
Crib Point	20-24	183
Crib Point	25-34	428
Crib Point	35-44	419
Crib Point	45-54	451
Crib Point	55-64	470
Crib Point	65-74	272
Crib Point	75-84	109
Crib Point	85+	18
Crooked River	55-64	3
Crooked River	65-74	3
Cross Roads (Vic.)	0-4	3
Cross Roads (Vic.)	15-19	3
Cross Roads (Vic.)	25-34	3
Cross Roads (Vic.)	35-44	4
Cross Roads (Vic.)	45-54	4
Cross Roads (Vic.)	65-74	3
Crossley	0-4	9
Crossley	5-14	41
Crossley	15-19	5
Crossley	20-24	10
Crossley	25-34	12
Crossley	35-44	25
Crossley	45-54	37
Crossley	55-64	38
Crossley	65-74	30
Crossley	75-84	4
Crossley	85+	3
Crossover	0-4	11
Crossover	5-14	20
Crossover	15-19	11
Crossover	20-24	6
Crossover	25-34	11
Crossover	35-44	12
Crossover	45-54	29
Crossover	55-64	31
Crossover	65-74	15
Crossover	75-84	7
Crossover	85+	3
Crowlands	0-4	6
Crowlands	5-14	20
Crowlands	15-19	7
Crowlands	20-24	3
Crowlands	25-34	10
Crowlands	35-44	10
Crowlands	45-54	15
Crowlands	55-64	13
Crowlands	65-74	10
Crowlands	75-84	5
Croxton East	0-4	3
Croxton East	5-14	15
Croxton East	15-19	7
Croxton East	25-34	4
Croxton East	35-44	5
Croxton East	45-54	19
Croxton East	55-64	4
Croxton East	65-74	3
Croxton East	75-84	3
Croydon (Vic.)	0-4	1861
Croydon (Vic.)	5-14	2956
Croydon (Vic.)	15-19	1421
Croydon (Vic.)	20-24	1567
Croydon (Vic.)	25-34	4105
Croydon (Vic.)	35-44	3713
Croydon (Vic.)	45-54	3257
Croydon (Vic.)	55-64	2980
Croydon (Vic.)	65-74	2589
Croydon (Vic.)	75-84	1672
Croydon (Vic.)	85+	825
Croydon Hills	0-4	258
Croydon Hills	5-14	708
Croydon Hills	15-19	436
Croydon Hills	20-24	375
Croydon Hills	25-34	483
Croydon Hills	35-44	598
Croydon Hills	45-54	895
Croydon Hills	55-64	681
Croydon Hills	65-74	382
Croydon Hills	75-84	134
Croydon Hills	85+	44
Croydon North	0-4	511
Croydon North	5-14	967
Croydon North	15-19	539
Croydon North	20-24	505
Croydon North	25-34	952
Croydon North	35-44	998
Croydon North	45-54	1171
Croydon North	55-64	1040
Croydon North	65-74	625
Croydon North	75-84	365
Croydon North	85+	184
Croydon South	0-4	348
Croydon South	5-14	552
Croydon South	15-19	257
Croydon South	20-24	234
Croydon South	25-34	672
Croydon South	35-44	688
Croydon South	45-54	615
Croydon South	55-64	496
Croydon South	65-74	451
Croydon South	75-84	216
Croydon South	85+	47
Crymelon	0-4	3
Crymelon	5-14	4
Crymelon	65-74	3
Cudgee	0-4	17
Cudgee	5-14	52
Cudgee	15-19	23
Cudgee	20-24	14
Cudgee	25-34	20
Cudgee	35-44	35
Cudgee	45-54	26
Cudgee	55-64	34
Cudgee	65-74	9
Cudgee	75-84	4
Cudgee	85+	3
Cudgewa	0-4	9
Cudgewa	5-14	41
Cudgewa	15-19	21
Cudgewa	20-24	5
Cudgewa	25-34	18
Cudgewa	35-44	22
Cudgewa	45-54	53
Cudgewa	55-64	39
Cudgewa	65-74	32
Cudgewa	75-84	16
Cudgewa	85+	3
Culgoa	0-4	3
Culgoa	5-14	12
Culgoa	15-19	5
Culgoa	20-24	3
Culgoa	25-34	3
Culgoa	35-44	10
Culgoa	45-54	10
Culgoa	55-64	34
Culgoa	65-74	16
Culgoa	75-84	11
Culgoa	85+	4
Culla	5-14	9
Culla	15-19	4
Culla	20-24	3
Culla	35-44	4
Culla	45-54	6
Culla	55-64	11
Culla	65-74	4
Cullen	5-14	5
Cullen	15-19	3
Cullen	20-24	3
Cullen	25-34	4
Cullen	35-44	9
Cullen	45-54	8
Cullen	55-64	4
Cullen	65-74	3
Cullulleraine	5-14	5
Cullulleraine	15-19	3
Cullulleraine	35-44	7
Cullulleraine	45-54	11
Cullulleraine	55-64	21
Cullulleraine	65-74	18
Cullulleraine	75-84	3
Cundare	0-4	3
Cundare	55-64	3
Cundare North	45-54	3
Cundare North	55-64	3
Cundare North	65-74	3
Cundare North	75-84	3
Curdies River	5-14	6
Curdies River	15-19	6
Curdies River	25-34	3
Curdies River	35-44	7
Curdies River	45-54	6
Curdies River	55-64	3
Curdies River	85+	3
Curdievale	0-4	3
Curdievale	5-14	18
Curdievale	15-19	3
Curdievale	20-24	7
Curdievale	25-34	9
Curdievale	35-44	13
Curdievale	45-54	20
Curdievale	55-64	17
Curdievale	65-74	10
Curdievale	75-84	3
Curlewis (Vic.)	0-4	155
Curlewis (Vic.)	5-14	248
Curlewis (Vic.)	15-19	96
Curlewis (Vic.)	20-24	85
Curlewis (Vic.)	25-34	255
Curlewis (Vic.)	35-44	229
Curlewis (Vic.)	45-54	152
Curlewis (Vic.)	55-64	154
Curlewis (Vic.)	65-74	134
Curlewis (Vic.)	75-84	43
Curlewis (Vic.)	85+	7
Curyo	20-24	3
Curyo	35-44	3
Curyo	45-54	3
Curyo	55-64	9
Curyo	75-84	3
Dadswells Bridge	15-19	3
Dadswells Bridge	20-24	3
Dadswells Bridge	25-34	7
Dadswells Bridge	35-44	4
Dadswells Bridge	45-54	12
Dadswells Bridge	55-64	16
Dadswells Bridge	65-74	18
Dadswells Bridge	75-84	7
Daisy Hill (Vic.)	0-4	7
Daisy Hill (Vic.)	5-14	48
Daisy Hill (Vic.)	15-19	19
Daisy Hill (Vic.)	20-24	7
Daisy Hill (Vic.)	25-34	27
Daisy Hill (Vic.)	35-44	42
Daisy Hill (Vic.)	45-54	61
Daisy Hill (Vic.)	55-64	61
Daisy Hill (Vic.)	65-74	72
Daisy Hill (Vic.)	75-84	27
Daisy Hill (Vic.)	85+	3
Dales Creek	0-4	29
Dales Creek	5-14	55
Dales Creek	15-19	23
Dales Creek	20-24	15
Dales Creek	25-34	41
Dales Creek	35-44	67
Dales Creek	45-54	74
Dales Creek	55-64	50
Dales Creek	65-74	36
Dales Creek	75-84	3
Dallas	0-4	597
Dallas	5-14	1045
Dallas	15-19	513
Dallas	20-24	562
Dallas	25-34	1074
Dallas	35-44	807
Dallas	45-54	815
Dallas	55-64	561
Dallas	65-74	441
Dallas	75-84	311
Dallas	85+	68
Dalmore	5-14	17
Dalmore	15-19	13
Dalmore	20-24	8
Dalmore	25-34	12
Dalmore	35-44	14
Dalmore	45-54	30
Dalmore	55-64	25
Dalmore	65-74	29
Dalmore	75-84	4
Daltons Bridge	5-14	6
Daltons Bridge	15-19	5
Daltons Bridge	20-24	4
Daltons Bridge	25-34	3
Daltons Bridge	35-44	4
Daltons Bridge	45-54	12
Daltons Bridge	55-64	3
Daltons Bridge	65-74	3
Dalyston	0-4	48
Dalyston	5-14	80
Dalyston	15-19	24
Dalyston	20-24	40
Dalyston	25-34	81
Dalyston	35-44	80
Dalyston	45-54	84
Dalyston	55-64	74
Dalyston	65-74	46
Dalyston	75-84	20
Dalyston	85+	7
Dandenong	0-4	2421
Dandenong	5-14	3358
Dandenong	15-19	1618
Dandenong	20-24	2659
Dandenong	25-34	6359
Dandenong	35-44	4460
Dandenong	45-54	3052
Dandenong	55-64	2515
Dandenong	65-74	1628
Dandenong	75-84	1235
Dandenong	85+	601
Dandenong North	0-4	1401
Dandenong North	5-14	2633
Dandenong North	15-19	1347
Dandenong North	20-24	1550
Dandenong North	25-34	3367
Dandenong North	35-44	2970
Dandenong North	45-54	2750
Dandenong North	55-64	2656
Dandenong North	65-74	2157
Dandenong North	75-84	1168
Dandenong North	85+	457
Dandenong South	0-4	7
Dandenong South	15-19	4
Dandenong South	20-24	7
Dandenong South	25-34	23
Dandenong South	35-44	34
Dandenong South	45-54	35
Dandenong South	55-64	24
Dandenong South	65-74	24
Dandenong South	75-84	3
Dargo	0-4	3
Dargo	5-14	3
Dargo	15-19	4
Dargo	20-24	3
Dargo	25-34	4
Dargo	35-44	3
Dargo	45-54	13
Dargo	55-64	20
Dargo	65-74	32
Dargo	75-84	14
Dargo	85+	3
Darley	0-4	613
Darley	5-14	1226
Darley	15-19	603
Darley	20-24	535
Darley	25-34	1091
Darley	35-44	1169
Darley	45-54	1244
Darley	55-64	1023
Darley	65-74	610
Darley	75-84	200
Darley	85+	52
Darlimurla	15-19	5
Darlimurla	35-44	3
Darlimurla	45-54	9
Darlimurla	55-64	3
Darlimurla	65-74	4
Darlimurla	75-84	3
Darlington (Vic.)	0-4	3
Darlington (Vic.)	5-14	19
Darlington (Vic.)	15-19	5
Darlington (Vic.)	20-24	7
Darlington (Vic.)	25-34	7
Darlington (Vic.)	35-44	7
Darlington (Vic.)	45-54	16
Darlington (Vic.)	55-64	21
Darlington (Vic.)	65-74	9
Darlington (Vic.)	75-84	7
Darnum	0-4	46
Darnum	5-14	132
Darnum	15-19	56
Darnum	20-24	41
Darnum	25-34	62
Darnum	35-44	97
Darnum	45-54	118
Darnum	55-64	87
Darnum	65-74	71
Darnum	75-84	26
Darnum	85+	7
Darraweit Guim	0-4	21
Darraweit Guim	5-14	43
Darraweit Guim	15-19	24
Darraweit Guim	20-24	26
Darraweit Guim	25-34	40
Darraweit Guim	35-44	40
Darraweit Guim	45-54	87
Darraweit Guim	55-64	79
Darraweit Guim	65-74	33
Darraweit Guim	75-84	11
Darraweit Guim	85+	3
Darriman	45-54	8
Dartmoor (Vic.)	0-4	9
Dartmoor (Vic.)	5-14	39
Dartmoor (Vic.)	15-19	11
Dartmoor (Vic.)	20-24	16
Dartmoor (Vic.)	25-34	32
Dartmoor (Vic.)	35-44	27
Dartmoor (Vic.)	45-54	53
Dartmoor (Vic.)	55-64	54
Dartmoor (Vic.)	65-74	59
Dartmoor (Vic.)	75-84	16
Dartmoor (Vic.)	85+	3
Dartmouth	0-4	7
Dartmouth	5-14	9
Dartmouth	15-19	5
Dartmouth	25-34	4
Dartmouth	35-44	14
Dartmouth	45-54	14
Dartmouth	55-64	27
Dartmouth	65-74	27
Dartmouth	75-84	4
Dawson (Vic.)	5-14	8
Dawson (Vic.)	35-44	4
Dawson (Vic.)	55-64	16
Dawson (Vic.)	65-74	5
Dawson (Vic.)	75-84	3
Daylesford	0-4	94
Daylesford	5-14	225
Daylesford	15-19	103
Daylesford	20-24	78
Daylesford	25-34	192
Daylesford	35-44	249
Daylesford	45-54	395
Daylesford	55-64	491
Daylesford	65-74	388
Daylesford	75-84	200
Daylesford	85+	134
Dean	0-4	11
Dean	5-14	17
Dean	15-19	10
Dean	20-24	6
Dean	25-34	10
Dean	35-44	21
Dean	45-54	12
Dean	55-64	24
Dean	65-74	9
Dean	75-84	4
Deans Marsh	0-4	8
Deans Marsh	5-14	47
Deans Marsh	15-19	13
Deans Marsh	20-24	12
Deans Marsh	25-34	16
Deans Marsh	35-44	39
Deans Marsh	45-54	34
Deans Marsh	55-64	61
Deans Marsh	65-74	31
Deans Marsh	75-84	7
Deans Marsh	85+	3
Deddick Valley	45-54	3
Deddick Valley	55-64	3
Dederang	0-4	10
Dederang	5-14	20
Dederang	15-19	13
Dederang	20-24	16
Dederang	25-34	10
Dederang	35-44	14
Dederang	45-54	22
Dederang	55-64	38
Dederang	65-74	19
Dederang	75-84	14
Deep Lead	0-4	9
Deep Lead	5-14	27
Deep Lead	15-19	13
Deep Lead	20-24	10
Deep Lead	25-34	20
Deep Lead	35-44	22
Deep Lead	45-54	33
Deep Lead	55-64	34
Deep Lead	65-74	23
Deep Lead	75-84	10
Deepdene (Vic.)	0-4	66
Deepdene (Vic.)	5-14	237
Deepdene (Vic.)	15-19	141
Deepdene (Vic.)	20-24	150
Deepdene (Vic.)	25-34	188
Deepdene (Vic.)	35-44	184
Deepdene (Vic.)	45-54	271
Deepdene (Vic.)	55-64	282
Deepdene (Vic.)	65-74	225
Deepdene (Vic.)	75-84	173
Deepdene (Vic.)	85+	124
Deer Park	0-4	1529
Deer Park	5-14	2225
Deer Park	15-19	1063
Deer Park	20-24	1240
Deer Park	25-34	3322
Deer Park	35-44	2666
Deer Park	45-54	2018
Deer Park	55-64	1881
Deer Park	65-74	1424
Deer Park	75-84	601
Deer Park	85+	162
Delacombe	0-4	451
Delacombe	5-14	852
Delacombe	15-19	459
Delacombe	20-24	475
Delacombe	25-34	919
Delacombe	35-44	765
Delacombe	45-54	740
Delacombe	55-64	658
Delacombe	65-74	553
Delacombe	75-84	286
Delacombe	85+	141
Delahey	0-4	465
Delahey	5-14	989
Delahey	15-19	607
Delahey	20-24	749
Delahey	25-34	1214
Delahey	35-44	987
Delahey	45-54	1308
Delahey	55-64	1097
Delahey	65-74	589
Delahey	75-84	223
Delahey	85+	105
Delatite	5-14	7
Delatite	45-54	6
Delatite	65-74	3
Delburn	0-4	3
Delburn	5-14	3
Delburn	20-24	3
Delburn	45-54	3
Delburn	55-64	12
Delburn	65-74	4
Delburn	75-84	5
Delegate River	0-4	3
Delegate River	5-14	3
Delegate River	25-34	6
Delegate River	55-64	4
Delegate River	65-74	6
Delegate River	75-84	3
Denicull Creek	5-14	4
Denicull Creek	15-19	5
Denicull Creek	35-44	6
Denicull Creek	45-54	5
Denicull Creek	65-74	3
Denison	0-4	42
Denison	5-14	74
Denison	15-19	26
Denison	20-24	24
Denison	25-34	55
Denison	35-44	68
Denison	45-54	51
Denison	55-64	50
Denison	65-74	53
Denison	75-84	10
Denison	85+	7
Dennington	0-4	151
Dennington	5-14	332
Dennington	15-19	135
Dennington	20-24	127
Dennington	25-34	292
Dennington	35-44	270
Dennington	45-54	232
Dennington	55-64	174
Dennington	65-74	137
Dennington	75-84	50
Dennington	85+	22
Denver	0-4	7
Denver	5-14	25
Denver	15-19	4
Denver	20-24	3
Denver	25-34	6
Denver	35-44	21
Denver	45-54	24
Denver	55-64	25
Denver	65-74	34
Denver	75-84	3
Derby (Vic.)	55-64	6
Derby (Vic.)	65-74	4
Derby (Vic.)	85+	3
Dereel	0-4	28
Dereel	5-14	72
Dereel	15-19	34
Dereel	20-24	22
Dereel	25-34	40
Dereel	35-44	62
Dereel	45-54	93
Dereel	55-64	91
Dereel	65-74	64
Dereel	75-84	18
Dergholm	5-14	10
Dergholm	35-44	4
Dergholm	45-54	6
Dergholm	55-64	5
Dergholm	65-74	10
Dergholm	75-84	3
Derrimut	0-4	1060
Derrimut	5-14	1461
Derrimut	15-19	446
Derrimut	20-24	434
Derrimut	25-34	1552
Derrimut	35-44	1680
Derrimut	45-54	859
Derrimut	55-64	472
Derrimut	65-74	221
Derrimut	75-84	65
Derrimut	85+	20
Derrinal	0-4	3
Derrinal	5-14	4
Derrinal	25-34	8
Derrinal	35-44	10
Derrinal	45-54	3
Derrinal	55-64	8
Derrinal	65-74	10
Derrinal	75-84	11
Derrinallum	0-4	28
Derrinallum	5-14	54
Derrinallum	15-19	22
Derrinallum	20-24	11
Derrinallum	25-34	23
Derrinallum	35-44	33
Derrinallum	45-54	48
Derrinallum	55-64	74
Derrinallum	65-74	61
Derrinallum	75-84	41
Derrinallum	85+	20
Devenish	0-4	13
Devenish	5-14	19
Devenish	15-19	13
Devenish	20-24	3
Devenish	25-34	15
Devenish	35-44	13
Devenish	45-54	31
Devenish	55-64	34
Devenish	65-74	37
Devenish	75-84	10
Devenish	85+	10
Devils River	25-34	3
Devils River	55-64	5
Devils River	65-74	3
Devon Meadows	0-4	77
Devon Meadows	5-14	162
Devon Meadows	15-19	115
Devon Meadows	20-24	98
Devon Meadows	25-34	151
Devon Meadows	35-44	164
Devon Meadows	45-54	253
Devon Meadows	55-64	243
Devon Meadows	65-74	191
Devon Meadows	75-84	77
Devon Meadows	85+	24
Devon North	0-4	10
Devon North	5-14	39
Devon North	15-19	18
Devon North	20-24	11
Devon North	25-34	21
Devon North	35-44	35
Devon North	45-54	54
Devon North	55-64	73
Devon North	65-74	51
Devon North	75-84	21
Devon North	85+	4
Dewhurst	0-4	8
Dewhurst	5-14	18
Dewhurst	15-19	14
Dewhurst	20-24	10
Dewhurst	25-34	18
Dewhurst	35-44	15
Dewhurst	45-54	26
Dewhurst	55-64	30
Dewhurst	65-74	23
Dewhurst	75-84	12
Dhurringile	0-4	8
Dhurringile	5-14	24
Dhurringile	15-19	26
Dhurringile	20-24	17
Dhurringile	25-34	118
Dhurringile	35-44	108
Dhurringile	45-54	74
Dhurringile	55-64	42
Dhurringile	65-74	17
Dhurringile	75-84	8
Diamond Creek	0-4	696
Diamond Creek	5-14	1656
Diamond Creek	15-19	944
Diamond Creek	20-24	833
Diamond Creek	25-34	1322
Diamond Creek	35-44	1612
Diamond Creek	45-54	1957
Diamond Creek	55-64	1524
Diamond Creek	65-74	814
Diamond Creek	75-84	287
Diamond Creek	85+	101
Digby	0-4	8
Digby	5-14	18
Digby	15-19	11
Digby	25-34	6
Digby	35-44	15
Digby	45-54	24
Digby	55-64	21
Digby	65-74	21
Digby	75-84	5
Digby	85+	3
Diggers Rest	0-4	173
Diggers Rest	5-14	298
Diggers Rest	15-19	135
Diggers Rest	20-24	221
Diggers Rest	25-34	466
Diggers Rest	35-44	331
Diggers Rest	45-54	386
Diggers Rest	55-64	404
Diggers Rest	65-74	238
Diggers Rest	75-84	87
Diggers Rest	85+	14
Diggora	0-4	5
Diggora	5-14	13
Diggora	15-19	12
Diggora	20-24	5
Diggora	25-34	4
Diggora	35-44	19
Diggora	45-54	12
Diggora	55-64	11
Diggora	65-74	11
Diggora	75-84	3
Dimboola	0-4	66
Dimboola	5-14	176
Dimboola	15-19	101
Dimboola	20-24	73
Dimboola	25-34	121
Dimboola	35-44	178
Dimboola	45-54	238
Dimboola	55-64	311
Dimboola	65-74	233
Dimboola	75-84	149
Dimboola	85+	92
Dingee	0-4	10
Dingee	5-14	25
Dingee	15-19	15
Dingee	20-24	11
Dingee	25-34	12
Dingee	35-44	20
Dingee	45-54	28
Dingee	55-64	22
Dingee	65-74	24
Dingee	75-84	24
Dingley Village	0-4	496
Dingley Village	5-14	1342
Dingley Village	15-19	631
Dingley Village	20-24	579
Dingley Village	25-34	936
Dingley Village	35-44	1346
Dingley Village	45-54	1485
Dingley Village	55-64	1419
Dingley Village	65-74	1195
Dingley Village	75-84	636
Dingley Village	85+	257
Dingwall	0-4	3
Dingwall	5-14	10
Dingwall	15-19	3
Dingwall	20-24	3
Dingwall	25-34	11
Dingwall	35-44	7
Dingwall	45-54	11
Dingwall	55-64	18
Dingwall	65-74	7
Dingwall	75-84	3
Dinner Plain	0-4	3
Dinner Plain	5-14	54
Dinner Plain	15-19	12
Dinner Plain	20-24	15
Dinner Plain	25-34	28
Dinner Plain	35-44	47
Dinner Plain	45-54	42
Dinner Plain	55-64	25
Dinner Plain	65-74	6
Dixie (Vic.)	0-4	9
Dixie (Vic.)	5-14	21
Dixie (Vic.)	15-19	13
Dixie (Vic.)	20-24	11
Dixie (Vic.)	25-34	10
Dixie (Vic.)	35-44	15
Dixie (Vic.)	45-54	23
Dixie (Vic.)	55-64	16
Dixie (Vic.)	65-74	7
Dixie (Vic.)	75-84	4
Dixons Creek	0-4	15
Dixons Creek	5-14	35
Dixons Creek	15-19	17
Dixons Creek	20-24	25
Dixons Creek	25-34	27
Dixons Creek	35-44	25
Dixons Creek	45-54	62
Dixons Creek	55-64	51
Dixons Creek	65-74	59
Dixons Creek	75-84	18
Dixons Creek	85+	4
Dobie	0-4	3
Dobie	5-14	11
Dobie	25-34	4
Dobie	35-44	3
Dobie	45-54	3
Dobie	55-64	7
Dobie	65-74	6
Docker	0-4	6
Docker	5-14	12
Docker	15-19	15
Docker	20-24	4
Docker	35-44	16
Docker	45-54	22
Docker	55-64	23
Docker	65-74	9
Docker	75-84	5
Dockers Plains	5-14	5
Dockers Plains	15-19	3
Dockers Plains	25-34	4
Dockers Plains	35-44	3
Dockers Plains	45-54	5
Dockers Plains	55-64	16
Dockers Plains	65-74	7
Dockers Plains	75-84	7
Docklands	0-4	557
Docklands	5-14	234
Docklands	15-19	442
Docklands	20-24	1570
Docklands	25-34	4158
Docklands	35-44	1542
Docklands	45-54	1064
Docklands	55-64	828
Docklands	65-74	450
Docklands	75-84	101
Docklands	85+	18
Doctors Flat	0-4	3
Doctors Flat	5-14	3
Doctors Flat	25-34	3
Doctors Flat	35-44	5
Doctors Flat	65-74	3
Dollar	0-4	3
Dollar	5-14	4
Dollar	15-19	8
Dollar	35-44	6
Dollar	45-54	11
Dollar	55-64	9
Dollar	65-74	10
Don Valley	0-4	32
Don Valley	5-14	83
Don Valley	15-19	34
Don Valley	20-24	28
Don Valley	25-34	48
Don Valley	35-44	82
Don Valley	45-54	85
Don Valley	55-64	98
Don Valley	65-74	44
Don Valley	75-84	31
Don Valley	85+	6
Donald	0-4	59
Donald	5-14	167
Donald	15-19	89
Donald	20-24	54
Donald	25-34	96
Donald	35-44	143
Donald	45-54	170
Donald	55-64	229
Donald	65-74	213
Donald	75-84	163
Donald	85+	110
Doncaster	0-4	944
Doncaster	5-14	1846
Doncaster	15-19	1237
Doncaster	20-24	1480
Doncaster	25-34	3168
Doncaster	35-44	2463
Doncaster	45-54	2673
Doncaster	55-64	2358
Doncaster	65-74	2175
Doncaster	75-84	1902
Doncaster	85+	707
Doncaster East	0-4	1480
Doncaster East	5-14	3244
Doncaster East	15-19	1880
Doncaster East	20-24	1722
Doncaster East	25-34	3341
Doncaster East	35-44	3705
Doncaster East	45-54	3852
Doncaster East	55-64	3434
Doncaster East	65-74	2896
Doncaster East	75-84	1977
Doncaster East	85+	829
Donnybrook (Vic.)	0-4	5
Donnybrook (Vic.)	5-14	15
Donnybrook (Vic.)	15-19	16
Donnybrook (Vic.)	20-24	7
Donnybrook (Vic.)	25-34	17
Donnybrook (Vic.)	35-44	16
Donnybrook (Vic.)	45-54	21
Donnybrook (Vic.)	55-64	30
Donnybrook (Vic.)	65-74	20
Donnybrook (Vic.)	75-84	16
Donnybrook (Vic.)	85+	3
Donvale	0-4	627
Donvale	5-14	1490
Donvale	15-19	808
Donvale	20-24	713
Donvale	25-34	1188
Donvale	35-44	1478
Donvale	45-54	1780
Donvale	55-64	1559
Donvale	65-74	1309
