SSC_NAME16	persons
South Glencoe	20
South Greenough	100
South Guildford	3312
South Hedland	9471
South Kalgoorlie	4921
South Kukerin	23
South Kumminin	73
South Kununoppin	20
South Lake	5866
South Lake Grace	31
South Murchison	68
South Newdegate	33
South Perth	12053
South Plantations	207
South Quairading	57
South Stirling	12
South Tammin	77
South Trayning	40
South Yelbeni	31
South Yilgarn	16
South Yuna	24
South Yunderup	3114
Southampton (WA)	71
Southern Brook	77
Southern Cross (WA)	680
Southern River	10350
Spalding (WA)	2075
Spearwood	10034
Spencer Park	3419
Spencers Brook	87
Springfield (WA)	254
Springs	12
St George Ranges	1240
St James (WA)	4905
St Ronans	48
Stake Hill	485
Stirling (WA)	9676
Stirling Estate	160
Stoneville	2433
Stove Hill	46
Strathalbyn (WA)	1230
Stratham	709
Stratherne	14
Stratton	3325
Strelley	46
Sturt Creek	441
Subiaco	9202
Success	10148
Sunnyside (WA)	80
Sunset Beach	1466
Swan View	7907
Swanbourne	4059
Takalarup	101
Talandji	3106
Talbot (WA)	115
Talbot West	20
Talgomine	28
Tamala	3
Tambellup	375
Tammin	202
Tampu	5
Tanami (WA)	381
Tandegin	14
Tapping	9464
Tarcoola Beach	1288
Tardun	34
Tarin Rock	43
Teesdale (WA)	103
Telfer	875
Tenindewa	59
Tenterden (WA)	224
The Lakes	52
The Plains	42
The Vines	4855
Thomson Brook	82
Thornlie	23153
Three Springs	381
Throssell	76
Tibradden	5
Tincurrin	51
Tingledale	68
Tom Price	3005
Tonebridge	23
Toodyay	1408
Toolibin	16
Toompup	13
Torbay	320
Torndirrup	475
Townsendale	6
Trayning	133
Treeton	108
Trigg	2794
Trigwell	15
Tuart Hill	7012
Turkey Hill	4
Tutunup	65
Two Rocks	2990
Ucarty	57
Ucarty West	35
Uduc	310
Ularring	4
Upper Capel	189
Upper Murray	10
Upper Swan	578
Upper Warren	57
Useless Loop	138
Usher	2168
Utakarra	1401
Vancouver Peninsula	3
Varley	50
Vasse	2479
Victoria Park	8777
Victory Heights (WA)	893
Viveash	1035
Wadderin	87
Waddington	26
Waddy Forest	35
Waeel	161
Wagerup	31
Waggrakine	2373
Wagin	1495
Waikiki	12396
Walebing	53
Walgoolan	52
Walkaway	270
Walliston	922
Walmsley	43
Walpole	439
Walsall	89
Walyormouring	48
Walyurin	25
Wamenusking	31
Wandana (WA)	7
Wandering	294
Wandi	2854
Wandillup	60
Wandina	4164
Wanerie	129
Wangara	39
Wannamal	114
Wannanup	3621
Wanneroo	12067
Wansbrough	37
Warawarrup	143
Warburton (WA)	585
Wardering	25
Warding East	50
Warmun	366
Warnbro	10769
Warner Glen	56
Waroona	2934
Warrachuppin	11
Warradarge	64
Warralakin	16
Warrenup	701
Warwick (WA)	3732
Waterbank	111
Watercarrin	32
Waterford (WA)	2278
Waterloo (WA)	176
Watermans Bay	1281
Watheroo	181
Wattening	43
Wattle Grove (WA)	5968
Wattleup	461
Wattoning	21
Webberton	190
Wedge Island (WA)	32
Wedgecarrup	112
Wedgefield	144
Welbungin	36
Wellard	9096
Wellesley (WA)	57
Wellington Forest	7
Wellington Mill	121
Wellstead	80
Welshpool (WA)	19
Wembley	11301
Wembley Downs	6321
West Ballidu	55
West Beach (WA)	1487
West Binnu	10
West Busselton	8517
West Casuarinas	30
West Coolup	155
West End (WA)	507
West Fitzgerald	17
West Holleton	24
West Kalgoorlie	18
West Lamington	1447
West Leederville	3978
West Lyons River	20
West Perth	5608
West Pingelly	114
West Pinjarra	410
West Popanyinning	58
West River	89
West Swan	899
West Toodyay	465
Westdale (WA)	100
Westminster	6203
Westonia	199
Westwood (WA)	29
Whim Creek	32
Whitby	319
White Gum Valley	2960
White Peak	442
Whiteman	7
Whittaker	10
Wialki	29
Wicherina	10
Wickepin	381
Wickham (WA)	2295
Widgiemooltha	16
Wilberforce (WA)	33
Wilbinga	4
Wilga	57
Wilga West	4
Wilgarrup	21
Wilgoyne	38
Willagee	4872
Willare	179
Willetton	18187
William Bay	140
Williams	948
Williamstown (WA)	137
Willyung	575
Wilson	6376
Wiluna	720
Wilyabrup	180
Windabout	128
Windy Harbour	28
Winnejup	154
Winthrop	5907
Witchcliffe	263
Withers	2977
Wittenoom	14
Wittenoom Hills	15
Wogolin	13
Wokalup	373
Womarden	52
Wongamine	39
Wongan Hills	898
Wongoondy	31
Wonnerup	145
Wonthella	1613
Woodanilling	170
Woodbridge (WA)	1169
Woodlands (WA)	4145
Woodleigh (WA)	4
Woodridge (WA)	645
Woodvale (WA)	9276
Woogenellup	92
Woolgorong	20
Woolocutty	38
Wooramel	16
Wooroloo	2642
Woorree	1341
Woottating	66
Worsley	32
Wubin	103
Wundowie	1352
Wungong	343
Wyalkatchem	397
Wyening	22
Wyndham (WA)	780
Wyola West	23
Xantippe	20
Yabberup	160
Yakamia	2848
Yalgoo	279
Yallabatharra	86
Yallingup	1029
Yallingup Siding	306
Yalyalup	2486
Yanchep	8868
Yandanooka	24
Yandoo Creek	7
Yangebup	7479
Yanmah	135
Yannarie	10
Yarawindah	23
Yardarino	43
Yarloop	395
Yarragadee	22
Yathroo	97
Yeagarup	51
Yealering	104
Yelbeni	3
Yellowdine	9
Yelverton	75
Yerecoin	75
Yetna	34
Yilkari	6
Yilliminning	44
Yoganup	3
Yokine	11542
Yoongarillup	72
York	2535
Yornaning	34
Yornup	76
Yoting	25
Youndegin	49
Youngs Siding	336
Yourdamung Lake	5
Yuna	15
No usual address (WA)	5950
Migratory - Offshore - Shipping (WA)	434
Abbotsham	95
Abels Bay	126
Aberdeen (Tas.)	229
Acacia Hills (Tas.)	623
Acton (Tas.)	1349
Acton Park (Tas.)	2078
Adventure Bay	195
Akaroa	132
Alberton (Tas.)	3
Alcomie	56
Allens Rivulet	487
Alonnah	137
Ambleside	663
Andover	38
Ansons Bay	31
Antill Ponds	11
Apollo Bay (Tas.)	23
Apslawn	18
Apsley (Tas.)	35
Arthur River (Tas.)	57
Arthurs Lake	18
Austins Ferry	2251
Avoca (Tas.)	216
Baden	36
Badger Head	41
Bagdad	1356
Bakers Beach	60
Bangor (Tas.)	76
Barnes Bay	22
Barretta	41
Barrington (Tas.)	197
Battery Point	1997
Beaconsfield (Tas.)	1298
Beaumaris (Tas.)	289
Beauty Point	1222
Beechford	90
Bellerive	4507
Bellingham	60
Ben Lomond (Tas.)	3
Berriedale	2692
Beulah (Tas.)	79
Bicheno	943
Binalong Bay	290
Birchs Bay	93
Birralee	182
Bishopsbourne	136
Black Hills	179
Black River (Tas.)	35
Blackmans Bay	7145
Blackstone Heights	1270
Blackwall (Tas.)	270
Blackwood Creek	134
Blessington	93
Blue Rocks	15
Blumont	31
Boat Harbour (Tas.)	273
Boat Harbour Beach	74
Bonnet Hill	505
Boobyalla	4
Boomer Bay	93
Bothwell	485
Boyer	40
Bracknell	459
Bradys Lake	53
Brandum	11
Branxholm	267
Breadalbane (Tas.)	108
Bream Creek	124
Breona	14
Bridgenorth	373
Bridgewater (Tas.)	4045
Bridport	1568
Brighton (Tas.)	4086
Brittons Swamp	50
Broadmarsh	167
Broadmeadows (Tas.)	40
Bronte Park	28
Brooklyn (Tas.)	553
Brooks Bay	28
Buckland (Tas.)	179
Bungaree (Tas.)	24
Burnie	596
Burns Creek	35
Bushy Park (Tas.)	126
Cairns Bay	76
Calder	212
Cambridge (Tas.)	1161
Camdale	72
Camena	26
Campania	934
Campbell Town	996
Cape Barren Island	66
Cape Pillar	4
Cape Portland	3
Carlton (Tas.)	1119
Carlton River	265
Carrick (Tas.)	559
Castle Forbes Bay	159
Castra	51
Caveside	133
Chain Of Lagoons	21
Charlotte Cove	34
Chasm Creek	68
Chigwell	2002
Christmas Hills (Tas.)	115
Chudleigh	203
Claremont (Tas.)	7750
Clarence Point	226
Clarendon Vale	1267
Claude Road	257
Cleveland (Tas.)	45
Clifton Beach (Tas.)	588
Cluan	39
Colebrook	294
Coles Bay	353
Collinsvale	630
Conara	130
Coningham	253
Connellys Marsh	40
Cooee	527
Copping	183
Cornwall (Tas.)	65
Couta Rocks	7
Cowrie Point	14
Crabtree	292
Cradle Mountain	66
Cradoc	445
Cranbrook (Tas.)	67
Crayfish Creek	75
Cremorne (Tas.)	526
Cressy (Tas.)	1111
Cuckoo	53
Cuprona	120
Currie	768
Cygnet	1556
Dairy Plains	69
Deddington	121
Dee	7
Deep Bay	231
Deloraine	2848
Dennes Point	49
Derby (Tas.)	173
Derwent Bridge	23
Derwent Park	657
Deviot	337
Devon Hills	433
Devonport	13759
Dilston	531
Doctors Point	5
Doctors Rocks	85
Dodges Ferry	2467
Dolphin Sands	126
Don	643
Douglas River	30
Dover	854
Downlands	240
Dowsing Point	85
Dromedary (Tas.)	732
Dulcot	235
Dunalley	316
Dunorlan	108
Dynnyrne	1577
Dysart (Tas.)	216
Eaglehawk Neck	385
East Cam	170
East Devonport	4053
East Launceston	2143
East Ridgley	103
Edgcumbe Beach	54
Edith Creek	141
Egg Lagoon	24
Eggs And Bacon Bay	102
Elderslie (Tas.)	149
Electrona	364
Elizabeth Town	290
Ellendale (Tas.)	241
Elliott (Tas.)	352
Emita	68
Emu Heights (Tas.)	180
Epping Forest	72
Erriba	47
Eugenana	203
Evandale (Tas.)	1345
Exeter (Tas.)	633
Exton	154
Falmouth	102
Fentonbury	71
Fern Tree	726
Fingal (Tas.)	405
Fitzgerald (Tas.)	38
Flintstone	4
Flowerdale (Tas.)	243
Flowerpot	73
Flowery Gully	87
Forcett	964
Forest	482
Forester	8
Fortescue (Tas.)	5
Forth	711
Forthside	81
Four Mile Creek (Tas.)	96
Frankford	176
Franklin (Tas.)	1094
Freycinet	6
Friendly Beaches	10
Gagebrook	1440
Garden Island Creek	247
Gardners Bay	329
Gawler (Tas.)	622
Geeveston	1302
Geilston Bay	3050
George Town	4347
Gladstone (Tas.)	139
Glaziers Bay	93
Glebe (Tas.)	554
Glen Huon	661
Glendevie	64
Glenfern (Tas.)	189
Glengarry (Tas.)	525
Glenlusk	200
Glenora	78
Glenorchy (Tas.)	10828
Golconda	26
Golden Valley	231
Goodwood (Tas.)	1049
Gordon (Tas.)	199
Gormanston	17
Goshen	93
Goulds Country	77
Gowrie Park	32
Granton	1736
Granville Harbour	27
Grasstree Hill	105
Grassy	139
Gravelly Beach	567
Gray (Tas.)	69
Great Bay	57
Greens Beach	209
Gretna	211
Grindelwald	965
Grove	458
Gunns Plains	171
Hadspen	2275
Hagley	335
Hamilton (Tas.)	211
Hampshire	51
Harford	74
Hastings (Tas.)	44
Havenview	715
Hawley Beach	483
Hayes	110
Hellyer	173
Henrietta	132
Herdsmans Cove	1120
Herrick	52
Heybridge	430
Highclere	120
Highcroft	45
Hillcrest (Tas.)	1042
Hillwood	578
Hobart	2296
Hollow Tree	28
Holwell	65
Honeywood	501
Howden	676
Howrah	8690
Howth	54
Huntingfield	428
Huonville	2714
Ida Bay	9
Interlaken	24
Invermay (Tas.)	3061
Irishtown (Tas.)	301
Jackeys Marsh	40
Jericho (Tas.)	59
Jetsonville	137
Judbury	392
Kamona	11
Kaoota	202
Karanja	28
Karoola	318
Kayena	219
Kellevie	164
Kelso (Tas.)	146
Kempton	386
Kettering	803
Killiecrankie	24
Kimberley (Tas.)	149
Kindred	234
Kings Meadows	3670
Kingston (Tas.)	10409
Kingston Beach	1990
Koonya	134
Lachlan	841
Lackrana	75
Lady Barron	158
Lake Leake	45
Lake St Clair	4
Lalla	87
Lanena	320
Lapoinya	119
Latrobe	4169
Lauderdale	2411
Launceston	2944
Lawitta	232
Lebrina	192
Leeka	8
Lefroy	76
Legana	4029
Legerwood	193
Leith	415
Lemont	22
Lenah Valley	5940
Leslie Vale	351
Levendale	123
Lewisham (Tas.)	691
Liawenee	3
Liena	30
Lietinna	58
Liffey	155
Lileah	77
Lillico (Tas.)	25
Lilydale (Tas.)	596
Lindisfarne	6179
Little Pine Lagoon	3
Little Swanport	117
Loccota	20
Loira	160
London Lakes	3
Longford (Tas.)	3863
Longley	234
Lonnavale	92
Loongana	20
Loorana	120
Lorinna	77
Lottah	13
Low Head	572
Lower Barrington	238
Lower Beulah	55
Lower Longley	279
Lower Marshes	9
Lower Snug	442
Lower Turners Marsh	37
Lower Wattle Grove	89
Lower Wilmot	115
Loyetea	25
Lucaston	354
Lughrata	14
Lulworth	165
Lunawanna	96
Lune River	24
Lutana	2353
Lymington	283
Lymwood	114
Macquarie Plains	44
Magra	699
Malbina	67
Mangalore (Tas.)	422
Mangana	36
Margate (Tas.)	3920
Marion Bay (Tas.)	72
Marrawah	131
Mathinna	142
Mawbanna	135
Mayberry	15
Maydena	222
Mayfield (Tas.)	1454
Meadowbank (Tas.)	10
Meander	328
Mella	74
Melrose (Tas.)	102
Melton Mowbray	65
Memana	102
Mengha	144
Merseylea	56
Meunna	3
Miandetta (Tas.)	1852
Middlesex (Tas.)	4
Middleton (Tas.)	252
Midway Point	2859
Miena	87
Milabena	89
Moina	31
Mole Creek	514
Molesworth (Tas.)	633
Moltema	85
Montagu	92
Montagu Bay	657
Montana	56
Montello	1217
Montrose (Tas.)	2152
Montumana	67
Moogara	49
Moonah	5421
Mooreville	303
Moorina (Tas.)	11
Moorleah	148
Morass Bay	4
Moriarty	223
Mornington (Tas.)	2265
Mount Direction	246
Mount Field	3
Mount Hicks	351
Mount Lloyd	55
Mount Nelson	2495
Mount Rumney	267
Mount Seymour	75
Mount Stuart (Tas.)	2399
Mountain River	559
Mowbray (Tas.)	3733
Murdunna	309
Musselroe Bay	40
Myalla (Tas.)	54
Myrtle Bank (Tas.)	40
Nabageena	41
Nabowla	112
Naracoopa	62
National Park	73
Natone	281
Needles	37
Neika	198
Nelson Bay (Tas.)	4
New Norfolk	5432
New Town (Tas.)	6122
Newnham	6453
Newstead (Tas.)	5366
Nicholls Rivulet	311
Nietta	64
Nile	154
Nook	188
North Bruny	95
North Hobart	2494
North Lilydale	82
North Motton	405
North Scottsdale	122
Northdown	221
Norwood (Tas.)	3734
Notley Hills	46
Nowhere Else	40
Nubeena	481
Nugara	81
Nugent	101
Nunamara	291
Oakdowns	1468
Oaks	36
Oatlands (Tas.)	683
Ocean Vista	306
Old Beach	3779
Oldina	126
Oonah	3
Opossum Bay	329
Orford (Tas.)	626
Orielton	355
Osmaston	88
Osterley (Tas.)	12
Otago	554
Ouse	303
Oyster Cove (Tas.)	319
Palana	21
Paloona	64
Paradise (Tas.)	112
Parattah	159
Park Grove	2385
Parkham	129
Parklands (Tas.)	850
Patersonia	85
Pawleena	102
Pawtella	39
Pearshape	5
Pegarah	134
Pelham (Tas.)	33
Pelverata	206
Penguin	3849
Penna	422
Perth (Tas.)	2965
Petcheys Bay	145
Pioneer (Tas.)	89
Pipers Brook	93
Pipers River	426
Plenty (Tas.)	93
Poatina	96
Police Point	83
Pontville	623
Pontypool	53
Port Arthur (Tas.)	251
Port Huon	428
Port Sorell	2022
Powranna	25
Premaydena	99
Preolenna	51
Preservation Bay	74
Preston (Tas.)	150
Primrose Sands	1050
Promised Land	44
Prospect (Tas.)	1722
Prospect Vale	5067
Punchbowl (Tas.)	463
Pyengana	104
Quamby Bend	26
Quamby Brook	106
Queens Domain	24
Queenstown (Tas.)	1790
Quoiba	427
Railton	997
Raminea	47
Randalls Bay	47
Ranelagh	1268
Ranga	48
Ravenswood (Tas.)	3625
Recherche	8
Red Hills	120
Redpa	97
Reedy Marsh	185
Reekara	26
Relbia	678
Retreat (Tas.)	18
Reynolds Neck	7
Rheban	7
Rhyndaston	71
Riana	326
Richmond (Tas.)	1464
Ridgeway	175
Ridgley	604
Ringarooma	338
Risdon	296
Risdon Vale	2872
Riverside (Tas.)	6472
Robigana	111
Rocherlea	1081
Roches Beach	217
Rocky Cape	206
Rocky Hills	12
Roger River	59
Rokeby (Tas.)	3375
Roland	83
Romaine	1713
Rose Bay (Tas.)	1102
Rosebery (Tas.)	708
Rosegarland	75
Rosetta	2731
Rosevale (Tas.)	117
Rosevears	352
Rosny	771
Rosny Park	10
Ross (Tas.)	404
Rossarden	42
Round Hill (Tas.)	109
Rowella	170
Royal George	45
Runnymede (Tas.)	71
Rushy Lagoon	30
Saltwater River	123
Sandfly	310
Sandford (Tas.)	1883
Sandy Bay	11927
Sassafras (Tas.)	347
Savage River	31
Scamander	638
Scopus	48
Scotchtown	254
Scottsdale	2373
Selbourne	68
Seven Mile Beach	1286
Seymour (Tas.)	25
Shearwater	1764
Sheffield	1552
Shorewell Park	2008
Sidmouth	394
Simpsons Bay	55
Sisters Beach	465
Sisters Creek	134
Sloping Main	47
Smithton	3881
Snug	1199
Somerset (Tas.)	3903
Sorell	2907
Sorell Creek	89
South Arm (Tas.)	880
South Bruny	84
South Burnie	331
South Forest	101
South Hobart	5313
South Launceston	4592
South Mount Cameron	15
South Nietta	9
South Preston	7
South Riana	214
South Spreyton	510
South Springfield	25
Southport (Tas.)	135
Southwest	15
Spalford	59
Sprent	138
Spreyton	1669
Spring Beach	97
Springfield (Tas.)	188
Squeaking Point	223
St Helens (Tas.)	2070
St Leonards (Tas.)	2009
St Marys (Tas.)	682
Stanley (Tas.)	553
Staverton	88
Steppes	3
Stieglitz	561
Stonehenge (Tas.)	7
Stonor	41
Stony Rise	643
Stoodley	48
Stormlea	36
Stowport	404
Strahan	708
Strathblane	125
Strickland	13
Sulphur Creek	629
Summerhill	3135
Sunnyside (Tas.)	104
Surges Bay	127
Surveyors Bay	47
Swan Bay (Tas.)	286
Swan Point	282
Swansea (Tas.)	866
Swanston	19
Table Cape	91
Takone	81
Talawa	53
Taranna	156
Targa	38
Tarleton	380
Taroona	3070
Tayene	9
Tea Tree	413
Telita	22
Temma	10
Tewkesbury	76
The Gardens (Tas.)	19
Thirlstane	94
Tiberias	5
Tinderbox	394
Tods Corner	8
Togari	97
Toiberry	22
Tolmans Hill	568
Tomahawk	48
Tonganah	26
Tooms Lake	3
Tranmere (Tas.)	1701
Travellers Rest	305
Trenah	11
Trevallyn	4562
Triabunna	874
Trial Harbour	24
Trowutta	92
Tugrah	366
Tulendeena	12
Tullah	163
Tunbridge	145
Tunnack	178
Tunnel	73
Turners Beach	1715
Turners Marsh	254
Tyenna (Tas.)	43
Ulverstone	6465
Underwood (Tas.)	363
Upper Blessington	61
Upper Burnie	1821
Upper Castra	77
Upper Esk	26
Upper Natone	112
Upper Scamander	44
Upper Stowport	105
Upper Woodstock	71
Uxbridge	26
Verona Sands	78
Victoria Valley (Tas.)	11
Waddamana	4
Waratah (Tas.)	245
Warrane	2431
Warrentinna	4
Waterhouse	90
Waterloo (Tas.)	92
Wattle Grove (Tas.)	117
Wattle Hill (Tas.)	187
Waverley (Tas.)	1501
Wayatinah	34
Weegena	91
Weetah	44
Weldborough	28
Wesley Vale	443
West Coast	3
West Hobart	5953
West Kentish	165
West Launceston	4212
West Montagu	45
West Moonah	4012
West Mooreville	114
West Pine	138
West Ridgley	125
West Scottsdale	58
West Takone	8
West Ulverstone	4191
Westbury (Tas.)	2006
Western Creek (Tas.)	116
Western Junction	125
Westerway	225
Westwood (Tas.)	63
Weymouth	129
White Beach	276
White Hills (Tas.)	182
Whitefoord	59
Whitemark	301
Whitemore	198
Wickham (Tas.)	9
Wilburville	16
Wilmot	298
Wiltshire	36
Windermere (Tas.)	245
Winkleigh	203
Winnaleah	225
Wivenhoe	220
Woodbridge (Tas.)	503
Woodbury (Tas.)	27
Woodsdale	82
Woodstock (Tas.)	33
Woolnorth	112
Wyena	24
Wynyard	6001
Yambacoona	32
Yarra Creek	36
Yolla	316
York Plains (Tas.)	62
York Town	72
Youngtown	4053
Zeehan	712
No usual address (Tas.)	912
Migratory - Offshore - Shipping (Tas.)	68
Acacia Hills (NT)	694
Adelaide River	353
Alawa	2127
Ali Curung	494
Alice Springs	300
Alpurrurulam	420
Alyangula	873
Amoonguna	239
Ampilatwatja	418
Anatye	111
Angurugu	855
Anindilyakwa	117
Anmatjere	477
Anula	2369
Araluen (NT)	2706
Areyonga	195
Arnold (NT)	27
Arumbera	268
Atitjere	224
Baines	249
Bakewell	3069
Barunga	363
Batchelor	507
Bayview (NT)	1683
Bees Creek	838
Bellamack	2458
Belyuen	164
Berrimah	789
Berry Springs	818
Beswick	531
Beswick Creek	3
Binjari	190
Birdum	86
Blackmore	41
Borroloola	871
Bradshaw	73
Braitling	3149
Brinkin	1268
Buchanan (NT)	55
Bulman Weemol	280
Burrundie	35
Burt Plain	250
Bynoe	96
Calvert (NT)	54
Canteen Creek	184
Casuarina (NT)	331
Channel Island	4
Charlotte	18
Ciccone	255
Claravale	10
Cobourg	33
Coconut Grove	3050
Collett Creek	4
Connellan	400
Coolalinga	548
Coomalie Creek	20
Coonawarra (NT)	78
Cossack (NT)	1223
Costello	12
Cox Peninsula	15
Creswell	45
Daguragu	242
Daly River	127
Daly Waters	9
Darwin City	6464
Darwin River	696
Darwin River Dam	5
Davenport (NT)	178
Delamere (NT)	37
Desert Springs	1477
Douglas-Daly	238
Driver	2884
Dundee Beach	207
Dundee Downs	86
Dundee Forest	73
Durack (NT)	3537
East Arm	13
East Arnhem	1004
East Point	14
East Side	2919
Eaton (NT)	213
Edith (NT)	186
Elliott (NT)	339
Elsey	39
Emungalan	302
Engawala	154
Eva Valley	94
Fannie Bay	2624
Farrar	1518
Finke	192
Finniss Valley	64
Florina	97
Fly Creek	166
Flying Fox (NT)	48
Flynn (NT)	103
Freds Pass	24
Galiwinku	2206
Gapuwiyak	923
Ghan	124
Gillen	4278
Girraween (NT)	1641
Gray (NT)	3288
Gregory (NT)	75
Gulung Mardrulk	3
Gunbalanya	1116
Gunn	2664
Gunn Point	4
Gunyangara	240
Gurindji	17
Haasts Bluff	138
Hale	79
Hart (NT)	169
Herbert	1730
Hermannsburg	605
Holtze	1810
Howard Springs	5132
Hugh	865
Hughes (NT)	70
Humpty Doo	4380
Ilparpa	470
Imanpa	151
Jabiru	1081
Jilkminggan	301
Jingili	1757
Johnston	2027
Kakadu	313
Kalkarindji	334
Kaltukatjara	394
Karama	4944
Katherine	1488
Katherine East	3114
Katherine South	1495
Kilgariff	349
Kintore	410
Knuckey Lagoon	413
Kunparrka	112
Lajamanu	606
Lake Bennett	87
Lake Mackay	5
Lambells Lagoon	347
Lansdowne (NT)	510
Laramba	239
Larapinta (NT)	2267
Larrakeyah	3729
Larrimah	47
Leanyer	4578
Lee Point	94
Limmen	32
Litchfield Park	44
Livingstone	452
Lloyd Creek	165
Ludmilla	1743
Lyons (NT)	2302
Malak	3000
Manbulloo	12
Maningrida	2308
Manton (NT)	89
Margaret River (NT)	10
Marlow Lagoon	721
Marrakai	517
Marrara	1549
Mataranka	350
McArthur	295
McMinns Lagoon	796
Mereenie	30
Middle Point	58
Milikapiti	401
Milingimbi	1225
Millner	2548
Milyakburra	137
Miniyeri	618
Minjilang	247
Moil	2000
Moulden	2959
Mount Bundey	33
Mount Johns	548
Mount Liebig	169
Mount Zeil	83
Muirhead	2398
Mutitjulu	323
Nakara	1978
Namatjira	175
Nauiyu	378
Nemarluk	131
Newcastle Waters	64
Nganmarriyanga	390
Ngukurr	1149
Nhulunbuy	3240
Nicholson (NT)	60
Nightcliff	3853
Nitmiluk	169
Noonamah	319
Numbulwar	723
Numburindi	12
Nyirripi	236
Palmerston City	21
Pamayu	33
Papunya	404
Parap	2747
Pellew Islands	14
Peppimenarti	178
Petermann	185
Pigeon Hole	120
Pine Creek (NT)	328
Pinelands (NT)	25
Pirlangimpi	371
Point Stuart	22
Rakula	99
Ramingining	872
Ranken	44
Rapid Creek	3282
Robin Falls	13
Robinson River	222
Rosebery (NT)	4218
Ross (NT)	709
Rum Jungle	84
Sadadeen	2123
Sandover	634
Santa Teresa	579
Shoal Bay (NT)	16
Southport (NT)	232
Stapleton	68
Stuart (NT)	466
Stuart Park	4149
Sturt Plateau	46
Tablelands (NT)	210
Tanami (NT)	73
Tanami East	33
Tara (NT)	89
Tennant Creek	2991
Thamarrurr	197
The Gap (NT)	1709
The Gardens (NT)	728
The Narrows (NT)	602
Ti Tree	70
Timber Creek	249
Tindal	857
Tipperary (NT)	31
Titjikala	227
Tiwi	2562
Tiwi Islands	123
Top Springs	3
Tortilla Flats	14
Tumbling Waters	170
Umbakumba	503
Uralla (NT)	142
Venn	154
Victoria River	152
Virginia (NT)	1836
Wadeye	2280
Wagait Beach	461
Wagaman	2163
Wallace Rockhole	102
Wanguri	1876
Warruwi	389
Warumungu	157
Weddell	69
West Arnhem	683
White Gums	238
Wickham (NT)	268
Willowra	301
Wilora	95
Wilton (NT)	136
Winnellie	208
Woodroffe	3233
Woolner	930
Wulagi	2435
Wurrumiyanga	1563
Wutunugurra	166
Yarralin	293
Yarrawonga (NT)	32
Yirrkala	809
Yuelamu	220
Yuendumu	759
Yulara	1099
Zuccoli	1129
No usual address (NT)	2489
Migratory - Offshore - Shipping (NT)	70
ACT Remainder - Belconnen	31
ACT Remainder - Booth	31
ACT Remainder - Coree	7
ACT Remainder - Gungahlin	8
ACT Remainder - Jerrabomberra	33
ACT Remainder - Kowen	38
ACT Remainder - Majura	54
ACT Remainder - Molonglo Valley	11
ACT Remainder - Paddys River	69
ACT Remainder - Rendezvous Creek	3
ACT Remainder - Stromlo	61
ACT Remainder - Tuggeranong	35
ACT Remainder - Weston Creek	3
Acton (ACT)	2086
Ainslie	5189
Amaroo (ACT)	5710
Aranda	2393
Banks	4967
Barton	1439
Belconnen	6657
Bonner	6730
Bonython	3786
Braddon	5500
Bruce (ACT)	6997
Calwell	5758
Campbell	4997
Canberra Airport	103
Casey	5758
Chapman	2684
Charnwood	2979
Chifley (ACT)	2407
Chisholm (ACT)	5121
City	4276
Conder	5059
Cook	2805
Coombs	1811
Crace	4459
Curtin	5238
Deakin	2878
Dickson	2149
Downer	3662
Duffy	3162
Dunlop	7197
Evatt	5327
Fadden	2949
Farrer	3231
Fisher (ACT)	3004
Florey	4764
Flynn (ACT)	3360
Forde	4308
Forrest (ACT)	1615
Franklin (ACT)	6419
Fraser	2026
Fyshwick	56
Garran	3497
Gilmore (ACT)	2750
Giralang	3316
Gordon (ACT)	7611
Gowrie (ACT)	3056
Greenway	1894
Griffith (ACT)	4575
Gungahlin	6134
Hackett	2991
Hall	271
Harrison	7687
Hawker (ACT)	2952
Higgins	3073
Holder (ACT)	2606
Holt	4619
Hughes (ACT)	2990
Hume	430
Isaacs	2341
Isabella Plains	4405
Jacka	670
Kaleen	7271
Kambah	14900
Kingston (ACT)	4424
Latham (ACT)	3634
Lawson (ACT)	148
Lyneham	5112
Lyons (ACT)	3085
Macarthur (ACT)	1427
Macgregor (ACT)	6796
Macquarie	2700
Mawson	3252
McKellar	2746
Melba	3147
Mitchell (ACT)	6
Molonglo	3
Monash (ACT)	5431
Moncrieff	105
Narrabundah	5960
Ngunnawal	10486
Nicholls	6865
O'Connor (ACT)	5481
O'Malley	991
Oaks Estate	251
Oxley (ACT)	1693
Page	3025
Palmerston (ACT)	5525
Parkes (ACT)	5
Pearce	2579
Phillip	2936
Pialligo	120
Red Hill (ACT)	3170
Reid (ACT)	1636
Richardson	3006
Rivett	3193
Scullin	2929
Spence (ACT)	2585
Stirling (ACT)	2134
Symonston	559
Tharwa	81
Theodore (ACT)	3799
Torrens	2206
Turner	4047
Uriarra Village	349
Wanniassa	7512
Waramanga	2629
Watson	5862
