SSC_NAME16	persons
Bringalily	83
Brinsmead	5362
Brisbane City	9460
Broadbeach	5514
Broadbeach Waters	7779
Broadmere	44
Broadwater (Qld)	292
Broken River	22
Bromelton	155
Brookfield (Qld)	3524
Brookhill	76
Brooklands	294
Brookstead	217
Brookwater	2151
Brooloo	348
Brooweena	104
Broughton (Qld)	726
Brovinia	10
Browns Plains (Qld)	6309
Broxburn	153
Brush Creek	40
Bryden	33
Brymaroo	140
Buaraba	181
Bucasia	4771
Bucca (Qld)	1027
Buccan	1818
Buckland (Qld)	44
Buddina	3885
Buderim	29355
Budgee	35
Bukali	63
Bulgun	276
Bulimba	6843
Bullawarra	5
Bullcamp	55
Bulli Creek	6
Bullyard	189
Bulwer	49
Bunburra	90
Bundaberg Central	316
Bundaberg East	2784
Bundaberg North	5451
Bundaberg South	3307
Bundaberg West	2500
Bundall	4523
Bundamba	6514
Bundi	38
Bundoora (Qld)	13
Bungaban	52
Bungadoo	315
Bungalow	2159
Bungeworgorai	78
Bungil (Qld)	27
Bungundarra	536
Bungunya	75
Bunjurgen	116
Bunya	1916
Bunya Creek	79
Bunya Mountains	144
Burbank	1050
Burdell	5814
Burgowan	45
Burketown	238
Burleigh	44
Burleigh Heads	10077
Burleigh Waters	14310
Burncluith	150
Burnett Creek	11
Burnett Heads	2656
Burnside (Qld)	2409
Burpengary	14022
Burpengary East	6433
Burra Burri	36
Burrum Heads	2067
Burrum River	253
Burrum Town	168
Burton (Qld)	29
Burua	774
Bushland Beach	6181
Bushley	30
Butchers Creek	113
Buxton (Qld)	430
Bybera	3
Byee	31
Byfield	301
Bymount	32
Byrnestown	34
Cabarlah	1075
Caboolture	26433
Caboolture South	5300
Caboonbah	14
Cadarga	16
Caffey	65
Cainbable	74
Cairdbeign	85
Cairns City	2737
Cairns North	5191
Calamvale	17124
Calavos	331
Calcium	21
Caldervale	11
Calen	390
Calgoa	9
Calico Creek	156
Calingunee	26
Callandoon	33
Callemondah	18
Callide	86
Calliope (Qld)	5101
Caloundra	3917
Caloundra West	6297
Calvert (Qld)	313
Camboon (Qld)	93
Cambooya	1584
Cambridge (Qld)	42
Cambroon	219
Cameby	56
Cameron Corner	5
Camira (Qld)	7414
Camoola	29
Camooweal	208
Camp Creek (Qld)	186
Camp Hill	11202
Camp Mountain	1416
Campaspe	123
Campbell Creek	7
Campbells Pocket	80
Campwin Beach	517
Canaga	110
Canal Creek	8
Cania	28
Canina	366
Cannindah	32
Canning Creek	5
Canningvale	136
Cannon Creek (Scenic Rim - Qld)	78
Cannon Creek (Southern Downs - Qld)	39
Cannon Hill	5533
Cannon Valley	963
Cannonvale	5716
Canoona	81
Canungra	1229
Capalaba	17333
Cape Cleveland	155
Cape Gloucester	62
Cape Hillsborough	44
Cape Tribulation	118
Capella	1010
Captain Creek	358
Captains Mountain	77
Caravonica	1989
Carbine Creek	23
Carbrook	1216
Cardstone	17
Cardwell	1309
Carina (Qld)	11019
Carina Heights	6732
Carindale	15740
Carmila	333
Carmoo	178
Carnarvon Park	3
Carneys Creek	51
Carole Park	4
Caroline Crossing	13
Carpendale	134
Carpentaria	14
Carrara	12060
Carrington (Qld)	190
Carruchan	259
Carseldine	9541
Carstairs	117
Carters Ridge	469
Cashmere	4920
Cassowary	119
Castaways Beach	656
Castle Creek (Qld)	27
Castle Hill (Qld)	941
Cattle Creek (North Burnett - Qld)	28
Cattle Creek (Toowoomba - Qld)	19
Causeway Lake	121
Cawarral	831
Cawdor (Qld)	356
Cecil Plains	429
Cedar Creek (Gold Coast - Qld)	838
Cedar Creek (Moreton Bay - Qld)	745
Cedar Grove	2041
Cedar Pocket	339
Cedar Vale	2792
Cedarton	118
Cement Mills	13
Centenary Heights	6063
Ceratodus	28
Chahpingah	29
Chambers Flat	2331
Chances Plain	151
Chandler (Qld)	1442
Chapel Hill (Qld)	10113
Charlestown (Qld)	65
Charleville	3335
Charlton (Qld)	120
Charlwood	139
Charters Towers City	2134
Chatsworth (Qld)	1055
Cheeseborough	3
Chelmer	2998
Chelmsford	124
Chelona	100
Cheltenham (Qld)	17
Cherbourg	1269
Chermside	9315
Chermside West	6458
Cherry Creek	49
Cherry Gully	9
Cherwell	8
Chevallum	441
Chewko	194
Childers (Qld)	1584
Chillagoe	251
Chinchilla	6612
Chinghee Creek	30
Chirnside	30
Chorregon	57
Christmas Creek	53
Churchable	261
Churchill (Qld)	1860
Chuwar	2244
Cinnabar	72
Clagiraba	601
Clairview	145
Clara Creek	45
Claraville	5
Clare (Qld)	196
Clarendon (Qld)	244
Clarke Creek	30
Clayfield	10555
Clear Island Waters	4120
Clear Mountain	730
Clermont	3031
Cleveland (Qld)	14801
Clifford	22
Clifton (Qld)	1456
Clifton Beach (Qld)	3146
Clinton (Qld)	5921
Clintonvale	74
Cloncurry	2719
Clontarf (Moreton Bay - Qld)	8279
Clontarf (Toowoomba - Qld)	25
Closeburn	594
Cloyna	142
Cluden	427
Clumber	60
Coal Creek	52
Coalbank	30
Coalfalls	943
Coalstoun Lakes	114
Cobbs Hill	22
Cobraball	70
Cockatoo (Qld)	36
Coconuts	224
Coen	364
Coes Creek	1392
Coles Creek	44
Colevale	17
Coleyville	185
Colinton (Qld)	75
Collaroy (Qld)	9
College View	84
Collingwood Park (Qld)	7104
Collinsville (Qld)	1248
Colosseum	218
Columbia	101
Columboola	72
Comet	498
Commissioners Flat	28
Como (Qld)	46
Comoon Loop	51
Cona Creek	83
Condamine	384
Condamine Farms	23
Condamine Plains	103
Condon	5779
Conjuboy	3
Conondale	858
Consuelo	35
Conway	194
Conway Beach	80
Coochiemudlo Island	753
Coochin	96
Coochin Creek	84
Cooee Bay	913
Cooeeimbardi	7
Cooktown	2631
Coolabine	71
Coolabunia	161
Cooladdi	16
Coolana	178
Coolangatta (Qld)	5948
Coolbie	104
Coolmunda	141
Cooloola	3
Cooloola Cove	2633
Cooloolabin	257
Coolum Beach	8497
Coombabah	10388
Coomera	13305
Coominglah	18
Coominya	1200
Coomoo	23
Coomrith	40
Coonambula	70
Coonarr	253
Coondoo	66
Coongoola	10
Coopers Plains	5483
Coorada	6
Cooran	1624
Cooranga	133
Cooroibah	2041
Cooroo Lands	3
Coorooman	87
Cooroy	3791
Cooroy Mountain	136
Coorparoo	16282
Coorumba	121
Coorumbene	8
Cootharaba	834
Coowonga	254
Cooya Beach	546
Cooyar	224
Coppabella (Qld)	466
Coquette Point	74
Coral Cove	1268
Coral Sea	111
Coralie	6
Cordalba	445
Cordelia	210
Corella	73
Corfield	183
Corinda	5064
Coringa	77
Corndale (Qld)	42
Cornish Creek	16
Cornubia	7317
Cornwall (Qld)	16
Cosgrove (Qld)	285
Cotswold Hills	1278
Cottonvale (Qld)	148
Coulson	195
Coverty	167
Cow Bay	202
Cowan Cowan	28
Cowley	87
Cowley Beach	78
Cowley Creek	13
Cracow	89
Craiglie	954
Craignish	1827
Cranbrook (Qld)	5908
Cranley	1446
Crawford	142
Crediton	82
Cremorne (Qld)	33
Cressbrook	117
Cressbrook Creek	20
Crestmead	12153
Crimea	14
Crinum	86
Croftby	133
Crohamhurst	217
Cromarty	21
Crossdale	75
Crossroads	130
Crowley Vale	96
Crownthorpe	41
Crows Nest (Qld)	2160
Croydon (Qld)	258
Cryna	113
Crystal Brook (Qld)	183
Crystal Creek (Qld)	10
Crystalbrook	11
Cullinane	524
Cungulla	286
Cunnamulla	1140
Cunningham (Qld)	66
Curra	1920
Currajah	60
Currajong	2548
Curramore (Qld)	190
Currimundi	6786
Currumbin	2920
Currumbin Valley	1849
Currumbin Waters	9121
Curtis Island	323
Cushnie	135
Cutella	29
Cuttaburra	10
Cynthia	31
Cypress Gardens	92
D'Aguilar	1207
Dagun	150
Daintree	129
Daisy Hill (Qld)	6660
Dajarra	191
Dakabin	3540
Dakenba	116
Dalbeg	76
Dalby	12719
Dalcouth	165
Dalga	3
Dallarnil	230
Dalma	78
Dalrymple Creek	97
Dalrymple Heights	44
Dalveen	335
Dalwogon	31
Dalysford	117
Damascus	97
Damper Creek	49
Danbulla	47
Danderoo	30
Dangore	35
Daradgee	74
Dargal Road	152
Darling Heights	5192
Darlington (Qld)	88
Darr Creek	18
Darra	4343
Darts Creek	160
Dauan Island	191
Daveson	23
Dayboro	2119
Daymar	37
Deagon	3675
Deception Bay	19850
Deebing Heights	2039
Deep Creek (Qld)	16
Deepwater (Qld)	206
Deeragun	4250
Deeral	141
Degarra	110
Degilbo	174
Delan	299
Delaneys Creek	1061
Depot Hill	1032
Derri Derra	146
Derrymore	83
Deuchar	295
Devereux Creek	381
Devon Park (Qld)	49
Diamantina Lakes	17
Diamond Valley	489
Diamondvale	50
Diamondy	47
Dicky Beach	1895
Didcot	60
Diddillibah	1403
Diglum	36
Dimbulah	1050
Dingo	340
Dingo Beach	169
Dingo Pocket	89
Dinmore	875
Dirnbir	49
Dirranbandi	640
Dittmer	79
Diwan	153
Dixalea	92
Dixie (Qld)	16
Djarawong	102
Djuan	100
Doctor Creek	37
Dolphin Heads	388
Donnybrook (Qld)	617
Doolandella	4817
Doolbi	115
Doomadgee	1405
Doonan	3459
Doongul	29
Dotswood	101
Doughboy	24
Douglas (Toowoomba - Qld)	112
Douglas (Townsville - Qld)	7744
Downsfield	94
Dows Creek	136
Draper	676
Drayton	1710
Drewvale	4476
Drillham	126
Drillham South	67
Drinan	170
Dromedary (Qld)	4
Drummondslope	43
Duaringa	278
Duchess	23
Duckinwilla	12
Ducklo	333
Dugandan	593
Duingal	77
Dulacca	191
Dulong	564
Dululu	126
Dumbleton	242
Dumgree	55
Dumpy Creek	11
Dundarrah	3
Dundas (Qld)	77
Dundathu	252
Dundowran	909
Dundowran Beach	2079
Dunk	21
Dunkeld (Qld)	41
Dunmora	222
Dunmore (Qld)	26
Dunnrock	75
Dunrobin (Qld)	14
Dunwich	864
Durack (Qld)	7487
Durah	6
Durham	36
Durham Downs	67
Durong	226
Dutton Park	2024
Dutton River	33
Dykehead	8
Dynevor	21
Dysart (Qld)	2991
Eagleby	13326
Earlville	4030
East Barron	234
East Brisbane	5934
East Cooyar	26
East Deep Creek	645
East End	59
East Feluga	245
East Greenmount	361
East Haldon	29
East Innisfail	1855
East Ipswich	2410
East Mackay	3564
East Nanango	265
East Palmerston	173
East Russell	71
East Toowoomba	5244
East Trinity	212
Eastern Heights	3709
Eaton (Qld)	47
Eatons Hill	7973
Ebbw Vale	508
Ebenezer (Qld)	315
Edens Landing	5094
Edge Hill	3916
Edmonton	10753
Eerwah Vale	621
Egypt	15
Eidsvold	574
Eidsvold East	20
Eidsvold West	68
Eight Mile Plains	15322
Eimeo	3230
Einasleigh	92
El Arish	344
Elaman Creek	68
Elanora	12145
Elbow Valley	95
Electra	111
Elgin (Qld)	41
Elgin Vale	24
Eli Waters	3310
Elimbah	3963
Ellangowan (Qld)	121
Ellen Grove	2906
Ellerbeck	205
Ellesmere	343
Ellinjaa	31
Ellinthorp	19
Elliott (Qld)	138
Elliott Heads	1040
Ellis Beach	24
Elphinstone (Isaac - Qld)	6
Elphinstone (Toowoomba - Qld)	64
Emerald (Qld)	14356
Emu Creek (Qld)	80
Emu Park	2130
Emu Vale	185
England Creek	33
Enoggera	5157
Enoggera Reservoir	25
Epsom (Qld)	9
Erakala	547
Ernestina	16
Eromanga	119
Erub Island	328
Esk (Qld)	1698
Eskdale (Qld)	33
Esmeralda	21
Etna Creek	792
Eton	679
Etty Bay	397
Eubenangee	242
Eudlo	1117
Eukey	134
Euleilah	182
Eulo	95
Eumamurrin	85
Eumundi	2221
Eungella (Qld)	194
Eungella Dam	12
Eungella Hinterland	3
Euramo	147
Eureka (Qld)	170
Eurella	11
Eurimbula	4
Eurombah	67
Eurong	47
Euthulla	370
Evans Landing	62
Evanslea	41
Evelyn	241
Evergreen	45
Everton Hills	5938
Everton Park	8862
Fairdale	35
Fairfield (Qld)	2980
Fairney View	223
Fairy Bower	97
Fairyland	67
Fairymead	33
Farleigh	815
Farnborough	476
Farnsfield	124
Fassifern (Qld)	21
Fassifern Valley	91
Federal (Qld)	303
Felton	276
Felton South	65
Feluga	251
Ferney	85
Fernvale (Qld)	3209
Ferny Glen	84
Ferny Grove	5725
Ferny Hills	8739
Ficks Crossing	37
Fielding	6
Fifteen Mile	33
Fig Tree Pocket	4045
Finch Hatton	499
Finlayvale	32
Finnie	94
Fisher (Qld)	4
Fishermans Pocket	28
Fishery Falls	141
Fitzgerald Creek	81
Fitzgibbon	5656
Fitzroy Island	44
Flagstone Creek	220
Flametree	122
Flaxton	931
Fletcher (Qld)	92
Fleurbaix	39
Flinders View	5808
Flinton	42
Flying Fish Point	425
Flying Fox (Qld)	65
Fordsdale	52
Foreshores	135
Forest Creek	103
Forest Glen (Qld)	1390
Forest Hill (Qld)	968
Forest Lake	22904
Forest Ridge	49
Forest Springs	69
Forestdale	2531
Foresthome	87
Forestvale	47
Formartin	95
Forrest Beach (Qld)	1254
Forsayth	129
Fortitude Valley	6978
Forty Mile	20
Fossilbrook	5
Foulden	3
Four Ways	15
Foxdale	127
Frankfield	37
Fraser Island	182
Frazerview	34
Fredericksfield	219
Freestone	217
Frenches Creek	85
Frenchville	9028
Freshwater (Qld)	2023
Freshwater Point	135
Friday Pocket	40
Fulham (Qld)	35
Gadgarra	3
Gaeta	125
Gailes	1828
Gainsford	14
Gairloch	41
Galilee	20
Gamboola	23
Garbutt	2396
Garfield (Qld)	37
Gargett	261
Garnant	99
Garners Beach	25
Garradunga	142
Gatton	7101
Gaven	1558
Gayndah	1981
Gaythorne	3023
Geebung	4626
Geham	489
Gemini Mountains	51
Georgetown (Qld)	348
Georgina (Qld)	7
Germantown (Qld)	64
Gheerulla	214
Ghinghinda	36
Gigoomgan	34
Gilbert River	38
Gilberton (Etheridge - Qld)	4
Gilberton (Gold Coast - Qld)	25
Gilla	32
Gilldora	39
Gilston	2459
Gin Gin (Qld)	1053
Gindie	209
Gindoran	3
Ginoondan	16
Girraween (Qld)	12
Giru	354
Givelda	50
Gladfield (Qld)	57
Gladstone Central	1547
Gladstone Harbour	29
Glamorgan Vale	404
Glan Devon	248
Glanmire (Qld)	20
Glass House Mountains	5065
Glastonbury	351
Glebe (Qld)	24
Glen Allyn	157
Glen Aplin	503
Glen Boughton	28
Glen Cairn	113
Glen Echo	31
Glen Eden	2778
Glen Esk	54
Glen Isla	29
Glen Niven	80
Glen Russell	12
Glenarbon	36
Glenaubyn	48
Glenaven	79
Glenbar	11
Glencoe (Qld)	322
Glendale (Qld)	614
Glenden	620
Gleneagle	1877
Glenella	4519
Glenfern (Qld)	10
Glengallan	54
Glenhaughton	18
Glenlee (Qld)	1236
Glenleigh	33
Glenlyon (Qld)	24
Glenmoral	53
Glenmorgan	148
Glenorchy (Qld)	83
Glenore Grove	883
Glenrae	83
Glenrock (Qld)	40
Glenroy (Qld)	28
Glenvale	6353
Glenview	1187
Glenwood (Qld)	1535
Godwin Beach	462
Gogango	111
Golden Beach (Qld)	5575
Golden Fleece	49
Goldfields	28
Goldsborough (Qld)	929
Gooburrum	1442
Good Night	117
Goodar	65
Goodger	187
Goodna	10461
Goodwood (Qld)	175
Googa Creek	43
Goolboo	19
Goolman	42
Goomally	22
Goombi	34
Goomboorian	499
Goombungee	1026
Goomburra	259
Goomeri	664
Goomeribong	41
Goondi	56
Goondi Bend	594
Goondi Hill	510
Goondiwindi	6355
Goorganga Creek	7
Gooroolba	12
Gootchie	96
Goovigen	215
Goowarra	19
Goranba	187
Gordon Park	4231
Gordonbrook	175
Gordonstone	3
Gordonvale	6671
Gore	36
Gowrie Junction	2120
Gowrie Little Plain	65
Gowrie Mountain	224
Gowrie Station	15
Gracemere	11315
Graceville	4634
Grahams Creek	157
Granadilla	88
Grand Secret	168
Grandchester	444
Grange (Qld)	4318
Grant	11
Grantham	634
Granville (Qld)	2716
Grapetree	32
Grassdale (Qld)	4
Grasstree Beach	745
Grays Gate	38
Great Sandy Strait	4
Green Hill	159
Green Island	25
Greenbank	7694
Greenlands (Qld)	250
Greenmount (Mackay - Qld)	473
Greenmount (Toowoomba - Qld)	699
Greens Creek (Qld)	326
Greenslopes	8936
Greenswamp	40
Greenup	23
Greenvale (Qld)	232
Greenview	93
Greenwood (Qld)	40
Gregors Creek	96
Gregory (Qld)	72
Gregory River (Bundaberg - Qld)	65
Gregory River (Whitsunday - Qld)	307
Greycliffe	22
Greymare	64
Griffin	6839
Groganville	7
Groomsville	113
Groper Creek	62
Grosmont	141
Grosvenor	25
Guanaba	793
Gulliver	2825
Guluguba	109
Gumdale	2118
Gumlow	167
Gumlu	181
Gunalda	392
Gundiah	123
Gungaloon	33
Gunnawarra	13
Gunnewin	59
Gunpowder	43
Gunyarra	16
Gurgeena	35
Gurulmundi	7
Guthalungra	112
Gwambegwine	20
Gympie	10803
Habana	952
Haden	195
Haigslea	468
Hail Creek	148
Haliday Bay	167
Halifax	462
Haly Creek	136
Hamilton (Qld)	6995
Hamilton Creek	104
Hamilton Plains	78
Hampden (Qld)	566
Hampton (Qld)	356
Hannaford	118
Happy Valley (Qld)	767
Harlaxton	2547
Harlin	173
Harrami	39
Harriet	4
Harristown	8555
Harrisville	613
Hatton Vale	1521
Hawkins Creek	216
Hawkwood	27
Hawthorne	4989
Hay Point	1348
Hazeldean	262
Hazledean	19
Headington Hill	58
Healy	1878
Heathwood	2794
Heatley	4038
Hebel	67
Helens Hill	123
Helensvale	16862
Helidon	1059
Helidon Spa	538
Hemmant	2385
Hendon (Qld)	200
Hendra	4625
Herberton	855
Heritage Park	4976
Hermit Park	3414
Herston	2215
Hervey Range	279
Hibernia	56
Hidden Valley (Qld)	421
Hideaway Bay	205
Highfields (Qld)	8131
Highgate Hill	6194
Highgrove	29
Highland Park	6574
Highland Plains (Maranoa - Qld)	5
Highland Plains (Toowoomba - Qld)	41
Highvale	1766
Highworth	301
Hillcrest (Qld)	5626
Hillview	74
Hirstglen	83
Hivesville	169
Hobartville (Qld)	50
Hodgleigh	137
Hodgson	61
Hodgson Vale	1379
Holland Park	8111
Holland Park West	6376
Holloways Beach	2347
Hollywell	2865
Holmview	2358
Home Creek	24
Home Hill	2954
Homebush (Qld)	271
Homestead	48
Hookswood	56
Hope Island	11186
Hope Vale	1015
Hopeland (Qld)	140
Horn	531
Horse Camp	413
Horse Creek	123
Horseshoe Bay	578
Horseshoe Lagoon	217
Horton	158
Howard	1359
Howitt	24
Hoya	220
Hudson	236
Hughenden	1136
Hull Heads	113
Humboldt	13
Humeburn	22
Humphery	34
Hunchy	549
Hungerford (Qld)	23
Hurricane	17
Hutton Creek	23
Hyde Park (Qld)	1387
Iama Island	319
Ibis	4
Idalia	4438
Ideraway	38
Ilbilbie	349
Ilfracombe	259
Ilkley	827
Illinbah	129
Image Flat	443
Imbil	924
Inala	14849
Indooroopilly	12242
Ingberry	11
Ingham	4426
Inglestone	75
Inglewood (Qld)	954
Ingoldsby	70
Injinoo	561
Injune	461
Inkerman (Qld)	145
Innes Park	2302
Innisfail	1145
Innisfail Estate	1338
Innisplain	85
Innot Hot Springs	177
Inskip	52
Inverlaw	203
Inverness	496
Ipswich	2459
Iredale	158
Iron Range	14
Ironbark (Qld)	604
Irongate	119
Ironpot (Livingstone - Qld)	159
Ironpot (South Burnett - Qld)	45
Irvinebank	125
Irvingdale	194
Isis Central	216
Isis River	110
Isisford	218
Isla	159
Island Plantation	146
Iveragh	140
Ivory Creek	46
Jackson	57
Jackson North	61
Jackson South	10
Jacobs Well	1839
Jaffa	18
Jaggan	188
Jamboree Heights	3093
Jandowae	1047
Japoonvale	141
Jardine	59
Jarra Creek	134
Jarvisfield	367
Jeebropilly	7
Jellinbah	35
Jensen	1476
Jericho (Qld)	115
Jerona	40
Jimboomba	13201
Jimbour East	199
Jimbour West	56
Jimna	91
Jindalee (Qld)	5320
Jinghi	74
Jobs Gate	6
Johnsons Hill	10
Johnstown	30
Jollys Lookout	76
Jondaryan	385
Jones Gully	14
Jones Hill	898
Josephville	166
Joskeleigh	70
Joyner	2833
Jubilee Heights	143
Jubilee Pocket	1817
Julago	113
Julatten	1091
Julia Creek	511
Junabee	213
Junction View	52
Jundah	106
Kaban	101
Kabra	421
Kagaru	13
Kaimkillenbun	293
Kairi	442
Kalapa	86
Kalbar	1093
Kalinga	2126
Kalkadoon	29
Kalkie	2692
Kallangur	20405
Kalpowar	67
Kalunga	95
Kamerunga	1049
Kandanga	665
Kandanga Creek	118
Kangaroo Point (Qld)	8063
Kanigan	114
Kanimbla (Qld)	2670
Kapaldo	43
Karalee	4352
Karana Downs	3862
Karara	123
Karawatha	19
Karrabin	423
Karragarra Island	204
Karumba	531
Kawana	4426
Kawl Kawl	18
Kawungan	4816
Kearneys Spring	8552
Kedron	9359
Kelsey Creek	123
Kelso (Qld)	10538
Kelvin Grove	7927
Kelvinhaugh	44
Kemmis	3
Kenilworth	558
Kenmore	8960
Kenmore Hills	2402
Kennedy	161
Kensington (Qld)	569
Kensington Grove	1717
Kents Lagoon	56
Kents Pocket	24
Kentville	100
Keperra	6807
Kepnock	4441
Keppel Sands	360
Keriri Island	268
Kerry	326
Kewarra Beach	5652
Keysland	12
Kholo	396
Khosh Bulduk	51
Kia Ora (Qld)	205
Kiamba	191
Kianga (Qld)	227
Kidaman Creek	130
Kiels Mountain	664
Kilbirnie	60
Kilcoy	1898
Kilcummin	260
Kilkivan	713
Killaloe	116
Killarney (Qld)	954
Kimberley (Qld)	33
Kin Kin	764
Kin Kora	2582
Kinbombi	37
Kinchant Dam	123
Kincora	57
Kindon	19
King Scrub	348
Kingaham	14
Kingaroy	10020
Kings Beach	2788
Kings Creek	72
Kings Siding	16
Kingsholme	286
Kingsthorpe	1867
Kingston (Qld)	10539
Kinka Beach	621
Kinkuna	111
Kinleymore	93
Kinnoul	69
Kioma	30
Kippa-Ring	9790
Kirknie	58
Kirkwood	2250
Kirrama	9
Kirwan	21418
Kitoba	13
Kleinton	1617
Knapp Creek	59
Koah	602
Kobble Creek	632
Kogan	190
Kokotungo	100
Kolonga	49
Koongal	4286
Kooralbyn	1725
Kooralgin	46
Kooringal (Qld)	45
Kooroongarra	58
Koumala	831
Kowanyama	944
Kowguran	41
Kragra	27
Kulangoor	480
Kulgun	67
Kullogum	118
Kulpi	77
Kuluin	2363
Kumbarilla	197
Kumbia	294
Kunda Park	27
Kunioon	31
Kunwarara	71
Kuraby	8108
Kuranda	3008
Kureelpa	907
Kureen	122
Kuridala	10
Kurrimine Beach	729
Kurrowah	25
Kurumbul	46
Kurwongbah	1430
Kuttabul	730
Kybong	333
Kynuna	55
Kyoomba	92
Labrador	18261
Laceys Creek	278
Laglan	3
Lagoon Pocket	123
Laguna Quays	68
Laidley	3808
Laidley Creek West	145
Laidley Heights	1263
Laidley North	408
Laidley South	271
Lake Barrine	152
Lake Borumba	6
Lake Clarendon	288
Lake Eacham	457
Lake Macdonald	1363
Lake Manchester	23
Lake Mary	96
Lake Monduran	3
Lake Proserpine	9
Lake Wivenhoe	3
Lakefield	16
Lakeland	299
Lakes Creek	552
Lakeside	55
Lamb Island	432
Lamington (Qld)	86
Lammermoor	2167
Landers Shoot	252
Landsborough (Qld)	3812
Lanefield	107
Langlands	7
Langlo	56
Langshaw	169
Lannercost	121
Lansdowne (Qld)	11
Lanskey	63
Laravale	189
Lark Hill	62
Laura (Qld)	228
Lavelle	29
Lawes	328
Lawgi Dawes	144
Lawn Hill	19
Lawnton	5658
Leafdale	28
Lefthand Branch	79
Leichhardt (Qld)	3912
Lemontree	45
Leslie	12
Leslie Dam	163
Lethebrook	51
Leyburn	476
Leydens Hill	3
Lilydale (Qld)	83
Lilyvale (Central Highlands - Qld)	52
Lilyvale (Toowoomba - Qld)	55
Limestone (Qld)	7
Limestone Creek	186
Limestone Ridges	116
Limevale	64
Linden (Qld)	20
Linthorpe	440
Linville	156
Little Mountain	10212
Little Mulgrave	249
Lizard	49
Llanarth (Qld)	48
Loch Lomond	106
Lochington	57
Lockhart River	724
Lockrose	562
Lockyer (Qld)	95
Lockyer Waters	561
Logan Central	5945
Logan Reserve	3521
Logan Village	4417
Loganholme	6303
Loganlea	7321
Lonesome Creek	170
Long Flat (Qld)	80
Long Pocket	198
Longreach (Qld)	2970
Lota	3256
Lotus Creek	75
Lower Beechmont	1046
Lower Cowley	64
Lower Cressbrook	16
Lower Daintree	98
Lower Mount Walker	185
Lower Tenthill	252
Lower Tully	79
Lower Wonga	344
Lowesby	11
Lowestoff	32
Lowmead	156
Lowood	4159
Lucinda	406
Lumeah (Qld)	3
Lundavra	100
Luscombe	307
Lutwyche	3454
Lynam	7
Lyndhurst (Qld)	8
Lyons (Qld)	32
Lyra	53
Lytton	6
Ma Ma Creek	149
Maadi	44
Maalan	26
Maaroom	219
Mabuiag Island	210
Macalister	153
Macfarlane	14
Macgregor (Qld)	5844
Machans Beach	1051
Machine Creek	120
Mackay	3659
Mackay Harbour	555
Mackenzie (Brisbane - Qld)	2094
Mackenzie (Central Highlands - Qld)	37
Mackenzie River	71
Macknade	229
Maclagan	195
Macleay Island	2681
Magnolia	130
Maidenhead	14
Maidenwell	199
Main Beach	3883
Majors Creek (Qld)	329
Malanda	1985
Malarga	17
Maleny	3734
Malling	27
Malmoe	37
Malpas-Trenton	23
Malu	18
Manapouri	52
Mandalay	337
Maneroo	37
Mango Hill	8434
Manly (Qld)	4064
Manly West	11978
Mannuem	90
Manoora (Qld)	6027
Mansfield (Qld)	8695
Mantuan Downs	31
Manumbar	53
Manunda	5390
Manyung	63
Mapleton	1564
Mapoon	317
Maramie	13
Marburg	873
Marcoola	3173
Marcus Beach	757
Mareeba	11079
Margate (Qld)	7405
Maria Creeks	121
Marian	3903
Marlborough	149
Marmadua	9
Marmor	212
Maroochy River	1531
Maroochydore	16800
Maroon	149
Maroondan	346
Marsden	14071
Marshlands	14
Martyville	119
Maryborough (Qld)	15406
Maryborough West	531
Marys Creek	78
Maryvale (Livingstone - Qld)	29
Maryvale (Southern Downs - Qld)	303
Masig Island	270
Massie	91
Maudsland	5568
Maxwelton	22
May Downs	96
McCutcheon	29
McDesme	277
McDowall	7237
McEwens Beach	202
McIlwraith	191
McIntosh Creek	118
McKinlay	178
Meadowbrook	3113
Meadowvale	469
Meandarra	262
Meikleville Hill	464
Melawondi	30
Meldale	223
Memerambi	272
Mena Creek	244
Menzies (Qld)	985
Mer Island	450
Meridan Plains	3675
Meringandan	487
Meringandan West	2211
Merlwood	88
Mermaid Beach	6533
Mermaid Waters	12045
Merrimac	7071
Merritts Creek	88
Merryburn	184
Merryvale	22
Mexico	26
Mia Mia (Qld)	122
Miallo	376
Miami	6843
Miara	38
Mica Creek	197
Middle Park (Qld)	3955
Middle Ridge	7141
Middlebrook	55
Middlemount	1841
Middleton (Qld)	9
Midge Point	464
Midgee (Qld)	44
Midgenoo	51
Midgeree Bar	49
Mighell	380
Milbong	161
Miles	1746
Miles End	265
Milford	207
Millaa Millaa	514
Millaroo	96
Millbank (Qld)	2512
Millchester	543
Millmerran	1563
Millmerran Downs	89
Millmerran Woods	92
Millstream (Qld)	1246
Millwood	23
Milman	113
Milora	108
Milton (Qld)	2274
Mimosa (Qld)	31
Minbun	75
Minden	1204
Minerva	48
Mingo	8
Mingoola (Qld)	18
Minnamoolka	38
Minnie Downs	13
Minyama	2542
Mirani	1541
Miriam Vale	512
Mirriwinni	447
Missen Flat	20
Mission Beach	815
Mission River	987
Mistake Creek	38
Mitchell (Qld)	1031
Mitchelton	8559
Miva	57
Moa Island	448
Moffat Beach	2553
Moffatdale	179
Moggill	4641
Molangul	13
Molendinar	6375
Mon Repos	30
Mona Mona	32
Mona Park	104
Monal	35
Monduran	91
Mondure	100
Monkland	1125
Monogorilby	44
Mons	946
Monsildale	21
Monto	1189
Montrose (Western Downs - Qld)	65
Montville	970
