SSC_NAME16	ModeTravelToWork	NumberModes	Sex	employed_persons
Otford	Car as passenger	1	M	3
Otford	Other two methods	2	M	3
Otford	Train	1	F	8
Otford	Train	1	M	25
Otford	Walked only	1	F	3
Oura	Car as driver	1	F	40
Oura	Car as driver	1	M	44
Oura	Walked only	1	F	3
Oura	Walked only	1	M	3
Ourimbah			F	7
Ourimbah			M	13
Ourimbah	(Other)	1	F	7
Ourimbah	(Other)	1	M	4
Ourimbah	Bicycle	1	M	5
Ourimbah	Bus	1	F	4
Ourimbah	Car as driver	1	F	664
Ourimbah	Car as driver	1	M	695
Ourimbah	Car as passenger	1	F	41
Ourimbah	Car as passenger	1	M	46
Ourimbah	Motorbike scooter	1	M	10
Ourimbah	Other two methods	2	F	7
Ourimbah	Other two methods	2	M	15
Ourimbah	Train	1	F	19
Ourimbah	Train	1	M	59
Ourimbah	Train and two other methods	3	F	7
Ourimbah	Train and two other methods	3	M	7
Ourimbah	Truck	1	M	13
Ourimbah	Walked only	1	F	6
Ourimbah	Walked only	1	M	11
Ournie	Car as driver	1	F	4
Ournie	Walked only	1	F	5
Owens Gap	Car as driver	1	F	10
Owens Gap	Car as driver	1	M	14
Oxford Falls	Car as driver	1	F	15
Oxford Falls	Car as driver	1	M	22
Oxley (Balranald - NSW)	Car as driver	1	M	4
Oxley (Balranald - NSW)	Walked only	1	M	3
Oxley (Warren - NSW)	Car as driver	1	M	3
Oxley Island	Car as driver	1	F	36
Oxley Island	Car as driver	1	M	28
Oxley Island	Motorbike scooter	1	M	3
Oxley Island	Truck	1	M	3
Oxley Island	Walked only	1	M	3
Oxley Park			F	3
Oxley Park	(Other)	1	F	3
Oxley Park	Bus	1	F	13
Oxley Park	Bus	1	M	8
Oxley Park	Car as driver	1	F	379
Oxley Park	Car as driver	1	M	492
Oxley Park	Car as passenger	1	F	32
Oxley Park	Car as passenger	1	M	40
Oxley Park	Motorbike scooter	1	M	9
Oxley Park	Other two methods	2	M	3
Oxley Park	Train	1	F	44
Oxley Park	Train	1	M	34
Oxley Park	Train and two other methods	3	M	10
Oxley Park	Truck	1	M	11
Oxley Park	Walked only	1	F	11
Oxley Park	Walked only	1	M	7
Oxley Vale			F	4
Oxley Vale			M	4
Oxley Vale	(Other)	1	F	8
Oxley Vale	(Other)	1	M	6
Oxley Vale	Bicycle	1	M	3
Oxley Vale	Bus	1	F	3
Oxley Vale	Bus	1	M	3
Oxley Vale	Car as driver	1	F	570
Oxley Vale	Car as driver	1	M	583
Oxley Vale	Car as passenger	1	F	54
Oxley Vale	Car as passenger	1	M	58
Oxley Vale	Motorbike scooter	1	M	11
Oxley Vale	Other two methods	2	M	11
Oxley Vale	Truck	1	M	15
Oxley Vale	Walked only	1	F	9
Oxley Vale	Walked only	1	M	9
Oyster Bay			F	6
Oyster Bay			M	10
Oyster Bay	(Other)	1	F	3
Oyster Bay	(Other)	1	M	4
Oyster Bay	Bicycle	1	M	3
Oyster Bay	Bus	1	F	8
Oyster Bay	Bus	1	M	7
Oyster Bay	Car as driver	1	F	735
Oyster Bay	Car as driver	1	M	863
Oyster Bay	Car as passenger	1	F	55
Oyster Bay	Car as passenger	1	M	21
Oyster Bay	Motorbike scooter	1	M	6
Oyster Bay	Other two methods	2	F	7
Oyster Bay	Other two methods	2	M	13
Oyster Bay	Taxi	1	M	5
Oyster Bay	Train	1	F	172
Oyster Bay	Train	1	M	191
Oyster Bay	Train and two other methods	3	F	13
Oyster Bay	Train and two other methods	3	M	15
Oyster Bay	Truck	1	M	24
Oyster Bay	Walked only	1	F	11
Oyster Bay	Walked only	1	M	10
Oyster Cove (NSW)	Car as driver	1	F	10
Oyster Cove (NSW)	Car as driver	1	M	14
Oyster Cove (NSW)	Walked only	1	F	3
Oyster Cove (NSW)	Walked only	1	M	4
Packsaddle	(Other)	1	M	3
Packsaddle	Car as driver	1	F	3
Packsaddle	Car as driver	1	M	4
Packsaddle	Motorbike scooter	1	M	3
Paddington (NSW)			F	32
Paddington (NSW)			M	26
Paddington (NSW)	(Other)	1	F	20
Paddington (NSW)	(Other)	1	M	21
Paddington (NSW)	Bicycle	1	F	41
Paddington (NSW)	Bicycle	1	M	138
Paddington (NSW)	Bus	1	F	811
Paddington (NSW)	Bus	1	M	729
Paddington (NSW)	Bus and two other methods excludes train	3	F	3
Paddington (NSW)	Bus and two other methods excludes train	3	M	4
Paddington (NSW)	Car as driver	1	F	965
Paddington (NSW)	Car as driver	1	M	1042
Paddington (NSW)	Car as passenger	1	F	149
Paddington (NSW)	Car as passenger	1	M	86
Paddington (NSW)	Ferry	1	F	5
Paddington (NSW)	Motorbike scooter	1	F	14
Paddington (NSW)	Motorbike scooter	1	M	102
Paddington (NSW)	Other two methods	2	F	14
Paddington (NSW)	Other two methods	2	M	23
Paddington (NSW)	Taxi	1	F	43
Paddington (NSW)	Taxi	1	M	54
Paddington (NSW)	Train	1	F	238
Paddington (NSW)	Train	1	M	278
Paddington (NSW)	Train and two other methods	3	F	8
Paddington (NSW)	Train and two other methods	3	M	12
Paddington (NSW)	Tram includes light rail	1	M	3
Paddington (NSW)	Truck	1	M	14
Paddington (NSW)	Walked only	1	F	773
Paddington (NSW)	Walked only	1	M	638
Paddys Flat (Kyogle - NSW)	Car as driver	1	F	4
Paddys River (Snowy Valleys - NSW)	Car as driver	1	M	4
Paddys River (Wingecarribee - NSW)	Car as driver	1	F	5
Paddys River (Wingecarribee - NSW)	Car as driver	1	M	7
Padstow			F	30
Padstow			M	19
Padstow	(Other)	1	F	8
Padstow	(Other)	1	M	22
Padstow	Bicycle	1	M	8
Padstow	Bus	1	F	70
Padstow	Bus	1	M	45
Padstow	Car as driver	1	F	1400
Padstow	Car as driver	1	M	1997
Padstow	Car as passenger	1	F	130
Padstow	Car as passenger	1	M	70
Padstow	Motorbike scooter	1	F	3
Padstow	Motorbike scooter	1	M	13
Padstow	Other two methods	2	F	8
Padstow	Other two methods	2	M	13
Padstow	Taxi	1	F	3
Padstow	Taxi	1	M	7
Padstow	Train	1	F	578
Padstow	Train	1	M	548
Padstow	Train and two other methods	3	F	13
Padstow	Train and two other methods	3	M	19
Padstow	Truck	1	M	53
Padstow	Walked only	1	F	42
Padstow	Walked only	1	M	41
Padstow Heights			F	9
Padstow Heights			M	5
Padstow Heights	(Other)	1	F	3
Padstow Heights	(Other)	1	M	8
Padstow Heights	Bus	1	F	5
Padstow Heights	Bus	1	M	10
Padstow Heights	Car as driver	1	F	463
Padstow Heights	Car as driver	1	M	581
Padstow Heights	Car as passenger	1	F	33
Padstow Heights	Car as passenger	1	M	29
Padstow Heights	Motorbike scooter	1	M	9
Padstow Heights	Other two methods	2	M	6
Padstow Heights	Train	1	F	63
Padstow Heights	Train	1	M	57
Padstow Heights	Train and two other methods	3	F	4
Padstow Heights	Train and two other methods	3	M	3
Padstow Heights	Truck	1	M	20
Padstow Heights	Walked only	1	F	10
Padstow Heights	Walked only	1	M	3
Pagewood			F	9
Pagewood			M	5
Pagewood	(Other)	1	M	3
Pagewood	Bicycle	1	M	18
Pagewood	Bus	1	F	99
Pagewood	Bus	1	M	93
Pagewood	Bus and two other methods excludes train	3	F	3
Pagewood	Car as driver	1	F	446
Pagewood	Car as driver	1	M	572
Pagewood	Car as passenger	1	F	63
Pagewood	Car as passenger	1	M	22
Pagewood	Motorbike scooter	1	M	17
Pagewood	Other two methods	2	F	3
Pagewood	Other two methods	2	M	8
Pagewood	Taxi	1	M	5
Pagewood	Train	1	F	10
Pagewood	Train	1	M	12
Pagewood	Train and two other methods	3	F	7
Pagewood	Train and two other methods	3	M	3
Pagewood	Truck	1	M	11
Pagewood	Walked only	1	F	23
Pagewood	Walked only	1	M	30
Palarang	Car as driver	1	F	4
Palarang	Car as driver	1	M	8
Paling Yards (Oberon - NSW)	Truck	1	F	3
Pallal	Car as driver	1	F	12
Pallal	Car as driver	1	M	10
Pallal	Walked only	1	M	3
Pallamallawa	(Other)	1	M	3
Pallamallawa	Car as driver	1	F	50
Pallamallawa	Car as driver	1	M	91
Pallamallawa	Car as passenger	1	F	4
Pallamallawa	Car as passenger	1	M	3
Pallamallawa	Truck	1	M	7
Pallamallawa	Walked only	1	F	4
Pallamallawa	Walked only	1	M	4
Palm Beach (NSW)			M	3
Palm Beach (NSW)	(Other)	1	F	4
Palm Beach (NSW)	(Other)	1	M	10
Palm Beach (NSW)	Bus	1	F	19
Palm Beach (NSW)	Bus	1	M	18
Palm Beach (NSW)	Car as driver	1	F	178
Palm Beach (NSW)	Car as driver	1	M	244
Palm Beach (NSW)	Car as passenger	1	F	7
Palm Beach (NSW)	Car as passenger	1	M	6
Palm Beach (NSW)	Other two methods	2	F	4
Palm Beach (NSW)	Other two methods	2	M	9
Palm Beach (NSW)	Train	1	M	3
Palm Beach (NSW)	Train and two other methods	3	M	3
Palm Beach (NSW)	Truck	1	M	3
Palm Beach (NSW)	Walked only	1	F	13
Palm Beach (NSW)	Walked only	1	M	19
Palm Grove (NSW)	Car as driver	1	F	20
Palm Grove (NSW)	Car as driver	1	M	21
Palm Grove (NSW)	Walked only	1	M	3
Palmdale (NSW)	(Other)	1	F	3
Palmdale (NSW)	Car as driver	1	F	9
Palmdale (NSW)	Car as driver	1	M	14
Palmdale (NSW)	Car as passenger	1	M	5
Palmers Channel	Car as driver	1	F	16
Palmers Channel	Car as driver	1	M	14
Palmers Channel	Truck	1	M	3
Palmers Channel	Walked only	1	M	3
Palmers Island			F	3
Palmers Island	(Other)	1	M	4
Palmers Island	Car as driver	1	F	67
Palmers Island	Car as driver	1	M	70
Palmers Island	Car as passenger	1	M	3
Palmers Island	Truck	1	M	3
Palmers Island	Walked only	1	F	3
Palmers Island	Walked only	1	M	10
Palmers Oaky	Car as driver	1	M	3
Palmvale	Car as driver	1	F	5
Palmvale	Car as driver	1	M	15
Palmwoods (NSW)	Car as driver	1	F	10
Palmwoods (NSW)	Car as driver	1	M	5
Pambula			F	7
Pambula	Bus	1	M	3
Pambula	Car as driver	1	F	111
Pambula	Car as driver	1	M	116
Pambula	Car as passenger	1	F	3
Pambula	Car as passenger	1	M	12
Pambula	Truck	1	M	3
Pambula	Walked only	1	F	14
Pambula	Walked only	1	M	10
Pambula Beach	Bicycle	1	M	3
Pambula Beach	Car as driver	1	F	102
Pambula Beach	Car as driver	1	M	94
Pambula Beach	Car as passenger	1	F	3
Pambula Beach	Car as passenger	1	M	7
Pambula Beach	Truck	1	M	8
Pambula Beach	Walked only	1	F	11
Pambula Beach	Walked only	1	M	5
Pampoolah			F	4
Pampoolah			M	3
Pampoolah	Car as driver	1	F	50
Pampoolah	Car as driver	1	M	32
Pampoolah	Car as passenger	1	F	4
Pampoolah	Car as passenger	1	M	3
Pampoolah	Truck	1	M	7
Pampoolah	Walked only	1	F	5
Pampoolah	Walked only	1	M	7
Pan Ban	Car as driver	1	F	8
Pan Ban	Car as driver	1	M	4
Panania			F	29
Panania			M	28
Panania	(Other)	1	F	11
Panania	(Other)	1	M	10
Panania	Bicycle	1	M	12
Panania	Bus	1	F	20
Panania	Bus	1	M	13
Panania	Car as driver	1	F	1469
Panania	Car as driver	1	M	1859
Panania	Car as passenger	1	F	124
Panania	Car as passenger	1	M	93
Panania	Motorbike scooter	1	M	22
Panania	Other two methods	2	F	3
Panania	Other two methods	2	M	23
Panania	Taxi	1	M	3
Panania	Train	1	F	486
Panania	Train	1	M	481
Panania	Train and two other methods	3	F	15
Panania	Train and two other methods	3	M	18
Panania	Truck	1	M	66
Panania	Walked only	1	F	51
Panania	Walked only	1	M	46
Panuara	Car as driver	1	F	8
Panuara	Car as driver	1	M	7
Pappinbarra	Car as driver	1	F	10
Pappinbarra	Car as driver	1	M	11
Paradise (NSW)	Car as driver	1	M	3
Paringi	Car as driver	1	F	3
Paringi	Car as driver	1	M	3
Parkes (NSW)			F	17
Parkes (NSW)			M	28
Parkes (NSW)	(Other)	1	F	7
Parkes (NSW)	(Other)	1	M	15
Parkes (NSW)	Bicycle	1	M	13
Parkes (NSW)	Bus	1	F	3
Parkes (NSW)	Bus	1	M	12
Parkes (NSW)	Car as driver	1	F	1488
Parkes (NSW)	Car as driver	1	M	1658
Parkes (NSW)	Car as passenger	1	F	130
Parkes (NSW)	Car as passenger	1	M	172
Parkes (NSW)	Motorbike scooter	1	F	3
Parkes (NSW)	Motorbike scooter	1	M	17
Parkes (NSW)	Other two methods	2	F	9
Parkes (NSW)	Other two methods	2	M	16
Parkes (NSW)	Taxi	1	F	5
Parkes (NSW)	Taxi	1	M	12
Parkes (NSW)	Truck	1	M	58
Parkes (NSW)	Walked only	1	F	101
Parkes (NSW)	Walked only	1	M	113
Parkesbourne	Car as driver	1	F	29
Parkesbourne	Car as driver	1	M	31
Parkesbourne	Car as passenger	1	F	3
Parkesbourne	Truck	1	M	3
Parklea			F	3
Parklea			M	3
Parklea	(Other)	1	F	7
Parklea	(Other)	1	M	3
Parklea	Bicycle	1	M	4
Parklea	Bus	1	F	66
Parklea	Bus	1	M	78
Parklea	Car as driver	1	F	353
Parklea	Car as driver	1	M	433
Parklea	Car as passenger	1	F	34
Parklea	Car as passenger	1	M	16
Parklea	Other two methods	2	F	3
Parklea	Other two methods	2	M	10
Parklea	Train	1	F	16
Parklea	Train	1	M	29
Parklea	Train and two other methods	3	F	13
Parklea	Train and two other methods	3	M	8
Parklea	Truck	1	M	5
Parklea	Walked only	1	F	7
Parklea	Walked only	1	M	4
Parkville (NSW)			M	3
Parkville (NSW)	Car as driver	1	F	48
Parkville (NSW)	Car as driver	1	M	56
Parkville (NSW)	Car as passenger	1	F	7
Parkville (NSW)	Walked only	1	M	3
Parma	Car as driver	1	F	27
Parma	Car as driver	1	M	37
Parma	Car as passenger	1	F	5
Parramatta			F	34
Parramatta			M	65
Parramatta	(Other)	1	F	13
Parramatta	(Other)	1	M	34
Parramatta	Bicycle	1	F	17
Parramatta	Bicycle	1	M	46
Parramatta	Bus	1	F	444
Parramatta	Bus	1	M	433
Parramatta	Bus and two other methods excludes train	3	M	3
Parramatta	Car as driver	1	F	1224
Parramatta	Car as driver	1	M	2799
Parramatta	Car as passenger	1	F	229
Parramatta	Car as passenger	1	M	123
Parramatta	Motorbike scooter	1	F	3
Parramatta	Motorbike scooter	1	M	33
Parramatta	Other two methods	2	F	9
Parramatta	Other two methods	2	M	27
Parramatta	Taxi	1	F	5
Parramatta	Taxi	1	M	25
Parramatta	Train	1	F	1444
Parramatta	Train	1	M	2316
Parramatta	Train and two other methods	3	F	51
Parramatta	Train and two other methods	3	M	48
Parramatta	Tram includes light rail	1	F	3
Parramatta	Tram includes light rail	1	M	3
Parramatta	Truck	1	M	29
Parramatta	Walked only	1	F	582
Parramatta	Walked only	1	M	658
Parraweena	Car as driver	1	F	9
Parraweena	Car as driver	1	M	8
Parraweena	Walked only	1	M	3
Patchs Beach	Car as driver	1	F	10
Patchs Beach	Car as driver	1	M	10
Paterson (NSW)			F	3
Paterson (NSW)			M	3
Paterson (NSW)	Car as driver	1	F	146
Paterson (NSW)	Car as driver	1	M	160
Paterson (NSW)	Car as passenger	1	F	5
Paterson (NSW)	Car as passenger	1	M	10
Paterson (NSW)	Truck	1	M	11
Paterson (NSW)	Walked only	1	F	10
Paterson (NSW)	Walked only	1	M	9
Patonga	(Other)	1	M	3
Patonga	Car as driver	1	F	13
Patonga	Car as driver	1	M	18
Patonga	Car as passenger	1	F	3
Paupong	Car as driver	1	M	4
Paxton			F	3
Paxton			M	3
Paxton	Car as driver	1	F	109
Paxton	Car as driver	1	M	147
Paxton	Car as passenger	1	F	9
Paxton	Car as passenger	1	M	8
Paxton	Motorbike scooter	1	M	3
Paxton	Truck	1	M	7
Paxton	Walked only	1	F	4
Paynes Crossing	Car as driver	1	F	8
Paynes Crossing	Car as driver	1	M	11
Paytens Bridge	Car as driver	1	F	18
Paytens Bridge	Car as driver	1	M	17
Peacock Creek	Car as driver	1	F	4
Peacock Creek	Car as driver	1	M	3
Peak Hill (NSW)			M	8
Peak Hill (NSW)	(Other)	1	M	3
Peak Hill (NSW)	Car as driver	1	F	100
Peak Hill (NSW)	Car as driver	1	M	90
Peak Hill (NSW)	Car as passenger	1	F	8
Peak Hill (NSW)	Car as passenger	1	M	10
Peak Hill (NSW)	Other two methods	2	M	3
Peak Hill (NSW)	Truck	1	M	4
Peak Hill (NSW)	Walked only	1	F	14
Peak Hill (NSW)	Walked only	1	M	34
Peak View	Car as driver	1	F	5
Peak View	Car as driver	1	M	4
Peakhurst			F	8
Peakhurst			M	16
Peakhurst	(Other)	1	F	6
Peakhurst	(Other)	1	M	6
Peakhurst	Bicycle	1	M	12
Peakhurst	Bus	1	F	33
Peakhurst	Bus	1	M	22
Peakhurst	Car as driver	1	F	1158
Peakhurst	Car as driver	1	M	1505
Peakhurst	Car as passenger	1	F	100
Peakhurst	Car as passenger	1	M	67
Peakhurst	Motorbike scooter	1	F	3
Peakhurst	Motorbike scooter	1	M	15
Peakhurst	Other two methods	2	F	5
Peakhurst	Other two methods	2	M	12
Peakhurst	Taxi	1	F	3
Peakhurst	Taxi	1	M	7
Peakhurst	Train	1	F	307
Peakhurst	Train	1	M	258
Peakhurst	Train and two other methods	3	F	22
Peakhurst	Train and two other methods	3	M	17
Peakhurst	Truck	1	M	57
Peakhurst	Walked only	1	F	34
Peakhurst	Walked only	1	M	28
Peakhurst Heights			F	7
Peakhurst Heights	(Other)	1	F	3
Peakhurst Heights	Bicycle	1	M	4
Peakhurst Heights	Bus	1	M	7
Peakhurst Heights	Car as driver	1	F	294
Peakhurst Heights	Car as driver	1	M	369
Peakhurst Heights	Car as passenger	1	F	17
Peakhurst Heights	Car as passenger	1	M	17
Peakhurst Heights	Other two methods	2	F	3
Peakhurst Heights	Other two methods	2	M	7
Peakhurst Heights	Train	1	F	49
Peakhurst Heights	Train	1	M	48
Peakhurst Heights	Train and two other methods	3	F	3
Peakhurst Heights	Train and two other methods	3	M	3
Peakhurst Heights	Truck	1	M	12
Peakhurst Heights	Walked only	1	F	7
Peakhurst Heights	Walked only	1	M	3
Pearces Creek	Car as driver	1	F	21
Pearces Creek	Car as driver	1	M	26
Pearces Creek	Truck	1	M	3
Pearl Beach	Car as driver	1	F	37
Pearl Beach	Car as driver	1	M	40
Pearl Beach	Car as passenger	1	F	3
Pearl Beach	Train	1	F	6
Pearl Beach	Train	1	M	8
Pearl Beach	Train and two other methods	3	F	4
Pearl Beach	Train and two other methods	3	M	4
Pearl Beach	Walked only	1	F	3
Pearl Beach	Walked only	1	M	3
Peats Ridge	Car as driver	1	F	43
Peats Ridge	Car as driver	1	M	30
Peats Ridge	Car as passenger	1	F	3
Peats Ridge	Walked only	1	F	8
Peats Ridge	Walked only	1	M	17
Peel			F	3
Peel	Car as driver	1	F	51
Peel	Car as driver	1	M	53
Peel	Car as passenger	1	F	4
Peel	Car as passenger	1	M	4
Peel	Truck	1	M	3
Peelwood	Car as driver	1	F	6
Peelwood	Car as driver	1	M	3
Pejar	Car as driver	1	F	6
Pejar	Car as driver	1	M	7
Pelaw Main			M	3
Pelaw Main	(Other)	1	M	3
Pelaw Main	Car as driver	1	F	116
Pelaw Main	Car as driver	1	M	160
Pelaw Main	Car as passenger	1	F	6
Pelaw Main	Car as passenger	1	M	15
Pelaw Main	Truck	1	M	12
Pelaw Main	Walked only	1	F	3
Pelaw Main	Walked only	1	M	9
Pelican (NSW)			F	3
Pelican (NSW)	Car as driver	1	F	137
Pelican (NSW)	Car as driver	1	M	136
Pelican (NSW)	Car as passenger	1	F	7
Pelican (NSW)	Car as passenger	1	M	10
Pelican (NSW)	Truck	1	M	7
Pelton	Car as driver	1	F	21
Pelton	Car as driver	1	M	17
Pembrooke			M	3
Pembrooke	Car as driver	1	F	27
Pembrooke	Car as driver	1	M	21
Pembrooke	Car as passenger	1	F	3
Pemulwuy			F	7
Pemulwuy			M	9
Pemulwuy	(Other)	1	F	4
Pemulwuy	(Other)	1	M	9
Pemulwuy	Bicycle	1	M	3
Pemulwuy	Bus	1	F	52
Pemulwuy	Bus	1	M	19
Pemulwuy	Car as driver	1	F	736
Pemulwuy	Car as driver	1	M	914
Pemulwuy	Car as passenger	1	F	87
Pemulwuy	Car as passenger	1	M	36
Pemulwuy	Motorbike scooter	1	M	9
Pemulwuy	Other two methods	2	M	10
Pemulwuy	Taxi	1	M	3
Pemulwuy	Train	1	F	76
Pemulwuy	Train	1	M	108
Pemulwuy	Train and two other methods	3	F	16
Pemulwuy	Train and two other methods	3	M	19
Pemulwuy	Truck	1	M	6
Pemulwuy	Walked only	1	F	12
Pemulwuy	Walked only	1	M	11
Pendle Hill			F	7
Pendle Hill			M	27
Pendle Hill	(Other)	1	F	3
Pendle Hill	(Other)	1	M	12
Pendle Hill	Bicycle	1	M	7
Pendle Hill	Bus	1	F	15
Pendle Hill	Bus	1	M	12
Pendle Hill	Car as driver	1	F	557
Pendle Hill	Car as driver	1	M	1008
Pendle Hill	Car as passenger	1	F	67
Pendle Hill	Car as passenger	1	M	39
Pendle Hill	Motorbike scooter	1	F	5
Pendle Hill	Motorbike scooter	1	M	13
Pendle Hill	Other two methods	2	F	3
Pendle Hill	Other two methods	2	M	8
Pendle Hill	Taxi	1	M	5
Pendle Hill	Train	1	F	322
Pendle Hill	Train	1	M	372
Pendle Hill	Train and two other methods	3	F	21
Pendle Hill	Train and two other methods	3	M	7
Pendle Hill	Truck	1	M	23
Pendle Hill	Walked only	1	F	32
Pendle Hill	Walked only	1	M	36
Pennant Hills			F	12
Pennant Hills			M	21
Pennant Hills	(Other)	1	F	6
Pennant Hills	(Other)	1	M	6
Pennant Hills	Bicycle	1	F	7
Pennant Hills	Bicycle	1	M	14
Pennant Hills	Bus	1	F	23
Pennant Hills	Bus	1	M	27
Pennant Hills	Car as driver	1	F	806
Pennant Hills	Car as driver	1	M	924
Pennant Hills	Car as passenger	1	F	86
Pennant Hills	Car as passenger	1	M	30
Pennant Hills	Motorbike scooter	1	F	6
Pennant Hills	Motorbike scooter	1	M	16
Pennant Hills	Other two methods	2	F	4
Pennant Hills	Other two methods	2	M	5
Pennant Hills	Taxi	1	M	6
Pennant Hills	Train	1	F	365
Pennant Hills	Train	1	M	473
Pennant Hills	Train and two other methods	3	F	4
Pennant Hills	Train and two other methods	3	M	10
Pennant Hills	Truck	1	M	12
Pennant Hills	Walked only	1	F	49
Pennant Hills	Walked only	1	M	63
Penrith			F	15
Penrith			M	32
Penrith	(Other)	1	F	7
Penrith	(Other)	1	M	17
Penrith	Bicycle	1	F	3
Penrith	Bicycle	1	M	26
Penrith	Bus	1	F	46
Penrith	Bus	1	M	23
Penrith	Car as driver	1	F	1436
Penrith	Car as driver	1	M	1894
Penrith	Car as passenger	1	F	145
Penrith	Car as passenger	1	M	143
Penrith	Motorbike scooter	1	F	3
Penrith	Motorbike scooter	1	M	25
Penrith	Other three methods	3	M	3
Penrith	Other two methods	2	F	13
Penrith	Other two methods	2	M	26
Penrith	Taxi	1	F	8
Penrith	Taxi	1	M	3
Penrith	Train	1	F	286
Penrith	Train	1	M	302
Penrith	Train and two other methods	3	F	17
Penrith	Train and two other methods	3	M	14
Penrith	Truck	1	M	48
Penrith	Walked only	1	F	152
Penrith	Walked only	1	M	130
Penrose	Car as driver	1	F	33
Penrose	Car as driver	1	M	27
Penrose	Truck	1	M	3
Penrose	Walked only	1	F	6
Penrose	Walked only	1	M	3
Penshurst (NSW)			F	30
Penshurst (NSW)			M	33
Penshurst (NSW)	(Other)	1	F	6
Penshurst (NSW)	(Other)	1	M	22
Penshurst (NSW)	Bicycle	1	M	14
Penshurst (NSW)	Bus	1	F	86
Penshurst (NSW)	Bus	1	M	48
Penshurst (NSW)	Car as driver	1	F	1167
Penshurst (NSW)	Car as driver	1	M	1675
Penshurst (NSW)	Car as passenger	1	F	132
Penshurst (NSW)	Car as passenger	1	M	68
Penshurst (NSW)	Motorbike scooter	1	M	14
Penshurst (NSW)	Other two methods	2	F	17
Penshurst (NSW)	Other two methods	2	M	14
Penshurst (NSW)	Taxi	1	F	3
Penshurst (NSW)	Train	1	F	878
Penshurst (NSW)	Train	1	M	847
Penshurst (NSW)	Train and two other methods	3	F	25
Penshurst (NSW)	Train and two other methods	3	M	23
Penshurst (NSW)	Truck	1	M	34
Penshurst (NSW)	Walked only	1	F	89
Penshurst (NSW)	Walked only	1	M	53
Perthville			F	7
Perthville			M	10
Perthville	(Other)	1	F	4
Perthville	Bus	1	M	3
Perthville	Car as driver	1	F	106
Perthville	Car as driver	1	M	118
Perthville	Car as passenger	1	F	7
Perthville	Car as passenger	1	M	5
Perthville	Truck	1	M	14
Perthville	Walked only	1	F	4
Perthville	Walked only	1	M	3
Petersham			F	12
Petersham			M	18
Petersham	(Other)	1	F	4
Petersham	(Other)	1	M	15
Petersham	Bicycle	1	F	54
Petersham	Bicycle	1	M	114
Petersham	Bus	1	F	187
Petersham	Bus	1	M	116
Petersham	Car as driver	1	F	700
Petersham	Car as driver	1	M	809
Petersham	Car as passenger	1	F	59
Petersham	Car as passenger	1	M	43
Petersham	Motorbike scooter	1	F	5
Petersham	Motorbike scooter	1	M	42
Petersham	Other two methods	2	F	10
Petersham	Other two methods	2	M	11
Petersham	Taxi	1	F	8
Petersham	Taxi	1	M	3
Petersham	Train	1	F	687
Petersham	Train	1	M	657
Petersham	Train and two other methods	3	F	13
Petersham	Train and two other methods	3	M	23
Petersham	Tram includes light rail	1	F	6
Petersham	Tram includes light rail	1	M	12
Petersham	Truck	1	F	3
Petersham	Truck	1	M	9
Petersham	Walked only	1	F	125
Petersham	Walked only	1	M	103
Pheasants Nest	(Other)	1	M	3
Pheasants Nest	Car as driver	1	F	103
Pheasants Nest	Car as driver	1	M	132
Pheasants Nest	Car as passenger	1	F	5
Pheasants Nest	Car as passenger	1	M	12
Pheasants Nest	Train	1	F	3
Pheasants Nest	Train	1	M	4
Pheasants Nest	Truck	1	M	14
Pheasants Nest	Walked only	1	M	7
Phegans Bay			M	3
Phegans Bay	Car as driver	1	F	59
Phegans Bay	Car as driver	1	M	78
Phegans Bay	Car as passenger	1	F	4
Phegans Bay	Car as passenger	1	M	12
Phegans Bay	Other two methods	2	M	3
Phegans Bay	Train	1	F	11
Phegans Bay	Train	1	M	6
Phegans Bay	Walked only	1	F	3
Phillip Bay	Bicycle	1	M	3
Phillip Bay	Bus	1	F	12
Phillip Bay	Bus	1	M	5
Phillip Bay	Car as driver	1	F	90
Phillip Bay	Car as driver	1	M	120
Phillip Bay	Car as passenger	1	F	12
Phillip Bay	Car as passenger	1	M	8
Phillip Bay	Motorbike scooter	1	M	6
