SSC_NAME16	ModeTravelToWork	NumberModes	Sex	employed_persons
Bellbird Park	Car as driver	1	M	1180
Bellbird Park	Car as passenger	1	F	98
Bellbird Park	Car as passenger	1	M	73
Bellbird Park	Motorbike scooter	1	F	3
Bellbird Park	Motorbike scooter	1	M	32
Bellbird Park	Other two methods	2	F	8
Bellbird Park	Other two methods	2	M	18
Bellbird Park	Train	1	F	62
Bellbird Park	Train	1	M	41
Bellbird Park	Train and two other methods	3	F	7
Bellbird Park	Train and two other methods	3	M	14
Bellbird Park	Truck	1	M	30
Bellbird Park	Walked only	1	F	15
Bellbird Park	Walked only	1	M	14
Bellbowrie			F	10
Bellbowrie			M	12
Bellbowrie	(Other)	1	F	3
Bellbowrie	(Other)	1	M	5
Bellbowrie	Bicycle	1	F	3
Bellbowrie	Bicycle	1	M	13
Bellbowrie	Bus	1	F	96
Bellbowrie	Bus	1	M	104
Bellbowrie	Car as driver	1	F	856
Bellbowrie	Car as driver	1	M	916
Bellbowrie	Car as passenger	1	F	76
Bellbowrie	Car as passenger	1	M	42
Bellbowrie	Motorbike scooter	1	M	25
Bellbowrie	Other two methods	2	F	13
Bellbowrie	Other two methods	2	M	18
Bellbowrie	Train	1	M	8
Bellbowrie	Train and two other methods	3	F	5
Bellbowrie	Train and two other methods	3	M	7
Bellbowrie	Truck	1	M	11
Bellbowrie	Walked only	1	F	18
Bellbowrie	Walked only	1	M	25
Bellenden Ker	Car as driver	1	F	34
Bellenden Ker	Car as driver	1	M	40
Bellenden Ker	Car as passenger	1	F	8
Bellenden Ker	Truck	1	M	4
Bellenden Ker	Walked only	1	F	3
Belli Park			F	3
Belli Park			M	4
Belli Park	(Other)	1	F	3
Belli Park	(Other)	1	M	3
Belli Park	Bus	1	M	3
Belli Park	Car as driver	1	F	85
Belli Park	Car as driver	1	M	103
Belli Park	Car as passenger	1	F	3
Belli Park	Car as passenger	1	M	3
Belli Park	Motorbike scooter	1	M	3
Belli Park	Truck	1	M	3
Belli Park	Walked only	1	F	7
Belli Park	Walked only	1	M	8
Bellmere			F	12
Bellmere			M	11
Bellmere	(Other)	1	F	4
Bellmere	(Other)	1	M	8
Bellmere	Bicycle	1	M	5
Bellmere	Bus	1	F	11
Bellmere	Bus	1	M	15
Bellmere	Car as driver	1	F	733
Bellmere	Car as driver	1	M	850
Bellmere	Car as passenger	1	F	83
Bellmere	Car as passenger	1	M	77
Bellmere	Motorbike scooter	1	F	3
Bellmere	Motorbike scooter	1	M	15
Bellmere	Other two methods	2	F	3
Bellmere	Other two methods	2	M	6
Bellmere	Train	1	F	38
Bellmere	Train	1	M	38
Bellmere	Train and two other methods	3	F	3
Bellmere	Train and two other methods	3	M	6
Bellmere	Truck	1	M	34
Bellmere	Walked only	1	F	8
Bellmere	Walked only	1	M	12
Bells Bridge	Car as driver	1	F	25
Bells Bridge	Car as driver	1	M	23
Bells Bridge	Other two methods	2	M	4
Bells Creek	Car as driver	1	F	9
Bells Creek	Car as driver	1	M	6
Bells Creek	Car as passenger	1	M	4
Bells Creek	Walked only	1	M	3
Bellthorpe			M	3
Bellthorpe	Car as driver	1	F	14
Bellthorpe	Car as driver	1	M	21
Bellthorpe	Car as passenger	1	M	3
Bellthorpe	Walked only	1	M	3
Belmont (Qld)			F	9
Belmont (Qld)			M	5
Belmont (Qld)	(Other)	1	M	10
Belmont (Qld)	Bicycle	1	M	12
Belmont (Qld)	Bus	1	F	67
Belmont (Qld)	Bus	1	M	48
Belmont (Qld)	Car as driver	1	F	740
Belmont (Qld)	Car as driver	1	M	835
Belmont (Qld)	Car as passenger	1	F	67
Belmont (Qld)	Car as passenger	1	M	39
Belmont (Qld)	Motorbike scooter	1	F	3
Belmont (Qld)	Motorbike scooter	1	M	9
Belmont (Qld)	Other two methods	2	F	10
Belmont (Qld)	Other two methods	2	M	12
Belmont (Qld)	Train	1	F	22
Belmont (Qld)	Train	1	M	25
Belmont (Qld)	Train and two other methods	3	M	3
Belmont (Qld)	Truck	1	F	3
Belmont (Qld)	Truck	1	M	19
Belmont (Qld)	Walked only	1	F	5
Belmont (Qld)	Walked only	1	M	21
Belmunda	Car as driver	1	F	3
Belvedere			F	3
Belvedere			M	4
Belvedere	(Other)	1	M	4
Belvedere	Bus	1	M	7
Belvedere	Car as driver	1	F	145
Belvedere	Car as driver	1	M	152
Belvedere	Car as passenger	1	F	14
Belvedere	Car as passenger	1	M	25
Belvedere	Truck	1	M	3
Belyando	Car as driver	1	M	6
Belyando	Walked only	1	F	3
Belyando	Walked only	1	M	7
Bemerside	Car as driver	1	F	29
Bemerside	Car as driver	1	M	40
Bemerside	Truck	1	M	3
Benair	Car as driver	1	F	26
Benair	Car as driver	1	M	31
Benair	Car as passenger	1	F	7
Benair	Walked only	1	M	3
Benaraby			F	4
Benaraby	Bus	1	M	7
Benaraby	Bus and two other methods excludes train	3	M	9
Benaraby	Car as driver	1	F	163
Benaraby	Car as driver	1	M	202
Benaraby	Car as passenger	1	F	8
Benaraby	Car as passenger	1	M	18
Benaraby	Motorbike scooter	1	M	3
Benaraby	Other two methods	2	F	3
Benaraby	Other two methods	2	M	10
Benaraby	Truck	1	M	4
Benaraby	Walked only	1	F	3
Benaraby	Walked only	1	M	3
Benarkin	Car as driver	1	M	3
Benarkin North	Car as driver	1	F	19
Benarkin North	Car as driver	1	M	22
Benholme	Car as driver	1	F	11
Benholme	Car as driver	1	M	15
Benobble	Car as driver	1	F	4
Benobble	Car as driver	1	M	5
Benobble	Truck	1	M	4
Benowa			F	19
Benowa			M	13
Benowa	(Other)	1	F	21
Benowa	(Other)	1	M	26
Benowa	Bicycle	1	F	10
Benowa	Bicycle	1	M	21
Benowa	Bus	1	F	6
Benowa	Bus	1	M	24
Benowa	Car as driver	1	F	1273
Benowa	Car as driver	1	M	1417
Benowa	Car as passenger	1	F	129
Benowa	Car as passenger	1	M	71
Benowa	Motorbike scooter	1	M	27
Benowa	Other three methods	3	M	3
Benowa	Other two methods	2	F	8
Benowa	Other two methods	2	M	19
Benowa	Taxi	1	F	3
Benowa	Train	1	F	12
Benowa	Train	1	M	19
Benowa	Truck	1	M	12
Benowa	Walked only	1	F	38
Benowa	Walked only	1	M	34
Bentley Park			F	18
Bentley Park			M	18
Bentley Park	(Other)	1	F	3
Bentley Park	(Other)	1	M	23
Bentley Park	Bicycle	1	F	3
Bentley Park	Bicycle	1	M	23
Bentley Park	Bus	1	F	21
Bentley Park	Bus	1	M	21
Bentley Park	Car as driver	1	F	1342
Bentley Park	Car as driver	1	M	1370
Bentley Park	Car as passenger	1	F	124
Bentley Park	Car as passenger	1	M	97
Bentley Park	Ferry	1	M	3
Bentley Park	Motorbike scooter	1	F	8
Bentley Park	Motorbike scooter	1	M	28
Bentley Park	Other two methods	2	F	15
Bentley Park	Other two methods	2	M	21
Bentley Park	Truck	1	M	29
Bentley Park	Walked only	1	F	22
Bentley Park	Walked only	1	M	26
Berajondo	Car as driver	1	F	6
Berajondo	Car as driver	1	M	5
Berat	Car as driver	1	F	18
Berat	Car as driver	1	M	15
Berat	Truck	1	M	3
Berat	Walked only	1	M	3
Bergen	Car as driver	1	F	11
Bergen	Car as driver	1	M	8
Bergen	Car as passenger	1	F	4
Berrinba			F	4
Berrinba			M	3
Berrinba	Bicycle	1	M	3
Berrinba	Bus	1	F	6
Berrinba	Bus	1	M	5
Berrinba	Car as driver	1	F	200
Berrinba	Car as driver	1	M	262
Berrinba	Car as passenger	1	F	21
Berrinba	Car as passenger	1	M	5
Berrinba	Motorbike scooter	1	M	6
Berrinba	Other two methods	2	M	5
Berrinba	Train	1	F	3
Berrinba	Train	1	M	6
Berrinba	Truck	1	M	5
Berserker			F	13
Berserker			M	14
Berserker	(Other)	1	F	3
Berserker	(Other)	1	M	9
Berserker	Bicycle	1	F	15
Berserker	Bicycle	1	M	38
Berserker	Bus	1	F	12
Berserker	Bus	1	M	27
Berserker	Car as driver	1	F	879
Berserker	Car as driver	1	M	1014
Berserker	Car as passenger	1	F	114
Berserker	Car as passenger	1	M	102
Berserker	Motorbike scooter	1	M	31
Berserker	Other two methods	2	F	5
Berserker	Other two methods	2	M	11
Berserker	Taxi	1	F	7
Berserker	Taxi	1	M	6
Berserker	Truck	1	M	24
Berserker	Walked only	1	F	46
Berserker	Walked only	1	M	52
Bethania			F	8
Bethania			M	8
Bethania	(Other)	1	F	3
Bethania	(Other)	1	M	4
Bethania	Bicycle	1	F	7
Bethania	Bicycle	1	M	3
Bethania	Bus	1	F	3
Bethania	Bus	1	M	3
Bethania	Car as driver	1	F	610
Bethania	Car as driver	1	M	699
Bethania	Car as passenger	1	F	54
Bethania	Car as passenger	1	M	47
Bethania	Motorbike scooter	1	F	3
Bethania	Motorbike scooter	1	M	14
Bethania	Other two methods	2	F	3
Bethania	Other two methods	2	M	12
Bethania	Train	1	F	48
Bethania	Train	1	M	39
Bethania	Train and two other methods	3	F	4
Bethania	Truck	1	M	25
Bethania	Walked only	1	F	17
Bethania	Walked only	1	M	10
Biarra	Car as driver	1	F	21
Biarra	Car as driver	1	M	29
Biarra	Car as passenger	1	F	9
Biarra	Walked only	1	F	3
Biarra	Walked only	1	M	3
Biboohra			M	5
Biboohra	Bus	1	M	3
Biboohra	Car as driver	1	F	83
Biboohra	Car as driver	1	M	81
Biboohra	Car as passenger	1	F	10
Biboohra	Car as passenger	1	M	4
Biboohra	Taxi	1	M	3
Biboohra	Truck	1	M	7
Biboohra	Walked only	1	F	8
Biboohra	Walked only	1	M	6
Biddaddaba	Car as driver	1	F	23
Biddaddaba	Car as driver	1	M	17
Biddaddaba	Walked only	1	F	3
Biddaddaba	Walked only	1	M	3
Biddeston			F	4
Biddeston	(Other)	1	M	3
Biddeston	Car as driver	1	F	40
Biddeston	Car as driver	1	M	55
Biddeston	Car as passenger	1	F	3
Biddeston	Car as passenger	1	M	4
Bidwill (Qld)	(Other)	1	M	3
Bidwill (Qld)	Car as driver	1	F	71
Bidwill (Qld)	Car as driver	1	M	71
Bidwill (Qld)	Car as passenger	1	F	3
Bidwill (Qld)	Car as passenger	1	M	3
Bidwill (Qld)	Motorbike scooter	1	M	3
Bidwill (Qld)	Truck	1	M	4
Biggenden			F	4
Biggenden	(Other)	1	F	3
Biggenden	(Other)	1	M	3
Biggenden	Bicycle	1	M	3
Biggenden	Bus	1	M	3
Biggenden	Car as driver	1	F	53
Biggenden	Car as driver	1	M	68
Biggenden	Car as passenger	1	F	3
Biggenden	Car as passenger	1	M	3
Biggenden	Truck	1	M	3
Biggenden	Walked only	1	F	25
Biggenden	Walked only	1	M	14
Biggera Waters			F	23
Biggera Waters			M	15
Biggera Waters	(Other)	1	F	6
Biggera Waters	(Other)	1	M	33
Biggera Waters	Bicycle	1	F	14
Biggera Waters	Bicycle	1	M	30
Biggera Waters	Bus	1	F	29
Biggera Waters	Bus	1	M	27
Biggera Waters	Bus and two other methods excludes train	3	F	3
Biggera Waters	Car as driver	1	F	1317
Biggera Waters	Car as driver	1	M	1416
Biggera Waters	Car as passenger	1	F	102
Biggera Waters	Car as passenger	1	M	66
Biggera Waters	Motorbike scooter	1	F	4
Biggera Waters	Motorbike scooter	1	M	31
Biggera Waters	Other two methods	2	F	17
Biggera Waters	Other two methods	2	M	17
Biggera Waters	Taxi	1	F	4
Biggera Waters	Train	1	F	11
Biggera Waters	Train	1	M	15
Biggera Waters	Train and two other methods	3	F	6
Biggera Waters	Train and two other methods	3	M	5
Biggera Waters	Tram includes light rail	1	M	5
Biggera Waters	Truck	1	M	23
Biggera Waters	Walked only	1	F	62
Biggera Waters	Walked only	1	M	48
Bilinga			M	8
Bilinga	(Other)	1	F	4
Bilinga	(Other)	1	M	7
Bilinga	Bicycle	1	F	4
Bilinga	Bicycle	1	M	9
Bilinga	Bus	1	F	15
Bilinga	Bus	1	M	3
Bilinga	Car as driver	1	F	228
Bilinga	Car as driver	1	M	283
Bilinga	Car as passenger	1	F	6
Bilinga	Car as passenger	1	M	12
Bilinga	Motorbike scooter	1	F	4
Bilinga	Motorbike scooter	1	M	5
Bilinga	Other two methods	2	M	4
Bilinga	Taxi	1	M	4
Bilinga	Train	1	M	3
Bilinga	Truck	1	M	6
Bilinga	Walked only	1	F	9
Bilinga	Walked only	1	M	9
Billa Billa	Car as driver	1	F	7
Billa Billa	Car as driver	1	M	16
Billa Billa	Walked only	1	M	6
Biloela			F	14
Biloela			M	24
Biloela	(Other)	1	F	4
Biloela	(Other)	1	M	7
Biloela	Bicycle	1	F	17
Biloela	Bicycle	1	M	23
Biloela	Bus	1	F	11
Biloela	Bus	1	M	51
Biloela	Car as driver	1	F	828
Biloela	Car as driver	1	M	1051
Biloela	Car as passenger	1	F	93
Biloela	Car as passenger	1	M	152
Biloela	Motorbike scooter	1	M	24
Biloela	Other two methods	2	F	3
Biloela	Other two methods	2	M	17
Biloela	Truck	1	M	12
Biloela	Walked only	1	F	70
Biloela	Walked only	1	M	45
Bilyana	Car as driver	1	F	25
Bilyana	Car as driver	1	M	34
Bilyana	Car as passenger	1	F	3
Bilyana	Car as passenger	1	M	3
Bilyana	Walked only	1	M	3
Bindebango	Car as driver	1	M	3
Bingegang	Car as driver	1	M	7
Bingil Bay	(Other)	1	M	5
Bingil Bay	Bus	1	M	3
Bingil Bay	Car as driver	1	F	47
Bingil Bay	Car as driver	1	M	54
Bingil Bay	Car as passenger	1	F	5
Bingil Bay	Car as passenger	1	M	3
Bingil Bay	Walked only	1	F	5
Binjour	Car as driver	1	F	9
Binjour	Car as driver	1	M	15
Binjour	Walked only	1	M	3
Birdsville	Bicycle	1	M	3
Birdsville	Bus	1	M	3
Birdsville	Car as driver	1	F	12
Birdsville	Car as driver	1	M	17
Birdsville	Car as passenger	1	F	6
Birdsville	Car as passenger	1	M	4
Birdsville	Walked only	1	F	20
Birdsville	Walked only	1	M	14
Birkalla	Car as driver	1	F	20
Birkalla	Car as driver	1	M	19
Birkalla	Car as passenger	1	M	4
Birkdale			F	14
Birkdale			M	16
Birkdale	(Other)	1	F	15
Birkdale	(Other)	1	M	26
Birkdale	Bicycle	1	F	3
Birkdale	Bicycle	1	M	18
Birkdale	Bus	1	F	35
Birkdale	Bus	1	M	38
Birkdale	Bus and two other methods excludes train	3	F	3
Birkdale	Car as driver	1	F	2196
Birkdale	Car as driver	1	M	2615
Birkdale	Car as passenger	1	F	206
Birkdale	Car as passenger	1	M	126
Birkdale	Motorbike scooter	1	M	56
Birkdale	Other two methods	2	F	16
Birkdale	Other two methods	2	M	46
Birkdale	Taxi	1	F	3
Birkdale	Taxi	1	M	4
Birkdale	Train	1	F	166
Birkdale	Train	1	M	160
Birkdale	Train and two other methods	3	F	8
Birkdale	Train and two other methods	3	M	15
Birkdale	Tram includes light rail	1	M	3
Birkdale	Truck	1	M	66
Birkdale	Walked only	1	F	51
Birkdale	Walked only	1	M	30
Birnam (Scenic Rim - Qld)	Car as driver	1	F	10
Birnam (Scenic Rim - Qld)	Car as driver	1	M	19
Birnam (Scenic Rim - Qld)	Car as passenger	1	F	5
Birnam (Toowoomba - Qld)	Car as driver	1	F	8
Birnam (Toowoomba - Qld)	Car as driver	1	M	13
Birnam (Toowoomba - Qld)	Car as passenger	1	F	3
Birnam (Toowoomba - Qld)	Walked only	1	F	3
Birnam (Toowoomba - Qld)	Walked only	1	M	3
Birtinya			F	4
Birtinya			M	6
Birtinya	(Other)	1	M	10
Birtinya	Bicycle	1	F	3
Birtinya	Bicycle	1	M	12
Birtinya	Bus	1	F	3
Birtinya	Bus	1	M	9
Birtinya	Car as driver	1	F	348
Birtinya	Car as driver	1	M	343
Birtinya	Car as passenger	1	F	24
Birtinya	Car as passenger	1	M	24
Birtinya	Motorbike scooter	1	M	6
Birtinya	Other two methods	2	M	3
Birtinya	Train	1	M	3
Birtinya	Truck	1	M	3
Birtinya	Walked only	1	F	11
Birtinya	Walked only	1	M	17
Black Jack	Bus	1	M	3
Black Jack	Car as driver	1	F	26
Black Jack	Car as driver	1	M	13
Black Jack	Car as passenger	1	M	3
Black Jack	Truck	1	M	5
Black Jack	Walked only	1	M	3
Black Mountain (Qld)			F	3
Black Mountain (Qld)			M	3
Black Mountain (Qld)	(Other)	1	M	10
Black Mountain (Qld)	Bus	1	F	3
Black Mountain (Qld)	Bus	1	M	3
Black Mountain (Qld)	Car as driver	1	F	205
Black Mountain (Qld)	Car as driver	1	M	214
Black Mountain (Qld)	Car as passenger	1	F	14
Black Mountain (Qld)	Car as passenger	1	M	10
Black Mountain (Qld)	Other two methods	2	F	3
Black Mountain (Qld)	Other two methods	2	M	8
Black Mountain (Qld)	Truck	1	M	12
Black Mountain (Qld)	Walked only	1	F	6
Black Mountain (Qld)	Walked only	1	M	5
Black River (Qld)			F	4
Black River (Qld)			M	7
Black River (Qld)	(Other)	1	M	3
Black River (Qld)	Bicycle	1	M	3
Black River (Qld)	Bus	1	M	4
Black River (Qld)	Car as driver	1	F	241
Black River (Qld)	Car as driver	1	M	263
Black River (Qld)	Car as passenger	1	F	14
Black River (Qld)	Car as passenger	1	M	18
Black River (Qld)	Motorbike scooter	1	M	13
Black River (Qld)	Other two methods	2	F	4
Black River (Qld)	Truck	1	M	16
Black River (Qld)	Walked only	1	F	5
Black River (Qld)	Walked only	1	M	4
Black Snake	Car as driver	1	F	18
Black Snake	Car as driver	1	M	14
Black Snake	Car as passenger	1	F	3
Blackall			F	3
Blackall			M	6
Blackall	(Other)	1	F	3
Blackall	(Other)	1	M	5
Blackall	Bicycle	1	F	6
Blackall	Bicycle	1	M	12
Blackall	Car as driver	1	F	166
Blackall	Car as driver	1	M	180
Blackall	Car as passenger	1	F	9
Blackall	Car as passenger	1	M	8
Blackall	Motorbike scooter	1	M	6
Blackall	Other two methods	2	M	6
Blackall	Truck	1	M	7
Blackall	Walked only	1	F	35
Blackall	Walked only	1	M	40
Blackbutt (Qld)			M	3
Blackbutt (Qld)	Bus	1	M	3
Blackbutt (Qld)	Car as driver	1	F	61
Blackbutt (Qld)	Car as driver	1	M	62
Blackbutt (Qld)	Car as passenger	1	F	5
Blackbutt (Qld)	Car as passenger	1	M	5
Blackbutt (Qld)	Motorbike scooter	1	M	3
Blackbutt (Qld)	Truck	1	M	3
Blackbutt (Qld)	Walked only	1	F	6
Blackbutt (Qld)	Walked only	1	M	3
Blackbutt North	Car as driver	1	F	27
Blackbutt North	Car as driver	1	M	35
Blackbutt North	Car as passenger	1	M	5
Blackbutt South	Car as driver	1	F	7
Blackbutt South	Car as driver	1	M	23
Blackbutt South	Car as passenger	1	F	3
Blackrock	Bus	1	M	3
Blackrock	Car as driver	1	F	60
Blackrock	Car as driver	1	M	56
Blackrock	Car as passenger	1	F	5
Blackrock	Car as passenger	1	M	3
Blackrock	Truck	1	M	3
Blackrock	Walked only	1	M	4
Blacks Beach			F	6
Blacks Beach			M	8
Blacks Beach	(Other)	1	M	4
Blacks Beach	Bicycle	1	M	6
Blacks Beach	Bus	1	F	3
Blacks Beach	Bus	1	M	20
Blacks Beach	Car as driver	1	F	586
Blacks Beach	Car as driver	1	M	657
Blacks Beach	Car as passenger	1	F	48
Blacks Beach	Car as passenger	1	M	55
Blacks Beach	Motorbike scooter	1	M	13
Blacks Beach	Other two methods	2	F	4
Blacks Beach	Other two methods	2	M	5
Blacks Beach	Truck	1	M	6
Blacks Beach	Walked only	1	F	8
Blacks Beach	Walked only	1	M	9
Blacksoil	Car as driver	1	F	16
Blacksoil	Car as driver	1	M	17
Blacksoil	Truck	1	M	7
Blackstone	Bicycle	1	M	3
Blackstone	Bus	1	F	3
Blackstone	Car as driver	1	F	160
Blackstone	Car as driver	1	M	189
Blackstone	Car as passenger	1	F	12
Blackstone	Car as passenger	1	M	16
Blackstone	Motorbike scooter	1	M	3
Blackstone	Other two methods	2	F	3
Blackstone	Train	1	F	3
Blackstone	Train	1	M	6
Blackstone	Truck	1	M	6
Blackswamp	Car as driver	1	F	3
Blackswamp	Car as driver	1	M	6
Blackwater			F	7
Blackwater			M	20
Blackwater	(Other)	1	F	10
Blackwater	(Other)	1	M	12
Blackwater	Bicycle	1	M	12
Blackwater	Bus	1	F	38
Blackwater	Bus	1	M	159
Blackwater	Bus and two other methods excludes train	3	M	3
Blackwater	Car as driver	1	F	538
Blackwater	Car as driver	1	M	765
Blackwater	Car as passenger	1	F	74
Blackwater	Car as passenger	1	M	126
Blackwater	Motorbike scooter	1	M	8
Blackwater	Other two methods	2	F	8
Blackwater	Other two methods	2	M	18
Blackwater	Truck	1	M	12
Blackwater	Walked only	1	F	52
Blackwater	Walked only	1	M	53
Blanchview			F	3
Blanchview	Car as driver	1	F	31
Blanchview	Car as driver	1	M	41
Blanchview	Car as passenger	1	F	5
Blanchview	Car as passenger	1	M	4
Blantyre	Car as driver	1	F	6
Blantyre	Car as driver	1	M	13
Blaxland (Qld)	Car as driver	1	F	4
Blaxland (Qld)	Car as driver	1	M	5
Blenheim			M	3
Blenheim	Car as driver	1	F	45
Blenheim	Car as driver	1	M	43
Blenheim	Car as passenger	1	M	5
Blenheim	Truck	1	M	4
Blenheim	Walked only	1	F	3
Blenheim	Walked only	1	M	8
Bli Bli			F	12
Bli Bli			M	14
Bli Bli	(Other)	1	F	10
Bli Bli	(Other)	1	M	26
Bli Bli	Bicycle	1	M	5
Bli Bli	Bus	1	F	12
Bli Bli	Bus	1	M	16
Bli Bli	Bus and two other methods excludes train	3	M	5
Bli Bli	Car as driver	1	F	1226
Bli Bli	Car as driver	1	M	1301
Bli Bli	Car as passenger	1	F	86
Bli Bli	Car as passenger	1	M	76
Bli Bli	Motorbike scooter	1	F	4
Bli Bli	Motorbike scooter	1	M	26
Bli Bli	Other three methods	3	M	4
Bli Bli	Other two methods	2	F	6
Bli Bli	Other two methods	2	M	19
Bli Bli	Taxi	1	M	3
Bli Bli	Train	1	F	4
Bli Bli	Truck	1	M	49
Bli Bli	Walked only	1	F	18
Bli Bli	Walked only	1	M	18
Bloomfield	Car as driver	1	F	15
Bloomfield	Car as driver	1	M	16
Bloomfield	Car as passenger	1	M	3
Bloomfield	Other two methods	2	M	3
Bloomfield	Walked only	1	F	3
Bloomfield	Walked only	1	M	3
Bloomsbury			F	3
Bloomsbury	(Other)	1	M	3
Bloomsbury	Bus	1	M	10
Bloomsbury	Car as driver	1	F	62
Bloomsbury	Car as driver	1	M	65
Bloomsbury	Car as passenger	1	F	4
Bloomsbury	Car as passenger	1	M	9
Bloomsbury	Truck	1	M	3
Blue Mountain	Car as driver	1	F	5
Blue Mountain	Car as driver	1	M	12
Blue Mountain Heights			M	3
Blue Mountain Heights	Car as driver	1	F	156
Blue Mountain Heights	Car as driver	1	M	179
Blue Mountain Heights	Car as passenger	1	F	22
Blue Mountain Heights	Car as passenger	1	M	10
Blue Mountain Heights	Other two methods	2	F	3
Blue Mountain Heights	Other two methods	2	M	3
Blue Mountain Heights	Truck	1	M	3
Bluewater			F	3
Bluewater			M	7
Bluewater	(Other)	1	M	4
Bluewater	Bus	1	F	3
Bluewater	Bus	1	M	8
Bluewater	Car as driver	1	F	165
Bluewater	Car as driver	1	M	189
Bluewater	Car as passenger	1	F	12
Bluewater	Car as passenger	1	M	14
Bluewater	Motorbike scooter	1	M	4
Bluewater	Truck	1	M	11
Bluewater	Walked only	1	F	3
Bluewater	Walked only	1	M	10
Bluewater Park	(Other)	1	M	9
Bluewater Park	Bus	1	M	3
Bluewater Park	Car as driver	1	F	167
Bluewater Park	Car as driver	1	M	181
Bluewater Park	Car as passenger	1	F	8
Bluewater Park	Car as passenger	1	M	13
Bluewater Park	Motorbike scooter	1	M	6
Bluewater Park	Other two methods	2	M	3
Bluewater Park	Truck	1	M	7
Bluewater Park	Walked only	1	M	3
Bluff			M	6
Bluff	Bus	1	M	10
Bluff	Car as driver	1	F	41
Bluff	Car as driver	1	M	52
Bluff	Car as passenger	1	F	3
Bluff	Car as passenger	1	M	9
Bluff	Walked only	1	F	10
Bluff	Walked only	1	M	21
Blythdale	Car as driver	1	F	7
Blythdale	Car as driver	1	M	7
Boatman	Walked only	1	M	3
Bogandilla	Car as driver	1	M	3
Bogandilla	Walked only	1	M	3
Bogie	(Other)	1	M	3
Bogie	Bus	1	F	3
Bogie	Bus	1	M	10
Bogie	Car as driver	1	F	11
Bogie	Car as driver	1	M	14
Bogie	Car as passenger	1	M	3
Bogie	Motorbike scooter	1	M	4
Bogie	Walked only	1	M	3
Bohle	Car as driver	1	F	9
Bohle	Car as driver	1	M	11
Bohle	Walked only	1	M	3
Bohle Plains			F	4
Bohle Plains			M	3
Bohle Plains	(Other)	1	F	3
Bohle Plains	(Other)	1	M	16
Bohle Plains	Bicycle	1	M	14
Bohle Plains	Bus	1	M	16
Bohle Plains	Car as driver	1	F	580
Bohle Plains	Car as driver	1	M	647
Bohle Plains	Car as passenger	1	F	44
Bohle Plains	Car as passenger	1	M	31
Bohle Plains	Motorbike scooter	1	F	4
Bohle Plains	Motorbike scooter	1	M	15
Bohle Plains	Other two methods	2	F	6
Bohle Plains	Other two methods	2	M	9
Bohle Plains	Truck	1	M	3
Bohle Plains	Walked only	1	F	5
Bohle Plains	Walked only	1	M	17
Boigu Island	Car as driver	1	M	8
Boigu Island	Walked only	1	F	18
Boigu Island	Walked only	1	M	12
Bokarina	(Other)	1	F	3
Bokarina	(Other)	1	M	3
Bokarina	Bicycle	1	M	10
Bokarina	Bus	1	F	5
Bokarina	Bus	1	M	4
Bokarina	Car as driver	1	F	211
Bokarina	Car as driver	1	M	233
Bokarina	Car as passenger	1	F	8
Bokarina	Car as passenger	1	M	16
Bokarina	Other two methods	2	M	3
Bokarina	Truck	1	M	4
Bokarina	Walked only	1	F	3
Bokarina	Walked only	1	M	5
Bollier	Car as driver	1	F	20
Bollier	Car as driver	1	M	32
Bollier	Car as passenger	1	F	3
Bollier	Walked only	1	F	3
Bollier	Walked only	1	M	3
Bollon	(Other)	1	M	4
Bollon	Car as driver	1	F	14
Bollon	Car as driver	1	M	26
Bollon	Car as passenger	1	F	3
Bollon	Other two methods	2	M	3
Bollon	Truck	1	M	3
Bollon	Walked only	1	F	12
Bollon	Walked only	1	M	9
Bombeeta	Car as driver	1	F	21
Bombeeta	Car as driver	1	M	23
Bon Accord	Car as driver	1	F	3
Bon Accord	Car as driver	1	M	4
Bondoola			F	3
Bondoola			M	4
Bondoola	(Other)	1	M	3
Bondoola	Bus	1	M	8
Bondoola	Car as driver	1	F	78
Bondoola	Car as driver	1	M	85
Bondoola	Car as passenger	1	F	4
Bondoola	Car as passenger	1	M	5
Bondoola	Truck	1	M	3
Bondoola	Walked only	1	F	3
Bongaree			F	9
Bongaree			M	13
Bongaree	(Other)	1	F	8
Bongaree	(Other)	1	M	11
Bongaree	Bicycle	1	F	6
Bongaree	Bicycle	1	M	5
Bongaree	Bus	1	F	8
Bongaree	Bus	1	M	10
Bongaree	Car as driver	1	F	525
Bongaree	Car as driver	1	M	538
Bongaree	Car as passenger	1	F	54
Bongaree	Car as passenger	1	M	42
Bongaree	Motorbike scooter	1	M	9
Bongaree	Other two methods	2	F	5
Bongaree	Other two methods	2	M	6
Bongaree	Taxi	1	F	3
Bongaree	Train	1	F	7
Bongaree	Train	1	M	3
Bongaree	Train and two other methods	3	F	6
Bongaree	Truck	1	M	16
Bongaree	Walked only	1	F	40
Bongaree	Walked only	1	M	32
Bongeen	Car as driver	1	F	4
Bongeen	Car as driver	1	M	4
Bongeen	Truck	1	M	3
Bonnie Doon (Qld)	(Other)	1	M	3
Bonnie Doon (Qld)	Car as driver	1	F	82
Bonnie Doon (Qld)	Car as driver	1	M	66
Bonnie Doon (Qld)	Car as passenger	1	F	4
Bonnie Doon (Qld)	Car as passenger	1	M	11
Bonogin			F	5
Bonogin			M	4
Bonogin	(Other)	1	F	4
Bonogin	(Other)	1	M	16
