SSC_NAME16	AustCitizen	persons
Ceratodus	1	19
Chahpingah	0	9
Chahpingah	1	20
Chambers Flat	0	289
Chambers Flat	1	2042
Chances Plain	0	19
Chances Plain	1	132
Chandler (Qld)	0	159
Chandler (Qld)	1	1283
Chapel Hill (Qld)	0	1465
Chapel Hill (Qld)	1	8648
Charlestown (Qld)	0	7
Charlestown (Qld)	1	58
Charleville	0	411
Charleville	1	2924
Charlton (Qld)	0	15
Charlton (Qld)	1	105
Charlwood	0	13
Charlwood	1	126
Charters Towers City	0	315
Charters Towers City	1	1819
Chatsworth (Qld)	0	98
Chatsworth (Qld)	1	957
Cheeseborough	0	0
Cheeseborough	1	3
Chelmer	0	403
Chelmer	1	2595
Chelmsford	0	19
Chelmsford	1	105
Chelona	0	13
Chelona	1	87
Cheltenham (Qld)	0	4
Cheltenham (Qld)	1	13
Cherbourg	0	14
Cherbourg	1	1255
Chermside	0	2615
Chermside	1	6700
Chermside West	0	897
Chermside West	1	5561
Cherry Creek	0	0
Cherry Creek	1	49
Cherry Gully	0	0
Cherry Gully	1	9
Cherwell	0	0
Cherwell	1	8
Chevallum	0	47
Chevallum	1	394
Chewko	0	33
Chewko	1	161
Childers (Qld)	0	195
Childers (Qld)	1	1389
Chillagoe	0	65
Chillagoe	1	186
Chinchilla	0	1089
Chinchilla	1	5523
Chinghee Creek	0	6
Chinghee Creek	1	24
Chirnside	0	2
Chirnside	1	28
Chorregon	0	19
Chorregon	1	38
Christmas Creek	0	2
Christmas Creek	1	51
Churchable	0	54
Churchable	1	207
Churchill (Qld)	0	288
Churchill (Qld)	1	1572
Chuwar	0	238
Chuwar	1	2006
Cinnabar	0	4
Cinnabar	1	68
Clagiraba	0	80
Clagiraba	1	521
Clairview	0	18
Clairview	1	127
Clara Creek	0	2
Clara Creek	1	43
Claraville	0	-2
Claraville	1	7
Clare (Qld)	0	17
Clare (Qld)	1	179
Clarendon (Qld)	0	30
Clarendon (Qld)	1	214
Clarke Creek	0	3
Clarke Creek	1	27
Clayfield	0	2077
Clayfield	1	8478
Clear Island Waters	0	764
Clear Island Waters	1	3356
Clear Mountain	0	79
Clear Mountain	1	651
Clemant	0	0
Clemant	1	0
Clermont	0	483
Clermont	1	2548
Cleveland (Qld)	0	2446
Cleveland (Qld)	1	12355
Clifford	0	2
Clifford	1	20
Clifton (Qld)	0	155
Clifton (Qld)	1	1301
Clifton Beach (Qld)	0	579
Clifton Beach (Qld)	1	2567
Clinton (Qld)	0	852
Clinton (Qld)	1	5069
Clintonvale	0	3
Clintonvale	1	71
Cloncurry	0	570
Cloncurry	1	2149
Clontarf (Moreton Bay - Qld)	0	1241
Clontarf (Moreton Bay - Qld)	1	7038
Clontarf (Toowoomba - Qld)	0	2
Clontarf (Toowoomba - Qld)	1	23
Closeburn	0	86
Closeburn	1	508
Cloyna	0	13
Cloyna	1	129
Cluden	0	47
Cluden	1	380
Clumber	0	8
Clumber	1	52
Coal Creek	0	3
Coal Creek	1	49
Coalbank	0	-3
Coalbank	1	33
Coalfalls	0	97
Coalfalls	1	846
Coalstoun Lakes	0	0
Coalstoun Lakes	1	114
Cobbs Hill	0	0
Cobbs Hill	1	22
Cobraball	0	8
Cobraball	1	62
Cockatoo (Qld)	0	1
Cockatoo (Qld)	1	35
Coconuts	0	19
Coconuts	1	205
Coen	0	10
Coen	1	354
Coes Creek	0	130
Coes Creek	1	1262
Coles Creek	0	8
Coles Creek	1	36
Colevale	0	-4
Colevale	1	21
Coleyville	0	27
Coleyville	1	158
Colinton (Qld)	0	6
Colinton (Qld)	1	69
Collaroy (Qld)	0	0
Collaroy (Qld)	1	9
College View	0	20
College View	1	64
Collingwood Park (Qld)	0	1425
Collingwood Park (Qld)	1	5679
Collinsville (Qld)	0	210
Collinsville (Qld)	1	1038
Colosseum	0	13
Colosseum	1	205
Columbia	0	7
Columbia	1	94
Columboola	0	14
Columboola	1	58
Comet	0	118
Comet	1	380
Commissioners Flat	0	4
Commissioners Flat	1	24
Como (Qld)	0	5
Como (Qld)	1	41
Comoon Loop	0	6
Comoon Loop	1	45
Cona Creek	0	-1
Cona Creek	1	84
Condamine	0	84
Condamine	1	300
Condamine Farms	0	7
Condamine Farms	1	16
Condamine Plains	0	13
Condamine Plains	1	90
Condon	0	519
Condon	1	5260
Conjuboy	0	3
Conjuboy	1	0
Conondale	0	131
Conondale	1	727
Consuelo	0	8
Consuelo	1	27
Conway	0	20
Conway	1	174
Conway Beach	0	10
Conway Beach	1	70
Coochiemudlo Island	0	113
Coochiemudlo Island	1	640
Coochin	0	9
Coochin	1	87
Coochin Creek	0	25
Coochin Creek	1	59
Cooee Bay	0	115
Cooee Bay	1	798
Cooeeimbardi	0	0
Cooeeimbardi	1	7
Cooktown	0	515
Cooktown	1	2116
Coolabine	0	17
Coolabine	1	54
Coolabunia	0	5
Coolabunia	1	156
Cooladdi	0	0
Cooladdi	1	16
Coolana	0	25
Coolana	1	153
Coolangatta (Qld)	0	1307
Coolangatta (Qld)	1	4641
Coolbie	0	7
Coolbie	1	97
Coolmunda	0	17
Coolmunda	1	124
Cooloola	0	3
Cooloola	1	0
Cooloola Cove	0	302
Cooloola Cove	1	2331
Cooloolabin	0	33
Cooloolabin	1	224
Coolum Beach	0	1256
Coolum Beach	1	7241
Coombabah	0	2164
Coombabah	1	8224
Coomera	0	3482
Coomera	1	9823
Coominglah	0	2
Coominglah	1	16
Coominglah Forest	0	0
Coominglah Forest	1	0
Coominya	0	159
Coominya	1	1041
Coomoo	0	0
Coomoo	1	23
Coomrith	0	5
Coomrith	1	35
Coonambula	0	17
Coonambula	1	53
Coonarr	0	14
Coonarr	1	239
Coondoo	0	10
Coondoo	1	56
Coongoola	0	0
Coongoola	1	10
Coopers Plains	0	1817
Coopers Plains	1	3666
Coorada	0	0
Coorada	1	6
Cooran	0	223
Cooran	1	1401
Cooranga	0	15
Cooranga	1	118
Cooroibah	0	254
Cooroibah	1	1787
Cooroo Lands	0	0
Cooroo Lands	1	3
Coorooman	0	7
Coorooman	1	80
Cooroy	0	442
Cooroy	1	3349
Cooroy Mountain	0	10
Cooroy Mountain	1	126
Coorparoo	0	2888
Coorparoo	1	13394
Coorumba	0	5
Coorumba	1	116
Coorumbene	0	0
Coorumbene	1	8
Cootharaba	0	130
Cootharaba	1	704
Coowonga	0	46
Coowonga	1	208
Cooya Beach	0	90
Cooya Beach	1	456
Cooyar	0	22
Cooyar	1	202
Coppabella (Qld)	0	243
Coppabella (Qld)	1	223
Coquette Point	0	14
Coquette Point	1	60
Coral Cove	0	127
Coral Cove	1	1141
Coral Sea	0	44
Coral Sea	1	67
Coralie	0	0
Coralie	1	6
Cordalba	0	43
Cordalba	1	402
Cordelia	0	37
Cordelia	1	173
Corella	0	0
Corella	1	73
Corfield	0	26
Corfield	1	157
Corinda	0	749
Corinda	1	4315
Coringa	0	26
Coringa	1	51
Corndale (Qld)	0	3
Corndale (Qld)	1	39
Cornish Creek	0	6
Cornish Creek	1	10
Cornubia	0	951
Cornubia	1	6366
Cornwall (Qld)	0	2
Cornwall (Qld)	1	14
Cosgrove (Qld)	0	40
Cosgrove (Qld)	1	245
Cotherstone	0	0
Cotherstone	1	0
Cotswold Hills	0	67
Cotswold Hills	1	1211
Cottonvale (Qld)	0	16
Cottonvale (Qld)	1	132
Coulson	0	18
Coulson	1	177
Coverty	0	10
Coverty	1	157
Cow Bay	0	59
Cow Bay	1	143
Cowan Cowan	0	7
Cowan Cowan	1	21
Cowley	0	8
Cowley	1	79
Cowley Beach	0	25
Cowley Beach	1	53
Cowley Creek	0	-3
Cowley Creek	1	16
Cracow	0	14
Cracow	1	75
Craiglie	0	305
Craiglie	1	649
Craignish	0	195
Craignish	1	1632
Cranbrook (Qld)	0	959
Cranbrook (Qld)	1	4949
Cranley	0	197
Cranley	1	1249
Crawford	0	12
Crawford	1	130
Crediton	0	10
Crediton	1	72
Cremorne (Qld)	0	4
Cremorne (Qld)	1	29
Cressbrook	0	11
Cressbrook	1	106
Cressbrook Creek	0	8
Cressbrook Creek	1	12
Crestmead	0	3075
Crestmead	1	9078
Crimea	0	0
Crimea	1	14
Crinum	0	34
Crinum	1	52
Croftby	0	13
Croftby	1	120
Crohamhurst	0	23
Crohamhurst	1	194
Cromarty	0	4
Cromarty	1	17
Crossdale	0	14
Crossdale	1	61
Crossroads	0	35
Crossroads	1	95
Crowley Vale	0	25
Crowley Vale	1	71
Crownthorpe	0	1
Crownthorpe	1	40
Crows Nest (Qld)	0	215
Crows Nest (Qld)	1	1945
Croydon (Qld)	0	76
Croydon (Qld)	1	182
Cryna	0	8
Cryna	1	105
Crystal Brook (Qld)	0	4
Crystal Brook (Qld)	1	179
Crystal Creek (Qld)	0	2
Crystal Creek (Qld)	1	8
Crystalbrook	0	6
Crystalbrook	1	5
Cullinane	0	74
Cullinane	1	450
Cungulla	0	11
Cungulla	1	275
Cunnamulla	0	105
Cunnamulla	1	1035
Cunningham (Qld)	0	15
Cunningham (Qld)	1	51
Curra	0	314
Curra	1	1606
Currajah	0	4
Currajah	1	56
Currajong	0	275
Currajong	1	2273
Curramore (Qld)	0	23
Curramore (Qld)	1	167
Currimundi	0	688
Currimundi	1	6098
Currumbin	0	442
Currumbin	1	2478
Currumbin Valley	0	231
Currumbin Valley	1	1618
Currumbin Waters	0	940
Currumbin Waters	1	8181
Curtis Island	0	104
Curtis Island	1	219
Cushnie	0	24
Cushnie	1	111
Cutella	0	5
Cutella	1	24
Cuttaburra	0	0
Cuttaburra	1	10
Cynthia	0	3
Cynthia	1	28
Cypress Gardens	0	21
Cypress Gardens	1	71
D'Aguilar	0	186
D'Aguilar	1	1021
Dagmar	0	0
Dagmar	1	0
Dagun	0	17
Dagun	1	133
Daintree	0	13
Daintree	1	116
Daisy Hill (Qld)	0	1164
Daisy Hill (Qld)	1	5496
Dajarra	0	25
Dajarra	1	166
Dakabin	0	699
Dakabin	1	2841
Dakenba	0	7
Dakenba	1	109
Dalbeg	0	33
Dalbeg	1	43
Dalby	0	1431
Dalby	1	11288
Dalcouth	0	7
Dalcouth	1	158
Dalga	0	0
Dalga	1	3
Dallarnil	0	27
Dallarnil	1	203
Dalma	0	16
Dalma	1	62
Dalrymple Creek	0	7
Dalrymple Creek	1	90
Dalrymple Heights	0	4
Dalrymple Heights	1	40
Dalveen	0	42
Dalveen	1	293
Dalwogon	0	-2
Dalwogon	1	33
Dalysford	0	22
Dalysford	1	95
Damascus	0	14
Damascus	1	83
Damper Creek	0	7
Damper Creek	1	42
Danbulla	0	4
Danbulla	1	43
Danderoo	0	-1
Danderoo	1	31
Dangore	0	9
Dangore	1	26
Daradgee	0	23
Daradgee	1	51
Dargal Road	0	7
Dargal Road	1	145
Darling Heights	0	1537
Darling Heights	1	3655
Darlington (Qld)	0	4
Darlington (Qld)	1	84
Darr Creek	0	2
Darr Creek	1	16
Darra	0	1187
Darra	1	3156
Darts Creek	0	13
Darts Creek	1	147
Dauan Island	0	17
Dauan Island	1	174
Daveson	0	8
Daveson	1	15
Dayboro	0	218
Dayboro	1	1901
Daymar	0	1
Daymar	1	36
Deagon	0	537
Deagon	1	3138
Deception Bay	0	3665
Deception Bay	1	16185
Dedin	0	0
Dedin	1	0
Deebing Heights	0	199
Deebing Heights	1	1840
Deep Creek (Qld)	0	0
Deep Creek (Qld)	1	16
Deepwater (Qld)	0	33
Deepwater (Qld)	1	173
Deeragun	0	538
Deeragun	1	3712
Deeral	0	16
Deeral	1	125
Degarra	0	54
Degarra	1	56
Degilbo	0	14
Degilbo	1	160
Delan	0	54
Delan	1	245
Delaneys Creek	0	131
Delaneys Creek	1	930
Depot Hill	0	108
Depot Hill	1	924
Derri Derra	0	22
Derri Derra	1	124
Derrymore	0	10
Derrymore	1	73
Desailly	0	0
Desailly	1	0
Deuchar	0	44
Deuchar	1	251
Devereux Creek	0	29
Devereux Creek	1	352
Devon Park (Qld)	0	12
Devon Park (Qld)	1	37
Diamantina Lakes	0	-5
Diamantina Lakes	1	22
Diamond Valley	0	62
Diamond Valley	1	427
Diamondvale	0	10
Diamondvale	1	40
Diamondy	0	6
Diamondy	1	41
Dicky Beach	0	206
Dicky Beach	1	1689
Didcot	0	4
Didcot	1	56
Diddillibah	0	216
Diddillibah	1	1187
Diglum	0	2
Diglum	1	34
Dimbulah	0	122
Dimbulah	1	928
Dingo	0	80
Dingo	1	260
Dingo Beach	0	33
Dingo Beach	1	136
Dingo Pocket	0	0
Dingo Pocket	1	89
Dinmore	0	175
Dinmore	1	700
Dirnbir	0	2
Dirnbir	1	47
Dirranbandi	0	99
Dirranbandi	1	541
Dittmer	0	18
Dittmer	1	61
Diwan	0	26
Diwan	1	127
Dixalea	0	1
Dixalea	1	91
Dixie (Qld)	0	0
Dixie (Qld)	1	16
Djarawong	0	10
Djarawong	1	92
Djiru	0	0
Djiru	1	0
Djuan	0	11
Djuan	1	89
Doctor Creek	0	3
Doctor Creek	1	34
Dolphin Heads	0	63
Dolphin Heads	1	325
Domville	0	0
Domville	1	0
Donnybrook (Qld)	0	65
Donnybrook (Qld)	1	552
Doolandella	0	1318
Doolandella	1	3499
Doolbi	0	17
Doolbi	1	98
Doomadgee	0	41
Doomadgee	1	1364
Doonan	0	429
Doonan	1	3030
Doongul	0	0
Doongul	1	29
Dotswood	0	18
Dotswood	1	83
Doughboy	0	12
Doughboy	1	12
Douglas (Toowoomba - Qld)	0	14
Douglas (Toowoomba - Qld)	1	98
Douglas (Townsville - Qld)	0	1340
Douglas (Townsville - Qld)	1	6404
Dowar Islet	0	0
Dowar Islet	1	0
Downsfield	0	19
Downsfield	1	75
Dows Creek	0	12
Dows Creek	1	124
Draper	0	90
Draper	1	586
Drayton	0	262
Drayton	1	1448
Drewvale	0	1016
Drewvale	1	3460
Drillham	0	11
Drillham	1	115
Drillham South	0	11
Drillham South	1	56
Drinan	0	28
Drinan	1	142
Dromedary (Qld)	0	0
Dromedary (Qld)	1	4
Drummondslope	0	2
Drummondslope	1	41
Duaringa	0	35
Duaringa	1	243
Duchess	0	3
Duchess	1	20
Duckinwilla	0	1
Duckinwilla	1	11
Ducklo	0	52
Ducklo	1	281
Dugandan	0	43
Dugandan	1	550
Duingal	0	26
Duingal	1	51
Dulacca	0	26
Dulacca	1	165
Dulong	0	66
Dulong	1	498
Dululu	0	24
Dululu	1	102
Dumbleton	0	39
Dumbleton	1	203
Dumgree	0	4
Dumgree	1	51
Dumpy Creek	0	5
Dumpy Creek	1	6
Dundarrah	0	0
Dundarrah	1	3
Dundas (Qld)	0	6
Dundas (Qld)	1	71
Dundathu	0	32
Dundathu	1	220
Dundowran	0	95
Dundowran	1	814
Dundowran Beach	0	232
Dundowran Beach	1	1847
Dunk	0	9
Dunk	1	12
Dunkeld (Qld)	0	3
Dunkeld (Qld)	1	38
Dunmora	0	12
Dunmora	1	210
Dunmore (Qld)	0	-3
Dunmore (Qld)	1	29
Dunnrock	0	12
Dunnrock	1	63
Dunrobin (Qld)	0	0
Dunrobin (Qld)	1	14
Dunwich	0	81
Dunwich	1	783
Durack (Qld)	0	1752
Durack (Qld)	1	5735
Durah	0	0
Durah	1	6
Durham	0	16
Durham	1	20
Durham Downs	0	31
Durham Downs	1	36
Durong	0	24
Durong	1	202
Dutton Park	0	542
Dutton Park	1	1482
Dutton River	0	0
Dutton River	1	33
Dykehead	0	0
Dykehead	1	8
Dynevor	0	7
Dynevor	1	14
Dysart (Qld)	0	804
Dysart (Qld)	1	2187
Eagle Farm	0	0
Eagle Farm	1	0
Eagleby	0	3062
Eagleby	1	10264
Eaglefield	0	0
Eaglefield	1	0
Earlville	0	680
Earlville	1	3350
East Barron	0	14
East Barron	1	220
East Brisbane	0	1455
East Brisbane	1	4479
East Cooyar	0	7
East Cooyar	1	19
East Creek	0	0
East Creek	1	0
East Deep Creek	0	75
East Deep Creek	1	570
East End	0	-2
East End	1	61
East Feluga	0	23
East Feluga	1	222
East Greenmount	0	24
East Greenmount	1	337
East Haldon	0	5
East Haldon	1	24
East Innisfail	0	277
East Innisfail	1	1578
East Ipswich	0	296
East Ipswich	1	2114
East Mackay	0	507
East Mackay	1	3057
East Nanango	0	46
East Nanango	1	219
East Palmerston	0	18
East Palmerston	1	155
East Russell	0	13
East Russell	1	58
East Toowoomba	0	689
East Toowoomba	1	4555
East Trinity	0	44
East Trinity	1	168
Eastern Heights	0	398
Eastern Heights	1	3311
Eaton (Qld)	0	4
Eaton (Qld)	1	43
Eatons Hill	0	721
Eatons Hill	1	7252
Ebbw Vale	0	71
Ebbw Vale	1	437
Ebenezer (Qld)	0	42
Ebenezer (Qld)	1	273
Edens Landing	0	938
Edens Landing	1	4156
Edge Hill	0	646
Edge Hill	1	3270
Edmonton	0	1375
Edmonton	1	9378
Edward River	0	0
Edward River	1	0
Eerwah Vale	0	126
Eerwah Vale	1	495
Egypt	0	12
Egypt	1	3
Eidsvold	0	102
Eidsvold	1	472
Eidsvold East	0	7
Eidsvold East	1	13
Eidsvold West	0	7
Eidsvold West	1	61
Eight Mile Creek (Qld)	0	0
Eight Mile Creek (Qld)	1	0
Eight Mile Plains	0	4820
Eight Mile Plains	1	10502
Eimeo	0	385
Eimeo	1	2845
Einasleigh	0	18
Einasleigh	1	74
El Arish	0	37
El Arish	1	307
Elaman Creek	0	14
Elaman Creek	1	54
Elanora	0	1545
Elanora	1	10600
Elbow Valley	0	14
Elbow Valley	1	81
Electra	0	17
Electra	1	94
Elgin (Qld)	0	12
Elgin (Qld)	1	29
Elgin Vale	0	13
Elgin Vale	1	11
Eli Waters	0	415
Eli Waters	1	2895
Elimbah	0	423
Elimbah	1	3540
Ellangowan (Qld)	0	10
Ellangowan (Qld)	1	111
Ellen Grove	0	797
Ellen Grove	1	2109
Ellerbeck	0	14
Ellerbeck	1	191
Ellesmere	0	35
Ellesmere	1	308
Ellinjaa	0	2
Ellinjaa	1	29
Ellinthorp	0	-4
Ellinthorp	1	23
Elliott (Qld)	0	22
Elliott (Qld)	1	116
Elliott Heads	0	86
Elliott Heads	1	954
Ellis Beach	0	5
Ellis Beach	1	19
Elphinstone (Isaac - Qld)	0	0
Elphinstone (Isaac - Qld)	1	6
Elphinstone (Toowoomba - Qld)	0	5
Elphinstone (Toowoomba - Qld)	1	59
Emerald (Qld)	0	2785
Emerald (Qld)	1	11571
Emu Creek (Qld)	0	7
Emu Creek (Qld)	1	73
Emu Park	0	212
Emu Park	1	1918
Emu Vale	0	8
Emu Vale	1	177
England Creek	0	10
England Creek	1	23
Enoggera	0	610
Enoggera	1	4547
Enoggera Reservoir	0	6
Enoggera Reservoir	1	19
Epsom (Qld)	0	-3
Epsom (Qld)	1	12
Erakala	0	38
Erakala	1	509
Ernestina	0	0
Ernestina	1	16
Eromanga	0	17
Eromanga	1	102
Erub Island	0	8
Erub Island	1	320
Esk (Qld)	0	169
Esk (Qld)	1	1529
Eskdale (Qld)	0	4
Eskdale (Qld)	1	29
Esmeralda	0	8
Esmeralda	1	13
Etna Creek	0	574
Etna Creek	1	218
Eton	0	81
Eton	1	598
Etty Bay	0	24
Etty Bay	1	373
Eubenangee	0	35
Eubenangee	1	207
Eudlo	0	146
Eudlo	1	971
Eukey	0	17
Eukey	1	117
Euleilah	0	35
Euleilah	1	147
Eulo	0	13
Eulo	1	82
Eumamurrin	0	9
Eumamurrin	1	76
Eumundi	0	285
Eumundi	1	1936
Eungella (Qld)	0	40
Eungella (Qld)	1	154
Eungella Dam	0	2
Eungella Dam	1	10
Eungella Hinterland	0	0
Eungella Hinterland	1	3
Euramo	0	23
Euramo	1	124
Eureka (Qld)	0	19
Eureka (Qld)	1	151
Eurella	0	-5
Eurella	1	16
Eurimbula	0	0
Eurimbula	1	4
Eurombah	0	6
Eurombah	1	61
Eurong	0	17
Eurong	1	30
Euthulla	0	44
Euthulla	1	326
Evans Landing	0	17
Evans Landing	1	45
Evanslea	0	3
Evanslea	1	38
Evelyn	0	67
Evelyn	1	174
Evergreen	0	2
Evergreen	1	43
Everton Hills	0	576
Everton Hills	1	5362
Everton Park	0	1199
Everton Park	1	7663
Evora	0	0
Evora	1	0
Fairdale	0	-3
Fairdale	1	38
Fairfield (Qld)	0	624
Fairfield (Qld)	1	2356
Fairney View	0	19
Fairney View	1	204
Fairy Bower	0	6
Fairy Bower	1	91
Fairyland	0	11
Fairyland	1	56
Fairymead	0	9
Fairymead	1	24
Farleigh	0	93
Farleigh	1	722
Farnborough	0	43
Farnborough	1	433
Farnsfield	0	21
Farnsfield	1	103
Farrars Creek	0	0
Farrars Creek	1	0
Fassifern (Qld)	0	2
Fassifern (Qld)	1	19
Fassifern Valley	0	2
Fassifern Valley	1	89
Federal (Qld)	0	27
Federal (Qld)	1	276
Felton	0	22
Felton	1	254
Felton South	0	8
Felton South	1	57
Feluga	0	20
Feluga	1	231
Ferney	0	6
Ferney	1	79
Fernvale (Qld)	0	418
Fernvale (Qld)	1	2791
Ferny Glen	0	5
Ferny Glen	1	79
Ferny Grove	0	573
Ferny Grove	1	5152
Ferny Hills	0	782
Ferny Hills	1	7957
Ficks Crossing	0	2
Ficks Crossing	1	35
Fielding	0	2
Fielding	1	4
Fifteen Mile	0	1
Fifteen Mile	1	32
Fig Tree Pocket	0	513
Fig Tree Pocket	1	3532
Finch Hatton	0	55
Finch Hatton	1	444
Finlayvale	0	3
Finlayvale	1	29
Finnie	0	29
Finnie	1	65
Fisher (Qld)	0	0
Fisher (Qld)	1	4
Fishermans Pocket	0	1
Fishermans Pocket	1	27
Fishery Falls	0	15
Fishery Falls	1	126
Fitzgerald Creek	0	13
Fitzgerald Creek	1	68
Fitzgibbon	0	1345
Fitzgibbon	1	4311
Fitzroy Island	0	28
Fitzroy Island	1	16
Flagstone Creek	0	15
Flagstone Creek	1	205
Flametree	0	41
Flametree	1	81
Flaxton	0	108
Flaxton	1	823
Fletcher (Qld)	0	12
Fletcher (Qld)	1	80
Fletcher Creek	0	0
Fletcher Creek	1	0
Fleurbaix	0	5
Fleurbaix	1	34
Flinders View	0	456
Flinders View	1	5352
Flinton	0	7
Flinton	1	35
Florence Bay	0	0
Florence Bay	1	0
Flying Fish Point	0	69
Flying Fish Point	1	356
Flying Fox (Qld)	0	5
Flying Fox (Qld)	1	60
Fordsdale	0	5
Fordsdale	1	47
Foreshores	0	3
Foreshores	1	132
Forest Creek	0	25
Forest Creek	1	78
Forest Glen (Qld)	0	213
Forest Glen (Qld)	1	1177
Forest Hill (Qld)	0	140
Forest Hill (Qld)	1	828
Forest Lake	0	4435
Forest Lake	1	18469
Forest Ridge	0	12
Forest Ridge	1	37
Forest Springs	0	5
Forest Springs	1	64
Forestdale	0	273
Forestdale	1	2258
Foresthome	0	6
Foresthome	1	81
Forestvale	0	1
Forestvale	1	46
Fork Lagoons	0	0
Fork Lagoons	1	0
Formartin	0	8
Formartin	1	87
Forrest Beach (Qld)	0	138
Forrest Beach (Qld)	1	1116
Forsayth	0	13
Forsayth	1	116
Fortitude Valley	0	3007
Fortitude Valley	1	3971
Forty Mile	0	6
Forty Mile	1	14
Fossilbrook	0	0
Fossilbrook	1	5
Foulden	0	0
Foulden	1	3
Four Ways	0	-2
Four Ways	1	17
Foxdale	0	26
Foxdale	1	101
Frankfield	0	6
Frankfield	1	31
Fraser Island	0	73
Fraser Island	1	109
Frazerview	0	2
Frazerview	1	32
Fredericksfield	0	15
Fredericksfield	1	204
Freestone	0	18
Freestone	1	199
Frenches Creek	0	8
Frenches Creek	1	77
Frenchville	0	931
Frenchville	1	8097
Freshwater (Qld)	0	235
Freshwater (Qld)	1	1788
Freshwater Point	0	23
Freshwater Point	1	112
Friday Pocket	0	6
Friday Pocket	1	34
Fulham (Qld)	0	0
Fulham (Qld)	1	35
Gadgarra	0	3
Gadgarra	1	0
Gaeta	0	18
Gaeta	1	107
Gailes	0	443
Gailes	1	1385
Gainsford	0	0
Gainsford	1	14
Gairloch	0	3
Gairloch	1	38
Galilee	0	8
Galilee	1	12
Gamboola	0	15
Gamboola	1	8
Gangalidda	0	0
Gangalidda	1	0
Garbutt	0	484
Garbutt	1	1912
Garfield (Qld)	0	5
Garfield (Qld)	1	32
Gargett	0	37
Gargett	1	224
Garnant	0	8
Garnant	1	91
Garners Beach	0	7
Garners Beach	1	18
Garradunga	0	8
Garradunga	1	134
Garrawalt	0	0
Garrawalt	1	0
Gatton	0	1799
Gatton	1	5302
Gaven	0	247
Gaven	1	1311
Gayndah	0	359
Gayndah	1	1622
Gaythorne	0	459
Gaythorne	1	2564
Geebung	0	675
Geebung	1	3951
Geham	0	33
Geham	1	456
Gemini Mountains	0	9
Gemini Mountains	1	42
Georgetown (Qld)	0	40
Georgetown (Qld)	1	308
Georgina (Qld)	0	0
Georgina (Qld)	1	7
Germantown (Qld)	0	5
Germantown (Qld)	1	59
Gheerulla	0	9
Gheerulla	1	205
Ghinghinda	0	3
Ghinghinda	1	33
Gidya	0	0
Gidya	1	0
Gigoomgan	0	8
Gigoomgan	1	26
Gilbert River	0	10
Gilbert River	1	28
Gilberton (Etheridge - Qld)	0	0
Gilberton (Etheridge - Qld)	1	4
Gilberton (Gold Coast - Qld)	0	2
Gilberton (Gold Coast - Qld)	1	23
Gilla	0	6
Gilla	1	26
Gilldora	0	8
Gilldora	1	31
Gilston	0	462
Gilston	1	1997
Gin Gin (Qld)	0	139
Gin Gin (Qld)	1	914
Gindie	0	22
Gindie	1	187
Gindoran	0	3
Gindoran	1	0
Ginoondan	0	0
Ginoondan	1	16
Girraween (Qld)	0	12
Girraween (Qld)	1	0
Giru	0	29
Giru	1	325
Givelda	0	7
Givelda	1	43
Gladfield (Qld)	0	1
Gladfield (Qld)	1	56
Gladstone Central	0	556
Gladstone Central	1	991
Gladstone Harbour	0	3
Gladstone Harbour	1	26
Glamorgan Vale	0	57
Glamorgan Vale	1	347
Glan Devon	0	24
Glan Devon	1	224
Glanmire (Qld)	0	5
Glanmire (Qld)	1	15
Glass House Mountains	0	548
Glass House Mountains	1	4517
Glastonbury	0	36
Glastonbury	1	315
Glebe (Qld)	0	0
Glebe (Qld)	1	24
Glen Allyn	0	16
Glen Allyn	1	141
Glen Aplin	0	42
Glen Aplin	1	461
Glen Boughton	0	10
Glen Boughton	1	18
Glen Cairn	0	10
Glen Cairn	1	103
Glen Echo	0	6
Glen Echo	1	25
Glen Eden	0	475
Glen Eden	1	2303
Glen Esk	0	7
Glen Esk	1	47
Glen Isla	0	2
Glen Isla	1	27
Glen Niven	0	11
Glen Niven	1	69
Glen Russell	0	0
Glen Russell	1	12
Glen Ruth	0	0
Glen Ruth	1	0
Glenarbon	0	4
Glenarbon	1	32
Glenaubyn	0	3
Glenaubyn	1	45
Glenaven	0	9
Glenaven	1	70
Glenbar	0	-2
Glenbar	1	13
Glencoe (Qld)	0	43
Glencoe (Qld)	1	279
Glendale (Qld)	0	49
Glendale (Qld)	1	565
Glenden	0	115
Glenden	1	505
Gleneagle	0	205
Gleneagle	1	1672
Glenella	0	523
Glenella	1	3996
Glenfern (Qld)	0	3
Glenfern (Qld)	1	7
Glengallan	0	6
Glengallan	1	48
Glenhaughton	0	5
Glenhaughton	1	13
Glenlee (Qld)	0	108
Glenlee (Qld)	1	1128
Glenleigh	0	0
Glenleigh	1	33
Glenlyon (Qld)	0	-3
Glenlyon (Qld)	1	27
Glenmoral	0	4
Glenmoral	1	49
Glenmorgan	0	7
Glenmorgan	1	141
Glenorchy (Qld)	0	9
Glenorchy (Qld)	1	74
Glenore Grove	0	145
Glenore Grove	1	738
Glenrae	0	10
Glenrae	1	73
Glenrock (Qld)	0	8
Glenrock (Qld)	1	32
Glenroy (Qld)	0	2
Glenroy (Qld)	1	26
Glenvale	0	694
Glenvale	1	5659
Glenview	0	136
Glenview	1	1051
Glenwood (Qld)	0	188
