SSC_NAME16	AustCitizen	persons
Mingoola (NSW)	0	3
Mingoola (NSW)	1	15
Minimbah	0	34
Minimbah	1	174
Minjary	0	-1
Minjary	1	38
Minmi	0	14
Minmi	1	729
Minnamurra	0	57
Minnamurra	1	703
Minnie Water	0	28
Minnie Water	1	209
Minore	0	10
Minore	1	143
Minto	0	2481
Minto	1	10070
Minto Heights	0	41
Minto Heights	1	336
Mirador	0	29
Mirador	1	348
Miranda (NSW)	0	2294
Miranda (NSW)	1	12990
Mirannie	0	12
Mirannie	1	59
Mirrabooka (NSW)	0	72
Mirrabooka (NSW)	1	656
Mirrool	0	17
Mirrool	1	75
Missabotti	0	28
Missabotti	1	270
Mitchell (NSW)	0	804
Mitchell (NSW)	1	506
Mitchells Flat	0	15
Mitchells Flat	1	194
Mitchells Island	0	40
Mitchells Island	1	428
Mittagong	0	697
Mittagong	1	5070
Moama	0	617
Moama	1	5545
Modanville	0	67
Modanville	1	557
Mogareeka	0	4
Mogareeka	1	52
Mogendoura	0	9
Mogendoura	1	174
Moggs Swamp	0	2
Moggs Swamp	1	31
Mogilla	0	0
Mogilla	1	77
Mogo (Eurobodalla - NSW)	0	31
Mogo (Eurobodalla - NSW)	1	291
Mogo (Mid-Western Regional - NSW)	0	0
Mogo (Mid-Western Regional - NSW)	1	4
Mogo Creek	0	3
Mogo Creek	1	0
Mogood	0	-1
Mogood	1	24
Mograni	0	5
Mograni	1	30
Mogriguy	0	17
Mogriguy	1	96
Mole River	0	13
Mole River	1	54
Moleville Creek	0	5
Moleville Creek	1	25
Mollyan	0	-3
Mollyan	1	33
Mollymook	0	136
Mollymook	1	947
Mollymook Beach	0	245
Mollymook Beach	1	2202
Molong	0	218
Molong	1	2359
Mona Vale	0	1307
Mona Vale	1	9363
Monak	0	12
Monak	1	37
Monaltrie	0	6
Monaltrie	1	189
Mondayong	0	0
Mondayong	1	0
Mondrook	0	12
Mondrook	1	163
Monga	0	-1
Monga	1	15
Mongarlowe	0	22
Mongarlowe	1	95
Mongogarie	0	7
Mongogarie	1	72
Monia Gap	0	0
Monia Gap	1	16
Monivae	0	1
Monivae	1	32
Monkerai	0	4
Monkerai	1	66
Monteagle	0	10
Monteagle	1	198
Montecollum	0	5
Montecollum	1	49
Montefiores	0	64
Montefiores	1	528
Monterey	0	662
Monterey	1	3870
Mooball	0	24
Mooball	1	170
Moobi	0	18
Moobi	1	137
Moogem	0	0
Moogem	1	0
Mookerawa	0	0
Mookerawa	1	7
Mookima Wybra	0	4
Mookima Wybra	1	27
Moolarben	0	6
Moolarben	1	11
Moollattoo	0	0
Moollattoo	1	0
Moolpa	0	0
Moolpa	1	5
Moombooldool	0	-1
Moombooldool	1	31
Moonan Brook	0	0
Moonan Brook	1	23
Moonan Flat	0	26
Moonan Flat	1	102
Moonbah	0	38
Moonbah	1	534
Moonbi	0	131
Moonbi	1	995
Moonbria	0	3
Moonbria	1	4
Mooneba	0	7
Mooneba	1	74
Moonee	0	0
Moonee	1	0
Moonee Beach	0	173
Moonee Beach	1	1760
Mooney Mooney	0	24
Mooney Mooney	1	286
Mooney Mooney Creek	0	4
Mooney Mooney Creek	1	21
Moonpar	0	7
Moonpar	1	9
Mooral Creek	0	14
Mooral Creek	1	67
Moorara	0	3
Moorara	1	0
Moorbel	0	19
Moorbel	1	219
Moore Creek	0	163
Moore Creek	1	2205
Moore Park	0	20
Moore Park	1	8
Moorebank	0	1179
Moorebank	1	8568
Moorilda	0	-1
Moorilda	1	27
Moorland (NSW)	0	51
Moorland (NSW)	1	444
Moorong	0	19
Moorong	1	158
Moorwatha	0	6
Moorwatha	1	39
Moparrabah	0	13
Moparrabah	1	92
Moppy	0	4
Moppy	1	12
Morago	0	8
Morago	1	30
Morangarell	0	8
Morangarell	1	34
Morans Crossing	0	-2
Morans Crossing	1	73
Moree	0	1374
Moree	1	7937
Morisset	0	361
Morisset	1	2852
Morisset Park	0	68
Morisset Park	1	675
Morning Bay	0	22
Morning Bay	1	17
Mororo	0	8
Mororo	1	77
Morpeth	0	79
Morpeth	1	1324
Mortdale	0	2085
Mortdale	1	8334
Mortlake (NSW)	0	224
Mortlake (NSW)	1	839
Morton	0	35
Morton	1	182
Mortons Creek	0	31
Mortons Creek	1	248
Morts Estate	0	61
Morts Estate	1	567
Morundah	0	3
Morundah	1	66
Moruya	0	424
Moruya	1	3558
Moruya Heads	0	91
Moruya Heads	1	885
Morven (Glen Innes Severn - NSW)	0	0
Morven (Glen Innes Severn - NSW)	1	0
Morven (Greater Hume Shire - NSW)	0	9
Morven (Greater Hume Shire - NSW)	1	130
Mosman	0	5815
Mosman	1	22660
Moss Vale	0	1104
Moss Vale	1	7475
Mossgiel	0	9
Mossgiel	1	32
Mossy Point	0	55
Mossy Point	1	514
Moto	0	18
Moto	1	117
Moulamein	0	65
Moulamein	1	419
Mount Adrah	0	3
Mount Adrah	1	34
Mount Annan	0	1009
Mount Annan	1	10694
Mount Aquila	0	0
Mount Aquila	1	0
Mount Arthur	0	17
Mount Arthur	1	152
Mount Austin	0	429
Mount Austin	1	3528
Mount Burrell	0	44
Mount Burrell	1	173
Mount Colah	0	697
Mount Colah	1	6398
Mount Collins	0	3
Mount Collins	1	9
Mount Cooper (NSW)	0	0
Mount Cooper (NSW)	1	0
Mount Darragh	0	7
Mount Darragh	1	19
Mount David	0	7
Mount David	1	37
Mount Dee	0	0
Mount Dee	1	6
Mount Druitt	0	4322
Mount Druitt	1	12404
Mount Elliot (NSW)	0	18
Mount Elliot (NSW)	1	153
Mount Fairy	0	14
Mount Fairy	1	191
Mount Foster	0	0
Mount Foster	1	0
Mount Frome	0	21
Mount Frome	1	115
Mount George (NSW)	0	42
Mount George (NSW)	1	246
Mount Harris	0	3
Mount Harris	1	17
Mount Hope (NSW)	0	0
Mount Hope (NSW)	1	19
Mount Horeb	0	-2
Mount Horeb	1	29
Mount Hunter	0	65
Mount Hunter	1	667
Mount Hutton (NSW)	0	280
Mount Hutton (NSW)	1	3249
Mount Irvine	0	11
Mount Irvine	1	17
Mount Keira	0	189
Mount Keira	1	1476
Mount Kembla	0	90
Mount Kembla	1	978
Mount Kingiman	0	0
Mount Kingiman	1	8
Mount Knowles	0	3
Mount Knowles	1	37
Mount Kuring-Gai	0	179
Mount Kuring-Gai	1	1529
Mount Lambie	0	8
Mount Lambie	1	68
Mount Lewis	0	120
Mount Lewis	1	1075
Mount Lindsey	0	0
Mount Lindsey	1	0
Mount Marsden	0	5
Mount Marsden	1	55
Mount Marsh	0	0
Mount Marsh	1	6
Mount Mitchell	0	7
Mount Mitchell	1	76
Mount Murray	0	3
Mount Murray	1	51
Mount Olive (Oberon - NSW)	0	-3
Mount Olive (Oberon - NSW)	1	16
Mount Olive (Singleton - NSW)	0	5
Mount Olive (Singleton - NSW)	1	141
Mount Ousley	0	123
Mount Ousley	1	1479
Mount Panorama	0	27
Mount Panorama	1	89
Mount Pleasant (NSW)	0	150
Mount Pleasant (NSW)	1	1220
Mount Pritchard	0	1678
Mount Pritchard	1	8277
Mount Rankin	0	22
Mount Rankin	1	357
Mount Rivers	0	1
Mount Rivers	1	42
Mount Riverview	0	206
Mount Riverview	1	2828
Mount Royal	0	9
Mount Royal	1	15
Mount Russell	0	22
Mount Russell	1	89
Mount Saint Thomas	0	150
Mount Saint Thomas	1	1318
Mount Seaview	0	8
Mount Seaview	1	15
Mount Tenandra	0	2
Mount Tenandra	1	16
Mount Thorley	0	9
Mount Thorley	1	59
Mount Tomah	0	17
Mount Tomah	1	59
Mount Vernon	0	149
Mount Vernon	1	1043
Mount Victoria	0	172
Mount Victoria	1	844
Mount View	0	49
Mount View	1	78
Mount Vincent	0	37
Mount Vincent	1	330
Mount Warning	0	30
Mount Warning	1	70
Mount Warrigal	0	522
Mount Warrigal	1	4387
Mount Werong	0	0
Mount Werong	1	5
Mount White	0	34
Mount White	1	149
Mount Wilson	0	42
Mount Wilson	1	57
Mountain Creek (NSW)	0	0
Mountain Creek (NSW)	1	47
Mountain Lagoon	0	29
Mountain Lagoon	1	61
Mountain Top	0	18
Mountain Top	1	47
Mountain View (NSW)	0	14
Mountain View (NSW)	1	172
Mourquong	0	17
Mourquong	1	62
Mowbray Park	0	19
Mowbray Park	1	78
Mozart	0	9
Mozart	1	47
Mudgee	0	1232
Mudgee	1	9691
Mulbring	0	52
Mulbring	1	545
Mulgoa	0	194
Mulgoa	1	1704
Mulgrave (NSW)	0	12
Mulgrave (NSW)	1	80
Mulguthrie	0	3
Mulguthrie	1	0
Muli Muli	0	0
Muli Muli	1	49
Mulla	0	-2
Mulla	1	12
Mulla Creek	0	11
Mulla Creek	1	79
Mullaley	0	10
Mullaley	1	144
Mullamuddy	0	10
Mullamuddy	1	56
Mullaway	0	94
Mullaway	1	473
Mullengandra	0	7
Mullengandra	1	117
Mullengudgery	0	3
Mullengudgery	1	48
Mullion	0	4
Mullion	1	80
Mullion Creek	0	50
Mullion Creek	1	507
Mulloon	0	30
Mulloon	1	114
Mullumbimby	0	583
Mullumbimby	1	3013
Mullumbimby Creek	0	108
Mullumbimby Creek	1	440
Mulwala	0	225
Mulwala	1	1936
Mulyandry	0	12
Mulyandry	1	55
Mumbil	0	45
Mumbil	1	246
Mumblebone Plain	0	2
Mumblebone Plain	1	24
Mumbulla Mountain	0	0
Mumbulla Mountain	1	0
Mummel	0	13
Mummel	1	99
Mummulgum	0	6
Mummulgum	1	89
Mundamia	0	5
Mundamia	1	65
Mundarlo	0	9
Mundarlo	1	73
Munderoo	0	4
Munderoo	1	38
Mundongo	0	18
Mundongo	1	189
Mungay Creek	0	34
Mungay Creek	1	107
Munghorn	0	0
Munghorn	1	0
Mungindi (NSW)	0	98
Mungindi (NSW)	1	503
Mungo	0	0
Mungo	1	0
Mungo Brush	0	0
Mungo Brush	1	0
Munni	0	6
Munni	1	34
Munyabla	0	0
Munyabla	1	43
Murga	0	4
Murga	1	58
Murrah	0	5
Murrah	1	46
Murrami	0	13
Murrami	1	222
Murrawombie	0	6
Murrawombie	1	3
Murray Downs	0	37
Murray Downs	1	228
Murray Gorge	0	0
Murray Gorge	1	0
Murrays Beach	0	70
Murrays Beach	1	567
Murrays Run	0	10
Murrays Run	1	140
Murrengenburg	0	0
Murrengenburg	1	0
Murrin Bridge	0	0
Murrin Bridge	1	86
Murringo	0	30
Murringo	1	335
Murrulebale	0	11
Murrulebale	1	32
Murrumbateman	0	231
Murrumbateman	1	2988
Murrumbo	0	0
Murrumbo	1	6
Murrumbucca	0	7
Murrumbucca	1	77
Murrumburrah	0	14
Murrumburrah	1	96
Murrurundi	0	145
Murrurundi	1	893
Murulla	0	2
Murulla	1	7
Murwillumbah	0	669
Murwillumbah	1	6363
Muscle Creek	0	22
Muscle Creek	1	293
Muswellbrook	0	1562
Muswellbrook	1	10513
Mutawintji	0	8
Mutawintji	1	24
Muttama	0	24
Muttama	1	107
Myall Creek	0	0
Myall Creek	1	38
Myall Lake	0	0
Myall Lake	1	0
Myall Park (NSW)	0	45
Myall Park (NSW)	1	153
Myalla (NSW)	0	7
Myalla (NSW)	1	0
Mylestom	0	27
Mylestom	1	317
Mylneford	0	13
Mylneford	1	68
Myocum	0	188
Myocum	1	797
Myola (NSW)	0	32
Myola (NSW)	1	75
Myrtle Creek (NSW)	0	8
Myrtle Creek (NSW)	1	78
Myrtle Mountain	0	9
Myrtle Mountain	1	43
Myrtle Park	0	9
Myrtle Park	1	42
Myrtleville	0	-1
Myrtleville	1	73
Mystery Bay	0	17
Mystery Bay	1	174
Myuna Bay	0	0
Myuna Bay	1	11
Nabiac	0	97
Nabiac	1	1155
Nadgee	0	0
Nadgee	1	0
Nambucca Heads	0	725
Nambucca Heads	1	5602
Namoi River	0	0
Namoi River	1	60
Nana Glen	0	99
Nana Glen	1	956
Nangus	0	9
Nangus	1	196
Nanima	0	11
Nanima	1	154
Napier Lane	0	7
Napier Lane	1	23
Napoleon Reef	0	15
Napoleon Reef	1	130
Naradhan	0	3
Naradhan	1	76
Narara	0	768
Narara	1	7166
Narellan	0	345
Narellan	1	3271
Narellan Vale	0	639
Narellan Vale	1	6554
Naremburn	0	1089
Naremburn	1	4795
Narone Creek	0	4
Narone Creek	1	23
Narooma	0	308
Narooma	1	2297
Narrabarba	0	0
Narrabarba	1	12
Narrabeen	0	1351
Narrabeen	1	6856
Narrabri	0	909
Narrabri	1	6697
Narraburra	0	1
Narraburra	1	61
Narran Lake	0	0
Narran Lake	1	0
Narrandera	0	560
Narrandera	1	3815
Narrangullen	0	6
Narrangullen	1	21
Narrawa	0	6
Narrawa	1	80
Narrawallee	0	116
Narrawallee	1	1125
Narraweena	0	999
Narraweena	1	5609
Narromine	0	473
Narromine	1	4216
Narwee	0	1481
Narwee	1	4137
Nashdale	0	42
Nashdale	1	362
Nashua	0	24
Nashua	1	214
Nattai	0	3
Nattai	1	62
Naughtons Gap	0	7
Naughtons Gap	1	66
Neath	0	64
Neath	1	426
Nebea	0	1
Nebea	1	9
Neilrex	0	2
Neilrex	1	70
Nelligen	0	31
Nelligen	1	301
Nelson (Bega Valley - NSW)	0	0
Nelson (Bega Valley - NSW)	1	8
Nelson (The Hills Shire - NSW)	0	40
Nelson (The Hills Shire - NSW)	1	414
Nelson Bay (NSW)	0	630
Nelson Bay (NSW)	1	5190
Nelsons Plains	0	30
Nelsons Plains	1	332
Nelungaloo	0	5
Nelungaloo	1	46
Nemingha	0	36
Nemingha	1	630
Nericon	0	29
Nericon	1	264
Neringla	0	1
Neringla	1	18
Nerong	0	0
Nerong	1	105
Nerriga	0	14
Nerriga	1	58
Nerrigundah	0	4
Nerrigundah	1	21
Nethercote	0	35
Nethercote	1	306
Neurea	0	21
Neurea	1	109
Neutral Bay	0	2744
Neutral Bay	1	7744
Never Never	0	0
Never Never	1	0
Nevertire	0	26
Nevertire	1	163
Neville	0	31
Neville	1	217
New Berrima	0	62
New Berrima	1	522
New Brighton	0	77
New Brighton	1	279
New Buildings	0	7
New Buildings	1	30
New Italy	0	38
New Italy	1	149
New Lambton	0	829
New Lambton	1	9219
New Lambton Heights	0	190
New Lambton Heights	1	2264
New Mexico	0	3
New Mexico	1	49
New Park	0	11
New Park	1	136
New Valley	0	1
New Valley	1	34
Newbold	0	4
Newbold	1	3
Newbridge (NSW)	0	27
Newbridge (NSW)	1	163
Newcastle	0	632
Newcastle	1	2121
Newcastle East	0	166
Newcastle East	1	838
Newcastle West	0	143
Newcastle West	1	475
Newee Creek	0	52
Newee Creek	1	343
Newington (NSW)	0	1320
Newington (NSW)	1	4482
Newnes	0	1
Newnes	1	3
Newnes Plateau	0	0
Newnes Plateau	1	0
Newport (NSW)	0	1014
Newport (NSW)	1	8287
Newrybar	0	50
Newrybar	1	394
Newstead (NSW)	0	6
Newstead (NSW)	1	17
Newton Boyd	0	1
Newton Boyd	1	23
Newtown (NSW)	0	4024
Newtown (NSW)	1	11005
Niagara Park	0	266
Niagara Park	1	2477
Niangala	0	9
Niangala	1	112
Niemur	0	9
Niemur	1	29
Nightcap	0	0
Nightcap	1	0
Nimbin	0	314
Nimbin	1	1163
Nimmitabel	0	30
Nimmitabel	1	290
Nimmo	0	0
Nimmo	1	11
Nobbys Creek	0	23
Nobbys Creek	1	248
Nombi	0	-1
Nombi	1	36
Noona	0	2
Noona	1	12
Noorong	0	0
Noorong	1	18
Nooroo	0	12
Nooroo	1	46
Norah Head	0	54
Norah Head	1	1075
Noraville	0	288
Noraville	1	2630
Nords Wharf	0	69
Nords Wharf	1	817
Normanhurst	0	624
Normanhurst	1	4666
North Albury	0	909
North Albury	1	5149
North Arm (NSW)	0	7
North Arm (NSW)	1	119
North Arm Cove	0	48
North Arm Cove	1	397
North Avoca	0	241
North Avoca	1	1959
North Balgowlah	0	357
North Balgowlah	1	3310
North Batemans Bay	0	77
North Batemans Bay	1	481
North Boambee Valley	0	235
North Boambee Valley	1	1767
North Bondi	0	2106
North Bondi	1	7059
North Bourke	0	64
North Bourke	1	223
North Brother	0	0
North Brother	1	0
North Casino	0	56
North Casino	1	888
North Curl Curl	0	584
North Curl Curl	1	3533
North Dorrigo	0	20
North Dorrigo	1	169
North Epping	0	513
North Epping	1	4013
North Gosford	0	580
North Gosford	1	3120
North Haven (NSW)	0	198
North Haven (NSW)	1	1472
North Lambton	0	580
North Lambton	1	2726
North Lismore	0	78
North Lismore	1	690
North Macksville	0	48
North Macksville	1	550
North Macquarie	0	0
North Macquarie	1	26
North Manly	0	466
North Manly	1	2624
North Narooma	0	54
North Narooma	1	568
North Narrabeen	0	755
North Narrabeen	1	5097
North Nowra	0	623
North Nowra	1	5171
North Parramatta	0	3715
North Parramatta	1	9533
North Richmond	0	450
North Richmond	1	4527
North Rocks	0	1057
North Rocks	1	6908
North Rothbury	0	85
North Rothbury	1	813
North Ryde	0	1732
North Ryde	1	9128
North Shore (NSW)	0	58
North Shore (NSW)	1	311
North St Marys	0	618
North St Marys	1	3303
North Star	0	30
North Star	1	200
North Strathfield	0	1561
North Strathfield	1	3206
North Sydney	0	2470
North Sydney	1	5235
North Tamworth	0	816
North Tamworth	1	4325
North Tumbulgum	0	33
North Tumbulgum	1	223
North Turramurra	0	735
North Turramurra	1	3522
North Wagga Wagga	0	96
North Wagga Wagga	1	624
North Wahroonga	0	220
North Wahroonga	1	1778
North Willoughby	0	797
North Willoughby	1	3375
North Wollongong	0	669
North Wollongong	1	1939
North Woodburn	0	3
North Woodburn	1	83
North Yalgogrin	0	24
North Yalgogrin	1	61
North Yeoval	0	4
North Yeoval	1	75
Northangera	0	8
Northangera	1	35
Northbridge (NSW)	0	799
Northbridge (NSW)	1	5548
Northmead	0	1930
Northmead	1	9285
Northwood (NSW)	0	136
Northwood (NSW)	1	846
Norway	0	9
Norway	1	50
Nowendoc	0	18
Nowendoc	1	128
Nowley	0	19
Nowley	1	51
Nowra	0	1231
Nowra	1	7962
Nowra Hill	0	853
Nowra Hill	1	1242
Nubba	0	3
Nubba	1	73
Nulkaba	0	49
Nulkaba	1	647
Nullamanna	0	13
Nullamanna	1	145
Nullica	0	0
Nullica	1	8
Nullo Mountain	0	5
Nullo Mountain	1	25
Numbaa	0	10
Numbaa	1	101
Number One	0	12
Number One	1	15
Numbla Vale	0	-2
Numbla Vale	1	38
Numbugga	0	11
Numbugga	1	114
Numeralla	0	47
Numeralla	1	211
Numinbah	0	31
Numinbah	1	98
Numulgi	0	31
Numulgi	1	178
Nunderi	0	52
Nunderi	1	604
Nundle	0	51
Nundle	1	445
Nungatta	0	0
Nungatta	1	0
Nungatta South	0	0
Nungatta South	1	0
Nurenmerenmong	0	1
Nurenmerenmong	1	10
Nymagee	0	5
Nymagee	1	95
Nymboida	0	34
Nymboida	1	264
Nyngan	0	265
Nyngan	1	1894
Nyora (NSW)	0	6
Nyora (NSW)	1	10
Nyrang Creek	0	3
Nyrang Creek	1	22
O'Connell (NSW)	0	64
O'Connell (NSW)	1	505
Oak Flats	0	633
Oak Flats	1	5782
Oakdale (NSW)	0	145
Oakdale (NSW)	1	1698
Oakey Park	0	33
Oakey Park	1	294
Oakhampton	0	23
Oakhampton	1	167
Oakhampton Heights	0	12
Oakhampton Heights	1	117
Oakhurst (NSW)	0	1126
Oakhurst (NSW)	1	5829
Oaklands	0	22
Oaklands	1	327
Oakville	0	138
Oakville	1	1826
Oakwood (NSW)	0	11
Oakwood (NSW)	1	153
Oallen	0	43
Oallen	1	98
Oatlands (NSW)	0	829
Oatlands (NSW)	1	4831
Oatley	0	1155
Oatley	1	9331
Oban	0	0
Oban	1	7
Obanvale	0	4
Obanvale	1	13
Oberne Creek	0	9
Oberne Creek	1	37
Oberon	0	481
Oberon	1	2775
Obley	0	6
Obley	1	85
Ocean Shores	0	672
Ocean Shores	1	4465
Ogunbil	0	10
Ogunbil	1	138
Old Adaminaby	0	3
Old Adaminaby	1	28
Old Bar	0	391
Old Bar	1	3998
Old Bonalbo	0	6
Old Bonalbo	1	71
Old Erowal Bay	0	84
Old Erowal Bay	1	954
Old Grevillia	0	8
Old Grevillia	1	40
Old Guildford	0	428
Old Guildford	1	2235
Old Junee	0	27
Old Junee	1	236
Old Mill	0	0
Old Mill	1	12
Old Station	0	5
Old Station	1	23
Old Toongabbie	0	359
Old Toongabbie	1	2774
Olinda (NSW)	0	-1
Olinda (NSW)	1	19
Olney	0	0
Olney	1	0
Omadale	0	0
Omadale	1	4
One Mile (NSW)	0	41
One Mile (NSW)	1	372
One Tree	0	4
One Tree	1	11
Oolong	0	4
Oolong	1	57
Ooma	0	0
Ooma	1	32
Ootha	0	14
Ootha	1	68
Ophir	0	22
Ophir	1	105
Oran Park	0	734
Oran Park	1	4031
Orange	0	4116
Orange	1	33981
Orange Grove (NSW)	0	11
Orange Grove (NSW)	1	22
Orangeville	0	91
Orangeville	1	1159
Orchard Hills	0	155
Orchard Hills	1	1722
Orient Point	0	41
Orient Point	1	570
Orton Park	0	5
Orton Park	1	21
Osborne (NSW)	0	2
Osborne (NSW)	1	27
Osterley (NSW)	0	5
Osterley (NSW)	1	112
Oswald	0	8
Oswald	1	80
Otford	0	33
Otford	1	336
Oura	0	29
Oura	1	190
Ourimbah	0	372
Ourimbah	1	3579
Ournie	0	6
Ournie	1	27
Owens Gap	0	10
Owens Gap	1	50
Oxford Falls	0	38
Oxford Falls	1	101
Oxley (Balranald - NSW)	0	4
Oxley (Balranald - NSW)	1	29
Oxley (Warren - NSW)	0	0
Oxley (Warren - NSW)	1	8
Oxley Island	0	30
Oxley Island	1	289
Oxley Park	0	700
Oxley Park	1	2412
Oxley Vale	0	423
Oxley Vale	1	3319
Oyster Bay	0	406
Oyster Bay	1	5082
Oyster Cove (NSW)	0	7
Oyster Cove (NSW)	1	74
Packsaddle	0	15
Packsaddle	1	72
Paddington (NSW)	0	3027
Paddington (NSW)	1	9884
Paddys Flat (Kyogle - NSW)	0	6
Paddys Flat (Kyogle - NSW)	1	9
Paddys Flat (Snowy Monaro Regional - NSW)	0	0
Paddys Flat (Snowy Monaro Regional - NSW)	1	0
Paddys River (Snowy Valleys - NSW)	0	0
Paddys River (Snowy Valleys - NSW)	1	21
Paddys River (Wingecarribee - NSW)	0	2
Paddys River (Wingecarribee - NSW)	1	29
Padstow	0	2107
Padstow	1	11199
Padstow Heights	0	315
Padstow Heights	1	3225
Pagans Flat	0	0
Pagans Flat	1	3
Pages Creek	0	0
Pages Creek	1	3
Pages River	0	0
Pages River	1	0
Pagewood	0	559
Pagewood	1	3246
Palarang	0	4
Palarang	1	54
Palerang	0	0
Palerang	1	0
Paling Yards (Bathurst Regional - NSW)	0	1
Paling Yards (Bathurst Regional - NSW)	1	16
Paling Yards (Oberon - NSW)	0	5
Paling Yards (Oberon - NSW)	1	11
Pallal	0	0
Pallal	1	83
Pallamallawa	0	71
Pallamallawa	1	377
Palm Beach (NSW)	0	228
Palm Beach (NSW)	1	1365
Palm Grove (NSW)	0	24
Palm Grove (NSW)	1	82
Palmdale (NSW)	0	6
Palmdale (NSW)	1	90
Palmers Channel	0	9
Palmers Channel	1	110
Palmers Island	0	41
Palmers Island	1	417
Palmers Oaky	0	6
Palmers Oaky	1	30
Palmvale	0	7
Palmvale	1	76
Palmwoods (NSW)	0	21
Palmwoods (NSW)	1	83
Pambula	0	88
Pambula	1	882
Pambula Beach	0	50
Pambula Beach	1	604
Pampoolah	0	56
Pampoolah	1	337
Pan Ban	0	5
Pan Ban	1	21
Panania	0	1460
Panania	1	10959
Pangee	0	0
Pangee	1	10
Panuara	0	5
Panuara	1	65
Pappinbarra	0	17
Pappinbarra	1	64
Para	0	0
Para	1	0
Paradise (NSW)	0	-4
Paradise (NSW)	1	20
Paringi	0	4
Paringi	1	11
Parkes (NSW)	0	1263
Parkes (NSW)	1	10145
Parkesbourne	0	13
Parkesbourne	1	157
Parklea	0	1450
Parklea	1	2015
Parkville (NSW)	0	23
Parkville (NSW)	1	279
Parma	0	3
Parma	1	166
Parramatta	0	13772
Parramatta	1	12026
Parraweena	0	1
Parraweena	1	39
Patchs Beach	0	17
Patchs Beach	1	45
Paterson (NSW)	0	93
Paterson (NSW)	1	799
Patonga	0	16
Patonga	1	190
Paupong	0	-3
Paupong	1	16
Paxton	0	87
Paxton	1	855
Paynes Crossing	0	59
Paynes Crossing	1	59
Paytens Bridge	0	17
Paytens Bridge	1	87
Peacock Creek	0	10
Peacock Creek	1	18
Peak Hill (NSW)	0	133
Peak Hill (NSW)	1	973
Peak View	0	14
Peak View	1	38
Peakhurst	0	1441
Peakhurst	1	9098
Peakhurst Heights	0	170
Peakhurst Heights	1	2166
Pearces Creek	0	20
Pearces Creek	1	164
Pearl Beach	0	82
Pearl Beach	1	454
Peats Ridge	0	57
Peats Ridge	1	320
Pebbly Beach	0	0
Pebbly Beach	1	3
Peel	0	43
Peel	1	247
Peelwood	0	-1
Peelwood	1	35
Pejar	0	9
Pejar	1	41
Pelaw Main	0	65
Pelaw Main	1	956
Pelican (NSW)	0	42
Pelican (NSW)	1	839
Pelton	0	0
Pelton	1	86
Pembrooke	0	13
Pembrooke	1	114
Pemulwuy	0	716
Pemulwuy	1	4293
Pendle Hill	0	2170
Pendle Hill	1	5077
Pennant Hills	0	1113
Pennant Hills	1	6174
Penrith	0	2357
Penrith	1	10938
Penrose	0	28
Penrose	1	219
Penshurst (NSW)	0	3313
Penshurst (NSW)	1	9473
Pericoe	0	5
Pericoe	1	8
Perrys Crossing	0	0
Perrys Crossing	1	0
Perthville	0	57
Perthville	1	567
Petersham	0	1661
Petersham	1	6455
Pheasants Nest	0	98
Pheasants Nest	1	590
Phegans Bay	0	57
Phegans Bay	1	375
Phillip Bay	0	78
Phillip Bay	1	626
Phoenix Park	0	10
Phoenix Park	1	85
Piallamore	0	16
Piallamore	1	245
Piallaway	0	16
Piallaway	1	116
Piambong	0	20
Piambong	1	134
Picketts Valley	0	14
Picketts Valley	1	204
Picnic Point	0	582
Picnic Point	1	5578
Picton (NSW)	0	427
Picton (NSW)	1	4389
Pigeonbah	0	0
Pigeonbah	1	12
Piggabeen	0	27
Piggabeen	1	295
Pikapene	0	0
Pikapene	1	0
Pillar Valley	0	38
Pillar Valley	1	276
Pilliga	0	42
Pilliga	1	175
Pilot Wilderness	0	0
Pilot Wilderness	1	0
Pimlico (NSW)	0	27
Pimlico (NSW)	1	270
Pimlico Island	0	0
Pimlico Island	1	0
Pinbeyan	0	0
Pinbeyan	1	0
Pindaroi	0	5
Pindaroi	1	34
Pindimar	0	39
Pindimar	1	297
Pine Camp	0	8
Pine Camp	1	10
Pine Clump	0	6
Pine Clump	1	3
Pine Grove (NSW)	0	0
Pine Grove (NSW)	1	7
Pine Lodge (NSW)	0	7
Pine Lodge (NSW)	1	53
Pine Ridge	0	24
Pine Ridge	1	95
Pine Valley	0	5
Pine Valley	1	27
Piney Range	0	22
Piney Range	1	50
Pinkett	0	15
Pinkett	1	48
Pinnacle (NSW)	0	0
Pinnacle (NSW)	1	39
Pinnacle Swamp	0	1
Pinnacle Swamp	1	31
Pinny Beach	0	0
Pinny Beach	1	0
Piora	0	3
Piora	1	83
Pipeclay	0	8
Pipeclay	1	56
Pitnacree	0	0
Pitnacree	1	43
Pitt Town	0	227
Pitt Town	1	2806
Pitt Town Bottoms	0	33
Pitt Town Bottoms	1	69
Pleasant Hills	0	17
Pleasant Hills	1	113
Pleasure Point	0	36
Pleasure Point	1	492
Plumpton (NSW)	0	1466
Plumpton (NSW)	1	7743
Point Clare	0	348
Point Clare	1	3383
Point Frederick	0	308
Point Frederick	1	1619
Point Piper	0	304
Point Piper	1	1120
Point Wolstoncroft	0	0
Point Wolstoncroft	1	0
Pointer Mountain	0	-3
Pointer Mountain	1	12
Pokolbin	0	196
Pokolbin	1	765
Pola Creek	0	9
Pola Creek	1	58
Polo Flat	0	4
