SSC_NAME16	CountryOfBirth	persons
Park Orchards	AUS	3057
Park Orchards	CAN	3
Park Orchards	CHL	3
Park Orchards	CHN	46
Park Orchards	DEU	25
Park Orchards	EGY	6
Park Orchards	FRA	3
Park Orchards	GBR	197
Park Orchards	GRC	10
Park Orchards	HKG	12
Park Orchards	HRV	3
Park Orchards	IDN	3
Park Orchards	IND	25
Park Orchards	IRL	6
Park Orchards	IRN	3
Park Orchards	ITA	60
Park Orchards	JPN	8
Park Orchards	KOR	4
Park Orchards	LKA	9
Park Orchards	MKD	5
Park Orchards	MLT	3
Park Orchards	MYS	21
Park Orchards	NLD	16
Park Orchards	NZL	29
Park Orchards	PHL	5
Park Orchards	PNG	4
Park Orchards	POL	9
Park Orchards	SGP	5
Park Orchards	USA	7
Park Orchards	VNM	7
Park Orchards	ZAF	35
Park Orchards	ZWE	9
Parkdale		843
Parkdale	AUS	8693
Parkdale	BGD	3
Parkdale	BIH	4
Parkdale	CAN	20
Parkdale	CHL	15
Parkdale	CHN	208
Parkdale	DEU	72
Parkdale	EGY	20
Parkdale	FJI	8
Parkdale	FRA	27
Parkdale	GBR	720
Parkdale	GRC	90
Parkdale	HKG	15
Parkdale	HRV	16
Parkdale	IDN	9
Parkdale	IND	114
Parkdale	IRL	64
Parkdale	IRN	9
Parkdale	IRQ	5
Parkdale	ITA	86
Parkdale	JPN	19
Parkdale	KHM	3
Parkdale	KOR	4
Parkdale	LBN	7
Parkdale	LKA	57
Parkdale	MLT	8
Parkdale	MMR	3
Parkdale	MUS	18
Parkdale	MYS	28
Parkdale	NLD	29
Parkdale	NPL	3
Parkdale	NZL	181
Parkdale	PAK	3
Parkdale	PHL	40
Parkdale	PNG	9
Parkdale	POL	35
Parkdale	SGP	17
Parkdale	THA	19
Parkdale	TUR	19
Parkdale	TWN	8
Parkdale	USA	65
Parkdale	VNM	4
Parkdale	ZAF	104
Parkdale	ZWE	16
Parkville (Vic.)		1195
Parkville (Vic.)	AFG	15
Parkville (Vic.)	AUS	3719
Parkville (Vic.)	BGD	16
Parkville (Vic.)	BIH	3
Parkville (Vic.)	CAN	34
Parkville (Vic.)	CHL	20
Parkville (Vic.)	CHN	525
Parkville (Vic.)	DEU	35
Parkville (Vic.)	EGY	16
Parkville (Vic.)	FJI	8
Parkville (Vic.)	FRA	29
Parkville (Vic.)	GBR	230
Parkville (Vic.)	GRC	22
Parkville (Vic.)	HKG	80
Parkville (Vic.)	HRV	8
Parkville (Vic.)	IDN	50
Parkville (Vic.)	IND	160
Parkville (Vic.)	IRL	29
Parkville (Vic.)	IRN	59
Parkville (Vic.)	IRQ	7
Parkville (Vic.)	ITA	66
Parkville (Vic.)	JPN	34
Parkville (Vic.)	KHM	5
Parkville (Vic.)	KOR	47
Parkville (Vic.)	LBN	3
Parkville (Vic.)	LKA	54
Parkville (Vic.)	MKD	8
Parkville (Vic.)	MLT	11
Parkville (Vic.)	MMR	3
Parkville (Vic.)	MUS	11
Parkville (Vic.)	MYS	273
Parkville (Vic.)	NLD	18
Parkville (Vic.)	NPL	4
Parkville (Vic.)	NZL	168
Parkville (Vic.)	PAK	24
Parkville (Vic.)	PHL	54
Parkville (Vic.)	PNG	4
Parkville (Vic.)	POL	6
Parkville (Vic.)	SGP	103
Parkville (Vic.)	THA	26
Parkville (Vic.)	TUR	8
Parkville (Vic.)	TWN	30
Parkville (Vic.)	USA	72
Parkville (Vic.)	VNM	64
Parkville (Vic.)	ZAF	47
Parkville (Vic.)	ZWE	14
Parwan		21
Parwan	AUS	128
Parwan	ITA	3
Parwan	MLT	4
Parwan	NZL	3
Parwan	PHL	6
Paschendale	AUS	29
Pascoe Vale		1765
Pascoe Vale	AFG	6
Pascoe Vale	AUS	10619
Pascoe Vale	BGD	20
Pascoe Vale	BIH	15
Pascoe Vale	CAN	28
Pascoe Vale	CHL	24
Pascoe Vale	CHN	229
Pascoe Vale	DEU	65
Pascoe Vale	EGY	91
Pascoe Vale	FJI	51
Pascoe Vale	FRA	18
Pascoe Vale	GBR	342
Pascoe Vale	GRC	252
Pascoe Vale	HKG	30
Pascoe Vale	HRV	14
Pascoe Vale	IDN	39
Pascoe Vale	IND	568
Pascoe Vale	IRL	42
Pascoe Vale	IRN	98
Pascoe Vale	IRQ	70
Pascoe Vale	ITA	759
Pascoe Vale	JPN	36
Pascoe Vale	KHM	9
Pascoe Vale	KOR	44
Pascoe Vale	LBN	185
Pascoe Vale	LKA	163
Pascoe Vale	MKD	11
Pascoe Vale	MLT	75
Pascoe Vale	MMR	3
Pascoe Vale	MUS	25
Pascoe Vale	MYS	90
Pascoe Vale	NLD	13
Pascoe Vale	NPL	95
Pascoe Vale	NZL	243
Pascoe Vale	PAK	278
Pascoe Vale	PHL	127
Pascoe Vale	PNG	8
Pascoe Vale	POL	46
Pascoe Vale	SGP	36
Pascoe Vale	THA	52
Pascoe Vale	TUR	179
Pascoe Vale	TWN	27
Pascoe Vale	USA	42
Pascoe Vale	VNM	84
Pascoe Vale	ZAF	33
Pascoe Vale	ZWE	16
Pascoe Vale South		834
Pascoe Vale South	AUS	7205
Pascoe Vale South	BGD	4
Pascoe Vale South	CAN	14
Pascoe Vale South	CHL	6
Pascoe Vale South	CHN	85
Pascoe Vale South	DEU	31
Pascoe Vale South	EGY	38
Pascoe Vale South	FJI	9
Pascoe Vale South	FRA	10
Pascoe Vale South	GBR	175
Pascoe Vale South	GRC	279
Pascoe Vale South	HKG	9
Pascoe Vale South	HRV	11
Pascoe Vale South	IDN	9
Pascoe Vale South	IND	89
Pascoe Vale South	IRL	29
Pascoe Vale South	IRN	10
Pascoe Vale South	IRQ	6
Pascoe Vale South	ITA	526
Pascoe Vale South	JPN	13
Pascoe Vale South	KHM	3
Pascoe Vale South	KOR	10
Pascoe Vale South	LBN	81
Pascoe Vale South	LKA	10
Pascoe Vale South	MKD	24
Pascoe Vale South	MLT	42
Pascoe Vale South	MUS	13
Pascoe Vale South	MYS	32
Pascoe Vale South	NLD	11
Pascoe Vale South	NPL	28
Pascoe Vale South	NZL	98
Pascoe Vale South	PAK	38
Pascoe Vale South	PHL	49
Pascoe Vale South	PNG	6
Pascoe Vale South	POL	18
Pascoe Vale South	SGP	16
Pascoe Vale South	THA	15
Pascoe Vale South	TUR	47
Pascoe Vale South	TWN	8
Pascoe Vale South	USA	27
Pascoe Vale South	VNM	76
Pascoe Vale South	ZAF	25
Pastoria		3
Pastoria	AUS	33
Pastoria	GBR	4
Pastoria	NZL	3
Pastoria East		4
Pastoria East	AUS	28
Patchewollock		13
Patchewollock	AUS	108
Patchewollock	GBR	4
Patchewollock	NZL	6
Patho		15
Patho	AUS	82
Patho	GBR	3
Patterson Lakes		711
Patterson Lakes	AUS	5224
Patterson Lakes	BGD	4
Patterson Lakes	BIH	11
Patterson Lakes	CAN	3
Patterson Lakes	CHL	9
Patterson Lakes	CHN	152
Patterson Lakes	DEU	37
Patterson Lakes	EGY	46
Patterson Lakes	FJI	19
Patterson Lakes	FRA	11
Patterson Lakes	GBR	462
Patterson Lakes	GRC	57
Patterson Lakes	HKG	25
Patterson Lakes	HRV	32
Patterson Lakes	IDN	12
Patterson Lakes	IND	72
Patterson Lakes	IRL	29
Patterson Lakes	IRN	6
Patterson Lakes	ITA	56
Patterson Lakes	JPN	10
Patterson Lakes	KHM	11
Patterson Lakes	KOR	3
Patterson Lakes	LBN	7
Patterson Lakes	LKA	39
Patterson Lakes	MLT	27
Patterson Lakes	MUS	32
Patterson Lakes	MYS	22
Patterson Lakes	NLD	38
Patterson Lakes	NZL	113
Patterson Lakes	PAK	7
Patterson Lakes	PHL	52
Patterson Lakes	PNG	4
Patterson Lakes	POL	23
Patterson Lakes	SGP	8
Patterson Lakes	THA	24
Patterson Lakes	TUR	20
Patterson Lakes	TWN	3
Patterson Lakes	USA	25
Patterson Lakes	VNM	55
Patterson Lakes	ZAF	51
Patterson Lakes	ZWE	3
Patyah		3
Patyah	AUS	52
Patyah	GBR	3
Paynesville (Vic.)		354
Paynesville (Vic.)	AUS	2650
Paynesville (Vic.)	CHN	8
Paynesville (Vic.)	DEU	34
Paynesville (Vic.)	GBR	274
Paynesville (Vic.)	GRC	4
Paynesville (Vic.)	IND	12
Paynesville (Vic.)	IRL	8
Paynesville (Vic.)	IRQ	3
Paynesville (Vic.)	ITA	3
Paynesville (Vic.)	MLT	3
Paynesville (Vic.)	MUS	3
Paynesville (Vic.)	MYS	3
Paynesville (Vic.)	NLD	37
Paynesville (Vic.)	NZL	34
Paynesville (Vic.)	PHL	10
Paynesville (Vic.)	POL	4
Paynesville (Vic.)	USA	10
Paynesville (Vic.)	ZAF	15
Pearcedale		260
Pearcedale	AUS	3145
Pearcedale	BIH	4
Pearcedale	CAN	4
Pearcedale	CHL	3
Pearcedale	CHN	3
Pearcedale	DEU	18
Pearcedale	GBR	231
Pearcedale	GRC	14
Pearcedale	IDN	3
Pearcedale	IND	3
Pearcedale	IRL	7
Pearcedale	ITA	23
Pearcedale	KHM	5
Pearcedale	LBN	4
Pearcedale	LKA	3
Pearcedale	MKD	3
Pearcedale	MLT	3
Pearcedale	MYS	5
Pearcedale	NLD	19
Pearcedale	NZL	34
Pearcedale	PHL	8
Pearcedale	POL	7
Pearcedale	USA	7
Pearcedale	ZAF	10
Pearsondale		14
Pearsondale	AUS	115
Pearsondale	GBR	3
Pearsondale	ZAF	3
Peechelba		15
Peechelba	AUS	149
Peechelba	GBR	10
Peechelba	THA	4
Peechelba East		3
Peechelba East	AUS	42
Pelluebla	AUS	30
Pennyroyal		17
Pennyroyal	AUS	57
Pennyroyal	CHN	3
Pennyroyal	GBR	5
Pennyroyal	USA	3
Penshurst (Vic.)		32
Penshurst (Vic.)	AUS	538
Penshurst (Vic.)	GBR	24
Penshurst (Vic.)	IND	3
Penshurst (Vic.)	MLT	3
Penshurst (Vic.)	NLD	6
Penshurst (Vic.)	NZL	10
Pental Island		15
Pental Island	AUS	123
Pentland Hills		17
Pentland Hills	AUS	147
Pentland Hills	GBR	8
Pentland Hills	NLD	3
Pentland Hills	NZL	3
Percydale		9
Percydale	AUS	32
Peronne		8
Peronne	AUS	38
Perry Bridge		3
Perry Bridge	AUS	65
Perry Bridge	GBR	3
Perry Bridge	HRV	3
Peterborough (Vic.)		31
Peterborough (Vic.)	AUS	203
Peterborough (Vic.)	GBR	9
Peterborough (Vic.)	VNM	3
Pheasant Creek (Vic.)		38
Pheasant Creek (Vic.)	AUS	256
Pheasant Creek (Vic.)	GBR	7
Pheasant Creek (Vic.)	IND	8
Pheasant Creek (Vic.)	ITA	3
Pheasant Creek (Vic.)	MKD	4
Pheasant Creek (Vic.)	MUS	4
Piangil		29
Piangil	AUS	205
Piangil	GBR	3
Piangil	ITA	9
Picola		18
Picola	AUS	189
Picola	GBR	3
Picola West	AUS	14
Piedmont		4
Piedmont	AUS	29
Piedmont	GBR	3
Piedmont	HRV	3
Pier Milan		3
Pier Milan	AUS	4
Pigeon Ponds	AUS	29
Piggoreet		4
Piggoreet	AUS	32
Piggoreet	GBR	3
Pimpinio		15
Pimpinio	AUS	164
Pine Grove (Vic.)		4
Pine Grove (Vic.)	AUS	28
Pine Lodge (Vic.)		8
Pine Lodge (Vic.)	AUS	222
Pine Lodge (Vic.)	GBR	5
Pine Lodge (Vic.)	NLD	4
Pine Lodge (Vic.)	NZL	9
Pine Mountain (Vic.)	AUS	35
Pine Mountain (Vic.)	GBR	4
Pioneer Bay		45
Pioneer Bay	AUS	248
Pioneer Bay	DEU	3
Pioneer Bay	GBR	22
Pioneer Bay	IRL	3
Pioneer Bay	ITA	5
Pioneer Bay	NLD	3
Pioneer Bay	NZL	9
Pipers Creek		34
Pipers Creek	AUS	106
Pipers Creek	GBR	6
Pipers Creek	MLT	3
Pira		5
Pira	AUS	7
Piries		5
Piries	AUS	45
Piries	DEU	3
Pirron Yallock		9
Pirron Yallock	AUS	88
Pirron Yallock	GBR	5
Pirron Yallock	NZL	6
Pirron Yallock	ZWE	3
Pitfield		3
Pitfield	AUS	45
Pittong		3
Pittong	AUS	8
Pittong	NZL	3
Plenty (Vic.)		118
Plenty (Vic.)	AUS	1971
Plenty (Vic.)	CAN	7
Plenty (Vic.)	CHN	3
Plenty (Vic.)	DEU	5
Plenty (Vic.)	EGY	3
Plenty (Vic.)	GBR	56
Plenty (Vic.)	GRC	14
Plenty (Vic.)	HRV	18
Plenty (Vic.)	IDN	3
Plenty (Vic.)	IND	13
Plenty (Vic.)	IRL	3
Plenty (Vic.)	IRN	4
Plenty (Vic.)	IRQ	3
Plenty (Vic.)	ITA	43
Plenty (Vic.)	KHM	4
Plenty (Vic.)	LBN	3
Plenty (Vic.)	MKD	13
Plenty (Vic.)	MLT	6
Plenty (Vic.)	MMR	3
Plenty (Vic.)	MYS	3
Plenty (Vic.)	NLD	6
Plenty (Vic.)	NZL	20
Plenty (Vic.)	PHL	9
Plenty (Vic.)	POL	3
Plenty (Vic.)	THA	3
Plenty (Vic.)	TUR	3
Plenty (Vic.)	USA	3
Plenty (Vic.)	VNM	5
Plenty (Vic.)	ZAF	3
Plumpton (Vic.)		529
Plumpton (Vic.)	AFG	4
Plumpton (Vic.)	AUS	2258
Plumpton (Vic.)	BIH	32
Plumpton (Vic.)	CAN	4
Plumpton (Vic.)	CHL	18
Plumpton (Vic.)	CHN	30
Plumpton (Vic.)	EGY	23
Plumpton (Vic.)	FJI	35
Plumpton (Vic.)	FRA	3
Plumpton (Vic.)	GBR	54
Plumpton (Vic.)	GRC	4
Plumpton (Vic.)	HKG	8
Plumpton (Vic.)	HRV	36
Plumpton (Vic.)	IDN	6
Plumpton (Vic.)	IND	360
Plumpton (Vic.)	IRQ	28
Plumpton (Vic.)	ITA	43
Plumpton (Vic.)	LBN	10
Plumpton (Vic.)	LKA	101
Plumpton (Vic.)	MKD	58
Plumpton (Vic.)	MLT	75
Plumpton (Vic.)	MUS	11
Plumpton (Vic.)	MYS	22
Plumpton (Vic.)	NZL	81
Plumpton (Vic.)	PAK	33
Plumpton (Vic.)	PHL	312
Plumpton (Vic.)	POL	8
Plumpton (Vic.)	SGP	13
Plumpton (Vic.)	THA	3
Plumpton (Vic.)	TUR	8
Plumpton (Vic.)	TWN	3
Plumpton (Vic.)	USA	11
Plumpton (Vic.)	VNM	61
Plumpton (Vic.)	ZAF	23
Plumpton (Vic.)	ZWE	8
Point Cook		4573
Point Cook	AFG	31
Point Cook	AUS	24131
Point Cook	BGD	159
Point Cook	BIH	112
Point Cook	CAN	77
Point Cook	CHL	73
Point Cook	CHN	3188
Point Cook	DEU	146
Point Cook	EGY	122
Point Cook	FJI	199
Point Cook	FRA	53
Point Cook	GBR	1947
Point Cook	GRC	111
Point Cook	HKG	271
Point Cook	HRV	104
Point Cook	IDN	702
Point Cook	IND	4561
Point Cook	IRL	186
Point Cook	IRN	171
Point Cook	IRQ	51
Point Cook	ITA	200
Point Cook	JPN	89
Point Cook	KHM	85
Point Cook	KOR	489
Point Cook	LBN	118
Point Cook	LKA	404
Point Cook	MKD	199
Point Cook	MLT	166
Point Cook	MMR	63
Point Cook	MUS	205
Point Cook	MYS	1001
Point Cook	NLD	63
Point Cook	NPL	47
Point Cook	NZL	2003
Point Cook	PAK	337
Point Cook	PHL	1044
Point Cook	PNG	39
Point Cook	POL	128
Point Cook	SGP	454
Point Cook	THA	133
Point Cook	TUR	55
Point Cook	TWN	110
Point Cook	USA	209
Point Cook	VNM	494
Point Cook	ZAF	719
Point Cook	ZWE	107
Point Leo		6
Point Leo	AUS	131
Point Leo	DEU	3
Point Leo	GBR	4
Point Leo	SGP	4
Point Leo	USA	3
Point Lonsdale		233
Point Lonsdale	AFG	4
Point Lonsdale	AUS	2176
Point Lonsdale	CAN	3
Point Lonsdale	CHN	3
Point Lonsdale	DEU	11
Point Lonsdale	EGY	4
Point Lonsdale	GBR	135
Point Lonsdale	IDN	5
Point Lonsdale	IRL	9
Point Lonsdale	ITA	9
Point Lonsdale	JPN	4
Point Lonsdale	LKA	3
Point Lonsdale	MLT	7
Point Lonsdale	NLD	14
Point Lonsdale	NZL	31
Point Lonsdale	SGP	3
Point Lonsdale	THA	4
Point Lonsdale	TWN	3
Point Lonsdale	USA	9
Point Lonsdale	ZAF	7
Polisbet	AUS	5
Pomborneit		4
Pomborneit	AUS	52
Pomborneit	NZL	7
Pomborneit East		3
Pomborneit East	AUS	21
Pomborneit North		12
Pomborneit North	AUS	53
Pomborneit North	NZL	3
Pomonal		15
Pomonal	AUS	269
Pomonal	DEU	4
Pomonal	GBR	12
Pomonal	NZL	12
Pomonal	POL	7
Pompapiel		14
Pompapiel	AUS	34
Poolaijelo	AUS	31
Poolaijelo	NZL	3
Pootilla		7
Pootilla	AUS	65
Pootilla	NZL	3
Poowong		40
Poowong	AUS	538
Poowong	GBR	38
Poowong	GRC	3
Poowong	KOR	8
Poowong	NLD	7
Poowong	NZL	6
Poowong East		6
Poowong East	AUS	66
Poowong North		13
Poowong North	AUS	160
Poowong North	GBR	7
Poowong North	NZL	3
Porcupine Ridge		20
Porcupine Ridge	AUS	90
Porcupine Ridge	GBR	3
Porcupine Ridge	MKD	3
Porepunkah		101
Porepunkah	AUS	750
Porepunkah	CAN	3
Porepunkah	DEU	11
Porepunkah	FRA	3
Porepunkah	GBR	40
Porepunkah	HRV	3
Porepunkah	ITA	4
Porepunkah	MYS	4
Porepunkah	NLD	4
Porepunkah	NZL	16
Porepunkah	POL	4
Porepunkah	USA	8
Port Albert		37
Port Albert	AUS	226
Port Albert	DEU	3
Port Albert	GBR	17
Port Albert	NLD	3
Port Albert	NZL	3
Port Campbell		82
Port Campbell	AUS	359
Port Campbell	CHN	4
Port Campbell	FRA	3
Port Campbell	GBR	12
Port Campbell	IDN	4
Port Campbell	NZL	6
Port Fairy		322
Port Fairy	AUS	2784
Port Fairy	CAN	10
Port Fairy	CHN	9
Port Fairy	DEU	6
Port Fairy	FRA	3
Port Fairy	GBR	120
Port Fairy	IND	5
Port Fairy	IRL	5
Port Fairy	ITA	3
Port Fairy	LKA	5
Port Fairy	MYS	3
Port Fairy	NLD	11
Port Fairy	NZL	30
Port Fairy	PHL	3
Port Fairy	POL	4
Port Fairy	SGP	3
Port Fairy	USA	7
Port Fairy	ZAF	11
Port Franklin		6
Port Franklin	AUS	112
Port Franklin	GBR	10
Port Melbourne		2153
Port Melbourne	AUS	10210
Port Melbourne	BGD	3
Port Melbourne	BIH	35
Port Melbourne	CAN	72
Port Melbourne	CHL	15
Port Melbourne	CHN	154
Port Melbourne	DEU	120
Port Melbourne	EGY	34
Port Melbourne	FJI	15
Port Melbourne	FRA	90
Port Melbourne	GBR	1013
Port Melbourne	GRC	325
Port Melbourne	HKG	37
Port Melbourne	HRV	22
Port Melbourne	IDN	29
Port Melbourne	IND	102
Port Melbourne	IRL	125
Port Melbourne	IRN	27
Port Melbourne	IRQ	5
Port Melbourne	ITA	159
Port Melbourne	JPN	38
Port Melbourne	KOR	15
Port Melbourne	LBN	17
Port Melbourne	LKA	21
Port Melbourne	MKD	24
Port Melbourne	MLT	39
Port Melbourne	MUS	14
Port Melbourne	MYS	120
Port Melbourne	NLD	54
Port Melbourne	NPL	12
Port Melbourne	NZL	426
Port Melbourne	PAK	3
Port Melbourne	PHL	45
Port Melbourne	PNG	10
Port Melbourne	POL	67
Port Melbourne	SGP	38
Port Melbourne	THA	33
Port Melbourne	TUR	50
Port Melbourne	TWN	20
Port Melbourne	USA	164
Port Melbourne	VNM	65
Port Melbourne	ZAF	139
Port Melbourne	ZWE	3
Port Welshpool		31
Port Welshpool	AUS	155
Port Welshpool	GBR	14
Port Welshpool	MLT	4
Port Welshpool	NLD	3
Portarlington		424
Portarlington	AUS	2650
Portarlington	CAN	10
Portarlington	CHN	3
Portarlington	DEU	22
Portarlington	EGY	15
Portarlington	GBR	230
Portarlington	GRC	19
Portarlington	HRV	17
Portarlington	IDN	3
Portarlington	IND	5
Portarlington	IRL	11
Portarlington	ITA	20
Portarlington	JPN	3
Portarlington	LKA	3
Portarlington	MLT	51
Portarlington	MUS	3
Portarlington	NLD	27
Portarlington	NZL	65
Portarlington	PHL	3
Portarlington	PNG	3
Portarlington	POL	3
Portarlington	THA	3
Portarlington	USA	11
Portarlington	VNM	4
Portarlington	ZAF	3
Portland (Vic.)		1010
Portland (Vic.)	AUS	7990
Portland (Vic.)	BGD	9
Portland (Vic.)	CAN	3
Portland (Vic.)	CHN	4
Portland (Vic.)	DEU	20
Portland (Vic.)	EGY	5
Portland (Vic.)	FJI	10
Portland (Vic.)	GBR	257
Portland (Vic.)	GRC	6
Portland (Vic.)	HKG	3
Portland (Vic.)	HRV	6
Portland (Vic.)	IDN	5
Portland (Vic.)	IND	24
Portland (Vic.)	IRL	8
Portland (Vic.)	IRN	3
Portland (Vic.)	ITA	10
Portland (Vic.)	JPN	3
Portland (Vic.)	LKA	19
Portland (Vic.)	MLT	9
Portland (Vic.)	MYS	9
Portland (Vic.)	NLD	46
Portland (Vic.)	NZL	112
Portland (Vic.)	PAK	8
Portland (Vic.)	PHL	56
Portland (Vic.)	PNG	3
Portland (Vic.)	SGP	3
Portland (Vic.)	THA	7
Portland (Vic.)	USA	9
Portland (Vic.)	VNM	11
Portland (Vic.)	ZAF	25
Portland (Vic.)	ZWE	11
Portland North		63
Portland North	AUS	520
Portland North	GBR	11
Portland North	ITA	3
Portland North	NZL	3
Portland North	PNG	4
Portland West		25
Portland West	AUS	502
Portland West	DEU	3
Portland West	GBR	15
Portland West	NZL	9
Portland West	PHL	3
Portsea		43
Portsea	AUS	411
Portsea	DEU	4
Portsea	GBR	24
Portsea	ITA	3
Portsea	NLD	5
Portsea	NZL	7
Portsea	SGP	3
Portsea	USA	3
Pound Creek		9
Pound Creek	AUS	88
Powelltown		29
Powelltown	AUS	170
Powelltown	DEU	7
Powelltown	GBR	14
Powers Creek	AUS	11
Powlett Plains		7
Powlett Plains	AUS	31
Powlett Plains	NZL	3
Prahran		1999
Prahran	AUS	7458
Prahran	BGD	3
Prahran	BIH	15
Prahran	CAN	49
Prahran	CHL	23
Prahran	CHN	215
Prahran	DEU	75
Prahran	EGY	14
Prahran	FJI	19
Prahran	FRA	95
Prahran	GBR	678
Prahran	GRC	388
Prahran	HKG	46
Prahran	HRV	13
Prahran	IDN	44
Prahran	IND	195
Prahran	IRL	105
Prahran	IRN	22
Prahran	IRQ	5
Prahran	ITA	78
Prahran	JPN	46
Prahran	KHM	10
Prahran	KOR	53
Prahran	LBN	7
Prahran	LKA	51
Prahran	MKD	8
Prahran	MLT	7
Prahran	MMR	5
Prahran	MUS	27
Prahran	MYS	113
Prahran	NLD	27
Prahran	NPL	7
Prahran	NZL	476
Prahran	PAK	12
Prahran	PHL	81
Prahran	PNG	5
Prahran	POL	47
Prahran	SGP	42
Prahran	THA	42
Prahran	TUR	15
Prahran	TWN	27
Prahran	USA	133
Prahran	VNM	81
Prahran	ZAF	102
Prahran	ZWE	14
Prairie (Vic.)		5
Prairie (Vic.)	AUS	48
Prairie (Vic.)	ZAF	5
Pranjip	AUS	18
Preston (Vic.)		3892
Preston (Vic.)	AFG	37
Preston (Vic.)	AUS	19004
Preston (Vic.)	BGD	108
Preston (Vic.)	BIH	48
Preston (Vic.)	CAN	61
Preston (Vic.)	CHL	48
Preston (Vic.)	CHN	1206
Preston (Vic.)	DEU	75
Preston (Vic.)	EGY	82
Preston (Vic.)	FJI	36
Preston (Vic.)	FRA	53
Preston (Vic.)	GBR	704
Preston (Vic.)	GRC	1051
Preston (Vic.)	HKG	66
Preston (Vic.)	HRV	93
Preston (Vic.)	IDN	63
Preston (Vic.)	IND	916
Preston (Vic.)	IRL	106
Preston (Vic.)	IRN	90
Preston (Vic.)	IRQ	34
Preston (Vic.)	ITA	1204
Preston (Vic.)	JPN	72
Preston (Vic.)	KHM	37
Preston (Vic.)	KOR	56
Preston (Vic.)	LBN	283
Preston (Vic.)	LKA	133
Preston (Vic.)	MKD	402
Preston (Vic.)	MLT	66
Preston (Vic.)	MMR	12
Preston (Vic.)	MUS	61
Preston (Vic.)	MYS	243
Preston (Vic.)	NLD	26
Preston (Vic.)	NPL	211
Preston (Vic.)	NZL	526
Preston (Vic.)	PAK	157
Preston (Vic.)	PHL	220
Preston (Vic.)	PNG	8
Preston (Vic.)	POL	42
Preston (Vic.)	SGP	72
Preston (Vic.)	THA	105
Preston (Vic.)	TUR	65
Preston (Vic.)	TWN	50
Preston (Vic.)	USA	107
Preston (Vic.)	VNM	807
Preston (Vic.)	ZAF	88
Preston (Vic.)	ZWE	26
Princes Hill		259
Princes Hill	AUS	1419
Princes Hill	BIH	3
Princes Hill	CAN	8
Princes Hill	CHN	32
Princes Hill	DEU	14
Princes Hill	EGY	4
Princes Hill	FJI	4
Princes Hill	FRA	9
Princes Hill	GBR	91
Princes Hill	GRC	17
Princes Hill	HKG	4
Princes Hill	HRV	3
Princes Hill	IDN	10
Princes Hill	IND	5
Princes Hill	IRL	12
Princes Hill	IRN	4
Princes Hill	IRQ	6
Princes Hill	ITA	48
Princes Hill	JPN	8
Princes Hill	KOR	6
Princes Hill	LKA	6
Princes Hill	MLT	4
Princes Hill	MMR	3
Princes Hill	MUS	3
Princes Hill	MYS	17
Princes Hill	NLD	9
Princes Hill	NZL	52
Princes Hill	PHL	8
Princes Hill	SGP	8
Princes Hill	TUR	4
Princes Hill	USA	31
Princes Hill	VNM	8
Princes Hill	ZAF	7
Princetown		25
Princetown	AUS	188
Princetown	DEU	3
Princetown	GBR	3
Princetown	NLD	11
Princetown	NZL	10
Princetown	ZAF	3
Puckapunyal		84
Puckapunyal	AUS	903
Puckapunyal	CHN	3
Puckapunyal	DEU	3
Puckapunyal	GBR	28
Puckapunyal	MYS	5
Puckapunyal	NZL	11
Puckapunyal	PHL	8
Puckapunyal	USA	14
Puckapunyal	ZAF	3
Pura Pura		5
Pura Pura	AUS	28
Purdeet	AUS	14
Purnim		43
Purnim	AUS	211
Purnim	GBR	3
Purnim	NZL	3
Purnim West		3
Purnim West	AUS	33
Pyalong		65
Pyalong	AUS	547
Pyalong	GBR	20
Pyalong	HRV	3
Pyalong	IND	3
Pyalong	ITA	4
Pyalong	MLT	3
Pyalong	MYS	4
Pyalong	NLD	3
Pyalong	NZL	8
Pyramid Hill		43
Pyramid Hill	AUS	413
Pyramid Hill	CHN	3
Pyramid Hill	DEU	8
Pyramid Hill	GBR	13
Pyramid Hill	IRL	3
Pyramid Hill	NLD	3
Pyramid Hill	NZL	11
Pyramid Hill	PHL	60
Quambatook		26
Quambatook	AUS	208
Quambatook	GBR	7
Quambatook	ZAF	4
Quantong		19
Quantong	AUS	277
Quantong	GBR	6
Quantong	NZL	3
Quarry Hill		152
Quarry Hill	AUS	2026
Quarry Hill	BGD	3
Quarry Hill	CAN	3
Quarry Hill	DEU	4
Quarry Hill	FJI	3
Quarry Hill	GBR	49
Quarry Hill	HKG	3
Quarry Hill	IDN	8
Quarry Hill	IND	24
Quarry Hill	IRL	3
Quarry Hill	ITA	3
Quarry Hill	KOR	3
Quarry Hill	LKA	3
Quarry Hill	NLD	4
Quarry Hill	NPL	4
Quarry Hill	NZL	22
Quarry Hill	PAK	3
Quarry Hill	TWN	3
Quarry Hill	USA	3
Quarry Hill	ZAF	6
Queenscliff (Vic.)		132
Queenscliff (Vic.)	AUS	1053
Queenscliff (Vic.)	CAN	4
Queenscliff (Vic.)	DEU	4
Queenscliff (Vic.)	FRA	3
Queenscliff (Vic.)	GBR	70
Queenscliff (Vic.)	IND	3
Queenscliff (Vic.)	IRL	7
Queenscliff (Vic.)	ITA	4
Queenscliff (Vic.)	MYS	3
Queenscliff (Vic.)	NZL	22
Queenscliff (Vic.)	USA	4
Raglan (Vic.)		23
Raglan (Vic.)	AUS	188
