SSC_NAME16	CountryOfBirth	persons
Delamere (SA)	AUS	120
Delamere (SA)	GBR	18
Denial Bay		21
Denial Bay	AUS	111
Dernancourt		251
Dernancourt	AUS	2661
Dernancourt	CAN	8
Dernancourt	CHL	5
Dernancourt	CHN	82
Dernancourt	DEU	50
Dernancourt	EGY	6
Dernancourt	GBR	225
Dernancourt	GRC	17
Dernancourt	HKG	10
Dernancourt	HRV	9
Dernancourt	IDN	8
Dernancourt	IND	88
Dernancourt	IRL	3
Dernancourt	IRN	12
Dernancourt	ITA	143
Dernancourt	JPN	4
Dernancourt	KOR	16
Dernancourt	LBN	12
Dernancourt	LKA	18
Dernancourt	MLT	3
Dernancourt	MYS	55
Dernancourt	NLD	14
Dernancourt	NPL	14
Dernancourt	NZL	32
Dernancourt	PAK	8
Dernancourt	PHL	19
Dernancourt	PNG	3
Dernancourt	POL	13
Dernancourt	SGP	9
Dernancourt	THA	3
Dernancourt	TWN	3
Dernancourt	USA	6
Dernancourt	VNM	10
Dernancourt	ZAF	21
Dernancourt	ZWE	3
Devlins Pound		5
Devlins Pound	AUS	18
Devon Park (SA)		77
Devon Park (SA)	AFG	7
Devon Park (SA)	AUS	572
Devon Park (SA)	BGD	4
Devon Park (SA)	CHL	3
Devon Park (SA)	CHN	26
Devon Park (SA)	DEU	4
Devon Park (SA)	GBR	40
Devon Park (SA)	GRC	18
Devon Park (SA)	HKG	3
Devon Park (SA)	HRV	3
Devon Park (SA)	IND	36
Devon Park (SA)	IRN	4
Devon Park (SA)	IRQ	3
Devon Park (SA)	ITA	10
Devon Park (SA)	KOR	3
Devon Park (SA)	MLT	5
Devon Park (SA)	MYS	3
Devon Park (SA)	NLD	3
Devon Park (SA)	NPL	6
Devon Park (SA)	NZL	4
Devon Park (SA)	PHL	7
Devon Park (SA)	POL	8
Devon Park (SA)	VNM	15
Devon Park (SA)	ZAF	4
Dingabledinga		21
Dingabledinga	AUS	40
Dingabledinga	GBR	3
Direk		92
Direk	AFG	4
Direk	AUS	491
Direk	CHN	5
Direk	DEU	11
Direk	GBR	21
Direk	GRC	4
Direk	IND	3
Direk	IRN	3
Direk	KHM	15
Direk	MLT	3
Direk	MMR	10
Direk	NZL	4
Direk	PHL	17
Direk	VNM	13
Dismal Swamp		5
Dismal Swamp	AUS	51
Donovans		7
Donovans	AUS	66
Donovans	GBR	5
Dover Gardens		298
Dover Gardens	AFG	53
Dover Gardens	AUS	1884
Dover Gardens	BIH	8
Dover Gardens	CAN	8
Dover Gardens	CHN	75
Dover Gardens	DEU	13
Dover Gardens	EGY	12
Dover Gardens	FJI	3
Dover Gardens	FRA	4
Dover Gardens	GBR	204
Dover Gardens	GRC	3
Dover Gardens	HKG	5
Dover Gardens	HRV	9
Dover Gardens	IDN	6
Dover Gardens	IND	37
Dover Gardens	IRL	7
Dover Gardens	IRN	47
Dover Gardens	IRQ	3
Dover Gardens	ITA	12
Dover Gardens	JPN	3
Dover Gardens	KHM	3
Dover Gardens	KOR	6
Dover Gardens	LKA	5
Dover Gardens	MLT	3
Dover Gardens	MMR	3
Dover Gardens	MYS	18
Dover Gardens	NLD	27
Dover Gardens	NPL	9
Dover Gardens	NZL	20
Dover Gardens	PAK	6
Dover Gardens	PHL	17
Dover Gardens	POL	8
Dover Gardens	SGP	3
Dover Gardens	THA	5
Dover Gardens	TWN	3
Dover Gardens	USA	8
Dover Gardens	VNM	10
Dover Gardens	ZAF	9
Dover Gardens	ZWE	6
Dowlingville		4
Dowlingville	AUS	43
Dry Creek (SA)		16
Dry Creek (SA)	AFG	15
Dry Creek (SA)	AUS	134
Dry Creek (SA)	CHN	3
Dry Creek (SA)	DEU	3
Dry Creek (SA)	GBR	7
Dry Creek (SA)	HKG	3
Dry Creek (SA)	HRV	3
Dry Creek (SA)	IRN	4
Dry Creek (SA)	IRQ	4
Dry Creek (SA)	ITA	3
Dry Creek (SA)	MYS	8
Dry Creek (SA)	POL	3
Dry Creek (SA)	SGP	4
Dry Creek (SA)	VNM	15
Dublin		20
Dublin	AUS	322
Dublin	GBR	37
Dublin	KHM	3
Dublin	NZL	4
Duck Ponds		20
Duck Ponds	AUS	255
Duck Ponds	GBR	8
Duck Ponds	NZL	3
Dudley East		3
Dudley East	AUS	44
Dudley Park (SA)		84
Dudley Park (SA)	AUS	378
Dudley Park (SA)	BGD	3
Dudley Park (SA)	BIH	11
Dudley Park (SA)	CHN	24
Dudley Park (SA)	DEU	3
Dudley Park (SA)	FJI	3
Dudley Park (SA)	GBR	18
Dudley Park (SA)	GRC	7
Dudley Park (SA)	HRV	3
Dudley Park (SA)	IND	17
Dudley Park (SA)	IRQ	3
Dudley Park (SA)	ITA	10
Dudley Park (SA)	KOR	3
Dudley Park (SA)	MLT	4
Dudley Park (SA)	NLD	5
Dudley Park (SA)	NPL	3
Dudley Park (SA)	PHL	5
Dudley Park (SA)	POL	3
Dudley Park (SA)	THA	4
Dudley Park (SA)	VNM	29
Dudley West		3
Dudley West	AUS	12
Dudley West	GBR	3
Dudley West	USA	4
Dulwich		108
Dulwich	AUS	1239
Dulwich	BGD	4
Dulwich	CHN	47
Dulwich	DEU	10
Dulwich	EGY	3
Dulwich	FRA	10
Dulwich	GBR	79
Dulwich	GRC	9
Dulwich	HKG	8
Dulwich	IDN	3
Dulwich	IND	27
Dulwich	IRN	7
Dulwich	ITA	11
Dulwich	JPN	8
Dulwich	KOR	7
Dulwich	LKA	10
Dulwich	MLT	4
Dulwich	MYS	14
Dulwich	NLD	4
Dulwich	NZL	18
Dulwich	PAK	3
Dulwich	PHL	6
Dulwich	PNG	3
Dulwich	SGP	11
Dulwich	THA	3
Dulwich	TWN	3
Dulwich	USA	6
Dulwich	VNM	11
Dulwich	ZAF	4
Duncan		3
Duncan	AUS	68
Dutton		12
Dutton	AUS	96
Dutton	GBR	4
Dutton East		7
Dutton East	AUS	10
East Moonta		16
East Moonta	AUS	126
East Moonta	GBR	12
Eastwood (SA)		89
Eastwood (SA)	AFG	4
Eastwood (SA)	AUS	545
Eastwood (SA)	CAN	3
Eastwood (SA)	CHN	15
Eastwood (SA)	DEU	7
Eastwood (SA)	GBR	35
Eastwood (SA)	GRC	3
Eastwood (SA)	IND	10
Eastwood (SA)	IRN	3
Eastwood (SA)	ITA	9
Eastwood (SA)	JPN	3
Eastwood (SA)	KHM	3
Eastwood (SA)	KOR	3
Eastwood (SA)	LKA	7
Eastwood (SA)	MYS	3
Eastwood (SA)	NLD	4
Eastwood (SA)	NZL	8
Eastwood (SA)	USA	6
Eastwood (SA)	ZAF	3
Eba		3
Eba	AUS	10
Eba Anchorage		3
Eba Anchorage	AUS	22
Eba Anchorage	GBR	3
Ebenezer (SA)		10
Ebenezer (SA)	AUS	157
Ebenezer (SA)	GBR	5
Echunga		62
Echunga	AUS	940
Echunga	CAN	5
Echunga	CHN	4
Echunga	DEU	5
Echunga	GBR	62
Echunga	IRL	3
Echunga	ITA	3
Echunga	NLD	4
Echunga	NZL	11
Echunga	ZAF	9
Eden Hills		225
Eden Hills	AUS	2165
Eden Hills	BIH	3
Eden Hills	CAN	11
Eden Hills	CHN	27
Eden Hills	DEU	34
Eden Hills	FJI	4
Eden Hills	FRA	10
Eden Hills	GBR	271
Eden Hills	GRC	6
Eden Hills	HKG	9
Eden Hills	IDN	3
Eden Hills	IND	9
Eden Hills	IRL	3
Eden Hills	IRN	9
Eden Hills	ITA	6
Eden Hills	JPN	14
Eden Hills	LBN	4
Eden Hills	LKA	9
Eden Hills	MYS	8
Eden Hills	NLD	25
Eden Hills	NZL	46
Eden Hills	PHL	17
Eden Hills	PNG	3
Eden Hills	POL	13
Eden Hills	SGP	7
Eden Hills	THA	3
Eden Hills	TWN	3
Eden Hills	USA	21
Eden Hills	ZAF	24
Eden Hills	ZWE	3
Eden Valley		25
Eden Valley	AUS	263
Eden Valley	DEU	3
Eden Valley	GBR	42
Eden Valley	NLD	8
Eden Valley	NZL	3
Edillilie		15
Edillilie	AUS	121
Edinburgh		41
Edinburgh	AUS	216
Edinburgh	GBR	3
Edinburgh	IND	3
Edinburgh	NZL	3
Edithburgh		40
Edithburgh	AUS	409
Edithburgh	DEU	4
Edithburgh	GBR	45
Edithburgh	HRV	3
Edithburgh	NZL	6
Edwardstown		465
Edwardstown	AFG	5
Edwardstown	AUS	2937
Edwardstown	BGD	11
Edwardstown	BIH	5
Edwardstown	CAN	9
Edwardstown	CHL	3
Edwardstown	CHN	137
Edwardstown	DEU	20
Edwardstown	FJI	7
Edwardstown	FRA	3
Edwardstown	GBR	145
Edwardstown	GRC	20
Edwardstown	HKG	15
Edwardstown	HRV	12
Edwardstown	IDN	4
Edwardstown	IND	120
Edwardstown	IRL	10
Edwardstown	IRN	15
Edwardstown	IRQ	3
Edwardstown	ITA	26
Edwardstown	JPN	12
Edwardstown	KHM	13
Edwardstown	KOR	10
Edwardstown	LBN	8
Edwardstown	LKA	26
Edwardstown	MLT	3
Edwardstown	MYS	41
Edwardstown	NLD	11
Edwardstown	NPL	44
Edwardstown	NZL	35
Edwardstown	PAK	13
Edwardstown	PHL	43
Edwardstown	POL	12
Edwardstown	SGP	11
Edwardstown	THA	6
Edwardstown	TUR	4
Edwardstown	TWN	8
Edwardstown	USA	11
Edwardstown	VNM	19
Edwardstown	ZAF	17
Eight Mile Creek (SA)		31
Eight Mile Creek (SA)	AUS	110
Eight Mile Creek (SA)	GBR	3
Eight Mile Creek (SA)	NLD	3
Elizabeth		134
Elizabeth	AFG	27
Elizabeth	AUS	657
Elizabeth	BGD	5
Elizabeth	CHN	3
Elizabeth	DEU	6
Elizabeth	GBR	95
Elizabeth	HRV	4
Elizabeth	IND	5
Elizabeth	IRL	7
Elizabeth	IRN	7
Elizabeth	IRQ	3
Elizabeth	KHM	6
Elizabeth	MMR	14
Elizabeth	NLD	7
Elizabeth	NZL	9
Elizabeth	PAK	6
Elizabeth	PHL	8
Elizabeth	SGP	4
Elizabeth	USA	3
Elizabeth	VNM	9
Elizabeth Downs		687
Elizabeth Downs	AFG	44
Elizabeth Downs	AUS	3567
Elizabeth Downs	BIH	8
Elizabeth Downs	CHL	3
Elizabeth Downs	DEU	31
Elizabeth Downs	EGY	3
Elizabeth Downs	FJI	5
Elizabeth Downs	GBR	486
Elizabeth Downs	HRV	5
Elizabeth Downs	IDN	10
Elizabeth Downs	IND	9
Elizabeth Downs	IRL	6
Elizabeth Downs	IRN	5
Elizabeth Downs	IRQ	14
Elizabeth Downs	ITA	7
Elizabeth Downs	JPN	3
Elizabeth Downs	KHM	11
Elizabeth Downs	MLT	3
Elizabeth Downs	MMR	12
Elizabeth Downs	MYS	13
Elizabeth Downs	NLD	32
Elizabeth Downs	NZL	31
Elizabeth Downs	PAK	3
Elizabeth Downs	PHL	21
Elizabeth Downs	POL	8
Elizabeth Downs	THA	8
Elizabeth Downs	USA	5
Elizabeth Downs	VNM	9
Elizabeth Downs	ZWE	5
Elizabeth East		577
Elizabeth East	AFG	131
Elizabeth East	AUS	2791
Elizabeth East	BGD	4
Elizabeth East	CAN	3
Elizabeth East	CHL	3
Elizabeth East	CHN	13
Elizabeth East	DEU	27
Elizabeth East	GBR	550
Elizabeth East	HKG	4
Elizabeth East	HRV	9
Elizabeth East	IDN	3
Elizabeth East	IND	15
Elizabeth East	IRL	19
Elizabeth East	IRN	19
Elizabeth East	IRQ	4
Elizabeth East	ITA	6
Elizabeth East	KHM	14
Elizabeth East	LBN	6
Elizabeth East	LKA	6
Elizabeth East	MLT	3
Elizabeth East	MMR	8
Elizabeth East	MYS	9
Elizabeth East	NLD	25
Elizabeth East	NPL	15
Elizabeth East	NZL	27
Elizabeth East	PAK	43
Elizabeth East	PHL	50
Elizabeth East	PNG	3
Elizabeth East	POL	3
Elizabeth East	SGP	3
Elizabeth East	THA	3
Elizabeth East	USA	6
Elizabeth East	VNM	19
Elizabeth East	ZAF	6
Elizabeth East	ZWE	4
Elizabeth Grove		491
Elizabeth Grove	AFG	43
Elizabeth Grove	AUS	1499
Elizabeth Grove	BIH	3
Elizabeth Grove	CHN	3
Elizabeth Grove	DEU	6
Elizabeth Grove	GBR	224
Elizabeth Grove	HRV	3
Elizabeth Grove	IND	9
Elizabeth Grove	IRL	5
Elizabeth Grove	IRN	7
Elizabeth Grove	ITA	16
Elizabeth Grove	KHM	3
Elizabeth Grove	LBN	3
Elizabeth Grove	MMR	9
Elizabeth Grove	MYS	4
Elizabeth Grove	NLD	13
Elizabeth Grove	NPL	28
Elizabeth Grove	NZL	17
Elizabeth Grove	PAK	14
Elizabeth Grove	PHL	15
Elizabeth Grove	SGP	3
Elizabeth Grove	THA	4
Elizabeth Grove	USA	4
Elizabeth Grove	VNM	3
Elizabeth North		475
Elizabeth North	AFG	29
Elizabeth North	AUS	2388
Elizabeth North	BGD	3
Elizabeth North	CAN	6
Elizabeth North	CHL	3
Elizabeth North	CHN	5
Elizabeth North	DEU	18
Elizabeth North	EGY	3
Elizabeth North	FRA	3
Elizabeth North	GBR	336
Elizabeth North	GRC	5
Elizabeth North	HRV	8
Elizabeth North	IDN	3
Elizabeth North	IND	15
Elizabeth North	IRL	5
Elizabeth North	IRQ	5
Elizabeth North	ITA	8
Elizabeth North	KHM	7
Elizabeth North	LKA	33
Elizabeth North	MMR	10
Elizabeth North	NLD	10
Elizabeth North	NZL	22
Elizabeth North	PAK	6
Elizabeth North	PHL	31
Elizabeth North	POL	4
Elizabeth North	TUR	3
Elizabeth North	USA	7
Elizabeth North	VNM	11
Elizabeth North	ZAF	11
Elizabeth North	ZWE	3
Elizabeth Park		576
Elizabeth Park	AFG	95
Elizabeth Park	AUS	2528
Elizabeth Park	CHL	9
Elizabeth Park	CHN	5
Elizabeth Park	DEU	17
Elizabeth Park	EGY	3
Elizabeth Park	FJI	4
Elizabeth Park	GBR	367
Elizabeth Park	GRC	3
Elizabeth Park	HRV	3
Elizabeth Park	IDN	7
Elizabeth Park	IND	19
Elizabeth Park	IRL	6
Elizabeth Park	IRN	9
Elizabeth Park	IRQ	3
Elizabeth Park	ITA	9
Elizabeth Park	KHM	12
Elizabeth Park	MMR	8
Elizabeth Park	MYS	3
Elizabeth Park	NLD	17
Elizabeth Park	NPL	15
Elizabeth Park	NZL	21
Elizabeth Park	PAK	11
Elizabeth Park	PHL	42
Elizabeth Park	POL	7
Elizabeth Park	SGP	4
Elizabeth Park	THA	4
Elizabeth Park	TUR	3
Elizabeth Park	USA	3
Elizabeth Park	VNM	18
Elizabeth Park	ZAF	4
Elizabeth Park	ZWE	3
Elizabeth South		512
Elizabeth South	AFG	28
Elizabeth South	AUS	1814
Elizabeth South	BGD	25
Elizabeth South	CHN	6
Elizabeth South	DEU	12
Elizabeth South	FJI	3
Elizabeth South	GBR	203
Elizabeth South	HRV	7
Elizabeth South	IND	16
Elizabeth South	IRL	3
Elizabeth South	IRN	4
Elizabeth South	IRQ	9
Elizabeth South	ITA	20
Elizabeth South	KHM	20
Elizabeth South	LKA	18
Elizabeth South	MMR	24
Elizabeth South	MYS	6
Elizabeth South	NLD	10
Elizabeth South	NPL	29
Elizabeth South	NZL	27
Elizabeth South	PAK	3
Elizabeth South	PHL	32
Elizabeth South	THA	7
Elizabeth South	USA	5
Elizabeth South	VNM	9
Elizabeth Vale		731
Elizabeth Vale	AFG	60
Elizabeth Vale	AUS	2272
Elizabeth Vale	BIH	3
Elizabeth Vale	CHN	3
Elizabeth Vale	DEU	27
Elizabeth Vale	GBR	473
Elizabeth Vale	HRV	14
Elizabeth Vale	IND	39
Elizabeth Vale	IRL	21
Elizabeth Vale	IRN	6
Elizabeth Vale	IRQ	5
Elizabeth Vale	ITA	19
Elizabeth Vale	KHM	8
Elizabeth Vale	LBN	3
Elizabeth Vale	MKD	4
Elizabeth Vale	MLT	9
Elizabeth Vale	MMR	51
Elizabeth Vale	MYS	10
Elizabeth Vale	NLD	23
Elizabeth Vale	NPL	158
Elizabeth Vale	NZL	20
Elizabeth Vale	PAK	9
Elizabeth Vale	PHL	25
Elizabeth Vale	POL	6
Elizabeth Vale	THA	17
Elizabeth Vale	TUR	3
Elizabeth Vale	VNM	14
Elizabeth Vale	ZAF	3
Elliston		37
Elliston	AUS	320
Elliston	DEU	6
Elliston	GBR	5
Elliston	NZL	6
Elliston	PHL	4
Elwomple		5
Elwomple	AUS	76
Elwomple	GBR	4
Emu Bay		4
Emu Bay	AUS	92
Emu Bay	GBR	5
Emu Downs		7
Emu Downs	AUS	45
Emu Flat (SA)		6
Emu Flat (SA)	AUS	77
Emu Flat (SA)	GBR	4
Encounter Bay		367
Encounter Bay	AUS	3432
Encounter Bay	CAN	8
Encounter Bay	CHN	4
Encounter Bay	DEU	57
Encounter Bay	EGY	3
Encounter Bay	FRA	3
Encounter Bay	GBR	816
Encounter Bay	HRV	3
Encounter Bay	IDN	9
Encounter Bay	IND	8
Encounter Bay	IRL	11
Encounter Bay	ITA	16
Encounter Bay	JPN	3
Encounter Bay	MLT	8
Encounter Bay	MYS	7
Encounter Bay	NLD	39
Encounter Bay	NZL	42
Encounter Bay	PHL	16
Encounter Bay	POL	3
Encounter Bay	SGP	3
Encounter Bay	THA	5
Encounter Bay	USA	21
Encounter Bay	VNM	3
Encounter Bay	ZAF	19
Encounter Bay	ZWE	7
Enfield (SA)		495
Enfield (SA)	AFG	261
Enfield (SA)	AUS	3030
Enfield (SA)	BGD	17
Enfield (SA)	CHN	77
Enfield (SA)	DEU	29
Enfield (SA)	EGY	13
Enfield (SA)	FJI	4
Enfield (SA)	FRA	3
Enfield (SA)	GBR	172
Enfield (SA)	GRC	35
Enfield (SA)	HKG	23
Enfield (SA)	HRV	19
Enfield (SA)	IDN	4
Enfield (SA)	IND	444
Enfield (SA)	IRL	8
Enfield (SA)	IRN	56
Enfield (SA)	IRQ	18
Enfield (SA)	ITA	78
Enfield (SA)	JPN	9
Enfield (SA)	KHM	15
Enfield (SA)	KOR	12
Enfield (SA)	LBN	15
Enfield (SA)	LKA	24
Enfield (SA)	MLT	4
Enfield (SA)	MMR	5
Enfield (SA)	MYS	29
Enfield (SA)	NLD	13
Enfield (SA)	NPL	35
Enfield (SA)	NZL	26
Enfield (SA)	PAK	64
Enfield (SA)	PHL	70
Enfield (SA)	PNG	5
Enfield (SA)	POL	31
Enfield (SA)	SGP	13
Enfield (SA)	THA	21
Enfield (SA)	TUR	7
Enfield (SA)	TWN	17
Enfield (SA)	USA	10
Enfield (SA)	VNM	100
Enfield (SA)	ZAF	17
Enfield (SA)	ZWE	10
Erindale		52
Erindale	AUS	883
Erindale	CHL	4
Erindale	CHN	20
Erindale	DEU	8
Erindale	GBR	66
Erindale	HKG	11
Erindale	IND	26
Erindale	IRL	6
Erindale	ITA	8
Erindale	KOR	13
Erindale	LBN	3
Erindale	LKA	12
Erindale	MYS	19
Erindale	NZL	3
Erindale	PHL	6
Erindale	POL	3
Erindale	SGP	3
Erindale	THA	5
Erindale	TWN	8
Erindale	USA	3
Erindale	VNM	8
Erindale	ZAF	6
Erith		4
Erith	AUS	49
Erith	GBR	3
Erskine (SA)	AUS	3
Ethelton		117
Ethelton	AFG	6
Ethelton	AUS	1112
Ethelton	BIH	4
Ethelton	DEU	6
Ethelton	GBR	103
Ethelton	GRC	12
Ethelton	IND	6
Ethelton	IRL	9
Ethelton	ITA	21
Ethelton	LBN	3
Ethelton	NZL	11
Ethelton	PHL	14
Ethelton	POL	3
Ethelton	SGP	3
Ethelton	THA	3
Ethelton	USA	3
Ethelton	ZAF	6
Ettrick (SA)		3
Ettrick (SA)	AUS	59
Ettrick (SA)	GBR	3
Eudunda		49
Eudunda	AUS	710
Eudunda	GBR	34
Eudunda	NLD	8
Eudunda	NZL	4
Eurelia	AUS	18
Euromina	AUS	12
Evandale (SA)		76
Evandale (SA)	AUS	886
Evandale (SA)	BGD	4
Evandale (SA)	CAN	6
Evandale (SA)	CHN	54
Evandale (SA)	DEU	4
Evandale (SA)	FRA	3
Evandale (SA)	GBR	57
Evandale (SA)	GRC	8
Evandale (SA)	HKG	8
Evandale (SA)	IDN	3
Evandale (SA)	IND	31
Evandale (SA)	IRL	5
Evandale (SA)	IRN	7
Evandale (SA)	ITA	77
Evandale (SA)	JPN	4
Evandale (SA)	KOR	3
Evandale (SA)	LKA	9
Evandale (SA)	MYS	6
Evandale (SA)	NLD	3
Evandale (SA)	NPL	55
Evandale (SA)	NZL	18
Evandale (SA)	PAK	9
Evandale (SA)	PHL	3
Evandale (SA)	POL	3
Evandale (SA)	TWN	6
Evandale (SA)	USA	9
Evandale (SA)	VNM	3
Evandale (SA)	ZAF	3
Evanston		166
Evanston	AUS	1783
Evanston	CHL	4
Evanston	DEU	7
Evanston	GBR	180
Evanston	HRV	3
Evanston	IDN	3
Evanston	IND	5
Evanston	IRL	3
Evanston	ITA	7
Evanston	JPN	3
Evanston	MYS	5
Evanston	NLD	15
Evanston	NZL	23
Evanston	PHL	19
Evanston	POL	3
Evanston	SGP	3
Evanston	USA	3
Evanston	VNM	3
Evanston	ZWE	4
Evanston Gardens		128
Evanston Gardens	AUS	1486
Evanston Gardens	EGY	3
Evanston Gardens	FRA	3
Evanston Gardens	GBR	143
Evanston Gardens	GRC	3
Evanston Gardens	IDN	3
Evanston Gardens	ITA	13
Evanston Gardens	MUS	3
Evanston Gardens	MYS	8
Evanston Gardens	NLD	4
Evanston Gardens	NZL	18
Evanston Gardens	PHL	19
Evanston Gardens	POL	13
Evanston Gardens	USA	8
Evanston Gardens	ZAF	6
Evanston Park		213
Evanston Park	AUS	3355
Evanston Park	CAN	4
Evanston Park	CHN	7
Evanston Park	DEU	25
Evanston Park	EGY	3
Evanston Park	FRA	4
Evanston Park	GBR	486
Evanston Park	GRC	4
Evanston Park	HKG	3
Evanston Park	IND	13
Evanston Park	IRL	7
Evanston Park	IRN	4
Evanston Park	ITA	22
Evanston Park	KOR	4
Evanston Park	LBN	5
Evanston Park	LKA	3
Evanston Park	MMR	3
Evanston Park	MYS	20
Evanston Park	NLD	17
Evanston Park	NZL	18
Evanston Park	PAK	4
Evanston Park	PHL	4
Evanston Park	POL	3
Evanston Park	SGP	3
Evanston Park	THA	3
Evanston Park	USA	9
Evanston Park	VNM	3
Evanston Park	ZAF	23
Evanston South		56
Evanston South	AUS	234
Evanston South	CHN	3
Evanston South	GBR	19
Evanston South	IND	3
Evanston South	IRL	3
Evanston South	NLD	3
Evanston South	PHL	8
Evanston South	THA	3
Evanston South	ZAF	4
Everard Central		8
Everard Central	AUS	28
Everard Park		100
Everard Park	AUS	721
Everard Park	BGD	8
Everard Park	CAN	4
Everard Park	CHN	39
Everard Park	DEU	6
Everard Park	GBR	51
Everard Park	GRC	8
Everard Park	HKG	4
Everard Park	IND	44
Everard Park	IRN	5
Everard Park	ITA	6
Everard Park	JPN	4
Everard Park	KOR	3
Everard Park	LKA	5
Everard Park	MUS	3
Everard Park	NLD	7
Everard Park	NPL	12
Everard Park	NZL	3
Everard Park	PHL	3
Everard Park	POL	3
Everard Park	SGP	4
Everard Park	THA	3
Everard Park	TWN	5
Everard Park	VNM	5
Exeter (SA)		69
Exeter (SA)	AUS	782
Exeter (SA)	BIH	6
Exeter (SA)	CAN	3
Exeter (SA)	CHL	3
Exeter (SA)	CHN	5
Exeter (SA)	DEU	6
Exeter (SA)	GBR	79
Exeter (SA)	GRC	4
Exeter (SA)	IND	12
Exeter (SA)	IRL	4
Exeter (SA)	ITA	4
Exeter (SA)	MYS	3
Exeter (SA)	NLD	7
Exeter (SA)	NZL	17
Exeter (SA)	PHL	3
Exeter (SA)	USA	3
Exeter (SA)	ZAF	3
Fairview Park		194
Fairview Park	AUS	2706
Fairview Park	CAN	8
Fairview Park	CHN	12
Fairview Park	DEU	21
Fairview Park	GBR	505
Fairview Park	IDN	3
Fairview Park	IND	4
Fairview Park	IRL	11
Fairview Park	IRN	3
Fairview Park	ITA	14
Fairview Park	KHM	3
Fairview Park	MLT	8
Fairview Park	MYS	9
Fairview Park	NLD	12
Fairview Park	NZL	23
Fairview Park	PHL	6
Fairview Park	POL	6
Fairview Park	THA	5
Fairview Park	USA	9
Fairview Park	ZAF	23
Fairview Park	ZWE	12
Faraway Hill	AUS	9
Farina		3
Farina	AUS	25
Farrell Flat		29
Farrell Flat	AUS	181
Farrell Flat	DEU	3
Farrell Flat	GBR	22
Farrell Flat	NZL	6
Felixstow		222
Felixstow	AFG	4
Felixstow	AUS	1363
Felixstow	BGD	7
Felixstow	CAN	9
Felixstow	CHN	117
Felixstow	DEU	20
Felixstow	EGY	3
Felixstow	GBR	97
Felixstow	GRC	11
Felixstow	HKG	11
Felixstow	IDN	7
Felixstow	IND	40
Felixstow	IRN	3
Felixstow	ITA	169
Felixstow	KHM	3
Felixstow	KOR	13
Felixstow	LBN	7
Felixstow	LKA	11
Felixstow	MLT	4
Felixstow	MYS	51
Felixstow	NLD	11
Felixstow	NPL	10
Felixstow	NZL	13
Felixstow	PHL	16
Felixstow	POL	12
Felixstow	SGP	11
Felixstow	THA	5
Felixstow	TWN	3
Felixstow	USA	5
Felixstow	VNM	28
Felixstow	ZAF	6
Ferryden Park		486
Ferryden Park	AFG	16
Ferryden Park	AUS	1923
Ferryden Park	BGD	6
Ferryden Park	BIH	74
Ferryden Park	CAN	3
Ferryden Park	CHL	3
Ferryden Park	CHN	112
Ferryden Park	DEU	16
Ferryden Park	EGY	4
Ferryden Park	FRA	3
Ferryden Park	GBR	83
Ferryden Park	GRC	51
Ferryden Park	HKG	37
Ferryden Park	HRV	17
Ferryden Park	IDN	13
Ferryden Park	IND	235
Ferryden Park	IRL	5
Ferryden Park	IRN	12
Ferryden Park	IRQ	8
Ferryden Park	ITA	50
Ferryden Park	JPN	5
Ferryden Park	KHM	89
Ferryden Park	KOR	13
Ferryden Park	LBN	9
Ferryden Park	LKA	5
Ferryden Park	MKD	10
Ferryden Park	MLT	4
Ferryden Park	MMR	16
Ferryden Park	MYS	26
Ferryden Park	NPL	3
Ferryden Park	NZL	20
Ferryden Park	PAK	24
Ferryden Park	PHL	64
Ferryden Park	POL	21
Ferryden Park	SGP	4
Ferryden Park	THA	22
Ferryden Park	TUR	4
Ferryden Park	TWN	28
Ferryden Park	VNM	618
Ferryden Park	ZAF	3
Ferryden Park	ZWE	9
Field		16
Field	AUS	62
Field	GBR	3
Findon		704
Findon	AFG	17
Findon	AUS	3772
Findon	BGD	9
Findon	BIH	42
Findon	CAN	3
Findon	CHL	7
Findon	CHN	77
Findon	DEU	37
Findon	EGY	5
Findon	FJI	6
Findon	FRA	6
Findon	GBR	173
Findon	GRC	66
Findon	HKG	7
Findon	HRV	22
Findon	IDN	9
Findon	IND	377
Findon	IRN	24
Findon	IRQ	22
Findon	ITA	376
Findon	JPN	4
Findon	KHM	29
Findon	KOR	3
Findon	LBN	3
Findon	LKA	5
Findon	MKD	7
Findon	MLT	17
Findon	MYS	41
Findon	NLD	9
Findon	NPL	18
Findon	NZL	41
Findon	PAK	49
Findon	PHL	66
Findon	PNG	3
Findon	POL	24
Findon	SGP	14
Findon	THA	23
Findon	TUR	9
Findon	TWN	9
Findon	USA	9
Findon	VNM	58
Findon	ZAF	8
Finniss		22
Finniss	AUS	221
Finniss	GBR	31
Finniss	ZAF	3
Firle		87
Firle	AUS	826
Firle	CAN	3
Firle	CHN	118
Firle	DEU	10
Firle	FRA	3
Firle	GBR	48
Firle	GRC	17
Firle	HKG	18
Firle	HRV	4
Firle	IDN	4
Firle	IND	55
Firle	IRN	4
Firle	ITA	110
Firle	JPN	3
Firle	KOR	12
Firle	LBN	3
Firle	LKA	15
Firle	MYS	23
Firle	NPL	3
Firle	NZL	12
Firle	PHL	14
Firle	POL	8
Firle	THA	3
Firle	TUR	13
Firle	USA	8
Firle	VNM	6
Firle	ZAF	6
Firle	ZWE	4
