SSC_NAME16	SameAddress1YearAgo	SameAddress5YearsAgo	persons
Marmor	1	0	171
Maroochy River	0	1	836
Maroochy River	1	0	1178
Maroochydore	0	1	6033
Maroochydore	1	0	11143
Maroon	0	1	91
Maroon	1	0	120
Maroondan	0	1	214
Maroondan	1	0	253
Marsden	0	1	5278
Marsden	1	0	9674
Marshlands	0	1	9
Marshlands	1	0	10
Martyville	0	1	84
Martyville	1	0	96
Maryborough (Qld)	0	1	7695
Maryborough (Qld)	1	0	11574
Maryborough West	0	1	338
Maryborough West	1	0	441
Marys Creek	0	1	49
Marys Creek	1	0	56
Maryvale (Livingstone - Qld)	0	1	17
Maryvale (Livingstone - Qld)	1	0	21
Maryvale (Southern Downs - Qld)	0	1	147
Maryvale (Southern Downs - Qld)	1	0	234
Masig Island	0	1	187
Masig Island	1	0	236
Massie	0	1	54
Massie	1	0	80
Maudsland	0	1	1878
Maudsland	1	0	3921
Maxwelton	0	1	14
Maxwelton	1	0	19
May Downs	0	1	53
May Downs	1	0	79
McCutcheon	0	1	19
McCutcheon	1	0	30
McDesme	0	1	176
McDesme	1	0	222
McDowall	0	1	4192
McDowall	1	0	5934
McEwens Beach	0	1	119
McEwens Beach	1	0	154
McIlwraith	0	1	96
McIlwraith	1	0	144
McIntosh Creek	0	1	87
McIntosh Creek	1	0	94
McKinlay	0	1	90
McKinlay	1	0	125
Meadowbrook	0	1	1508
Meadowbrook	1	0	2308
Meadowvale	0	1	267
Meadowvale	1	0	365
Meandarra	0	1	156
Meandarra	1	0	222
Meikleville Hill	0	1	220
Meikleville Hill	1	0	324
Melawondi	0	1	19
Melawondi	1	0	26
Meldale	0	1	120
Meldale	1	0	172
Memerambi	0	1	119
Memerambi	1	0	210
Mena Creek	0	1	125
Mena Creek	1	0	178
Menzies (Qld)	0	1	336
Menzies (Qld)	1	0	616
Mer Island	0	1	301
Mer Island	1	0	357
Meridan Plains	0	1	957
Meridan Plains	1	0	2060
Meringandan	0	1	205
Meringandan	1	0	401
Meringandan West	0	1	981
Meringandan West	1	0	1756
Merlwood	0	1	62
Merlwood	1	0	78
Mermaid Beach	0	1	1956
Mermaid Beach	1	0	4095
Mermaid Waters	0	1	5709
Mermaid Waters	1	0	8920
Merrimac	0	1	2702
Merrimac	1	0	5066
Merritts Creek	0	1	39
Merritts Creek	1	0	56
Merryburn	0	1	112
Merryburn	1	0	162
Merryvale	0	1	4
Merryvale	1	0	10
Mexico	0	1	19
Mexico	1	0	24
Mia Mia (Qld)	0	1	69
Mia Mia (Qld)	1	0	102
Miallo	0	1	241
Miallo	1	0	303
Miami	0	1	2657
Miami	1	0	4561
Miara	0	1	18
Miara	1	0	25
Mica Creek	0	1	96
Mica Creek	1	0	137
Middle Park (Qld)	0	1	2419
Middle Park (Qld)	1	0	3297
Middle Ridge	0	1	3201
Middle Ridge	1	0	5445
Middlebrook	0	1	23
Middlebrook	1	0	49
Middlemount	0	1	548
Middlemount	1	0	1164
Middleton (Qld)	0	1	3
Middleton (Qld)	1	0	10
Midge Point	0	1	213
Midge Point	1	0	333
Midgee (Qld)	0	1	21
Midgee (Qld)	1	0	40
Midgenoo	0	1	32
Midgenoo	1	0	47
Midgeree Bar	0	1	20
Midgeree Bar	1	0	40
Mighell	0	1	169
Mighell	1	0	258
Milbong	0	1	99
Milbong	1	0	135
Miles	0	1	674
Miles	1	0	1053
Miles End	0	1	117
Miles End	1	0	188
Milford	0	1	134
Milford	1	0	178
Millaa Millaa	0	1	279
Millaa Millaa	1	0	407
Millaroo	0	1	57
Millaroo	1	0	65
Millbank (Qld)	0	1	1187
Millbank (Qld)	1	0	1907
Millchester	0	1	276
Millchester	1	0	410
Millmerran	0	1	758
Millmerran	1	0	1134
Millmerran Downs	0	1	48
Millmerran Downs	1	0	64
Millmerran Woods	0	1	40
Millmerran Woods	1	0	51
Millstream (Qld)	0	1	639
Millstream (Qld)	1	0	836
Millwood	0	1	19
Millwood	1	0	23
Milman	0	1	62
Milman	1	0	88
Milora	0	1	68
Milora	1	0	87
Milton (Qld)	0	1	500
Milton (Qld)	1	0	1079
Mimosa (Qld)	0	1	19
Mimosa (Qld)	1	0	23
Minbun	0	1	40
Minbun	1	0	54
Minden	0	1	607
Minden	1	0	946
Minerva	0	1	32
Minerva	1	0	50
Mingo	0	1	3
Mingo	1	0	3
Mingoola (Qld)	0	1	3
Mingoola (Qld)	1	0	6
Minnamoolka	0	1	12
Minnamoolka	1	0	26
Minnie Downs	1	0	14
Minyama	0	1	1267
Minyama	1	0	2017
Mirani	0	1	626
Mirani	1	0	1133
Miriam Vale	0	1	327
Miriam Vale	1	0	441
Mirriwinni	0	1	299
Mirriwinni	1	0	362
Missen Flat	0	1	6
Missen Flat	1	0	7
Mission Beach	0	1	332
Mission Beach	1	0	543
Mission River	0	1	720
Mission River	1	0	912
Mistake Creek	0	1	19
Mistake Creek	1	0	29
Mitchell (Qld)	0	1	606
Mitchell (Qld)	1	0	854
Mitchelton	0	1	3938
Mitchelton	1	0	6558
Miva	0	1	32
Miva	1	0	38
Moa Island	0	1	275
Moa Island	1	0	345
Moffat Beach	0	1	1230
Moffat Beach	1	0	1946
Moffatdale	0	1	97
Moffatdale	1	0	136
Moggill	0	1	1917
Moggill	1	0	3613
Molangul	0	1	11
Molangul	1	0	13
Molendinar	0	1	2991
Molendinar	1	0	4708
Mon Repos	0	1	15
Mon Repos	1	0	19
Mona Mona	0	1	17
Mona Mona	1	0	31
Mona Park	0	1	61
Mona Park	1	0	85
Monal	0	1	29
Monal	1	0	27
Monduran	0	1	46
Monduran	1	0	61
Mondure	0	1	63
Mondure	1	0	77
Monkland	0	1	525
Monkland	1	0	822
Monogorilby	0	1	24
Monogorilby	1	0	29
Mons	0	1	393
Mons	1	0	693
Monsildale	0	1	10
Monsildale	1	0	13
Monto	0	1	610
Monto	1	0	855
Montrose (Western Downs - Qld)	0	1	26
Montrose (Western Downs - Qld)	1	0	53
Montville	0	1	509
Montville	1	0	756
Moodlu	0	1	168
Moodlu	1	0	248
Mooga	1	0	5
Moogerah	0	1	138
Moogerah	1	0	180
Moola	0	1	72
Moola	1	0	104
Moolboolaman	0	1	242
Moolboolaman	1	0	324
Mooloo	0	1	92
Mooloo	1	0	125
Mooloolaba	0	1	2843
Mooloolaba	1	0	5116
Mooloolah Valley	0	1	1745
Mooloolah Valley	1	0	2668
Moombra	0	1	5
Moombra	1	0	9
Moomin	0	1	71
Moomin	1	0	98
Moondooner	0	1	38
Moondooner	1	0	52
Moonford	0	1	88
Moonford	1	0	138
Moongan	0	1	63
Moongan	1	0	99
Moonie	0	1	99
Moonie	1	0	134
Moorang	0	1	35
Moorang	1	0	40
Moore	0	1	161
Moore	1	0	203
Moore Park Beach	0	1	1080
Moore Park Beach	1	0	1823
Moores Pocket	0	1	445
Moores Pocket	1	0	583
Moorina (Qld)	0	1	211
Moorina (Qld)	1	0	334
Moorland (Qld)	0	1	157
Moorland (Qld)	1	0	225
Mooroobool	0	1	3463
Mooroobool	1	0	5169
Moorooka	0	1	4650
Moorooka	1	0	7457
Moraby	0	1	18
Moraby	1	0	25
Moranbah	0	1	2106
Moranbah	1	0	5452
Morayfield	0	1	9409
Morayfield	1	0	15796
Moregatta	0	1	5
Moregatta	1	0	9
Morella	0	1	26
Morella	1	0	35
Moresby (Qld)	0	1	88
Moresby (Qld)	1	0	119
Moreton Island	0	1	34
Moreton Island	1	0	99
Morgan Park	0	1	54
Morgan Park	1	0	71
Morganville	0	1	71
Morganville	1	0	91
Morinish	0	1	60
Morinish	1	0	79
Morinish South	0	1	5
Morinish South	1	0	5
Morningside	0	1	3418
Morningside	1	0	6946
Mornington (Qld)	0	1	626
Mornington (Qld)	1	0	1097
Morton Vale	0	1	86
Morton Vale	1	0	91
Morven (Qld)	0	1	130
Morven (Qld)	1	0	181
Morwincha	0	1	13
Morwincha	1	0	21
Mosman Park (Qld)	0	1	193
Mosman Park (Qld)	1	0	289
Mosquito Creek	0	1	14
Mosquito Creek	1	0	10
Mossman	0	1	896
Mossman	1	0	1343
Mossman Gorge	0	1	149
Mossman Gorge	1	0	179
Mothar Mountain	0	1	333
Mothar Mountain	1	0	442
Motley	0	1	4
Motley	1	0	4
Mount Abundance	0	1	120
Mount Abundance	1	0	155
Mount Alford	0	1	182
Mount Alford	1	0	228
Mount Alma	0	1	27
Mount Alma	1	0	45
Mount Archer (Rockhampton - Qld)	0	1	38
Mount Archer (Rockhampton - Qld)	1	0	54
Mount Archer (Somerset - Qld)	0	1	163
Mount Archer (Somerset - Qld)	1	0	240
Mount Barney	0	1	12
Mount Barney	1	0	12
Mount Beppo	0	1	140
Mount Beppo	1	0	190
Mount Berryman	0	1	74
Mount Berryman	1	0	88
Mount Bindango	0	1	20
Mount Bindango	1	0	26
Mount Binga	0	1	31
Mount Binga	1	0	53
Mount Britton	0	1	3
Mount Britton	1	0	3
Mount Byron	0	1	12
Mount Byron	1	0	12
Mount Carbine	0	1	63
Mount Carbine	1	0	79
Mount Chalmers	0	1	148
Mount Chalmers	1	0	204
Mount Charlton	0	1	100
Mount Charlton	1	0	118
Mount Colliery	0	1	75
Mount Colliery	1	0	94
Mount Coolon	0	1	42
Mount Coolon	1	0	48
Mount Coolum	0	1	1726
Mount Coolum	1	0	3045
Mount Cotton	0	1	2696
Mount Cotton	1	0	5250
Mount Crosby	0	1	1100
Mount Crosby	1	0	1547
Mount Darry	0	1	33
Mount Darry	1	0	36
Mount Debateable	0	1	31
Mount Debateable	1	0	49
Mount Delaney	0	1	42
Mount Delaney	1	0	59
Mount Edwards	0	1	48
Mount Edwards	1	0	54
Mount Emlyn	0	1	11
Mount Emlyn	1	0	11
Mount Enniskillen	0	1	10
Mount Enniskillen	1	0	13
Mount Forbes	0	1	148
Mount Forbes	1	0	208
Mount Fox	0	1	52
Mount Fox	1	0	68
Mount French	0	1	54
Mount French	1	0	68
Mount Gardiner	0	1	7
Mount Gardiner	1	0	14
Mount Garnet	0	1	229
Mount Garnet	1	0	333
Mount Gipps	0	1	5
Mount Gipps	1	0	11
Mount Glorious	0	1	157
Mount Glorious	1	0	231
Mount Gravatt	0	1	1564
Mount Gravatt	1	0	2490
Mount Gravatt East	0	1	5340
Mount Gravatt East	1	0	8595
Mount Hallen	0	1	253
Mount Hallen	1	0	364
Mount Howe	0	1	3
Mount Howe	1	0	3
Mount Hutton (Qld)	0	1	21
Mount Hutton (Qld)	1	0	29
Mount Irving	0	1	14
Mount Irving	1	0	16
Mount Isa	0	1	25
Mount Isa	1	0	71
Mount Isa City	0	1	22
Mount Isa City	1	0	42
Mount Jukes	0	1	254
Mount Jukes	1	0	316
Mount Julian	0	1	293
Mount Julian	1	0	373
Mount Kelly	0	1	206
Mount Kelly	1	0	248
Mount Kilcoy	0	1	156
Mount Kilcoy	1	0	223
Mount Kynoch	0	1	60
Mount Kynoch	1	0	127
Mount Larcom	0	1	174
Mount Larcom	1	0	292
Mount Lawless	0	1	6
Mount Lawless	1	0	14
Mount Lindesay (Qld)	0	1	3
Mount Lindesay (Qld)	1	0	3
Mount Lofty	0	1	1803
Mount Lofty	1	0	2850
Mount Louisa	0	1	3616
Mount Louisa	1	0	6530
Mount Low	0	1	1346
Mount Low	1	0	3123
Mount Luke	0	1	15
Mount Luke	1	0	34
Mount Macarthur	0	1	9
Mount Macarthur	1	0	16
Mount Maria	0	1	115
Mount Maria	1	0	166
Mount Marlow	0	1	65
Mount Marlow	1	0	112
Mount Marrow	0	1	115
Mount Marrow	1	0	160
Mount Marshall	0	1	164
Mount Marshall	1	0	203
Mount Martin	0	1	114
Mount Martin	1	0	154
Mount Mceuen	0	1	28
Mount Mceuen	1	0	28
Mount Mee	0	1	261
Mount Mee	1	0	373
Mount Mellum	0	1	267
Mount Mellum	1	0	352
Mount Molar	0	1	85
Mount Molar	1	0	102
Mount Molloy	0	1	135
Mount Molloy	1	0	200
Mount Morgan	0	1	1029
Mount Morgan	1	0	1448
Mount Moriah	0	1	3
Mount Moriah	1	0	8
Mount Mort	0	1	49
Mount Mort	1	0	67
Mount Murchison	0	1	78
Mount Murchison	1	0	126
Mount Nathan	0	1	641
Mount Nathan	1	0	966
Mount Nebo	0	1	244
Mount Nebo	1	0	330
Mount Ommaney	0	1	1422
Mount Ommaney	1	0	1952
Mount Ossa	0	1	134
Mount Ossa	1	0	175
Mount Pelion	0	1	74
Mount Pelion	1	0	101
Mount Perry	0	1	263
Mount Perry	1	0	373
Mount Peter	0	1	63
Mount Peter	1	0	81
Mount Pleasant (Mackay - Qld)	0	1	2305
Mount Pleasant (Mackay - Qld)	1	0	3423
Mount Pleasant (Moreton Bay - Qld)	0	1	196
Mount Pleasant (Moreton Bay - Qld)	1	0	247
Mount Pluto	0	1	3
Mount Pluto	1	0	7
Mount Rascal	0	1	218
Mount Rascal	1	0	329
Mount Samson	0	1	366
Mount Samson	1	0	501
Mount Sheridan (Qld)	0	1	3913
Mount Sheridan (Qld)	1	0	6269
Mount St John	0	1	17
Mount St John	1	0	37
Mount Stanley	0	1	9
Mount Stanley	1	0	9
Mount Steadman	0	1	8
Mount Steadman	1	0	8
Mount Sturt	0	1	5
Mount Sturt	1	0	6
Mount Surprise	0	1	93
Mount Surprise	1	0	127
Mount Surround	0	1	102
Mount Surround	1	0	127
Mount Sylvia	0	1	64
Mount Sylvia	1	0	95
Mount Tabor	0	1	61
Mount Tabor	1	0	65
Mount Tarampa	0	1	275
Mount Tarampa	1	0	365
Mount Tom	0	1	37
Mount Tom	1	0	39
Mount Tully	0	1	76
Mount Tully	1	0	105
Mount Tyson	0	1	175
Mount Tyson	1	0	231
Mount Urah	0	1	17
Mount Urah	1	0	17
Mount Walker (Qld)	0	1	72
Mount Walker (Qld)	1	0	98
Mount Walker West	0	1	9
Mount Walker West	1	0	14
Mount Warren Park	0	1	3105
Mount Warren Park	1	0	4435
Mount Whitestone	0	1	91
Mount Whitestone	1	0	127
Mount Wyatt	0	1	34
Mount Wyatt	1	0	39
Mountain Camp	0	1	19
Mountain Camp	1	0	19
Mountain Creek (Qld)	0	1	3382
Mountain Creek (Qld)	1	0	7534
Moura	0	1	751
Moura	1	0	1240
Mourilyan	0	1	343
Mourilyan	1	0	441
Mourilyan Harbour	0	1	89
Mourilyan Harbour	1	0	118
Mowbray (Qld)	0	1	139
Mowbray (Qld)	1	0	225
Mowbullan	0	1	11
Mowbullan	1	0	11
Moy Pocket	0	1	65
Moy Pocket	1	0	102
Mp Creek	0	1	33
Mp Creek	1	0	33
Muckadilla	0	1	33
Muckadilla	1	0	46
Mudgeeraba	0	1	6513
Mudgeeraba	1	0	10503
Mudjimba	0	1	1022
Mudjimba	1	0	1877
Mudlo	0	1	4
Mudlo	1	0	4
Muirlea	0	1	126
Muirlea	1	0	155
Mulambin	0	1	224
Mulambin	1	0	617
Mulara	0	1	28
Mulara	1	0	60
Mulgildie	0	1	85
Mulgildie	1	0	132
Mulgowie	0	1	98
Mulgowie	1	0	138
Mulgrave (Qld)	0	1	6
Mulgrave (Qld)	1	0	9
Mullett Creek	0	1	41
Mullett Creek	1	0	53
Munbilla	0	1	69
Munbilla	1	0	83
Munbura	0	1	86
Munbura	1	0	89
Mundingburra	0	1	1736
Mundingburra	1	0	2797
Mundoo	0	1	137
Mundoo	1	0	190
Mundoolun	0	1	764
Mundoolun	1	0	1164
Mundowran	0	1	76
Mundowran	1	0	98
Mundubbera	0	1	539
Mundubbera	1	0	856
Mungabunda	0	1	46
Mungabunda	1	0	72
Mungallala	0	1	80
Mungallala	1	0	103
Mungallala South	0	1	19
Mungallala South	1	0	25
Mungalli	0	1	31
Mungalli	1	0	37
Mungar	0	1	197
Mungar	1	0	237
Mungindi (Qld)	0	1	78
Mungindi (Qld)	1	0	121
Mungungo	0	1	49
Mungungo	1	0	63
Mungy	1	0	3
Muniganeen	0	1	30
Muniganeen	1	0	47
Munna Creek	0	1	6
Munna Creek	1	0	18
Munro Plains	0	1	39
Munro Plains	1	0	53
Munruben	0	1	1845
Munruben	1	0	2356
Murarrie	0	1	1869
Murarrie	1	0	3048
Murgon	0	1	1112
Murgon	1	0	1693
Murphys Creek (Qld)	0	1	323
Murphys Creek (Qld)	1	0	509
Murray	0	1	36
Murray	1	0	380
Murray Upper	0	1	169
Murray Upper	1	0	216
Murrays Bridge	0	1	53
Murrays Bridge	1	0	87
Murrigal	0	1	63
Murrigal	1	0	74
Murrumba	0	1	7
Murrumba	1	0	15
Murrumba Downs	0	1	5002
Murrumba Downs	1	0	8208
Mutarnee	0	1	81
Mutarnee	1	0	92
Mutchilba	0	1	285
Mutchilba	1	0	387
Mutdapilly	0	1	171
Mutdapilly	1	0	263
Muttaburra	0	1	47
Muttaburra	1	0	66
Myall Park (Qld)	0	1	10
Myall Park (Qld)	1	0	12
Myrtlevale	0	1	112
Myrtlevale	1	0	123
Mysterton	0	1	446
Mysterton	1	0	638
Nahrunda	0	1	113
Nahrunda	1	0	147
Nambour	0	1	4730
Nambour	1	0	8090
Nanango	0	1	1661
Nanango	1	0	2546
Nandi	0	1	73
Nandi	1	0	90
Nandowrie	0	1	20
Nandowrie	1	0	36
Nangram	0	1	8
Nangram	1	0	8
Nangwee	0	1	34
Nangwee	1	0	48
Nankin	0	1	108
Nankin	1	0	140
Nanum	0	1	228
Nanum	1	0	580
Narangba	0	1	8705
Narangba	1	0	14249
Narko	0	1	18
Narko	1	0	18
Nathan	0	1	428
Nathan	1	0	751
Natural Bridge	0	1	42
Natural Bridge	1	0	69
Nearum	0	1	3
Nearum	1	0	4
Nebine	0	1	11
Nebine	1	0	11
Nebo	0	1	241
Nebo	1	0	463
Neerdie	0	1	69
Neerdie	1	0	85
Nelly Bay	0	1	470
Nelly Bay	1	0	792
Nerada	0	1	60
Nerada	1	0	76
Nerang	0	1	7938
Nerang	1	0	12627
Neranwood	0	1	34
Neranwood	1	0	52
Nerimbera	0	1	188
Nerimbera	1	0	246
Netherby (Qld)	0	1	18
Netherby (Qld)	1	0	25
Netherdale	0	1	46
Netherdale	1	0	84
Neumgna	0	1	8
Neumgna	1	0	9
Neurum	0	1	91
Neurum	1	0	112
Neusa Vale	0	1	33
Neusa Vale	1	0	47
Nevilton	0	1	18
Nevilton	1	0	22
New Auckland	0	1	1988
New Auckland	1	0	3542
New Beith	0	1	2211
New Beith	1	0	3398
New Farm	0	1	3781
New Farm	1	0	7274
New Harbourline	0	1	129
New Harbourline	1	0	175
New Mapoon	0	1	304
New Mapoon	1	0	359
New Moonta	0	1	36
New Moonta	1	0	50
Newell	0	1	200
Newell	1	0	253
Newlands (Qld)	0	1	29
Newlands (Qld)	1	0	49
Newmarket	0	1	1949
Newmarket	1	0	3415
Newport (Qld)	0	1	1634
Newport (Qld)	1	0	2406
Newstead (Qld)	0	1	355
Newstead (Qld)	1	0	886
Newtown (Ipswich - Qld)	0	1	812
Newtown (Ipswich - Qld)	1	0	1193
Newtown (Toowoomba - Qld)	0	1	4017
Newtown (Toowoomba - Qld)	1	0	6729
Nikenbah	0	1	189
Nikenbah	1	0	453
Nindaroo	0	1	177
Nindaroo	1	0	200
Ninderry	0	1	631
Ninderry	1	0	917
Nindooinbah	0	1	54
Nindooinbah	1	0	73
Nine Mile (Qld)	0	1	46
Nine Mile (Qld)	1	0	60
Nine Mile Creek	0	1	7
Nine Mile Creek	1	0	10
Ningi	0	1	1833
Ningi	1	0	3221
Nive	0	1	20
Nive	1	0	29
No 4 Branch	0	1	37
No 4 Branch	1	0	52
No 5 Branch	0	1	3
No 5 Branch	1	0	8
No 6 Branch	0	1	30
No 6 Branch	1	0	42
Nobby	0	1	304
Nobby	1	0	476
Nockatunga	1	0	5
Nome	0	1	628
Nome	1	0	830
Noorama	0	1	17
Noorama	1	0	17
Noorindoo	0	1	22
Noorindoo	1	0	39
Noosa Heads	0	1	1820
Noosa Heads	1	0	3192
Noosa North Shore	0	1	84
Noosa North Shore	1	0	137
Noosaville	0	1	3036
Noosaville	1	0	5734
Norman Gardens	0	1	4352
Norman Gardens	1	0	7511
Norman Park	0	1	2692
Norman Park	1	0	4584
Normanton	0	1	573
Normanton	1	0	877
North Aramara	0	1	22
North Aramara	1	0	27
North Arm (Qld)	0	1	390
North Arm (Qld)	1	0	541
North Booval	0	1	1191
North Booval	1	0	2166
North Branch (Southern Downs - Qld)	0	1	34
North Branch (Southern Downs - Qld)	1	0	47
North Branch (Toowoomba - Qld)	0	1	12
North Branch (Toowoomba - Qld)	1	0	29
North Bungunya	0	1	29
North Bungunya	1	0	33
North Deep Creek	0	1	220
North Deep Creek	1	0	292
North Eton	0	1	117
North Eton	1	0	146
North Gregory	0	1	33
North Gregory	1	0	57
North Ipswich	0	1	2128
North Ipswich	1	0	3352
North Isis	0	1	301
North Isis	1	0	448
North Johnstone	0	1	57
North Johnstone	1	0	67
North Lakes	0	1	6434
North Lakes	1	0	15106
North Mackay	0	1	2778
North Mackay	1	0	4315
North Maclagan	0	1	3
North Maclagan	1	0	5
North Maclean	0	1	937
North Maclean	1	0	1192
North Maleny	0	1	352
North Maleny	1	0	497
North Stradbroke Island	0	1	78
North Stradbroke Island	1	0	108
North Talwood	0	1	107
North Talwood	1	0	143
North Tivoli	0	1	47
North Tivoli	1	0	75
North Toowoomba	0	1	1345
North Toowoomba	1	0	2147
North Ward	0	1	1457
North Ward	1	0	2986
Northgate (Qld)	0	1	1969
Northgate (Qld)	1	0	3305
Norville	0	1	1285
Norville	1	0	1876
Norwell	0	1	116
Norwell	1	0	156
Norwin	0	1	47
Norwin	1	0	62
Nudgee	0	1	1519
Nudgee	1	0	2605
Nudgee Beach	0	1	142
Nudgee Beach	1	0	201
Nukku	0	1	18
Nukku	1	0	17
Numinbah Valley	0	1	51
Numinbah Valley	1	0	84
Nundah	0	1	3847
Nundah	1	0	7886
Nundubbermere	0	1	73
Nundubbermere	1	0	83
Nutgrove	0	1	16
Nutgrove	1	0	24
O'Bil Bil	0	1	21
O'Bil Bil	1	0	18
O'Briens Hill	0	1	4
O'Briens Hill	1	0	4
O'Connell (Qld)	0	1	160
O'Connell (Qld)	1	0	238
Oak Beach	0	1	109
Oak Beach	1	0	152
Oak Valley	0	1	301
Oak Valley	1	0	375
Oakdale (Qld)	0	1	33
Oakdale (Qld)	1	0	40
Oakenden	0	1	282
Oakenden	1	0	361
Oakey	0	1	2257
Oakey	1	0	3590
Oakey Creek	0	1	3
Oakey Creek	1	0	3
Oakhurst (Qld)	0	1	738
Oakhurst (Qld)	1	0	1122
Oakview	0	1	16
Oakview	1	0	25
Oakwood (Qld)	0	1	186
Oakwood (Qld)	1	0	272
Oaky Creek	0	1	50
Oaky Creek	1	0	62
Oberina	0	1	8
Oberina	1	0	19
Obi Obi	0	1	137
Obi Obi	1	0	169
Obum Obum	0	1	82
Obum Obum	1	0	104
Ocean View	0	1	510
Ocean View	1	0	735
Ogmore	0	1	49
Ogmore	1	0	82
Okeden	0	1	13
Okeden	1	0	24
Old Cooranga	0	1	21
Old Cooranga	1	0	19
Old Talgai	0	1	14
Old Talgai	1	0	22
Oman Ama	0	1	21
Oman Ama	1	0	26
One Mile (Qld)	0	1	876
One Mile (Qld)	1	0	1449
Oombabeer	0	1	33
Oombabeer	1	0	41
Oonoonba	0	1	582
Oonoonba	1	0	1110
Ooralea	0	1	1397
Ooralea	1	0	2395
Opalton	0	1	37
Opalton	1	0	48
Orallo	0	1	14
Orallo	1	0	22
Orange Creek	0	1	122
Orange Creek	1	0	158
Orange Hill	0	1	116
Orange Hill	1	0	161
Orient	0	1	3
Orient	1	0	3
Orion	0	1	64
Orion	1	0	78
Ormeau	0	1	5784
Ormeau	1	0	10702
Ormeau Hills	0	1	869
Ormeau Hills	1	0	2032
Ormiston	0	1	2931
Ormiston	1	0	4490
Osborne (Qld)	0	1	213
Osborne (Qld)	1	0	240
Ottaba	0	1	41
Ottaba	1	0	47
Owanyilla	0	1	128
Owanyilla	1	0	171
Owens Creek	0	1	79
Owens Creek	1	0	114
Oxenford	0	1	5347
Oxenford	1	0	8944
Oxford	0	1	24
Oxford	1	0	34
Oxley (Qld)	0	1	3760
Oxley (Qld)	1	0	6174
Oyster Creek	0	1	27
Oyster Creek	1	0	43
Pacific Haven	0	1	383
Pacific Haven	1	0	492
Pacific Heights	0	1	428
Pacific Heights	1	0	674
Pacific Paradise	0	1	1019
Pacific Paradise	1	0	1640
Pacific Pines	0	1	6411
Pacific Pines	1	0	12146
Packers Camp	0	1	83
Packers Camp	1	0	109
Paddington (Qld)	0	1	3160
Paddington (Qld)	1	0	5769
Paddys Green	0	1	214
Paddys Green	1	0	273
Paget	0	1	126
Paget	1	0	187
Palen Creek	0	1	80
Palen Creek	1	0	114
Palgrave	0	1	17
Palgrave	1	0	17
Pallara	0	1	326
Pallara	1	0	396
Pallarenda	0	1	408
Pallarenda	1	0	610
Palm Beach (Qld)	0	1	6364
Palm Beach (Qld)	1	0	10486
Palm Cove	0	1	664
Palm Cove	1	0	1333
Palm Grove (Qld)	0	1	40
Palm Grove (Qld)	1	0	60
Palm Island	0	1	1823
Palm Island	1	0	2168
Palmerston (Qld)	0	1	3
Palmerston (Qld)	1	0	3
Palmtree	0	1	49
Palmtree	1	0	58
Palmview	0	1	356
Palmview	1	0	583
Palmwoods (Qld)	0	1	2841
Palmwoods (Qld)	1	0	4443
Palmyra (Qld)	0	1	165
Palmyra (Qld)	1	0	219
Paluma	0	1	33
Paluma	1	0	48
Pampas	0	1	27
Pampas	1	0	59
Paradise Point	0	1	2598
Paradise Point	1	0	4767
Park Avenue	0	1	2659
Park Avenue	1	0	3970
Park Ridge	0	1	1392
Park Ridge	1	0	1883
Park Ridge South	0	1	1181
Park Ridge South	1	0	1466
Parkhurst	0	1	987
Parkhurst	1	0	1781
Parkinson	0	1	5755
Parkinson	1	0	8773
Parklands (Qld)	0	1	144
Parklands (Qld)	1	0	188
Parknook	0	1	30
Parknook	1	0	61
Parkside (Qld)	0	1	592
Parkside (Qld)	1	0	1006
Parkwood (Qld)	0	1	4392
Parkwood (Qld)	1	0	6481
Parramatta Park	0	1	876
Parramatta Park	1	0	1995
Parrearra	0	1	1729
Parrearra	1	0	3179
Pasha	0	1	24
Pasha	1	0	39
Passchendaele	0	1	20
Passchendaele	1	0	29
Paterson (Qld)	0	1	76
Paterson (Qld)	1	0	106
Patrick	0	1	10
Patrick	1	0	19
Patrick Estate	0	1	117
Patrick Estate	1	0	152
Pauls Pocket	0	1	29
Pauls Pocket	1	0	32
Peachester	0	1	760
Peachester	1	0	1081
Peacock Siding	0	1	57
Peacock Siding	1	0	74
Peak Crossing	0	1	557
Peak Crossing	1	0	807
Peak Vale	0	1	35
Peak Vale	1	0	34
Pechey	0	1	47
Pechey	1	0	74
Peeramon	0	1	306
Peeramon	1	0	473
Pelham (Qld)	0	1	8
Pelham (Qld)	1	0	8
Pelican (Qld)	0	1	10
Pelican (Qld)	1	0	16
Pelican Creek	0	1	15
Pelican Creek	1	0	17
Pelican Waters	0	1	2670
Pelican Waters	1	0	4591
Pentland	0	1	205
Pentland	1	0	255
Peranga	0	1	48
Peranga	1	0	67
Peregian Beach	0	1	1658
Peregian Beach	1	0	2673
Peregian Springs	0	1	1696
Peregian Springs	1	0	4482
Perseverance	0	1	31
Perseverance	1	0	49
Perwillowen	0	1	134
Perwillowen	1	0	178
Petford	0	1	23
Petford	1	0	21
Petrie	0	1	4729
Petrie	1	0	6899
Petrie Terrace	0	1	296
Petrie Terrace	1	0	630
Pheasant Creek (Qld)	0	1	25
Pheasant Creek (Qld)	1	0	40
Philpott	0	1	31
Philpott	1	0	41
Pialba	0	1	1427
Pialba	1	0	2550
Pickanjinnie	0	1	29
Pickanjinnie	1	0	40
Picnic Bay	0	1	146
Picnic Bay	1	0	228
Pie Creek	0	1	553
