SSC_NAME16	Address1YearAgo	persons
Old Beach	Australian Capital Territory	3
Old Beach	New South Wales	18
Old Beach	Northern Territory	4
Old Beach	Queensland	24
Old Beach	South Australia	4
Old Beach	Tasmania	360
Old Beach	Victoria	17
Old Beach	Western Australia	9
Oldina	(Same Address)	91
Oldina	(Same SA2)	5
Oldina	Queensland	17
Oldina	Tasmania	7
Oldina	Victoria	3
Oonah	(Same Address)	3
Opossum Bay	(Overseas)	8
Opossum Bay	(Same Address)	265
Opossum Bay	(Same SA2)	8
Opossum Bay	Australian Capital Territory	3
Opossum Bay	Queensland	8
Opossum Bay	Tasmania	11
Orford (Tas.)	(Same Address)	499
Orford (Tas.)	(Same SA2)	20
Orford (Tas.)	New South Wales	6
Orford (Tas.)	Queensland	3
Orford (Tas.)	Tasmania	36
Orford (Tas.)	Victoria	3
Orford (Tas.)	Western Australia	3
Orielton	(Same Address)	292
Orielton	(Same SA2)	3
Orielton	Tasmania	33
Osmaston	(Same Address)	76
Osmaston	Tasmania	7
Osterley (Tas.)	(Same Address)	7
Osterley (Tas.)	Tasmania	3
Otago	(Same Address)	461
Otago	(Same SA2)	6
Otago	Queensland	6
Otago	Tasmania	30
Otago	Victoria	4
Otago	Western Australia	7
Ouse	(Same Address)	248
Ouse	(Same SA2)	7
Ouse	Queensland	9
Ouse	Tasmania	12
Ouse	Victoria	3
Oyster Cove (Tas.)	(Same Address)	254
Oyster Cove (Tas.)	(Same SA2)	4
Oyster Cove (Tas.)	New South Wales	6
Oyster Cove (Tas.)	Tasmania	26
Palana	(Same Address)	12
Palana	Victoria	4
Paloona	(Same Address)	58
Paradise (Tas.)	(Same Address)	98
Paradise (Tas.)	(Same SA2)	3
Paradise (Tas.)	Tasmania	4
Parattah	(Overseas)	4
Parattah	(Same Address)	140
Parattah	(Same SA2)	4
Parattah	Tasmania	5
Parattah	Victoria	3
Park Grove	(Overseas)	14
Park Grove	(Same Address)	1891
Park Grove	(Same SA2)	75
Park Grove	New South Wales	11
Park Grove	Queensland	8
Park Grove	South Australia	7
Park Grove	Tasmania	184
Park Grove	Victoria	12
Parkham	(Same Address)	117
Parklands (Tas.)	(Same Address)	631
Parklands (Tas.)	(Same SA2)	18
Parklands (Tas.)	New South Wales	13
Parklands (Tas.)	Queensland	9
Parklands (Tas.)	South Australia	3
Parklands (Tas.)	Tasmania	94
Patersonia	(Same Address)	77
Patersonia	Tasmania	3
Pawleena	(Same Address)	83
Pawleena	Tasmania	3
Pawtella	(Same Address)	23
Pearshape	(Same Address)	5
Pegarah	(Same Address)	112
Pegarah	(Same SA2)	4
Pegarah	Queensland	10
Pelham (Tas.)	(Same Address)	28
Pelverata	(Same Address)	190
Pelverata	Tasmania	3
Penguin	(Overseas)	6
Penguin	(Same Address)	3073
Penguin	(Same SA2)	147
Penguin	New South Wales	8
Penguin	Northern Territory	3
Penguin	Queensland	23
Penguin	Tasmania	215
Penguin	Victoria	24
Penguin	Western Australia	27
Penna	(Same Address)	366
Penna	(Same SA2)	5
Penna	New South Wales	3
Penna	Queensland	7
Penna	Tasmania	17
Perth (Tas.)	(Overseas)	5
Perth (Tas.)	(Same Address)	2372
Perth (Tas.)	(Same SA2)	76
Perth (Tas.)	New South Wales	9
Perth (Tas.)	Northern Territory	6
Perth (Tas.)	Queensland	9
Perth (Tas.)	Tasmania	223
Perth (Tas.)	Victoria	3
Perth (Tas.)	Western Australia	6
Petcheys Bay	(Same Address)	113
Petcheys Bay	(Same SA2)	7
Petcheys Bay	New South Wales	4
Petcheys Bay	Queensland	3
Petcheys Bay	Tasmania	7
Pioneer (Tas.)	(Same Address)	74
Pioneer (Tas.)	Tasmania	9
Pipers Brook	(Same Address)	80
Pipers Brook	Tasmania	8
Pipers River	(Overseas)	5
Pipers River	(Same Address)	352
Pipers River	New South Wales	3
Pipers River	Queensland	5
Pipers River	Tasmania	3
Pipers River	Western Australia	6
Plenty (Tas.)	(Same Address)	79
Plenty (Tas.)	New South Wales	3
Plenty (Tas.)	Western Australia	4
Poatina	(Same Address)	74
Poatina	(Same SA2)	3
Poatina	New South Wales	3
Poatina	Tasmania	8
Poatina	Victoria	3
Police Point	(Same Address)	48
Police Point	Queensland	3
Police Point	Tasmania	4
Police Point	Victoria	6
Pontville	(Same Address)	524
Pontville	(Same SA2)	12
Pontville	New South Wales	3
Pontville	Queensland	3
Pontville	Tasmania	50
Pontypool	(Same Address)	32
Pontypool	(Same SA2)	3
Pontypool	Tasmania	7
Port Arthur (Tas.)	(Same Address)	194
Port Arthur (Tas.)	(Same SA2)	12
Port Arthur (Tas.)	Queensland	4
Port Arthur (Tas.)	Tasmania	5
Port Huon	(Same Address)	340
Port Huon	(Same SA2)	9
Port Huon	New South Wales	14
Port Huon	Queensland	10
Port Huon	Tasmania	13
Port Sorell	(Overseas)	6
Port Sorell	(Same Address)	1571
Port Sorell	(Same SA2)	85
Port Sorell	New South Wales	11
Port Sorell	Northern Territory	3
Port Sorell	Queensland	11
Port Sorell	Tasmania	126
Port Sorell	Victoria	4
Port Sorell	Western Australia	12
Powranna	(Same Address)	14
Powranna	Tasmania	9
Premaydena	(Overseas)	3
Premaydena	(Same Address)	78
Premaydena	(Same SA2)	10
Premaydena	New South Wales	3
Preolenna	(Same Address)	41
Preolenna	(Same SA2)	3
Preolenna	Tasmania	8
Preolenna	Victoria	3
Preservation Bay	(Same Address)	61
Preservation Bay	New South Wales	3
Preston (Tas.)	(Same Address)	127
Preston (Tas.)	Queensland	3
Primrose Sands	(Overseas)	3
Primrose Sands	(Same Address)	790
Primrose Sands	(Same SA2)	27
Primrose Sands	New South Wales	12
Primrose Sands	Queensland	10
Primrose Sands	Tasmania	85
Primrose Sands	Victoria	7
Primrose Sands	Western Australia	5
Promised Land	(Same Address)	36
Prospect (Tas.)	(Overseas)	9
Prospect (Tas.)	(Same Address)	1311
Prospect (Tas.)	(Same SA2)	29
Prospect (Tas.)	New South Wales	5
Prospect (Tas.)	Queensland	10
Prospect (Tas.)	Tasmania	204
Prospect (Tas.)	Victoria	8
Prospect (Tas.)	Western Australia	3
Prospect Vale	(Overseas)	18
Prospect Vale	(Same Address)	4061
Prospect Vale	(Same SA2)	107
Prospect Vale	New South Wales	19
Prospect Vale	Northern Territory	3
Prospect Vale	Queensland	12
Prospect Vale	South Australia	3
Prospect Vale	Tasmania	395
Prospect Vale	Victoria	12
Prospect Vale	Western Australia	3
Punchbowl (Tas.)	(Overseas)	3
Punchbowl (Tas.)	(Same Address)	333
Punchbowl (Tas.)	(Same SA2)	8
Punchbowl (Tas.)	Tasmania	66
Pyengana	(Same Address)	99
Quamby Bend	(Same Address)	24
Quamby Bend	Tasmania	3
Quamby Brook	(Same Address)	86
Quamby Brook	Tasmania	6
Queens Domain	(Same Address)	29
Queenstown (Tas.)	(Overseas)	3
Queenstown (Tas.)	(Same Address)	1400
Queenstown (Tas.)	(Same SA2)	84
Queenstown (Tas.)	New South Wales	9
Queenstown (Tas.)	Northern Territory	5
Queenstown (Tas.)	Queensland	23
Queenstown (Tas.)	Tasmania	47
Queenstown (Tas.)	Victoria	18
Queenstown (Tas.)	Western Australia	14
Quoiba	(Same Address)	364
Quoiba	New South Wales	4
Quoiba	Queensland	6
Quoiba	Tasmania	15
Quoiba	Victoria	3
Railton	(Overseas)	9
Railton	(Same Address)	810
Railton	(Same SA2)	22
Railton	Tasmania	34
Raminea	(Same Address)	36
Raminea	(Same SA2)	3
Randalls Bay	(Same Address)	32
Randalls Bay	(Same SA2)	5
Randalls Bay	Tasmania	7
Ranelagh	(Same Address)	1016
Ranelagh	(Same SA2)	53
Ranelagh	Australian Capital Territory	3
Ranelagh	New South Wales	10
Ranelagh	Tasmania	63
Ranelagh	Victoria	3
Ranelagh	Western Australia	3
Ranga	(Same Address)	33
Ranga	(Same SA2)	3
Ranga	Tasmania	4
Ravenswood (Tas.)	(Overseas)	8
Ravenswood (Tas.)	(Same Address)	2817
Ravenswood (Tas.)	(Same SA2)	64
Ravenswood (Tas.)	New South Wales	11
Ravenswood (Tas.)	Northern Territory	3
Ravenswood (Tas.)	Queensland	12
Ravenswood (Tas.)	South Australia	3
Ravenswood (Tas.)	Tasmania	240
Ravenswood (Tas.)	Victoria	7
Ravenswood (Tas.)	Western Australia	5
Recherche	(Same Address)	8
Red Hills	(Same Address)	105
Red Hills	(Same SA2)	7
Redpa	(Same Address)	80
Redpa	(Same SA2)	3
Redpa	Tasmania	3
Reedy Marsh	(Same Address)	144
Reedy Marsh	(Same SA2)	10
Reedy Marsh	Queensland	4
Reedy Marsh	South Australia	4
Reedy Marsh	Tasmania	4
Reekara	(Same Address)	22
Relbia	(Overseas)	3
Relbia	(Same Address)	594
Relbia	(Same SA2)	7
Relbia	New South Wales	7
Relbia	Queensland	3
Relbia	South Australia	4
Relbia	Tasmania	19
Relbia	Victoria	7
Relbia	Western Australia	3
Retreat (Tas.)	(Same Address)	19
Reynolds Neck	(Same Address)	9
Reynolds Neck	Tasmania	3
Rheban	(Same Address)	7
Rhyndaston	(Same Address)	66
Riana	(Same Address)	270
Riana	(Same SA2)	5
Riana	Tasmania	22
Richmond (Tas.)	(Same Address)	1236
Richmond (Tas.)	(Same SA2)	35
Richmond (Tas.)	New South Wales	14
Richmond (Tas.)	Queensland	15
Richmond (Tas.)	South Australia	3
Richmond (Tas.)	Tasmania	53
Richmond (Tas.)	Victoria	3
Richmond (Tas.)	Western Australia	3
Ridgeway	(Same Address)	146
Ridgeway	Tasmania	10
Ridgeway	Victoria	3
Ridgeway	Western Australia	7
Ridgley	(Same Address)	514
Ridgley	(Same SA2)	6
Ridgley	Queensland	5
Ridgley	South Australia	3
Ridgley	Tasmania	20
Ringarooma	(Same Address)	289
Ringarooma	(Same SA2)	13
Ringarooma	Queensland	4
Ringarooma	Tasmania	4
Ringarooma	Victoria	4
Risdon	(Same Address)	229
Risdon	Queensland	4
Risdon	Tasmania	34
Risdon Vale	(Overseas)	8
Risdon Vale	(Same Address)	1874
Risdon Vale	(Same SA2)	57
Risdon Vale	Northern Territory	8
Risdon Vale	Queensland	3
Risdon Vale	Tasmania	151
Risdon Vale	Victoria	5
Riverside (Tas.)	(Overseas)	27
Riverside (Tas.)	(Same Address)	4980
Riverside (Tas.)	(Same SA2)	182
Riverside (Tas.)	New South Wales	41
Riverside (Tas.)	Northern Territory	12
Riverside (Tas.)	Queensland	29
Riverside (Tas.)	South Australia	4
Riverside (Tas.)	Tasmania	558
Riverside (Tas.)	Victoria	43
Riverside (Tas.)	Western Australia	25
Robigana	(Same Address)	106
Robigana	Tasmania	4
Rocherlea	(Same Address)	763
Rocherlea	(Same SA2)	46
Rocherlea	New South Wales	3
Rocherlea	Tasmania	91
Rocherlea	Victoria	4
Roches Beach	(Overseas)	3
Roches Beach	(Same Address)	189
Roches Beach	(Same SA2)	3
Roches Beach	Tasmania	6
Rocky Cape	(Same Address)	164
Rocky Cape	(Same SA2)	3
Rocky Cape	New South Wales	3
Rocky Cape	Tasmania	7
Rocky Hills	(Same Address)	12
Roger River	(Same Address)	30
Roger River	(Same SA2)	7
Roger River	New South Wales	3
Roger River	Tasmania	3
Rokeby (Tas.)	(Overseas)	3
Rokeby (Tas.)	(Same Address)	2638
Rokeby (Tas.)	(Same SA2)	86
Rokeby (Tas.)	New South Wales	6
Rokeby (Tas.)	Queensland	13
Rokeby (Tas.)	South Australia	4
Rokeby (Tas.)	Tasmania	258
Rokeby (Tas.)	Victoria	10
Rokeby (Tas.)	Western Australia	7
Roland	(Same Address)	74
Roland	(Same SA2)	3
Romaine	(Overseas)	5
Romaine	(Same Address)	1405
Romaine	(Same SA2)	37
Romaine	New South Wales	10
Romaine	Queensland	7
Romaine	Tasmania	113
Romaine	Victoria	8
Romaine	Western Australia	3
Rose Bay (Tas.)	(Overseas)	16
Rose Bay (Tas.)	(Same Address)	888
Rose Bay (Tas.)	(Same SA2)	19
Rose Bay (Tas.)	New South Wales	3
Rose Bay (Tas.)	Queensland	8
Rose Bay (Tas.)	South Australia	5
Rose Bay (Tas.)	Tasmania	77
Rose Bay (Tas.)	Victoria	7
Rosebery (Tas.)	(Same Address)	510
Rosebery (Tas.)	(Same SA2)	46
Rosebery (Tas.)	New South Wales	8
Rosebery (Tas.)	Queensland	12
Rosebery (Tas.)	South Australia	5
Rosebery (Tas.)	Tasmania	13
Rosebery (Tas.)	Victoria	15
Rosebery (Tas.)	Western Australia	9
Rosegarland	(Same Address)	63
Rosegarland	Tasmania	4
Rosetta	(Overseas)	14
Rosetta	(Same Address)	2044
Rosetta	(Same SA2)	35
Rosetta	New South Wales	9
Rosetta	Queensland	12
Rosetta	South Australia	6
Rosetta	Tasmania	248
Rosetta	Victoria	3
Rosetta	Western Australia	12
Rosevale (Tas.)	(Same Address)	104
Rosevale (Tas.)	Tasmania	8
Rosevears	(Same Address)	289
Rosevears	(Same SA2)	4
Rosevears	Tasmania	22
Rosevears	Victoria	6
Rosny	(Overseas)	8
Rosny	(Same Address)	639
Rosny	(Same SA2)	8
Rosny	Australian Capital Territory	3
Rosny	Queensland	9
Rosny	Tasmania	53
Rosny Park	(Same Address)	5
Ross (Tas.)	(Same Address)	308
Ross (Tas.)	(Same SA2)	21
Ross (Tas.)	Queensland	10
Ross (Tas.)	Tasmania	14
Ross (Tas.)	Victoria	3
Rossarden	(Same Address)	26
Round Hill (Tas.)	(Same Address)	88
Round Hill (Tas.)	(Same SA2)	5
Round Hill (Tas.)	Tasmania	10
Rowella	(Overseas)	3
Rowella	(Same Address)	142
Rowella	(Same SA2)	3
Rowella	New South Wales	3
Rowella	Northern Territory	3
Rowella	Tasmania	3
Royal George	(Same Address)	23
Runnymede (Tas.)	(Same Address)	59
Runnymede (Tas.)	Tasmania	7
Rushy Lagoon	(Same Address)	23
Rushy Lagoon	Tasmania	3
Saltwater River	(Same Address)	99
Saltwater River	(Same SA2)	3
Saltwater River	Tasmania	7
Sandfly	(Same Address)	270
Sandfly	(Same SA2)	3
Sandfly	Queensland	3
Sandfly	Tasmania	11
Sandford (Tas.)	(Overseas)	3
Sandford (Tas.)	(Same Address)	1601
Sandford (Tas.)	(Same SA2)	25
Sandford (Tas.)	New South Wales	3
Sandford (Tas.)	Northern Territory	3
Sandford (Tas.)	Queensland	5
Sandford (Tas.)	Tasmania	91
Sandford (Tas.)	Victoria	5
Sandford (Tas.)	Western Australia	3
Sandy Bay	(Overseas)	567
Sandy Bay	(Same Address)	8438
Sandy Bay	(Same SA2)	541
Sandy Bay	Australian Capital Territory	22
Sandy Bay	New South Wales	91
Sandy Bay	Northern Territory	3
Sandy Bay	Queensland	86
Sandy Bay	South Australia	34
Sandy Bay	Tasmania	880
Sandy Bay	Victoria	175
Sandy Bay	Western Australia	27
Sassafras (Tas.)	(Overseas)	4
Sassafras (Tas.)	(Same Address)	287
Sassafras (Tas.)	(Same SA2)	7
Sassafras (Tas.)	Tasmania	7
Sassafras (Tas.)	Victoria	3
Savage River	(Same Address)	18
Savage River	Tasmania	3
Scamander	(Same Address)	474
Scamander	(Same SA2)	38
Scamander	New South Wales	7
Scamander	Queensland	7
Scamander	South Australia	3
Scamander	Tasmania	36
Scamander	Victoria	3
Scamander	Western Australia	7
Scopus	(Same Address)	38
Scopus	Tasmania	3
Scotchtown	(Same Address)	201
Scotchtown	(Same SA2)	5
Scotchtown	Tasmania	35
Scottsdale	(Overseas)	3
Scottsdale	(Same Address)	1923
Scottsdale	(Same SA2)	160
Scottsdale	New South Wales	13
Scottsdale	Queensland	21
Scottsdale	Tasmania	45
Scottsdale	Victoria	6
Scottsdale	Western Australia	3
Selbourne	(Same Address)	57
Selbourne	Tasmania	3
Seven Mile Beach	(Overseas)	3
Seven Mile Beach	(Same Address)	1046
Seven Mile Beach	(Same SA2)	44
Seven Mile Beach	New South Wales	4
Seven Mile Beach	Queensland	6
Seven Mile Beach	Tasmania	88
Seven Mile Beach	Victoria	3
Seymour (Tas.)	(Same Address)	23
Shearwater	(Overseas)	12
Shearwater	(Same Address)	1281
Shearwater	(Same SA2)	105
Shearwater	New South Wales	14
Shearwater	Queensland	11
Shearwater	Tasmania	140
Shearwater	Victoria	24
Shearwater	Western Australia	14
Sheffield	(Same Address)	1203
Sheffield	(Same SA2)	72
Sheffield	New South Wales	14
Sheffield	Queensland	21
Sheffield	South Australia	9
Sheffield	Tasmania	37
Sheffield	Victoria	15
Sheffield	Western Australia	4
Shorewell Park	(Overseas)	3
Shorewell Park	(Same Address)	1526
Shorewell Park	(Same SA2)	38
Shorewell Park	New South Wales	8
Shorewell Park	Queensland	5
Shorewell Park	South Australia	7
Shorewell Park	Tasmania	164
Shorewell Park	Victoria	3
Shorewell Park	Western Australia	4
Sidmouth	(Same Address)	342
Sidmouth	(Same SA2)	7
Sidmouth	Queensland	8
Sidmouth	Tasmania	13
Sidmouth	Victoria	3
Sidmouth	Western Australia	6
Simpsons Bay	(Same Address)	40
Sisters Beach	(Same Address)	373
Sisters Beach	(Same SA2)	10
Sisters Beach	Queensland	6
Sisters Beach	Tasmania	29
Sisters Beach	Victoria	3
Sisters Beach	Western Australia	3
Sisters Creek	(Same Address)	116
Sisters Creek	(Same SA2)	4
Sisters Creek	Tasmania	8
Sloping Main	(Same Address)	43
Sloping Main	Tasmania	5
Smithton	(Overseas)	16
Smithton	(Same Address)	2971
Smithton	(Same SA2)	287
Smithton	New South Wales	19
Smithton	Northern Territory	3
Smithton	Queensland	9
Smithton	South Australia	3
Smithton	Tasmania	206
Smithton	Victoria	11
Smithton	Western Australia	19
Snug	(Same Address)	917
Snug	(Same SA2)	82
Snug	New South Wales	3
Snug	Queensland	13
Snug	Tasmania	69
Snug	Victoria	4
Somerset (Tas.)	(Overseas)	4
Somerset (Tas.)	(Same Address)	3106
Somerset (Tas.)	(Same SA2)	134
Somerset (Tas.)	Australian Capital Territory	4
Somerset (Tas.)	New South Wales	21
Somerset (Tas.)	Northern Territory	3
Somerset (Tas.)	Queensland	18
Somerset (Tas.)	South Australia	7
Somerset (Tas.)	Tasmania	233
Somerset (Tas.)	Victoria	9
Somerset (Tas.)	Western Australia	9
Sorell	(Overseas)	9
Sorell	(Same Address)	2197
Sorell	(Same SA2)	95
Sorell	New South Wales	27
Sorell	Queensland	17
Sorell	South Australia	3
Sorell	Tasmania	240
Sorell	Victoria	9
Sorell	Western Australia	4
Sorell Creek	(Same Address)	74
Sorell Creek	Victoria	3
Sorell Creek	Western Australia	4
South Arm (Tas.)	(Overseas)	4
South Arm (Tas.)	(Same Address)	721
South Arm (Tas.)	(Same SA2)	25
South Arm (Tas.)	Northern Territory	3
South Arm (Tas.)	Queensland	5
South Arm (Tas.)	Tasmania	42
South Arm (Tas.)	Victoria	6
South Arm (Tas.)	Western Australia	3
South Bruny	(Same Address)	70
South Bruny	(Same SA2)	3
South Bruny	South Australia	3
South Bruny	Western Australia	3
South Burnie	(Same Address)	254
South Burnie	(Same SA2)	11
South Burnie	New South Wales	3
South Burnie	Tasmania	25
South Burnie	Victoria	6
South Burnie	Western Australia	3
South Forest	(Same Address)	87
South Forest	(Same SA2)	3
South Hobart	(Overseas)	129
South Hobart	(Same Address)	3933
South Hobart	(Same SA2)	112
South Hobart	Australian Capital Territory	8
South Hobart	New South Wales	40
South Hobart	Northern Territory	11
South Hobart	Queensland	47
South Hobart	South Australia	14
South Hobart	Tasmania	490
South Hobart	Victoria	48
South Hobart	Western Australia	23
South Launceston	(Overseas)	53
South Launceston	(Same Address)	3243
South Launceston	(Same SA2)	96
South Launceston	New South Wales	29
South Launceston	Northern Territory	3
South Launceston	Queensland	25
South Launceston	South Australia	5
South Launceston	Tasmania	571
South Launceston	Victoria	27
South Launceston	Western Australia	21
South Mount Cameron	(Same Address)	8
South Nietta	(Same Address)	4
South Nietta	Tasmania	3
South Preston	(Same Address)	9
South Riana	(Same Address)	195
South Riana	(Same SA2)	4
South Riana	Tasmania	4
South Spreyton	(Same Address)	449
South Spreyton	(Same SA2)	4
South Spreyton	Queensland	4
South Spreyton	Tasmania	24
South Spreyton	Victoria	3
South Springfield	(Same Address)	16
Southport (Tas.)	(Same Address)	98
Southwest	(Overseas)	3
Southwest	(Same Address)	4
Southwest	Queensland	9
Spalford	(Same Address)	51
Spalford	Tasmania	4
Sprent	(Same Address)	110
Sprent	(Same SA2)	4
Sprent	Tasmania	4
Spreyton	(Same Address)	1315
Spreyton	(Same SA2)	23
Spreyton	New South Wales	3
Spreyton	Queensland	13
Spreyton	South Australia	4
Spreyton	Tasmania	156
Spreyton	Victoria	5
Spring Beach	(Same Address)	83
Spring Beach	(Same SA2)	5
Spring Beach	Tasmania	4
Springfield (Tas.)	(Same Address)	157
Springfield (Tas.)	(Same SA2)	7
Springfield (Tas.)	New South Wales	3
Springfield (Tas.)	South Australia	5
Springfield (Tas.)	Tasmania	5
Squeaking Point	(Same Address)	183
Squeaking Point	(Same SA2)	6
Squeaking Point	New South Wales	6
Squeaking Point	Queensland	3
Squeaking Point	Tasmania	11
St Helens (Tas.)	(Overseas)	10
St Helens (Tas.)	(Same Address)	1564
St Helens (Tas.)	(Same SA2)	158
St Helens (Tas.)	New South Wales	12
St Helens (Tas.)	Queensland	21
St Helens (Tas.)	South Australia	7
St Helens (Tas.)	Tasmania	73
St Helens (Tas.)	Victoria	20
St Helens (Tas.)	Western Australia	12
St Leonards (Tas.)	(Overseas)	23
St Leonards (Tas.)	(Same Address)	1556
St Leonards (Tas.)	(Same SA2)	31
St Leonards (Tas.)	New South Wales	4
St Leonards (Tas.)	Queensland	11
St Leonards (Tas.)	South Australia	3
St Leonards (Tas.)	Tasmania	179
St Marys (Tas.)	(Same Address)	550
St Marys (Tas.)	(Same SA2)	18
St Marys (Tas.)	New South Wales	10
St Marys (Tas.)	Queensland	6
St Marys (Tas.)	Tasmania	21
Stanley (Tas.)	(Overseas)	3
Stanley (Tas.)	(Same Address)	420
Stanley (Tas.)	(Same SA2)	19
Stanley (Tas.)	New South Wales	9
Stanley (Tas.)	Tasmania	19
Stanley (Tas.)	Victoria	3
Stanley (Tas.)	Western Australia	9
Staverton	(Same Address)	71
Staverton	(Same SA2)	7
Stieglitz	(Same Address)	418
Stieglitz	(Same SA2)	23
Stieglitz	New South Wales	3
Stieglitz	Queensland	3
Stieglitz	South Australia	6
Stieglitz	Tasmania	18
Stieglitz	Victoria	7
Stieglitz	Western Australia	4
Stonehenge (Tas.)	(Same Address)	7
Stonor	(Same Address)	39
Stony Rise	(Overseas)	3
Stony Rise	(Same Address)	500
Stony Rise	(Same SA2)	12
Stony Rise	New South Wales	3
Stony Rise	Queensland	4
Stony Rise	Tasmania	63
Stoodley	(Same Address)	50
Stormlea	(Same Address)	18
Stowport	(Same Address)	322
Stowport	(Same SA2)	3
Stowport	Tasmania	11
Strahan	(Overseas)	10
Strahan	(Same Address)	543
Strahan	(Same SA2)	45
Strahan	Queensland	9
Strahan	Tasmania	25
Strahan	Victoria	7
Strahan	Western Australia	3
Strathblane	(Overseas)	6
Strathblane	(Same Address)	84
Strathblane	(Same SA2)	4
Strathblane	New South Wales	8
Strathblane	Western Australia	4
Strickland	(Same Address)	13
Sulphur Creek	(Overseas)	4
Sulphur Creek	(Same Address)	472
Sulphur Creek	(Same SA2)	14
Sulphur Creek	Queensland	7
Sulphur Creek	Tasmania	62
Summerhill	(Overseas)	13
Summerhill	(Same Address)	2504
Summerhill	(Same SA2)	37
Summerhill	New South Wales	6
Summerhill	Northern Territory	3
Summerhill	Queensland	7
Summerhill	Tasmania	271
Summerhill	Victoria	11
Summerhill	Western Australia	6
Sunnyside (Tas.)	(Same Address)	87
Sunnyside (Tas.)	(Same SA2)	3
Surges Bay	(Same Address)	107
Surges Bay	New South Wales	3
Surges Bay	Tasmania	3
Surveyors Bay	(Same Address)	37
Swan Bay (Tas.)	(Same Address)	241
Swan Bay (Tas.)	(Same SA2)	4
Swan Bay (Tas.)	Queensland	5
Swan Bay (Tas.)	Tasmania	12
Swan Point	(Overseas)	4
Swan Point	(Same Address)	234
Swan Point	(Same SA2)	4
Swan Point	New South Wales	4
Swan Point	Tasmania	12
Swan Point	Victoria	3
Swansea (Tas.)	(Overseas)	6
Swansea (Tas.)	(Same Address)	676
Swansea (Tas.)	(Same SA2)	56
Swansea (Tas.)	New South Wales	10
Swansea (Tas.)	South Australia	4
Swansea (Tas.)	Tasmania	22
Swansea (Tas.)	Victoria	9
Swansea (Tas.)	Western Australia	4
Swanston	(Same Address)	16
Table Cape	(Same Address)	68
Table Cape	(Same SA2)	7
Table Cape	Tasmania	5
Takone	(Same Address)	69
Takone	Tasmania	4
Talawa	(Same Address)	52
Talawa	Western Australia	3
Taranna	(Same Address)	122
Taranna	(Same SA2)	3
Taranna	Tasmania	3
Taranna	Victoria	3
Targa	(Same Address)	24
Tarleton	(Overseas)	3
Tarleton	(Same Address)	288
Tarleton	(Same SA2)	5
Tarleton	Queensland	3
Tarleton	South Australia	7
Tarleton	Tasmania	36
Tarleton	Western Australia	4
Taroona	(Overseas)	32
Taroona	(Same Address)	2519
Taroona	(Same SA2)	39
Taroona	New South Wales	21
Taroona	Queensland	11
Taroona	South Australia	3
Taroona	Tasmania	190
Taroona	Victoria	14
Taroona	Western Australia	13
Tayene	(Same Address)	9
Tea Tree	(Same Address)	336
Tea Tree	(Same SA2)	10
Tea Tree	Tasmania	27
Telita	(Same Address)	20
Telita	Queensland	3
Temma	(Same Address)	4
Tewkesbury	(Same Address)	58
Tewkesbury	Queensland	3
Tewkesbury	Tasmania	5
The Gardens (Tas.)	(Same Address)	17
Thirlstane	(Same Address)	72
Thirlstane	Queensland	3
Thirlstane	Tasmania	3
Tiberias	(Same Address)	5
Tinderbox	(Overseas)	3
Tinderbox	(Same Address)	319
Tinderbox	(Same SA2)	7
Tinderbox	New South Wales	3
Tinderbox	South Australia	3
Tinderbox	Tasmania	15
Tinderbox	Victoria	3
Tods Corner	(Same Address)	6
Togari	(Same Address)	58
Togari	(Same SA2)	17
Togari	Queensland	7
Togari	Tasmania	7
Toiberry	(Same Address)	22
Tolmans Hill	(Overseas)	13
Tolmans Hill	(Same Address)	476
Tolmans Hill	(Same SA2)	10
Tolmans Hill	New South Wales	3
Tolmans Hill	Queensland	5
Tolmans Hill	Tasmania	32
Tomahawk	(Same Address)	38
Tonganah	(Same Address)	20
Tooms Lake	(Same Address)	3
Tranmere (Tas.)	(Overseas)	9
Tranmere (Tas.)	(Same Address)	1368
Tranmere (Tas.)	(Same SA2)	56
Tranmere (Tas.)	New South Wales	6
Tranmere (Tas.)	Northern Territory	3
Tranmere (Tas.)	Queensland	12
Tranmere (Tas.)	Tasmania	121
Tranmere (Tas.)	Victoria	6
Tranmere (Tas.)	Western Australia	5
Travellers Rest	(Same Address)	265
Travellers Rest	Tasmania	22
Trenah	(Same Address)	11
Trevallyn	(Overseas)	35
Trevallyn	(Same Address)	3506
Trevallyn	(Same SA2)	95
Trevallyn	New South Wales	43
Trevallyn	Northern Territory	3
Trevallyn	Queensland	34
Trevallyn	Tasmania	393
Trevallyn	Victoria	30
Trevallyn	Western Australia	10
Triabunna	(Same Address)	707
Triabunna	(Same SA2)	40
Triabunna	Tasmania	39
Trial Harbour	(Same Address)	25
Trial Harbour	Tasmania	3
Trowutta	(Same Address)	77
Trowutta	(Same SA2)	3
Trowutta	Tasmania	3
Tugrah	(Same Address)	298
Tugrah	(Same SA2)	8
Tugrah	Tasmania	45
Tulendeena	(Same Address)	12
Tullah	(Same Address)	143
Tullah	(Same SA2)	4
Tullah	Western Australia	4
Tunbridge	(Same Address)	111
Tunbridge	Tasmania	4
Tunnack	(Same Address)	152
Tunnack	(Same SA2)	7
Tunnack	Tasmania	7
Tunnel	(Same Address)	52
Tunnel	Tasmania	3
Turners Beach	(Overseas)	7
