SSC_NAME16	Address1YearAgo	persons
Lake Cathie	Australian Capital Territory	5
Lake Cathie	New South Wales	318
Lake Cathie	Northern Territory	4
Lake Cathie	Queensland	20
Lake Cathie	Tasmania	4
Lake Cathie	Victoria	9
Lake Cathie	Western Australia	5
Lake Conjola	(Same Address)	354
Lake Conjola	(Same SA2)	12
Lake Conjola	New South Wales	40
Lake Conjola	Queensland	3
Lake Cowal	(Same Address)	36
Lake Cowal	New South Wales	3
Lake George	(Same Address)	61
Lake George	(Same SA2)	3
Lake George	Australian Capital Territory	14
Lake George	New South Wales	3
Lake George	Victoria	3
Lake Haven	(Overseas)	17
Lake Haven	(Same Address)	2715
Lake Haven	(Same SA2)	97
Lake Haven	New South Wales	297
Lake Haven	Queensland	22
Lake Haven	Victoria	3
Lake Heights	(Overseas)	41
Lake Heights	(Same Address)	3028
Lake Heights	(Same SA2)	88
Lake Heights	New South Wales	353
Lake Heights	Northern Territory	8
Lake Heights	Queensland	7
Lake Heights	Victoria	3
Lake Hume Village	(Same Address)	27
Lake Hume Village	(Same SA2)	7
Lake Hume Village	New South Wales	3
Lake Hume Village	Queensland	3
Lake Hume Village	Victoria	5
Lake Illawarra	(Overseas)	11
Lake Illawarra	(Same Address)	2403
Lake Illawarra	(Same SA2)	125
Lake Illawarra	New South Wales	287
Lake Illawarra	Queensland	17
Lake Illawarra	Victoria	6
Lake Innes	(Same Address)	348
Lake Innes	(Same SA2)	8
Lake Innes	New South Wales	39
Lake Munmorah	(Overseas)	18
Lake Munmorah	(Same Address)	4213
Lake Munmorah	(Same SA2)	134
Lake Munmorah	New South Wales	388
Lake Munmorah	Queensland	12
Lake Munmorah	Victoria	3
Lake Munmorah	Western Australia	4
Lake Tabourie	(Overseas)	7
Lake Tabourie	(Same Address)	549
Lake Tabourie	(Same SA2)	11
Lake Tabourie	New South Wales	38
Lake Tabourie	Queensland	4
Lake Tabourie	Victoria	3
Lake Wyangan	(Overseas)	4
Lake Wyangan	(Same Address)	746
Lake Wyangan	(Same SA2)	26
Lake Wyangan	New South Wales	44
Lake Wyangan	Queensland	4
Lakelands (NSW)	(Same Address)	1196
Lakelands (NSW)	(Same SA2)	39
Lakelands (NSW)	New South Wales	91
Lakelands (NSW)	Victoria	5
Lakelands (NSW)	Western Australia	4
Lakemba	(Overseas)	733
Lakemba	(Same Address)	12669
Lakemba	(Same SA2)	855
Lakemba	Australian Capital Territory	4
Lakemba	New South Wales	941
Lakemba	Queensland	47
Lakemba	South Australia	23
Lakemba	Victoria	24
Lakemba	Western Australia	28
Lakesland	(Same Address)	368
Lakesland	(Same SA2)	12
Lakesland	New South Wales	14
Lakewood	(Same Address)	931
Lakewood	(Same SA2)	78
Lakewood	New South Wales	69
Lakewood	Queensland	9
Lalalty	(Same Address)	78
Lalalty	(Same SA2)	9
Lalor Park	(Overseas)	73
Lalor Park	(Same Address)	6030
Lalor Park	(Same SA2)	135
Lalor Park	New South Wales	614
Lalor Park	Queensland	15
Lalor Park	South Australia	4
Lalor Park	Victoria	4
Lalor Park	Western Australia	4
Lambs Valley (Glen Innes Severn - NSW)	(Same Address)	71
Lambs Valley (Glen Innes Severn - NSW)	(Same SA2)	6
Lambs Valley (Glen Innes Severn - NSW)	New South Wales	3
Lambs Valley (Singleton - NSW)	(Same Address)	285
Lambs Valley (Singleton - NSW)	(Same SA2)	7
Lambs Valley (Singleton - NSW)	New South Wales	24
Lambton	(Overseas)	38
Lambton	(Same Address)	3971
Lambton	(Same SA2)	89
Lambton	Australian Capital Territory	4
Lambton	New South Wales	472
Lambton	Queensland	16
Lambton	Victoria	7
Lambton	Western Australia	7
Landervale	(Same Address)	18
Lane Cove	(Overseas)	289
Lane Cove	(Same Address)	7943
Lane Cove	(Same SA2)	377
Lane Cove	Australian Capital Territory	9
Lane Cove	New South Wales	1213
Lane Cove	Queensland	47
Lane Cove	South Australia	11
Lane Cove	Tasmania	6
Lane Cove	Victoria	33
Lane Cove	Western Australia	13
Lane Cove North	(Overseas)	401
Lane Cove North	(Same Address)	7884
Lane Cove North	(Same SA2)	261
Lane Cove North	Australian Capital Territory	23
Lane Cove North	New South Wales	1724
Lane Cove North	Northern Territory	3
Lane Cove North	Queensland	57
Lane Cove North	South Australia	18
Lane Cove North	Tasmania	3
Lane Cove North	Victoria	34
Lane Cove North	Western Australia	53
Lane Cove West	(Overseas)	67
Lane Cove West	(Same Address)	1980
Lane Cove West	(Same SA2)	59
Lane Cove West	Australian Capital Territory	3
Lane Cove West	New South Wales	325
Lane Cove West	Queensland	17
Lane Cove West	South Australia	4
Lane Cove West	Victoria	10
Lane Cove West	Western Australia	16
Langley Vale	(Same Address)	36
Langley Vale	New South Wales	3
Lanitza	(Same Address)	244
Lanitza	(Same SA2)	14
Lanitza	New South Wales	14
Lanitza	Queensland	3
Lankeys Creek	(Same Address)	39
Lansdowne (Canterbury-Bankstown - NSW)	(Same Address)	16
Lansdowne (Mid-Coast - NSW)	(Same Address)	491
Lansdowne (Mid-Coast - NSW)	(Same SA2)	9
Lansdowne (Mid-Coast - NSW)	New South Wales	40
Lansdowne Forest	(Same Address)	7
Lansvale	(Overseas)	34
Lansvale	(Same Address)	2121
Lansvale	(Same SA2)	21
Lansvale	New South Wales	150
Lansvale	Queensland	4
Lansvale	South Australia	3
Lansvale	Victoria	5
Lapstone	(Overseas)	6
Lapstone	(Same Address)	809
Lapstone	(Same SA2)	12
Lapstone	New South Wales	49
Larbert	(Same Address)	23
Largs	(Same Address)	1565
Largs	(Same SA2)	32
Largs	New South Wales	174
Largs	Northern Territory	3
Largs	Western Australia	4
Larnook	(Same Address)	300
Larnook	(Same SA2)	3
Larnook	New South Wales	15
Larnook	Queensland	8
Larnook	Tasmania	3
Larras Lee	(Same Address)	46
Larras Lee	(Same SA2)	5
Laughtondale	(Same Address)	57
Laughtondale	(Same SA2)	4
Laughtondale	New South Wales	12
Laurel Hill	(Same Address)	16
Laurel Hill	New South Wales	3
Laurieton	(Overseas)	3
Laurieton	(Same Address)	1563
Laurieton	(Same SA2)	127
Laurieton	Australian Capital Territory	3
Laurieton	New South Wales	115
Laurieton	Queensland	4
Laurieton	Victoria	3
Lavadia	(Same Address)	14
Lavender Bay	(Overseas)	44
Lavender Bay	(Same Address)	606
Lavender Bay	(Same SA2)	34
Lavender Bay	Australian Capital Territory	4
Lavender Bay	New South Wales	115
Lavender Bay	Queensland	12
Lavender Bay	Victoria	6
Lavender Bay	Western Australia	10
Laverstock	(Same Address)	31
Lavington	(Overseas)	89
Lavington	(Same Address)	9133
Lavington	(Same SA2)	559
Lavington	Australian Capital Territory	9
Lavington	New South Wales	874
Lavington	Northern Territory	9
Lavington	Queensland	54
Lavington	South Australia	24
Lavington	Tasmania	7
Lavington	Victoria	256
Lavington	Western Australia	8
Lawrence (NSW)	(Overseas)	3
Lawrence (NSW)	(Same Address)	837
Lawrence (NSW)	(Same SA2)	19
Lawrence (NSW)	New South Wales	48
Lawrence (NSW)	Queensland	16
Lawrence (NSW)	Victoria	12
Lawson (NSW)	(Overseas)	5
Lawson (NSW)	(Same Address)	2139
Lawson (NSW)	(Same SA2)	77
Lawson (NSW)	New South Wales	157
Lawson (NSW)	Northern Territory	4
Lawson (NSW)	South Australia	5
Lawson (NSW)	Tasmania	5
Leadville	(Same Address)	106
Leadville	(Same SA2)	9
Leadville	New South Wales	3
Leconfield	(Same Address)	110
Leconfield	New South Wales	19
Lee Creek	(Same Address)	3
Leeton	(Overseas)	39
Leeton	(Same Address)	6538
Leeton	(Same SA2)	597
Leeton	Australian Capital Territory	16
Leeton	New South Wales	321
Leeton	Queensland	52
Leeton	South Australia	7
Leeton	Tasmania	3
Leeton	Victoria	39
Leeton	Western Australia	10
Leets Vale	(Same Address)	40
Leets Vale	New South Wales	3
Leeville	(Same Address)	189
Leeville	(Same SA2)	4
Leeville	New South Wales	15
Leeville	Queensland	7
Legume	(Same Address)	127
Legume	Queensland	7
Leichhardt (NSW)	(Overseas)	271
Leichhardt (NSW)	(Same Address)	10603
Leichhardt (NSW)	(Same SA2)	449
Leichhardt (NSW)	Australian Capital Territory	14
Leichhardt (NSW)	New South Wales	1493
Leichhardt (NSW)	Northern Territory	7
Leichhardt (NSW)	Queensland	59
Leichhardt (NSW)	South Australia	24
Leichhardt (NSW)	Victoria	53
Leichhardt (NSW)	Western Australia	35
Lemington	(Same Address)	4
Lemon Tree	(Overseas)	4
Lemon Tree	(Same Address)	44
Lemon Tree	New South Wales	3
Lemon Tree Passage	(Overseas)	13
Lemon Tree Passage	(Same Address)	1948
Lemon Tree Passage	(Same SA2)	127
Lemon Tree Passage	Australian Capital Territory	3
Lemon Tree Passage	New South Wales	198
Lemon Tree Passage	Northern Territory	8
Lemon Tree Passage	Queensland	12
Lemon Tree Passage	Tasmania	9
Lemon Tree Passage	Victoria	5
Lemon Tree Passage	Western Australia	10
Lenaghan	(Same Address)	42
Lenaghan	New South Wales	12
Lennox Head	(Overseas)	51
Lennox Head	(Same Address)	4853
Lennox Head	(Same SA2)	326
Lennox Head	Australian Capital Territory	3
Lennox Head	New South Wales	461
Lennox Head	Northern Territory	7
Lennox Head	Queensland	89
Lennox Head	South Australia	6
Lennox Head	Tasmania	3
Lennox Head	Victoria	38
Lennox Head	Western Australia	9
Leonay	(Overseas)	6
Leonay	(Same Address)	2069
Leonay	(Same SA2)	53
Leonay	New South Wales	183
Leonay	Queensland	3
Leppington	(Overseas)	23
Leppington	(Same Address)	2208
Leppington	(Same SA2)	51
Leppington	Australian Capital Territory	5
Leppington	New South Wales	803
Leppington	Queensland	6
Leppington	South Australia	3
Leppington	Victoria	3
Leppington	Western Australia	9
Lerida	(Same Address)	25
Lerida	New South Wales	3
Lethbridge Park	(Overseas)	33
Lethbridge Park	(Same Address)	3617
Lethbridge Park	(Same SA2)	89
Lethbridge Park	New South Wales	318
Lethbridge Park	Queensland	3
Lethbridge Park	South Australia	3
Lethbridge Park	Victoria	7
Leumeah	(Overseas)	123
Leumeah	(Same Address)	7645
Leumeah	(Same SA2)	186
Leumeah	New South Wales	958
Leumeah	Queensland	14
Leumeah	South Australia	7
Leumeah	Tasmania	5
Leumeah	Victoria	10
Leura	(Overseas)	142
Leura	(Same Address)	3434
Leura	(Same SA2)	168
Leura	Australian Capital Territory	9
Leura	New South Wales	359
Leura	Northern Territory	3
Leura	Queensland	9
Leura	Victoria	27
Leura	Western Australia	8
Levenstrath	(Same Address)	27
Lewinsbrook	(Same Address)	29
Lewinsbrook	(Same SA2)	5
Lewinsbrook	Queensland	6
Lewis Ponds	(Same Address)	115
Lewis Ponds	New South Wales	7
Lewisham (NSW)	(Overseas)	82
Lewisham (NSW)	(Same Address)	2149
Lewisham (NSW)	(Same SA2)	56
Lewisham (NSW)	Australian Capital Territory	3
Lewisham (NSW)	New South Wales	483
Lewisham (NSW)	Queensland	20
Lewisham (NSW)	South Australia	3
Lewisham (NSW)	Victoria	7
Lewisham (NSW)	Western Australia	3
Leycester	(Same Address)	120
Leycester	(Same SA2)	4
Leycester	New South Wales	19
Liberty Grove	(Overseas)	104
Liberty Grove	(Same Address)	1617
Liberty Grove	(Same SA2)	114
Liberty Grove	New South Wales	174
Liberty Grove	Northern Territory	3
Liberty Grove	Queensland	9
Liberty Grove	South Australia	3
Liberty Grove	Victoria	3
Liberty Grove	Western Australia	4
Lidcombe	(Overseas)	1004
Lidcombe	(Same Address)	14836
Lidcombe	(Same SA2)	637
Lidcombe	Australian Capital Territory	6
Lidcombe	New South Wales	1371
Lidcombe	Northern Territory	6
Lidcombe	Queensland	53
Lidcombe	South Australia	25
Lidcombe	Tasmania	4
Lidcombe	Victoria	22
Lidcombe	Western Australia	12
Lidsdale	(Same Address)	340
Lidsdale	(Same SA2)	3
Lidsdale	New South Wales	11
Lidster	(Same Address)	241
Lidster	(Same SA2)	3
Lidster	New South Wales	23
Lightning Ridge	(Overseas)	7
Lightning Ridge	(Same Address)	1676
Lightning Ridge	(Same SA2)	125
Lightning Ridge	New South Wales	100
Lightning Ridge	Queensland	8
Lightning Ridge	South Australia	3
Lightning Ridge	Victoria	7
Lightning Ridge	Western Australia	5
Lilli Pilli (Eurobodalla - NSW)	(Same Address)	467
Lilli Pilli (Eurobodalla - NSW)	(Same SA2)	12
Lilli Pilli (Eurobodalla - NSW)	Australian Capital Territory	7
Lilli Pilli (Eurobodalla - NSW)	New South Wales	62
Lilli Pilli (Eurobodalla - NSW)	Queensland	3
Lilli Pilli (Eurobodalla - NSW)	Tasmania	3
Lilli Pilli (Sutherland Shire - NSW)	(Overseas)	11
Lilli Pilli (Sutherland Shire - NSW)	(Same Address)	1169
Lilli Pilli (Sutherland Shire - NSW)	(Same SA2)	4
Lilli Pilli (Sutherland Shire - NSW)	New South Wales	130
Lillian Rock	(Same Address)	159
Lillian Rock	(Same SA2)	4
Lillian Rock	New South Wales	14
Lilydale (NSW)	(Same Address)	18
Lilyfield	(Overseas)	95
Lilyfield	(Same Address)	5884
Lilyfield	(Same SA2)	199
Lilyfield	Australian Capital Territory	14
Lilyfield	New South Wales	629
Lilyfield	Queensland	28
Lilyfield	Victoria	15
Lilyfield	Western Australia	5
Lilyvale (NSW)	(Same Address)	5
Limbri	(Same Address)	89
Limbri	New South Wales	3
Limeburners Creek (Mid-Coast - NSW)	(Same Address)	271
Limeburners Creek (Mid-Coast - NSW)	New South Wales	13
Limeburners Creek (Port Macquarie-Hastings - NSW)	(Same Address)	13
Limekilns	(Same Address)	92
Limekilns	(Same SA2)	4
Limekilns	New South Wales	10
Limerick	(Same Address)	38
Limestone (NSW)	(Same Address)	3
Limpinwood	(Overseas)	3
Limpinwood	(Same Address)	171
Limpinwood	(Same SA2)	8
Limpinwood	New South Wales	14
Linburn	(Same Address)	55
Linden (NSW)	(Overseas)	3
Linden (NSW)	(Same Address)	403
Linden (NSW)	New South Wales	44
Linden (NSW)	Queensland	6
Lindendale	(Same Address)	201
Lindendale	(Same SA2)	4
Lindendale	New South Wales	19
Lindendale	Queensland	3
Lindesay	(Same Address)	16
Lindesay	(Same SA2)	3
Lindesay Creek	(Same Address)	19
Lindesay Creek	New South Wales	3
Lindfield	(Overseas)	307
Lindfield	(Same Address)	7668
Lindfield	(Same SA2)	216
Lindfield	Australian Capital Territory	10
Lindfield	New South Wales	882
Lindfield	Queensland	15
Lindfield	South Australia	13
Lindfield	Victoria	24
Lindfield	Western Australia	14
Lindifferon	(Same Address)	42
Linley Point	(Overseas)	10
Linley Point	(Same Address)	287
Linley Point	New South Wales	29
Lionsville	(Same Address)	3
Lisarow	(Overseas)	20
Lisarow	(Same Address)	4313
Lisarow	(Same SA2)	74
Lisarow	New South Wales	380
Lisarow	Queensland	8
Lisarow	Victoria	4
Lisarow	Western Australia	3
Lismore (NSW)	(Overseas)	36
Lismore (NSW)	(Same Address)	2456
Lismore (NSW)	(Same SA2)	202
Lismore (NSW)	New South Wales	325
Lismore (NSW)	Northern Territory	8
Lismore (NSW)	Queensland	58
Lismore (NSW)	Victoria	20
Lismore (NSW)	Western Australia	4
Lismore Heights	(Overseas)	9
Lismore Heights	(Same Address)	1620
Lismore Heights	(Same SA2)	118
Lismore Heights	New South Wales	171
Lismore Heights	Northern Territory	3
Lismore Heights	Queensland	23
Lismore Heights	Victoria	3
Lismore Heights	Western Australia	6
Liston	(Same Address)	115
Liston	Queensland	10
Lithgow	(Overseas)	18
Lithgow	(Same Address)	3995
Lithgow	(Same SA2)	322
Lithgow	New South Wales	309
Lithgow	Queensland	9
Lithgow	South Australia	6
Lithgow	Victoria	3
Little Back Creek	(Same Address)	27
Little Back Creek	(Same SA2)	8
Little Bay	(Overseas)	100
Little Bay	(Same Address)	3037
Little Bay	(Same SA2)	171
Little Bay	Australian Capital Territory	10
Little Bay	New South Wales	448
Little Bay	Queensland	11
Little Bay	Victoria	14
Little Bay	Western Australia	9
Little Billabong	(Same Address)	84
Little Billabong	(Same SA2)	9
Little Forest	(Same Address)	142
Little Forest	(Same SA2)	4
Little Forest	New South Wales	10
Little Hartley	(Same Address)	425
Little Hartley	New South Wales	26
Little Jacks Creek	(Same Address)	23
Little Jilliby	(Same Address)	58
Little Pelican	(Same Address)	4
Little Plain	(Same Address)	134
Little Plain	New South Wales	14
Little River (NSW)	(Same Address)	42
Little Topar	(Same Address)	25
Little Wobby	(Same Address)	39
Little Wobby	New South Wales	4
Littleton	(Same Address)	660
Littleton	(Same SA2)	33
Littleton	New South Wales	15
Liverpool	(Overseas)	866
Liverpool	(Same Address)	18494
Liverpool	(Same SA2)	1213
Liverpool	Australian Capital Territory	27
Liverpool	New South Wales	2093
Liverpool	Northern Territory	3
Liverpool	Queensland	48
Liverpool	South Australia	18
Liverpool	Tasmania	5
Liverpool	Victoria	35
Liverpool	Western Australia	16
Llanarth (NSW)	(Overseas)	16
Llanarth (NSW)	(Same Address)	1771
Llanarth (NSW)	(Same SA2)	123
Llanarth (NSW)	New South Wales	136
Llanarth (NSW)	Queensland	3
Llanarth (NSW)	Victoria	3
Llanarth (NSW)	Western Australia	3
Llandilo	(Overseas)	12
Llandilo	(Same Address)	1316
Llandilo	(Same SA2)	30
Llandilo	New South Wales	96
Llandilo	Victoria	3
Llangothlin	(Same Address)	111
Llangothlin	(Same SA2)	3
Llangothlin	New South Wales	3
Llangothlin	Queensland	4
Lloyd	(Overseas)	9
Lloyd	(Same Address)	546
Lloyd	(Same SA2)	94
Lloyd	Australian Capital Territory	5
Lloyd	New South Wales	101
Lloyd	Queensland	19
Lloyd	South Australia	6
Lloyd	Western Australia	5
Loadstone	(Same Address)	31
Loadstone	(Same SA2)	7
Lochiel (NSW)	(Same Address)	291
Lochiel (NSW)	(Same SA2)	4
Lochiel (NSW)	Australian Capital Territory	4
Lochiel (NSW)	New South Wales	27
Lochiel (NSW)	Victoria	3
Lochinvar	(Same Address)	663
Lochinvar	(Same SA2)	10
Lochinvar	New South Wales	44
Lochinvar	Queensland	5
Lockhart	(Same Address)	855
Lockhart	(Same SA2)	61
Lockhart	New South Wales	32
Lockhart	Queensland	7
Lockhart	South Australia	3
Lockhart	Victoria	3
Locksley (NSW)	(Same Address)	33
Locksley (NSW)	(Same SA2)	3
Loftus	(Overseas)	25
Loftus	(Same Address)	3585
Loftus	(Same SA2)	16
Loftus	New South Wales	220
Loftus	Northern Territory	3
Loftus	South Australia	3
Loftus	Victoria	9
Loftus	Western Australia	5
Loftville	(Same Address)	156
Loftville	(Same SA2)	8
Loftville	New South Wales	16
Loftville	Queensland	4
Logans Crossing	(Same Address)	109
Logans Crossing	(Same SA2)	11
Logans Crossing	New South Wales	4
Logie Brae	(Same Address)	61
Londonderry (NSW)	(Overseas)	11
Londonderry (NSW)	(Same Address)	3183
Londonderry (NSW)	(Same SA2)	45
Londonderry (NSW)	New South Wales	245
Londonderry (NSW)	Queensland	3
Londonderry (NSW)	Tasmania	7
Long Beach	(Same Address)	1128
Long Beach	(Same SA2)	51
Long Beach	Australian Capital Territory	17
Long Beach	New South Wales	101
Long Beach	Queensland	3
Long Beach	Victoria	8
Long Beach	Western Australia	12
Long Flat (NSW)	(Same Address)	99
Long Flat (NSW)	(Same SA2)	7
Long Flat (NSW)	New South Wales	7
Long Jetty	(Overseas)	22
Long Jetty	(Same Address)	4794
Long Jetty	(Same SA2)	271
Long Jetty	New South Wales	588
Long Jetty	Northern Territory	3
Long Jetty	Queensland	23
Long Jetty	South Australia	4
Long Jetty	Tasmania	5
Long Jetty	Victoria	9
Long Plain (Inverell - NSW)	(Same Address)	22
Long Plain (Inverell - NSW)	(Same SA2)	4
Long Plain (Inverell - NSW)	New South Wales	8
Long Point (Campbelltown - NSW)	(Same Address)	179
Long Point (Campbelltown - NSW)	New South Wales	16
Long Point (Singleton - NSW)	(Same Address)	30
Longarm	(Same Address)	12
Longreach (NSW)	(Same Address)	50
Longreach (NSW)	New South Wales	10
Longueville	(Overseas)	40
Longueville	(Same Address)	1745
Longueville	(Same SA2)	80
Longueville	Australian Capital Territory	3
Longueville	New South Wales	74
Loomberah	(Same Address)	445
Loomberah	(Same SA2)	7
Loomberah	New South Wales	27
Loomberah	Queensland	6
Lord Howe Island	(Same Address)	292
Lord Howe Island	(Same SA2)	14
Lord Howe Island	New South Wales	25
Lord Howe Island	Queensland	4
Lord Howe Island	Tasmania	4
Lord Howe Island	Victoria	4
Lords Hill	(Same Address)	17
Lords Hill	(Same SA2)	6
Lorn	(Overseas)	5
Lorn	(Same Address)	1052
Lorn	(Same SA2)	27
Lorn	New South Wales	125
Lorn	Other Territories	3
Lorn	Queensland	4
Lorn	Tasmania	3
Lorn	Victoria	3
Lorne (NSW)	(Same Address)	212
Lorne (NSW)	(Same SA2)	5
Lorne (NSW)	New South Wales	17
Lost River	(Same Address)	57
Lost River	New South Wales	6
Lostock	(Same Address)	45
Louisa Creek	(Same Address)	7
Louth	(Same Address)	34
Louth Park	(Same Address)	566
Louth Park	(Same SA2)	6
Louth Park	New South Wales	44
Lovedale	(Overseas)	3
Lovedale	(Same Address)	407
Lovedale	(Same SA2)	3
Lovedale	New South Wales	36
Lovedale	Western Australia	3
Lovett Bay	(Same Address)	89
Lovett Bay	New South Wales	9
Lowanna	(Same Address)	270
Lowanna	New South Wales	19
Lowanna	Queensland	3
Lower Acacia Creek	(Same Address)	27
Lower Bago	(Same Address)	7
Lower Belford	(Same Address)	331
Lower Belford	(Same SA2)	6
Lower Belford	New South Wales	17
Lower Belford	Queensland	3
Lower Boro	(Same Address)	136
Lower Boro	Australian Capital Territory	3
Lower Boro	New South Wales	6
Lower Bottle Creek	(Same Address)	15
Lower Creek	(Same Address)	26
Lower Duck Creek	(Same Address)	22
Lower Dyraaba	(Same Address)	23
Lower Lewis Ponds	(Same Address)	33
Lower Lewis Ponds	New South Wales	7
Lower Macdonald	(Same Address)	203
Lower Macdonald	(Same SA2)	3
Lower Macdonald	New South Wales	34
Lower Mangrove	(Same Address)	54
Lower Pappinbarra	(Same Address)	92
Lower Pappinbarra	New South Wales	8
Lower Peacock	New South Wales	6
Lower Portland	(Overseas)	3
Lower Portland	(Same Address)	479
Lower Portland	(Same SA2)	7
Lower Portland	New South Wales	29
Lower Southgate	(Same Address)	92
Lower Southgate	(Same SA2)	3
