SSC_NAME16	PrivateDwelling	persons
Burcher	0	18
Burcher	1	54
Bureen	0	3
Bureen	1	55
Burnt Bridge	0	8
Burnt Bridge	1	148
Burnt Yards	1	31
Buronga	0	253
Buronga	1	1096
Burra (Queanbeyan-Palerang Regional - NSW)	0	79
Burra (Queanbeyan-Palerang Regional - NSW)	1	686
Burra (Snowy Valleys - NSW)	0	9
Burra (Snowy Valleys - NSW)	1	48
Burra Creek	0	5
Burra Creek	1	71
Burraboi	0	3
Burraboi	1	58
Burradoo	0	334
Burradoo	1	2266
Burraga	0	5
Burraga	1	78
Burragate	0	7
Burragate	1	94
Burrandana	1	21
Burraneer	0	75
Burraneer	1	3419
Burrangong	0	3
Burrangong	1	222
Burrapine	0	10
Burrapine	1	44
Burrawang	0	12
Burrawang	1	342
Burrell Creek	0	21
Burrell Creek	1	191
Burren Junction	0	76
Burren Junction	1	233
Burrier	1	38
Burrill Lake	0	94
Burrill Lake	1	1335
Burringbar	0	70
Burringbar	1	760
Burrinjuck	0	8
Burrinjuck	1	15
Burroway	0	17
Burroway	1	104
Burrumbuttock	0	32
Burrumbuttock	1	322
Burrundulla	0	25
Burrundulla	1	121
Burwood (NSW)	0	1156
Burwood (NSW)	1	14784
Burwood Heights	0	115
Burwood Heights	1	874
Busby	0	361
Busby	1	3922
Busbys Flat	0	4
Busbys Flat	1	26
Bushells Ridge	0	3
Bushells Ridge	1	10
Buttaba	0	25
Buttaba	1	1035
Buttai	1	48
Butterwick	0	5
Butterwick	1	141
Buxton (NSW)	0	75
Buxton (NSW)	1	1906
Byabarra	0	19
Byabarra	1	299
Byangum	0	4
Byangum	1	126
Bylong	0	5
Bylong	1	18
Byng	1	52
Byrock	0	5
Byrock	1	49
Byron Bay	0	2220
Byron Bay	1	4151
Byrrill Creek	0	22
Byrrill Creek	1	103
Bywong	0	75
Bywong	1	1217
Cabarita (NSW)	0	47
Cabarita (NSW)	1	1859
Cabarita Beach	0	35
Cabarita Beach	1	87
Cabbage Tree Island (Ballina - NSW)	0	6
Cabbage Tree Island (Ballina - NSW)	1	71
Cabbage Tree Island (Mid-Coast - NSW)	0	3
Cabbage Tree Island (Mid-Coast - NSW)	1	8
Cabramatta	0	1275
Cabramatta	1	20357
Cabramatta West	0	220
Cabramatta West	1	6918
Cabramurra	0	84
Cabramurra	1	7
Caddens	0	434
Caddens	1	1066
Cadgee (NSW)	0	3
Cadgee (NSW)	1	40
Caffreys Flat	0	8
Caffreys Flat	1	53
Cairncross	1	3
Calala	0	437
Calala	1	3581
Calamia	0	3
Calamia	1	10
Calderwood	0	12
Calderwood	1	156
Caldwell	1	32
Calga	0	16
Calga	1	129
Califat	1	10
Calimo	0	8
Calimo	1	58
Callaghan	0	1510
Callaghan	1	25
Callaghans Creek	1	3
Callala Bay	0	61
Callala Bay	1	2072
Callala Beach	0	75
Callala Beach	1	690
Calliope (NSW)	0	9
Calliope (NSW)	1	99
Caloola	0	22
Caloola	1	73
Camberwell (NSW)	0	8
Camberwell (NSW)	1	77
Cambewarra	0	16
Cambewarra	1	218
Cambewarra Village	0	21
Cambewarra Village	1	1134
Camboon (NSW)	0	8
Camboon (NSW)	1	34
Cambra	1	30
Cambridge Gardens	0	29
Cambridge Gardens	1	1968
Cambridge Park	0	313
Cambridge Park	1	6331
Camden	0	364
Camden	1	2870
Camden Head	0	11
Camden Head	1	140
Camden Park (NSW)	0	42
Camden Park (NSW)	1	2179
Camden South	0	56
Camden South	1	4391
Cameron Park	0	296
Cameron Park	1	7529
Camerons Creek	0	7
Camerons Creek	1	38
Camira (NSW)	0	5
Camira (NSW)	1	25
Cammeray	0	351
Cammeray	1	6504
Camp Creek (NSW)	1	26
Campbelltown (NSW)	0	1833
Campbelltown (NSW)	1	11360
Camperdown (NSW)	0	3322
Camperdown (NSW)	1	8018
Campsie	0	1533
Campsie	1	22958
Campvale	1	35
Cams Wharf	0	12
Cams Wharf	1	126
Canada Bay	0	54
Canada Bay	1	1160
Canadian Lead	0	4
Canadian Lead	1	7
Canbelego	0	5
Canbelego	1	31
Candelo	0	52
Candelo	1	635
Cangai	0	9
Cangai	1	26
Caniaba	0	56
Caniaba	1	607
Canley Heights	0	267
Canley Heights	1	10673
Canley Vale	0	581
Canley Vale	1	9580
Canobolas	0	14
Canobolas	1	448
Canoelands	0	11
Canoelands	1	162
Canonba	0	3
Canonba	1	22
Canowindra	0	211
Canowindra	1	2045
Canterbury (NSW)	0	385
Canterbury (NSW)	1	6821
Canton Beach	0	110
Canton Beach	1	1038
Canyonleigh	0	21
Canyonleigh	1	368
Caparra	0	7
Caparra	1	61
Capeen Creek	1	6
Capertee	0	23
Capertee	1	120
Capoompeta	1	3
Captains Flat	0	43
Captains Flat	1	540
Carabost	0	7
Carabost	1	44
Caragabal	0	19
Caragabal	1	150
Carcalgong	0	8
Carcalgong	1	33
Carcoar	0	28
Carcoar	1	253
Cardiff (NSW)	0	195
Cardiff (NSW)	1	5541
Cardiff Heights	0	151
Cardiff Heights	1	1266
Cardiff South	0	70
Cardiff South	1	2708
Carey Bay	0	133
Carey Bay	1	734
Cargo	0	38
Cargo	1	548
Carinda	0	13
Carinda	1	145
Caringbah	0	1005
Caringbah	1	10830
Caringbah South	0	307
Caringbah South	1	11714
Carlaminda	1	30
Carlingford	0	742
Carlingford	1	23393
Carlton (NSW)	0	430
Carlton (NSW)	1	10213
Carnes Hill	0	43
Carnes Hill	1	2003
Carnham	0	3
Carnham	1	8
Carool	0	25
Carool	1	160
Caroona	0	9
Caroona	1	179
Carrabolla	0	9
Carramar (NSW)	0	391
Carramar (NSW)	1	3177
Carrathool	0	50
Carrathool	1	214
Carrick (NSW)	0	11
Carrick (NSW)	1	118
Carrington (Mid-Coast - NSW)	1	25
Carrington (Newcastle - NSW)	0	118
Carrington (Newcastle - NSW)	1	1756
Carrington Falls	1	20
Carroll	0	26
Carroll	1	294
Carrowbrook	0	7
Carrowbrook	1	21
Carrs Creek	1	129
Carrs Island	1	8
Carrs Peninsula	1	19
Carss Park	0	42
Carss Park	1	1217
Cartwright	0	174
Cartwright	1	2204
Cartwrights Hill	0	6
Cartwrights Hill	1	181
Carwell	1	15
Carwoola	0	113
Carwoola	1	1298
Cascade (NSW)	1	8
Casino	0	855
Casino	1	10005
Cassilis (NSW)	0	12
Cassilis (NSW)	1	299
Castle Cove	0	77
Castle Cove	1	2426
Castle Doyle	0	3
Castle Doyle	1	156
Castle Hill (NSW)	0	1639
Castle Hill (NSW)	1	37643
Castle Rock	0	21
Castle Rock	1	146
Castlecrag	0	117
Castlecrag	1	2763
Castlereagh	0	74
Castlereagh	1	1070
Casuarina (NSW)	0	280
Casuarina (NSW)	1	2420
Casula	0	936
Casula	1	14757
Catalina	0	229
Catalina	1	2051
Cataract	1	8
Cathcart (NSW)	0	7
Cathcart (NSW)	1	98
Catherine Field	0	191
Catherine Field	1	1444
Catherine Hill Bay	0	14
Catherine Hill Bay	1	149
Cathundral	0	3
Cathundral	1	43
Cattai	0	80
Cattai	1	739
Cattle Creek (NSW)	0	6
Cattle Creek (NSW)	1	25
Cavan (NSW)	0	9
Cavan (NSW)	1	43
Caves Beach	0	137
Caves Beach	1	3820
Cawdor (NSW)	0	57
Cawdor (NSW)	1	404
Cawongla	0	26
Cawongla	1	166
Cecil Hills	0	246
Cecil Hills	1	6679
Cecil Park	0	46
Cecil Park	1	724
Cedar Brush Creek	0	14
Cedar Brush Creek	1	98
Cedar Creek (Cessnock - NSW)	0	7
Cedar Creek (Cessnock - NSW)	1	26
Cedar Creek (Tweed - NSW)	0	16
Cedar Creek (Tweed - NSW)	1	7
Cedar Party	0	17
Cedar Party	1	332
Cedar Point	0	10
Cedar Point	1	160
Centennial Park (NSW)	0	201
Centennial Park (NSW)	1	2100
Central Colo	0	3
Central Colo	1	22
Central Macdonald	0	9
Central Macdonald	1	40
Central Mangrove	0	17
Central Mangrove	1	251
Central Tilba	0	46
Central Tilba	1	239
Cessnock	0	2181
Cessnock	1	12899
Chain Valley Bay	0	92
Chain Valley Bay	1	2278
Chakola	0	7
Chakola	1	39
Chambigne	0	3
Chambigne	1	47
Charbon	1	128
Charles Sturt University	0	996
Charlestown (NSW)	0	601
Charlestown (NSW)	1	12180
Charleys Forest	0	6
Charleys Forest	1	52
Charlotte Bay	0	20
Charlotte Bay	1	161
Charlton (NSW)	0	4
Charlton (NSW)	1	15
Charmhaven	0	175
Charmhaven	1	2343
Chatham Valley	1	25
Chatsbury	0	6
Chatsbury	1	73
Chatswood	0	2209
Chatswood	1	22926
Chatswood West	0	29
Chatswood West	1	1445
Chatsworth (NSW)	0	3
Chatsworth (NSW)	1	154
Cheero Point	0	6
Cheero Point	1	88
Cheltenham (NSW)	0	37
Cheltenham (NSW)	1	2174
Cherry Tree Hill	0	19
Cherry Tree Hill	1	54
Cherrybrook	0	532
Cherrybrook	1	18053
Chester Hill	0	716
Chester Hill	1	12048
Chichester (NSW)	0	10
Chichester (NSW)	1	23
Chifley (NSW)	0	188
Chifley (NSW)	1	3018
Chilcotts Creek	1	3
Chilcotts Grass	0	13
Chilcotts Grass	1	213
Chillingham	0	16
Chillingham	1	215
Chinderah	0	244
Chinderah	1	1442
Chinnock	0	5
Chinnock	1	19
Chippendale	0	2259
Chippendale	1	6676
Chipping Norton	0	417
Chipping Norton	1	8562
Chisholm (NSW)	0	21
Chisholm (NSW)	1	1409
Chiswick	0	292
Chiswick	1	2582
Chittaway Bay	0	80
Chittaway Bay	1	1904
Chittaway Point	0	38
Chittaway Point	1	908
Chowan Creek	0	16
Chowan Creek	1	18
Church Point	0	39
Church Point	1	925
Clandulla	0	29
Clandulla	1	162
Clare (NSW)	0	3
Clare (NSW)	1	22
Claremont Meadows	0	106
Claremont Meadows	1	4625
Clarence	0	23
Clarence	1	172
Clarence Town	0	98
Clarence Town	1	1848
Clarendon (NSW)	0	3
Clarendon (NSW)	1	114
Clarenza	0	37
Clarenza	1	498
Clareville	0	18
Clareville	1	713
Claymore	0	555
Claymore	1	2054
Clear Creek	0	4
Clear Creek	1	110
Clear Range	0	3
Clear Range	1	27
Clearfield	1	10
Clemton Park	0	183
Clemton Park	1	1502
Clergate	0	3
Clergate	1	192
Cleveland (NSW)	1	25
Clifden	0	3
Clifden	1	18
Cliftleigh	0	69
Cliftleigh	1	818
Clifton (NSW)	1	27
Clifton Grove	0	18
Clifton Grove	1	808
Clontarf (NSW)	0	72
Clontarf (NSW)	1	1616
Clothiers Creek	0	28
Clothiers Creek	1	244
Clouds Creek	0	3
Clovelly	0	224
Clovelly	1	4430
Clunes (NSW)	0	55
Clunes (NSW)	1	810
Clybucca	0	6
Clybucca	1	140
Clydesdale (NSW)	0	6
Clydesdale (NSW)	1	76
Coal Point	0	39
Coal Point	1	1572
Coalcliff	0	3
Coalcliff	1	174
Coaldale	0	3
Coaldale	1	65
Coasters Retreat	0	34
Coasters Retreat	1	6
Cobaki	0	7
Cobaki	1	187
Cobaki Lakes	1	32
Cobar	0	773
Cobar	1	3399
Cobar Park	1	31
Cobargo	0	57
Cobargo	1	689
Cobark	1	43
Cobbadah	0	3
Cobbadah	1	90
Cobbitty	0	105
Cobbitty	1	1924
Cobramunga	0	3
Cobramunga	1	26
Cockwhy	1	17
Codrington (NSW)	1	66
Coffee Camp	0	18
Coffee Camp	1	192
Coffs Harbour	0	3702
Coffs Harbour	1	22968
Coggan	1	4
Cogra Bay	1	10
Coila	0	6
Coila	1	37
Coldstream (NSW)	1	46
Coleambally	0	144
Coleambally	1	1133
Colebee	0	65
Colebee	1	1863
Coledale	0	71
Coledale	1	1158
Colinroobie	0	12
Colinroobie	1	59
Colinton (NSW)	0	12
Colinton (NSW)	1	114
Collarenebri	0	98
Collarenebri	1	566
Collaroy (NSW)	0	595
Collaroy (NSW)	1	7137
Collaroy Plateau	0	200
Collaroy Plateau	1	4505
Collector	0	18
Collector	1	288
Collendina	0	5
Collendina	1	103
Collerina	0	10
Collerina	1	52
Collie (NSW)	0	16
Collie (NSW)	1	168
Collingullie	0	36
Collingullie	1	185
Collingwood (NSW)	0	3
Collingwood (NSW)	1	39
Collins Creek	0	22
Collins Creek	1	104
Collombatti	0	73
Collombatti	1	557
Colly Blue	0	8
Colly Blue	1	22
Colo (Bathurst Regional - NSW)	0	4
Colo (Bathurst Regional - NSW)	1	3
Colo (Hawkesbury - NSW)	0	7
Colo (Hawkesbury - NSW)	1	52
Colo Heights	0	41
Colo Heights	1	281
Colo Vale	0	79
Colo Vale	1	1505
Colyton	0	328
Colyton	1	7952
Comara	1	15
Combaning	0	3
Combaning	1	97
Combara	0	22
Combara	1	52
Comberton	0	3
Comberton	1	23
Comboyne	0	22
Comboyne	1	420
Come By Chance	0	11
Come By Chance	1	117
Comerong Island	1	11
Commissioners Creek	0	16
Commissioners Creek	1	45
Como (NSW)	0	97
Como (NSW)	1	3794
Comobella	0	11
Comobella	1	46
Conargo	0	34
Conargo	1	102
Concord	0	594
Concord	1	13757
Concord West	0	787
Concord West	1	5593
Condell Park	0	517
Condell Park	1	10999
Condobolin	0	399
Condobolin	1	3045
Condong	0	22
Condong	1	271
Coneac	0	6
Coneac	1	10
Congarinni	0	7
Congarinni	1	308
Congarinni North	0	28
Congarinni North	1	335
Congewai	0	11
Congewai	1	161
Congo	0	34
Congo	1	208
Conimbia	1	12
Coniston	0	160
Coniston	1	2063
Conjola	0	4
Conjola	1	127
Conjola Park	0	24
Conjola Park	1	314
Connells Point	0	59
Connells Point	1	2750
Constitution Hill	0	174
Constitution Hill	1	3762
Coogee (NSW)	0	2025
Coogee (NSW)	1	13309
Cookamidgera	0	14
Cookamidgera	1	146
Cookardinia	0	12
Cookardinia	1	54
Cooks Gap	0	64
Cooks Gap	1	452
Cooks Hill	0	253
Cooks Hill	1	3204
Cooks Myalls	0	6
Cooks Myalls	1	43
Coolabah	0	20
Coolabah	1	49
Coolac	0	3
Coolac	1	192
Coolagolite	0	8
Coolagolite	1	257
Coolah	0	155
Coolah	1	1083
Coolamon	0	206
Coolamon	1	1925
Coolangatta (NSW)	0	36
Coolangatta (NSW)	1	287
Coolatai	0	20
Coolatai	1	101
Cooleys Creek	1	8
Coolgardie (NSW)	0	20
Coolgardie (NSW)	1	103
Coolongolook	0	43
Coolongolook	1	337
Coolringdon	0	10
Coolringdon	1	63
Coolumbooka	1	4
Cooma (NSW)	0	694
Cooma (NSW)	1	5863
Coomba Bay	0	7
Coomba Bay	1	110
Coomba Park	0	77
Coomba Park	1	514
Coombadjha	1	22
Coombell	0	4
Coombell	1	16
Coomealla	0	118
Coomealla	1	686
Coomoo Coomoo	1	10
Coonabarabran	0	554
Coonabarabran	1	2799
Coonamble	0	486
Coonamble	1	2265
Coongbar	0	3
Coongbar	1	3
Cooperabung	0	35
Cooperabung	1	268
Coopernook	0	48
Coopernook	1	475
Coopers Gully	0	10
Coopers Gully	1	158
Coopers Shoot	0	34
Coopers Shoot	1	228
Cooplacurripa	0	5
Cooplacurripa	1	12
Coorabell	0	40
Coorabell	1	381
Cooranbong	0	559
Cooranbong	1	4822
Cootamundra	0	561
Cootamundra	1	6054
Cootralantra	0	18
Cootralantra	1	83
Cooyal	0	16
Cooyal	1	95
Copacabana	0	111
Copacabana	1	2542
Cope	0	26
Cope	1	92
Copeland	0	5
Copeland	1	62
Copeton	0	35
Copeton	1	35
Copmanhurst	0	23
Copmanhurst	1	274
Coppabella (NSW)	1	11
Copperhannia	1	4
Coraki	0	187
Coraki	1	1099
Coralville	0	24
Coralville	1	121
Coramba	0	50
Coramba	1	745
Corang	0	3
Corang	1	6
Corangula	0	5
Corangula	1	14
Corbie Hill	0	18
Corbie Hill	1	213
Cordeaux Heights	0	53
Cordeaux Heights	1	4432
Coree	1	38
Coreen	0	6
Coreen	1	104
Corindi Beach	0	167
Corindi Beach	1	1585
Corinella (NSW)	0	9
Corinella (NSW)	1	56
Corlette	0	290
Corlette	1	4854
Corndale (NSW)	0	17
Corndale (NSW)	1	315
Corney Town	0	3
Corney Town	1	72
Cornwallis	0	4
Cornwallis	1	45
Corobimilla	1	66
Corowa	0	400
Corowa	1	4914
Corrabare	0	3
Corrabare	1	9
Corrimal	0	314
Corrimal	1	6114
Corrong	0	4
Corrong	1	3
Corrowong	0	3
Corrowong	1	7
Corunna	0	5
Corunna	1	55
Cottage Point	0	15
Cottage Point	1	74
Cottonvale (NSW)	1	24
Cougal	0	11
Cougal	1	27
Countegany	1	27
Courabyra	0	3
Courabyra	1	90
Couradda	0	4
Couradda	1	47
Couragago	0	3
Couragago	1	4
Couridjah	0	6
Couridjah	1	286
Coutts Crossing	0	53
Coutts Crossing	1	995
Cow Flat	0	13
Cow Flat	1	46
Cowabbie	1	15
Cowan	0	21
Cowan	1	624
Cowper	0	18
Cowper	1	66
Cowra	0	971
Cowra	1	9028
Coxs Creek	0	3
Coxs Creek	1	47
Coxs Crown	1	11
Crabbes Creek	0	39
Crabbes Creek	1	259
Crackenback	0	595
Crackenback	1	142
Craigie (NSW)	1	20
Cranebrook	0	690
Cranebrook	1	14958
Crangan Bay	1	3
Craven	0	4
Craven	1	114
Craven Plateau	1	4
Crawford River	0	3
Crawford River	1	45
Crawney	1	35
Creewah	0	3
Creewah	1	32
Cremorne (NSW)	0	791
Cremorne (NSW)	1	10282
Cremorne Point	0	241
Cremorne Point	1	2150
Crescent Head	0	239
Crescent Head	1	1399
Crestwood	0	287
Crestwood	1	4273
Cringila	0	109
Cringila	1	2073
Croki	0	8
Croki	1	46
Cromer (NSW)	0	288
Cromer (NSW)	1	7226
Cronulla	0	1552
Cronulla	1	16153
Crooble	0	4
Crooble	1	50
Croobyar	0	10
Croobyar	1	142
Crooked Corner	0	15
Crooked Corner	1	44
Crookwell	0	208
Crookwell	1	2371
Croom	1	99
Croppa Creek	0	14
Croppa Creek	1	99
Cross Roads (NSW)	1	16
Crosslands	0	31
Crosslands	1	547
Croudace Bay	0	15
Croudace Bay	1	521
Crowdy Bay National Park	0	11
Crowdy Head	0	11
Crowdy Head	1	65
Crows Nest (NSW)	0	365
Crows Nest (NSW)	1	4291
Crowther	0	3
Crowther	1	59
Croydon (NSW)	0	773
Croydon (NSW)	1	9771
Croydon Park (NSW)	0	375
Croydon Park (NSW)	1	10508
Crudine	0	5
Crudine	1	54
Cryon	1	43
Crystal Creek (NSW)	0	15
Crystal Creek (NSW)	1	247
Cubba	1	36
Cudal	0	19
Cudal	1	518
Cudgegong	0	8
Cudgegong	1	42
Cudgel	0	3
Cudgel	1	29
Cudgen	0	45
Cudgen	1	803
Cudgera Creek	0	17
Cudgera Creek	1	312
Cudmirrah	0	14
Cudmirrah	1	255
Culburra Beach	0	257
Culburra Beach	1	2524
Culcairn	0	92
Culcairn	1	1332
Cullen Bullen	0	73
Cullen Bullen	1	193
Cullenbone	1	32
Cullendore	0	3
Cullendore	1	17
Cullerin	1	39
Cullivel	1	14
Culmaran Creek	1	10
Cumbalum	0	43
Cumbalum	1	1447
Cumbandry	1	18
Cumberland Reach	0	7
Cumberland Reach	1	172
Cumbo	1	8
Cumborah	0	118
Cumborah	1	183
Cumnock	0	19
Cumnock	1	419
Cundle Flat	1	11
Cundletown	0	190
Cundletown	1	1865
Cundumbul	0	4
Cundumbul	1	32
Cunjurong Point	0	6
Cunjurong Point	1	73
Cunningar	0	3
Cunningar	1	129
Cunninyeuk	1	29
Curban	0	11
Curban	1	106
Curl Curl	0	259
Curl Curl	1	2159
Curlew Waters	0	3
Curlew Waters	1	19
Curlewis (NSW)	0	32
Curlewis (NSW)	1	727
Curlwaa	0	44
Curlwaa	1	340
Curra Creek	0	13
Curra Creek	1	49
Currabubula	0	26
Currabubula	1	304
Curramore (NSW)	0	5
Curramore (NSW)	1	179
Currans Hill	0	133
Currans Hill	1	5117
Currarong	0	50
Currarong	1	365
Currawang	0	35
Currawang	1	136
Currawarna	0	33
Currawarna	1	154
Curraweela	1	49
Curricabark	0	6
Curricabark	1	9
Currowan	0	3
Currowan	1	54
Cuttabri	0	3
Cuttabri	1	36
Cuttagee	0	4
Cuttagee	1	44
Dabee	1	34
Daceyville	0	173
Daceyville	1	1060
Dairy Arm	1	20
Dairy Flat	1	15
Dairymans Plains	0	11
Dairymans Plains	1	154
Daleys Point	0	28
Daleys Point	1	653
Dalgety	0	48
Dalgety	1	194
Dalmeny	0	280
Dalmeny	1	1641
Dalmorton	0	3
Dalmorton	1	3
Dalswinton	0	12
Dalswinton	1	41
Dalton	0	7
Dalton	1	179
Dalwood (Ballina - NSW)	0	8
Dalwood (Ballina - NSW)	1	229
Dalwood (Singleton - NSW)	0	3
Dalwood (Singleton - NSW)	1	102
Dandaloo	0	4
Dandaloo	1	31
Dandry	0	16
Dandry	1	83
Dangar Island	0	38
Dangar Island	1	257
Dangarsleigh	0	12
Dangarsleigh	1	127
Dangelong	1	6
Dapto	0	327
Dapto	1	10241
Darawank	0	34
Darawank	1	382
Darbalara	0	10
Darbalara	1	39
Darbys Falls	0	33
Darbys Falls	1	215
Dareton	0	63
Dareton	1	451
Dargan	0	16
Dargan	1	77
Dark Corner	1	15
Darkes Forest	1	107
Darkwood	0	16
Darkwood	1	152
Darling Point	0	554
Darling Point	1	3605
Darlinghurst	0	3303
Darlinghurst	1	8768
Darlington (Singleton - NSW)	0	18
Darlington (Singleton - NSW)	1	341
Darlington (Sydney - NSW)	0	507
Darlington (Sydney - NSW)	1	2566
Darlington Point	0	115
Darlington Point	1	1044
Darlow	0	4
Darlow	1	34
Dartbrook	0	7
Dartbrook	1	105
Daruka	0	8
Daruka	1	750
Davidson	0	35
Davidson	1	2744
Davis Creek	0	4
Davis Creek	1	14
Davistown	0	64
Davistown	1	2298
Dawes Point	0	152
Dawes Point	1	310
Daysdale	0	10
Daysdale	1	85
Dean Park	0	238
Dean Park	1	2973
Deauville	1	21
Debenham	0	8
Dee Why	0	1288
Dee Why	1	19857
Deep Creek (Clarence Valley - NSW)	1	9
Deep Creek (Kempsey - NSW)	0	3
Deep Creek (Kempsey - NSW)	1	86
Deep Creek (Kyogle - NSW)	1	31
Deepwater (NSW)	0	51
Deepwater (NSW)	1	371
Deer Vale	0	13
Deer Vale	1	145
Delegate	0	40
Delegate	1	306
Delungra	0	64
Delungra	1	584
Denham Court	0	288
Denham Court	1	1695
Denhams Beach	0	170
Denhams Beach	1	440
Deniliquin	0	979
Deniliquin	1	6811
Denistone	0	225
Denistone	1	3578
Denistone East	0	45
Denistone East	1	2150
Denistone West	0	28
Denistone West	1	889
Denman	0	164
Denman	1	1651
Depot Beach	0	17
Depot Beach	1	19
Derriwong	0	7
Derriwong	1	29
Deua River Valley	0	11
Deua River Valley	1	60
Devils Hole	0	9
Devils Hole	1	16
Dewitt	0	3
Dewitt	1	12
Dharruk	0	112
Dharruk	1	2673
Dhulura	1	50
Dhuragoon	0	4
Dhuragoon	1	22
Diamond Beach	0	113
Diamond Beach	1	819
Diamond Head	0	8
Diehard	0	11
Diehard	1	34
Diggers Camp	0	7
Diggers Camp	1	9
Dignams Creek	0	10
Dignams Creek	1	65
Dilkoon	0	3
Dilkoon	1	39
Dilpurra	0	13
Dilpurra	1	21
Dinoga	0	4
Dinoga	1	55
Dirnaseer	0	11
Dirnaseer	1	67
Dirty Creek	0	15
Dirty Creek	1	74
Dobies Bight	0	8
Dobies Bight	1	121
Doctor George Mountain	0	8
Doctor George Mountain	1	46
Doctors Gap	1	29
Dog Rocks	0	5
Dog Rocks	1	3
Dolans Bay	0	12
Dolans Bay	1	578
Dolls Point	0	57
Dolls Point	1	1560
Dollys Flat	1	68
Dolphin Point	0	27
Dolphin Point	1	150
Dombarton	0	3
Dombarton	1	139
Donald Creek	1	25
Dondingalong	0	33
Dondingalong	1	626
Doon Doon	0	10
Doon Doon	1	83
Doonbah	0	11
Doonbah	1	203
Doonside	0	543
Doonside	1	12812
Dooralong	0	142
Dooralong	1	271
Dora Creek	0	55
Dora Creek	1	1560
Dorrigo	0	84
Dorrigo	1	1070
Dorrigo Mountain	0	17
Dorrigo Mountain	1	89
Dorroughby	0	26
Dorroughby	1	111
Double Bay	0	572
Double Bay	1	4080
Doubtful Creek	0	7
Doubtful Creek	1	135
Douglas Park	0	68
Douglas Park	1	1273
Dover Heights	0	156
Dover Heights	1	3610
Downside	0	5
Downside	1	116
Doyalson	1	313
Doyalson North	0	15
Doyalson North	1	348
Doyles Creek	0	6
Doyles Creek	1	38
Drake	0	57
Drake	1	292
Drildool	0	4
Drildool	1	12
Dripstone	0	8
Dripstone	1	64
Drummoyne	0	1051
Drummoyne	1	10666
Dry Creek (NSW)	0	3
Dry Creek (NSW)	1	33
Dry Plain	0	3
Dry Plain	1	37
Dubbo	0	4824
Dubbo	1	35047
Duck Creek	1	54
Duckenfield	0	3
Duckenfield	1	105
Duckmaloi	0	5
Duckmaloi	1	38
Dudley	0	57
Dudley	1	2239
Duffys Forest	0	13
Duffys Forest	1	466
Dulguigan	0	8
Dulguigan	1	126
Dulwich Hill	0	886
Dulwich Hill	1	12652
Dum Dum	0	20
Dum Dum	1	101
Dumaresq	0	3
Dumaresq	1	73
Dumaresq Island	0	3
Dumaresq Island	1	63
Dumaresq Valley	0	3
Dumaresq Valley	1	45
Dunbible	0	22
Dunbible	1	328
Dunbogan	0	51
Dunbogan	1	938
Duncans Creek	0	5
Duncans Creek	1	48
Dundas (NSW)	0	430
Dundas (NSW)	1	4267
Dundas Valley	0	241
Dundas Valley	1	5137
Dundee	0	5
Dundee	1	135
Dundurrabin	0	8
Dundurrabin	1	85
Dunedoo	0	246
Dunedoo	1	1001
Dungarubba	0	12
Dungarubba	1	51
Dungay	0	4
Dungay	1	210
Dungeree	1	3
Dungog	0	182
Dungog	1	1793
Dungowan	0	23
Dungowan	1	363
Dunkeld (NSW)	1	39
Dunmore (NSW)	0	7
Dunmore (NSW)	1	192
Dunolly (NSW)	0	5
Dunolly (NSW)	1	80
Dunoon	0	40
Dunoon	1	630
Duns Creek	0	11
Duns Creek	1	523
Dunville Loop	1	4
Dural (Hornsby - NSW)	0	440
Dural (Hornsby - NSW)	1	7048
Duramana	0	10
Duramana	1	200
Duranbah	0	28
Duranbah	1	206
Duri	0	36
Duri	1	474
Duroby	0	9
Duroby	1	58
Durran Durra	0	9
Durran Durra	1	94
Durras North	0	22
Durras North	1	20
Durren Durren	0	3
Durren Durren	1	74
Dyers Crossing	0	24
Dyers Crossing	1	314
Dyraaba	0	14
Dyraaba	1	82
Dyrring	1	89
Eagle Vale	0	170
Eagle Vale	1	5609
Eagleton	0	8
Eagleton	1	197
Earlwood	0	1008
Earlwood	1	16583
East Albury	0	441
East Albury	1	5496
East Ballina	0	390
East Ballina	1	5199
East Branxton	0	118
East Branxton	1	1691
East Coraki	0	8
East Coraki	1	205
East Corrimal	0	148
East Corrimal	1	3177
East Gosford	0	254
East Gosford	1	3936
East Gresford	0	8
East Gresford	1	299
East Hills	0	100
East Hills	1	3046
East Jindabyne	0	346
East Jindabyne	1	656
East Kangaloon	0	5
East Kangaloon	1	72
East Kempsey	0	101
East Kempsey	1	1217
East Killara	0	68
East Killara	1	2860
East Kurrajong	0	181
East Kurrajong	1	2015
East Lindfield	0	75
East Lindfield	1	3546
East Lismore	0	723
East Lismore	1	4307
East Lynne	0	5
East Lynne	1	98
East Maitland	0	664
East Maitland	1	10901
East Ryde	0	11
East Ryde	1	2410
East Seaham	0	26
East Seaham	1	298
East Tamworth	0	633
East Tamworth	1	4639
East Wagga Wagga	0	110
East Wagga Wagga	1	211
East Wardell	0	29
East Wardell	1	275
Eastern Creek	0	84
Eastern Creek	1	790
Eastgardens	0	46
Eastgardens	1	831
Eastlakes	0	293
Eastlakes	1	6585
Eastwood (NSW)	0	610
Eastwood (NSW)	1	17183
Eatonsville	0	3
Eatonsville	1	216
