SSC_NAME16	Address5YearsAgo	persons
Silverwater (Parramatta - NSW)	South Australia	9
Silverwater (Parramatta - NSW)	Tasmania	3
Silverwater (Parramatta - NSW)	Victoria	9
Silverwater (Parramatta - NSW)	Western Australia	14
Simpkins Creek	(Same Address)	14
Simpkins Creek	Queensland	3
Simpkins Creek	Victoria	4
Singleton (NSW)	(Overseas)	89
Singleton (NSW)	(Same Address)	2574
Singleton (NSW)	(Same SA2)	840
Singleton (NSW)	Australian Capital Territory	10
Singleton (NSW)	New South Wales	675
Singleton (NSW)	Northern Territory	3
Singleton (NSW)	Queensland	90
Singleton (NSW)	South Australia	6
Singleton (NSW)	Victoria	14
Singleton (NSW)	Western Australia	17
Singleton Heights	(Overseas)	64
Singleton Heights	(Same Address)	2192
Singleton Heights	(Same SA2)	791
Singleton Heights	New South Wales	667
Singleton Heights	Northern Territory	8
Singleton Heights	Queensland	129
Singleton Heights	South Australia	14
Singleton Heights	Tasmania	3
Singleton Heights	Victoria	13
Singleton Heights	Western Australia	47
Singleton Military Area	(Overseas)	3
Singleton Military Area	(Same Address)	49
Singleton Military Area	Australian Capital Territory	8
Singleton Military Area	New South Wales	80
Singleton Military Area	Northern Territory	3
Singleton Military Area	Queensland	81
Singleton Military Area	South Australia	17
Singleton Military Area	Tasmania	11
Singleton Military Area	Victoria	41
Singleton Military Area	Western Australia	21
Singletons Mill	(Same Address)	3
Skennars Head	(Overseas)	9
Skennars Head	(Same Address)	669
Skennars Head	(Same SA2)	75
Skennars Head	New South Wales	223
Skennars Head	Queensland	13
Skennars Head	Victoria	39
Skennars Head	Western Australia	9
Skillion Flat	(Same Address)	43
Skillion Flat	New South Wales	13
Skinners Shoot	(Overseas)	5
Skinners Shoot	(Same Address)	45
Skinners Shoot	(Same SA2)	11
Skinners Shoot	New South Wales	19
Skinners Shoot	Queensland	4
Sleepy Hollow	(Same Address)	40
Sleepy Hollow	(Same SA2)	14
Sleepy Hollow	New South Wales	19
Sleepy Hollow	Queensland	10
Smeaton Grange	(Same Address)	8
Smeaton Grange	New South Wales	9
Smithfield (NSW)	(Overseas)	948
Smithfield (NSW)	(Same Address)	6777
Smithfield (NSW)	(Same SA2)	462
Smithfield (NSW)	Australian Capital Territory	4
Smithfield (NSW)	New South Wales	2208
Smithfield (NSW)	Queensland	20
Smithfield (NSW)	South Australia	19
Smithfield (NSW)	Victoria	18
Smithfield (NSW)	Western Australia	4
Smiths Creek (Clarence Valley - NSW)	(Same Address)	13
Smiths Creek (Kyogle - NSW)	(Same Address)	43
Smiths Creek (Kyogle - NSW)	(Same SA2)	4
Smiths Creek (Kyogle - NSW)	New South Wales	4
Smiths Creek (Kyogle - NSW)	Victoria	3
Smiths Creek (Tweed - NSW)	(Overseas)	3
Smiths Creek (Tweed - NSW)	(Same Address)	176
Smiths Creek (Tweed - NSW)	(Same SA2)	11
Smiths Creek (Tweed - NSW)	New South Wales	23
Smiths Creek (Tweed - NSW)	Queensland	31
Smiths Creek (Tweed - NSW)	Victoria	3
Smiths Lake	(Overseas)	14
Smiths Lake	(Same Address)	601
Smiths Lake	(Same SA2)	145
Smiths Lake	Australian Capital Territory	3
Smiths Lake	New South Wales	274
Smiths Lake	Queensland	14
Smiths Lake	Victoria	6
Smiths Lake	Western Australia	14
Smithtown	(Same Address)	353
Smithtown	(Same SA2)	42
Smithtown	New South Wales	75
Smithtown	Northern Territory	5
Smithtown	Queensland	11
Smithtown	South Australia	3
Smithtown	Victoria	3
Snakes Plain	(Same Address)	3
Snakes Plain	(Same SA2)	3
Snakes Plain	New South Wales	3
Sodwalls	(Same Address)	39
Sodwalls	New South Wales	20
Sofala	(Same Address)	72
Sofala	(Same SA2)	5
Sofala	New South Wales	27
Soldiers Point	(Overseas)	35
Soldiers Point	(Same Address)	677
Soldiers Point	(Same SA2)	208
Soldiers Point	Australian Capital Territory	3
Soldiers Point	New South Wales	271
Soldiers Point	Northern Territory	3
Soldiers Point	Queensland	33
Soldiers Point	South Australia	5
Soldiers Point	Victoria	12
Soldiers Point	Western Australia	5
Somersby	(Overseas)	18
Somersby	(Same Address)	660
Somersby	(Same SA2)	40
Somersby	New South Wales	211
Somersby	Northern Territory	3
Somersby	Queensland	3
Somerton (NSW)	(Overseas)	12
Somerton (NSW)	(Same Address)	143
Somerton (NSW)	(Same SA2)	11
Somerton (NSW)	New South Wales	42
Somerton (NSW)	Queensland	4
South Albury	(Overseas)	71
South Albury	(Same Address)	588
South Albury	(Same SA2)	95
South Albury	Australian Capital Territory	3
South Albury	New South Wales	205
South Albury	Northern Territory	4
South Albury	Queensland	26
South Albury	South Australia	3
South Albury	Victoria	176
South Albury	Western Australia	6
South Arm (Clarence Valley - NSW)	(Same Address)	184
South Arm (Clarence Valley - NSW)	(Same SA2)	3
South Arm (Clarence Valley - NSW)	New South Wales	21
South Arm (Clarence Valley - NSW)	Queensland	3
South Arm (Clarence Valley - NSW)	Victoria	3
South Arm (Nambucca - NSW)	(Overseas)	5
South Arm (Nambucca - NSW)	(Same Address)	206
South Arm (Nambucca - NSW)	(Same SA2)	12
South Arm (Nambucca - NSW)	New South Wales	47
South Arm (Nambucca - NSW)	Queensland	7
South Ballina	(Same Address)	19
South Ballina	New South Wales	12
South Ballina	Western Australia	3
South Bathurst	(Overseas)	20
South Bathurst	(Same Address)	794
South Bathurst	(Same SA2)	233
South Bathurst	Australian Capital Territory	8
South Bathurst	New South Wales	291
South Bathurst	Northern Territory	3
South Bathurst	Queensland	12
South Bathurst	South Australia	4
South Bathurst	Tasmania	3
South Bathurst	Victoria	3
South Bathurst	Western Australia	4
South Bowenfels	(Overseas)	3
South Bowenfels	(Same Address)	589
South Bowenfels	(Same SA2)	197
South Bowenfels	New South Wales	181
South Bowenfels	Queensland	3
South Bowenfels	Tasmania	3
South Coogee	(Overseas)	329
South Coogee	(Same Address)	2860
South Coogee	(Same SA2)	314
South Coogee	Australian Capital Territory	18
South Coogee	New South Wales	1101
South Coogee	Northern Territory	12
South Coogee	Queensland	62
South Coogee	South Australia	8
South Coogee	Tasmania	6
South Coogee	Victoria	33
South Coogee	Western Australia	15
South Durras	(Same Address)	197
South Durras	(Same SA2)	9
South Durras	Australian Capital Territory	6
South Durras	New South Wales	56
South Durras	Victoria	10
South Golden Beach	(Overseas)	30
South Golden Beach	(Same Address)	343
South Golden Beach	(Same SA2)	67
South Golden Beach	Australian Capital Territory	3
South Golden Beach	New South Wales	138
South Golden Beach	Queensland	46
South Golden Beach	South Australia	3
South Golden Beach	Tasmania	5
South Golden Beach	Victoria	28
South Golden Beach	Western Australia	12
South Grafton	(Overseas)	44
South Grafton	(Same Address)	3153
South Grafton	(Same SA2)	934
South Grafton	Australian Capital Territory	11
South Grafton	New South Wales	817
South Grafton	Northern Territory	12
South Grafton	Queensland	133
South Grafton	South Australia	5
South Grafton	Tasmania	4
South Grafton	Victoria	34
South Grafton	Western Australia	19
South Granville	(Overseas)	339
South Granville	(Same Address)	2977
South Granville	(Same SA2)	213
South Granville	New South Wales	934
South Granville	Queensland	19
South Granville	South Australia	3
South Granville	Victoria	11
South Granville	Western Australia	12
South Gundagai	(Overseas)	10
South Gundagai	(Same Address)	500
South Gundagai	(Same SA2)	84
South Gundagai	Australian Capital Territory	6
South Gundagai	New South Wales	69
South Gundagai	Queensland	13
South Gundagai	Victoria	9
South Gundurimba	(Same Address)	213
South Gundurimba	(Same SA2)	22
South Gundurimba	New South Wales	42
South Gundurimba	Western Australia	6
South Guyra	(Overseas)	8
South Guyra	(Same Address)	194
South Guyra	(Same SA2)	52
South Guyra	New South Wales	24
South Guyra	Queensland	4
South Hurstville	(Overseas)	492
South Hurstville	(Same Address)	2710
South Hurstville	(Same SA2)	334
South Hurstville	Australian Capital Territory	3
South Hurstville	New South Wales	966
South Hurstville	Queensland	24
South Hurstville	South Australia	11
South Hurstville	Victoria	9
South Hurstville	Western Australia	6
South Kempsey	(Overseas)	14
South Kempsey	(Same Address)	1212
South Kempsey	(Same SA2)	233
South Kempsey	New South Wales	276
South Kempsey	Northern Territory	3
South Kempsey	Queensland	35
South Kempsey	South Australia	3
South Kempsey	Victoria	8
South Kempsey	Western Australia	14
South Lismore	(Overseas)	14
South Lismore	(Same Address)	1032
South Lismore	(Same SA2)	185
South Lismore	Australian Capital Territory	3
South Lismore	New South Wales	310
South Lismore	Northern Territory	5
South Lismore	Queensland	42
South Lismore	South Australia	6
South Lismore	Victoria	9
South Littleton	(Overseas)	7
South Littleton	(Same Address)	147
South Littleton	(Same SA2)	64
South Littleton	New South Wales	39
South Maitland	(Same Address)	227
South Maitland	(Same SA2)	3
South Maitland	New South Wales	105
South Maitland	Victoria	3
South Maroota	(Same Address)	327
South Maroota	(Same SA2)	26
South Maroota	New South Wales	107
South Murwillumbah	(Overseas)	4
South Murwillumbah	(Same Address)	524
South Murwillumbah	(Same SA2)	112
South Murwillumbah	New South Wales	219
South Murwillumbah	Queensland	65
South Murwillumbah	South Australia	5
South Murwillumbah	Tasmania	7
South Murwillumbah	Victoria	5
South Murwillumbah	Western Australia	6
South Nowra	(Overseas)	35
South Nowra	(Same Address)	522
South Nowra	(Same SA2)	326
South Nowra	Australian Capital Territory	22
South Nowra	New South Wales	560
South Nowra	Northern Territory	4
South Nowra	Queensland	36
South Nowra	South Australia	3
South Nowra	Tasmania	6
South Nowra	Victoria	13
South Nowra	Western Australia	8
South Pambula	(Overseas)	9
South Pambula	(Same Address)	284
South Pambula	(Same SA2)	57
South Pambula	Australian Capital Territory	5
South Pambula	New South Wales	42
South Pambula	Queensland	8
South Pambula	Tasmania	3
South Pambula	Victoria	8
South Penrith	(Overseas)	198
South Penrith	(Same Address)	7015
South Penrith	(Same SA2)	655
South Penrith	Australian Capital Territory	4
South Penrith	New South Wales	2344
South Penrith	Queensland	62
South Penrith	South Australia	5
South Penrith	Victoria	20
South Penrith	Western Australia	16
South Tamworth	(Overseas)	181
South Tamworth	(Same Address)	3132
South Tamworth	(Same SA2)	716
South Tamworth	Australian Capital Territory	16
South Tamworth	New South Wales	1157
South Tamworth	Northern Territory	9
South Tamworth	Queensland	90
South Tamworth	South Australia	5
South Tamworth	Tasmania	3
South Tamworth	Victoria	23
South Tamworth	Western Australia	10
South Turramurra	(Overseas)	105
South Turramurra	(Same Address)	2006
South Turramurra	(Same SA2)	113
South Turramurra	New South Wales	525
South Turramurra	Queensland	8
South Turramurra	South Australia	4
South Turramurra	Tasmania	3
South Turramurra	Victoria	10
South Turramurra	Western Australia	7
South Wentworthville	(Overseas)	485
South Wentworthville	(Same Address)	3146
South Wentworthville	(Same SA2)	398
South Wentworthville	Australian Capital Territory	4
South Wentworthville	New South Wales	1255
South Wentworthville	Northern Territory	3
South Wentworthville	Queensland	15
South Wentworthville	South Australia	7
South Wentworthville	Tasmania	11
South Wentworthville	Victoria	29
South Wentworthville	Western Australia	12
South West Rocks	(Overseas)	57
South West Rocks	(Same Address)	2412
South West Rocks	(Same SA2)	549
South West Rocks	Australian Capital Territory	14
South West Rocks	New South Wales	817
South West Rocks	Northern Territory	4
South West Rocks	Queensland	123
South West Rocks	South Australia	8
South West Rocks	Victoria	36
South West Rocks	Western Australia	15
South Windsor	(Overseas)	65
South Windsor	(Same Address)	3023
South Windsor	(Same SA2)	508
South Windsor	Australian Capital Territory	3
South Windsor	New South Wales	1308
South Windsor	Northern Territory	5
South Windsor	Queensland	32
South Windsor	South Australia	7
South Windsor	Tasmania	10
South Windsor	Victoria	11
South Wolumla	(Same Address)	90
South Wolumla	(Same SA2)	8
South Wolumla	New South Wales	54
Southampton (NSW)	(Same Address)	14
Southampton (NSW)	New South Wales	5
Southampton (NSW)	Northern Territory	3
Southgate	(Same Address)	114
Southgate	(Same SA2)	18
Southgate	New South Wales	21
Southgate	Queensland	3
Speers Point	(Overseas)	47
Speers Point	(Same Address)	1760
Speers Point	(Same SA2)	214
Speers Point	Australian Capital Territory	6
Speers Point	New South Wales	840
Speers Point	Northern Territory	9
Speers Point	Queensland	40
Speers Point	South Australia	3
Speers Point	Tasmania	4
Speers Point	Victoria	20
Speers Point	Western Australia	15
Speewa	(Same Address)	76
Speewa	Victoria	9
Spencer	(Same Address)	152
Spencer	(Same SA2)	3
Spencer	Australian Capital Territory	3
Spencer	New South Wales	46
Spicers Creek	(Same Address)	57
Spicers Creek	(Same SA2)	3
Spicers Creek	New South Wales	9
Spicketts Creek	(Same Address)	32
Spicketts Creek	(Same SA2)	3
Splitters Creek	(Overseas)	3
Splitters Creek	(Same Address)	175
Splitters Creek	(Same SA2)	27
Splitters Creek	New South Wales	24
Splitters Creek	Victoria	18
Spring Creek (NSW)	(Same Address)	86
Spring Creek (NSW)	New South Wales	31
Spring Farm (NSW)	(Overseas)	114
Spring Farm (NSW)	(Same Address)	778
Spring Farm (NSW)	(Same SA2)	519
Spring Farm (NSW)	Australian Capital Territory	9
Spring Farm (NSW)	New South Wales	2025
Spring Farm (NSW)	Northern Territory	3
Spring Farm (NSW)	Queensland	66
Spring Farm (NSW)	Victoria	8
Spring Farm (NSW)	Western Australia	5
Spring Flat	(Same Address)	113
Spring Flat	(Same SA2)	11
Spring Flat	New South Wales	38
Spring Flat	Queensland	9
Spring Grove	(Same Address)	274
Spring Grove	(Same SA2)	19
Spring Grove	New South Wales	83
Spring Grove	Northern Territory	3
Spring Grove	Queensland	3
Spring Grove	Western Australia	3
Spring Hill (Cabonne - NSW)	(Same Address)	260
Spring Hill (Cabonne - NSW)	(Same SA2)	25
Spring Hill (Cabonne - NSW)	New South Wales	126
Spring Hill (Cabonne - NSW)	Northern Territory	3
Spring Hill (Cabonne - NSW)	Tasmania	5
Spring Hill (Cabonne - NSW)	Victoria	3
Spring Hill (Cabonne - NSW)	Western Australia	3
Spring Mountain (NSW)	(Same Address)	3
Spring Mountain (NSW)	New South Wales	8
Spring Plains	(Same Address)	41
Spring Plains	(Same SA2)	3
Spring Plains	New South Wales	4
Spring Ridge	(Overseas)	4
Spring Ridge	(Same Address)	131
Spring Ridge	(Same SA2)	27
Spring Ridge	New South Wales	39
Spring Ridge	Queensland	4
Spring Ridge	South Australia	3
Spring Terrace	(Same Address)	77
Spring Terrace	New South Wales	30
Spring Terrace	Queensland	3
Springdale (NSW)	(Same Address)	85
Springdale (NSW)	(Same SA2)	13
Springdale (NSW)	New South Wales	28
Springdale (NSW)	Western Australia	4
Springdale Heights	(Overseas)	41
Springdale Heights	(Same Address)	934
Springdale Heights	(Same SA2)	232
Springdale Heights	New South Wales	371
Springdale Heights	Queensland	26
Springdale Heights	South Australia	3
Springdale Heights	Tasmania	4
Springdale Heights	Victoria	117
Springdale Heights	Western Australia	13
Springfield (Central Coast - NSW)	(Overseas)	59
Springfield (Central Coast - NSW)	(Same Address)	2435
Springfield (Central Coast - NSW)	(Same SA2)	218
Springfield (Central Coast - NSW)	Australian Capital Territory	14
Springfield (Central Coast - NSW)	New South Wales	853
Springfield (Central Coast - NSW)	Queensland	28
Springfield (Central Coast - NSW)	South Australia	5
Springfield (Central Coast - NSW)	Tasmania	5
Springfield (Central Coast - NSW)	Victoria	16
Springfield (Snowy Monaro Regional - NSW)	(Same Address)	19
Springfield (Snowy Monaro Regional - NSW)	(Same SA2)	3
Springfield (Snowy Monaro Regional - NSW)	Australian Capital Territory	3
Springfield (Snowy Monaro Regional - NSW)	New South Wales	3
Springrange	(Same Address)	183
Springrange	(Same SA2)	4
Springrange	Australian Capital Territory	37
Springrange	New South Wales	11
Springrange	Queensland	16
Springside (NSW)	(Same Address)	207
Springside (NSW)	(Same SA2)	12
Springside (NSW)	New South Wales	56
Springside (NSW)	Queensland	5
Springvale (Lithgow - NSW)	(Same Address)	37
Springvale (Wagga Wagga - NSW)	(Overseas)	9
Springvale (Wagga Wagga - NSW)	(Same Address)	1153
Springvale (Wagga Wagga - NSW)	(Same SA2)	120
Springvale (Wagga Wagga - NSW)	Australian Capital Territory	14
Springvale (Wagga Wagga - NSW)	New South Wales	277
Springvale (Wagga Wagga - NSW)	Northern Territory	3
Springvale (Wagga Wagga - NSW)	Queensland	10
Springvale (Wagga Wagga - NSW)	South Australia	3
Springvale (Wagga Wagga - NSW)	Victoria	19
Springwood (NSW)	(Overseas)	103
Springwood (NSW)	(Same Address)	5195
Springwood (NSW)	(Same SA2)	740
Springwood (NSW)	Australian Capital Territory	12
Springwood (NSW)	New South Wales	1478
Springwood (NSW)	Northern Territory	6
Springwood (NSW)	Queensland	39
Springwood (NSW)	South Australia	7
Springwood (NSW)	Tasmania	3
Springwood (NSW)	Victoria	35
Springwood (NSW)	Western Australia	10
St Albans (NSW)	(Same Address)	95
St Albans (NSW)	(Same SA2)	3
St Albans (NSW)	New South Wales	18
St Andrews (NSW)	(Overseas)	173
St Andrews (NSW)	(Same Address)	3574
St Andrews (NSW)	(Same SA2)	197
St Andrews (NSW)	Australian Capital Territory	3
St Andrews (NSW)	New South Wales	1071
St Andrews (NSW)	Queensland	26
St Andrews (NSW)	Victoria	4
St Clair (Penrith - NSW)	(Overseas)	443
St Clair (Penrith - NSW)	(Same Address)	12581
St Clair (Penrith - NSW)	(Same SA2)	1069
St Clair (Penrith - NSW)	Australian Capital Territory	3
St Clair (Penrith - NSW)	New South Wales	3238
St Clair (Penrith - NSW)	Queensland	66
St Clair (Penrith - NSW)	South Australia	11
St Clair (Penrith - NSW)	Victoria	30
St Clair (Penrith - NSW)	Western Australia	17
St Clair (Singleton - NSW)	(Same Address)	4
St Clair (Singleton - NSW)	New South Wales	5
St Fillans	(Same Address)	151
St Fillans	(Same SA2)	9
St Fillans	New South Wales	44
St Fillans	Northern Territory	3
St Fillans	Western Australia	3
St Georges Basin	(Overseas)	11
St Georges Basin	(Same Address)	1385
St Georges Basin	(Same SA2)	412
St Georges Basin	Australian Capital Territory	21
St Georges Basin	New South Wales	662
St Georges Basin	Northern Territory	12
St Georges Basin	Queensland	28
St Georges Basin	South Australia	3
St Georges Basin	Tasmania	4
St Georges Basin	Victoria	19
St Georges Basin	Western Australia	3
St Helens Park	(Overseas)	138
St Helens Park	(Same Address)	3572
St Helens Park	(Same SA2)	353
St Helens Park	Australian Capital Territory	3
St Helens Park	New South Wales	1594
St Helens Park	Queensland	20
St Helens Park	South Australia	3
St Helens Park	Victoria	17
St Helens Park	Western Australia	4
St Huberts Island	(Overseas)	13
St Huberts Island	(Same Address)	590
St Huberts Island	(Same SA2)	58
St Huberts Island	New South Wales	293
St Huberts Island	Queensland	12
St Huberts Island	South Australia	4
St Ives (NSW)	(Overseas)	1460
St Ives (NSW)	(Same Address)	8959
St Ives (NSW)	(Same SA2)	1117
St Ives (NSW)	Australian Capital Territory	27
St Ives (NSW)	New South Wales	3885
St Ives (NSW)	Northern Territory	6
St Ives (NSW)	Queensland	75
St Ives (NSW)	South Australia	17
St Ives (NSW)	Tasmania	3
St Ives (NSW)	Victoria	79
St Ives (NSW)	Western Australia	34
St Ives Chase	(Overseas)	239
St Ives Chase	(Same Address)	1942
St Ives Chase	(Same SA2)	192
St Ives Chase	Australian Capital Territory	3
St Ives Chase	New South Wales	491
St Ives Chase	Queensland	15
St Ives Chase	South Australia	10
St Ives Chase	Victoria	17
St Johns Park	(Overseas)	207
St Johns Park	(Same Address)	4325
St Johns Park	(Same SA2)	131
St Johns Park	New South Wales	835
St Johns Park	Queensland	3
St Johns Park	South Australia	9
St Johns Park	Victoria	8
St Johns Park	Western Australia	5
St Leonards (NSW)	(Overseas)	1217
St Leonards (NSW)	(Same Address)	1293
St Leonards (NSW)	(Same SA2)	244
St Leonards (NSW)	Australian Capital Territory	21
St Leonards (NSW)	New South Wales	1696
St Leonards (NSW)	Northern Territory	5
St Leonards (NSW)	Queensland	98
St Leonards (NSW)	South Australia	24
St Leonards (NSW)	Tasmania	7
St Leonards (NSW)	Victoria	111
St Leonards (NSW)	Western Australia	29
St Marys (NSW)	(Overseas)	645
St Marys (NSW)	(Same Address)	5311
St Marys (NSW)	(Same SA2)	558
St Marys (NSW)	Australian Capital Territory	3
St Marys (NSW)	New South Wales	3330
St Marys (NSW)	Northern Territory	5
St Marys (NSW)	Queensland	85
St Marys (NSW)	South Australia	17
St Marys (NSW)	Tasmania	8
St Marys (NSW)	Victoria	44
