SSC_NAME16	Address5YearsAgo	persons
Viewbank	Queensland	28
Viewbank	South Australia	10
Viewbank	Tasmania	6
Viewbank	Victoria	1116
Viewbank	Western Australia	9
Vinifera	(Same Address)	115
Vinifera	(Same SA2)	7
Vinifera	Victoria	22
Violet Town	(Overseas)	9
Violet Town	(Same Address)	478
Violet Town	(Same SA2)	85
Violet Town	New South Wales	19
Violet Town	Northern Territory	3
Violet Town	Queensland	14
Violet Town	South Australia	3
Violet Town	Victoria	161
Violet Town	Western Australia	6
Vite Vite	(Same Address)	22
Vite Vite	(Same SA2)	4
Vite Vite	New South Wales	4
Vite Vite	Victoria	4
Vite Vite North	(Same Address)	15
Vite Vite North	Victoria	3
W Tree	(Same Address)	33
Waaia	(Same Address)	224
Waaia	(Same SA2)	60
Waaia	New South Wales	9
Waaia	Queensland	3
Waaia	Victoria	42
Waanyarra	(Same Address)	23
Waanyarra	Victoria	3
Waarre	(Same Address)	4
Waarre	Victoria	3
Waggarandall	(Same Address)	36
Wahgunyah	(Overseas)	10
Wahgunyah	(Same Address)	627
Wahgunyah	(Same SA2)	94
Wahgunyah	Australian Capital Territory	3
Wahgunyah	New South Wales	112
Wahgunyah	Queensland	7
Wahgunyah	South Australia	3
Wahgunyah	Victoria	114
Wahring	(Same Address)	52
Wahring	New South Wales	6
Wahring	Victoria	12
Wail	(Same Address)	26
Wail	Victoria	5
Wairewa	(Same Address)	61
Wairewa	(Same SA2)	3
Wairewa	Victoria	12
Waitchie	(Same Address)	25
Waitchie	Victoria	10
Wal Wal	(Same Address)	24
Wal Wal	(Same SA2)	3
Wal Wal	Victoria	3
Waldara	(Same Address)	385
Waldara	(Same SA2)	103
Waldara	New South Wales	11
Waldara	Victoria	68
Walhalla	(Same Address)	14
Walhalla	Victoria	4
Walkerville (Vic.)	(Same Address)	38
Walkerville (Vic.)	(Same SA2)	4
Walkerville (Vic.)	Queensland	3
Walkerville (Vic.)	Victoria	19
Walkerville North	(Same Address)	3
Walkerville North	Victoria	4
Walkerville South	(Same Address)	3
Wallace	(Same Address)	129
Wallace	(Same SA2)	7
Wallace	Victoria	28
Wallacedale	(Overseas)	3
Wallacedale	(Same Address)	73
Wallacedale	(Same SA2)	4
Wallacedale	South Australia	6
Wallacedale	Victoria	18
Wallagaraugh	(Same Address)	3
Wallagaraugh	Victoria	3
Wallaloo	(Same Address)	10
Wallaloo	Victoria	3
Wallaloo East	(Same Address)	8
Wallan	(Overseas)	188
Wallan	(Same Address)	4993
Wallan	(Same SA2)	1027
Wallan	Australian Capital Territory	20
Wallan	New South Wales	65
Wallan	Northern Territory	25
Wallan	Queensland	96
Wallan	South Australia	9
Wallan	Tasmania	16
Wallan	Victoria	2730
Wallan	Western Australia	19
Wallinduc	(Same Address)	26
Wallington	(Overseas)	10
Wallington	(Same Address)	784
Wallington	(Same SA2)	84
Wallington	New South Wales	6
Wallington	Northern Territory	3
Wallington	Queensland	3
Wallington	Victoria	244
Wallington	Western Australia	4
Wallup	(Same Address)	20
Wallup	(Same SA2)	5
Wallup	Victoria	3
Walmer (Vic.)	(Same Address)	173
Walmer (Vic.)	(Same SA2)	10
Walmer (Vic.)	New South Wales	3
Walmer (Vic.)	Queensland	3
Walmer (Vic.)	Victoria	22
Walpa	(Overseas)	17
Walpa	(Same Address)	97
Walpa	(Same SA2)	5
Walpa	New South Wales	9
Walpa	Victoria	12
Walpeup	(Same Address)	110
Walpeup	(Same SA2)	6
Walpeup	New South Wales	3
Walpeup	Queensland	4
Walpeup	Victoria	7
Walwa	(Same Address)	116
Walwa	(Same SA2)	8
Walwa	New South Wales	9
Walwa	Victoria	24
Wandana Heights	(Overseas)	42
Wandana Heights	(Same Address)	1188
Wandana Heights	(Same SA2)	187
Wandana Heights	Australian Capital Territory	4
Wandana Heights	New South Wales	3
Wandana Heights	Northern Territory	6
Wandana Heights	Tasmania	5
Wandana Heights	Victoria	404
Wandana Heights	Western Australia	10
Wandella (Vic.)	(Same Address)	51
Wandella (Vic.)	(Same SA2)	8
Wandella (Vic.)	Victoria	6
Wandiligong	(Overseas)	9
Wandiligong	(Same Address)	267
Wandiligong	(Same SA2)	50
Wandiligong	New South Wales	14
Wandiligong	Northern Territory	3
Wandiligong	South Australia	3
Wandiligong	Victoria	56
Wandiligong	Western Australia	3
Wandin East	(Same Address)	287
Wandin East	(Same SA2)	18
Wandin East	New South Wales	3
Wandin East	Victoria	72
Wandin North	(Overseas)	24
Wandin North	(Same Address)	1843
Wandin North	(Same SA2)	119
Wandin North	New South Wales	18
Wandin North	Northern Territory	6
Wandin North	Queensland	17
Wandin North	South Australia	8
Wandin North	Victoria	677
Wandin North	Western Australia	8
Wando Bridge	(Same Address)	29
Wando Bridge	Victoria	11
Wando Vale	(Same Address)	67
Wando Vale	(Same SA2)	13
Wando Vale	South Australia	4
Wando Vale	Victoria	4
Wandong	(Overseas)	5
Wandong	(Same Address)	851
Wandong	(Same SA2)	49
Wandong	New South Wales	4
Wandong	Queensland	14
Wandong	Victoria	249
Wandong	Western Australia	4
Wangandary	(Same Address)	156
Wangandary	(Same SA2)	8
Wangandary	Queensland	4
Wangandary	South Australia	3
Wangandary	Victoria	30
Wangarabell	(Same Address)	9
Wangaratta (Vic.)	(Overseas)	182
Wangaratta (Vic.)	(Same Address)	9587
Wangaratta (Vic.)	(Same SA2)	2831
Wangaratta (Vic.)	Australian Capital Territory	13
Wangaratta (Vic.)	New South Wales	273
Wangaratta (Vic.)	Northern Territory	33
Wangaratta (Vic.)	Queensland	189
Wangaratta (Vic.)	South Australia	47
Wangaratta (Vic.)	Tasmania	30
Wangaratta (Vic.)	Victoria	2320
Wangaratta (Vic.)	Western Australia	53
Wangaratta South	(Same Address)	322
Wangaratta South	(Same SA2)	25
Wangaratta South	Australian Capital Territory	3
Wangaratta South	New South Wales	10
Wangaratta South	Northern Territory	5
Wangaratta South	Queensland	5
Wangaratta South	South Australia	3
Wangaratta South	Victoria	80
Wangie	(Same Address)	5
Wangoom	(Same Address)	136
Wangoom	(Same SA2)	7
Wangoom	Victoria	33
Wannon	(Overseas)	8
Wannon	(Same Address)	70
Wannon	(Same SA2)	5
Wannon	Victoria	9
Wantirna	(Overseas)	776
Wantirna	(Same Address)	8599
Wantirna	(Same SA2)	376
Wantirna	Australian Capital Territory	9
Wantirna	New South Wales	59
Wantirna	Queensland	43
Wantirna	South Australia	36
Wantirna	Tasmania	4
Wantirna	Victoria	2605
Wantirna	Western Australia	31
Wantirna South	(Overseas)	1257
Wantirna South	(Same Address)	11003
Wantirna South	(Same SA2)	592
Wantirna South	Australian Capital Territory	9
Wantirna South	New South Wales	113
Wantirna South	Northern Territory	7
Wantirna South	Queensland	86
Wantirna South	South Australia	54
Wantirna South	Tasmania	11
Wantirna South	Victoria	4459
Wantirna South	Western Australia	44
Waranga Shores	(Same Address)	180
Waranga Shores	(Same SA2)	10
Waranga Shores	Queensland	3
Waranga Shores	Tasmania	3
Waranga Shores	Victoria	60
Waratah Bay	(Same Address)	44
Waratah Bay	Victoria	3
Warburton (Vic.)	(Overseas)	38
Warburton (Vic.)	(Same Address)	1046
Warburton (Vic.)	(Same SA2)	278
Warburton (Vic.)	Australian Capital Territory	7
Warburton (Vic.)	New South Wales	18
Warburton (Vic.)	Northern Territory	3
Warburton (Vic.)	Queensland	24
Warburton (Vic.)	South Australia	5
Warburton (Vic.)	Tasmania	6
Warburton (Vic.)	Victoria	312
Warburton (Vic.)	Western Australia	6
Wareek	(Same Address)	48
Wareek	(Same SA2)	5
Wareek	Victoria	10
Wargan	(Same Address)	42
Wargan	New South Wales	3
Wargan	Victoria	10
Warmur	(Same Address)	13
Warncoort	(Same Address)	79
Warncoort	Victoria	27
Warncoort	Western Australia	3
Warne	(Same Address)	4
Warneet	(Overseas)	10
Warneet	(Same Address)	300
Warneet	(Same SA2)	24
Warneet	Victoria	115
Warrabkook	(Same Address)	13
Warrabkook	Victoria	10
Warracknabeal	(Overseas)	24
Warracknabeal	(Same Address)	1425
Warracknabeal	(Same SA2)	306
Warracknabeal	New South Wales	9
Warracknabeal	Northern Territory	14
Warracknabeal	Queensland	12
Warracknabeal	South Australia	19
Warracknabeal	Victoria	254
Warracknabeal	Western Australia	4
Warragul	(Overseas)	226
Warragul	(Same Address)	7522
Warragul	(Same SA2)	2361
Warragul	Australian Capital Territory	3
Warragul	New South Wales	162
Warragul	Northern Territory	19
Warragul	Queensland	125
Warragul	South Australia	34
Warragul	Tasmania	43
Warragul	Victoria	3181
Warragul	Western Australia	58
Warragul South	(Same Address)	188
Warragul South	(Same SA2)	26
Warragul South	Victoria	17
Warragul South	Western Australia	3
Warragul West	(Same Address)	17
Warrak	(Same Address)	43
Warrak	Victoria	14
Warrandyte	(Overseas)	117
Warrandyte	(Same Address)	3713
Warrandyte	(Same SA2)	169
Warrandyte	Australian Capital Territory	3
Warrandyte	New South Wales	18
Warrandyte	Queensland	23
Warrandyte	South Australia	4
Warrandyte	Tasmania	7
Warrandyte	Victoria	977
Warrandyte	Western Australia	10
Warrandyte South	(Overseas)	17
Warrandyte South	(Same Address)	423
Warrandyte South	(Same SA2)	30
Warrandyte South	Queensland	3
Warrandyte South	South Australia	5
Warrandyte South	Victoria	138
Warranwood	(Overseas)	115
Warranwood	(Same Address)	3317
Warranwood	(Same SA2)	107
Warranwood	Australian Capital Territory	6
Warranwood	New South Wales	18
Warranwood	Queensland	8
Warranwood	South Australia	3
Warranwood	Tasmania	3
Warranwood	Victoria	824
Warranwood	Western Australia	5
Warrayure	(Same Address)	17
Warrayure	Queensland	3
Warrayure	Victoria	3
Warrenbayne	(Same Address)	92
Warrenbayne	(Same SA2)	3
Warrenbayne	New South Wales	3
Warrenbayne	Victoria	29
Warrenheip	(Overseas)	9
Warrenheip	(Same Address)	418
Warrenheip	(Same SA2)	39
Warrenheip	New South Wales	5
Warrenheip	Queensland	6
Warrenheip	South Australia	10
Warrenheip	Victoria	104
Warrenheip	Western Australia	4
Warrenmang	(Same Address)	17
Warrion	(Overseas)	5
Warrion	(Same Address)	113
Warrion	(Same SA2)	16
Warrion	New South Wales	3
Warrion	Victoria	33
Warrnambool	(Overseas)	707
Warrnambool	(Same Address)	14813
Warrnambool	(Same SA2)	3355
Warrnambool	Australian Capital Territory	22
Warrnambool	New South Wales	195
Warrnambool	Northern Territory	68
Warrnambool	Queensland	205
Warrnambool	South Australia	230
Warrnambool	Tasmania	47
Warrnambool	Victoria	5692
Warrnambool	Western Australia	130
Warrock	(Same Address)	15
Warrock	(Same SA2)	9
Warrock	South Australia	3
Warrock	Victoria	4
Warrong	(Same Address)	47
Warrong	(Same SA2)	8
Warrong	Victoria	4
Wartook	(Same Address)	64
Wartook	(Same SA2)	8
Wartook	Victoria	5
Wartook	Western Australia	6
Watchem	(Same Address)	78
Watchem	(Same SA2)	7
Watchem	Queensland	4
Watchem	Victoria	7
Watchem West	(Same Address)	11
Watchem West	Victoria	3
Watchupga	(Same Address)	37
Waterford Park	(Same Address)	109
Waterford Park	(Same SA2)	7
Waterford Park	New South Wales	3
Waterford Park	Queensland	3
Waterford Park	Victoria	42
Waterholes	(Same Address)	7
Waterholes	Victoria	4
Waterloo (Vic.)	(Same Address)	62
Waterloo (Vic.)	(Same SA2)	13
Waterloo (Vic.)	Victoria	26
Waterways	(Overseas)	167
Waterways	(Same Address)	1439
Waterways	(Same SA2)	72
Waterways	New South Wales	18
Waterways	Queensland	9
Waterways	Tasmania	3
Waterways	Victoria	481
Watsonia	(Overseas)	212
Watsonia	(Same Address)	2993
Watsonia	(Same SA2)	132
Watsonia	New South Wales	38
Watsonia	Northern Territory	3
Watsonia	Queensland	29
Watsonia	South Australia	11
Watsonia	Tasmania	4
Watsonia	Victoria	1128
Watsonia	Western Australia	18
Watsonia North	(Overseas)	101
Watsonia North	(Same Address)	2582
Watsonia North	(Same SA2)	85
Watsonia North	Australian Capital Territory	4
Watsonia North	New South Wales	14
Watsonia North	Queensland	12
Watsonia North	South Australia	8
Watsonia North	Tasmania	4
Watsonia North	Victoria	626
Watsonia North	Western Australia	4
Watsons Creek (Vic.)	(Same Address)	32
Watsons Creek (Vic.)	Victoria	10
Wattle Bank	(Same Address)	99
Wattle Bank	(Same SA2)	14
Wattle Bank	Victoria	24
Wattle Bank	Western Australia	3
Wattle Flat (Vic.)	(Same Address)	69
Wattle Flat (Vic.)	Victoria	16
Wattle Glen	(Overseas)	28
Wattle Glen	(Same Address)	1304
Wattle Glen	(Same SA2)	94
Wattle Glen	Australian Capital Territory	4
Wattle Glen	New South Wales	3
Wattle Glen	Queensland	11
Wattle Glen	Victoria	326
Wattle Glen	Western Australia	6
Wattle Hill (Vic.)	(Same Address)	3
Wattle Hill (Vic.)	Victoria	3
Waubra	(Same Address)	168
Waubra	(Same SA2)	15
Waubra	South Australia	3
Waubra	Victoria	56
Waurn Ponds	(Overseas)	246
Waurn Ponds	(Same Address)	2151
Waurn Ponds	(Same SA2)	299
Waurn Ponds	Australian Capital Territory	3
Waurn Ponds	New South Wales	95
Waurn Ponds	Northern Territory	10
Waurn Ponds	Queensland	59
Waurn Ponds	South Australia	28
Waurn Ponds	Tasmania	40
Waurn Ponds	Victoria	1440
Waurn Ponds	Western Australia	11
Waygara	(Same Address)	23
Weatherboard	(Same Address)	30
Weatherboard	(Same SA2)	11
Weatherboard	Victoria	10
Wedderburn (Vic.)	(Same Address)	565
Wedderburn (Vic.)	(Same SA2)	80
Wedderburn (Vic.)	New South Wales	10
Wedderburn (Vic.)	Queensland	7
Wedderburn (Vic.)	South Australia	8
Wedderburn (Vic.)	Victoria	106
Wedderburn Junction	(Same Address)	9
Wedderburn Junction	(Same SA2)	3
Wedderburn Junction	New South Wales	3
Wee Wee Rup	(Same Address)	16
Wee Wee Rup	(Same SA2)	5
Wee Wee Rup	Victoria	12
Weeaproinah	(Same Address)	10
Weering	(Same Address)	37
Weering	Victoria	7
Weerite	(Overseas)	3
Weerite	(Same Address)	68
Weerite	(Same SA2)	3
Weerite	South Australia	3
Weerite	Victoria	22
Wehla	(Same Address)	31
Wehla	South Australia	7
Wellsford	(Same Address)	83
Wellsford	Victoria	26
Welshmans Reef	(Same Address)	158
Welshmans Reef	(Same SA2)	3
Welshmans Reef	South Australia	6
Welshmans Reef	Victoria	37
Welshmans Reef	Western Australia	3
Welshpool (Vic.)	(Overseas)	11
Welshpool (Vic.)	(Same Address)	192
Welshpool (Vic.)	(Same SA2)	25
Welshpool (Vic.)	Queensland	5
Welshpool (Vic.)	Tasmania	3
Welshpool (Vic.)	Victoria	58
Wemen	(Overseas)	16
Wemen	(Same Address)	51
Wemen	(Same SA2)	9
Wemen	New South Wales	11
Wemen	Victoria	8
Wendouree	(Overseas)	193
Wendouree	(Same Address)	5344
Wendouree	(Same SA2)	807
Wendouree	Australian Capital Territory	7
Wendouree	New South Wales	77
Wendouree	Northern Territory	11
Wendouree	Queensland	85
Wendouree	South Australia	49
Wendouree	Tasmania	28
Wendouree	Victoria	2202
Wendouree	Western Australia	37
Wensleydale	(Same Address)	63
Wensleydale	(Same SA2)	3
Wensleydale	Victoria	15
Werneth	(Same Address)	46
Werneth	Queensland	3
Werneth	Victoria	3
Werona	(Same Address)	25
Werona	Victoria	12
Werona	Western Australia	3
Werribee	(Overseas)	2703
Werribee	(Same Address)	21257
Werribee	(Same SA2)	1828
Werribee	Australian Capital Territory	29
Werribee	New South Wales	351
Werribee	Northern Territory	25
Werribee	Queensland	250
Werribee	South Australia	81
Werribee	Tasmania	61
Werribee	Victoria	8116
Werribee	Western Australia	100
Werribee South	(Overseas)	44
Werribee South	(Same Address)	987
Werribee South	(Same SA2)	70
Werribee South	Australian Capital Territory	7
Werribee South	New South Wales	8
Werribee South	Queensland	17
Werribee South	Tasmania	3
Werribee South	Victoria	362
Werribee South	Western Australia	13
Werrimull	(Same Address)	65
Werrimull	(Same SA2)	5
Werrimull	Northern Territory	7
Werrimull	South Australia	9
Werrimull	Victoria	18
Wesburn	(Overseas)	9
Wesburn	(Same Address)	608
Wesburn	(Same SA2)	113
Wesburn	New South Wales	7
Wesburn	Queensland	3
Wesburn	Victoria	140
Wesburn	Western Australia	3
West Bendigo	(Overseas)	10
West Bendigo	(Same Address)	225
West Bendigo	(Same SA2)	10
West Bendigo	New South Wales	4
West Bendigo	Victoria	59
West Bendigo	Western Australia	5
West Creek	(Same Address)	65
West Creek	(Same SA2)	13
West Creek	Northern Territory	3
West Creek	Victoria	17
West Footscray	(Overseas)	1267
West Footscray	(Same Address)	5208
West Footscray	(Same SA2)	331
West Footscray	Australian Capital Territory	17
West Footscray	New South Wales	130
West Footscray	Northern Territory	12
West Footscray	Queensland	130
West Footscray	South Australia	52
West Footscray	Tasmania	21
West Footscray	Victoria	2534
West Footscray	Western Australia	31
West Melbourne	(Overseas)	1518
West Melbourne	(Same Address)	1040
West Melbourne	(Same SA2)	175
West Melbourne	Australian Capital Territory	45
West Melbourne	New South Wales	79
West Melbourne	Northern Territory	10
West Melbourne	Queensland	112
West Melbourne	South Australia	32
West Melbourne	Tasmania	27
West Melbourne	Victoria	1311
West Melbourne	Western Australia	52
West Wodonga	(Overseas)	161
West Wodonga	(Same Address)	7097
West Wodonga	(Same SA2)	1354
West Wodonga	Australian Capital Territory	43
West Wodonga	New South Wales	846
West Wodonga	Northern Territory	50
West Wodonga	Queensland	328
West Wodonga	South Australia	84
West Wodonga	Tasmania	34
West Wodonga	Victoria	2526
West Wodonga	Western Australia	48
Westbury (Vic.)	(Same Address)	111
Westbury (Vic.)	(Same SA2)	3
Westbury (Vic.)	Queensland	3
Westbury (Vic.)	Victoria	23
Westby	(Same Address)	13
Westby	(Same SA2)	9
Westmeadows	(Overseas)	185
Westmeadows	(Same Address)	3460
Westmeadows	(Same SA2)	388
Westmeadows	Australian Capital Territory	3
Westmeadows	New South Wales	35
Westmeadows	Northern Territory	3
Westmeadows	Queensland	34
Westmeadows	South Australia	8
Westmeadows	Victoria	989
Westmeadows	Western Australia	10
Westmere	(Same Address)	29
Westmere	(Same SA2)	3
Whanregarwen	(Overseas)	3
Whanregarwen	(Same Address)	63
Whanregarwen	(Same SA2)	15
Whanregarwen	Victoria	19
Wharparilla	(Same Address)	274
Wharparilla	New South Wales	20
Wharparilla	South Australia	3
Wharparilla	Victoria	81
Wharparilla	Western Australia	3
Wheatsheaf	(Overseas)	4
Wheatsheaf	(Same Address)	136
Wheatsheaf	(Same SA2)	13
Wheatsheaf	New South Wales	3
Wheatsheaf	Queensland	3
Wheatsheaf	Victoria	55
Wheelers Hill	(Overseas)	1374
Wheelers Hill	(Same Address)	12521
Wheelers Hill	(Same SA2)	741
Wheelers Hill	Australian Capital Territory	15
Wheelers Hill	New South Wales	90
Wheelers Hill	Northern Territory	7
Wheelers Hill	Queensland	83
Wheelers Hill	South Australia	23
Wheelers Hill	Tasmania	26
Wheelers Hill	Victoria	3132
Wheelers Hill	Western Australia	20
Whipstick	(Same Address)	10
Whirily	(Same Address)	24
Whirily	(Same SA2)	3
White Hills (Vic.)	(Overseas)	65
White Hills (Vic.)	(Same Address)	1603
White Hills (Vic.)	(Same SA2)	178
White Hills (Vic.)	Australian Capital Territory	3
White Hills (Vic.)	New South Wales	37
White Hills (Vic.)	Northern Territory	14
White Hills (Vic.)	Queensland	12
White Hills (Vic.)	South Australia	12
White Hills (Vic.)	Tasmania	8
White Hills (Vic.)	Victoria	859
White Hills (Vic.)	Western Australia	10
Whiteheads Creek	(Overseas)	4
Whiteheads Creek	(Same Address)	233
Whiteheads Creek	(Same SA2)	3
Whiteheads Creek	Queensland	3
Whiteheads Creek	Victoria	57
Whitelaw	(Same Address)	17
Whitelaw	Victoria	7
Whitfield (Vic.)	(Overseas)	9
Whitfield (Vic.)	(Same Address)	146
Whitfield (Vic.)	(Same SA2)	13
Whitfield (Vic.)	New South Wales	8
Whitfield (Vic.)	Queensland	4
Whitfield (Vic.)	Victoria	13
Whitlands	(Same Address)	20
Whittington	(Overseas)	45
Whittington	(Same Address)	2265
Whittington	(Same SA2)	242
Whittington	Australian Capital Territory	3
Whittington	New South Wales	12
Whittington	Northern Territory	3
Whittington	Queensland	24
Whittington	South Australia	7
Whittington	Tasmania	7
Whittington	Victoria	629
Whittington	Western Australia	9
Whittlesea	(Overseas)	50
Whittlesea	(Same Address)	3029
Whittlesea	(Same SA2)	453
Whittlesea	New South Wales	28
Whittlesea	Northern Territory	3
Whittlesea	Queensland	55
Whittlesea	South Australia	6
Whittlesea	Tasmania	8
Whittlesea	Victoria	1237
Whittlesea	Western Australia	18
Whoorel	(Same Address)	12
Whoorel	Victoria	3
Whorouly	(Same Address)	272
Whorouly	(Same SA2)	27
Whorouly	Victoria	34
Whorouly East	(Same Address)	56
Whorouly East	New South Wales	3
Whorouly East	Northern Territory	3
Whorouly East	Victoria	4
Whorouly East	Western Australia	3
Whorouly South	(Same Address)	31
Whorouly South	(Same SA2)	4
Whorouly South	Victoria	3
Whroo	(Same Address)	24
Whroo	Victoria	8
Wickliffe	(Same Address)	75
Wickliffe	Queensland	3
Wickliffe	Victoria	13
Wickliffe	Western Australia	3
Wilby	(Overseas)	3
Wilby	(Same Address)	107
Wilby	New South Wales	10
Wilby	Queensland	3
Wilby	Victoria	27
Wild Dog Valley (Vic.)	(Same Address)	38
Wild Dog Valley (Vic.)	Victoria	14
Wildwood	(Same Address)	132
Wildwood	Victoria	31
Wilkur	(Same Address)	44
Wilkur	Victoria	3
Willangie	(Same Address)	20
Willangie	Victoria	3
Willatook	(Same Address)	28
Willatook	(Same SA2)	11
Willatook	Victoria	9
Willaura	(Overseas)	3
Willaura	(Same Address)	309
Willaura	(Same SA2)	22
Willaura	Victoria	48
Willaura	Western Australia	3
Willaura North	(Same Address)	14
Willaura North	Victoria	3
Willenabrina	(Same Address)	9
Williams Landing	(Overseas)	1009
Williams Landing	(Same Address)	1590
Williams Landing	(Same SA2)	172
Williams Landing	Australian Capital Territory	14
Williams Landing	New South Wales	110
Williams Landing	Northern Territory	11
Williams Landing	Queensland	69
Williams Landing	South Australia	45
Williams Landing	Tasmania	38
Williams Landing	Victoria	2384
Williams Landing	Western Australia	21
Williamstown (Vic.)	(Overseas)	576
Williamstown (Vic.)	(Same Address)	7851
Williamstown (Vic.)	(Same SA2)	1206
Williamstown (Vic.)	Australian Capital Territory	11
Williamstown (Vic.)	New South Wales	173
Williamstown (Vic.)	Northern Territory	9
Williamstown (Vic.)	Queensland	93
Williamstown (Vic.)	South Australia	43
Williamstown (Vic.)	Tasmania	23
Williamstown (Vic.)	Victoria	2326
Williamstown (Vic.)	Western Australia	72
Williamstown North	(Overseas)	93
Williamstown North	(Same Address)	762
Williamstown North	(Same SA2)	112
Williamstown North	Australian Capital Territory	12
Williamstown North	New South Wales	25
Williamstown North	Queensland	31
Williamstown North	South Australia	13
Williamstown North	Tasmania	5
Williamstown North	Victoria	299
Williamstown North	Western Australia	12
Willow Grove	(Overseas)	5
Willow Grove	(Same Address)	394
Willow Grove	(Same SA2)	18
Willow Grove	New South Wales	3
Willow Grove	Northern Territory	3
Willow Grove	Victoria	91
Willowmavin	(Same Address)	153
Willowmavin	(Same SA2)	12
Willowmavin	Queensland	3
Willowmavin	Victoria	12
Willowvale (Vic.)	(Same Address)	7
Willung	(Same Address)	41
Willung	(Same SA2)	8
Willung	Victoria	12
Willung South	(Overseas)	5
Willung South	(Same Address)	86
Willung South	(Same SA2)	7
Willung South	Victoria	23
Wilsons Hill	(Same Address)	53
Wilsons Hill	Victoria	19
Wilsons Promontory	(Same Address)	4
Wilsons Promontory	Victoria	3
Wimbledon Heights	(Same Address)	184
Wimbledon Heights	(Same SA2)	53
Wimbledon Heights	New South Wales	10
Wimbledon Heights	Northern Territory	3
Wimbledon Heights	Queensland	6
Wimbledon Heights	Victoria	60
Winchelsea	(Overseas)	20
Winchelsea	(Same Address)	1076
Winchelsea	(Same SA2)	186
Winchelsea	New South Wales	7
Winchelsea	Northern Territory	3
Winchelsea	Queensland	14
Winchelsea	South Australia	4
Winchelsea	Tasmania	3
Winchelsea	Victoria	314
Winchelsea	Western Australia	9
Winchelsea South	(Same Address)	122
Winchelsea South	(Same SA2)	10
Winchelsea South	Victoria	26
Windermere (Vic.)	(Overseas)	3
Windermere (Vic.)	(Same Address)	56
Windermere (Vic.)	(Same SA2)	3
Windermere (Vic.)	Victoria	13
Windsor (Vic.)	(Overseas)	1003
Windsor (Vic.)	(Same Address)	2412
Windsor (Vic.)	(Same SA2)	268
Windsor (Vic.)	Australian Capital Territory	36
Windsor (Vic.)	New South Wales	173
Windsor (Vic.)	Northern Territory	12
Windsor (Vic.)	Queensland	152
Windsor (Vic.)	South Australia	55
Windsor (Vic.)	Tasmania	45
Windsor (Vic.)	Victoria	2055
Windsor (Vic.)	Western Australia	106
Wingeel	(Same Address)	9
Wingeel	Victoria	12
Winjallok	(Same Address)	11
Winlaton	(Same Address)	5
Winnambool	(Same Address)	8
Winnambool	(Same SA2)	3
Winnap	(Same Address)	10
Winnap	(Same SA2)	3
Winnindoo	(Overseas)	3
Winnindoo	(Same Address)	43
Winnindoo	(Same SA2)	12
Winslow	(Overseas)	5
Winslow	(Same Address)	242
Winslow	(Same SA2)	20
Winslow	New South Wales	7
Winslow	Northern Territory	3
Winslow	Queensland	6
Winslow	Tasmania	3
Winslow	Victoria	58
Winton (Vic.)	(Same Address)	66
Winton (Vic.)	(Same SA2)	4
Winton (Vic.)	New South Wales	5
Winton (Vic.)	Victoria	15
Winton North	(Same Address)	3
Wirrate	(Same Address)	3
Wirrate	Victoria	3
Wiseleigh	(Same Address)	114
Wiseleigh	(Same SA2)	8
Wiseleigh	Queensland	4
Wiseleigh	Victoria	27
Wodonga	(Overseas)	415
Wodonga	(Same Address)	8627
Wodonga	(Same SA2)	2131
Wodonga	Australian Capital Territory	70
Wodonga	New South Wales	1238
Wodonga	Northern Territory	78
Wodonga	Queensland	371
Wodonga	South Australia	59
Wodonga	Tasmania	62
Wodonga	Victoria	2992
Wodonga	Western Australia	83
Wollert	(Overseas)	951
Wollert	(Same Address)	888
Wollert	(Same SA2)	54
Wollert	Australian Capital Territory	17
Wollert	New South Wales	90
Wollert	Northern Territory	11
Wollert	Queensland	61
Wollert	South Australia	43
Wollert	Tasmania	8
Wollert	Victoria	5072
Wollert	Western Australia	9
Wombat Creek (Vic.)	(Same Address)	17
Wombat Creek (Vic.)	Victoria	3
Wombelano	(Overseas)	3
Wombelano	(Same Address)	30
Wombelano	(Same SA2)	3
Won Wron	(Same Address)	131
Won Wron	(Same SA2)	21
Won Wron	Queensland	3
Won Wron	Victoria	18
Wonga	(Same Address)	23
Wonga	New South Wales	3
Wonga	Victoria	5
Wonga Park	(Overseas)	37
Wonga Park	(Same Address)	2560
Wonga Park	(Same SA2)	129
Wonga Park	New South Wales	16
Wonga Park	Queensland	6
Wonga Park	Victoria	753
Wongarra	(Overseas)	3
Wongarra	(Same Address)	28
Wongarra	Victoria	8
Wonthaggi	(Overseas)	66
Wonthaggi	(Same Address)	2445
Wonthaggi	(Same SA2)	908
Wonthaggi	Australian Capital Territory	3
Wonthaggi	New South Wales	26
Wonthaggi	Northern Territory	5
Wonthaggi	Queensland	36
Wonthaggi	South Australia	17
Wonthaggi	Tasmania	4
Wonthaggi	Victoria	647
Wonthaggi	Western Australia	20
Wonwondah	(Same Address)	76
Wonwondah	(Same SA2)	12
Wonwondah	New South Wales	5
Wonwondah	Victoria	14
Wonyip	(Same Address)	21
Wonyip	Victoria	6
Wood Wood	(Same Address)	43
Wood Wood	(Same SA2)	7
Wood Wood	New South Wales	3
Wood Wood	Victoria	12
Woodend (Vic.)	(Overseas)	113
Woodend (Vic.)	(Same Address)	3182
Woodend (Vic.)	(Same SA2)	428
