SSC_NAME16	BornAust	Sex	persons
Mount Napier	1	M	10
Mount Pleasant (Vic.)	0	F	109
Mount Pleasant (Vic.)	0	M	92
Mount Pleasant (Vic.)	1	F	968
Mount Pleasant (Vic.)	1	M	876
Mount Prospect	0	M	3
Mount Prospect	1	F	17
Mount Prospect	1	M	22
Mount Richmond	1	F	19
Mount Richmond	1	M	15
Mount Rowan	0	F	8
Mount Rowan	0	M	3
Mount Rowan	1	F	134
Mount Rowan	1	M	133
Mount Taylor	0	F	9
Mount Taylor	0	M	14
Mount Taylor	1	F	112
Mount Taylor	1	M	128
Mount Toolebewong	0	F	10
Mount Toolebewong	0	M	14
Mount Toolebewong	1	F	47
Mount Toolebewong	1	M	42
Mount Wallace	0	F	3
Mount Wallace	0	M	12
Mount Wallace	1	F	37
Mount Wallace	1	M	38
Mount Waverley	0	F	7638
Mount Waverley	0	M	7012
Mount Waverley	1	F	8749
Mount Waverley	1	M	8625
Mountain Bay	0	F	3
Mountain Bay	0	M	3
Mountain Bay	1	F	14
Mountain Bay	1	M	15
Mountain View (Vic.)	0	M	3
Mountain View (Vic.)	1	F	33
Mountain View (Vic.)	1	M	29
Moutajup	0	F	4
Moutajup	1	F	32
Moutajup	1	M	43
Moyhu	0	F	15
Moyhu	0	M	10
Moyhu	1	F	182
Moyhu	1	M	195
Moyreisk	0	F	3
Moyreisk	0	M	3
Moyreisk	1	F	9
Moyreisk	1	M	13
Moyston	0	F	19
Moyston	0	M	16
Moyston	1	F	136
Moyston	1	M	153
Muckatah	0	F	11
Muckatah	0	M	13
Muckatah	1	F	81
Muckatah	1	M	72
Muckleford	0	F	15
Muckleford	0	M	14
Muckleford	1	F	157
Muckleford	1	M	178
Muckleford South	0	F	3
Muckleford South	0	M	3
Muckleford South	1	F	17
Muckleford South	1	M	21
Mudgegonga	0	F	4
Mudgegonga	0	M	4
Mudgegonga	1	F	73
Mudgegonga	1	M	80
Mulgrave (Vic.)	0	F	4495
Mulgrave (Vic.)	0	M	4154
Mulgrave (Vic.)	1	F	4726
Mulgrave (Vic.)	1	M	4959
Mumbannar	0	F	4
Mumbannar	0	M	3
Mumbannar	1	F	51
Mumbannar	1	M	49
Mundoona	0	F	4
Mundoona	0	M	9
Mundoona	1	F	46
Mundoona	1	M	53
Munro	0	F	7
Munro	0	M	4
Munro	1	F	61
Munro	1	M	62
Muntham	0	F	5
Muntham	1	F	14
Muntham	1	M	15
Murchison (Vic.)	0	F	37
Murchison (Vic.)	0	M	35
Murchison (Vic.)	1	F	384
Murchison (Vic.)	1	M	355
Murchison East	0	F	11
Murchison East	0	M	13
Murchison East	1	F	36
Murchison East	1	M	45
Murchison North	0	F	4
Murchison North	0	M	3
Murchison North	1	F	76
Murchison North	1	M	93
Murgheboluc	0	F	3
Murgheboluc	0	M	9
Murgheboluc	1	F	60
Murgheboluc	1	M	59
Murmungee	0	M	5
Murmungee	1	F	28
Murmungee	1	M	30
Murnungin	1	F	4
Murnungin	1	M	7
Murphys Creek (Vic.)	1	F	15
Murphys Creek (Vic.)	1	M	26
Murra Warra	1	F	24
Murra Warra	1	M	34
Murrabit	0	F	5
Murrabit	0	M	5
Murrabit	1	F	79
Murrabit	1	M	85
Murrabit West	1	F	13
Murrabit West	1	M	22
Murrawee	0	F	9
Murrawee	1	F	64
Murrawee	1	M	55
Murray-Sunset	1	M	3
Murraydale	1	F	52
Murraydale	1	M	48
Murrayville	0	F	7
Murrayville	0	M	4
Murrayville	1	F	103
Murrayville	1	M	130
Murrindal	1	F	5
Murrindal	1	M	6
Murrindindi	0	F	5
Murrindindi	0	M	14
Murrindindi	1	F	36
Murrindindi	1	M	40
Murroon	0	M	3
Murroon	1	F	40
Murroon	1	M	40
Murrumbeena	0	F	1820
Murrumbeena	0	M	1717
Murrumbeena	1	F	2997
Murrumbeena	1	M	2963
Murtoa	0	F	20
Murtoa	0	M	19
Murtoa	1	F	378
Murtoa	1	M	387
Musk	0	F	15
Musk	0	M	8
Musk	1	F	56
Musk	1	M	61
Musk Vale	0	F	8
Musk Vale	0	M	12
Musk Vale	1	F	44
Musk Vale	1	M	50
Muskerry	1	F	19
Muskerry	1	M	27
Myall (Buloke - Vic.)	1	F	7
Myall (Buloke - Vic.)	1	M	7
Myall (Gannawarra - Vic.)	0	M	3
Myall (Gannawarra - Vic.)	1	F	46
Myall (Gannawarra - Vic.)	1	M	50
Myamyn	0	F	4
Myamyn	1	F	28
Myamyn	1	M	34
Myers Flat	0	F	11
Myers Flat	0	M	16
Myers Flat	1	F	179
Myers Flat	1	M	229
Myola (Vic.)	1	F	19
Myola (Vic.)	1	M	16
Myrniong	0	F	13
Myrniong	0	M	19
Myrniong	1	F	166
Myrniong	1	M	173
Myrrhee	0	F	3
Myrrhee	0	M	3
Myrrhee	1	F	69
Myrrhee	1	M	63
Myrtle Creek (Vic.)	0	F	4
Myrtle Creek (Vic.)	1	F	21
Myrtle Creek (Vic.)	1	M	32
Myrtlebank	0	F	3
Myrtlebank	0	M	10
Myrtlebank	1	F	48
Myrtlebank	1	M	52
Myrtleford	0	F	271
Myrtleford	0	M	240
Myrtleford	1	F	1232
Myrtleford	1	M	1193
Mysia	1	F	12
Mysia	1	M	19
Mystic Park	0	F	8
Mystic Park	0	M	6
Mystic Park	1	F	67
Mystic Park	1	M	84
Mywee	0	M	3
Mywee	1	F	8
Mywee	1	M	5
Nagambie	0	F	109
Nagambie	0	M	92
Nagambie	1	F	770
Nagambie	1	M	750
Nalangil	1	F	42
Nalangil	1	M	33
Nalinga	1	F	13
Nalinga	1	M	13
Nambrok	0	F	15
Nambrok	0	M	22
Nambrok	1	F	119
Nambrok	1	M	123
Nandaly	0	M	4
Nandaly	1	F	14
Nandaly	1	M	11
Nangana	0	F	5
Nangana	0	M	3
Nangana	1	F	12
Nangana	1	M	21
Nangeela	1	F	3
Nangeela	1	M	10
Nangiloc	0	F	3
Nangiloc	0	M	4
Nangiloc	1	F	46
Nangiloc	1	M	58
Nanneella	0	F	7
Nanneella	0	M	4
Nanneella	1	F	167
Nanneella	1	M	171
Napoleons	0	F	20
Napoleons	0	M	25
Napoleons	1	F	233
Napoleons	1	M	238
Nar Nar Goon	0	F	59
Nar Nar Goon	0	M	51
Nar Nar Goon	1	F	422
Nar Nar Goon	1	M	414
Nar Nar Goon North	0	F	34
Nar Nar Goon North	0	M	36
Nar Nar Goon North	1	F	310
Nar Nar Goon North	1	M	285
Narbethong (Vic.)	0	F	13
Narbethong (Vic.)	0	M	18
Narbethong (Vic.)	1	F	79
Narbethong (Vic.)	1	M	87
Nareeb	1	F	16
Nareeb	1	M	19
Nareen	0	F	5
Nareen	0	M	7
Nareen	1	F	29
Nareen	1	M	36
Nareewillock	1	F	7
Nareewillock	1	M	11
Nariel Valley	0	F	3
Nariel Valley	0	M	3
Nariel Valley	1	F	37
Nariel Valley	1	M	44
Naring	0	F	6
Naring	1	F	45
Naring	1	M	49
Naringal	1	F	47
Naringal	1	M	53
Naringal East	1	F	42
Naringal East	1	M	41
Naroghid	0	F	5
Naroghid	0	M	7
Naroghid	1	F	27
Naroghid	1	M	31
Narracan	0	F	17
Narracan	0	M	17
Narracan	1	F	95
Narracan	1	M	93
Narraport	1	F	13
Narraport	1	M	20
Narrapumelap South	1	F	14
Narrapumelap South	1	M	14
Narrawong	0	F	26
Narrawong	0	M	21
Narrawong	1	F	155
Narrawong	1	M	159
Narre Warren	0	F	4901
Narre Warren	0	M	4906
Narre Warren	1	F	7740
Narre Warren	1	M	7773
Narre Warren East	0	F	23
Narre Warren East	0	M	31
Narre Warren East	1	F	149
Narre Warren East	1	M	172
Narre Warren North	0	F	1083
Narre Warren North	0	M	1069
Narre Warren North	1	F	2568
Narre Warren North	1	M	2560
Narre Warren South	0	F	5661
Narre Warren South	0	M	5484
Narre Warren South	1	F	8933
Narre Warren South	1	M	8927
Narrung (Vic.)	1	F	3
Narrung (Vic.)	1	M	12
Nathalia	0	F	46
Nathalia	0	M	51
Nathalia	1	F	820
Nathalia	1	M	815
Natimuk	0	F	22
Natimuk	0	M	16
Natimuk	1	F	233
Natimuk	1	M	226
Natte Yallock	0	F	3
Natte Yallock	1	F	48
Natte Yallock	1	M	43
Natya	1	F	17
Natya	1	M	23
Navarre	0	M	3
Navarre	1	F	51
Navarre	1	M	35
Navigators	0	F	5
Navigators	0	M	12
Navigators	1	F	103
Navigators	1	M	106
Nayook	0	F	6
Nayook	0	M	4
Nayook	1	F	25
Nayook	1	M	24
Neds Corner	1	F	4
Neds Corner	1	M	3
Neereman	1	F	11
Neereman	1	M	15
Neerim	0	F	14
Neerim	0	M	10
Neerim	1	F	68
Neerim	1	M	89
Neerim East	0	F	10
Neerim East	0	M	8
Neerim East	1	F	82
Neerim East	1	M	78
Neerim Junction	0	F	5
Neerim Junction	0	M	3
Neerim Junction	1	F	50
Neerim Junction	1	M	49
Neerim North	0	M	3
Neerim North	1	F	17
Neerim North	1	M	12
Neerim South	0	F	73
Neerim South	0	M	77
Neerim South	1	F	520
Neerim South	1	M	510
Neilborough	0	F	6
Neilborough	0	M	5
Neilborough	1	F	114
Neilborough	1	M	128
Nelson (Vic.)	0	F	10
Nelson (Vic.)	0	M	6
Nelson (Vic.)	1	F	73
Nelson (Vic.)	1	M	74
Nerrena	0	F	15
Nerrena	0	M	5
Nerrena	1	F	87
Nerrena	1	M	107
Nerrin Nerrin	1	F	16
Nerrin Nerrin	1	M	18
Nerrina	0	F	22
Nerrina	0	M	35
Nerrina	1	F	433
Nerrina	1	M	425
Nerring	1	F	12
Nerring	1	M	4
Netherby (Vic.)	1	F	45
Netherby (Vic.)	1	M	55
Neuarpurr	1	F	28
Neuarpurr	1	M	23
New Gisborne	0	F	140
New Gisborne	0	M	153
New Gisborne	1	F	1001
New Gisborne	1	M	976
Newborough	0	F	467
Newborough	0	M	390
Newborough	1	F	2790
Newborough	1	M	2604
Newbridge (Vic.)	0	F	5
Newbridge (Vic.)	0	M	15
Newbridge (Vic.)	1	F	75
Newbridge (Vic.)	1	M	79
Newbury	0	F	10
Newbury	0	M	6
Newbury	1	F	20
Newbury	1	M	26
Newcomb	0	F	399
Newcomb	0	M	366
Newcomb	1	F	1819
Newcomb	1	M	1619
Newfield	0	F	3
Newfield	0	M	4
Newfield	1	F	24
Newfield	1	M	35
Newham	0	F	27
Newham	0	M	34
Newham	1	F	212
Newham	1	M	182
Newhaven	0	F	38
Newhaven	0	M	33
Newhaven	1	F	169
Newhaven	1	M	171
Newington (Vic.)	0	F	86
Newington (Vic.)	0	M	86
Newington (Vic.)	1	F	865
Newington (Vic.)	1	M	780
Newlands Arm	0	F	64
Newlands Arm	0	M	63
Newlands Arm	1	F	274
Newlands Arm	1	M	258
Newlyn	0	F	3
Newlyn	0	M	3
Newlyn	1	F	66
Newlyn	1	M	45
Newlyn North	0	F	3
Newlyn North	1	F	72
Newlyn North	1	M	76
Newmerella	0	F	4
Newmerella	0	M	11
Newmerella	1	F	181
Newmerella	1	M	175
Newport (Vic.)	0	F	1533
Newport (Vic.)	0	M	1398
Newport (Vic.)	1	F	4803
Newport (Vic.)	1	M	4564
Newry	0	F	11
Newry	0	M	15
Newry	1	F	175
Newry	1	M	188
Newstead (Vic.)	0	F	42
Newstead (Vic.)	0	M	28
Newstead (Vic.)	1	F	297
Newstead (Vic.)	1	M	316
Newtown (Golden Plains - Vic.)	0	F	12
Newtown (Golden Plains - Vic.)	0	M	16
Newtown (Golden Plains - Vic.)	1	F	42
Newtown (Golden Plains - Vic.)	1	M	50
Newtown (Greater Geelong - Vic.)	0	F	687
Newtown (Greater Geelong - Vic.)	0	M	665
Newtown (Greater Geelong - Vic.)	1	F	4277
Newtown (Greater Geelong - Vic.)	1	M	3926
Nhill	0	F	127
Nhill	0	M	121
Nhill	1	F	931
Nhill	1	M	877
Nichols Point	0	F	61
Nichols Point	0	M	53
Nichols Point	1	F	657
Nichols Point	1	M	677
Nicholson (Vic.)	0	F	59
Nicholson (Vic.)	0	M	57
Nicholson (Vic.)	1	F	421
Nicholson (Vic.)	1	M	464
Niddrie	0	F	579
Niddrie	0	M	531
Niddrie	1	F	2150
Niddrie	1	M	1995
Nilma	0	F	13
Nilma	0	M	18
Nilma	1	F	161
Nilma	1	M	136
Nilma North	0	F	20
Nilma North	0	M	13
Nilma North	1	F	119
Nilma North	1	M	124
Ninda	1	F	7
Ninda	1	M	8
Nine Mile (Vic.)	0	F	3
Nine Mile (Vic.)	0	M	3
Nine Mile (Vic.)	1	F	3
Nine Mile (Vic.)	1	M	10
Nintingbool	0	F	8
Nintingbool	0	M	7
Nintingbool	1	F	75
Nintingbool	1	M	71
Ninyeunook	1	F	3
Ninyeunook	1	M	3
Nirranda	0	F	3
Nirranda	0	M	3
Nirranda	1	F	22
Nirranda	1	M	18
Nirranda East	1	F	5
Nirranda East	1	M	6
Nirranda South	0	F	4
Nirranda South	0	M	3
Nirranda South	1	F	25
Nirranda South	1	M	34
Noble Park	0	F	9216
Noble Park	0	M	9088
Noble Park	1	F	5241
Noble Park	1	M	5506
Noble Park North	0	F	1851
Noble Park North	0	M	1763
Noble Park North	1	F	1615
Noble Park North	1	M	1734
Noojee	0	F	8
Noojee	0	M	10
Noojee	1	F	54
Noojee	1	M	58
Noorat	0	F	9
Noorat	0	M	3
Noorat	1	F	151
Noorat	1	M	156
Noorat East	1	F	13
Noorat East	1	M	8
Noorinbee	0	F	3
Noorinbee	0	M	5
Noorinbee	1	F	21
Noorinbee	1	M	28
Noorinbee North	1	F	4
Noorinbee North	1	M	15
Noradjuha	0	F	4
Noradjuha	0	M	3
Noradjuha	1	F	34
Noradjuha	1	M	36
Norlane	0	F	1010
Norlane	0	M	856
Norlane	1	F	2789
Norlane	1	M	2629
Normanville (Vic.)	1	F	12
Normanville (Vic.)	1	M	18
Norong	0	F	3
Norong	1	F	43
Norong	1	M	58
North Bendigo	0	F	235
North Bendigo	0	M	199
North Bendigo	1	F	1740
North Bendigo	1	M	1586
North Blackwood	0	F	7
North Blackwood	0	M	7
North Blackwood	1	F	15
North Blackwood	1	M	16
North Geelong	0	F	402
North Geelong	0	M	320
North Geelong	1	F	921
North Geelong	1	M	845
North Melbourne	0	F	3643
North Melbourne	0	M	3194
North Melbourne	1	F	3144
North Melbourne	1	M	3060
North Shore (Vic.)	0	F	36
North Shore (Vic.)	0	M	27
North Shore (Vic.)	1	F	128
North Shore (Vic.)	1	M	135
North Wangaratta	0	F	8
North Wangaratta	0	M	12
North Wangaratta	1	F	100
North Wangaratta	1	M	127
North Warrandyte	0	F	229
North Warrandyte	0	M	214
North Warrandyte	1	F	1152
North Warrandyte	1	M	1190
North Wonthaggi	0	F	182
North Wonthaggi	0	M	167
North Wonthaggi	1	F	1174
North Wonthaggi	1	M	1052
Northcote	0	F	3247
Northcote	0	M	2772
Northcote	1	F	8943
Northcote	1	M	7937
Northwood (Vic.)	0	F	16
Northwood (Vic.)	0	M	10
Northwood (Vic.)	1	F	70
Northwood (Vic.)	1	M	82
Norval	0	M	3
Norval	1	F	17
Norval	1	M	10
Notting Hill	0	F	940
Notting Hill	0	M	923
Notting Hill	1	F	479
Notting Hill	1	M	484
Nowa Nowa	0	F	6
Nowa Nowa	0	M	12
Nowa Nowa	1	F	68
Nowa Nowa	1	M	89
Nowhere Creek	1	F	6
Nowhere Creek	1	M	6
Nowie	1	F	4
Nowie	1	M	10
Nug Nug	1	F	14
Nug Nug	1	M	6
Nuggetty	0	F	14
Nuggetty	1	F	56
Nuggetty	1	M	13
Nulla Vale	0	F	3
Nulla Vale	0	M	7
Nulla Vale	1	F	27
Nulla Vale	1	M	34
Nullawarre	0	F	5
Nullawarre	0	M	14
Nullawarre	1	F	114
Nullawarre	1	M	109
Nullawarre North	0	M	3
Nullawarre North	1	F	18
Nullawarre North	1	M	30
Nullawil	1	F	38
Nullawil	1	M	50
Numurkah	0	F	166
Numurkah	0	M	158
Numurkah	1	F	1991
Numurkah	1	M	1851
Nunawading	0	F	2094
Nunawading	0	M	2046
Nunawading	1	F	3664
Nunawading	1	M	3399
Nungurner	0	F	18
Nungurner	0	M	16
Nungurner	1	F	118
Nungurner	1	M	119
Nurcoung	1	F	11
Nurcoung	1	M	19
Nurrabiel	0	F	3
Nurrabiel	1	F	28
Nurrabiel	1	M	28
Nurran	1	M	3
Nutfield	0	F	4
Nutfield	0	M	12
Nutfield	1	F	67
Nutfield	1	M	57
Nyah	0	F	19
Nyah	0	M	25
Nyah	1	F	187
Nyah	1	M	201
Nyah West	0	F	19
Nyah West	0	M	24
Nyah West	1	F	235
Nyah West	1	M	236
Nyarrin	1	F	11
Nyarrin	1	M	12
Nyerimilang	1	M	3
Nyora (Vic.)	0	F	87
Nyora (Vic.)	0	M	70
Nyora (Vic.)	1	F	635
Nyora (Vic.)	1	M	626
Nyrraby	1	F	6
Nyrraby	1	M	5
Oak Park	0	F	968
Oak Park	0	M	954
Oak Park	1	F	1986
Oak Park	1	M	1912
Oaklands Junction	0	F	35
Oaklands Junction	0	M	30
Oaklands Junction	1	F	169
Oaklands Junction	1	M	163
Oakleigh	0	F	1590
Oakleigh	0	M	1469
Oakleigh	1	F	2243
Oakleigh	1	M	2159
Oakleigh East	0	F	1635
Oakleigh East	0	M	1518
Oakleigh East	1	F	1442
Oakleigh East	1	M	1498
Oakleigh South	0	F	2015
Oakleigh South	0	M	1884
Oakleigh South	1	F	2422
Oakleigh South	1	M	2448
Oakvale	1	F	9
Oakvale	1	M	3
Ocean Grove	0	F	841
Ocean Grove	0	M	777
Ocean Grove	1	F	6164
Ocean Grove	1	M	5689
Officer	0	F	921
Officer	0	M	938
Officer	1	F	2545
Officer	1	M	2427
Officer South	0	F	6
Officer South	0	M	3
Officer South	1	F	25
Officer South	1	M	26
Old Tallangatta	1	F	17
Old Tallangatta	1	M	12
Olinda (Vic.)	0	F	153
Olinda (Vic.)	0	M	187
Olinda (Vic.)	1	F	643
Olinda (Vic.)	1	M	643
Ombersley	0	F	4
Ombersley	1	F	39
Ombersley	1	M	51
Omeo	0	F	16
Omeo	0	M	15
Omeo	1	F	178
Omeo	1	M	165
Omeo Valley	1	M	4
Ondit	1	F	39
Ondit	1	M	46
Orbost	0	F	99
Orbost	0	M	75
Orbost	1	F	917
Orbost	1	M	882
Orford (Vic.)	0	F	3
Orford (Vic.)	0	M	3
Orford (Vic.)	1	F	51
Orford (Vic.)	1	M	47
Ormond	0	F	1663
Ormond	0	M	1582
Ormond	1	F	2434
Ormond	1	M	2371
Orrvale	0	F	28
Orrvale	0	M	36
Orrvale	1	F	159
Orrvale	1	M	190
Osbornes Flat	0	F	11
Osbornes Flat	0	M	14
Osbornes Flat	1	F	102
Osbornes Flat	1	M	92
Outtrim	0	F	4
Outtrim	0	M	11
Outtrim	1	F	87
Outtrim	1	M	102
Ouyen	0	F	27
Ouyen	0	M	25
Ouyen	1	F	506
Ouyen	1	M	503
Ovens	0	F	11
Ovens	0	M	8
Ovens	1	F	83
Ovens	1	M	89
Oxley (Vic.)	0	F	15
Oxley (Vic.)	0	M	17
Oxley (Vic.)	1	F	275
Oxley (Vic.)	1	M	267
Oxley Flats	0	F	3
Oxley Flats	1	F	18
Oxley Flats	1	M	28
Ozenkadnook	1	F	13
Ozenkadnook	1	M	10
Paaratte	1	F	13
Paaratte	1	M	15
Painswick	1	F	3
Painswick	1	M	3
Pakenham	0	F	5472
Pakenham	0	M	5188
Pakenham	1	F	17075
Pakenham	1	M	15993
Pakenham South	0	F	13
Pakenham South	0	M	5
Pakenham South	1	F	82
Pakenham South	1	M	94
Pakenham Upper	0	F	73
Pakenham Upper	0	M	82
Pakenham Upper	1	F	464
Pakenham Upper	1	M	471
Panitya (Vic.)	0	F	3
Panitya (Vic.)	0	M	3
Panitya (Vic.)	1	F	26
Panitya (Vic.)	1	M	30
Panmure	0	F	12
Panmure	0	M	12
Panmure	1	F	172
Panmure	1	M	180
Panton Hill	0	F	70
Panton Hill	0	M	74
Panton Hill	1	F	437
Panton Hill	1	M	390
Paradise (Vic.)	1	F	14
Paradise (Vic.)	1	M	16
Paradise Beach	0	F	17
Paradise Beach	0	M	18
Paradise Beach	1	F	50
Paradise Beach	1	M	57
Paraparap	0	M	3
Paraparap	1	F	63
Paraparap	1	M	71
Park Orchards	0	F	326
Park Orchards	0	M	323
Park Orchards	1	F	1458
Park Orchards	1	M	1602
Parkdale	0	F	1328
Parkdale	0	M	1210
Parkdale	1	F	4526
Parkdale	1	M	4173
Parkville (Vic.)	0	F	1474
Parkville (Vic.)	0	M	1331
Parkville (Vic.)	1	F	1973
Parkville (Vic.)	1	M	1753
Parwan	0	F	9
Parwan	0	M	12
Parwan	1	F	69
Parwan	1	M	58
Paschendale	1	F	18
Paschendale	1	M	19
Pascoe Vale	0	F	2646
Pascoe Vale	0	M	2555
Pascoe Vale	1	F	5509
Pascoe Vale	1	M	5105
Pascoe Vale South	0	F	1141
Pascoe Vale South	0	M	1088
Pascoe Vale South	1	F	3669
Pascoe Vale South	1	M	3534
Pastoria	0	F	3
Pastoria	0	M	3
Pastoria	1	F	13
Pastoria	1	M	24
Pastoria East	0	F	3
Pastoria East	0	M	3
Pastoria East	1	F	17
Pastoria East	1	M	13
Patchewollock	0	F	3
Patchewollock	0	M	3
Patchewollock	1	F	57
Patchewollock	1	M	58
Patho	0	F	3
Patho	0	M	3
Patho	1	F	40
Patho	1	M	49
Patterson Lakes	0	F	1018
Patterson Lakes	0	M	854
Patterson Lakes	1	F	2650
Patterson Lakes	1	M	2578
Patyah	0	F	3
Patyah	1	F	28
Patyah	1	M	31
Paynesville (Vic.)	0	F	261
Paynesville (Vic.)	0	M	256
Paynesville (Vic.)	1	F	1356
Paynesville (Vic.)	1	M	1297
Pearcedale	0	F	244
Pearcedale	0	M	222
Pearcedale	1	F	1538
Pearcedale	1	M	1605
Pearsondale	0	F	8
Pearsondale	0	M	3
Pearsondale	1	F	50
Pearsondale	1	M	64
Peechelba	0	F	12
Peechelba	0	M	13
Peechelba	1	F	72
Peechelba	1	M	75
Peechelba East	1	F	24
Peechelba East	1	M	22
Pelluebla	1	F	10
Pelluebla	1	M	18
Pennyroyal	0	F	8
Pennyroyal	0	M	5
Pennyroyal	1	F	28
Pennyroyal	1	M	25
Penshurst (Vic.)	0	F	31
Penshurst (Vic.)	0	M	22
Penshurst (Vic.)	1	F	261
Penshurst (Vic.)	1	M	279
Pental Island	1	F	60
Pental Island	1	M	66
Pentland Hills	0	F	8
Pentland Hills	0	M	10
Pentland Hills	1	F	70
Pentland Hills	1	M	72
Percydale	1	F	13
Percydale	1	M	16
Peronne	0	F	3
Peronne	1	F	20
Peronne	1	M	19
Perry Bridge	0	F	5
Perry Bridge	0	M	3
Perry Bridge	1	F	32
Perry Bridge	1	M	34
Peterborough (Vic.)	0	F	8
Peterborough (Vic.)	0	M	6
Peterborough (Vic.)	1	F	100
Peterborough (Vic.)	1	M	102
Pheasant Creek (Vic.)	0	F	9
Pheasant Creek (Vic.)	0	M	18
Pheasant Creek (Vic.)	1	F	119
Pheasant Creek (Vic.)	1	M	133
Piangil	0	F	12
Piangil	0	M	12
Piangil	1	F	99
Piangil	1	M	107
Picola	0	F	7
Picola	0	M	3
Picola	1	F	90
Picola	1	M	101
Picola West	1	F	8
Picola West	1	M	4
Piedmont	0	F	3
Piedmont	0	M	6
Piedmont	1	F	17
Piedmont	1	M	18
Pier Milan	1	F	4
Pigeon Ponds	1	F	16
Pigeon Ponds	1	M	15
Piggoreet	0	F	3
Piggoreet	0	M	3
Piggoreet	1	F	15
Piggoreet	1	M	17
Pimpinio	0	M	4
Pimpinio	1	F	86
Pimpinio	1	M	82
Pine Grove (Vic.)	1	F	12
Pine Grove (Vic.)	1	M	12
Pine Lodge (Vic.)	0	F	10
Pine Lodge (Vic.)	0	M	9
Pine Lodge (Vic.)	1	F	100
Pine Lodge (Vic.)	1	M	122
Pine Mountain (Vic.)	1	F	13
Pine Mountain (Vic.)	1	M	15
Pioneer Bay	0	F	22
Pioneer Bay	0	M	36
Pioneer Bay	1	F	136
Pioneer Bay	1	M	115
Pipers Creek	0	F	12
Pipers Creek	0	M	11
Pipers Creek	1	F	46
Pipers Creek	1	M	61
Pira	1	F	3
Pira	1	M	8
Piries	0	M	3
Piries	1	F	19
Piries	1	M	26
Pirron Yallock	0	F	8
Pirron Yallock	0	M	14
Pirron Yallock	1	F	37
Pirron Yallock	1	M	48
Pitfield	1	F	14
Pitfield	1	M	27
Pittong	0	M	3
Pittong	1	M	4
Plenty (Vic.)	0	F	150
Plenty (Vic.)	0	M	147
Plenty (Vic.)	1	F	973
Plenty (Vic.)	1	M	996
Plumpton (Vic.)	0	F	871
Plumpton (Vic.)	0	M	879
Plumpton (Vic.)	1	F	1136
Plumpton (Vic.)	1	M	1115
Point Cook	0	F	11894
Point Cook	0	M	11594
Point Cook	1	F	11898
Point Cook	1	M	12233
Point Leo	0	F	6
Point Leo	0	M	9
Point Leo	1	F	62
Point Leo	1	M	69
Point Lonsdale	0	F	135
Point Lonsdale	0	M	150
Point Lonsdale	1	F	1200
Point Lonsdale	1	M	977
Polisbet	1	F	4
Polisbet	1	M	5
Pomborneit	0	M	7
Pomborneit	1	F	24
Pomborneit	1	M	31
Pomborneit East	0	F	3
Pomborneit East	1	F	12
Pomborneit East	1	M	10
Pomborneit North	0	F	3
Pomborneit North	1	F	26
Pomborneit North	1	M	30
Pomonal	0	F	20
Pomonal	0	M	15
Pomonal	1	F	131
Pomonal	1	M	136
Pompapiel	1	F	16
Pompapiel	1	M	16
Poolaijelo	1	F	16
Poolaijelo	1	M	17
Pootilla	0	F	3
Pootilla	0	M	4
Pootilla	1	F	34
Pootilla	1	M	39
Poowong	0	F	32
Poowong	0	M	37
Poowong	1	F	266
Poowong	1	M	274
Poowong East	0	F	3
Poowong East	1	F	37
Poowong East	1	M	33
Poowong North	0	F	9
Poowong North	0	M	6
Poowong North	1	F	83
Poowong North	1	M	77
Porcupine Ridge	0	F	7
Porcupine Ridge	0	M	12
Porcupine Ridge	1	F	46
Porcupine Ridge	1	M	40
Porepunkah	0	F	50
Porepunkah	0	M	48
Porepunkah	1	F	388
Porepunkah	1	M	361
Port Albert	0	F	22
Port Albert	0	M	15
Port Albert	1	F	107
Port Albert	1	M	117
Port Campbell	0	F	22
Port Campbell	0	M	12
Port Campbell	1	F	168
Port Campbell	1	M	195
Port Fairy	0	F	133
Port Fairy	0	M	112
Port Fairy	1	F	1469
Port Fairy	1	M	1319
Port Franklin	0	F	4
Port Franklin	0	M	3
Port Franklin	1	F	53
Port Franklin	1	M	61
Port Melbourne	0	F	2364
Port Melbourne	0	M	2106
Port Melbourne	1	F	5277
Port Melbourne	1	M	4932
Port Welshpool	0	F	14
Port Welshpool	0	M	14
Port Welshpool	1	F	68
Port Welshpool	1	M	83
Portarlington	0	F	306
Portarlington	0	M	278
Portarlington	1	F	1380
Portarlington	1	M	1269
Portland (Vic.)	0	F	407
Portland (Vic.)	0	M	364
Portland (Vic.)	1	F	4061
Portland (Vic.)	1	M	3930
Portland North	0	F	19
Portland North	0	M	16
Portland North	1	F	252
Portland North	1	M	270
Portland West	0	F	20
Portland West	0	M	23
Portland West	1	F	246
Portland West	1	M	256
Portsea	0	F	33
Portsea	0	M	25
Portsea	1	F	203
Portsea	1	M	208
Pound Creek	0	F	4
Pound Creek	0	M	4
Pound Creek	1	F	44
Pound Creek	1	M	42
Powelltown	0	F	8
Powelltown	0	M	10
Powelltown	1	F	76
Powelltown	1	M	89
Powers Creek	1	F	7
Powers Creek	1	M	4
Powlett Plains	1	F	10
Powlett Plains	1	M	21
Prahran	0	F	2120
Prahran	0	M	1984
Prahran	1	F	3856
Prahran	1	M	3599
Prairie (Vic.)	0	F	5
Prairie (Vic.)	0	M	3
