SSC_NAME16	BornAust	Sex	persons
Parramatta	1	M	3350
Parraweena	1	F	13
Parraweena	1	M	23
Patchs Beach	0	F	3
Patchs Beach	1	F	15
Patchs Beach	1	M	15
Paterson (NSW)	0	F	22
Paterson (NSW)	0	M	21
Paterson (NSW)	1	F	388
Paterson (NSW)	1	M	383
Patonga	0	F	15
Patonga	0	M	15
Patonga	1	F	75
Patonga	1	M	84
Paupong	0	M	3
Paupong	1	F	4
Paupong	1	M	8
Paxton	0	F	26
Paxton	0	M	20
Paxton	1	F	413
Paxton	1	M	400
Paynes Crossing	0	F	5
Paynes Crossing	0	M	9
Paynes Crossing	1	F	26
Paynes Crossing	1	M	25
Paytens Bridge	0	F	3
Paytens Bridge	1	F	29
Paytens Bridge	1	M	47
Peacock Creek	0	F	3
Peacock Creek	0	M	3
Peacock Creek	1	F	13
Peacock Creek	1	M	12
Peak Hill (NSW)	0	F	42
Peak Hill (NSW)	0	M	21
Peak Hill (NSW)	1	F	444
Peak Hill (NSW)	1	M	436
Peak View	1	F	12
Peak View	1	M	21
Peakhurst	0	F	1713
Peakhurst	0	M	1557
Peakhurst	1	F	3592
Peakhurst	1	M	3234
Peakhurst Heights	0	F	230
Peakhurst Heights	0	M	208
Peakhurst Heights	1	F	896
Peakhurst Heights	1	M	916
Pearces Creek	0	F	10
Pearces Creek	0	M	7
Pearces Creek	1	F	70
Pearces Creek	1	M	77
Pearl Beach	0	F	71
Pearl Beach	0	M	63
Pearl Beach	1	F	197
Pearl Beach	1	M	154
Peats Ridge	0	F	25
Peats Ridge	0	M	21
Peats Ridge	1	F	141
Peats Ridge	1	M	137
Peel	0	F	13
Peel	0	M	13
Peel	1	F	104
Peel	1	M	133
Peelwood	0	F	3
Peelwood	0	M	3
Peelwood	1	F	12
Peelwood	1	M	18
Pejar	0	F	4
Pejar	0	M	3
Pejar	1	F	23
Pejar	1	M	16
Pelaw Main	0	F	42
Pelaw Main	0	M	29
Pelaw Main	1	F	424
Pelaw Main	1	M	476
Pelican (NSW)	0	F	18
Pelican (NSW)	0	M	16
Pelican (NSW)	1	F	404
Pelican (NSW)	1	M	395
Pelton	0	F	3
Pelton	1	F	45
Pelton	1	M	38
Pembrooke	0	F	3
Pembrooke	0	M	3
Pembrooke	1	F	53
Pembrooke	1	M	49
Pemulwuy	0	F	1109
Pemulwuy	0	M	1080
Pemulwuy	1	F	1343
Pemulwuy	1	M	1231
Pendle Hill	0	F	1895
Pendle Hill	0	M	2081
Pendle Hill	1	F	1438
Pendle Hill	1	M	1376
Pennant Hills	0	F	1462
Pennant Hills	0	M	1302
Pennant Hills	1	F	2139
Pennant Hills	1	M	2167
Penrith	0	F	1696
Penrith	0	M	1475
Penrith	1	F	4581
Penrith	1	M	4456
Penrose	0	F	27
Penrose	0	M	21
Penrose	1	F	96
Penrose	1	M	85
Penshurst (NSW)	0	F	3248
Penshurst (NSW)	0	M	2864
Penshurst (NSW)	1	F	3019
Penshurst (NSW)	1	M	3032
Pericoe	1	M	3
Perthville	0	F	17
Perthville	0	M	13
Perthville	1	F	290
Perthville	1	M	255
Petersham	0	F	1193
Petersham	0	M	1132
Petersham	1	F	2549
Petersham	1	M	2513
Pheasants Nest	0	F	43
Pheasants Nest	0	M	36
Pheasants Nest	1	F	264
Pheasants Nest	1	M	297
Phegans Bay	0	F	43
Phegans Bay	0	M	40
Phegans Bay	1	F	151
Phegans Bay	1	M	167
Phillip Bay	0	F	92
Phillip Bay	0	M	77
Phillip Bay	1	F	248
Phillip Bay	1	M	239
Phoenix Park	0	F	3
Phoenix Park	1	F	38
Phoenix Park	1	M	45
Piallamore	0	F	13
Piallamore	0	M	11
Piallamore	1	F	113
Piallamore	1	M	114
Piallaway	1	F	57
Piallaway	1	M	57
Piambong	0	F	7
Piambong	0	M	3
Piambong	1	F	52
Piambong	1	M	75
Picketts Valley	0	F	16
Picketts Valley	0	M	14
Picketts Valley	1	F	85
Picketts Valley	1	M	90
Picnic Point	0	F	570
Picnic Point	0	M	558
Picnic Point	1	F	2406
Picnic Point	1	M	2299
Picton (NSW)	0	F	316
Picton (NSW)	0	M	280
Picton (NSW)	1	F	1978
Picton (NSW)	1	M	1931
Pigeonbah	1	F	3
Pigeonbah	1	M	6
Piggabeen	0	F	16
Piggabeen	0	M	24
Piggabeen	1	F	122
Piggabeen	1	M	135
Pillar Valley	0	F	13
Pillar Valley	0	M	23
Pillar Valley	1	F	113
Pillar Valley	1	M	132
Pilliga	0	F	4
Pilliga	0	M	3
Pilliga	1	F	80
Pilliga	1	M	92
Pimlico (NSW)	0	F	7
Pimlico (NSW)	0	M	7
Pimlico (NSW)	1	F	122
Pimlico (NSW)	1	M	128
Pindaroi	0	M	4
Pindaroi	1	F	14
Pindaroi	1	M	19
Pindimar	0	F	26
Pindimar	0	M	22
Pindimar	1	F	124
Pindimar	1	M	134
Pine Camp	1	F	3
Pine Camp	1	M	6
Pine Clump	1	F	3
Pine Clump	1	M	3
Pine Grove (NSW)	1	F	7
Pine Grove (NSW)	1	M	4
Pine Lodge (NSW)	1	F	22
Pine Lodge (NSW)	1	M	27
Pine Ridge	0	M	3
Pine Ridge	1	F	50
Pine Ridge	1	M	55
Pine Valley	1	F	14
Pine Valley	1	M	16
Piney Range	1	F	25
Piney Range	1	M	29
Pinkett	1	F	24
Pinkett	1	M	21
Pinnacle (NSW)	1	F	17
Pinnacle (NSW)	1	M	18
Pinnacle Swamp	0	F	6
Pinnacle Swamp	0	M	3
Pinnacle Swamp	1	F	13
Pinnacle Swamp	1	M	7
Piora	0	F	8
Piora	0	M	3
Piora	1	F	32
Piora	1	M	38
Pipeclay	0	F	5
Pipeclay	0	M	4
Pipeclay	1	F	24
Pipeclay	1	M	22
Pitnacree	1	F	12
Pitnacree	1	M	27
Pitt Town	0	F	141
Pitt Town	0	M	157
Pitt Town	1	F	1306
Pitt Town	1	M	1289
Pitt Town Bottoms	0	F	10
Pitt Town Bottoms	0	M	10
Pitt Town Bottoms	1	F	24
Pitt Town Bottoms	1	M	36
Pleasant Hills	0	F	7
Pleasant Hills	1	F	51
Pleasant Hills	1	M	52
Pleasure Point	0	F	68
Pleasure Point	0	M	68
Pleasure Point	1	F	190
Pleasure Point	1	M	197
Plumpton (NSW)	0	F	2333
Plumpton (NSW)	0	M	2118
Plumpton (NSW)	1	F	2154
Plumpton (NSW)	1	M	2165
Point Clare	0	F	389
Point Clare	0	M	338
Point Clare	1	F	1492
Point Clare	1	M	1368
Point Frederick	0	F	213
Point Frederick	0	M	189
Point Frederick	1	F	703
Point Frederick	1	M	631
Point Piper	0	F	244
Point Piper	0	M	235
Point Piper	1	F	406
Point Piper	1	M	386
Pointer Mountain	1	M	8
Pokolbin	0	F	73
Pokolbin	0	M	66
Pokolbin	1	F	318
Pokolbin	1	M	351
Pola Creek	0	F	5
Pola Creek	1	F	29
Pola Creek	1	M	28
Polo Flat	0	M	3
Polo Flat	1	F	10
Polo Flat	1	M	9
Pomeroy	0	F	3
Pomeroy	0	M	3
Pomeroy	1	F	49
Pomeroy	1	M	44
Pomona (NSW)	1	F	59
Pomona (NSW)	1	M	64
Ponto	1	F	18
Ponto	1	M	28
Pooncarie	0	M	5
Pooncarie	1	F	44
Pooncarie	1	M	78
Port Hacking	0	F	61
Port Hacking	0	M	69
Port Hacking	1	F	480
Port Hacking	1	M	438
Port Kembla	0	F	664
Port Kembla	0	M	608
Port Kembla	1	F	1617
Port Kembla	1	M	1703
Port Macquarie	0	F	3108
Port Macquarie	0	M	2806
Port Macquarie	1	F	18992
Port Macquarie	1	M	16952
Porters Retreat	0	F	3
Porters Retreat	0	M	7
Porters Retreat	1	F	25
Porters Retreat	1	M	15
Portland (NSW)	0	F	80
Portland (NSW)	0	M	81
Portland (NSW)	1	F	956
Portland (NSW)	1	M	989
Possum Brush	0	F	16
Possum Brush	0	M	12
Possum Brush	1	F	58
Possum Brush	1	M	50
Possum Creek	0	F	20
Possum Creek	0	M	32
Possum Creek	1	F	100
Possum Creek	1	M	91
Potato Point	0	F	7
Potato Point	0	M	8
Potato Point	1	F	42
Potato Point	1	M	51
Pottery Estate	0	F	10
Pottery Estate	0	M	5
Pottery Estate	1	F	54
Pottery Estate	1	M	52
Potts Hill	0	F	240
Potts Hill	0	M	228
Potts Hill	1	F	181
Potts Hill	1	M	168
Potts Point	0	F	1266
Potts Point	0	M	1632
Potts Point	1	F	1538
Potts Point	1	M	2046
Pottsville	0	F	470
Pottsville	0	M	417
Pottsville	1	F	2869
Pottsville	1	M	2653
Prairiewood	0	F	858
Prairiewood	0	M	760
Prairiewood	1	F	684
Prairiewood	1	M	742
Premer	0	M	3
Premer	1	F	27
Premer	1	M	41
Prestons	0	F	3418
Prestons	0	M	3201
Prestons	1	F	4010
Prestons	1	M	4001
Pretty Beach (Central Coast - NSW)	0	F	30
Pretty Beach (Central Coast - NSW)	0	M	20
Pretty Beach (Central Coast - NSW)	1	F	125
Pretty Beach (Central Coast - NSW)	1	M	137
Pretty Pine	1	F	23
Pretty Pine	1	M	32
Primbee	0	F	163
Primbee	0	M	167
Primbee	1	F	587
Primbee	1	M	602
Primrose Valley	0	F	3
Primrose Valley	0	M	3
Primrose Valley	1	F	57
Primrose Valley	1	M	60
Prospect (NSW)	0	F	885
Prospect (NSW)	0	M	880
Prospect (NSW)	1	F	1328
Prospect (NSW)	1	M	1312
Pucawan	1	F	20
Pucawan	1	M	16
Puddledock	0	F	4
Puddledock	1	F	23
Puddledock	1	M	21
Pulganbar	1	F	3
Pulganbar	1	M	4
Pullabooka	1	F	24
Pullabooka	1	M	21
Pulletop	1	F	28
Pulletop	1	M	45
Pumpenbil	0	F	11
Pumpenbil	0	M	11
Pumpenbil	1	F	64
Pumpenbil	1	M	82
Punchbowl (Canterbury-Bankstown - NSW)	0	F	4697
Punchbowl (Canterbury-Bankstown - NSW)	0	M	4990
Punchbowl (Canterbury-Bankstown - NSW)	1	F	4515
Punchbowl (Canterbury-Bankstown - NSW)	1	M	4658
Purfleet	1	F	64
Purfleet	1	M	64
Purlewaugh	0	F	4
Purlewaugh	0	M	5
Purlewaugh	1	F	33
Purlewaugh	1	M	42
Putney	0	F	597
Putney	0	M	561
Putney	1	F	1443
Putney	1	M	1336
Putta Bucca	0	F	8
Putta Bucca	0	M	6
Putta Bucca	1	F	89
Putta Bucca	1	M	85
Putty	0	F	7
Putty	0	M	13
Putty	1	F	28
Putty	1	M	35
Pyangle	1	F	3
Pyangle	1	M	6
Pymble	0	F	2377
Pymble	0	M	2045
Pymble	1	F	3284
Pymble	1	M	2956
Pyramul	1	F	29
Pyramul	1	M	41
Pyree	0	F	3
Pyree	1	F	43
Pyree	1	M	41
Pyrmont	0	F	3510
Pyrmont	0	M	3301
Pyrmont	1	F	2209
Pyrmont	1	M	2502
Quaama	0	F	18
Quaama	0	M	18
Quaama	1	F	122
Quaama	1	M	113
Quakers Hill	0	F	5293
Quakers Hill	0	M	5108
Quakers Hill	1	F	7871
Quakers Hill	1	M	7789
Quambone	1	F	71
Quambone	1	M	68
Quanda	1	M	5
Quandary	1	F	16
Quandary	1	M	20
Quandialla	0	F	4
Quandialla	0	M	9
Quandialla	1	F	78
Quandialla	1	M	79
Queanbeyan	0	F	744
Queanbeyan	0	M	753
Queanbeyan	1	F	2162
Queanbeyan	1	M	2045
Queanbeyan East	0	F	511
Queanbeyan East	0	M	550
Queanbeyan East	1	F	1265
Queanbeyan East	1	M	1336
Queanbeyan West	0	F	245
Queanbeyan West	0	M	238
Queanbeyan West	1	F	1245
Queanbeyan West	1	M	1181
Queens Park (NSW)	0	F	487
Queens Park (NSW)	0	M	409
Queens Park (NSW)	1	F	979
Queens Park (NSW)	1	M	949
Queens Pinch	1	F	10
Queens Pinch	1	M	16
Queenscliff (NSW)	0	F	604
Queenscliff (NSW)	0	M	607
Queenscliff (NSW)	1	F	988
Queenscliff (NSW)	1	M	932
Quialigo	0	F	16
Quialigo	0	M	13
Quialigo	1	F	92
Quialigo	1	M	116
Quidong	1	F	3
Quidong	1	M	5
Quipolly	0	F	3
Quipolly	0	M	4
Quipolly	1	F	70
Quipolly	1	M	75
Quirindi	0	F	92
Quirindi	0	M	75
Quirindi	1	F	1511
Quirindi	1	M	1458
Quorrobolong	0	F	27
Quorrobolong	0	M	12
Quorrobolong	1	F	210
Quorrobolong	1	M	203
Raby	0	F	736
Raby	0	M	707
Raby	1	F	2171
Raby	1	M	2062
Raglan (NSW)	0	F	46
Raglan (NSW)	0	M	41
Raglan (NSW)	1	F	522
Raglan (NSW)	1	M	554
Rainbow Flat	0	F	44
Rainbow Flat	0	M	40
Rainbow Flat	1	F	270
Rainbow Flat	1	M	287
Rainbow Reach	0	F	3
Rainbow Reach	1	F	36
Rainbow Reach	1	M	38
Raleigh	0	F	36
Raleigh	0	M	38
Raleigh	1	F	251
Raleigh	1	M	284
Ramornie	0	F	15
Ramornie	0	M	10
Ramornie	1	F	80
Ramornie	1	M	80
Ramsgate	0	F	176
Ramsgate	0	M	171
Ramsgate	1	F	371
Ramsgate	1	M	346
Ramsgate Beach	0	F	293
Ramsgate Beach	0	M	223
Ramsgate Beach	1	F	503
Ramsgate Beach	1	M	447
Rand	1	F	76
Rand	1	M	97
Randwick	0	F	6352
Randwick	0	M	5607
Randwick	1	F	8091
Randwick	1	M	7405
Rangari	1	F	13
Rangari	1	M	18
Rangers Valley	1	F	15
Rangers Valley	1	M	13
Rankin Park	0	F	141
Rankin Park	0	M	134
Rankin Park	1	F	1070
Rankin Park	1	M	1032
Rankins Springs	0	F	4
Rankins Springs	0	M	4
Rankins Springs	1	F	72
Rankins Springs	1	M	87
Rannock	1	F	25
Rannock	1	M	32
Rappville	0	F	15
Rappville	0	M	9
Rappville	1	F	55
Rappville	1	M	71
Rathmines	0	F	115
Rathmines	0	M	109
Rathmines	1	F	814
Rathmines	1	M	797
Ravensdale	0	F	3
Ravensdale	1	F	21
Ravensdale	1	M	23
Ravenswood (NSW)	0	F	8
Ravenswood (NSW)	0	M	7
Ravenswood (NSW)	1	F	191
Ravenswood (NSW)	1	M	197
Ravensworth (NSW)	1	M	3
Rawdon Island	0	F	9
Rawdon Island	0	M	4
Rawdon Island	1	F	40
Rawdon Island	1	M	40
Rawdon Vale	1	F	7
Rawdon Vale	1	M	9
Raworth	0	F	46
Raworth	0	M	49
Raworth	1	F	838
Raworth	1	M	783
Rawsonville	1	F	22
Rawsonville	1	M	20
Raymond Terrace	0	F	511
Raymond Terrace	0	M	445
Raymond Terrace	1	F	5544
Raymond Terrace	1	M	5312
Razorback	0	F	74
Razorback	0	M	64
Razorback	1	F	421
Razorback	1	M	452
Red Head	0	F	26
Red Head	0	M	27
Red Head	1	F	226
Red Head	1	M	201
Red Hill (Tamworth Regional - NSW)	1	F	5
Red Hill (Tamworth Regional - NSW)	1	M	10
Red Hill (Warren - NSW)	1	F	3
Red Hill (Warren - NSW)	1	M	4
Red Range	0	F	4
Red Range	0	M	6
Red Range	1	F	84
Red Range	1	M	75
Red Rock	0	F	21
Red Rock	0	M	18
Red Rock	1	F	181
Red Rock	1	M	173
Redbank (NSW)	0	F	12
Redbank (NSW)	0	M	17
Redbank (NSW)	1	F	167
Redbank (NSW)	1	M	162
Redbournberry	0	F	3
Redbournberry	0	M	4
Redbournberry	1	F	110
Redbournberry	1	M	104
Reddestone	0	F	4
Reddestone	1	F	21
Reddestone	1	M	23
Redfern	0	F	2529
Redfern	0	M	2851
Redfern	1	F	2817
Redfern	1	M	3500
Redhead	0	F	192
Redhead	0	M	169
Redhead	1	F	1497
Redhead	1	M	1448
Redlands	1	F	16
Redlands	1	M	17
Reedy Creek (NSW)	0	F	3
Reedy Creek (NSW)	0	M	7
Reedy Creek (NSW)	1	F	71
Reedy Creek (NSW)	1	M	71
Reedy Swamp	0	F	6
Reedy Swamp	0	M	8
Reedy Swamp	1	F	34
Reedy Swamp	1	M	31
Reefton (NSW)	0	M	3
Reefton (NSW)	1	F	22
Reefton (NSW)	1	M	15
Regents Park (NSW)	0	F	1307
Regents Park (NSW)	0	M	1314
Regents Park (NSW)	1	F	1017
Regents Park (NSW)	1	M	1020
Regentville	0	F	58
Regentville	0	M	43
Regentville	1	F	318
Regentville	1	M	339
Reids Flat	0	M	5
Reids Flat	1	F	32
Reids Flat	1	M	31
Reidsdale	0	F	4
Reidsdale	0	M	4
Reidsdale	1	F	52
Reidsdale	1	M	47
Rennie	1	F	16
Rennie	1	M	22
Renwick	0	F	55
Renwick	0	M	49
Renwick	1	F	241
Renwick	1	M	213
Repentance Creek	0	F	3
Repentance Creek	0	M	11
Repentance Creek	1	F	41
Repentance Creek	1	M	37
Repton	0	F	44
Repton	0	M	27
Repton	1	F	268
Repton	1	M	262
Reserve Creek	0	F	6
Reserve Creek	0	M	4
Reserve Creek	1	F	48
Reserve Creek	1	M	52
Retreat (NSW)	0	M	3
Retreat (NSW)	1	F	16
Retreat (NSW)	1	M	22
Revesby	0	F	2767
Revesby	0	M	2509
Revesby	1	F	4221
Revesby	1	M	4010
Revesby Heights	0	F	212
Revesby Heights	0	M	183
Revesby Heights	1	F	641
Revesby Heights	1	M	576
Rhine Falls	1	F	13
Rhine Falls	1	M	15
Rhodes	0	F	4708
Rhodes	0	M	4299
Rhodes	1	F	1018
Rhodes	1	M	1219
Richlands (NSW)	1	F	15
Richlands (NSW)	1	M	13
Richmond (NSW)	0	F	480
Richmond (NSW)	0	M	405
Richmond (NSW)	1	F	2128
Richmond (NSW)	1	M	1944
Richmond Hill (NSW)	0	F	45
Richmond Hill (NSW)	0	M	46
Richmond Hill (NSW)	1	F	373
Richmond Hill (NSW)	1	M	321
Richmond Lowlands	0	F	3
Richmond Lowlands	0	M	3
Richmond Lowlands	1	F	17
Richmond Lowlands	1	M	12
Richmond Vale	0	M	3
Richmond Vale	1	F	33
Richmond Vale	1	M	31
Rileys Hill	0	F	11
Rileys Hill	0	M	3
Rileys Hill	1	F	75
Rileys Hill	1	M	79
Ringwood (NSW)	1	F	18
Ringwood (NSW)	1	M	19
Riverlea	0	F	3
Riverlea	0	M	7
Riverlea	1	F	16
Riverlea	1	M	15
Riverside (NSW)	0	F	24
Riverside (NSW)	0	M	22
Riverside (NSW)	1	F	112
Riverside (NSW)	1	M	113
Riverstone	0	F	658
Riverstone	0	M	658
Riverstone	1	F	2692
Riverstone	1	M	2668
Rivertree	1	F	7
Rivertree	1	M	12
Riverview (NSW)	0	F	350
Riverview (NSW)	0	M	417
Riverview (NSW)	1	F	1096
Riverview (NSW)	1	M	1415
Riverwood	0	F	3412
Riverwood	0	M	3041
Riverwood	1	F	2302
Riverwood	1	M	2504
Rixs Creek	1	F	4
Rixs Creek	1	M	7
Rob Roy	1	F	30
Rob Roy	1	M	26
Robertson (NSW)	0	F	131
Robertson (NSW)	0	M	124
Robertson (NSW)	1	F	723
Robertson (NSW)	1	M	683
Robin Hill	0	F	31
Robin Hill	0	M	34
Robin Hill	1	F	393
Robin Hill	1	M	440
Rock Flat	0	M	3
Rock Flat	1	F	36
Rock Flat	1	M	32
Rock Forest	0	F	5
Rock Forest	0	M	4
Rock Forest	1	F	97
Rock Forest	1	M	84
Rock Valley	0	F	17
Rock Valley	0	M	9
Rock Valley	1	F	100
Rock Valley	1	M	95
Rockdale	0	F	4734
Rockdale	0	M	5050
Rockdale	1	F	2285
Rockdale	1	M	2504
Rockley	0	F	8
Rockley	0	M	7
Rockley	1	F	62
Rockley	1	M	70
Rockley Mount	0	F	4
Rockley Mount	1	F	32
Rockley Mount	1	M	35
Rockton	0	F	4
Rockton	0	M	3
Rockton	1	F	8
Rockton	1	M	7
Rocky Creek (Gwydir - NSW)	0	F	3
Rocky Creek (Gwydir - NSW)	1	F	25
Rocky Creek (Gwydir - NSW)	1	M	23
Rocky Creek (Inverell - NSW)	1	M	6
Rocky Glen	0	F	8
Rocky Glen	1	F	24
Rocky Glen	1	M	29
Rocky Hall	0	F	4
Rocky Hall	1	F	12
Rocky Hall	1	M	18
Rocky Plain (NSW)	1	F	29
Rocky Plain (NSW)	1	M	31
Rocky Point (NSW)	0	F	19
Rocky Point (NSW)	0	M	14
Rocky Point (NSW)	1	F	104
Rocky Point (NSW)	1	M	116
Rocky River (Tenterfield - NSW)	1	F	10
Rocky River (Tenterfield - NSW)	1	M	8
Rocky River (Uralla - NSW)	0	F	8
Rocky River (Uralla - NSW)	0	M	16
Rocky River (Uralla - NSW)	1	F	106
Rocky River (Uralla - NSW)	1	M	105
Rodd Point	0	F	197
Rodd Point	0	M	170
Rodd Point	1	F	527
Rodd Point	1	M	460
Rollands Plains	0	F	7
Rollands Plains	0	M	3
Rollands Plains	1	F	63
Rollands Plains	1	M	67
Rookhurst	0	F	3
Rookhurst	1	F	23
Rookhurst	1	M	20
Rookwood (NSW)	1	M	3
Rooty Hill	0	F	3766
Rooty Hill	0	M	3441
Rooty Hill	1	F	3289
Rooty Hill	1	M	3383
Ropers Road	1	F	8
Ropers Road	1	M	10
Ropes Crossing	0	F	1363
Ropes Crossing	0	M	1299
Ropes Crossing	1	F	1685
Ropes Crossing	1	M	1541
Rose Bay (NSW)	0	F	2062
Rose Bay (NSW)	0	M	1798
Rose Bay (NSW)	1	F	2887
Rose Bay (NSW)	1	M	2527
Rose Valley (Kiama - NSW)	0	F	3
Rose Valley (Kiama - NSW)	0	M	4
Rose Valley (Kiama - NSW)	1	F	24
Rose Valley (Kiama - NSW)	1	M	26
Rose Valley (Snowy Monaro Regional - NSW)	0	F	3
Rose Valley (Snowy Monaro Regional - NSW)	1	F	8
Rose Valley (Snowy Monaro Regional - NSW)	1	M	8
Rosebank	0	F	28
Rosebank	0	M	42
Rosebank	1	F	154
Rosebank	1	M	139
Roseberg	0	F	3
Roseberg	0	M	4
Roseberg	1	F	11
Roseberg	1	M	9
Roseberry	1	F	13
Roseberry	1	M	16
Roseberry Creek	0	F	3
Roseberry Creek	1	F	12
Roseberry Creek	1	M	20
Rosebery (NSW)	0	F	2475
Rosebery (NSW)	0	M	2416
Rosebery (NSW)	1	F	2187
Rosebery (NSW)	1	M	2262
Rosebrook (NSW)	0	M	3
Rosebrook (NSW)	1	F	43
Rosebrook (NSW)	1	M	29
Rosedale (NSW)	0	F	21
Rosedale (NSW)	0	M	16
Rosedale (NSW)	1	F	81
Rosedale (NSW)	1	M	89
Rosehill (NSW)	0	F	1088
Rosehill (NSW)	0	M	1204
Rosehill (NSW)	1	F	484
Rosehill (NSW)	1	M	604
Roselands	0	F	2207
Roselands	0	M	2171
Roselands	1	F	3258
Roselands	1	M	3154
Rosemeadow	0	F	1036
Rosemeadow	0	M	924
Rosemeadow	1	F	2784
Rosemeadow	1	M	2605
Rosemeath	1	F	8
Rosemeath	1	M	4
Roseville	0	F	1883
Roseville	0	M	1671
Roseville	1	F	3094
Roseville	1	M	3029
Roseville Chase	0	F	245
Roseville Chase	0	M	237
Roseville Chase	1	F	538
Roseville Chase	1	M	560
Rosewood (Port Macquarie-Hastings - NSW)	0	F	9
Rosewood (Port Macquarie-Hastings - NSW)	0	M	14
Rosewood (Port Macquarie-Hastings - NSW)	1	F	91
Rosewood (Port Macquarie-Hastings - NSW)	1	M	91
Rosewood (Snowy Valleys - NSW)	0	F	4
Rosewood (Snowy Valleys - NSW)	0	M	15
Rosewood (Snowy Valleys - NSW)	1	F	82
Rosewood (Snowy Valleys - NSW)	1	M	96
Roslyn	0	F	3
Roslyn	1	F	37
Roslyn	1	M	36
Rossglen	0	F	3
Rossglen	1	F	24
Rossglen	1	M	18
Rossgole	1	M	3
Rossi	0	F	3
Rossi	0	M	7
Rossi	1	F	50
Rossi	1	M	35
Rossmore (NSW)	0	F	297
Rossmore (NSW)	0	M	320
Rossmore (NSW)	1	F	681
Rossmore (NSW)	1	M	760
Roto	0	M	3
Roto	1	F	12
Roto	1	M	19
Rouchel	0	F	9
Rouchel	0	M	14
Rouchel	1	F	57
Rouchel	1	M	57
Rouchel Brook	1	F	12
Rouchel Brook	1	M	14
Roughit	0	M	3
Roughit	1	F	54
Roughit	1	M	56
Round Mountain	0	F	12
Round Mountain	0	M	4
Round Mountain	1	F	53
Round Mountain	1	M	61
Round Swamp	1	F	4
Round Swamp	1	M	8
Rous	0	F	20
Rous	0	M	17
Rous	1	F	84
Rous	1	M	93
Rous Mill	0	F	12
Rous Mill	0	M	17
Rous Mill	1	F	70
Rous Mill	1	M	91
Rouse Hill	0	F	1146
Rouse Hill	0	M	1096
Rouse Hill	1	F	2685
Rouse Hill	1	M	2765
Rowan	0	F	3
Rowan	1	F	39
Rowan	1	M	44
Rowena	0	F	3
Rowena	0	M	3
Rowena	1	F	64
Rowena	1	M	84
Rowlands Creek	0	F	8
Rowlands Creek	0	M	5
Rowlands Creek	1	F	26
Rowlands Creek	1	M	30
Royal National Park	1	F	8
Royal National Park	1	M	7
Royalla	0	F	58
Royalla	0	M	54
Royalla	1	F	391
Royalla	1	M	413
Rozelle	0	F	1337
Rozelle	0	M	1235
Rozelle	1	F	2842
Rozelle	1	M	2551
Ruby Creek	1	F	29
Ruby Creek	1	M	26
Rufus	1	F	6
Rufus	1	M	4
Rugby	0	F	5
Rugby	1	F	22
Rugby	1	M	41
Rukenvale	0	F	7
Rukenvale	1	F	12
Rukenvale	1	M	5
Run-o-Waters	0	F	29
Run-o-Waters	0	M	24
Run-o-Waters	1	F	206
Run-o-Waters	1	M	194
Running Stream	0	F	8
Running Stream	0	M	3
Running Stream	1	F	48
Running Stream	1	M	46
Runnyford	0	F	3
Runnyford	1	F	11
Runnyford	1	M	8
Ruse	0	F	588
Ruse	0	M	549
Ruse	1	F	2163
Ruse	1	M	2048
Rushcutters Bay	0	F	449
Rushcutters Bay	0	M	516
Rushcutters Bay	1	F	612
Rushcutters Bay	1	M	579
Rushes Creek	0	F	4
Rushes Creek	0	M	3
Rushes Creek	1	F	35
Rushes Creek	1	M	54
Rushforth	0	F	6
Rushforth	0	M	13
Rushforth	1	F	110
Rushforth	1	M	105
Russell Lea	0	F	725
Russell Lea	0	M	617
Russell Lea	1	F	1756
Russell Lea	1	M	1624
Russell Vale	0	F	95
Russell Vale	0	M	71
Russell Vale	1	F	652
Russell Vale	1	M	662
Rutherford	0	F	480
Rutherford	0	M	444
Rutherford	1	F	5302
Rutherford	1	M	4891
Ruthven	0	M	5
Ruthven	1	F	50
Ruthven	1	M	41
Ryan (NSW)	1	F	5
Ryan (NSW)	1	M	7
Rydal	0	F	4
Rydal	0	M	9
Rydal	1	F	80
Rydal	1	M	78
Rydalmere	0	F	1436
Rydalmere	0	M	1333
Rydalmere	1	F	1761
Rydalmere	1	M	1795
Ryde	0	F	6396
Ryde	0	M	5740
Ryde	1	F	6448
Ryde	1	M	6496
Rye Park	0	F	13
Rye Park	0	M	8
Rye Park	1	F	98
Rye Park	1	M	111
Ryhope	1	F	15
Ryhope	1	M	6
Rylstone	0	F	47
Rylstone	0	M	39
Rylstone	1	F	380
Rylstone	1	M	367
Sackville	0	F	10
Sackville	0	M	9
Sackville	1	F	106
Sackville	1	M	108
Sackville North	0	F	12
Sackville North	0	M	23
Sackville North	1	F	114
Sackville North	1	M	117
Saddleback Mountain	0	F	3
Saddleback Mountain	0	M	5
Saddleback Mountain	1	F	24
Saddleback Mountain	1	M	30
Sadleir	0	F	563
Sadleir	0	M	549
Sadleir	1	F	869
Sadleir	1	M	878
Safety Beach (NSW)	0	F	63
Safety Beach (NSW)	0	M	70
Safety Beach (NSW)	1	F	380
Safety Beach (NSW)	1	M	377
Salamander Bay	0	F	403
Salamander Bay	0	M	335
Salamander Bay	1	F	1983
Salamander Bay	1	M	1757
Salisbury (NSW)	1	F	26
Salisbury (NSW)	1	M	30
Salisbury Plains	0	F	4
Salisbury Plains	0	M	3
Salisbury Plains	1	F	39
