SSC_NAME16	HomeCensusNight	Sex	persons
Wedderburn (Vic.)	0	M	37
Wedderburn (Vic.)	1	F	425
Wedderburn (Vic.)	1	M	446
Wedderburn Junction	1	F	9
Wedderburn Junction	1	M	9
Wee Wee Rup	1	F	19
Wee Wee Rup	1	M	21
Weeaproinah	1	F	3
Weeaproinah	1	M	3
Weering	0	F	9
Weering	0	M	8
Weering	1	F	25
Weering	1	M	30
Weerite	0	F	3
Weerite	0	M	3
Weerite	1	F	52
Weerite	1	M	59
Wehla	1	F	18
Wehla	1	M	12
Wellsford	0	M	3
Wellsford	1	F	63
Wellsford	1	M	59
Welshmans Reef	0	F	11
Welshmans Reef	0	M	8
Welshmans Reef	1	F	108
Welshmans Reef	1	M	103
Welshpool (Vic.)	0	F	9
Welshpool (Vic.)	0	M	18
Welshpool (Vic.)	1	F	146
Welshpool (Vic.)	1	M	162
Wemen	0	M	4
Wemen	1	F	49
Wemen	1	M	55
Wendouree	0	F	307
Wendouree	0	M	326
Wendouree	1	F	5191
Wendouree	1	M	4623
Wensleydale	0	F	7
Wensleydale	0	M	6
Wensleydale	1	F	47
Wensleydale	1	M	43
Werneth	0	M	3
Werneth	1	F	22
Werneth	1	M	30
Werona	1	F	22
Werona	1	M	19
Werribee	0	F	727
Werribee	0	M	737
Werribee	1	F	19823
Werribee	1	M	19059
Werribee South	0	F	37
Werribee South	0	M	54
Werribee South	1	F	819
Werribee South	1	M	851
Werrimull	0	M	5
Werrimull	1	F	48
Werrimull	1	M	61
Wesburn	0	F	23
Wesburn	0	M	28
Wesburn	1	F	492
Wesburn	1	M	473
West Bendigo	0	F	11
West Bendigo	0	M	6
West Bendigo	1	F	177
West Bendigo	1	M	179
West Creek	1	F	56
West Creek	1	M	50
West Footscray	0	F	210
West Footscray	0	M	195
West Footscray	1	F	5356
West Footscray	1	M	5691
West Melbourne	0	F	88
West Melbourne	0	M	88
West Melbourne	1	F	2441
West Melbourne	1	M	2901
West Wodonga	0	F	395
West Wodonga	0	M	473
West Wodonga	1	F	7127
West Wodonga	1	M	6587
Westbury (Vic.)	0	F	4
Westbury (Vic.)	0	M	3
Westbury (Vic.)	1	F	78
Westbury (Vic.)	1	M	79
Westby	1	F	10
Westby	1	M	18
Westmeadows	0	F	114
Westmeadows	0	M	104
Westmeadows	1	F	2916
Westmeadows	1	M	2710
Westmere	1	F	17
Westmere	1	M	19
Whanregarwen	0	F	3
Whanregarwen	0	M	3
Whanregarwen	1	F	50
Whanregarwen	1	M	45
Wharparilla	0	F	25
Wharparilla	0	M	31
Wharparilla	1	F	217
Wharparilla	1	M	230
Wheatsheaf	0	F	8
Wheatsheaf	0	M	4
Wheatsheaf	1	F	127
Wheatsheaf	1	M	104
Wheelers Hill	0	F	362
Wheelers Hill	0	M	367
Wheelers Hill	1	F	9831
Wheelers Hill	1	M	9188
Whipstick	1	M	3
Whirily	1	F	21
Whirily	1	M	10
White Hills (Vic.)	0	F	99
White Hills (Vic.)	0	M	91
White Hills (Vic.)	1	F	1579
White Hills (Vic.)	1	M	1448
Whiteheads Creek	0	F	18
Whiteheads Creek	0	M	14
Whiteheads Creek	1	F	163
Whiteheads Creek	1	M	160
Whitelaw	0	M	3
Whitelaw	1	F	15
Whitelaw	1	M	6
Whitfield (Vic.)	0	F	7
Whitfield (Vic.)	0	M	3
Whitfield (Vic.)	1	F	111
Whitfield (Vic.)	1	M	94
Whitlands	1	F	20
Whitlands	1	M	16
Whittington	0	F	88
Whittington	0	M	79
Whittington	1	F	1965
Whittington	1	M	1739
Whittlesea	0	F	102
Whittlesea	0	M	109
Whittlesea	1	F	2726
Whittlesea	1	M	2672
Whoorel	1	F	9
Whoorel	1	M	12
Whorouly	0	F	11
Whorouly	0	M	14
Whorouly	1	F	170
Whorouly	1	M	176
Whorouly East	0	F	6
Whorouly East	1	F	39
Whorouly East	1	M	41
Whorouly South	1	F	22
Whorouly South	1	M	27
Whroo	1	F	15
Whroo	1	M	28
Wickliffe	1	F	50
Wickliffe	1	M	63
Wilby	0	F	4
Wilby	0	M	4
Wilby	1	F	79
Wilby	1	M	83
Wild Dog Valley (Vic.)	1	F	32
Wild Dog Valley (Vic.)	1	M	28
Wildwood	0	M	3
Wildwood	1	F	97
Wildwood	1	M	109
Wilkur	1	F	18
Wilkur	1	M	22
Willangie	0	F	3
Willangie	1	F	12
Willangie	1	M	21
Willatook	0	F	3
Willatook	0	M	3
Willatook	1	F	23
Willatook	1	M	24
Willaura	0	F	15
Willaura	0	M	19
Willaura	1	F	235
Willaura	1	M	254
Willaura North	1	F	14
Willaura North	1	M	14
Willenabrina	1	F	3
Willenabrina	1	M	3
Williams Landing	0	F	71
Williams Landing	0	M	69
Williams Landing	1	F	3217
Williams Landing	1	M	3291
Williamstown (Vic.)	0	F	320
Williamstown (Vic.)	0	M	332
Williamstown (Vic.)	1	F	6804
Williamstown (Vic.)	1	M	6511
Williamstown North	0	F	38
Williamstown North	0	M	43
Williamstown North	1	F	747
Williamstown North	1	M	767
Willow Grove	0	F	15
Willow Grove	0	M	22
Willow Grove	1	F	256
Willow Grove	1	M	294
Willowmavin	0	F	6
Willowmavin	0	M	10
Willowmavin	1	F	105
Willowmavin	1	M	93
Willowvale (Vic.)	1	F	3
Willowvale (Vic.)	1	M	3
Willung	1	F	36
Willung	1	M	35
Willung South	0	F	5
Willung South	0	M	3
Willung South	1	F	70
Willung South	1	M	66
Wilsons Hill	0	F	4
Wilsons Hill	1	F	34
Wilsons Hill	1	M	42
Wilsons Promontory	0	M	3
Wilsons Promontory	1	F	3
Wilsons Promontory	1	M	3
Wimbledon Heights	0	F	16
Wimbledon Heights	0	M	17
Wimbledon Heights	1	F	178
Wimbledon Heights	1	M	152
Winchelsea	0	F	67
Winchelsea	0	M	55
Winchelsea	1	F	934
Winchelsea	1	M	898
Winchelsea South	0	F	3
Winchelsea South	0	M	4
Winchelsea South	1	F	91
Winchelsea South	1	M	81
Windermere (Vic.)	0	F	9
Windermere (Vic.)	0	M	6
Windermere (Vic.)	1	F	36
Windermere (Vic.)	1	M	50
Windsor (Vic.)	0	F	172
Windsor (Vic.)	0	M	189
Windsor (Vic.)	1	F	3584
Windsor (Vic.)	1	M	3341
Wingan River	1	M	4
Wingeel	1	F	8
Wingeel	1	M	9
Winjallok	0	M	3
Winjallok	1	F	4
Winjallok	1	M	11
Winlaton	1	M	4
Winnambool	1	F	9
Winnambool	1	M	12
Winnap	1	F	9
Winnap	1	M	10
Winnindoo	1	F	39
Winnindoo	1	M	37
Winslow	0	F	9
Winslow	0	M	7
Winslow	1	F	184
Winslow	1	M	170
Winton (Vic.)	0	F	10
Winton (Vic.)	0	M	5
Winton (Vic.)	1	F	40
Winton (Vic.)	1	M	53
Winton North	1	F	3
Winton North	1	M	4
Wirrate	1	F	3
Wirrate	1	M	3
Wiseleigh	0	F	8
Wiseleigh	0	M	7
Wiseleigh	1	F	80
Wiseleigh	1	M	69
Wodonga	0	F	611
Wodonga	0	M	695
Wodonga	1	F	9108
Wodonga	1	M	8535
Wollert	0	F	82
Wollert	0	M	88
Wollert	1	F	4466
Wollert	1	M	4421
Wombat Creek (Vic.)	1	F	12
Wombat Creek (Vic.)	1	M	14
Wombelano	1	F	20
Wombelano	1	M	22
Won Wron	0	F	3
Won Wron	0	M	4
Won Wron	1	F	100
Won Wron	1	M	116
Wonga	1	F	19
Wonga	1	M	15
Wonga Park	0	F	81
Wonga Park	0	M	95
Wonga Park	1	F	1789
Wonga Park	1	M	1830
Wongarra	0	F	3
Wongarra	0	M	3
Wongarra	1	F	18
Wongarra	1	M	15
Wonthaggi	0	F	194
Wonthaggi	0	M	185
Wonthaggi	1	F	2416
Wonthaggi	1	M	2173
Wonwondah	0	F	3
Wonwondah	1	F	55
Wonwondah	1	M	48
Wonyip	0	F	3
Wonyip	0	M	4
Wonyip	1	F	17
Wonyip	1	M	17
Wood Wood	0	M	3
Wood Wood	1	F	37
Wood Wood	1	M	43
Woodend (Vic.)	0	F	137
Woodend (Vic.)	0	M	142
Woodend (Vic.)	1	F	2891
Woodend (Vic.)	1	M	2636
Woodend North	0	F	6
Woodend North	0	M	5
Woodend North	1	F	159
Woodend North	1	M	134
Woodfield	0	M	3
Woodfield	1	F	18
Woodfield	1	M	19
Woodford (Vic.)	0	F	12
Woodford (Vic.)	0	M	19
Woodford (Vic.)	1	F	158
Woodford (Vic.)	1	M	179
Woodglen	0	F	3
Woodglen	1	F	15
Woodglen	1	M	26
Woodhouse	0	F	3
Woodhouse	1	F	17
Woodhouse	1	M	22
Woodleigh (Vic.)	0	F	4
Woodleigh (Vic.)	0	M	3
Woodleigh (Vic.)	1	F	50
Woodleigh (Vic.)	1	M	65
Woods Point (Vic.)	0	M	4
Woods Point (Vic.)	1	F	10
Woods Point (Vic.)	1	M	19
Woodside (Vic.)	0	F	17
Woodside (Vic.)	0	M	14
Woodside (Vic.)	1	F	170
Woodside (Vic.)	1	M	163
Woodside Beach	0	F	7
Woodside Beach	0	M	11
Woodside Beach	1	F	35
Woodside Beach	1	M	42
Woodstock (Vic.)	0	F	10
Woodstock (Vic.)	0	M	5
Woodstock (Vic.)	1	F	61
Woodstock (Vic.)	1	M	78
Woodstock On Loddon	1	F	9
Woodstock On Loddon	1	M	17
Woodstock West	1	F	20
Woodstock West	1	M	19
Woodvale (Vic.)	0	F	24
Woodvale (Vic.)	0	M	18
Woodvale (Vic.)	1	F	193
Woodvale (Vic.)	1	M	219
Wool Wool	1	F	20
Wool Wool	1	M	16
Woolamai	0	F	4
Woolamai	0	M	6
Woolamai	1	F	100
Woolamai	1	M	97
Woolenook	1	F	4
Woolenook	1	M	3
Woolsthorpe	0	M	3
Woolsthorpe	1	F	208
Woolsthorpe	1	M	210
Woomelang	0	F	13
Woomelang	0	M	9
Woomelang	1	F	86
Woomelang	1	M	97
Wooragee	0	F	14
Wooragee	0	M	16
Wooragee	1	F	170
Wooragee	1	M	145
Woorarra East	1	F	19
Woorarra East	1	M	22
Woorarra West	1	F	26
Woorarra West	1	M	28
Wooreen	0	M	3
Wooreen	1	F	45
Wooreen	1	M	44
Woori Yallock	0	F	43
Woori Yallock	0	M	69
Woori Yallock	1	F	1416
Woori Yallock	1	M	1379
Woorinen	0	F	4
Woorinen	0	M	9
Woorinen	1	F	112
Woorinen	1	M	140
Woorinen North	0	M	3
Woorinen North	1	F	46
Woorinen North	1	M	38
Woorinen South	0	F	10
Woorinen South	0	M	9
Woorinen South	1	F	157
Woorinen South	1	M	184
Woorndoo	0	F	3
Woorndoo	0	M	3
Woorndoo	1	F	67
Woorndoo	1	M	93
Wooroonook	1	F	11
Wooroonook	1	M	16
Woosang	1	F	7
Woosang	1	M	7
Wootong Vale	0	M	3
Wootong Vale	1	F	16
Wootong Vale	1	M	22
Wuk Wuk	1	F	44
Wuk Wuk	1	M	46
Wulgulmerang	1	F	6
Wulgulmerang	1	M	4
Wulgulmerang East	1	F	4
Wulgulmerang East	1	M	3
Wunghnu	0	F	16
Wunghnu	0	M	14
Wunghnu	1	F	147
Wunghnu	1	M	153
Wurdiboluc	0	M	3
Wurdiboluc	1	F	74
Wurdiboluc	1	M	63
Wurruk	0	F	27
Wurruk	0	M	50
Wurruk	1	F	539
Wurruk	1	M	490
Wy Yung	0	F	67
Wy Yung	0	M	55
Wy Yung	1	F	789
Wy Yung	1	M	747
Wycheproof	0	F	14
Wycheproof	0	M	10
Wycheproof	1	F	321
Wycheproof	1	M	282
Wycheproof South	1	F	4
Wycheproof South	1	M	6
Wychitella	0	M	4
Wychitella	1	F	16
Wychitella	1	M	12
Wychitella North	1	F	3
Wychitella North	1	M	6
Wye River	0	F	14
Wye River	0	M	9
Wye River	1	F	21
Wye River	1	M	18
Wyelangta	0	F	3
Wyelangta	1	F	14
Wyelangta	1	M	24
Wyndham Vale	0	F	344
Wyndham Vale	0	M	367
Wyndham Vale	1	F	11465
Wyndham Vale	1	M	11098
Wyuna (Vic.)	0	F	6
Wyuna (Vic.)	0	M	9
Wyuna (Vic.)	1	F	115
Wyuna (Vic.)	1	M	130
Wyuna East	0	F	3
Wyuna East	0	M	7
Wyuna East	1	F	50
Wyuna East	1	M	45
Yaapeet	0	M	3
Yaapeet	1	F	48
Yaapeet	1	M	33
Yabba North	0	F	3
Yabba North	0	M	3
Yabba North	1	F	49
Yabba North	1	M	47
Yabba South	0	M	4
Yabba South	1	F	12
Yabba South	1	M	16
Yackandandah	0	F	65
Yackandandah	0	M	49
Yackandandah	1	F	886
Yackandandah	1	M	812
Yalca	0	F	4
Yalca	0	M	11
Yalca	1	F	88
Yalca	1	M	103
Yalla-Y-Poora	1	F	3
Yalla-Y-Poora	1	M	10
Yallambie	0	F	75
Yallambie	0	M	90
Yallambie	1	F	1910
Yallambie	1	M	2047
Yallourn	0	F	4
Yallourn	1	F	70
Yallourn	1	M	69
Yallourn North	0	F	42
Yallourn North	0	M	58
Yallourn North	1	F	703
Yallourn North	1	M	736
Yambuk	0	F	7
Yambuk	0	M	4
Yambuk	1	F	124
Yambuk	1	M	129
Yambuna	0	F	3
Yambuna	0	M	4
Yambuna	1	F	48
Yambuna	1	M	51
Yan Yean	0	F	3
Yan Yean	0	M	3
Yan Yean	1	F	124
Yan Yean	1	M	123
Yanac	0	M	3
Yanac	1	F	22
Yanac	1	M	34
Yanakie	0	F	13
Yanakie	0	M	14
Yanakie	1	F	127
Yanakie	1	M	106
Yando	1	F	22
Yando	1	M	21
Yandoit	0	M	6
Yandoit	1	F	72
Yandoit	1	M	80
Yandoit Hills	0	M	3
Yandoit Hills	1	F	12
Yandoit Hills	1	M	15
Yangery	0	M	4
Yangery	1	F	54
Yangery	1	M	51
Yannathan	0	F	5
Yannathan	0	M	4
Yannathan	1	F	111
Yannathan	1	M	125
Yapeen	0	F	5
Yapeen	0	M	10
Yapeen	1	F	99
Yapeen	1	M	99
Yarck	0	F	3
Yarck	0	M	10
Yarck	1	F	85
Yarck	1	M	72
Yarpturk	0	F	9
Yarpturk	0	M	9
Yarpturk	1	F	35
Yarpturk	1	M	28
Yarra Glen	0	F	59
Yarra Glen	0	M	70
Yarra Glen	1	F	1386
Yarra Glen	1	M	1352
Yarra Junction	0	F	58
Yarra Junction	0	M	63
Yarra Junction	1	F	1210
Yarra Junction	1	M	1218
Yarraberb	0	M	3
Yarraberb	1	F	11
Yarraberb	1	M	11
Yarragon	0	F	42
Yarragon	0	M	47
Yarragon	1	F	792
Yarragon	1	M	769
Yarragon South	0	F	3
Yarragon South	0	M	3
Yarragon South	1	F	76
Yarragon South	1	M	82
Yarram	0	F	69
Yarram	0	M	73
Yarram	1	F	1012
Yarram	1	M	979
Yarrambat	0	F	33
Yarrambat	0	M	39
Yarrambat	1	F	716
Yarrambat	1	M	793
Yarraville	0	F	277
Yarraville	0	M	305
Yarraville	1	F	7447
Yarraville	1	M	6930
Yarrawalla	0	F	3
Yarrawalla	1	F	41
Yarrawalla	1	M	42
Yarrawonga (Vic.)	0	F	350
Yarrawonga (Vic.)	0	M	369
Yarrawonga (Vic.)	1	F	3702
Yarrawonga (Vic.)	1	M	3508
Yarrawonga South	1	F	6
Yarrawonga South	1	M	6
Yarroweyah	0	F	17
Yarroweyah	0	M	13
Yarroweyah	1	F	247
Yarroweyah	1	M	269
Yatchaw	1	F	10
Yatchaw	1	M	15
Yea	0	F	56
Yea	0	M	55
Yea	1	F	734
Yea	1	M	737
Yellingbo	0	F	16
Yellingbo	0	M	11
Yellingbo	1	F	247
Yellingbo	1	M	259
Yelta (Vic.)	0	F	4
Yelta (Vic.)	0	M	8
Yelta (Vic.)	1	F	146
Yelta (Vic.)	1	M	159
Yendon	0	F	3
Yendon	0	M	10
Yendon	1	F	145
Yendon	1	M	149
Yeo	0	F	8
Yeo	0	M	9
Yeo	1	F	69
Yeo	1	M	63
Yeodene	0	F	3
Yeodene	0	M	10
Yeodene	1	F	55
Yeodene	1	M	53
Yering	0	F	3
Yering	0	M	5
Yering	1	F	54
Yering	1	M	46
Yeungroon	0	M	3
Yeungroon	1	F	14
Yeungroon	1	M	13
Yeungroon East	1	F	7
Yeungroon East	1	M	12
Yielima	0	F	5
Yielima	1	F	38
Yielima	1	M	37
Yinnar	0	F	46
Yinnar	0	M	32
Yinnar	1	F	397
Yinnar	1	M	430
Yinnar South	0	F	22
Yinnar South	0	M	24
Yinnar South	1	F	339
Yinnar South	1	M	313
Youanmite	1	F	28
Youanmite	1	M	24
Youarang	1	F	19
Youarang	1	M	17
Yulecart	0	F	3
Yulecart	0	M	3
Yulecart	1	F	49
Yulecart	1	M	67
Yundool	0	F	3
Yundool	1	F	20
Yundool	1	M	26
Yuroke	0	F	3
Yuroke	0	M	3
Yuroke	1	F	68
Yuroke	1	M	64
Yuulong	1	F	17
Yuulong	1	M	16
Zeerust	0	F	8
Zeerust	0	M	4
Zeerust	1	F	59
Zeerust	1	M	82
No usual address (Vic.)	0	F	3238
No usual address (Vic.)	0	M	4331
Migratory - Offshore - Shipping (Vic.)	0	M	3
Migratory - Offshore - Shipping (Vic.)	1	F	4
Migratory - Offshore - Shipping (Vic.)	1	M	20
Abbeywood	1	F	8
Abbeywood	1	M	9
Abbotsford (Qld)	1	M	3
Abercorn	0	M	3
Abercorn	1	F	24
Abercorn	1	M	17
Abergowrie	0	F	5
Abergowrie	0	M	20
Abergowrie	1	F	129
Abergowrie	1	M	281
Abington (Qld)	1	F	31
Abington (Qld)	1	M	26
Acacia Ridge	0	F	170
Acacia Ridge	0	M	163
Acacia Ridge	1	F	3534
Acacia Ridge	1	M	3560
Acland	1	F	15
Acland	1	M	15
Adare	0	F	13
Adare	0	M	37
Adare	1	F	395
Adare	1	M	430
Adavale	0	F	3
Adavale	0	M	5
Adavale	1	F	31
Adavale	1	M	46
Adelaide Park	0	F	13
Adelaide Park	0	M	18
Adelaide Park	1	F	193
Adelaide Park	1	M	193
Advancetown	0	F	10
Advancetown	0	M	8
Advancetown	1	F	226
Advancetown	1	M	245
Aeroglen	0	F	13
Aeroglen	0	M	15
Aeroglen	1	F	189
Aeroglen	1	M	179
Agnes Water	0	F	95
Agnes Water	0	M	130
Agnes Water	1	F	965
Agnes Water	1	M	1021
Airdmillan	1	F	50
Airdmillan	1	M	57
Airlie Beach	0	F	45
Airlie Beach	0	M	85
Airlie Beach	1	F	510
Airlie Beach	1	M	575
Airville	0	F	12
Airville	0	M	24
Airville	1	F	139
Airville	1	M	165
Aitkenvale	0	F	119
Aitkenvale	0	M	142
Aitkenvale	1	F	2279
Aitkenvale	1	M	2253
Alabama Hill	0	M	8
Alabama Hill	1	F	64
Alabama Hill	1	M	52
Albany Creek	0	F	255
Albany Creek	0	M	349
Albany Creek	1	F	7821
Albany Creek	1	M	7347
Alberta	1	F	28
Alberta	1	M	38
Alberton (Qld)	0	F	24
Alberton (Qld)	0	M	31
Alberton (Qld)	1	F	258
Alberton (Qld)	1	M	275
Albinia	0	F	4
Albinia	0	M	3
Albinia	1	F	23
Albinia	1	M	88
Albion (Brisbane - Qld)	0	F	71
Albion (Brisbane - Qld)	0	M	68
Albion (Brisbane - Qld)	1	F	1121
Albion (Brisbane - Qld)	1	M	1038
Albion (Richmond - Qld)	1	F	10
Albion (Richmond - Qld)	1	M	5
Alderley	0	F	199
Alderley	0	M	166
Alderley	1	F	2909
Alderley	1	M	2847
Aldershot	0	F	7
Aldershot	0	M	22
Aldershot	1	F	282
Aldershot	1	M	846
Alexandra (Qld)	0	F	8
Alexandra (Qld)	0	M	3
Alexandra (Qld)	1	F	93
Alexandra (Qld)	1	M	90
Alexandra Headland	0	F	121
Alexandra Headland	0	M	143
Alexandra Headland	1	F	1928
Alexandra Headland	1	M	1765
Alexandra Hills	0	F	305
Alexandra Hills	0	M	325
Alexandra Hills	1	F	7978
Alexandra Hills	1	M	7649
Algester	0	F	141
Algester	0	M	163
Algester	1	F	4056
Algester	1	M	4064
Alice Creek	0	M	4
Alice Creek	1	F	32
Alice Creek	1	M	30
Alice River	0	F	38
Alice River	0	M	88
Alice River	1	F	1182
Alice River	1	M	1121
Allan	1	F	40
Allan	1	M	41
Allandale (Qld)	1	F	24
Allandale (Qld)	1	M	36
Allenstown	0	F	83
Allenstown	0	M	113
Allenstown	1	F	1295
Allenstown	1	M	1299
Allenview	0	F	5
Allenview	0	M	7
Allenview	1	F	87
Allenview	1	M	91
Alligator Creek (Mackay - Qld)	0	F	19
Alligator Creek (Mackay - Qld)	0	M	38
Alligator Creek (Mackay - Qld)	1	F	339
Alligator Creek (Mackay - Qld)	1	M	390
Alligator Creek (Townsville - Qld)	0	F	21
Alligator Creek (Townsville - Qld)	0	M	40
Alligator Creek (Townsville - Qld)	1	F	633
Alligator Creek (Townsville - Qld)	1	M	654
Allora	0	F	36
Allora	0	M	50
Allora	1	F	574
Allora	1	M	564
Alloway	0	F	10
Alloway	0	M	15
Alloway	1	F	213
Alloway	1	M	252
Almaden	0	M	3
Almaden	1	F	25
Almaden	1	M	38
Aloomba	0	M	15
Aloomba	1	F	242
Aloomba	1	M	263
Alpha	0	F	17
Alpha	0	M	28
Alpha	1	F	146
Alpha	1	M	149
Alsace	1	M	3
Alton Downs	0	F	37
Alton Downs	0	M	64
Alton Downs	1	F	600
Alton Downs	1	M	579
Alva	0	F	12
Alva	0	M	13
Alva	1	F	126
Alva	1	M	129
Amamoor	0	F	18
Amamoor	0	M	22
Amamoor	1	F	297
Amamoor	1	M	304
Amamoor Creek	0	F	3
Amamoor Creek	1	F	20
Amamoor Creek	1	M	31
Amaroo (Qld)	1	F	6
Amaroo (Qld)	1	M	13
Amberley	0	F	19
Amberley	0	M	40
Amberley	1	F	40
Amberley	1	M	149
Ambrose	0	F	7
Ambrose	0	M	12
Ambrose	1	F	93
Ambrose	1	M	101
Amby	0	M	3
Amby	1	F	37
Amby	1	M	40
Amiens	0	F	6
Amiens	0	M	9
Amiens	1	F	128
Amiens	1	M	153
Amity	0	F	20
Amity	0	M	23
Amity	1	F	171
Amity	1	M	179
Andergrove	0	F	255
Andergrove	0	M	530
Andergrove	1	F	4456
Andergrove	1	M	4175
Anderleigh	0	M	3
Anderleigh	1	F	39
Anderleigh	1	M	48
Andromache	0	M	3
Andromache	1	F	27
Andromache	1	M	20
Anduramba	0	M	3
Anduramba	1	F	37
Anduramba	1	M	38
Annandale (Qld)	0	F	139
Annandale (Qld)	0	M	256
Annandale (Qld)	1	F	4230
Annandale (Qld)	1	M	3946
Annerley	0	F	255
Annerley	0	M	269
Annerley	1	F	5448
Annerley	1	M	5360
Anstead	0	F	30
Anstead	0	M	34
Anstead	1	F	718
Anstead	1	M	721
Anthony	0	F	3
Anthony	1	F	58
Anthony	1	M	47
Antigua	0	M	4
Antigua	1	F	61
Antigua	1	M	60
Apple Tree Creek	0	F	12
Apple Tree Creek	0	M	16
Apple Tree Creek	1	F	313
Apple Tree Creek	1	M	290
Applethorpe	0	F	17
Applethorpe	0	M	9
Applethorpe	1	F	232
Applethorpe	1	M	245
Araluen (Qld)	0	F	12
Araluen (Qld)	0	M	26
Araluen (Qld)	1	F	303
Araluen (Qld)	1	M	268
Aramac	0	F	20
Aramac	0	M	11
Aramac	1	F	130
Aramac	1	M	134
Aramara	0	M	3
Aramara	1	F	23
Aramara	1	M	31
Arana Hills	0	F	122
Arana Hills	0	M	154
Arana Hills	1	F	3323
Arana Hills	1	M	3211
Aranbanga	1	F	3
Aranbanga	1	M	4
Aratula (Qld)	0	F	7
Aratula (Qld)	0	M	6
Aratula (Qld)	1	F	253
Aratula (Qld)	1	M	259
Arcadia (Qld)	0	F	12
Arcadia (Qld)	0	M	17
Arcadia (Qld)	1	F	109
Arcadia (Qld)	1	M	104
Arcadia Valley	0	F	7
Arcadia Valley	0	M	3
Arcadia Valley	1	F	39
Arcadia Valley	1	M	48
Archer River	1	F	10
Archer River	1	M	14
Archerfield	0	F	10
Archerfield	0	M	23
Archerfield	1	F	221
Archerfield	1	M	277
Arcturus	0	F	3
Arcturus	0	M	7
Arcturus	1	F	26
Arcturus	1	M	40
Argoon (Qld)	0	F	3
Argoon (Qld)	0	M	4
Argoon (Qld)	1	F	74
Argoon (Qld)	1	M	69
Argyll	1	F	10
Argyll	1	M	16
Armstrong Beach	0	F	29
Armstrong Beach	0	M	57
Armstrong Beach	1	F	392
Armstrong Beach	1	M	388
Armstrong Creek (Qld)	0	F	11
Armstrong Creek (Qld)	0	M	6
Armstrong Creek (Qld)	1	F	145
Armstrong Creek (Qld)	1	M	167
Aroona	0	F	68
Aroona	0	M	70
Aroona	1	F	1585
Aroona	1	M	1566
Arriga	0	F	3
Arriga	0	M	4
Arriga	1	F	85
Arriga	1	M	988
Arundel	0	F	206
Arundel	0	M	208
Arundel	1	F	5087
Arundel	1	M	4744
Ascot (Brisbane - Qld)	0	F	155
Ascot (Brisbane - Qld)	0	M	159
Ascot (Brisbane - Qld)	1	F	2875
Ascot (Brisbane - Qld)	1	M	2589
Ascot (Toowoomba - Qld)	1	F	11
Ascot (Toowoomba - Qld)	1	M	11
Ashfield (Qld)	0	F	18
Ashfield (Qld)	0	M	23
Ashfield (Qld)	1	F	381
Ashfield (Qld)	1	M	361
Ashgrove	0	F	321
Ashgrove	0	M	429
Ashgrove	1	F	6209
Ashgrove	1	M	6077
Ashmore	0	F	223
Ashmore	0	M	241
Ashmore	1	F	6063
Ashmore	1	M	5375
Ashwell	0	M	5
Ashwell	1	F	38
Ashwell	1	M	36
Aspley	0	F	213
Aspley	0	M	230
Aspley	1	F	6090
Aspley	1	M	5578
Atherton	0	F	192
Atherton	0	M	185
Atherton	1	F	3661
Atherton	1	M	3286
Athol	0	F	4
Athol	0	M	4
Athol	1	F	61
Athol	1	M	71
Atkinsons Dam	0	F	7
Atkinsons Dam	0	M	11
Atkinsons Dam	1	F	84
Atkinsons Dam	1	M	107
Aubigny	0	F	6
Aubigny	0	M	10
Aubigny	1	F	125
Aubigny	1	M	113
Auburn (Qld)	0	F	3
Auburn (Qld)	1	F	8
Auburn (Qld)	1	M	12
Auchenflower	0	F	148
Auchenflower	0	M	198
Auchenflower	1	F	2785
Auchenflower	1	M	2738
Augathella	0	F	18
Augathella	0	M	28
Augathella	1	F	202
Augathella	1	M	202
Augustine Heights	0	F	47
Augustine Heights	0	M	74
Augustine Heights	1	F	2399
Augustine Heights	1	M	2361
Aurukun	0	F	57
Aurukun	0	M	49
Aurukun	1	F	583
Aurukun	1	M	582
Austinville	0	F	3
Austinville	0	M	3
Austinville	1	F	185
Austinville	1	M	167
Avenell Heights	0	F	134
Avenell Heights	0	M	123
Avenell Heights	1	F	2485
Avenell Heights	1	M	2131
Avoca (Qld)	0	F	89
Avoca (Qld)	0	M	116
Avoca (Qld)	1	F	2541
Avoca (Qld)	1	M	2151
Avoca Vale	0	F	3
Avoca Vale	1	F	12
Avoca Vale	1	M	11
Avondale (Qld)	0	F	21
Avondale (Qld)	0	M	28
Avondale (Qld)	1	F	277
Avondale (Qld)	1	M	312
Ayr	0	F	161
Ayr	0	M	225
Ayr	1	F	4267
Ayr	1	M	4083
Babinda (Qld)	0	F	35
Babinda (Qld)	0	M	36
Babinda (Qld)	1	F	587
Babinda (Qld)	1	M	589
Back Plains	1	F	37
Back Plains	1	M	40
Badu Island	0	F	58
Badu Island	0	M	53
Badu Island	1	F	346
Badu Island	1	M	359
Baffle Creek	0	F	8
Baffle Creek	0	M	10
Baffle Creek	1	F	61
Baffle Creek	1	M	78
Baffle West	1	F	5
Baffle West	1	M	8
Bahrs Scrub	0	F	41
Bahrs Scrub	0	M	49
Bahrs Scrub	1	F	939
Bahrs Scrub	1	M	891
Bajool	0	F	12
Bajool	0	M	23
Bajool	1	F	206
Bajool	1	M	215
Bakers Bend	0	F	3
Bakers Bend	0	M	4
Bakers Bend	1	F	12
