SSC_NAME16	HomeCensusNight	Sex	persons
Berrima	1	F	315
Berrima	1	M	297
Berringer Lake	1	F	10
Berringer Lake	1	M	10
Berry	0	F	83
Berry	0	M	85
Berry	1	F	1372
Berry	1	M	1129
Berry Jerry	1	F	43
Berry Jerry	1	M	37
Berry Mountain	1	F	12
Berry Mountain	1	M	14
Berry Park	0	F	7
Berry Park	0	M	4
Berry Park	1	F	62
Berry Park	1	M	59
Berthong	0	M	3
Berthong	1	F	15
Berthong	1	M	24
Beryl	1	F	60
Beryl	1	M	66
Bethungra	0	F	10
Bethungra	0	M	5
Bethungra	1	F	70
Bethungra	1	M	79
Bevendale	0	F	4
Bevendale	0	M	3
Bevendale	1	F	16
Bevendale	1	M	21
Beverley Park	0	F	42
Beverley Park	0	M	48
Beverley Park	1	F	1156
Beverley Park	1	M	1156
Beverly Hills	0	F	138
Beverly Hills	0	M	139
Beverly Hills	1	F	5126
Beverly Hills	1	M	4758
Bewong	0	F	4
Bewong	0	M	3
Bewong	1	F	34
Bewong	1	M	32
Bexhill	0	F	17
Bexhill	0	M	18
Bexhill	1	F	233
Bexhill	1	M	228
Bexley	0	F	258
Bexley	0	M	255
Bexley	1	F	9841
Bexley	1	M	9378
Bexley North	0	F	51
Bexley North	0	M	73
Bexley North	1	F	2054
Bexley North	1	M	1920
Biala	1	F	22
Biala	1	M	29
Bibbenluke	1	F	40
Bibbenluke	1	M	40
Biddon	0	M	4
Biddon	1	F	40
Biddon	1	M	56
Bidgeemia	1	F	14
Bidgeemia	1	M	18
Bidwill (NSW)	0	F	85
Bidwill (NSW)	0	M	88
Bidwill (NSW)	1	F	2195
Bidwill (NSW)	1	M	1914
Bielsdown Hills	1	F	55
Bielsdown Hills	1	M	46
Big Hill (NSW)	0	M	7
Big Hill (NSW)	1	F	18
Big Hill (NSW)	1	M	22
Big Jacks Creek	0	F	3
Big Jacks Creek	0	M	3
Big Jacks Creek	1	F	25
Big Jacks Creek	1	M	25
Big Ridge	1	F	5
Big Ridge	1	M	5
Big Springs	0	F	3
Big Springs	0	M	3
Big Springs	1	F	57
Big Springs	1	M	52
Bigga	0	F	10
Bigga	0	M	12
Bigga	1	F	104
Bigga	1	M	125
Bilambil	0	F	11
Bilambil	0	M	16
Bilambil	1	F	192
Bilambil	1	M	202
Bilambil Heights	0	F	83
Bilambil Heights	0	M	103
Bilambil Heights	1	F	1631
Bilambil Heights	1	M	1556
Bilbul	0	F	9
Bilbul	0	M	7
Bilbul	1	F	257
Bilbul	1	M	284
Bilgola Beach	0	F	10
Bilgola Beach	1	F	117
Bilgola Beach	1	M	119
Bilgola Plateau	0	F	76
Bilgola Plateau	0	M	85
Bilgola Plateau	1	F	1688
Bilgola Plateau	1	M	1662
Billeroy	0	F	7
Billeroy	0	M	6
Billeroy	1	F	12
Billeroy	1	M	19
Billilingra	1	F	5
Billilingra	1	M	8
Billimari	0	F	9
Billimari	0	M	11
Billimari	1	F	73
Billimari	1	M	65
Billinudgel	0	F	5
Billinudgel	0	M	5
Billinudgel	1	F	96
Billinudgel	1	M	110
Billys Creek	0	M	3
Billys Creek	1	F	27
Billys Creek	1	M	27
Billywillinga	0	F	10
Billywillinga	0	M	9
Billywillinga	1	F	94
Billywillinga	1	M	83
Bilpin	0	F	16
Bilpin	0	M	16
Bilpin	1	F	328
Bilpin	1	M	310
Bimbi	0	F	7
Bimbi	0	M	3
Bimbi	1	F	51
Bimbi	1	M	54
Bimbimbie	0	M	11
Bimbimbie	1	F	56
Bimbimbie	1	M	57
Binalong	0	F	15
Binalong	0	M	12
Binalong	1	F	250
Binalong	1	M	265
Binda	0	F	3
Binda	0	M	9
Binda	1	F	126
Binda	1	M	142
Bindera	1	F	12
Bindera	1	M	13
Bingara	0	F	55
Bingara	0	M	59
Bingara	1	F	691
Bingara	1	M	617
Bingeebeebra Creek	1	F	16
Bingeebeebra Creek	1	M	16
Bingie	0	F	12
Bingie	0	M	13
Bingie	1	F	82
Bingie	1	M	89
Bingleburra	1	F	13
Bingleburra	1	M	10
Biniguy	0	F	11
Biniguy	0	M	5
Biniguy	1	F	62
Biniguy	1	M	74
Binjura	0	F	10
Binjura	0	M	6
Binjura	1	F	157
Binjura	1	M	149
Binna Burra (NSW)	0	F	8
Binna Burra (NSW)	0	M	9
Binna Burra (NSW)	1	F	95
Binna Burra (NSW)	1	M	107
Binnaway	0	F	28
Binnaway	0	M	30
Binnaway	1	F	257
Binnaway	1	M	289
Binya	0	F	5
Binya	0	M	9
Binya	1	F	55
Binya	1	M	67
Birchgrove	0	F	96
Birchgrove	0	M	93
Birchgrove	1	F	1664
Birchgrove	1	M	1453
Birdwood (NSW)	0	M	3
Birdwood (NSW)	1	F	18
Birdwood (NSW)	1	M	17
Birganbigil	0	M	3
Birganbigil	1	F	27
Birganbigil	1	M	25
Birmingham Gardens	0	F	39
Birmingham Gardens	0	M	48
Birmingham Gardens	1	F	1070
Birmingham Gardens	1	M	1210
Birriwa	0	M	3
Birriwa	1	F	19
Birriwa	1	M	27
Birrong	0	F	34
Birrong	0	M	52
Birrong	1	F	1544
Birrong	1	M	1474
Bishops Bridge	0	F	15
Bishops Bridge	0	M	4
Bishops Bridge	1	F	108
Bishops Bridge	1	M	118
Bithramere	0	F	6
Bithramere	0	M	3
Bithramere	1	F	80
Bithramere	1	M	82
Black Creek (Port Macquarie-Hastings - NSW)	1	F	23
Black Creek (Port Macquarie-Hastings - NSW)	1	M	24
Black Creek (Snowy Valleys - NSW)	1	F	7
Black Creek (Snowy Valleys - NSW)	1	M	9
Black Head	0	F	57
Black Head	0	M	41
Black Head	1	F	407
Black Head	1	M	348
Black Hill (NSW)	0	F	12
Black Hill (NSW)	0	M	14
Black Hill (NSW)	1	F	273
Black Hill (NSW)	1	M	259
Black Hollow	1	F	9
Black Hollow	1	M	8
Black Mountain (NSW)	0	F	10
Black Mountain (NSW)	0	M	9
Black Mountain (NSW)	1	F	131
Black Mountain (NSW)	1	M	154
Black Range (NSW)	0	F	9
Black Range (NSW)	0	M	7
Black Range (NSW)	1	F	96
Black Range (NSW)	1	M	93
Black Springs (NSW)	0	F	8
Black Springs (NSW)	0	M	18
Black Springs (NSW)	1	F	107
Black Springs (NSW)	1	M	98
Blackalls Park	0	F	60
Blackalls Park	0	M	78
Blackalls Park	1	F	1367
Blackalls Park	1	M	1246
Blackbutt (NSW)	0	F	52
Blackbutt (NSW)	0	M	62
Blackbutt (NSW)	1	F	1682
Blackbutt (NSW)	1	M	1513
Blackett	0	F	89
Blackett	0	M	90
Blackett	1	F	1703
Blackett	1	M	1567
Blackheath	0	F	152
Blackheath	0	M	133
Blackheath	1	F	2134
Blackheath	1	M	1975
Blackmans Flat	1	F	18
Blackmans Flat	1	M	10
Blackmans Point	0	F	13
Blackmans Point	0	M	13
Blackmans Point	1	F	63
Blackmans Point	1	M	81
Blacksmiths	0	F	43
Blacksmiths	0	M	53
Blacksmiths	1	F	868
Blacksmiths	1	M	882
Blacktown	0	F	590
Blacktown	0	M	695
Blacktown	1	F	22825
Blacktown	1	M	23070
Blackville	0	M	8
Blackville	1	F	52
Blackville	1	M	55
Blackwall (NSW)	0	F	47
Blackwall (NSW)	0	M	36
Blackwall (NSW)	1	F	941
Blackwall (NSW)	1	M	863
Blair Athol (NSW)	0	F	33
Blair Athol (NSW)	0	M	38
Blair Athol (NSW)	1	F	1402
Blair Athol (NSW)	1	M	1406
Blairmount	0	F	3
Blairmount	0	M	3
Blairmount	1	F	199
Blairmount	1	M	216
Blakebrook	0	M	3
Blakebrook	1	F	80
Blakebrook	1	M	71
Blakehurst	0	F	102
Blakehurst	0	M	106
Blakehurst	1	F	3071
Blakehurst	1	M	2935
Blakney Creek	1	F	34
Blakney Creek	1	M	33
Bland	1	F	20
Bland	1	M	18
Blandford	0	F	9
Blandford	0	M	6
Blandford	1	F	83
Blandford	1	M	90
Blaxland (NSW)	0	F	151
Blaxland (NSW)	0	M	176
Blaxland (NSW)	1	F	3692
Blaxland (NSW)	1	M	3432
Blaxlands Creek	0	F	3
Blaxlands Creek	1	F	56
Blaxlands Creek	1	M	62
Blaxlands Ridge	0	F	8
Blaxlands Ridge	0	M	16
Blaxlands Ridge	1	F	235
Blaxlands Ridge	1	M	239
Blayney	0	F	70
Blayney	0	M	90
Blayney	1	F	1629
Blayney	1	M	1591
Bligh Park	0	F	86
Bligh Park	0	M	109
Bligh Park	1	F	3199
Bligh Park	1	M	2971
Blighty	0	F	3
Blighty	1	F	62
Blighty	1	M	78
Blue Bay	0	F	21
Blue Bay	0	M	25
Blue Bay	1	F	521
Blue Bay	1	M	459
Blue Haven	0	F	110
Blue Haven	0	M	126
Blue Haven	1	F	3209
Blue Haven	1	M	2933
Blue Knob	0	F	9
Blue Knob	0	M	7
Blue Knob	1	F	96
Blue Knob	1	M	112
Blue Nobby	0	F	3
Blue Nobby	0	M	4
Blue Nobby	1	F	8
Blue Nobby	1	M	8
Blue Vale	1	F	31
Blue Vale	1	M	37
Blueys Beach	0	F	5
Blueys Beach	0	M	14
Blueys Beach	1	F	77
Blueys Beach	1	M	86
Boambee	0	F	43
Boambee	0	M	38
Boambee	1	F	766
Boambee	1	M	819
Boambee East	0	F	132
Boambee East	0	M	166
Boambee East	1	F	2587
Boambee East	1	M	2364
Boambolo	0	M	4
Boambolo	1	F	27
Boambolo	1	M	26
Boat Harbour (Lismore - NSW)	0	F	3
Boat Harbour (Lismore - NSW)	0	M	3
Boat Harbour (Lismore - NSW)	1	F	73
Boat Harbour (Lismore - NSW)	1	M	63
Boat Harbour (Port Stephens - NSW)	0	F	39
Boat Harbour (Port Stephens - NSW)	0	M	39
Boat Harbour (Port Stephens - NSW)	1	F	445
Boat Harbour (Port Stephens - NSW)	1	M	436
Bobadah	1	F	3
Bobadah	1	M	6
Bobin	0	F	3
Bobin	0	M	9
Bobin	1	F	72
Bobin	1	M	71
Bobs Creek	0	M	3
Bobs Creek	1	F	41
Bobs Creek	1	M	40
Bobs Farm	0	F	9
Bobs Farm	0	M	10
Bobs Farm	1	F	203
Bobs Farm	1	M	222
Bobundara	1	F	6
Bobundara	1	M	6
Bocoble	0	M	10
Bocoble	1	F	67
Bocoble	1	M	73
Bocobra	0	M	3
Bocobra	1	F	17
Bocobra	1	M	31
Bodalla	0	F	22
Bodalla	0	M	23
Bodalla	1	F	345
Bodalla	1	M	357
Bodangora	0	F	3
Bodangora	1	F	30
Bodangora	1	M	45
Boeill Creek	0	F	5
Boeill Creek	0	M	7
Boeill Creek	1	F	45
Boeill Creek	1	M	41
Bogan	0	F	3
Bogan	1	F	4
Bogan	1	M	7
Bogan Gate	0	F	8
Bogan Gate	0	M	13
Bogan Gate	1	F	116
Bogan Gate	1	M	151
Bogangar	0	F	56
Bogangar	0	M	112
Bogangar	1	F	1478
Bogangar	1	M	1417
Bogee	0	F	4
Bogee	0	M	6
Bogee	1	F	34
Bogee	1	M	34
Boggabilla	0	F	21
Boggabilla	0	M	33
Boggabilla	1	F	473
Boggabilla	1	M	454
Boggabri	0	F	33
Boggabri	0	M	32
Boggabri	1	F	518
Boggabri	1	M	540
Bohena Creek	0	F	3
Bohena Creek	0	M	8
Bohena Creek	1	F	78
Bohena Creek	1	M	84
Bohnock	1	F	36
Bohnock	1	M	34
Bolaro	0	F	3
Bolaro	0	M	3
Bolaro	1	F	16
Bolaro	1	M	19
Bolivia	0	F	3
Bolivia	0	M	3
Bolivia	1	F	31
Bolivia	1	M	27
Bolong	0	F	3
Bolong	0	M	3
Bolong	1	F	47
Bolong	1	M	46
Bolton Point	0	F	61
Bolton Point	0	M	75
Bolton Point	1	F	1049
Bolton Point	1	M	935
Bolwarra (NSW)	0	F	31
Bolwarra (NSW)	0	M	28
Bolwarra (NSW)	1	F	474
Bolwarra (NSW)	1	M	460
Bolwarra Heights	0	F	47
Bolwarra Heights	0	M	69
Bolwarra Heights	1	F	1450
Bolwarra Heights	1	M	1413
Bom Bom	0	M	3
Bomaderry	0	F	200
Bomaderry	0	M	227
Bomaderry	1	F	3207
Bomaderry	1	M	3030
Bombah Point	1	F	8
Bombah Point	1	M	10
Bombala	0	F	36
Bombala	0	M	50
Bombala	1	F	650
Bombala	1	M	651
Bombay	0	F	3
Bombay	0	M	6
Bombay	1	F	54
Bombay	1	M	56
Bombira	0	F	12
Bombira	0	M	9
Bombira	1	F	158
Bombira	1	M	170
Bombo	0	F	3
Bombo	0	M	3
Bombo	1	F	52
Bombo	1	M	52
Bombowlee	0	F	5
Bombowlee	0	M	11
Bombowlee	1	F	128
Bombowlee	1	M	150
Bombowlee Creek	1	F	25
Bombowlee Creek	1	M	24
Bomen	1	F	8
Bomen	1	M	20
Bomera	1	F	16
Bomera	1	M	19
Bonalbo	0	F	13
Bonalbo	0	M	7
Bonalbo	1	F	175
Bonalbo	1	M	175
Bondi	0	F	231
Bondi	0	M	182
Bondi	1	F	4862
Bondi	1	M	4775
Bondi Beach	0	F	271
Bondi Beach	0	M	320
Bondi Beach	1	F	5551
Bondi Beach	1	M	5511
Bondi Junction	0	F	192
Bondi Junction	0	M	196
Bondi Junction	1	F	4717
Bondi Junction	1	M	4333
Bonnells Bay	0	F	90
Bonnells Bay	0	M	99
Bonnells Bay	1	F	1727
Bonnells Bay	1	M	1657
Bonnet Bay	0	F	50
Bonnet Bay	0	M	72
Bonnet Bay	1	F	1070
Bonnet Bay	1	M	1067
Bonny Hills	0	F	79
Bonny Hills	0	M	93
Bonny Hills	1	F	1435
Bonny Hills	1	M	1368
Bonnyrigg	0	F	139
Bonnyrigg	0	M	154
Bonnyrigg	1	F	4359
Bonnyrigg	1	M	4022
Bonnyrigg Heights	0	F	65
Bonnyrigg Heights	0	M	83
Bonnyrigg Heights	1	F	3617
Bonnyrigg Heights	1	M	3536
Bonshaw (NSW)	0	F	6
Bonshaw (NSW)	0	M	3
Bonshaw (NSW)	1	F	62
Bonshaw (NSW)	1	M	63
Bonville	0	F	51
Bonville	0	M	66
Bonville	1	F	1206
Bonville	1	M	1225
Booerie Creek	0	F	6
Booerie Creek	0	M	6
Booerie Creek	1	F	79
Booerie Creek	1	M	78
Book Book	1	F	39
Book Book	1	M	48
Booker Bay	0	F	38
Booker Bay	0	M	38
Booker Bay	1	F	642
Booker Bay	1	M	610
Bookham	0	F	6
Bookham	0	M	12
Bookham	1	F	71
Bookham	1	M	67
Bookookoorara	1	F	12
Bookookoorara	1	M	13
Boolambayte	0	F	3
Boolambayte	0	M	4
Boolambayte	1	F	39
Boolambayte	1	M	38
Boolaroo	0	F	40
Boolaroo	0	M	37
Boolaroo	1	F	484
Boolaroo	1	M	471
Boolcarroll	0	F	3
Boolcarroll	0	M	3
Boolcarroll	1	F	3
Boolcarroll	1	M	6
Booligal	0	M	3
Booligal	1	F	41
Booligal	1	M	51
Boomanoomana	1	F	38
Boomanoomana	1	M	56
Boomerang Beach	0	F	18
Boomerang Beach	0	M	22
Boomerang Beach	1	F	117
Boomerang Beach	1	M	140
Boomey	1	F	28
Boomey	1	M	39
Boomi	0	F	12
Boomi	0	M	16
Boomi	1	F	79
Boomi	1	M	88
Boomi Creek	1	F	10
Boomi Creek	1	M	11
Boona Mount	1	F	12
Boona Mount	1	M	15
Boonal	1	F	18
Boonal	1	M	29
Boonoo Boonoo	1	F	6
Boonoo Boonoo	1	M	13
Boorabee Park	0	F	3
Boorabee Park	0	M	3
Boorabee Park	1	F	41
Boorabee Park	1	M	56
Booragul	0	F	33
Booragul	0	M	29
Booragul	1	F	667
Booragul	1	M	553
Booral (NSW)	0	F	8
Booral (NSW)	0	M	24
Booral (NSW)	1	F	187
Booral (NSW)	1	M	181
Boorga	1	F	4
Boorga	1	M	10
Boorganna	0	F	3
Boorganna	0	M	3
Boorganna	1	F	7
Boorganna	1	M	8
Boorolong	0	M	4
Boorolong	1	F	42
Boorolong	1	M	40
Boorook	1	F	16
Boorook	1	M	14
Boorooma	0	F	25
Boorooma	0	M	21
Boorooma	1	F	424
Boorooma	1	M	390
Booroorban	1	F	11
Booroorban	1	M	21
Boorowa	0	F	37
Boorowa	0	M	46
Boorowa	1	F	767
Boorowa	1	M	790
Bootawa	0	F	9
Bootawa	0	M	15
Bootawa	1	F	77
Bootawa	1	M	73
Booyong	1	F	31
Booyong	1	M	41
Bora Ridge	0	M	3
Bora Ridge	1	F	58
Bora Ridge	1	M	55
Borah Creek	1	F	19
Borah Creek	1	M	13
Borambola	0	F	3
Borambola	0	M	3
Borambola	1	F	46
Borambola	1	M	56
Boree	1	F	45
Boree	1	M	47
Boree Creek	0	F	6
Boree Creek	0	M	7
Boree Creek	1	F	97
Boree Creek	1	M	95
Borenore	0	F	23
Borenore	0	M	30
Borenore	1	F	195
Borenore	1	M	219
Boro	0	F	3
Boro	0	M	17
Boro	1	F	33
Boro	1	M	36
Bossley Park	0	F	183
Bossley Park	0	M	174
Bossley Park	1	F	7178
Bossley Park	1	M	7046
Bostobrick	1	F	65
Bostobrick	1	M	69
Botany	0	F	144
Botany	0	M	184
Botany	1	F	5264
Botany	1	M	5221
Botobolar	0	M	4
Botobolar	1	F	38
Botobolar	1	M	42
Bottle Creek	1	F	11
Bottle Creek	1	M	7
Bouddi	1	F	3
Bouddi	1	M	4
Bourbah	0	F	7
Bourbah	1	F	20
Bourbah	1	M	18
Bourke	0	F	81
Bourke	0	M	86
Bourke	1	F	906
Bourke	1	M	834
Bourkelands	0	F	74
Bourkelands	0	M	96
Bourkelands	1	F	1408
Bourkelands	1	M	1276
Bournda	0	F	11
Bournda	0	M	3
Bournda	1	F	62
Bournda	1	M	81
Bournewood	0	F	3
Bournewood	1	F	21
Bournewood	1	M	27
Bow Bowing	0	F	9
Bow Bowing	0	M	25
Bow Bowing	1	F	785
Bow Bowing	1	M	781
Bowan Park	0	F	5
Bowan Park	0	M	3
Bowan Park	1	F	60
Bowan Park	1	M	49
Bowen Mountain	0	F	33
Bowen Mountain	0	M	23
Bowen Mountain	1	F	750
Bowen Mountain	1	M	764
Bowenfels	0	F	59
Bowenfels	0	M	37
Bowenfels	1	F	1002
Bowenfels	1	M	946
Bowling Alley Point	1	F	14
Bowling Alley Point	1	M	14
Bowman	0	F	4
Bowman	0	M	4
Bowman	1	F	67
Bowman	1	M	65
Bowman Farm	0	M	3
Bowman Farm	1	F	22
Bowman Farm	1	M	24
Bowmans Creek	1	F	3
Bowmans Creek	1	M	5
Bowna	0	F	3
Bowna	0	M	4
Bowna	1	F	52
Bowna	1	M	50
Bowning	0	F	19
Bowning	0	M	18
Bowning	1	F	259
Bowning	1	M	273
Bowral	0	F	303
Bowral	0	M	263
Bowral	1	F	5269
Bowral	1	M	4499
Bowraville	0	F	26
Bowraville	0	M	32
Bowraville	1	F	528
Bowraville	1	M	530
Box Hill (NSW)	0	F	13
Box Hill (NSW)	0	M	17
Box Hill (NSW)	1	F	428
Box Hill (NSW)	1	M	441
Box Ridge	1	F	17
Box Ridge	1	M	21
Boxers Creek	0	F	3
Boxers Creek	0	M	3
Boxers Creek	1	F	102
Boxers Creek	1	M	117
Boydtown	0	F	5
Boydtown	0	M	5
Boydtown	1	F	29
Boydtown	1	M	36
Bradbury (NSW)	0	F	155
Bradbury (NSW)	0	M	168
Bradbury (NSW)	1	F	4337
Bradbury (NSW)	1	M	4133
Braefield	1	F	32
Braefield	1	M	31
Braemar	0	F	8
Braemar	0	M	13
Braemar	1	F	214
Braemar	1	M	210
Braemar Bay	1	F	3
Braemar Bay	1	M	10
Braidwood	0	F	72
Braidwood	0	M	69
Braidwood	1	F	789
Braidwood	1	M	723
Brandy Hill	0	F	9
Brandy Hill	0	M	23
Brandy Hill	1	F	335
Brandy Hill	1	M	306
Branxton	0	F	47
Branxton	0	M	49
Branxton	1	F	954
Branxton	1	M	935
Braunstone	0	F	13
Braunstone	0	M	18
Braunstone	1	F	132
Braunstone	1	M	131
Brawboy	1	F	12
Brawboy	1	M	9
Bray Park (NSW)	0	F	16
Bray Park (NSW)	0	M	19
Bray Park (NSW)	1	F	420
Bray Park (NSW)	1	M	349
Brays Creek	0	F	3
Brays Creek	0	M	6
Brays Creek	1	F	37
Brays Creek	1	M	24
Brayton	0	F	7
Brayton	0	M	7
Brayton	1	F	77
Brayton	1	M	81
Breadalbane (NSW)	0	F	7
Breadalbane (NSW)	0	M	3
Breadalbane (NSW)	1	F	45
Breadalbane (NSW)	1	M	46
Breakfast Creek	1	F	21
Breakfast Creek	1	M	27
Breakfast Point	0	F	83
Breakfast Point	0	M	98
Breakfast Point	1	F	2155
Breakfast Point	1	M	1852
Bream Beach	1	F	3
Bream Beach	1	M	6
Bredbo	0	F	11
Bredbo	0	M	13
Bredbo	1	F	164
Bredbo	1	M	162
Breelong	1	F	30
Breelong	1	M	35
Breeza	1	F	74
Breeza	1	M	75
Bretti	1	F	12
Bretti	1	M	12
Brewarrina	0	F	44
Brewarrina	0	M	46
Brewarrina	1	F	505
Brewarrina	1	M	552
Brewongle	0	F	4
Brewongle	1	F	50
Brewongle	1	M	66
Briarbrook	1	F	3
Briarbrook	1	M	3
Bribbaree	0	F	3
Bribbaree	0	M	3
Bribbaree	1	F	57
Bribbaree	1	M	75
Bridgman	0	F	3
Bridgman	1	F	97
Bridgman	1	M	100
Brierfield	0	F	3
Brierfield	0	M	4
Brierfield	1	F	152
Brierfield	1	M	165
Brighton-le-Sands	0	F	149
Brighton-le-Sands	0	M	125
Brighton-le-Sands	1	F	4133
Brighton-le-Sands	1	M	3921
Brightwaters	0	F	28
Brightwaters	0	M	39
Brightwaters	1	F	428
Brightwaters	1	M	409
Brimbin	1	F	26
Brimbin	1	M	27
Brindabella	0	F	3
Brindabella	0	M	3
Brindabella	1	F	8
Brindabella	1	M	12
Bringelly	0	F	38
Bringelly	0	M	52
Bringelly	1	F	1173
Bringelly	1	M	1239
Bringenbrong	0	F	3
Bringenbrong	0	M	5
Bringenbrong	1	F	20
Bringenbrong	1	M	22
Brisbane Grove	0	F	6
Brisbane Grove	0	M	13
Brisbane Grove	1	F	60
Brisbane Grove	1	M	55
Broadmeadow	0	F	41
Broadmeadow	0	M	45
Broadmeadow	1	F	756
Broadmeadow	1	M	754
Broadwater (Bega Valley - NSW)	0	F	3
Broadwater (Bega Valley - NSW)	1	F	53
Broadwater (Bega Valley - NSW)	1	M	59
Broadwater (Richmond Valley - NSW)	0	F	21
Broadwater (Richmond Valley - NSW)	0	M	23
Broadwater (Richmond Valley - NSW)	1	F	288
Broadwater (Richmond Valley - NSW)	1	M	315
Broadway	1	F	20
Broadway	1	M	21
Brobenah	1	F	10
Brobenah	1	M	12
Brocklehurst	0	F	3
Brocklehurst	0	M	17
Brocklehurst	1	F	167
Brocklehurst	1	M	172
Brocklesby	1	F	89
Brocklesby	1	M	89
Brockley	0	M	3
Brockley	1	F	16
Brockley	1	M	24
Brodies Plains	1	F	33
Brodies Plains	1	M	28
Brogans Creek	1	F	3
Brogans Creek	1	M	5
Brogers Creek	1	F	22
Brogers Creek	1	M	17
Brogo	0	F	23
Brogo	0	M	26
Brogo	1	F	218
Brogo	1	M	239
Broke (NSW)	0	F	21
Broke (NSW)	0	M	18
Broke (NSW)	1	F	260
Broke (NSW)	1	M	278
Broken Head	0	F	18
Broken Head	0	M	19
Broken Head	1	F	121
Broken Head	1	M	123
Broken Hill	0	F	659
Broken Hill	0	M	725
Broken Hill	1	F	8481
Broken Hill	1	M	7955
Brombin	0	F	4
Brombin	0	M	4
Brombin	1	F	55
Brombin	1	M	53
Bronte	0	F	187
Bronte	0	M	180
Bronte	1	F	3205
Bronte	1	M	3148
Brookdale (NSW)	1	F	17
Brookdale (NSW)	1	M	12
Brookfield (NSW)	0	F	3
Brookfield (NSW)	0	M	4
Brookfield (NSW)	1	F	103
Brookfield (NSW)	1	M	93
Brooklana	0	F	5
Brooklana	1	F	12
Brooklana	1	M	24
Brooklet	0	F	11
Brooklet	0	M	11
Brooklet	1	F	113
Brooklet	1	M	123
Brooklyn (NSW)	0	F	15
Brooklyn (NSW)	0	M	26
Brooklyn (NSW)	1	F	330
Brooklyn (NSW)	1	M	353
Brookong	0	M	5
Brookvale	0	F	55
Brookvale	0	M	72
Brookvale	1	F	1536
Brookvale	1	M	1498
Brooman	1	F	7
Brooman	1	M	13
Brooms Head	0	F	6
Brooms Head	0	M	14
Brooms Head	1	F	94
Brooms Head	1	M	100
Broughams Gate	0	F	3
Broughams Gate	1	F	5
Broughams Gate	1	M	7
Broughton (NSW)	0	F	8
Broughton (NSW)	0	M	5
Broughton (NSW)	1	F	36
Broughton (NSW)	1	M	43
Broughton Vale	0	F	3
Broughton Vale	0	M	6
Broughton Vale	1	F	82
Broughton Vale	1	M	73
Broughton Village	1	F	43
Broughton Village	1	M	37
Broulee	0	F	61
Broulee	0	M	83
Broulee	1	F	850
Broulee	1	M	723
Brownlow Hill	0	F	3
Brownlow Hill	0	M	4
Brownlow Hill	1	F	229
Brownlow Hill	1	M	184
Browns Creek	0	F	3
Browns Creek	0	M	4
Browns Creek	1	F	42
Browns Creek	1	M	45
Browns Mountain	1	F	10
Browns Mountain	1	M	8
Brownsville	0	F	15
Brownsville	0	M	24
Brownsville	1	F	229
Brownsville	1	M	265
Brucedale	0	F	3
Brucedale	0	M	3
Brucedale	1	F	86
Brucedale	1	M	87
Bruie Plains	0	M	3
Bruie Plains	1	F	20
Bruie Plains	1	M	23
Bruinbun	0	F	3
Bruinbun	0	M	3
Bruinbun	1	F	11
Bruinbun	1	M	26
Brundee	0	F	3
Brundee	1	F	20
Brundee	1	M	18
Brungle	0	M	9
Brungle	1	F	51
Brungle	1	M	49
Brungle Creek	1	F	12
Brungle Creek	1	M	19
Brunkerville	0	F	11
Brunkerville	0	M	3
Brunkerville	1	F	90
Brunkerville	1	M	94
Brunswick Heads	0	F	52
Brunswick Heads	0	M	57
Brunswick Heads	1	F	869
Brunswick Heads	1	M	761
Brushgrove	0	F	8
Brushgrove	0	M	10
Brushgrove	1	F	74
Brushgrove	1	M	102
Brushy Creek	0	F	3
Brushy Creek	1	F	10
Brushy Creek	1	M	10
Bucca (NSW)	0	F	11
Bucca (NSW)	0	M	25
Bucca (NSW)	1	F	250
Bucca (NSW)	1	M	266
Bucca Wauka	0	F	3
Bucca Wauka	0	M	6
Bucca Wauka	1	F	44
Bucca Wauka	1	M	34
Buccarumbi	1	F	7
Buccarumbi	1	M	14
Buchanan (NSW)	0	F	3
Buchanan (NSW)	0	M	3
Buchanan (NSW)	1	F	94
Buchanan (NSW)	1	M	93
Buckajo	0	F	11
Buckajo	0	M	22
Buckajo	1	F	129
Buckajo	1	M	134
Buckaroo	0	F	3
Buckaroo	1	F	59
Buckaroo	1	M	67
Buckenbowra	0	F	3
Buckenbowra	0	M	4
Buckenbowra	1	F	8
Buckenbowra	1	M	4
Buckenderra	0	M	4
Buckenderra	1	F	9
Buckenderra	1	M	9
Buckendoon	1	F	17
Buckendoon	1	M	15
Bucketty	0	F	3
Bucketty	0	M	8
Bucketty	1	F	86
Bucketty	1	M	84
Buckra Bendinni	1	F	39
Buckra Bendinni	1	M	59
Budawang	1	F	7
Budawang	1	M	4
Buddabadah	0	F	12
Buddabadah	0	M	3
Buddabadah	1	F	22
Buddabadah	1	M	18
Budden	1	F	5
Budden	1	M	10
Budgee Budgee (NSW)	0	F	5
Budgee Budgee (NSW)	0	M	10
Budgee Budgee (NSW)	1	F	96
Budgee Budgee (NSW)	1	M	81
Budgewoi	0	F	107
Budgewoi	0	M	97
Budgewoi	1	F	1589
Budgewoi	1	M	1566
Budgong	0	F	4
Budgong	0	M	4
Budgong	1	F	29
Budgong	1	M	34
Buff Point	0	F	110
Buff Point	0	M	102
Buff Point	1	F	1653
Buff Point	1	M	1645
Bugaldie	0	F	6
Bugaldie	0	M	3
Bugaldie	1	F	61
